book,scope,alpha,cost_multiple,sleeves,window,cagr,max_drawdown,utility,vol,n_days
FIN_ONLY_A08_C1x,FIN_ONLY,0.08,1.0,Financial,sealed_2023_plus,0.2320692869488188,-0.10902153916720059,0.1775585173652185,0.15385660822628408,879
FIN_ONLY_A08_C1x,FIN_ONLY,0.08,1.0,Financial,heldout_2019_plus,0.1705542909328044,-0.2178209456362531,0.06164381811467784,0.14294971400344034,1856
FIN_ONLY_A10_C1x,FIN_ONLY,0.1,1.0,Financial,full,0.1322897123616964,-0.21631369757721863,0.024132863573087082,0.12671460833615547,3351
FIN_ONLY_A10_C1x,FIN_ONLY,0.1,1.0,Financial,oof_2011_2018,0.09109288205985444,-0.17313864539582835,0.004523559361940266,0.10418416013341288,1495
FIN_ONLY_A10_C1x,FIN_ONLY,0.1,1.0,Financial,validation_2019_2022,0.11509429120214021,-0.21631369757721874,0.006937442413530837,0.13180022933802157,977
FIN_ONLY_A10_C1x,FIN_ONLY,0.1,1.0,Financial,sealed_2023_plus,0.2308759270765437,-0.10668667532308351,0.17753258941500194,0.152890780851977,879
FIN_ONLY_A10_C1x,FIN_ONLY,0.1,1.0,Financial,heldout_2019_plus,0.16950506384767983,-0.21631369757721874,0.061348215059070454,0.1421564301688598,1856
FIN_0050_A05_C1x,FIN_0050,0.05,1.0,"Financial,0050",full,0.13411240096972143,-0.21883677458214512,0.024694013678648874,0.12852762959686698,3351
FIN_0050_A05_C1x,FIN_0050,0.05,1.0,"Financial,0050",oof_2011_2018,0.09035309652732426,-0.17439304920659893,0.003156571924024798,0.10536532122037676,1495
FIN_0050_A05_C1x,FIN_0050,0.05,1.0,"Financial,0050",validation_2019_2022,0.11804969756945805,-0.218836774582145,0.00863131027838554,0.13317279927366418,977
FIN_0050_A05_C1x,FIN_0050,0.05,1.0,"Financial,0050",sealed_2023_plus,0.23616702856170835,-0.11505788134621875,0.17863808788859897,0.1559357365190847,879
FIN_0050_A05_C1x,FIN_0050,0.05,1.0,"Financial,0050",heldout_2019_plus,0.17351369418347784,-0.218836774582145,0.06409530689240533,0.14437759065182812,1856
FIN_0050_A08_C1x,FIN_0050,0.08,1.0,"Financial,0050",full,0.13260985479984466,-0.21746417299580745,0.023877768301940938,0.1271258611243452,3351
FIN_0050_A08_C1x,FIN_0050,0.08,1.0,"Financial,0050",oof_2011_2018,0.09082466949327639,-0.17329477818222105,0.004177280402165862,0.10449606823243829,1495
FIN_0050_A08_C1x,FIN_0050,0.08,1.0,"Financial,0050",validation_2019_2022,0.11563256380238207,-0.21746417299580745,0.006900477304478347,0.13223935923729044,977
FIN_0050_A08_C1x,FIN_0050,0.08,1.0,"Financial,0050",sealed_2023_plus,0.23205473283358558,-0.10782722467722416,0.1781411204949735,0.15340891765494813,879
FIN_0050_A08_C1x,FIN_0050,0.08,1.0,"Financial,0050",heldout_2019_plus,0.1703273799389502,-0.21746417299580745,0.06159529344104647,0.14263429404381664,1856
FIN_0050_A10_C1x,FIN_0050,0.1,1.0,"Financial,0050",full,0.13192010577472368,-0.2167382173465775,0.023550997101434934,0.1265064365142431,3351
FIN_0050_A10_C1x,FIN_0050,0.1,1.0,"Financial,0050",oof_2011_2018,0.09127532325118648,-0.17307095768800473,0.004739844407184113,0.1040751229092346,1495
FIN_0050_A10_C1x,FIN_0050,0.1,1.0,"Financial,0050",validation_2019_2022,0.11422125865727595,-0.2167382173465776,0.005852149983987143,0.13170878085573612,977
FIN_0050_A10_C1x,FIN_0050,0.1,1.0,"Financial,0050",sealed_2023_plus,0.23002857960068046,-0.1060831521306097,0.1769870035353756,0.15245010073055346,879
FIN_0050_A10_C1x,FIN_0050,0.1,1.0,"Financial,0050",heldout_2019_plus,0.16864509206627964,-0.2167382173465776,0.06027598339299084,0.14188788565027516,1856
HIGH_BETA_A05_C1x,HIGH_BETA,0.05,1.0,"0050,Financial",full,0.13411240096972143,-0.21883677458214512,0.024694013678648874,0.12852762959686698,3351
HIGH_BETA_A05_C1x,HIGH_BETA,0.05,1.0,"0050,Financial",oof_2011_2018,0.09035309652732426,-0.17439304920659893,0.003156571924024798,0.10536532122037676,1495
HIGH_BETA_A05_C1x,HIGH_BETA,0.05,1.0,"0050,Financial",validation_2019_2022,0.11804969756945805,-0.218836774582145,0.00863131027838554,0.13317279927366418,977
HIGH_BETA_A05_C1x,HIGH_BETA,0.05,1.0,"0050,Financial",sealed_2023_plus,0.23616702856170835,-0.11505788134621875,0.17863808788859897,0.1559357365190847,879
HIGH_BETA_A05_C1x,HIGH_BETA,0.05,1.0,"0050,Financial",heldout_2019_plus,0.17351369418347784,-0.218836774582145,0.06409530689240533,0.14437759065182812,1856
HIGH_BETA_A08_C1x,HIGH_BETA,0.08,1.0,"0050,Financial",full,0.13260985479984466,-0.21746417299580745,0.023877768301940938,0.1271258611243452,3351
HIGH_BETA_A08_C1x,HIGH_BETA,0.08,1.0,"0050,Financial",oof_2011_2018,0.09082466949327639,-0.17329477818222105,0.004177280402165862,0.10449606823243829,1495
HIGH_BETA_A08_C1x,HIGH_BETA,0.08,1.0,"0050,Financial",validation_2019_2022,0.11563256380238207,-0.21746417299580745,0.006900477304478347,0.13223935923729044,977
HIGH_BETA_A08_C1x,HIGH_BETA,0.08,1.0,"0050,Financial",sealed_2023_plus,0.23205473283358558,-0.10782722467722416,0.1781411204949735,0.15340891765494813,879
HIGH_BETA_A08_C1x,HIGH_BETA,0.08,1.0,"0050,Financial",heldout_2019_plus,0.1703273799389502,-0.21746417299580745,0.06159529344104647,0.14263429404381664,1856
HIGH_BETA_A10_C1x,HIGH_BETA,0.1,1.0,"0050,Financial",full,0.13192010577472368,-0.2167382173465775,0.023550997101434934,0.1265064365142431,3351
HIGH_BETA_A10_C1x,HIGH_BETA,0.1,1.0,"0050,Financial",oof_2011_2018,0.09127532325118648,-0.17307095768800473,0.004739844407184113,0.1040751229092346,1495
HIGH_BETA_A10_C1x,HIGH_BETA,0.1,1.0,"0050,Financial",validation_2019_2022,0.11422125865727595,-0.2167382173465776,0.005852149983987143,0.13170878085573612,977
HIGH_BETA_A10_C1x,HIGH_BETA,0.1,1.0,"0050,Financial",sealed_2023_plus,0.23002857960068046,-0.1060831521306097,0.1769870035353756,0.15245010073055346,879
HIGH_BETA_A10_C1x,HIGH_BETA,0.1,1.0,"0050,Financial",heldout_2019_plus,0.16864509206627964,-0.2167382173465776,0.06027598339299084,0.14188788565027516,1856
BASE_E16_E18_E22_v2s_C2x,BASE,0.0,2.0,,full,0.13174310802986677,-0.2269556501328871,0.018265282963423224,0.13324998592043238,3351
BASE_E16_E18_E22_v2s_C2x,BASE,0.0,2.0,,oof_2011_2018,0.08231454457670262,-0.17908506852737582,-0.007227989686985292,0.10695701471449842,1495
BASE_E16_E18_E22_v2s_C2x,BASE,0.0,2.0,,validation_2019_2022,0.11821102914913384,-0.226955650132887,0.004733204082690345,0.13579547516674145,977
BASE_E16_E18_E22_v2s_C2x,BASE,0.0,2.0,,sealed_2023_plus,0.24200513903064214,-0.14445484782247153,0.16977771511940637,0.1662921628489395,879
BASE_E16_E18_E22_v2s_C2x,BASE,0.0,2.0,,heldout_2019_plus,0.17628281683062874,-0.226955650132887,0.06280499176418525,0.15098447177832908,1856
ALL_A05_C2x,ALL,0.05,2.0,,full,0.12747059071537215,-0.219589539737709,0.017675820846517643,0.12845945850758175,3351
ALL_A05_C2x,ALL,0.05,2.0,,oof_2011_2018,0.08394544351151234,-0.1776343440084518,-0.004871728492713556,0.10516710149258506,1495
ALL_A05_C2x,ALL,0.05,2.0,,validation_2019_2022,0.11239101435590104,-0.2195895397377089,0.002596244487046595,0.133099840816567,977
ALL_A05_C2x,ALL,0.05,2.0,,sealed_2023_plus,0.227777228692859,-0.11765085965436062,0.16895179886567868,0.1560277349358653,879
ALL_A05_C2x,ALL,0.05,2.0,,heldout_2019_plus,0.1666225186261947,-0.2195895397377089,0.05682774875734026,0.14438830531421548,1856
ALL_A08_C2x,ALL,0.08,2.0,,full,0.12612529904826264,-0.2180970045185059,0.017076796789009696,0.12699939770817728,3351
ALL_A08_C2x,ALL,0.08,2.0,,oof_2011_2018,0.084448951926819,-0.17712301474204328,-0.004112555444202637,0.10420077647810964,1495
ALL_A08_C2x,ALL,0.08,2.0,,validation_2019_2022,0.11010805669525192,-0.2180970045185059,0.0010595544359989773,0.13205902558078034,977
ALL_A08_C2x,ALL,0.08,2.0,,sealed_2023_plus,0.22415211013950098,-0.11158370227915371,0.16836025899992413,0.15352467401798817,879
ALL_A08_C2x,ALL,0.08,2.0,,heldout_2019_plus,0.1637361922428351,-0.2180970045185059,0.054687689983582144,0.14260490335367432,1856
ALL_A10_C2x,ALL,0.1,2.0,,full,0.12463428736210558,-0.2181604267682724,0.015554073977969374,0.1262750337653945,3351
ALL_A10_C2x,ALL,0.1,2.0,,oof_2011_2018,0.08440192709234728,-0.17740216054219438,-0.004299153178749904,0.1039494154725267,1495
ALL_A10_C2x,ALL,0.1,2.0,,validation_2019_2022,0.10795896277263273,-0.2181604267682724,-0.001121250611503477,0.13148198814960255,977
ALL_A10_C2x,ALL,0.1,2.0,,sealed_2023_plus,0.22072706066203285,-0.10848124975056483,0.16648643578675043,0.15208088590488247,879
ALL_A10_C2x,ALL,0.1,2.0,,heldout_2019_plus,0.16100577803916716,-0.2181604267682724,0.051925564655030954,0.1415882880919666,1856
FIN_ONLY_A05_C2x,FIN_ONLY,0.05,2.0,Financial,full,0.1281816517502523,-0.22042653320998362,0.0179683851452605,0.1290343062244159,3351
FIN_ONLY_A05_C2x,FIN_ONLY,0.05,2.0,Financial,oof_2011_2018,0.08364355181146421,-0.1780958388388706,-0.005404367607971083,0.10553093879073963,1495
FIN_ONLY_A05_C2x,FIN_ONLY,0.05,2.0,Financial,validation_2019_2022,0.11363612255380406,-0.2204265332099835,0.003422855948812309,0.13341786901675484,977
FIN_ONLY_A05_C2x,FIN_ONLY,0.05,2.0,Financial,sealed_2023_plus,0.23002094050045674,-0.12124995458823906,0.1693959632063372,0.15708999752072003,879
FIN_ONLY_A05_C2x,FIN_ONLY,0.05,2.0,Financial,heldout_2019_plus,0.16831529629002917,-0.2204265332099835,0.058102029685037415,0.14508623715164573,1856
FIN_ONLY_A08_C2x,FIN_ONLY,0.08,2.0,Financial,full,0.12634891186512975,-0.21852587437430093,0.017085974677979288,0.1275777088345718,3351
FIN_ONLY_A08_C2x,FIN_ONLY,0.08,2.0,Financial,oof_2011_2018,0.0839475813310746,-0.17698465208340064,-0.004544744710625714,0.10467421615793346,1495
FIN_ONLY_A08_C2x,FIN_ONLY,0.08,2.0,Financial,validation_2019_2022,0.11137090463926458,-0.21852587437430082,0.002107967452114168,0.1325301406751111,977
FIN_ONLY_A08_C2x,FIN_ONLY,0.08,2.0,Financial,sealed_2023_plus,0.2245448012918374,-0.11337163863820132,0.16785898197273674,0.15435041582418568,879
FIN_ONLY_A08_C2x,FIN_ONLY,0.08,2.0,Financial,heldout_2019_plus,0.1646004984747702,-0.21852587437430082,0.055337561287619796,0.14325402627981682,1856
FIN_ONLY_A10_C2x,FIN_ONLY,0.1,2.0,Financial,full,0.12586712657279775,-0.21731457010859723,0.017209841518499136,0.1268603581290059,3351
FIN_ONLY_A10_C2x,FIN_ONLY,0.1,2.0,Financial,oof_2011_2018,0.08429614835521404,-0.176811410554237,-0.004109556921904456,0.1042070426100097,1495
FIN_ONLY_A10_C2x,FIN_ONLY,0.1,2.0,Financial,validation_2019_2022,0.1101579280673155,-0.21731457010859734,0.0015006430130168336,0.13188554640020872,977
FIN_ONLY_A10_C2x,FIN_ONLY,0.1,2.0,Financial,sealed_2023_plus,0.22333481257167853,-0.11046840688359183,0.16810060912988262,0.1532450816188118,879
FIN_ONLY_A10_C2x,FIN_ONLY,0.1,2.0,Financial,heldout_2019_plus,0.16338992306149502,-0.21731457010859734,0.054732638007196355,0.14237730592799724,1856
FIN_0050_A05_C2x,FIN_0050,0.05,2.0,"Financial,0050",full,0.127962598379328,-0.220227406104605,0.017848895327025494,0.1288019798611475,3351
FIN_0050_A05_C2x,FIN_0050,0.05,2.0,"Financial,0050",oof_2011_2018,0.083688066483675,-0.17798671310318448,-0.0053052900679172454,0.10545045454102943,1495
FIN_0050_A05_C2x,FIN_0050,0.05,2.0,"Financial,0050",validation_2019_2022,0.11330950030261167,-0.22022740610460512,0.003195797250309107,0.13332804149717836,977
FIN_0050_A05_C2x,FIN_0050,0.05,2.0,"Financial,0050",sealed_2023_plus,0.2293296462680141,-0.11970248706538167,0.16947840273532327,0.15654792089467787,879
FIN_0050_A05_C2x,FIN_0050,0.05,2.0,"Financial,0050",heldout_2019_plus,0.16782472283181926,-0.22022740610460512,0.057711019779516703,0.14476509137503815,1856
FIN_0050_A08_C2x,FIN_0050,0.08,2.0,"Financial,0050",full,0.12621680428895132,-0.21878239324868998,0.016825607664606335,0.12730655971948188,3351
FIN_0050_A08_C2x,FIN_0050,0.08,2.0,"Financial,0050",oof_2011_2018,0.08406428301989166,-0.176994117428939,-0.00443277569457784,0.1045629062570599,1495
FIN_0050_A08_C2x,FIN_0050,0.08,2.0,"Financial,0050",validation_2019_2022,0.11071505767779999,-0.21878239324868998,0.001323861053455,0.13240799735871991,977
FIN_0050_A08_C2x,FIN_0050,0.08,2.0,"Financial,0050",sealed_2023_plus,0.22454309346888546,-0.11169264467331297,0.16869677113222897,0.1537432137228422,879
FIN_0050_A08_C2x,FIN_0050,0.08,2.0,"Financial,0050",heldout_2019_plus,0.1642357379079451,-0.21878239324868998,0.05484454128360011,0.1428855638854391,1856
FIN_0050_A10_C2x,FIN_0050,0.1,2.0,"Financial,0050",full,0.12571241786408427,-0.21739706389375968,0.01701388591720443,0.12668681416971708,3351
FIN_0050_A10_C2x,FIN_0050,0.1,2.0,"Financial,0050",oof_2011_2018,0.08460153702113993,-0.17673126503925862,-0.0037640954984893837,0.10410480065085273,1495
FIN_0050_A10_C2x,FIN_0050,0.1,2.0,"Financial,0050",validation_2019_2022,0.1095832338137892,-0.21739706389375968,0.0008847018669093654,0.13177416831413338,977
FIN_0050_A10_C2x,FIN_0050,0.1,2.0,"Financial,0050",sealed_2023_plus,0.22278095878182191,-0.11019586926703473,0.16768302414830455,0.15292480264552588,879
FIN_0050_A10_C2x,FIN_0050,0.1,2.0,"Financial,0050",heldout_2019_plus,0.16282661549129562,-0.21739706389375968,0.054128083544415784,0.14216015493756,1856
HIGH_BETA_A05_C2x,HIGH_BETA,0.05,2.0,"0050,Financial",full,0.127962598379328,-0.220227406104605,0.017848895327025494,0.1288019798611475,3351
HIGH_BETA_A05_C2x,HIGH_BETA,0.05,2.0,"0050,Financial",oof_2011_2018,0.083688066483675,-0.17798671310318448,-0.0053052900679172454,0.10545045454102943,1495
HIGH_BETA_A05_C2x,HIGH_BETA,0.05,2.0,"0050,Financial",validation_2019_2022,0.11330950030261167,-0.22022740610460512,0.003195797250309107,0.13332804149717836,977
HIGH_BETA_A05_C2x,HIGH_BETA,0.05,2.0,"0050,Financial",sealed_2023_plus,0.2293296462680141,-0.11970248706538167,0.16947840273532327,0.15654792089467787,879
HIGH_BETA_A05_C2x,HIGH_BETA,0.05,2.0,"0050,Financial",heldout_2019_plus,0.16782472283181926,-0.22022740610460512,0.057711019779516703,0.14476509137503815,1856
HIGH_BETA_A08_C2x,HIGH_BETA,0.08,2.0,"0050,Financial",full,0.12621680428895132,-0.21878239324868998,0.016825607664606335,0.12730655971948188,3351
HIGH_BETA_A08_C2x,HIGH_BETA,0.08,2.0,"0050,Financial",oof_2011_2018,0.08406428301989166,-0.176994117428939,-0.00443277569457784,0.1045629062570599,1495
HIGH_BETA_A08_C2x,HIGH_BETA,0.08,2.0,"0050,Financial",validation_2019_2022,0.11071505767779999,-0.21878239324868998,0.001323861053455,0.13240799735871991,977
HIGH_BETA_A08_C2x,HIGH_BETA,0.08,2.0,"0050,Financial",sealed_2023_plus,0.22454309346888546,-0.11169264467331297,0.16869677113222897,0.1537432137228422,879
HIGH_BETA_A08_C2x,HIGH_BETA,0.08,2.0,"0050,Financial",heldout_2019_plus,0.1642357379079451,-0.21878239324868998,0.05484454128360011,0.1428855638854391,1856
HIGH_BETA_A10_C2x,HIGH_BETA,0.1,2.0,"0050,Financial",full,0.12571241786408427,-0.21739706389375968,0.01701388591720443,0.12668681416971708,3351
HIGH_BETA_A10_C2x,HIGH_BETA,0.1,2.0,"0050,Financial",oof_2011_2018,0.08460153702113993,-0.17673126503925862,-0.0037640954984893837,0.10410480065085273,1495
HIGH_BETA_A10_C2x,HIGH_BETA,0.1,2.0,"0050,Financial",validation_2019_2022,0.1095832338137892,-0.21739706389375968,0.0008847018669093654,0.13177416831413338,977
HIGH_BETA_A10_C2x,HIGH_BETA,0.1,2.0,"0050,Financial",sealed_2023_plus,0.22278095878182191,-0.11019586926703473,0.16768302414830455,0.15292480264552588,879
HIGH_BETA_A10_C2x,HIGH_BETA,0.1,2.0,"0050,Financial",heldout_2019_plus,0.16282661549129562,-0.21739706389375968,0.054128083544415784,0.14216015493756,1856
