date,nav_old_sf_kd,nav_finband_kd,nav_old_sf_kd_a05,nav_new_live
2019-05-03,940821919.1948471,940721320.7910733,942328812.0813615,940516843.1650325
2019-05-06,933674135.3448472,933638263.3410733,935016639.1813616,933268209.8650324
2019-05-07,941398078.3558555,941415907.7412962,942776648.5813615,941042077.1650325
2019-05-08,943452964.0188392,943453259.818939,944070108.0291414,942422854.7650324
2019-05-09,932357238.4654561,932233502.668939,933132617.9483371,931339996.7650325
2019-05-10,930626313.4154562,930427511.4163203,930973035.2983371,929162659.8499725
2019-05-13,926891546.4654561,926681370.6163204,927028906.748337,925196009.351609
2019-05-14,924184800.5784488,924058544.5600454,924225484.5368274,922485370.3516089
2019-05-15,927190353.8438028,927058428.8879058,927354401.2143768,925539688.2307086
2019-05-16,922682640.88414,922573334.4769788,923376292.3767108,921505218.6863834
2019-05-17,926876742.3536409,926791418.9389772,927423019.6076074,925527826.6181302
2019-05-20,935247085.153641,935172119.3771381,936316435.3576075,934332981.9366627
2019-05-21,947787450.8536409,947712893.6271381,948970110.5076073,947008073.7366625
2019-05-22,942648893.9536409,942521726.8271382,943168125.6076074,941229583.9366627
2019-05-23,941556591.9536409,941569736.1771381,941941254.9576074,940141309.1366626
2019-05-24,942507011.4971212,942496424.379095,943688225.5326637,941781016.3513511
2019-05-27,945072651.8617804,945025527.8086455,946110310.4839265,944208745.9305387
2019-05-28,944903193.9123876,944719195.3114033,945783245.9066279,943741875.7285372
2019-05-29,947595016.3961775,947525978.9555671,948951819.0149546,946941963.924094
2019-05-30,955653660.2365054,955495265.443075,956605276.3720728,954536373.1859393
2019-05-31,962796345.2804043,962532704.7706825,963378755.2665339,961241958.8070935
2019-06-03,964157846.7714725,963885680.0499237,963268972.3923618,961259181.6037105
2019-06-04,963396054.6521417,963132734.900634,963870106.9494941,961742308.069892
2019-06-05,966115398.4891075,965802064.1343477,965643287.0336958,963575152.1165184
2019-06-06,978207195.231126,977953068.7106072,977230273.1473306,975207388.4747722
2019-06-10,983617756.9126003,983424237.8378581,982238576.0862855,980308743.8747721
2019-06-11,961683565.7626002,961608266.2878582,960799722.1862855,959217553.5747722
2019-06-12,947124033.0000008,947239467.4378581,946854154.4362855,945305253.4047964
2019-06-13,946726925.0000008,946810558.2378582,947536965.1437188,945885587.8047963
2019-06-14,948175193.100001,948197168.9878582,949007225.5937189,947295673.2047964
2019-06-17,951668547.9000009,951542195.1378582,951872874.5437189,950050675.6047964
2019-06-18,952819810.000001,952707135.6378582,953475269.9437189,951596653.4047964
2019-06-19,967754424.5500009,967575389.9378582,968521563.1937189,966588262.9047964
2019-06-20,966782908.8488622,966591986.9924438,967760788.1944724,965788386.5489886
2019-06-21,957071927.7975008,956968102.4756411,958220160.6640165,956399189.0070039
2019-06-24,963345385.284045,963149414.507732,964624829.4317377,962702444.6151807
2019-06-25,963949318.398117,963769200.8352196,965117608.3589114,963224333.4978486
2019-06-26,960943413.5981171,960844924.6852196,962612309.4089115,960767181.0978487
2019-06-27,964497462.348117,964254606.4352196,965830609.1089115,963868102.9978486
2019-06-28,960764930.548117,960568115.4852197,962901837.9589115,960930334.1978487
2019-07-01,958825565.6481171,958679689.4852197,961186464.2589115,959206778.7978487
2019-07-02,961945243.4981171,961801724.9852197,964172225.2089115,962238237.6978487
2019-07-03,962252020.4981171,962124239.7852197,964094297.4089115,962219654.0978487
2019-07-04,965149935.3981171,964961365.7852197,966831071.1089115,964881809.4978486
2019-07-05,967352416.448117,967218836.0352197,969073918.8089114,967186348.3978486
2019-07-08,967182870.448117,967083165.6352196,968391063.2089114,966566481.1978486
2019-07-09,966667174.8081169,966600936.4952197,967707420.5489115,965829756.5778488
2019-07-10,971106090.5581169,970920655.8875935,972255882.9989115,970331904.4778488
2019-07-11,978458177.8488477,978290302.5875936,978839103.6551863,976834271.0778487
2019-07-12,977981596.7988478,977734566.0132055,978126205.9551864,976004431.5899729
2019-07-15,976624219.7988478,976397651.2132055,977184033.7551863,974998065.1899729
2019-07-16,978509765.7988478,978321171.6132054,979386539.3551863,977127432.3899728
2019-07-17,980846953.6988479,980539232.8132055,981822990.8551863,979531871.3899729
2019-07-18,980175596.7988479,979883867.7132056,980964402.8551863,978679898.3899729
2019-07-19,982182890.7488478,981923623.3132056,983015103.6051863,980760267.8899729
2019-07-22,984354153.6488478,984117458.6632055,984925256.6551863,982712748.4899728
2019-07-23,985944995.5988479,985742173.6132054,986352836.7551863,984137743.1899729
2019-07-24,987876686.2567996,987711458.9632055,988031939.8051864,985800023.7899729
2019-07-25,994627587.9567997,994266473.1132054,993896666.4551862,991614164.5899729
2019-07-26,994717014.9567997,994407487.9132055,993732938.6551863,991458930.9899728
2019-07-29,993068298.8567997,992710317.8132055,992233498.8551863,989936920.3899729
2019-07-30,996910156.5567998,996440079.4632056,996197941.4051863,993800162.989973
2019-07-31,999678835.2567997,999166185.6632055,999331141.1051862,996862614.3899728
2019-08-01,985458232.8067997,985075571.8632056,985529443.2551863,983087332.689973
2019-08-02,975357217.1067997,975150799.3132056,976156815.0051863,973716207.6899729
2019-08-05,973077577.2067997,972964799.1632055,974542989.7551863,972083410.6899729
2019-08-06,969659501.3567996,969551052.6132054,970530252.5551863,968107159.7899728
2019-08-07,968634460.2067996,968471232.5132055,968999880.1051863,966563217.8899729
2019-08-08,972839306.0714313,972728163.8132056,973186742.382229,970847267.489973
2019-08-12,952834515.773156,952529839.2632054,948594980.1132866,946593718.6899728
2019-08-13,941845937.1513529,941568661.1132054,936911471.4363848,935015311.5899729
2019-08-14,946951953.2336742,946629747.8632056,941238488.3575424,939445706.3899729
2019-08-15,937480760.5936742,937326219.5782055,932772886.0525423,931092036.4799728
2019-08-16,947367233.0936743,947341747.1422135,941978943.1525425,940375738.491685
2019-08-19,950786155.0936742,950624976.1422133,945405030.1525425,943677668.691685
2019-08-20,952458190.5936742,952212035.7422134,946645889.4525424,944861522.191685
2019-08-21,946455704.0936742,946361116.3422134,940619661.7525424,939039045.4916849
2019-08-22,948814839.3582406,948747916.6422133,943677188.7497469,942077674.2916849
2019-08-23,950255685.3582406,950221987.0422133,945535144.3497468,943916141.4916849
2019-08-26,938131347.3582406,938215579.1422133,933650551.0497469,932127640.1916848
2019-08-27,941681587.8582406,941774228.1422133,936948423.1497469,935459549.691685
2019-08-28,940072043.1082406,940294756.7422134,935499407.4997468,934116471.6416849
2019-08-29,941251113.3279358,941501073.9705412,936498082.7610687,935156378.5560882
2019-08-30,956480967.6449407,956729888.4711825,951460882.1798475,950029111.3119397
2019-09-02,955638855.6449407,955882342.7711824,950637597.8798475,949252742.8119397
2019-09-03,950741901.9435083,951018916.9202671,945534292.7864984,944202994.4414985
2019-09-04,955678902.6935083,955932033.9202672,950420312.0364984,949058081.8914986
2019-09-05,961281933.3469797,961491434.7340653,955492797.4925485,954136182.706174
2019-09-06,967836566.1728995,968044868.2616631,961394583.5715295,960087130.1521887
2019-09-09,977172355.6728995,977327325.5162143,969971914.8715295,968724486.2521886
2019-09-10,989173685.196482,989392357.2162143,982029832.2715296,980781154.8521886
2019-09-11,991321761.1964818,991495515.8162142,983640360.8857011,982418537.9042116
2019-09-12,990220365.4464818,990352338.2162142,982717204.435701,981490556.4542117
2019-09-16,990508557.1964818,990594336.2162142,983597266.4857011,982307355.1042117
2019-09-17,994230808.6964818,994257924.7162143,987127632.085701,985811429.7042117
2019-09-18,1000886444.9464818,1000917851.3162142,993275810.6357011,991995870.6542116
2019-09-19,999509799.1964818,999576323.7162142,991980404.185701,990719639.2042117
2019-09-20,1000172223.1110065,1000232347.7716558,993295620.0218625,991983966.7790478
2019-09-23,998429280.2724806,998476289.7453823,990635891.3638705,989377178.6097045
2019-09-24,995761519.2724806,995771950.2453823,988070947.8638705,986788313.5097045
2019-09-25,991100462.5224806,991032983.1453823,983611697.9138705,982276166.9597044
2019-09-26,990893156.2724806,990821294.7453822,982647845.1638705,981363021.8097044
2019-09-27,985879185.2724806,985927271.9453822,977811648.9638705,976599695.0097045
2019-10-01,997423653.5224806,997333360.8453823,989025517.2138705,987751927.8597045
2019-10-02,994753331.5224806,994713281.8453822,986261530.2138705,985031097.6597044
2019-10-03,988864469.7724806,988906025.3453823,980344767.4638705,979158495.1097045
2019-10-04,992033645.5224807,992092198.0453823,984204050.8138705,982970542.4597045
2019-10-07,993317403.7724806,993425700.0453823,984891288.7638705,983731793.8097044
2019-10-08,998900871.7724806,999014799.4453822,990889081.3638705,989679641.2097045
2019-10-09,993713939.2724806,993816159.6453823,984990048.0638705,983832547.3097044
2019-10-14,1000487086.0224806,1000555397.0453823,992168872.9138706,990960401.9597044
2019-10-15,1000676690.2724806,1000754119.4453822,992356216.4638705,991150370.5097045
2019-10-16,1002711776.8007239,1002793708.7462884,994412021.6805062,993200313.9398512
2019-10-17,1004916069.0507239,1005010585.4462885,996303980.9305063,995115963.9898512
2019-10-18,1000716657.3007239,1000794174.4462885,992434541.0805063,991229111.7398512
2019-10-21,1004222552.3007239,1004300888.6462884,996160955.8805063,994922375.5398512
2019-10-22,1006577359.0507239,1006617405.7462884,998578005.8305063,997324922.0898511
2019-10-23,1004762168.8007239,1004822692.6462884,995687531.7805063,994528878.2398512
2019-10-24,1011784562.0507239,1011862179.1462884,1002821509.4305062,1001653251.4898512
2019-10-25,1013043291.8007239,1013081481.4462885,1004361587.1805062,1003142631.6398512
2019-10-28,1016397725.5507239,1016455063.3462884,1007356359.3305063,1006174644.5898511
2019-10-29,1018718013.5507239,1018760567.6462884,1009363775.0305064,1008195876.0898511
2019-10-30,1025960880.0507239,1025961325.2462885,1015826228.5305063,1014686298.5898511
2019-10-31,1028937101.8007239,1028863811.4462883,1018310816.3805063,1017165343.0398512
2019-11-01,1031173534.8007239,1031022179.9462885,1020845546.8805063,1019629638.3398511
2019-11-04,1041015386.5507239,1040843461.2462883,1030740511.6305063,1029513848.6898512
2019-11-05,1046852781.3007239,1046681682.6462885,1036157577.2805063,1034955626.7398512
2019-11-06,1054159603.0507239,1054067568.8462884,1042617865.1305063,1041512171.1898512
2019-11-07,1050664769.3007239,1050549186.9462885,1039484592.9805063,1038333758.2398512
2019-11-08,1049226650.0507239,1049155745.4462885,1038523811.5305063,1037361741.7898512
2019-11-11,1038864930.5507239,1038950964.4462885,1029605904.4305063,1028416689.8898512
2019-11-12,1041677230.5507239,1041776164.4462885,1032237254.4305062,1031072189.8898512
2019-11-13,1034206999.3007239,1034345823.6462885,1024750361.0805063,1023619285.1398512
2019-11-14,1028365160.0507239,1028589423.6462885,1019891978.9305063,1018737214.7898512
2019-11-15,1036249357.8007239,1036427418.4462885,1026738348.1805062,1025639022.2398512
2019-11-18,1041327658.8007239,1041483428.2462884,1032239366.5805062,1031094445.4398512
2019-11-19,1042344600.5507239,1042469526.2462884,1033754578.6305063,1032562694.0898511
2019-11-20,1041757654.8007239,1041915848.6462884,1033212222.1805062,1032029112.6398512
2019-11-21,1032169554.8007239,1032313745.0462884,1023533144.5805063,1022359192.8398511
2019-11-22,1034722557.8007239,1034917475.3462884,1027073549.2805063,1025840892.3398511
2019-11-25,1038253575.8007239,1038355817.8462883,1029430140.7805063,1028228719.6398512
2019-11-26,1034805986.8007239,1034922456.1462884,1027662630.6805062,1026354385.3398511
2019-11-27,1043189034.5507239,1043310600.9462883,1034882199.9305062,1033653692.7898512
2019-11-28,1040916205.0507239,1041051891.4462883,1032879521.3305062,1031637798.3898512
2019-11-29,1030745042.8007239,1030937306.2462883,1023670261.3805063,1022386294.4398512
2019-12-02,1031477269.8007239,1031646971.0462884,1024146383.5805063,1022876160.8398511
2019-12-03,1030731053.8007239,1030822995.7462884,1023897754.8805063,1022548259.5398512
2019-12-04,1031092549.5507239,1031213923.3462884,1024175261.3305063,1022842940.9898512
2019-12-05,1031285305.3367009,1031415384.8237585,1024069211.7436235,1022772786.670683
2019-12-06,1027970302.3367009,1028106511.4237586,1021530808.1436236,1020190957.270683
2019-12-09,1033340926.5867009,1033412892.3237586,1026403652.3936236,1025053279.7206831
2019-12-10,1030195309.0867009,1030323778.5237585,1023659858.0936235,1022313053.820683
2019-12-11,1032573312.0867009,1032609251.9237586,1025429061.6936235,1024070883.2206831
2019-12-12,1036192876.8367009,1036247335.1237586,1029738651.5436236,1028332965.4706831
2019-12-13,1041913294.8367009,1041998734.5237586,1035884044.1436236,1034445162.8706831
2019-12-16,1040289615.0867009,1040365132.2237587,1033935866.3936235,1032519432.7206831
2019-12-17,1049075150.3367009,1049183059.5237585,1043802405.2436236,1042290990.3706831
2019-12-18,1055988815.5867009,1056003325.0237585,1051130419.8936236,1049505943.820683
2019-12-19,1054354674.3367009,1054365012.6237586,1050092206.1436236,1048414766.670683
2019-12-20,1044774716.5867009,1044950834.5237586,1041548584.1936235,1039918647.520683
2019-12-23,1053001928.8367009,1053177569.7237587,1048885944.1436235,1047300451.4706831
2019-12-24,1049550365.3367009,1049728285.5237585,1045414294.2436236,1043841058.3706831
2019-12-25,1049752961.0867009,1049923313.1237586,1045615650.6936235,1044040439.8206831
2019-12-26,1051208244.8367009,1051369295.0237585,1046850422.8436235,1045286702.770683
2019-12-27,1055803771.0867009,1055978346.4237586,1051415553.3936236,1049844451.520683
2019-12-30,1053602279.5867009,1053723891.2237586,1049391340.4936236,1047778988.6206831
2019-12-31,1048300742.8367009,1048395579.0237585,1043367713.6436236,1041813376.170683
2020-01-02,1049049834.3367009,1049106634.2237586,1044112326.5436236,1042537239.070683
2020-01-03,1052674437.0867009,1052807221.7237587,1048095082.0936235,1046525602.8206831
2020-01-06,1045038766.8367009,1045186670.4237585,1040548282.2436235,1039004713.170683
2020-01-07,1046745223.8367009,1046831373.4237586,1041064730.2436235,1039574975.3706831
2020-01-08,1041274642.3367009,1041436789.8237586,1034879387.7436235,1033505484.8706831
2020-01-09,1047855774.8367009,1048048829.6237586,1042091971.0436234,1040667978.770683
2020-01-10,1051455238.3367009,1051620113.8237586,1045709020.9436235,1044259971.8706831
2020-01-13,1064656465.5867009,1064970175.0237585,1058879369.8936236,1057473543.820683
2020-01-14,1070570483.3367009,1070911681.6237587,1064591213.3436235,1063195755.4706831
2020-01-15,1066084386.8367009,1066370382.5237585,1060510710.5436236,1059067736.8706831
2020-01-16,1065914048.8367009,1066278978.2237585,1060430044.8436235,1059026255.3706831
2020-01-17,1070347477.3367009,1070726638.4237586,1066056933.7436235,1064543816.4706831
2020-01-20,1077204262.086701,1077578830.1237586,1073040824.2936236,1071499102.6206831
2020-01-30,1033661283.5867009,1034128212.4237586,1029436676.0936235,1028073482.420683
2020-01-31,1041433990.3587368,1041901487.5615886,1036751886.1930519,1035407836.2497784
2020-02-03,1034052689.8587368,1034633605.2615887,1029677061.3930519,1028388065.0497783
2020-02-04,1043059623.9520719,1043597583.8444197,1038123706.2805626,1036839683.4411063
2020-02-05,1049511540.2020719,1050031655.5444198,1045000561.7305626,1043656590.2911063
2020-02-06,1059132048.2020719,1059689925.2444197,1055408629.2305626,1054006095.7911062
2020-02-07,1052187399.2020719,1052685631.4444197,1048972070.0305626,1047518549.1911063
2020-02-10,1050862992.0883334,1051421358.8596011,1047580367.6430502,1046183040.2370354
2020-02-11,1052465443.6921818,1053054948.8591717,1049344828.5063074,1047969155.2870355
2020-02-12,1053963444.1921818,1054568927.5591718,1050155525.7063073,1048903706.6870354
2020-02-13,1056927021.9575955,1057552107.4591718,1053313909.9063075,1052014968.2870355
2020-02-14,1057822767.7075955,1058474485.0591718,1054108607.9699031,1052838299.7370355
2020-02-17,1059633813.7075955,1060265105.4591718,1056253763.5699031,1054831766.9370354
2020-02-18,1063740539.4575955,1064238228.1591717,1060814246.919903,1059044564.2870353
2020-02-19,1076891608.7075956,1077528523.2591717,1073391455.9699031,1071639500.5370353
2020-02-20,1076169883.2075956,1076821693.3591716,1072264071.7699031,1070528988.9370354
2020-02-21,1066608047.9575955,1067235972.9591718,1063426134.0199031,1061729401.3870354
2020-02-24,1054729674.9575955,1055183384.1591717,1051354578.6199031,1049671047.9870354
2020-02-25,1053393149.4575955,1053934404.2591717,1049734744.419903,1048183886.3870354
2020-02-26,1046353435.9575955,1046733870.0591718,1042935594.5199031,1041301843.2870353
2020-02-27,1045289935.4575955,1045519284.4591719,1040870996.219903,1039177371.7870355
2020-03-02,1031454357.2075955,1031622313.4591718,1026191878.8699031,1024667426.6370354
2020-03-03,1041192738.7075955,1041499447.0591717,1036292721.3699031,1034771917.1370354
2020-03-04,1044376863.9575955,1044761634.1591718,1039167306.419903,1037723642.9870354
2020-03-05,1054740438.2075955,1055321915.0591718,1048646500.669903,1047323665.4370353
2020-03-06,1041167085.7075955,1041522066.7591717,1035062916.669903,1033654067.6370354
2020-03-09,1021767046.4575955,1021806406.2591718,1015051205.819903,1013604207.3870354
2020-03-10,1014256524.1677053,1014162979.4010745,1008049911.7323964,1006718260.2040726
2020-03-11,1008930947.1571633,1008831660.6439593,1003778229.0788939,1002365052.5426476
2020-03-12,977671771.6266177,977680917.223806,972357880.8062545,971181076.6072917
2020-03-13,960432972.4279797,960688240.3112719,953910634.793626,953120362.4519647
2020-03-16,928107536.61679,928483257.5159928,920647023.1549885,920108979.4194402
2020-03-17,900043119.4429641,900566953.0090302,894493870.9436748,893858026.1245964
2020-03-18,889258501.2436104,889915454.834417,883590376.6763576,882959992.887121
2020-03-19,842692055.0766579,843525797.9213645,835687241.3509607,835348735.365609
2020-03-20,890913324.3266578,891572357.7213645,882359864.9009607,881963020.315609
2020-03-23,863566743.5727583,864352112.2551562,855142065.5710639,854954369.4940385
2020-03-24,881690946.0727583,882334859.6551563,873955750.0710639,873535037.3940384
2020-03-25,902407138.3227583,902933495.9551562,896380788.5210638,895695147.4440385
2020-03-26,903603703.3227583,904108665.0551562,897402376.4210638,896606595.3440385
2020-03-27,910829492.0727584,911376993.2551563,905657762.4710639,904771484.3940384
2020-03-30,905273806.0727583,905946102.5551562,898635737.1487784,898227909.0940385
2020-03-31,905587166.3227583,906202020.5551562,899461384.2987784,899002672.2386577
2020-04-01,893661928.5727583,894353555.4551562,888221240.1487784,887819206.6886576
2020-04-06,904936675.5727583,905632578.7551562,898449263.0487784,898134076.9886577
2020-04-07,909843337.5727583,910360478.0551562,904033124.9487785,903511865.2886577
2020-04-08,916216581.5727583,916655136.0551562,910249398.9487784,909702225.6886576
2020-04-09,916856490.3227583,917281919.1551563,911321408.0987785,910742598.8386576
2020-04-10,931469479.3227583,931939786.8551562,925618669.7987784,925021673.3386576
2020-04-13,914513804.8227583,915075958.3551562,910687145.1987784,910061395.9386576
2020-04-14,927877968.8227583,928307177.2551562,925088743.8987784,924248230.6386577
2020-04-15,941150530.8227582,941470423.2551562,937161682.2987784,936270418.6386577
2020-04-16,928367684.6311345,928727521.6053143,925629319.8723125,924746893.7814938
2020-04-17,933135272.3811345,933504833.1053141,929616686.4223124,928750589.5314938
2020-04-20,931344077.1586494,931735616.02647,927609674.7966746,926823590.1499747
2020-04-21,913555207.4086494,914067236.22647,909373166.9466746,908784362.2999747
2020-04-22,914308896.9086494,914797025.4264699,909658220.6466745,909062498.5999746
2020-04-23,913087259.8067833,913740497.82647,908325038.4166577,907907367.1499747
2020-04-24,913091913.0567833,913620827.82647,910934843.3666576,910292472.4999747
2020-04-27,927431182.5567833,927814509.4103798,925050074.4666578,924288195.9678481
2020-04-28,943988163.0567833,944454583.5103797,939974352.6666576,939384382.767848
2020-04-29,953836935.0567833,954325966.1103797,949830567.2666577,949156582.767848
2020-04-30,961296839.2850899,961652074.4103798,957533540.6052034,956787421.9678481
2020-05-04,945773601.5350899,946071355.7103797,942865618.8552034,942075336.617848
2020-05-05,949962800.0350899,950459820.8103797,947266230.8552034,946546881.8178481
2020-05-06,945405416.4020014,945820479.0103797,942440454.564219,941800136.5678481
2020-05-07,945491841.7513238,945823604.6103797,942912923.064219,942167466.6678481
2020-05-08,952584363.5013238,953100590.8103797,949468160.914219,948792811.117848
2020-05-11,962849135.2513239,963317230.6103798,959261576.3642191,958524775.367848
2020-05-12,955836318.7513238,956457523.0103797,952841722.864219,952241502.867848
2020-05-13,957544702.5013238,958123854.9103798,954306395.014219,953691865.8178481
2020-05-14,952353815.5013238,953109756.8103797,949422020.114219,948989237.7178481
2020-05-15,951291790.0013238,951949926.9103798,948178485.914219,947672776.117848
2020-05-18,951402590.0013238,952200326.9103798,948456485.914219,948057976.117848
2020-05-19,962419021.2711921,963201046.7103797,958834637.3258258,958485661.0678481
2020-05-20,966175251.5211921,967054277.7103797,962064362.2758257,961753602.4649359
2020-05-21,968002628.7862774,968845326.6766981,964306230.7758257,963917532.5649359
2020-05-22,954877298.5362774,955693621.918307,951590278.2258258,951279731.2149359
2020-05-25,957062393.5362774,957720786.118307,953952393.0258257,953543495.014936
2020-05-26,964820124.7862774,965477426.918307,961595836.3758258,961105849.764936
2020-05-27,965776480.2862774,966375701.918307,963142047.4758258,962559127.264936
2020-05-28,964547384.2862774,965099731.518307,961581391.8758258,961046110.0649359
2020-05-29,965302594.5362774,965990206.418307,963552140.1258258,962973108.1149359
2020-06-01,970228717.0362773,970833109.618307,968201947.2258257,967505040.0149359
2020-06-02,978549066.613128,979098839.908777,976034343.3817277,975308504.6603414
2020-06-03,993106664.8687667,993489955.54304,989419279.9251193,988607840.6756064
2020-06-04,992739930.2324175,993239509.4138112,988960699.8973668,988192874.2448046
2020-06-05,991785893.7751336,992348195.2042713,988264659.1208825,987470829.2577785
2020-06-08,999510474.5675961,1000095263.3451546,995274075.302727,994516902.7508068
2020-06-09,999359759.7242156,999987575.8117583,994724112.0800811,993983405.626673
2020-06-10,1004097216.0225232,1004700108.0940535,1000831541.987617,1000046208.8650699
2020-06-11,989923791.9072385,990666420.1552757,986188461.7636257,985470581.2214047
2020-06-12,980161427.4690326,980940024.1275226,977112830.5136257,976389778.5714047
2020-06-15,973209299.2190326,973990206.7275225,969601640.7636259,968885575.3564076
2020-06-16,986168032.7190326,986968899.4275225,981817841.3636258,981132472.3564076
2020-06-17,990579373.9690326,991288269.9275225,985678459.8136258,984971769.0064077
2020-06-18,984329238.4690326,985152356.7275225,979507072.9136257,978855795.7064075
2020-06-19,978468420.7190326,979213150.1275226,973909379.4636258,973190684.0564076
2020-06-22,980950511.4690326,981546402.71919,976651950.7136258,975854379.3064076
2020-06-23,981686653.2190326,982292950.71919,977842762.7636257,977038327.9564075
2020-06-24,983489875.0043917,984161365.51919,979401084.9636258,978605544.3564075
2020-06-29,979792314.7543917,980308297.51919,975553740.8564008,974684175.8204855
2020-06-30,984475449.8224275,984953024.9431415,979912685.1564009,978988001.7204854
2020-07-01,989479275.3224275,990021004.8431414,984930319.356401,984022563.3204855
2020-07-02,995700563.8224275,996323587.9431415,991457309.356401,990527784.5204855
2020-07-03,997564320.5724275,998073205.0431414,993284009.3064009,992322981.0704855
2020-07-06,1012467411.8224275,1012904379.1431414,1007479755.356401,1006524947.5204855
2020-07-07,1009047924.8224275,1009595681.0431415,1004570730.456401,1003650669.4204855
2020-07-08,1010529451.8224275,1011111395.8431414,1005797952.6564009,1004892335.8204855
2020-07-09,1007882714.8224275,1008601547.7431414,1003557827.756401,1002712657.7204854
2020-07-10,1003660985.0724275,1004313945.4431415,999323050.006401,998432427.5704855
2020-07-13,1002986850.5724275,1003708842.0431415,999163481.506401,998278277.4704854
2020-07-14,1004720886.0724275,1005498201.6431414,1000555025.7313522,999679730.9704856
2020-07-15,1008664010.5724275,1009301825.3431414,1004510769.1313522,1003524689.1704855
2020-07-16,1003220946.3224275,1004013219.6431414,999402622.8813521,998482358.9204855
2020-07-17,1006679426.0724275,1007516221.9431415,1003102200.6313522,1002070989.0704856
2020-07-20,1007069792.3224275,1008032040.0431415,1003576728.4813522,1002623626.1204855
2020-07-21,1014823752.3224275,1015754823.3431414,1011081631.1813521,1009943287.8204855
2020-07-22,1016696836.0724275,1017622962.1431414,1014250954.4313521,1013045020.8704855
2020-07-23,1014650456.3224275,1015604709.8431414,1012013126.6813521,1010807040.7204854
2020-07-24,1005480440.3224275,1006298530.9431415,1003197970.3813522,1001956069.6204855
2020-07-27,1002244369.8224275,1002939536.8431414,1000244271.3813522,998575644.2204856
2020-07-28,1005996043.5724275,1006674789.0431414,1004260268.4313521,1002521315.2704855
2020-07-29,1010963302.8224275,1011774957.7431414,1010426875.8813522,1008760559.9204855
2020-07-30,1018287969.0724275,1019045829.4431415,1018163731.3313521,1016336316.7704854
2020-07-31,1016945347.5724275,1017791929.1431415,1016085491.5313522,1014378087.9704856
2020-08-03,1008925623.5724275,1009734184.1431414,1007464695.3313521,1005858981.1704855
2020-08-04,1012143715.3224275,1013015782.1431414,1011127007.3813522,1009445829.8204855
2020-08-05,1016983681.5724275,1017686653.8431414,1016486862.8313521,1014624786.6704855
2020-08-06,1027646696.5724275,1028342076.5431414,1026729278.3313521,1024792804.3704854
2020-08-07,1026530324.9724275,1027271145.9931413,1024973587.7813522,1023116655.2204854
2020-08-10,1025240377.7224275,1026074375.3931414,1024379638.6313522,1022413549.4704856
2020-08-11,1019671249.0224274,1020603673.1431414,1018787487.1148708,1016891365.7368127
2020-08-12,1017067647.5224274,1017979706.8431414,1015686327.7148708,1013840500.3368127
2020-08-13,1027711578.1504276,1028291355.7789414,1024598403.1990708,1022653777.0758127
2020-08-14,1020324120.765723,1020863707.4562305,1017252887.7296358,1015282855.6869678
2020-08-17,1021450429.365723,1021900506.4562305,1019411018.1296358,1017355604.086968
2020-08-18,1023338491.465723,1023750772.7562305,1020829334.3296359,1018762167.3369678
2020-08-19,1019018083.3157231,1019465111.1062305,1016819387.6296358,1014772578.836968
2020-08-20,999401461.7157229,999894415.4562305,997138207.3796359,995176421.2869679
2020-08-21,1008913922.465723,1009404843.6562306,1006771129.8296359,1004747250.436968
2020-08-24,1002976433.265723,1003595503.9562305,1000867394.1296358,998918249.8869679
2020-08-25,1004549289.8193579,1005098334.6268429,1002468328.0740834,1000481821.3857402
2020-08-26,1006873550.8844135,1007403497.1365156,1004501895.5240834,1002519591.4857402
2020-08-27,1002881926.2344134,1003426077.1865156,1000325479.4240834,998381505.0857402
2020-08-28,1003162191.6344134,1003649509.9365156,1001155050.9740834,999149197.0357401
2020-08-31,987881966.6844134,988553460.0865157,987429657.2740834,985460064.3857403
2020-09-01,988084593.7844135,988697043.6865156,987244314.9740834,985264890.8357402
2020-09-02,984386075.9344134,984981807.4865156,982899990.0240834,980941347.9857402
2020-09-03,984817942.6844134,985445378.3365157,983048105.3240834,981120224.0357403
2020-09-04,975463040.6844134,976103822.4365156,973926323.8240834,972011522.1857402
2020-09-07,982922415.8344134,983515007.2865156,980880043.5240835,978962775.7357403
2020-09-08,986912413.6344135,987465656.1865157,984851147.8240834,982904663.8357403
2020-09-09,982027949.0844134,982597536.4365156,980327528.2240834,978379199.6857402
2020-09-10,984826501.9344134,985391165.5365156,982893249.8740834,980936518.4857402
2020-09-11,985506861.1844134,985991652.7365156,983387344.4240835,981397162.9357402
2020-09-14,987068767.5844134,987548910.8365157,984926667.3240834,982937338.5857402
2020-09-15,989121212.5344135,989566930.6365156,987195149.9740834,985182207.8857402
2020-09-16,992136132.9844134,992629743.5865155,990476888.8740834,988447980.5357401
2020-09-17,984320096.6344135,984842532.9865156,982566574.8240834,980573648.7857403
2020-09-18,987771214.0344135,988175981.8365155,985556516.0740833,983511831.7357402
2020-09-21,978231618.4344134,978660684.0365156,976218457.4740834,974199305.5357401
2020-09-22,968529455.2344135,968908702.3865156,966222181.6240834,964224825.4857402
2020-09-23,961806938.4844134,962135591.7365156,958997104.5240835,957003388.5857402
2020-09-24,940583980.1344135,940973999.6365156,938886603.7740834,936948192.2357402
2020-09-25,952474787.4344134,952893688.0865157,950369510.3240834,948447613.7857403
2020-09-28,966786102.1344135,967229060.7365156,965502614.0740834,963488378.5357403
