book,kind,mode,cut,kappa,def_code,path_fx,cost_multiple,window,mdd_improve_pp,cagr_giveback_pp,score,covid_ex_score,years_helped,n_years_helped,help_2015_pp,help_2018_pp,help_2020_pp,help_2022_pp
M2_RELOC_BIL_FX_C60,cut_grid,RELOC_BIL_FX,0.6,1.0,BIL_FX,None,1,sealed_2023_plus,3.4677882046772246,5.848656662776941,0.5434598732887541,,"2015,2018,2020,2022",4,3.959667376214915,1.384344841378382,3.9442962878045273,5.754304975607871
M2_RELOC_BIL_FX_C60,cut_grid,RELOC_BIL_FX,0.6,1.0,BIL_FX,None,1,full,3.944296287804505,3.0832256143208614,2.4026834806440744,,"2015,2018,2020,2022",4,3.959667376214915,1.384344841378382,3.9442962878045273,5.754304975607871
M2_RELOC_BIL_FX_C50_K60,kappa_grid,RELOC_BIL_FX,0.5,0.6,BIL_FX,None,1,heldout_2019_plus,2.8103154488491433,3.3558076010153925,1.132411648341447,3.114099960084604,"2015,2018,2020,2022",4,3.299484133735431,1.2554079638620097,2.8103154488491433,5.252397666314879
M2_RELOC_BIL_FX_C50_K60,kappa_grid,RELOC_BIL_FX,0.5,0.6,BIL_FX,None,1,sealed_2023_plus,2.2900815191126744,4.733221942842003,-0.07652945230832708,,"2015,2018,2020,2022",4,3.299484133735431,1.2554079638620097,2.8103154488491433,5.252397666314879
M2_RELOC_BIL_FX_C50_K60,kappa_grid,RELOC_BIL_FX,0.5,0.6,BIL_FX,None,1,full,2.810315448849121,2.3781978280157823,1.62121653484123,,"2015,2018,2020,2022",4,3.299484133735431,1.2554079638620097,2.8103154488491433,5.252397666314879
M2_RELOC_BIL_FX_C50_K80,kappa_grid,RELOC_BIL_FX,0.5,0.8,BIL_FX,None,1,heldout_2019_plus,2.9585299388856345,3.431416298385259,1.242821789693005,3.203054952707518,"2015,2018,2020,2022",4,3.306505819531047,1.2543984574134415,2.9585299388856234,5.226286501266541
M2_RELOC_BIL_FX_C50_K80,kappa_grid,RELOC_BIL_FX,0.5,0.8,BIL_FX,None,1,sealed_2023_plus,2.652963145586207,4.755390094477008,0.27526809834770294,,"2015,2018,2020,2022",4,3.306505819531047,1.2543984574134415,2.9585299388856234,5.226286501266541
M2_RELOC_BIL_FX_C50_K80,kappa_grid,RELOC_BIL_FX,0.5,0.8,BIL_FX,None,1,full,2.9585299388856234,2.460065535531619,1.7284971711198138,,"2015,2018,2020,2022",4,3.306505819531047,1.2543984574134415,2.9585299388856234,5.226286501266541
M2_RELOC_TWD_CASH_CBC_C50,twd_cbc,RELOC_TWD_720B,0.5,1.0,TWD_CASH_CBC,None,1,heldout_2019_plus,2.7286188564851654,3.5495450008723894,0.9538463560489707,1.8072360281884192,"2015,2018,2020,2022",4,2.3449198678286542,1.176094326673227,2.7286188564851654,3.8999564045716473
M2_RELOC_TWD_CASH_CBC_C50,twd_cbc,RELOC_TWD_720B,0.5,1.0,TWD_CASH_CBC,None,1,sealed_2023_plus,2.3774983985302756,5.279195465764119,-0.2620993343517841,,"2015,2018,2020,2022",4,2.3449198678286542,1.176094326673227,2.7286188564851654,3.8999564045716473
M2_RELOC_TWD_CASH_CBC_C50,twd_cbc,RELOC_TWD_720B,0.5,1.0,TWD_CASH_CBC,None,1,full,2.7286188564851543,2.5507202151728636,1.4532587488987225,,"2015,2018,2020,2022",4,2.3449198678286542,1.176094326673227,2.7286188564851654,3.8999564045716473
M2_RELOC_TWD_CASH_CBC_C75,twd_cbc,RELOC_TWD_720B,0.75,1.0,TWD_CASH_CBC,None,1,heldout_2019_plus,5.092143788976433,5.586480607449551,2.298903485251657,1.3865096574016356,"2015,2018,2020,2022",4,3.490141922601553,1.4134362417750679,5.092143788976433,4.675729155710151
M2_RELOC_TWD_CASH_CBC_C75,twd_cbc,RELOC_TWD_720B,0.75,1.0,TWD_CASH_CBC,None,1,sealed_2023_plus,4.179625164550216,8.134354224871409,0.11244805211451148,,"2015,2018,2020,2022",4,3.490141922601553,1.4134362417750679,5.092143788976433,4.675729155710151
M2_RELOC_TWD_CASH_CBC_C75,twd_cbc,RELOC_TWD_720B,0.75,1.0,TWD_CASH_CBC,None,1,full,5.092143788976433,4.076911269198047,3.0536881543774093,,"2015,2018,2020,2022",4,3.490141922601553,1.4134362417750679,5.092143788976433,4.675729155710151
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,1.0,TWD_CASH0,None,1,heldout_2019_plus,2.697018122391537,3.7979321061403226,0.7980520693213755,1.5602127132186228,"2015,2018,2020,2022",4,2.2791217267870145,1.128258024075346,2.697018122391537,3.799010454872276
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,1.0,TWD_CASH0,None,1,sealed_2023_plus,2.29496922651532,5.606654876547701,-0.5083582117585306,,"2015,2018,2020,2022",4,2.2791217267870145,1.128258024075346,2.697018122391537,3.799010454872276
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,1.0,TWD_CASH0,None,1,full,2.6970181223915257,2.784313511364278,1.3048613667093867,,"2015,2018,2020,2022",4,2.2791217267870145,1.128258024075346,2.697018122391537,3.799010454872276
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,1.0,TWD_720B,None,1,heldout_2019_plus,-1.4666216653457798,4.313807304404249,-3.6235253175479043,-0.5668944834404277,"2015,2018,2022",3,2.2791217267870145,0.7373378866141533,-1.4666216653457687,1.9751370658369627
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,1.0,TWD_720B,None,1,sealed_2023_plus,1.7337059242415687,6.407130707546482,-1.4698594295316725,,"2015,2018,2022",3,2.2791217267870145,0.7373378866141533,-1.4666216653457687,1.9751370658369627
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,1.0,TWD_720B,None,1,full,-1.4666216653457798,3.1376359248677543,-3.035439627779657,,"2015,2018,2022",3,2.2791217267870145,0.7373378866141533,-1.4666216653457687,1.9751370658369627
M2_RELOC_BIL_FX_C50_FXPATH,path_fx,RELOC_BIL_FX,0.5,1.0,BIL_FX,path,1,heldout_2019_plus,2.900249668082555,4.048379057942508,0.876060139111301,2.6458713317295657,"2015,2018,2020,2022",4,3.182737419378412,1.1268803257792115,2.900249668082544,5.031908985758749
M2_RELOC_BIL_FX_C50_FXPATH,path_fx,RELOC_BIL_FX,0.5,1.0,BIL_FX,path,1,sealed_2023_plus,2.5043712007753127,5.532779124896647,-0.26201836167301096,,"2015,2018,2020,2022",4,3.182737419378412,1.1268803257792115,2.900249668082544,5.031908985758749
M2_RELOC_BIL_FX_C50_FXPATH,path_fx,RELOC_BIL_FX,0.5,1.0,BIL_FX,path,1,full,2.900249668082544,3.036161130215298,1.382169102974895,,"2015,2018,2020,2022",4,3.182737419378412,1.1268803257792115,2.900249668082544,5.031908985758749
M2_RELOC_BIL_FX_C50_FXH10,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.001,1,heldout_2019_plus,2.923396320417493,3.811058556657909,1.0178670420885383,2.8626073720460887,"2015,2018,2020,2022",4,3.229527374348695,1.175674485977185,2.923396320417493,5.109123485633738
M2_RELOC_BIL_FX_C50_FXH10,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.001,1,sealed_2023_plus,2.55854801224088,5.248978527193704,-0.06594125135597206,,"2015,2018,2020,2022",4,3.229527374348695,1.175674485977185,2.923396320417493,5.109123485633738
M2_RELOC_BIL_FX_C50_FXH10,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.001,1,full,2.9233963204174818,2.813899548473753,1.5164465461806054,,"2015,2018,2020,2022",4,3.229527374348695,1.175674485977185,2.923396320417493,5.109123485633738
M2_RELOC_BIL_FX_C50_FXH25,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.0025,1,heldout_2019_plus,2.8707217251877526,4.378195583300193,0.6816239335376562,2.3537988588351872,"2015,2018,2020,2022",4,3.1141795221794277,1.0577031622333588,2.8707217251877415,4.9336634831650406
M2_RELOC_BIL_FX_C50_FXH25,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.0025,1,sealed_2023_plus,2.417104617721344,5.985603434594822,-0.5756970995760669,,"2015,2018,2020,2022",4,3.1141795221794277,1.0577031622333588,2.8707217251877415,4.9336634831650406
M2_RELOC_BIL_FX_C50_FXH25,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.0025,1,full,2.8707217251877304,3.342565260072905,1.199439095151278,,"2015,2018,2020,2022",4,3.1141795221794277,1.0577031622333588,2.8707217251877415,4.9336634831650406
M2_RELOC_BIL_FX_C50_FXH50,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.005,1,heldout_2019_plus,2.7289663745610038,5.317253708358227,0.07033952038189017,1.5107245341919655,"2015,2018,2020,2022",4,2.92225218250991,0.8613896079099348,2.7829995790219053,4.6419872686250585
M2_RELOC_BIL_FX_C50_FXH50,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.005,1,sealed_2023_plus,2.1818430083965,7.2033579544102055,-1.4198359688086026,,"2015,2018,2020,2022",4,2.92225218250991,0.8613896079099348,2.7829995790219053,4.6419872686250585
M2_RELOC_BIL_FX_C50_FXH50,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.005,1,full,2.7289663745609816,4.2181427599345955,0.6198949945936838,,"2015,2018,2020,2022",4,2.92225218250991,0.8613896079099348,2.7829995790219053,4.6419872686250585
BASE_E16_E18_E22_v2s,ref,,,,,None,2,heldout_2019_plus,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0
BASE_E16_E18_E22_v2s,ref,,,,,None,2,sealed_2023_plus,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0
BASE_E16_E18_E22_v2s,ref,,,,,None,2,full,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0
M2_RELOC_BIL_FX_C35,cut_grid,RELOC_BIL_FX,0.35,1.0,BIL_FX,None,2,heldout_2019_plus,2.514860878588021,2.721924067254511,1.1538988449607657,2.3215217749285366,"2015,2018,2020,2022",4,2.396290667734524,0.7421407821202264,2.51486087858801,4.0111228473529215
M2_RELOC_BIL_FX_C35,cut_grid,RELOC_BIL_FX,0.35,1.0,BIL_FX,None,2,sealed_2023_plus,1.4558502786591876,3.853698982997633,-0.470999212839629,,"2015,2018,2020,2022",4,2.396290667734524,0.7421407821202264,2.51486087858801,4.0111228473529215
M2_RELOC_BIL_FX_C35,cut_grid,RELOC_BIL_FX,0.35,1.0,BIL_FX,None,2,full,2.51486087858801,2.0479234221304488,1.4908991675227856,,"2015,2018,2020,2022",4,2.396290667734524,0.7421407821202264,2.51486087858801,4.0111228473529215
M2_RELOC_BIL_FX_C40,cut_grid,RELOC_BIL_FX,0.4,1.0,BIL_FX,None,2,heldout_2019_plus,2.684727746477833,3.1817156701231086,1.0938699114162787,2.3697405634549358,"2015,2018,2020,2022",4,2.746461208430162,0.8832147855135197,2.684727746477844,4.370885043699513
M2_RELOC_BIL_FX_C40,cut_grid,RELOC_BIL_FX,0.4,1.0,BIL_FX,None,2,sealed_2023_plus,1.7745268447069584,4.490622766885699,-0.4707845387358911,,"2015,2018,2020,2022",4,2.746461208430162,0.8832147855135197,2.684727746477844,4.370885043699513
M2_RELOC_BIL_FX_C40,cut_grid,RELOC_BIL_FX,0.4,1.0,BIL_FX,None,2,full,2.6847277464778663,2.396336609181171,1.4865594418872807,,"2015,2018,2020,2022",4,2.746461208430162,0.8832147855135197,2.684727746477844,4.370885043699513
M2_RELOC_BIL_FX_C45,cut_grid,RELOC_BIL_FX,0.45,1.0,BIL_FX,None,2,heldout_2019_plus,2.7860974053292464,3.6679396971105227,0.9521275567739851,2.482454084519181,"2015,2018,2020,2022",4,2.997413732236409,1.0141731634905948,2.7860974053292464,4.69540307395524
M2_RELOC_BIL_FX_C45,cut_grid,RELOC_BIL_FX,0.45,1.0,BIL_FX,None,2,sealed_2023_plus,2.1730663392740768,5.074936391685103,-0.3644018565684748,,"2015,2018,2020,2022",4,2.997413732236409,1.0141731634905948,2.7860974053292464,4.69540307395524
M2_RELOC_BIL_FX_C45,cut_grid,RELOC_BIL_FX,0.45,1.0,BIL_FX,None,2,full,2.7860974053292575,2.7732292271471115,1.3994827917557018,,"2015,2018,2020,2022",4,2.997413732236409,1.0141731634905948,2.7860974053292464,4.69540307395524
M2_RELOC_BIL_FX_C50,cut_grid,RELOC_BIL_FX,0.5,1.0,BIL_FX,None,2,heldout_2019_plus,2.942201881471851,4.189986455002881,0.8472086539704105,2.5101298589727534,"2015,2018,2020,2022",4,3.2853705186893567,1.1430116882557906,2.94220188147184,4.977532245446648
M2_RELOC_BIL_FX_C50,cut_grid,RELOC_BIL_FX,0.5,1.0,BIL_FX,None,2,sealed_2023_plus,2.545503350166678,5.746006968434747,-0.32750013405069556,,"2015,2018,2020,2022",4,3.2853705186893567,1.1430116882557906,2.94220188147184,4.977532245446648
M2_RELOC_BIL_FX_C50,cut_grid,RELOC_BIL_FX,0.5,1.0,BIL_FX,None,2,full,2.942201881471862,3.156446802827806,1.363978480057959,,"2015,2018,2020,2022",4,3.2853705186893567,1.1430116882557906,2.94220188147184,4.977532245446648
M2_RELOC_BIL_FX_C55,cut_grid,RELOC_BIL_FX,0.55,1.0,BIL_FX,None,2,heldout_2019_plus,3.4676746686058246,4.669239676029546,1.1330548305910515,2.5141416051960963,"2015,2018,2020,2022",4,3.560257797988009,1.1985801493817894,3.4676746686058246,5.262893580638018
M2_RELOC_BIL_FX_C55,cut_grid,RELOC_BIL_FX,0.55,1.0,BIL_FX,None,2,sealed_2023_plus,2.955533048233927,6.412287923560589,-0.25061091354636744,,"2015,2018,2020,2022",4,3.560257797988009,1.1985801493817894,3.4676746686058246,5.262893580638018
M2_RELOC_BIL_FX_C55,cut_grid,RELOC_BIL_FX,0.55,1.0,BIL_FX,None,2,full,3.4676746686058357,3.530829365707766,1.7022599857519527,,"2015,2018,2020,2022",4,3.560257797988009,1.1985801493817894,3.4676746686058246,5.262893580638018
M2_RELOC_BIL_FX_C60,cut_grid,RELOC_BIL_FX,0.6,1.0,BIL_FX,None,2,heldout_2019_plus,3.924866889610046,5.206088554042165,1.3218226125889632,2.3984505892070906,"2015,2018,2020,2022",4,3.878033023966032,1.1825649848545283,3.924866889610046,5.462148496084273
M2_RELOC_BIL_FX_C60,cut_grid,RELOC_BIL_FX,0.6,1.0,BIL_FX,None,2,sealed_2023_plus,3.3162677912550342,7.109133168170789,-0.23829879283036037,,"2015,2018,2020,2022",4,3.878033023966032,1.1825649848545283,3.924866889610046,5.462148496084273
M2_RELOC_BIL_FX_C60,cut_grid,RELOC_BIL_FX,0.6,1.0,BIL_FX,None,2,full,3.924866889610057,3.95185631199102,1.948938733614547,,"2015,2018,2020,2022",4,3.878033023966032,1.1825649848545283,3.924866889610046,5.462148496084273
M2_RELOC_BIL_FX_C50_K60,kappa_grid,RELOC_BIL_FX,0.5,0.6,BIL_FX,None,2,heldout_2019_plus,2.8112566458163624,4.0768642011772105,0.7728245452277571,2.2842368541014624,"2015,2018,2020,2022",4,3.292112523360402,1.1435260706922357,2.8112566458163624,4.979568448491611
M2_RELOC_BIL_FX_C50_K60,kappa_grid,RELOC_BIL_FX,0.5,0.6,BIL_FX,None,2,sealed_2023_plus,2.2150910941192037,5.717813890862589,-0.6438158513120906,,"2015,2018,2020,2022",4,3.292112523360402,1.1435260706922357,2.8112566458163624,4.979568448491611
M2_RELOC_BIL_FX_C50_K60,kappa_grid,RELOC_BIL_FX,0.5,0.6,BIL_FX,None,2,full,2.8112566458163624,3.044017493035822,1.2892478992984513,,"2015,2018,2020,2022",4,3.292112523360402,1.1435260706922357,2.8112566458163624,4.979568448491611
M2_RELOC_BIL_FX_C50_K80,kappa_grid,RELOC_BIL_FX,0.5,0.8,BIL_FX,None,2,heldout_2019_plus,2.942201881471851,4.189986455002881,0.8472086539704105,2.5101298589727534,"2015,2018,2020,2022",4,3.2853705186893567,1.1430116882557906,2.94220188147184,4.977532245446648
M2_RELOC_BIL_FX_C50_K80,kappa_grid,RELOC_BIL_FX,0.5,0.8,BIL_FX,None,2,sealed_2023_plus,2.545503350166678,5.746006968434747,-0.32750013405069556,,"2015,2018,2020,2022",4,3.2853705186893567,1.1430116882557906,2.94220188147184,4.977532245446648
M2_RELOC_BIL_FX_C50_K80,kappa_grid,RELOC_BIL_FX,0.5,0.8,BIL_FX,None,2,full,2.942201881471862,3.156446802827806,1.363978480057959,,"2015,2018,2020,2022",4,3.2853705186893567,1.1430116882557906,2.94220188147184,4.977532245446648
M2_RELOC_TWD_CASH_CBC_C50,twd_cbc,RELOC_TWD_720B,0.5,1.0,TWD_CASH_CBC,None,2,heldout_2019_plus,2.7186726753545054,4.313509172549579,0.561918089079716,1.095239118935376,"2015,2018,2020,2022",4,2.3135999274033425,1.0596506391195581,2.7186726753545054,3.6351738777345766
M2_RELOC_TWD_CASH_CBC_C50,twd_cbc,RELOC_TWD_720B,0.5,1.0,TWD_CASH_CBC,None,2,sealed_2023_plus,2.2780514584640255,6.284849583989516,-0.8643733335307324,,"2015,2018,2020,2022",4,2.3135999274033425,1.0596506391195581,2.7186726753545054,3.6351738777345766
M2_RELOC_TWD_CASH_CBC_C50,twd_cbc,RELOC_TWD_720B,0.5,1.0,TWD_CASH_CBC,None,2,full,2.7186726753545276,3.251016175024035,1.09316458784251,,"2015,2018,2020,2022",4,2.3135999274033425,1.0596506391195581,2.7186726753545054,3.6351738777345766
M2_RELOC_TWD_CASH_CBC_C75,twd_cbc,RELOC_TWD_720B,0.75,1.0,TWD_CASH_CBC,None,2,heldout_2019_plus,5.008878230162939,6.7737153003564865,1.6220205799846954,0.294175733655877,"2015,2018,2020,2022",4,3.3501474513436102,1.2268527305685173,5.008878230162928,4.276219384741797
M2_RELOC_TWD_CASH_CBC_C75,twd_cbc,RELOC_TWD_720B,0.75,1.0,TWD_CASH_CBC,None,2,sealed_2023_plus,3.9704274653204474,9.664503999536622,-0.8618245344478637,,"2015,2018,2020,2022",4,3.3501474513436102,1.2268527305685173,5.008878230162928,4.276219384741797
M2_RELOC_TWD_CASH_CBC_C75,twd_cbc,RELOC_TWD_720B,0.75,1.0,TWD_CASH_CBC,None,2,full,5.008878230162939,5.181610068355691,2.418073195985093,,"2015,2018,2020,2022",4,3.3501474513436102,1.2268527305685173,5.008878230162928,4.276219384741797
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,1.0,TWD_CASH0,None,2,heldout_2019_plus,2.6868386625232388,4.5615393368697355,0.40606899408837105,0.842255980810902,"2015,2018,2020,2022",4,2.247079857613399,1.0126972296123804,2.6868386625232388,3.527797371913799
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,1.0,TWD_CASH0,None,2,sealed_2023_plus,2.19277611432549,6.606749678191792,-1.1105987247704063,,"2015,2018,2020,2022",4,2.247079857613399,1.0126972296123804,2.6868386625232388,3.527797371913799
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,1.0,TWD_CASH0,None,2,full,2.686838662523261,3.4841058716231332,0.9447857267116944,,"2015,2018,2020,2022",4,2.247079857613399,1.0126972296123804,2.6868386625232388,3.527797371913799
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,1.0,TWD_720B,None,2,heldout_2019_plus,-1.5049553674583382,5.084776105132138,-4.047343420024408,-1.3318407963672119,"2015,2018,2022",3,2.247079857613399,0.6047919430910986,-1.5049553674583382,1.6607083378215592
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,1.0,TWD_720B,None,2,sealed_2023_plus,1.6526737526130209,7.416973963157436,-2.055813228965697,,"2015,2018,2022",3,2.247079857613399,0.6047919430910986,-1.5049553674583382,1.6607083378215592
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,1.0,TWD_720B,None,2,full,-1.5049553674583382,3.842245718446513,-3.426078226681595,,"2015,2018,2022",3,2.247079857613399,0.6047919430910986,-1.5049553674583382,1.6607083378215592
M2_RELOC_BIL_FX_C50_FXPATH,path_fx,RELOC_BIL_FX,0.5,1.0,BIL_FX,path,2,heldout_2019_plus,2.8840437649596318,4.799779253484804,0.48415413821722986,1.954932864557835,"2015,2018,2020,2022",4,3.1621212142447175,1.0158293533634843,2.8840437649596318,4.780287744960232
M2_RELOC_BIL_FX_C50_FXPATH,path_fx,RELOC_BIL_FX,0.5,1.0,BIL_FX,path,2,sealed_2023_plus,2.3976928987656576,6.512529041080484,-0.8585716217745842,,"2015,2018,2020,2022",4,3.1621212142447175,1.0158293533634843,2.8840437649596318,4.780287744960232
M2_RELOC_BIL_FX_C50_FXPATH,path_fx,RELOC_BIL_FX,0.5,1.0,BIL_FX,path,2,full,2.884043764959643,3.7257559571070464,1.0211657864061197,,"2015,2018,2020,2022",4,3.1621212142447175,1.0158293533634843,2.8840437649596318,4.780287744960232
M2_RELOC_BIL_FX_C50_FXH10,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.001,2,heldout_2019_plus,2.9071419023707357,4.565216744850842,0.6245335299453147,2.1710189981213435,"2015,2018,2020,2022",4,3.2087149279711125,1.0644950226574967,2.9071419023707357,4.858718853967082
M2_RELOC_BIL_FX_C50_FXH10,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.001,2,sealed_2023_plus,2.4515847767431764,6.2326956322505955,-0.6647630393821213,,"2015,2018,2020,2022",4,3.2087149279711125,1.0644950226574967,2.9071419023707357,4.858718853967082
M2_RELOC_BIL_FX_C50_FXH10,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.001,2,full,2.9071419023707357,3.5061126300312218,1.1540855873551248,,"2015,2018,2020,2022",4,3.2087149279711125,1.0644950226574967,2.9071419023707357,4.858718853967082
M2_RELOC_BIL_FX_C50_FXH25,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.0025,2,heldout_2019_plus,2.8279929104795487,5.125762854387594,0.2651114832857515,1.6642036484937117,"2015,2018,2020,2022",4,3.093850854980784,0.9468343558032832,2.854577712047235,4.680792486549001
M2_RELOC_BIL_FX_C50_FXH25,path_fx_const,RELOC_BIL_FX,0.5,1.0,BIL_FX,0.0025,2,sealed_2023_plus,2.31088527908061,6.959023414980781,-1.1686264284097803,,"2015,2018,2020,2022",4,3.093850854980784,0.9468343558032832,2.854577712047235,4.680792486549001
