date,R_DD,R_VOL,R_BREADTH,R_FINREL,R_SHOCK,s_t
2012-05-21,0.5843598508848191,0.7980769230769231,0.75,0.0,0.0,0.4264873547923484
2012-05-22,0.5336110824603019,0.819047619047619,0.625,0.0,0.0,0.3955317403015842
2012-05-23,0.6116681646946726,0.8301886792452831,0.75,0.0,0.0,0.43837136878799116
2012-05-24,0.6257029680600779,0.8130841121495327,0.75,0.0,0.0,0.4377574160419221
2012-05-25,0.6584017269070386,0.8148148148148148,0.75,0.0,0.0,0.4446433083443707
2012-05-28,0.6188820290666547,0.8348623853211009,0.75,0.0,0.0,0.4407488828775511
2012-05-29,0.49223112853080286,0.8909090909090909,0.75,0.0,0.0,0.42662804388797876
2012-05-30,0.5416476343436427,0.8468468468468469,0.75,0.0,0.0,0.427698896238098
2012-05-31,0.5172739819549022,0.8482142857142857,0.75,0.0,0.0,0.42309765353383755
2012-06-01,0.6372451510552501,0.8938053097345132,0.75,0.0,0.0,0.45621009215795266
2012-06-04,0.7670517335376548,0.9385964912280702,0.75,0.0,0.0,0.49112964495314504
2012-06-05,0.7021023963536527,0.9652173913043478,0.75,0.0,0.0,0.4834639575316001
2012-06-06,0.6679056095009356,0.9655172413793104,0.75,0.0,0.0,0.47668457017604915
2012-06-07,0.6530726764603317,0.9658119658119658,0.75,0.0,0.0,0.4737769284544595
2012-06-08,0.7025935530768512,0.9661016949152542,0.75,0.0,0.0,0.4837390495984211
2012-06-11,0.6285639559727113,0.9831932773109243,0.625,0.0,0.0,0.44735144665672716
2012-06-12,0.6581254512502394,0.9833333333333333,0.625,0.0,0.0,0.45329175691671447
2012-06-13,0.6478418573582645,0.9338842975206612,0.625,0.0,0.0,0.4413452309757851
2012-06-14,0.6562713346201637,0.9016393442622951,0.625,0.0,0.0,0.43658213577649174
2012-06-15,0.6067074817903645,0.7886178861788617,0.625,0.0,0.0,0.40406507359384525
2012-06-18,0.529552900034872,0.8467741935483871,0.625,0.0,0.0,0.40026541871665183
2012-06-19,0.5346916272513397,0.824,0.625,0.0,0.0,0.39673832545026794
2012-06-20,0.4969339541554313,0.7619047619047619,0.625,0.0,0.0,0.37676774321203865
2012-06-21,0.5310570674996684,0.7637795275590551,0.75,0.0,0.0,0.40896731901174466
2012-06-22,0.5660519840275835,0.765625,0.625,0.0,0.0,0.3913353968055167
2012-06-25,0.6002303525031799,0.7596899224806202,0.75,0.0,0.0,0.42198405499676
2012-06-26,0.6176971134719378,0.6923076923076923,0.75,0.0,0.0,0.412000961155926
2012-06-27,0.590020432119685,0.6641221374045801,0.5,0.0,0.0,0.35082851390485303
2012-06-28,0.598247307233265,0.6590909090909091,0.5,0.0,0.0,0.3514676432648348
2012-06-29,0.5204787795737742,0.6240601503759399,0.5,0.0,0.0,0.3289077859899428
2012-07-02,0.49046910378632735,0.12686567164179105,0.5,0.0,0.0,0.2234669550856237
2012-07-03,0.4455282636136365,0.08888888888888889,0.5,0.0,0.0,0.2068834305005051
2012-07-04,0.44293127243972275,0.051470588235294115,0.5,0.0,0.0,0.19888037213500337
2012-07-05,0.46430272935791106,0.10948905109489052,0.5,0.0,0.0,0.2147583560905603
2012-07-06,0.4760843512556423,0.028985507246376812,0.25,0.0,0.0,0.15101397170040382
2012-07-09,0.5120799996070746,0.007194244604316547,0.375,0.0,0.0,0.17885484884227823
2012-07-10,0.5480633690404269,0.014285714285714285,0.375,0.0,0.0,0.18746981666522822
2012-07-11,0.5440358839101972,0.014184397163120567,0.375,0.0,0.0,0.18664405621466357
2012-07-12,0.6219947347999272,0.16901408450704225,0.375,0.0,0.0,0.2332017638613939
2012-07-13,0.6383625326005271,0.06993006993006994,0.375,0.0,0.0,0.21665852050611942
2012-07-16,0.6470989828144263,0.006944444444444444,0.375,0.0,0.0,0.20580868545177414
2012-07-17,0.6244075422026413,0.013793103448275862,0.375,0.0,0.0,0.20264012913018342
2012-07-18,0.6722646254193249,0.0136986301369863,0.5,0.0,0.0,0.23719265111126223
2012-07-19,0.6111647290533939,0.07482993197278912,0.5,0.0,0.0,0.23719893220523663
2012-07-20,0.6012740605399775,0.060810810810810814,0.375,0.0,0.0,0.20741697427015765
2012-07-23,0.684740006188575,0.2348993288590604,0.5,0.0,0.0,0.2839278670095271
2012-07-24,0.6972522237120643,0.22666666666666666,0.375,0.0,0.0,0.2597837780757462
2012-07-25,0.7151917230269006,0.18543046357615894,0.5,0.0,0.0,0.2801244373206119
2012-07-26,0.720373426456648,0.18421052631578946,0.5,0.0,0.0,0.2809167905544875
2012-07-27,0.625948546421678,0.3790849673202614,0.375,0.0,0.0,0.27600670274838784
2012-07-30,0.6048349467831687,0.36363636363636365,0.25,0.0,0.0,0.2436942620839065
2012-07-31,0.5363124444378958,0.45161290322580644,0.25,0.0,0.0,0.24758506953274045
2012-08-01,0.537865727575012,0.44871794871794873,0.25,0.0,0.0,0.24731673525859216
2012-08-03,0.5688392984317364,0.47770700636942676,0.375,0.0,0.0,0.2843092609602326
2012-08-06,0.5265875413185594,0.5316455696202531,0.375,0.0,0.0,0.2866466221877625
2012-08-07,0.5209822152150528,0.5094339622641509,0.375,0.0,0.0,0.28108323549584074
2012-08-08,0.5060387719117293,0.4625,0.375,0.0,0.0,0.26870775438234584
2012-08-09,0.43611033344629957,0.6024844720496895,0.25,0.0,0.0,0.2577189610991978
2012-08-10,0.43155485483863054,0.35802469135802467,0.375,0.14064266511535983,0.0,0.26104444226240303
2012-08-13,0.43451407409590304,0.294478527607362,0.375,0.21197308312495025,0.0,0.26319313696564306
2012-08-14,0.4081450975191675,0.2926829268292683,0.375,0.4243739262242156,0.0,0.30004039011453026
2012-08-15,0.4152116148741902,0.296969696969697,0.5,0.6479304124878937,0.0,0.3720223448663562
2012-08-16,0.4014162504113439,0.14457831325301204,0.5,0.6825922753946265,0.0,0.3457173678117965
2012-08-17,0.41510110461147054,0.07784431137724551,0.5,0.7117800465529762,0.0,0.3409450925083385
2012-08-20,0.43720929661445695,0.09523809523809523,0.5,0.7195805283669721,0.0,0.3504055840439048
2012-08-21,0.391224748404968,0.005917159763313609,0.5,0.6139502255042016,0.0,0.30221842673449667
2012-08-22,0.3975054150028734,0.0058823529411764705,0.5,0.5730749502018958,0.0,0.2952925436291891
2012-08-23,0.39223161968752585,0.005847953216374269,0.5,0.5634492388007286,0.0,0.29230576234092576
2012-08-24,0.40920108447404513,0.011627906976744186,0.375,0.587353897031407,0.0,0.2766365776964393
2012-08-27,0.4149169208402709,0.005780346820809248,0.375,0.6073777678996528,0.0,0.2806150071121466
2012-08-28,0.48016709151723236,0.011494252873563218,0.5,0.5178038657056092,0.0,0.30189304201928097
2012-08-29,0.4622337316614361,0.011428571428571429,0.375,0.5097816918755921,0.0,0.27168879899311993
2012-08-30,0.4743346054292469,0.017045454545454544,0.375,0.6124524752959578,0.0,0.2957665070541318
2012-08-31,0.45860531136880434,0.011299435028248588,0.5,0.6029327774270733,0.0,0.3145675047648252
2012-09-03,0.4257776238820049,0.0056179775280898875,0.375,0.6732058285362895,0.0,0.2959202859892769
2012-09-04,0.4252741882407257,0.0111731843575419,0.375,0.7252959091085038,0.0,0.3073486563413543
2012-09-05,0.47679038904524074,0.03888888888888889,0.625,0.7198691397381615,0.0,0.3721096835344582
2012-09-06,0.5017902662560597,0.0055248618784530384,0.625,0.6289800956324884,0.0,0.3522590447534002
2012-09-07,0.44150691794244634,0.04395604395604396,0.375,0.649382637682611,0.0,0.3019691199162202
2012-09-10,0.40600242631421257,0.0546448087431694,0.375,0.6790754264851192,0.0,0.3029445323085002
2012-09-11,0.40453509560365586,0.04891304347826087,0.375,0.7463935429033595,0.0,0.31496833639705524
2012-09-12,0.35215323107450347,0.06486486486486487,0.25,0.7451046775545194,0.0,0.28242455469877753
2012-09-13,0.34702678277611587,0.06451612903225806,0.25,0.6676342154396843,0.0,0.2658354254496117
2012-09-14,0.24925589756435385,0.13368983957219252,0.125,0.5755234408979196,0.0,0.21669383560689318
2012-09-17,0.23441682506470995,0.11702127659574468,0.125,0.6231106026303237,0.0,0.21990974085815568
2012-09-18,0.2515827525405079,0.1111111111111111,0.125,0.6497840371546161,0.0,0.227495580161247
2012-09-19,0.22232823021497927,0.12105263157894737,0.125,0.7006335625361311,0.0,0.23380288486601156
2012-09-20,0.2557023295563382,0.1518324607329843,0.125,0.6838824355490956,0.0,0.2432834451676836
2012-09-21,0.23910123231221825,0.13541666666666666,0.125,0.6259670796656237,0.0,0.22509699572890174
2012-09-24,0.2306840339683991,0.12953367875647667,0.125,0.653033456612177,0.0,0.22765023386741054
2012-09-25,0.2516625655080279,0.08247422680412371,0.125,0.5908567041783906,0.0,0.20999869929810844
2012-09-26,0.2912620763159318,0.10256410256410256,0.125,0.5650071426651584,0.0,0.21676666430903854
2012-09-27,0.28256246285627284,0.10204081632653061,0.125,0.571008500132033,0.0,0.2161223558629673
2012-09-28,0.26330911930687984,0.1065989847715736,0.125,0.6229888158938478,0.0,0.22357938399446026
2012-10-01,0.28752314576058036,0.1111111111111111,0.125,0.636904451989402,0.0,0.23210774177221868
2012-10-02,0.2611480297248048,0.12060301507537688,0.125,0.579578757300383,0.0,0.21726596042011295
2012-10-03,0.28205288775595416,0.08,0.125,0.6092178618755621,0.0,0.21925414992630327
2012-10-04,0.28345882387611043,0.07462686567164178,0.125,0.5261090895287338,0.0,0.20183895581529718
2012-10-05,0.278356933413883,0.054455445544554455,0.125,0.4464758324798954,0.0,0.18085764228766657
2012-10-08,0.32425552919681133,0.06403940886699508,0.125,0.4367902682186766,0.0,0.1900170412564966
2012-10-09,0.3389165573842956,0.0784313725490196,0.125,0.3795913459645816,0.0,0.18438785517957937
2012-10-11,0.4250470282562463,0.14146341463414633,0.375,0.30285343368197903,0.0,0.24887277531447433
2012-10-12,0.4340597541269442,0.1407766990291262,0.375,0.3320710335472675,0.0,0.2563814973406676
2012-10-15,0.44519673282547745,0.00966183574879227,0.5,0.35647221964429,0.0,0.2622661576437119
2012-10-16,0.41319787230907457,0.028846153846153848,0.375,0.3520500271169647,0.0,0.23381881065443863
2012-10-17,0.4172621941935456,0.028708133971291867,0.375,0.37212840647963863,0.0,0.23861974692889523
2012-10-18,0.4166421088305067,0.009523809523809525,0.375,0.3178495198935486,0.0,0.22380308764957296
2012-10-19,0.4514221442920219,0.014218009478672985,0.625,0.2986976825680701,0.0,0.27786756726775297
2012-10-22,0.47335229198284867,0.009433962264150943,0.625,0.27960739957674813,0.0,0.27747873076474955
2012-10-23,0.49518420832903587,0.009389671361502348,0.625,0.22715810977651718,0.0,0.2713463978934111
2012-10-24,0.5090593857594017,0.009345794392523364,0.75,0.28002573695475036,0.0,0.309686183421335
2012-10-25,0.5414757294905231,0.004651162790697674,0.75,0.14342846762181827,0.0,0.28791107198060784
2012-10-26,0.6200730841204116,0.0787037037037037,0.75,0.24417500363952552,0.0,0.3385903582927282
2012-10-29,0.6460982509909086,0.06912442396313365,0.875,0.1996583592107256,0.0,0.35797620683295356
2012-10-30,0.5902782893993641,0.13761467889908258,0.75,0.31806851197939706,0.0,0.3591922960555688
2012-10-31,0.6004329546514997,0.1095890410958904,0.75,0.4389171597992994,0.0,0.3797878311093379
2012-11-01,0.59208942981616,0.1318181818181818,0.875,0.5811832414589633,0.0,0.43601817061866105
2012-11-02,0.573161477595886,0.14479638009049775,0.75,0.15165076381426318,0.0,0.32392172430012944
2012-11-05,0.5885776592452885,0.14414414414414414,0.75,0.3175560063272568,0.0,0.3600555619433378
2012-11-06,0.5570699554520853,0.16591928251121077,0.75,0.5371611316968528,0.0,0.40203007393202983
2012-11-07,0.5260656873001607,0.1875,0.75,0.35187008401186215,0.0,0.3630871542624046
2012-11-08,0.5534169773232939,0.10222222222222223,0.75,0.7639202565928365,0.0,0.4339118912276705
2012-11-09,0.5223574540400094,0.11061946902654868,0.875,0.8868144114318528,0.0,0.4789582668996822
2012-11-12,0.5379946562148513,0.11894273127753303,0.875,0.887603601121356,0.0,0.4839081977227481
2012-11-13,0.618851331771455,0.20175438596491227,0.875,0.6587906899524087,0.0,0.4708792815377552
2012-11-14,0.6043008138466904,0.22270742358078602,0.625,0.6240447115948777,0.0,0.41521058980447084
2012-11-15,0.6140686931793066,0.21304347826086956,0.625,0.8126319403623049,0.0,0.45294882236049616
2012-11-16,0.622522728277366,0.19480519480519481,0.75,0.7422826836611626,0.0,0.46192212134874466
2012-11-19,0.6231550925584844,0.1939655172413793,0.75,0.4710653628864854,0.0,0.4076371945372698
2012-11-20,0.6128837775845891,0.19742489270386265,0.625,0.0,0.0,0.28706173405769037
2012-11-21,0.6480505989656238,0.23931623931623933,0.75,0.1555603484106438,0.0,0.3585854373385014
2012-11-22,0.6374477532035694,0.22127659574468084,0.75,0.0,0.0,0.32174486978965006
2012-11-23,0.5022261678478984,0.4957627118644068,0.75,0.0,0.0,0.349597775942461
2012-11-26,0.45227552909858026,0.540084388185654,0.5,0.0,0.0,0.2984719834568469
2012-11-27,0.438259144110294,0.4327731092436975,0.5,0.0,0.0,0.2742064506707983
2012-11-28,0.4353551799843808,0.42677824267782427,0.25,0.0,0.0,0.22242668453244102
2012-11-29,0.3932262120520036,0.48333333333333334,0.25,0.0,0.0,0.22531190907706738
2012-11-30,0.3461856768876381,0.5103734439834025,0.125,0.0,0.0,0.19631182417420812
2012-12-03,0.3340663847427078,0.48760330578512395,0.125,0.0,0.0,0.18933393810556637
2012-12-04,0.33340946262542914,0.48148148148148145,0.125,0.25464173655509414,0.0,0.23890653613240093
2012-12-05,0.3038970830202209,0.47950819672131145,0.125,0.0,0.0,0.18168105594830647
2012-12-06,0.3197307478843425,0.42448979591836733,0.125,0.0,0.0,0.17384410876054196
2012-12-07,0.30806577570837046,0.4065040650406504,0.125,0.0,0.0,0.16791396814980417
2012-12-10,0.3281786435233619,0.42105263157894735,0.125,0.27903888637837354,0.0,0.23065403229613657
2012-12-11,0.3256062101856083,0.25,0.25,0.25693661536603274,0.0,0.21650856511032818
2012-12-12,0.27863934852972283,0.26907630522088355,0.125,0.0,0.0,0.13454313075012128
2012-12-13,0.23756636755222216,0.26,0.125,0.32519573857789474,0.0,0.1895524212260234
2012-12-14,0.27337169267341477,0.3147410358565737,0.125,0.0,0.0,0.1426225457059977
2012-12-17,0.3148069017342747,0.3373015873015873,0.125,0.0,0.0,0.1554216978071724
2012-12-18,0.30715713577045334,0.3412698412698413,0.125,0.0,0.0,0.15468539540805892
2012-12-19,0.28644874042858315,0.31746031746031744,0.125,0.0,0.0,0.1457818115777801
2012-12-20,0.33679844401550085,0.376984126984127,0.25,0.0,0.0,0.19275651419992557
2012-12-21,0.38316977814450814,0.0992063492063492,0.75,0.0,0.0,0.24647522547017148
2012-12-22,0.37076193142469793,0.07539682539682539,0.625,0.0,0.0,0.21423175136430467
2012-12-24,0.3735983615011712,0.07539682539682539,0.5,0.0,0.0,0.18979903737959933
2012-12-25,0.31155912790212237,0.13095238095238096,0.25,0.0,0.0,0.13850230177090067
2012-12-26,0.31302031915363904,0.10714285714285714,0.375,0.34679080495057335,0.0,0.22839079624941389
2012-12-27,0.30429000839877984,0.07142857142857142,0.125,0.3893913779058503,0.0,0.1780219915466403
2012-12-28,0.272923512163496,0.09126984126984126,0.0,0.42179636015555394,0.0,0.15719794271777823
2013-01-02,0.2239797446967351,0.12301587301587301,0.0,0.3706801163874658,0.0,0.14353514682001478
2013-01-03,0.18860418170834115,0.1388888888888889,0.125,0.6213009798309214,0.0,0.21475881008563028
2013-01-04,0.20754441284669523,0.14285714285714285,0.125,1.0,0.0,0.2950803111407676
2013-01-07,0.23879425936021936,0.18253968253968253,0.125,0.882708662522428,0.0,0.28580852088446596
2013-01-08,0.25931847093088933,0.1865079365079365,0.125,0.480382750558207,0.0,0.21024183159940657
2013-01-09,0.24889366948099456,0.19047619047619047,0.25,0.7257351354900833,0.0,0.28302099908945366
2013-01-10,0.2040756184891035,0.1746031746031746,0.0,0.20508700804673866,0.0,0.11675316022780335
2013-01-11,0.19946488475007518,0.12301587301587301,0.125,0.21888045859073313,0.0,0.13327224327133627
2013-01-14,0.19650566549280213,0.10317460317460317,0.0,0.2559101553905177,0.0,0.11111808481158461
2013-01-15,0.23269777653351364,0.09126984126984126,0.125,0.0,0.0,0.08979352356067098
2013-01-16,0.2723525424727774,0.13095238095238096,0.25,0.0,0.0,0.13066098468503168
2013-01-17,0.32379506976881245,0.21825396825396826,0.25,0.0,0.0,0.15840980760455614
2013-01-18,0.25243613734706627,0.25396825396825395,0.125,0.05535763878818252,0.0,0.13735240602070056
2013-01-21,0.2573170072838543,0.20238095238095238,0.0,0.12581590265953135,0.0,0.11710277246486762
2013-01-22,0.2363323362851849,0.21825396825396826,0.0,0.037053984583683676,0.0,0.09832805782456737
2013-01-23,0.24549240917284276,0.2222222222222222,0.0,0.0,0.0,0.09354292627901299
2013-01-24,0.275078462286531,0.13095238095238096,0.0,0.08731835656540009,0.0,0.0986698399608624
2013-01-25,0.28945093589913595,0.1388888888888889,0.125,0.014954240910397897,0.0,0.11365881313968454
2013-01-28,0.2636099527998387,0.16666666666666666,0.125,0.0,0.0,0.11105532389330106
2013-01-29,0.20999405700364904,0.25,0.0,0.0,0.0,0.09199881140072981
2013-01-30,0.19097401289777605,0.15873015873015872,0.0,0.05665258762606243,0.0,0.08127135185079944
2013-01-31,0.18051237469364045,0.12301587301587301,0.125,0.0,0.0,0.0857056495419027
2013-02-01,0.1768593965648496,0.11904761904761904,0.125,0.0,0.0,0.08418140312249374
2013-02-04,0.13560837127519043,0.12698412698412698,0.0,0.0,0.0,0.05251849965186348
2013-02-05,0.1578454919180161,0.13095238095238096,0.125,0.0,0.0,0.08275957457407941
2013-02-06,0.1457446181502059,0.1349206349206349,0.125,0.0,0.0,0.08113305061416816
2013-02-18,0.12310229321074062,0.09126984126984126,0.375,0.0,0.0,0.11787442689611638
2013-02-19,0.11245033177636643,0.09523809523809523,0.375,0.0,0.0,0.11653768540289233
2013-02-20,0.07056694220558823,0.14285714285714285,0.375,0.0,0.0,0.11768481701254623
2013-02-21,0.1145500267680416,0.16666666666666666,0.375,0.0,0.0,0.13124333868694166
2013-02-22,0.12052985987298648,0.09126984126984126,0.25,0.0,0.0,0.09235994022856556
2013-02-23,0.09648159881336493,0.023809523809523808,0.25,0.0,0.0,0.07405822452457775
2013-02-25,0.12055441770914666,0.003968253968253968,0.25,0.0,0.0,0.07490453433548012
2013-02-26,0.16155372517816735,0.011904761904761904,0.375,0.0,0.0,0.10969169741658584
2013-02-27,0.1510675291378727,0.007936507936507936,0.375,0.0,0.0,0.10680080741487612
2013-03-01,0.11014803463637202,0.03571428571428571,0.375,0.0,0.0,0.10417246407013155
2013-03-04,0.16987883163638695,0.08333333333333333,0.375,0.0,0.0,0.12564243299394406
