book,mode,alpha,gate,window,cagr,max_drawdown,vol,utility,n_days,mean_e45_exposure,frac_days_lt_1,exact_t1,live_wire
GATE_09_A25,GATE,0.25,0.9,validation_2019_2022,0.11770868683140923,-0.22376358413888986,0.13140267281763213,0.005826894761964296,977,0.9872329758479103,0.2533999444907022,True,False
GATE_09_A25,GATE,0.25,0.9,sealed_2023_plus,0.2288527669649867,-0.12163308331223599,0.15650342025680886,0.1680362253088687,879,0.9872329758479103,0.2533999444907022,True,False
GATE_09_A25,GATE,0.25,0.9,heldout_2019_plus,0.17006391898539297,-0.22376358413888986,0.1438116180547244,0.05818212691594804,1856,0.9872329758479103,0.2533999444907022,True,False
GATE_09_A50,GATE,0.5,0.9,full,0.1286306002739004,-0.22308102257204032,0.12627841591087252,0.017090088987880225,3351,0.9744659516958204,0.2533999444907022,True,False
GATE_09_A50,GATE,0.5,0.9,oof_2011_2018,0.08904207229746341,-0.1699975602821584,0.10498277953823057,0.004043292156384215,1495,0.9744659516958204,0.2533999444907022,True,False
GATE_09_A50,GATE,0.5,0.9,validation_2019_2022,0.11415178359713773,-0.22308102257204043,0.1285580667241834,0.0026112723111175185,977,0.9744659516958204,0.2533999444907022,True,False
GATE_09_A50,GATE,0.5,0.9,sealed_2023_plus,0.22133830074533178,-0.12029129570333474,0.15360973146451917,0.1611926528936644,879,0.9744659516958204,0.2533999444907022,True,False
GATE_09_A50,GATE,0.5,0.9,heldout_2019_plus,0.16469297718788423,-0.22308102257204043,0.14095245910511484,0.05315246590186401,1856,0.9744659516958204,0.2533999444907022,True,False
GATE_09_A100,GATE,1.0,0.9,full,0.12113414747394224,-0.22234872881640522,0.12181183032252069,0.009959783065739636,3351,0.9489319033916408,0.2533999444907022,True,False
GATE_09_A100,GATE,1.0,0.9,oof_2011_2018,0.08903881334764496,-0.1655857565844301,0.10380972235885558,0.006245935055429919,1495,0.9489319033916408,0.2533999444907022,True,False
GATE_09_A100,GATE,1.0,0.9,validation_2019_2022,0.10485700989014735,-0.22234872881640533,0.12335708122531268,-0.006317354518055318,977,0.9489319033916408,0.2533999444907022,True,False
GATE_09_A100,GATE,1.0,0.9,sealed_2023_plus,0.20196833478455112,-0.11252175392904262,0.14576859196131056,0.1457074578200298,879,0.9489319033916408,0.2533999444907022,True,False
GATE_09_A100,GATE,1.0,0.9,heldout_2019_plus,0.1507680581423867,-0.22234872881640533,0.13441017729696328,0.03959369373418403,1856,0.9489319033916408,0.2533999444907022,True,False
GATE_085_A25,GATE,0.25,0.85,full,0.1317319414949698,-0.22484046913785216,0.12941853628687908,0.019311706926043726,3351,0.9904151971142875,0.14571190674437967,True,False
GATE_085_A25,GATE,0.25,0.85,oof_2011_2018,0.08879132879828266,-0.17458767265314268,0.10650463384450634,0.0014974924717113258,1495,0.9904151971142875,0.14571190674437967,True,False
GATE_085_A25,GATE,0.25,0.85,validation_2019_2022,0.11754543939685158,-0.22484046913785205,0.1324040684133608,0.005125204827925556,977,0.9904151971142875,0.14571190674437967,True,False
GATE_085_A25,GATE,0.25,0.85,sealed_2023_plus,0.23039237855111416,-0.12451000214871877,0.15809465387817886,0.16813737747675478,879,0.9904151971142875,0.14571190674437967,True,False
GATE_085_A25,GATE,0.25,0.85,heldout_2019_plus,0.1706749327519066,-0.22484046913785205,0.14511334475548954,0.05825469818298057,1856,0.9904151971142875,0.14571190674437967,True,False
GATE_085_A50,GATE,0.5,0.85,full,0.12892347042530194,-0.2243997827021118,0.1278857387518493,0.016723579074246042,3351,0.9808303942285749,0.14571190674437967,True,False
GATE_085_A50,GATE,0.5,0.85,oof_2011_2018,0.08840998877923978,-0.1752232611397595,0.10620797096601994,0.0007983582093600283,1495,0.9808303942285749,0.14571190674437967,True,False
GATE_085_A50,GATE,0.5,0.85,validation_2019_2022,0.11373369068841233,-0.2243997827021118,0.1301644063798924,0.001533799337356423,977,0.9808303942285749,0.14571190674437967,True,False
GATE_085_A50,GATE,0.5,0.85,sealed_2023_plus,0.2241928985296977,-0.12365456325234536,0.15573209131989954,0.16236561690352502,879,0.9808303942285749,0.14571190674437967,True,False
GATE_085_A50,GATE,0.5,0.85,heldout_2019_plus,0.16576393695200387,-0.2243997827021118,0.14281946321052363,0.05356404560094796,1856,0.9808303942285749,0.14571190674437967,True,False
GATE_085_A100,GATE,1.0,0.85,full,0.12182206570461052,-0.22316200273815423,0.12392560857759354,0.0102410643355334,3351,0.9616607884571498,0.14571190674437967,True,False
GATE_085_A100,GATE,1.0,0.85,oof_2011_2018,0.08856218639023661,-0.17659147835423716,0.10554404219962543,0.0002664472131180262,1495,0.9616607884571498,0.14571190674437967,True,False
GATE_085_A100,GATE,1.0,0.85,validation_2019_2022,0.10406558448034553,-0.22316200273815412,0.12593367238357028,-0.00751541688873153,977,0.9616607884571498,0.14571190674437967,True,False
GATE_085_A100,GATE,1.0,0.85,sealed_2023_plus,0.206599776364496,-0.11331219152794081,0.14798140435928217,0.1499436806005256,879,0.9616607884571498,0.14571190674437967,True,False
GATE_085_A100,GATE,1.0,0.85,heldout_2019_plus,0.15243113989228152,-0.22316200273815412,0.1367924396997239,0.04085013852320446,1856,0.9616607884571498,0.14571190674437967,True,False
GATE_08_A25,GATE,0.25,0.8,full,0.13290357606328596,-0.22566581047944434,0.13037513822313643,0.020070670823563785,3351,0.9934002427969373,0.0791007493755204,True,False
GATE_08_A25,GATE,0.25,0.8,oof_2011_2018,0.08843828976335422,-0.1743596328710343,0.1066684733702478,0.001258473327837073,1495,0.9934002427969373,0.0791007493755204,True,False
GATE_08_A25,GATE,0.25,0.8,validation_2019_2022,0.11822675848014086,-0.22566581047944445,0.13336368563503048,0.0053938532404186335,977,0.9934002427969373,0.0791007493755204,True,False
GATE_08_A25,GATE,0.25,0.8,sealed_2023_plus,0.23501538578573422,-0.1276704428801151,0.1599934060133948,0.17118016434567668,879,0.9934002427969373,0.0791007493755204,True,False
GATE_08_A25,GATE,0.25,0.8,heldout_2019_plus,0.17315071533249893,-0.22566581047944445,0.14655570570338436,0.0603178100927767,1856,0.9934002427969373,0.0791007493755204,True,False
GATE_08_A50,GATE,0.5,0.8,full,0.13039380885506535,-0.2252567266593145,0.12914384939440018,0.017765445525408097,3351,0.9868004855938746,0.0791007493755204,True,False
GATE_08_A50,GATE,0.5,0.8,oof_2011_2018,0.08837235394716014,-0.17458418360760775,0.10656801312515815,0.0010802621433562698,1495,0.9868004855938746,0.0791007493755204,True,False
GATE_08_A50,GATE,0.5,0.8,validation_2019_2022,0.1146468362289077,-0.2252567266593144,0.13175313023547644,0.0020184728992505008,977,0.9868004855938746,0.0791007493755204,True,False
GATE_08_A50,GATE,0.5,0.8,sealed_2023_plus,0.22913376004929353,-0.12589503324309614,0.15777245322243003,0.16618624342774546,879,0.9868004855938746,0.0791007493755204,True,False
GATE_08_A50,GATE,0.5,0.8,heldout_2019_plus,0.16852007942411307,-0.2252567266593144,0.1446366519422165,0.05589171609445587,1856,0.9868004855938746,0.0791007493755204,True,False
GATE_08_A100,GATE,1.0,0.8,full,0.12350622381125564,-0.22429793914034635,0.12556834905189138,0.01135725424108247,3351,0.973600971187749,0.0791007493755204,True,False
GATE_08_A100,GATE,1.0,0.8,oof_2011_2018,0.08847670039331113,-0.17453621444597933,0.10627904458205094,0.0012085931703214592,1495,0.973600971187749,0.0791007493755204,True,False
GATE_08_A100,GATE,1.0,0.8,validation_2019_2022,0.10477781003416031,-0.22429793914034646,0.1284800750058141,-0.007371159536012917,977,0.973600971187749,0.0791007493755204,True,False
GATE_08_A100,GATE,1.0,0.8,sealed_2023_plus,0.21274092021732938,-0.11345179785230697,0.14992105670641845,0.1560150212911759,879,0.973600971187749,0.0791007493755204,True,False
GATE_08_A100,GATE,1.0,0.8,heldout_2019_plus,0.15560923304529317,-0.22429793914034646,0.13902207232396832,0.04346026347511994,1856,0.973600971187749,0.0791007493755204,True,False
E1BIN_A25,E1BIN,0.25,,full,0.13707485123732743,-0.2263873534222821,0.13265453582291678,0.023881174526186377,3351,0.9985392542788549,0.011934499028587288,True,False
E1BIN_A25,E1BIN,0.25,,oof_2011_2018,0.08846337485294886,-0.17413755783374418,0.10679475834335891,0.0013945959360767701,1495,0.9985392542788549,0.011934499028587288,True,False
E1BIN_A25,E1BIN,0.25,,validation_2019_2022,0.12177560576256852,-0.2263873534222821,0.13503260821758098,0.008581929051427462,977,0.9985392542788549,0.011934499028587288,True,False
E1BIN_A25,E1BIN,0.25,,sealed_2023_plus,0.24798964746673224,-0.1402787603430974,0.1653343432091477,0.17785026729518355,879,0.9985392542788549,0.011934499028587288,True,False
E1BIN_A25,E1BIN,0.25,,heldout_2019_plus,0.18093928740575693,-0.2263873534222821,0.15012573584022165,0.06774561069461588,1856,0.9985392542788549,0.011934499028587288,True,False
E1BIN_A50,E1BIN,0.5,,full,0.13603106518039287,-0.2263873534222821,0.13200081400223126,0.022837388469251818,3351,0.9970785085577096,0.011934499028587288,True,False
E1BIN_A50,E1BIN,0.5,,oof_2011_2018,0.08846337485294886,-0.17413755783374418,0.10679475834335891,0.0013945959360767701,1495,0.9970785085577096,0.011934499028587288,True,False
E1BIN_A50,E1BIN,0.5,,validation_2019_2022,0.12059787849476367,-0.2263873534222821,0.13435317553868392,0.00740420178362261,977,0.9970785085577096,0.011934499028587288,True,False
E1BIN_A50,E1BIN,0.5,,sealed_2023_plus,0.24504581118309243,-0.1365222717943978,0.16395050806105244,0.17678467528589353,879,0.9970785085577096,0.011934499028587288,True,False
E1BIN_A50,E1BIN,0.5,,heldout_2019_plus,0.17898229016160427,-0.2263873534222821,0.14908316967632315,0.06578861345046322,1856,0.9970785085577096,0.011934499028587288,True,False
E1BIN_A100,E1BIN,1.0,,full,0.13215672338994278,-0.2263873534222821,0.1294228224264227,0.01896304667880172,3351,0.9941570171154193,0.011934499028587288,True,False
E1BIN_A100,E1BIN,1.0,,oof_2011_2018,0.08846337485294886,-0.17413755783374418,0.10679475834335891,0.0013945959360767701,1495,0.9941570171154193,0.011934499028587288,True,False
E1BIN_A100,E1BIN,1.0,,validation_2019_2022,0.11658018134526249,-0.2263873534222821,0.13264130533451726,0.0033865046341214344,977,0.9941570171154193,0.011934499028587288,True,False
E1BIN_A100,E1BIN,1.0,,sealed_2023_plus,0.23381118376470478,-0.11968634748470763,0.15754687177155308,0.17396801002235096,879,0.9941570171154193,0.011934499028587288,True,False
E1BIN_A100,E1BIN,1.0,,heldout_2019_plus,0.17173094607055206,-0.2263873534222821,0.1449497961277873,0.058537269359411004,1856,0.9941570171154193,0.011934499028587288,True,False
