date,nav_base_e16_e18_e22_v2s,nav_const_a05,nav_const_a25,nav_const_a100_full,nav_gate_09_a25,nav_gate_09_a50,nav_gate_09_a100,nav_gate_085_a25,nav_gate_085_a50,nav_gate_085_a100,nav_gate_08_a25,nav_gate_08_a50,nav_gate_08_a100,nav_e1bin_a25,nav_e1bin_a50,nav_e1bin_a100
2013-09-13,3259975.2194696544,3258771.496845594,3252544.0697053825,3231935.892871602,3257310.930648058,3254802.2664846317,3244253.4373953985,3259975.2194696544,3259975.2194696544,3259975.2194696544,3259975.2194696544,3259975.2194696544,3259975.2194696544,3259975.2194696544,3259975.2194696544,3259975.2194696544
2013-09-14,3246898.9194696546,3245586.596845594,3239835.1697053825,3220158.692871602,3244376.6306480584,3241860.8164846315,3231370.6873953985,3246898.9194696546,3246898.9194696546,3246898.9194696546,3246898.9194696546,3246898.9194696546,3246898.9194696546,3246898.9194696546,3246898.9194696546,3246898.9194696546
2013-09-16,3287232.4194696546,3285989.596845594,3278281.7697053826,3255764.592871602,3283913.3306480586,3281374.5164846317,3270727.387395398,3287232.4194696546,3287232.4194696546,3287232.4194696546,3287232.4194696546,3287232.4194696546,3287232.4194696546,3287232.4194696546,3287232.4194696546,3287232.4194696546
2013-09-17,3294053.5194696547,3292436.096845594,3284900.8197053825,3261896.642871602,3290794.0306480583,3288171.4164846316,3277569.7873953986,3294053.5194696547,3294053.5194696547,3294053.5194696547,3294053.5194696547,3294053.5194696547,3294053.5194696547,3294053.5194696547,3294053.5194696547,3294053.5194696547
2013-09-18,3281615.0194696547,3279985.496845594,3272720.719705383,3250564.542871602,3278332.2306480585,3275688.866484632,3265145.0373953986,3281615.0194696547,3281615.0194696547,3281615.0194696547,3281615.0194696547,3281615.0194696547,3281615.0194696547,3281615.0194696547,3281615.0194696547,3281615.0194696547
2013-09-23,3331440.5194696547,3329789.746845594,3321164.6697053825,3295544.742871602,3327620.6306480584,3324877.316484632,3314212.4873953983,3331440.5194696547,3331440.5194696547,3331440.5194696547,3331440.5194696547,3331440.5194696547,3331440.5194696547,3331440.5194696547,3331440.5194696547,3331440.5194696547
2013-09-24,3330569.2194696544,3329315.046845594,3319984.9197053825,3294502.692871602,3326348.5306480583,3323667.116484632,3312939.0873953984,3330569.2194696544,3330569.2194696544,3330569.2194696544,3330569.2194696544,3330569.2194696544,3330569.2194696544,3330569.2194696544,3330569.2194696544,3330569.2194696544
2013-09-25,3333537.892612597,3332421.648884321,3323479.5178942196,3297870.2915296527,3329530.397487153,3326848.690553316,3316106.9545380585,3333537.892612597,3333537.892612597,3333537.892612597,3333537.892612597,3333537.892612597,3333537.892612597,3333537.892612597,3333537.892612597,3333537.892612597
2013-09-26,3278728.1426125965,3278295.248884321,3271102.5178942196,3249089.741529653,3275431.997487153,3272859.340553316,3262248.7545380583,3278728.1426125965,3278728.1426125965,3278728.1426125965,3278728.1426125965,3278728.1426125965,3278728.1426125965,3278728.1426125965,3278728.1426125965,3278728.1426125965
2013-09-27,3308798.149498107,3308087.148884321,3298732.3178942194,3274713.8915296523,3304495.9543726635,3301881.0474388264,3291173.945465965,3308798.149498107,3308798.149498107,3308798.149498107,3308798.149498107,3308798.149498107,3308798.149498107,3308798.149498107,3308798.149498107,3308798.149498107
2013-09-30,3270343.6994981067,3269404.5988843213,3261659.6178942192,3240148.3915296523,3266577.1543726632,3263918.3474388267,3253411.145465965,3270343.6994981067,3270343.6994981067,3270343.6994981067,3270343.6994981067,3270343.6994981067,3270343.6994981067,3270343.6994981067,3270343.6994981067,3270343.6994981067
2013-10-01,3276633.4494981067,3275823.548884321,3267297.5678942194,3245508.8915296523,3272324.304372663,3269688.0474388264,3259123.545465965,3276633.4494981067,3276633.4494981067,3276633.4494981067,3276633.4494981067,3276633.4494981067,3276633.4494981067,3276633.4494981067,3276633.4494981067,3276633.4494981067
2013-10-02,3260193.9494981067,3259432.648884321,3252424.3678942192,3231795.5415296527,3256559.0043726633,3253949.2474388266,3243456.145465965,3260193.9494981067,3260193.9494981067,3260193.9494981067,3260193.9494981067,3260193.9494981067,3260193.9494981067,3260193.9494981067,3260193.9494981067,3260193.9494981067
2013-10-03,3330863.2494981065,3329930.398884321,3319988.767894219,3294586.491529653,3326330.9543726635,3323737.2974388264,3312922.5454659653,3330863.2494981065,3330863.2494981065,3330863.2494981065,3330863.2494981065,3330863.2494981065,3330863.2494981065,3330863.2494981065,3330863.2494981065,3330863.2494981065
2013-10-04,3338270.149498107,3336846.0488843215,3325646.0178942196,3299568.8915296523,3333306.7043726635,3330688.5474388264,3319858.845465965,3338270.149498107,3338270.149498107,3338270.149498107,3338270.149498107,3338270.149498107,3338270.149498107,3338270.149498107,3338270.149498107,3338270.149498107
2013-10-07,3334856.5994981066,3333585.398884321,3322251.7178942193,3296271.5915296525,3329986.104372663,3327372.2474388266,3316548.145465965,3334856.5994981066,3334856.5994981066,3334856.5994981066,3334856.5994981066,3334856.5994981066,3334856.5994981066,3334856.5994981066,3334856.5994981066,3334856.5994981066
2013-10-08,3356017.449498107,3354047.748884321,3342538.0178942196,3314975.5415296527,3351184.7043726635,3348467.447438827,3337653.745465965,3356017.449498107,3356017.449498107,3356017.449498107,3356017.449498107,3356017.449498107,3356017.449498107,3356017.449498107,3356017.449498107,3356017.449498107
2013-10-09,3343184.599498107,3341193.9488843214,3329584.0178942196,3302910.941529652,3338041.3543726634,3335317.3974388265,3324545.0454659653,3343184.599498107,3343184.599498107,3343184.599498107,3343184.599498107,3343184.599498107,3343184.599498107,3343184.599498107,3343184.599498107,3343184.599498107
2013-10-11,3345750.599498107,3344240.1488843216,3333559.5678942194,3306760.691529653,3341077.6043726634,3338389.897438827,3327578.5454659653,3345750.599498107,3345750.599498107,3345750.599498107,3345750.599498107,3345750.599498107,3345750.599498107,3345750.599498107,3345750.599498107,3345750.599498107
2013-10-14,3332518.646810069,3330902.994789558,3319609.56350711,3293746.592269069,3327502.3768439926,3324865.2576762806,3314047.23206319,3332518.646810069,3332518.646810069,3332518.646810069,3332518.646810069,3332518.646810069,3332518.646810069,3332518.646810069,3332518.646810069,3332518.646810069
2013-10-15,3358960.8468100694,3356747.044789558,3344272.9635071103,3316911.492269069,3353304.8768439926,3350595.807676281,3339735.8320631897,3358960.8468100694,3358960.8468100694,3358960.8468100694,3358960.8468100694,3358960.8468100694,3358960.8468100694,3358960.8468100694,3358960.8468100694,3358960.8468100694
2013-10-16,3346820.2968100696,3344281.794789558,3331420.36350711,3304796.292269069,3340834.526843993,3338130.8576762807,3327318.63206319,3346820.2968100696,3346820.2968100696,3346820.2968100696,3346820.2968100696,3346820.2968100696,3346820.2968100696,3346820.2968100696,3346820.2968100696,3346820.2968100696
2013-10-17,3344103.2107491894,3341818.4614701956,3329764.2259571273,3303142.400120442,3338751.029703628,3336074.286497031,3325264.706585744,3344103.2107491894,3344103.2107491894,3344103.2107491894,3344103.2107491894,3344103.2107491894,3344103.2107491894,3344103.2107491894,3344103.2107491894,3344103.2107491894
2013-10-18,3350986.3607491893,3348416.5114701954,3334542.5759571274,3306888.150120442,3345377.9297036277,3342679.8364970307,3331851.5065857437,3350986.3607491893,3350986.3607491893,3350986.3607491893,3350986.3607491893,3350986.3607491893,3350986.3607491893,3350986.3607491893,3350986.3607491893,3350986.3607491893
2013-10-21,3331325.6938812765,3329020.1614701953,3315649.425957127,3288799.4501204416,3326285.108315939,3323658.3651093417,3312871.122248327,3331325.6938812765,3331325.6938812765,3331325.6938812765,3331325.6938812765,3331325.6938812765,3331325.6938812765,3331325.6938812765,3331325.6938812765,3331325.6938812765
2013-10-22,3326633.9438812765,3324185.511470196,3311212.5759571274,3284790.0501204417,3321509.108315939,3318856.565109342,3308112.072248327,3326633.9438812765,3326633.9438812765,3326633.9438812765,3326633.9438812765,3326633.9438812765,3326633.9438812765,3326633.9438812765,3326633.9438812765,3326633.9438812765
2013-10-23,3331316.693881277,3329087.1614701957,3315382.6759571275,3288533.850120442,3326107.258315939,3323447.315109342,3312677.722248327,3331316.693881277,3331316.693881277,3331316.693881277,3331316.693881277,3331316.693881277,3331316.693881277,3331316.693881277,3331316.693881277,3331316.693881277
2013-10-24,3341262.6938812765,3338752.9614701956,3325178.025957127,3297706.600120442,3336113.558315939,3333391.865109342,3322639.972248327,3341262.6938812765,3341262.6938812765,3341262.6938812765,3341262.6938812765,3341262.6938812765,3341262.6938812765,3341262.6938812765,3341262.6938812765,3341262.6938812765
2013-10-25,3318554.6438812762,3316122.341105242,3302717.1607416687,3276855.000120442,3313410.4083159384,3310732.965109342,3300016.5222483273,3318554.6438812762,3318554.6438812762,3318554.6438812762,3318554.6438812762,3318554.6438812762,3318554.6438812762,3318554.6438812762,3318554.6438812762,3318554.6438812762
2013-10-28,3347489.6438812767,3344686.691105242,3329599.610741669,3302090.011236623,3341516.3083159383,3338801.065109342,3327985.572248327,3347489.6438812767,3347489.6438812767,3347489.6438812767,3347489.6438812767,3347489.6438812767,3347489.6438812767,3347489.6438812767,3347489.6438812767,3347489.6438812767
2013-10-29,3331898.1438812767,3329904.141105242,3316579.2607416688,3289806.5612366227,3327124.1583159384,3324501.815109342,3313691.7722483273,3331898.1438812767,3331898.1438812767,3331898.1438812767,3331898.1438812767,3331898.1438812767,3331898.1438812767,3331898.1438812767,3331898.1438812767,3331898.1438812767
2013-10-30,3355040.7438812763,3352542.141105242,3338038.2607416688,3310189.0612366227,3349597.5083159385,3346932.665109342,3336061.422248327,3355040.7438812763,3355040.7438812763,3355040.7438812763,3355040.7438812763,3355040.7438812763,3355040.7438812763,3355040.7438812763,3355040.7438812763,3355040.7438812763
2013-10-31,3364659.6438812762,3362236.291105242,3348478.5107416688,3320587.2112366227,3359085.2083159382,3356372.7651093416,3345486.6722483267,3364659.6438812762,3364659.6438812762,3364659.6438812762,3364659.6438812762,3364659.6438812762,3364659.6438812762,3364659.6438812762,3364659.6438812762,3364659.6438812762
2013-11-01,3337956.7438812763,3335791.841105242,3322616.0107416683,3295929.6612366224,3332834.6583159384,3330196.415109342,3319371.972248327,3337956.7438812763,3337956.7438812763,3337956.7438812763,3337956.7438812763,3337956.7438812763,3337956.7438812763,3337956.7438812763,3337956.7438812763,3337956.7438812763
2013-11-04,3306466.5938812764,3304586.791105242,3293120.4607416685,3268286.411236623,3301880.058315939,3299271.615109342,3288560.5222483273,3306466.5938812764,3306466.5938812764,3306466.5938812764,3306466.5938812764,3306466.5938812764,3306466.5938812764,3306466.5938812764,3306466.5938812764,3306466.5938812764
2013-11-05,3290487.7938812766,3288426.691105242,3277935.960741669,3253735.111236623,3286455.6083159386,3283775.065109342,3273191.8722483274,3290487.7938812766,3290487.7938812766,3290487.7938812766,3290487.7938812766,3290487.7938812766,3290487.7938812766,3290487.7938812766,3290487.7938812766,3290487.7938812766
2013-11-06,3290871.3438812764,3288742.791105242,3277672.2107416685,3253425.911236623,3286706.9083159384,3284084.815109342,3273462.4222483267,3290871.3438812764,3290871.3438812764,3290871.3438812764,3290871.3438812764,3290871.3438812764,3290871.3438812764,3290871.3438812764,3290871.3438812764,3290871.3438812764
2013-11-07,3272442.2938812766,3270209.141105242,3260866.0107416688,3237670.5612366227,3268905.3583159386,3266196.665109342,3255733.322248327,3272442.2938812766,3272442.2938812766,3272442.2938812766,3272442.2938812766,3272442.2938812766,3272442.2938812766,3272442.2938812766,3272442.2938812766,3272442.2938812766
2013-11-08,3280790.3021229417,3278977.641105242,3269078.4107416687,3245475.0612366227,3276995.0338506307,3274321.768412846,3263793.576857051,3280790.3021229417,3280790.3021229417,3280790.3021229417,3280790.3021229417,3280790.3021229417,3280790.3021229417,3280790.3021229417,3280790.3021229417,3280790.3021229417
2013-11-11,3254750.2021229416,3253188.825915369,3245447.4812520416,3223308.0811888427,3252076.133850631,3249419.818412846,3238995.976857051,3254750.2021229416,3254750.2021229416,3254750.2021229416,3254750.2021229416,3254750.2021229416,3254750.2021229416,3254750.2021229416,3254750.2021229416,3254750.2021229416
2013-11-12,3273034.6021229415,3271345.825915369,3260914.4312520414,3237400.131188843,3269195.1838506307,3266569.418412846,3256009.2768570506,3273034.6021229415,3273034.6021229415,3273034.6021229415,3273034.6021229415,3273034.6021229415,3273034.6021229415,3273034.6021229415,3273034.6021229415,3273034.6021229415
2013-11-13,3235765.0521229412,3234454.675915369,3225476.6312520416,3204572.631188843,3232354.6838506307,3229782.468412846,3219327.5268570506,3235765.0521229412,3235765.0521229412,3235765.0521229412,3235765.0521229412,3235765.0521229412,3235765.0521229412,3235765.0521229412,3235765.0521229412,3235765.0521229412
2013-11-14,3237023.0521229412,3235748.125915369,3226533.8312520413,3205493.6811888427,3233609.4838506305,3231038.368412846,3220578.1268570507,3237023.0521229412,3237023.0521229412,3237023.0521229412,3237023.0521229412,3237023.0521229412,3237023.0521229412,3237023.0521229412,3237023.0521229412,3237023.0521229412
2013-11-15,3247147.0521229412,3246153.775915369,3237698.5812520413,3215981.581188843,3244308.1838506307,3241779.068412846,3231262.176857051,3247147.0521229412,3247147.0521229412,3247147.0521229412,3247147.0521229412,3247147.0521229412,3247147.0521229412,3247147.0521229412,3247147.0521229412,3247147.0521229412
2013-11-18,3251741.2521229414,3250340.775915369,3240310.0312520415,3218306.231188843,3248050.733850631,3245544.968412846,3234992.576857051,3251741.2521229414,3251741.2521229414,3251741.2521229414,3251741.2521229414,3251741.2521229414,3251741.2521229414,3251741.2521229414,3251741.2521229414,3251741.2521229414
2013-11-19,3258951.1521229413,3257836.075915369,3248532.3812520416,3225945.231188843,3255843.4838506305,3253322.918412846,3242756.326857051,3258951.1521229413,3258951.1521229413,3258951.1521229413,3258951.1521229413,3258951.1521229413,3258951.1521229413,3258951.1521229413,3258951.1521229413,3258951.1521229413
2013-11-20,3250089.7021229416,3248946.775915369,3238542.4312520414,3216619.481188843,3246216.9338506307,3243692.018412846,3233127.426857051,3250089.7021229416,3250089.7021229416,3250089.7021229416,3250089.7021229416,3250089.7021229416,3250089.7021229416,3250089.7021229416,3250089.7021229416,3250089.7021229416
2013-11-21,3214409.5521229412,3212968.925915369,3203558.3812520416,3183844.6811888427,3210926.2338506305,3208354.618412846,3197993.2768570506,3214409.5521229412,3214409.5521229412,3214409.5521229412,3214409.5521229412,3214409.5521229412,3214409.5521229412,3214409.5521229412,3214409.5521229412,3214409.5521229412
2013-11-22,3239804.7021229416,3237983.625915369,3227642.9312520414,3206094.331188843,3236071.883850631,3233436.718412846,3223027.076857051,3239804.7021229416,3239804.7021229416,3239804.7021229416,3239804.7021229416,3239804.7021229416,3239804.7021229416,3239804.7021229416,3239804.7021229416,3239804.7021229416
2013-11-25,3282866.6021229415,3280497.425915369,3267852.6312520416,3243407.281188843,3278232.383850631,3275607.368412846,3265028.1268570507,3282866.6021229415,3282866.6021229415,3282866.6021229415,3282866.6021229415,3282866.6021229415,3282866.6021229415,3282866.6021229415,3282866.6021229415,3282866.6021229415
2013-11-26,3281863.4521229416,3279896.625915369,3268116.0312520415,3244016.281188843,3277224.233850631,3274579.168412846,3263983.276857051,3281863.4521229416,3281863.4521229416,3281863.4521229416,3281863.4521229416,3281863.4521229416,3281863.4521229416,3281863.4521229416,3281863.4521229416,3281863.4521229416
2013-11-27,3289358.5521229417,3287577.475915369,3276007.8312520413,3251187.381188843,3285209.9338506307,3282551.318412846,3271945.126857051,3289358.5521229417,3289358.5521229417,3289358.5521229417,3289358.5521229417,3289358.5521229417,3289358.5521229417,3289358.5521229417,3289358.5521229417,3289358.5521229417
2013-11-28,3309958.702122941,3307820.125915369,3295552.481252041,3269562.531188843,3305314.4338506307,3302647.868412846,3291972.326857051,3309958.702122941,3309958.702122941,3309958.702122941,3309958.702122941,3309958.702122941,3309958.702122941,3309958.702122941,3309958.702122941,3309958.702122941
2013-11-29,3318247.1021229415,3315973.525915369,3302826.2812520415,3276189.3311888427,3313261.2338506305,3310569.868412846,3299869.9268570505,3318247.1021229415,3318247.1021229415,3318247.1021229415,3318247.1021229415,3318247.1021229415,3318247.1021229415,3318247.1021229415,3318247.1021229415,3318247.1021229415
2013-12-02,3313612.6521229413,3311281.125915369,3298101.0812520413,3271873.581188843,3308502.383850631,3305842.818412846,3295141.826857051,3313612.6521229413,3313612.6521229413,3313612.6521229413,3313612.6521229413,3313612.6521229413,3313612.6521229413,3313612.6521229413,3313612.6521229413,3313612.6521229413
2013-12-03,3299788.6021229415,3297759.375915369,3285117.0812520413,3259704.1811888427,3294995.7838506307,3292359.7684128457,3281695.7768570506,3299788.6021229415,3299788.6021229415,3299788.6021229415,3299788.6021229415,3299788.6021229415,3299788.6021229415,3299788.6021229415,3299788.6021229415,3299788.6021229415
2013-12-04,3310561.3021229417,3308436.275915369,3295591.481252041,3269318.131188843,3305992.0338506307,3303362.618412846,3292669.976857051,3310561.3021229417,3310561.3021229417,3310561.3021229417,3310561.3021229417,3310561.3021229417,3310561.3021229417,3310561.3021229417,3310561.3021229417,3310561.3021229417
2013-12-05,3299105.202122941,3296901.525915369,3283913.8812520416,3258544.5811888427,3294138.7338506305,3291499.5184128457,3280843.076857051,3299105.202122941,3299105.202122941,3299105.202122941,3299105.202122941,3299105.202122941,3299105.202122941,3299105.202122941,3299105.202122941,3299105.202122941
2013-12-06,3280793.0021229414,3278913.275915369,3267753.1312520416,3243673.381188843,3276599.883850631,3273956.618412846,3263387.676857051,3280793.0021229414,3280793.0021229414,3280793.0021229414,3280793.0021229414,3280793.0021229414,3280793.0021229414,3280793.0021229414,3280793.0021229414,3280793.0021229414
2013-12-09,3321186.7021229416,3318747.425915369,3305775.2812520415,3279131.731188843,3316101.383850631,3313438.368412846,3302721.676857051,3321186.7021229416,3321186.7021229416,3321186.7021229416,3321186.7021229416,3321186.7021229416,3321186.7021229416,3321186.7021229416,3321186.7021229416,3321186.7021229416
2013-12-10,3337095.7521229414,3334479.5759153687,3320631.231252041,3292893.4811888426,3331618.0338506307,3328918.4184128456,3318156.4268570505,3337095.7521229414,3337095.7521229414,3337095.7521229414,3337095.7521229414,3337095.7521229414,3337095.7521229414,3337095.7521229414,3337095.7521229414,3337095.7521229414
2013-12-11,3349846.5521229412,3346849.1759153693,3331717.4312520414,3303122.031188843,3343683.1838506307,3340940.568412846,3330147.726857051,3349846.5521229412,3349846.5521229412,3349846.5521229412,3349846.5521229412,3349846.5521229412,3349846.5521229412,3349846.5521229412,3349846.5521229412,3349846.5521229412
2013-12-12,3313431.4021229413,3311082.925915369,3297339.4312520414,3271141.6311888425,3307876.7838506307,3305188.0184128457,3294485.7768570506,3313431.4021229413,3313431.4021229413,3313431.4021229413,3313431.4021229413,3313431.4021229413,3313431.4021229413,3313431.4021229413,3313431.4021229413,3313431.4021229413
2013-12-13,3334794.0021229414,3332114.275915369,3317634.2812520415,3290072.031188843,3328872.133850631,3326147.218412846,3315388.276857051,3334794.0021229414,3334794.0021229414,3334794.0021229414,3334794.0021229414,3334794.0021229414,3334794.0021229414,3334794.0021229414,3334794.0021229414,3334794.0021229414
2013-12-16,3312111.3021229412,3309790.775915369,3296350.731252041,3270432.4311888427,3306402.1338506304,3303698.868412846,3292998.5768570504,3312111.3021229412,3312111.3021229412,3312111.3021229412,3312111.3021229412,3312111.3021229412,3312111.3021229412,3312111.3021229412,3312111.3021229412,3312111.3021229412
2013-12-17,3304678.402122942,3302501.6759153693,3289557.231252041,3264014.531188843,3299389.583850631,3296689.468412846,3286028.126857051,3304678.402122942,3304678.402122942,3304678.402122942,3304678.402122942,3304678.402122942,3304678.402122942,3304678.402122942,3304678.402122942,3304678.402122942
2013-12-18,3305590.5521229417,3302934.775915369,3290097.0812520413,3264548.4311888427,3300307.883850631,3297597.418412846,3286974.226857051,3305590.5521229417,3305590.5521229417,3305590.5521229417,3305590.5521229417,3305590.5521229417,3305590.5521229417,3305590.5521229417,3305590.5521229417,3305590.5521229417
2013-12-19,3314172.3021229412,3311823.975915369,3299251.1312520416,3273056.481188843,3309342.7838506307,3306700.418412846,3296003.276857051,3314172.3021229412,3314172.3021229412,3314172.3021229412,3314172.3021229412,3314172.3021229412,3314172.3021229412,3314172.3021229412,3314172.3021229412,3314172.3021229412
2013-12-20,3303423.8021229412,3301871.4259153693,3290534.2312520416,3264913.281188843,3299472.7338506305,3296864.668412846,3286168.476857051,3303423.8021229412,3303423.8021229412,3303423.8021229412,3303423.8021229412,3303423.8021229412,3303423.8021229412,3303423.8021229412,3303423.8021229412,3303423.8021229412
2013-12-23,3310835.3273269767,3308668.658180423,3295719.2950440957,3269851.418916994,3305614.109054666,3302947.3645719634,3292250.0910923877,3310835.3273269767,3310835.3273269767,3310835.3273269767,3310835.3273269767,3310835.3273269767,3310835.3273269767,3310835.3273269767,3310835.3273269767,3310835.3273269767
2013-12-24,3308857.427326977,3306718.508180423,3294039.2950440957,3268354.6689169933,3303721.409054666,3301060.814571963,3290369.2910923874,3308857.427326977,3308857.427326977,3308857.427326977,3308857.427326977,3308857.427326977,3308857.427326977,3308857.427326977,3308857.427326977,3308857.427326977
2013-12-25,3319373.0773269767,3317039.258180423,3303961.4450440956,3277588.5689169937,3314090.609054666,3311416.9145719633,3300699.2410923876,3319373.0773269767,3319373.0773269767,3319373.0773269767,3319373.0773269767,3319373.0773269767,3319373.0773269767,3319373.0773269767,3319373.0773269767,3319373.0773269767
2013-12-26,3325395.027326977,3323640.2081804234,3310515.8450440955,3283646.0689169937,3320387.9090546663,3317788.7645719633,3306970.141092388,3325395.027326977,3325395.027326977,3325395.027326977,3325395.027326977,3325395.027326977,3325395.027326977,3325395.027326977,3325395.027326977,3325395.027326977
2013-12-27,3337041.977326977,3335470.5581804235,3322165.245044096,3294408.8689169935,3332235.359054666,3329660.0145719633,3318779.0910923877,3337041.977326977,3337041.977326977,3337041.977326977,3337041.977326977,3337041.977326977,3337041.977326977,3337041.977326977,3337041.977326977,3337041.977326977
2013-12-30,3373707.9773269766,3372359.408180423,3358269.9950440954,3328083.2189169936,3368912.609054666,3366378.814571963,3355316.0910923877,3373707.9773269766,3373707.9773269766,3373707.9773269766,3373707.9773269766,3373707.9773269766,3373707.9773269766,3373707.9773269766,3373707.9773269766,3373707.9773269766
2013-12-31,3362905.077326977,3361926.8081804235,3347152.845044096,3317752.3189169937,3357654.6590546663,3355238.8645719634,3344100.9910923876,3362905.077326977,3362905.077326977,3362905.077326977,3362905.077326977,3362905.077326977,3362905.077326977,3362905.077326977,3362905.077326977,3362905.077326977
2014-01-02,3366406.127326977,3365165.9581804234,3350078.495044096,3320372.418916994,3361014.759054666,3358536.6645719633,3347433.941092388,3366406.127326977,3366406.127326977,3366406.127326977,3366406.127326977,3366406.127326977,3366406.127326977,3366406.127326977,3366406.127326977,3366406.127326977
2014-01-03,3333923.8273269767,3332456.258180423,3318309.8450440955,3290789.6189169935,3328638.009054666,3326120.2145719635,3315186.2410923876,3333923.8273269767,3333923.8273269767,3333923.8273269767,3333923.8273269767,3333923.8273269767,3333923.8273269767,3333923.8273269767,3333923.8273269767,3333923.8273269767
2014-01-06,3322499.227326977,3321452.3081804235,3308389.8450440955,3281581.9689169936,3317822.709054666,3315337.564571963,3304426.141092388,3322499.227326977,3322499.227326977,3322499.227326977,3322499.227326977,3322499.227326977,3322499.227326977,3322499.227326977,3322499.227326977,3322499.227326977
2014-01-07,3315792.677326977,3314679.4581804234,3301642.0450440957,3275064.4689169936,3311281.659054666,3308787.4145719633,3297921.691092388,3315792.677326977,3315792.677326977,3315792.677326977,3315792.677326977,3315792.677326977,3315792.677326977,3315792.677326977,3315792.677326977,3315792.677326977
2014-01-08,3321078.2273269766,3319874.8081804235,3306414.1950440956,3279499.5689169937,3316313.009054666,3313800.114571963,3302919.8910923875,3321078.2273269766,3321078.2273269766,3321078.2273269766,3321078.2273269766,3321078.2273269766,3321078.2273269766,3321078.2273269766,3321078.2273269766,3321078.2273269766
2014-01-09,3323380.977326977,3321985.9081804235,3308953.7950440957,3281763.3189169937,3319008.0090546664,3316491.9145719633,3305635.5910923877,3323380.977326977,3323380.977326977,3323380.977326977,3323380.977326977,3323380.977326977,3323380.977326977,3323380.977326977,3323380.977326977,3323380.977326977
2014-01-10,3324811.527326977,3323416.3081804235,3310689.395044096,3283362.7689169934,3320641.5090546664,3318105.7145719635,3307264.9910923876,3324811.527326977,3324811.527326977,3324811.527326977,3324811.527326977,3324811.527326977,3324811.527326977,3324811.527326977,3324811.527326977,3324811.527326977
2014-01-13,3336206.277326977,3334824.3581804233,3320974.495044096,3292932.3689169935,3331571.0090546664,3329087.4645719635,3318151.9910923876,3336206.277326977,3336206.277326977,3336206.277326977,3336206.277326977,3336206.277326977,3336206.277326977,3336206.277326977,3336206.277326977,3336206.277326977
2014-01-14,3339786.627326977,3337897.558180423,3323864.2450440954,3295579.375376468,3334914.509054666,3332370.2145719635,3321482.941092388,3339786.627326977,3339786.627326977,3339786.627326977,3339786.627326977,3339786.627326977,3339786.627326977,3339786.627326977,3339786.627326977,3339786.627326977
2014-01-15,3346058.540988251,3344361.7658471107,3330040.8433870403,3301431.3907642495,3340991.51001742,3338478.8892546985,3327522.217452182,3346058.540988251,3346058.540988251,3346058.540988251,3346058.540988251,3346058.540988251,3346058.540988251,3346058.540988251,3346058.540988251,3346058.540988251
2014-01-16,3348615.5983637446,3346898.0592833087,3332945.24338704,3304288.8907642495,3343460.9594886675,3340942.08050547,3329976.7262337925,3348615.5983637446,3348615.5983637446,3348615.5983637446,3348615.5983637446,3348615.5983637446,3348615.5983637446,3348615.5983637446,3348615.5983637446,3348615.5983637446
2014-01-17,3343884.3983637444,3341980.759283309,3327631.3433870403,3299202.94076425,3338513.1594886673,3335998.13050547,3325057.3762337924,3343884.3983637444,3343884.3983637444,3343884.3983637444,3343884.3983637444,3343884.3983637444,3343884.3983637444,3343884.3983637444,3343884.3983637444,3343884.3983637444
2014-01-20,3351448.7983637443,3349714.409283309,3336097.24338704,3307185.94076425,3346495.9594886675,3343955.43050547,3333002.3762337924,3351448.7983637443,3351448.7983637443,3351448.7983637443,3351448.7983637443,3351448.7983637443,3351448.7983637443,3351448.7983637443,3351448.7983637443,3351448.7983637443
2014-01-21,3337296.598363744,3335633.159283309,3321863.04338704,3293711.7407642496,3332282.7594886674,3329780.53050547,3318850.3762337924,3337296.598363744,3337296.598363744,3337296.598363744,3337296.598363744,3337296.598363744,3337296.598363744,3337296.598363744,3337296.598363744,3337296.598363744
2014-01-22,3352214.7483637445,3350319.009283309,3336270.29338704,3307238.19076425,3347090.3094886676,3344541.83050547,3333595.3262337926,3352214.7483637445,3352214.7483637445,3352214.7483637445,3352214.7483637445,3352214.7483637445,3352214.7483637445,3352214.7483637445,3352214.7483637445,3352214.7483637445
2014-01-23,3336021.198363744,3333978.6092833085,3320219.4933870398,3292032.8407642497,3330949.6094886675,3328367.2805054695,3317515.1262337924,3336021.198363744,3336021.198363744,3336021.198363744,3336021.198363744,3336021.198363744,3336021.198363744,3336021.198363744,3336021.198363744,3336021.198363744
2014-01-24,3350122.848363744,3348474.0592833087,3334904.59338704,3305751.4407642493,3345547.1594886673,3343022.33050547,3332077.2262337925,3350122.848363744,3350122.848363744,3350122.848363744,3350122.848363744,3350122.848363744,3350122.848363744,3350122.848363744,3350122.848363744,3350122.848363744
2014-01-27,3301184.2983637443,3299812.109283309,3288515.1933870404,3262198.2407642496,3297512.9094886677,3294956.88050547,3284227.2262337925,3301184.2983637443,3301184.2983637443,3301184.2983637443,3301184.2983637443,3301184.2983637443,3301184.2983637443,3301184.2983637443,3301184.2983637443,3301184.2983637443
2014-02-05,3232254.948363744,3230866.359283309,3220963.29338704,3198744.8907642495,3228876.5094886674,3226316.83050547,3215865.4262337927,3232254.948363744,3232254.948363744,3232254.948363744,3232254.948363744,3232254.948363744,3232254.948363744,3232254.948363744,3232254.948363744,3232254.948363744
