date,nav_base,nav_fincap50,rel_fincap50_vs_base
2015-11-27,17618376.31398813,17649903.699196883,1.0017894603138724
2015-11-30,17520355.55868813,17587250.697796885,1.003818138215556
2015-12-01,17794414.089088127,17805450.139896885,1.0006201974818336
2015-12-02,17647918.79408813,17655761.985196885,1.0004444258385516
2015-12-03,17604215.05858813,17596752.423096884,0.9995760881432993
2015-12-04,17559381.708188128,17572577.812296882,1.0007515130275118
2015-12-07,17582318.398288127,17580432.01889688,0.9998927115668984
2015-12-08,17359234.33308813,17406033.224096883,1.0026959075562192
2015-12-09,17210456.528188128,17293152.980996884,1.004805012154867
2015-12-10,17262041.90748813,17302410.192896884,1.0023385579542152
2015-12-11,17153129.093488127,17241940.787996884,1.0051775797887788
2015-12-14,17047251.977788128,17152322.812696885,1.0061635057102258
2015-12-15,17018725.35798813,17140581.225896884,1.0071601054336046
2015-12-16,17103766.94308813,17221916.094471883,1.0069077853888497
2015-12-17,17372317.85008663,17433178.65797188,1.0035033211118083
2015-12-18,17167493.38488663,17292178.010671884,1.0072628323186086
2015-12-21,17159912.58488663,17270874.305671882,1.0064663336853465
2015-12-22,17259657.064986628,17387591.854171883,1.0074123598576468
2015-12-23,17321097.83518663,17452211.756771885,1.007569608048683
2015-12-24,17360068.22028663,17484496.708071884,1.0071675114525096
2015-12-25,17406981.530186627,17514292.501471885,1.0061648236426954
2015-12-28,17425375.64008663,17550291.999871884,1.0071686465970862
2015-12-29,17323745.310386628,17457203.09742638,1.0077037490824652
2015-12-30,17243027.450086627,17379177.13572638,1.0078959269788248
2015-12-31,17323694.125286628,17446314.441126384,1.0070781852272936
2016-01-04,17027062.21468663,17177730.90234813,1.0088487776553459
2016-01-05,16988715.57998663,17198556.61645988,1.012351789367788
2016-01-06,16866868.91968663,17108390.125506256,1.014319267373788
2016-01-07,16675907.419786628,16989479.137706257,1.0188038773558772
2016-01-08,16727407.419786628,17025629.137706257,1.0178283287084207
2016-01-11,16607779.244686628,16961480.844506256,1.0212973447327576
2016-01-12,16712562.939686628,17087311.589206256,1.0224231705736604
2016-01-13,16759320.014886629,17132750.747106258,1.022281973963617
2016-01-14,16709568.829786628,17120962.090806257,1.0246202200194583
2016-01-15,16581191.024886629,16942688.751784135,1.021801674340217
2016-01-18,16489180.684486628,16811704.504084133,1.0195597237830587
2016-01-19,16614811.829086628,16956014.342984132,1.0205360444287537
2016-01-20,16483258.463786628,16873822.83098413,1.0236946091730323
2016-01-21,16288883.628386628,16674504.133584132,1.0236738449359097
2016-01-22,16439047.30848663,16794417.977084134,1.0216174734416663
2016-01-25,16821222.83308663,17118648.942284133,1.017681598546598
2016-01-26,16645518.40838663,16980877.112384133,1.0201470867875486
2016-01-27,16751072.488486629,17065592.80838413,1.0187761303112788
2016-01-28,16797584.60998663,17195788.523084134,1.0237060221658751
2016-01-29,17196764.71058663,17540611.572784133,1.0199948576365545
2016-01-30,17331341.70058663,17611221.209684134,1.016148750277541
2016-02-01,17395108.37578663,17664958.515084133,1.0155129898284005
2016-02-02,17341623.840286627,17600395.247984134,1.0149219825133302
2016-02-03,17146839.40488663,17447628.403084133,1.0175419499241232
2016-02-15,17272516.42048663,17594799.956184134,1.0186587482594749
2016-02-16,17519518.69058663,17821680.846584134,1.0172471722159728
2016-02-17,17423395.040286627,17788950.80548413,1.0209807425218944
2016-02-18,17550091.230286628,17818006.737384133,1.015265761504143
2016-02-19,17579215.695486628,17878257.384684134,1.0170110939178183
2016-02-22,17574525.29548663,17830005.53218413,1.0145369637245971
2016-02-23,17577015.695486628,17857757.384684134,1.0159720907155811
2016-02-24,17447922.40048663,17718478.492484134,1.0155064933112012
2016-02-25,17626852.73018663,17898267.72518413,1.0153978137306776
2016-02-26,17732550.57558663,17995876.78568413,1.0148498778545731
2016-03-01,17782646.891286626,18076341.055984132,1.016515773298148
2016-03-02,17852724.87906538,18142108.604484133,1.01620949896327
2016-03-03,18066552.567845006,18315809.251784135,1.013796582552377
2016-03-04,18092913.053099003,18303983.45005076,1.0116659156174745
2016-03-07,18186195.833828755,18385278.524447758,1.0109469122865533
2016-03-08,18130778.995627757,18313703.716665257,1.0100891815559394
2016-03-09,18043477.98019713,18242630.966134757,1.0110373945730529
2016-03-10,18114553.33487063,18334043.631951507,1.0121167932227375
2016-03-11,18149674.794336755,18365339.10009301,1.0118825438031291
2016-03-14,18149494.038336005,18392827.63088301,1.0134071832544216
2016-03-15,17933406.857983753,18238237.691303007,1.0169979321683402
2016-03-16,18021679.53428663,18329524.996703006,1.0170819518697296
2016-03-17,18228100.63418663,18506134.132003006,1.015253015297432
2016-03-18,18325097.63908663,18596325.950140007,1.0148009203768094
2016-03-21,18225137.32428663,18522492.145186756,1.01631564226975
2016-03-22,18262263.94408663,18545501.391874135,1.0155094378580163
2016-03-23,18336480.96388663,18570857.934674885,1.0127820038779445
2016-03-24,18288547.26888663,18562277.18997488,1.0149672861963146
2016-03-25,18246276.88378663,18525429.374941133,1.0152991480361977
2016-03-28,18225986.483786628,18486890.018554382,1.0143149197987087
2016-03-29,18164880.22348663,18415034.80113413,1.0137713309732734
2016-03-30,18272030.59368663,18584764.059821505,1.0171154193580942
2016-03-31,18301050.138286628,18553466.48872151,1.0137924517187575
2016-04-01,18093579.87888663,18414289.87582151,1.0177250714939565
2016-04-06,17884159.468186628,18133611.58095601,1.013948215638153
2016-04-07,17819738.712886628,18100157.83019101,1.0157364326055798
2016-04-08,17816192.078186627,18143079.763056505,1.0183477862966075
2016-04-11,17962835.37318663,18269186.046393756,1.0170546946983894
2016-04-12,17998515.35828663,18282104.086386256,1.0157562289141286
2016-04-13,18241449.79368663,18484973.747134507,1.0133500328209746
2016-04-14,18244799.76808663,18453899.962341506,1.0114608105823462
2016-04-15,18292933.118486628,18530743.37248901,1.0130001160810047
2016-04-18,18274560.20858663,18522458.822857257,1.0135652301035485
2016-04-19,18238319.78298663,18424141.867105506,1.0101885528014602
2016-04-20,18053581.52924788,18251436.938405506,1.0109593439305706
2016-04-21,18173184.79444788,18361032.028205507,1.0103365060049914
2016-04-22,18167218.93414788,18391565.329005506,1.012348967427036
2016-04-25,18227619.30434788,18464533.37910551,1.0129975325247833
2016-04-26,18233285.97954788,18442120.684505507,1.0114534870561387
2016-04-27,18221478.55974788,18419375.392705508,1.0108606352831757
2016-04-28,18052977.81934788,18230389.292505506,1.0098272692146937
2016-04-29,18068265.400795504,18225336.30006426,1.0086931919464632
2016-05-03,18222925.26462013,18346730.650132257,1.0067939358645397
2016-05-04,18161599.750831254,18303886.21799751,1.0078344677296251
2016-05-05,18004959.83226263,18150496.10485976,1.0080831212039887
2016-05-06,17942697.171280503,18104748.24212976,1.009031589247833
2016-05-09,17990863.86596913,18154983.539008506,1.0091223898008488
2016-05-10,18099085.383631628,18247249.333565507,1.0081862672501603
2016-05-11,18059761.63323163,18193680.175752256,1.0074152995615515
2016-05-12,18122528.259019878,18285112.77295226,1.0089714035265174
2016-05-13,18238177.854336753,18340388.034952257,1.005604188172296
2016-05-16,18114367.22756213,18203340.81585226,1.0049117690489762
2016-05-17,18184081.72256213,18275825.265552256,1.0050452667552794
2016-05-18,18335106.18776213,18411725.912852257,1.004178853632234
2016-05-19,18162627.54236213,18195013.147352256,1.0017830902998253
2016-05-20,18163150.92256213,18224371.560552258,1.0033705956775418
2016-05-23,18392722.83736213,18361651.302052256,0.998310661472767
2016-05-24,18365562.298640005,18368783.403727382,1.0001753883183646
2016-05-25,18454777.959440004,18437916.00092738,0.9990863093259815
2016-05-26,18444868.855978757,18401713.64682738,0.9976603135816069
2016-05-27,18616675.864839505,18542703.184621386,0.9960265365978774
2016-05-30,18695458.019561253,18597364.599221382,0.9947530881438029
2016-05-31,18674901.397459254,18630417.55766751,0.9976179879697894
2016-06-01,18827589.76713913,18713146.64248401,0.9939215201695724
2016-06-02,18828590.68291438,18719879.05311426,0.994226247113717
2016-06-03,18899477.71541138,18825559.45857051,0.9960888730390367
2016-06-04,18859269.722282507,18784992.526035387,0.9960615019912802
2016-06-06,18921096.342082504,18812198.782515384,0.9942446485341909
2016-06-07,19167557.867582504,19021685.136310637,0.9923896026671933
2016-06-08,19330347.822882503,19140302.580248132,0.9901685554561308
2016-06-13,18937066.382582504,18828509.587825883,0.9942674967408645
2016-06-14,19046507.152782507,18918255.770528387,0.993266409361814
2016-06-15,19080920.462682504,18961851.563928384,0.9937597927213737
2016-06-16,18738892.287582505,18709003.270728383,0.9984049741897536
2016-06-17,18991220.462682504,18910551.563928384,0.9957523057081753
2016-06-20,19097883.772582505,18993597.357328385,0.9945393732365344
2016-06-21,19253457.422882505,19088527.398428384,0.991433745075931
2016-06-22,19191239.706823256,19091090.018228386,0.9947814893605199
2016-06-23,19152875.764514256,19037746.653728385,0.9939889386742027
2016-06-24,18751329.492261507,18683870.748328384,0.9964024554119769
2016-06-27,18702303.242661506,18696654.547336385,0.9996979679319798
2016-06-28,18852403.242661506,18786153.974615883,0.996485897994389
2016-06-29,19043581.07316151,18998443.663596883,0.9976297835269944
2016-06-30,19196474.368161507,19198462.129946385,1.0001035482738525
2016-07-01,19296772.187961508,19342607.034083884,1.002375259741677
2016-07-04,19310172.187961508,19374457.034083884,1.003329066436935
2016-07-05,19247675.553261507,19309648.546083886,1.003219765038687
2016-07-06,19015614.39796151,19113393.692183886,1.0051420528506751
2016-07-07,19066197.722761508,19189404.20790626,1.0064620375250628
2016-07-11,19383872.558161505,19590585.580628887,1.0106641756876567
2016-07-12,19413266.668061506,19661485.079028886,1.012786019746782
2016-07-13,19561683.713461507,19681990.434528887,1.0061501209624706
2016-07-14,19607704.443161506,19641615.55430388,1.001729478901555
2016-07-15,19816765.59846151,19909185.309250385,1.0046637131740637
2016-07-18,19896800.133961506,20052984.80647726,1.0078497382224374
2016-07-19,19943883.828961506,20068752.03225351,1.0062609772681625
2016-07-20,19904680.119061507,20026771.25912901,1.0061337906129215
2016-07-21,19966711.719061505,20097664.63201326,1.006558561809992
2016-07-22,19848931.733961504,19947903.823961258,1.004986267841831
2016-07-25,19872371.319061503,19935707.786561258,1.0031871620393387
2016-07-26,19848020.960166506,19954933.25740626,1.0053865469738428
2016-07-27,19896199.829245128,20002946.27028613,1.0053651673162278
2016-07-28,19940167.31991738,20055649.094486136,1.005791414521051
2016-07-29,19835974.05051738,19925057.627077635,1.00449101094473
2016-08-01,19963401.840890255,20077451.408088636,1.005712932500551
2016-08-02,19933444.765690256,20052971.74360613,1.005996303163897
2016-08-03,19826858.175690256,19963863.959206134,1.0069101106338603
2016-08-04,19812878.190590255,19968384.75934901,1.0078487621668522
2016-08-05,20017060.668690257,20153514.695724007,1.0068168863197375
2016-08-08,20229925.261794254,20342940.871155884,1.0055865559511021
2016-08-09,20301352.351894256,20408596.930255886,1.0052826322356612
2016-08-10,20439635.276246257,20564522.515834883,1.006110052253905
2016-08-11,20387681.805278253,20471132.460748885,1.0040931900089312
2016-08-12,20389998.29645513,20457508.226605885,1.0033109335846533
2016-08-15,20249781.518319134,20388344.738883883,1.006842702003446
2016-08-16,20267729.518288005,20373363.32172101,1.005211920917816
2016-08-17,20309231.253772005,20376883.349264007,1.0033311007515087
2016-08-18,20381961.202413004,20375922.56479601,0.9997037263707341
2016-08-19,20114171.43011598,20172484.91806961,1.0028991245379524
2016-08-22,19659477.18490878,19931671.40310241,1.013845445412077
2016-08-23,19789297.64161273,20074581.14888436,1.0144160501518629
2016-08-24,19630232.865331255,19959532.112496633,1.0167751065116986
2016-08-25,19857538.247565657,20189268.227509033,1.0167054936925046
2016-08-26,19877665.410679456,20223206.542274833,1.0173833860494368
2016-08-29,19890094.855323058,20200390.324310184,1.0156005022220436
2016-08-30,19852099.345793255,20179013.725862384,1.0164674966800629
2016-08-31,19753367.452852856,20027616.994057987,1.0138836854961417
2016-09-01,19471339.511888254,19874037.661986385,1.0206815843282
2016-09-02,19615696.989149656,19960086.366123784,1.0175568259014516
2016-09-05,19895728.478491057,20208601.310421184,1.0157256283562761
2016-09-06,19981370.91835686,20330808.388273858,1.017488162916588
2016-09-07,20071629.423108857,20483318.572877858,1.0205109979409552
2016-09-08,20222351.307618257,20530207.021111257,1.0152235370066498
2016-09-09,20031781.392692856,20308617.84267086,1.0138198617761967
2016-09-10,19831653.55182683,20090419.209833458,1.0130481130749074
2016-09-12,19663453.71606943,19949765.98185406,1.0145606295780405
2016-09-13,19725713.08154503,19948957.462431658,1.0113174301970098
2016-09-14,19536300.17797603,19822615.81730266,1.0146555712554726
2016-09-19,20038274.812444627,20302727.96510726,1.0131974012302893
2016-09-20,19982159.22374683,20271115.41619846,1.0144607091363897
2016-09-21,20010340.87733083,20336677.13251646,1.0163083806111133
2016-09-22,20027215.51955843,20343291.31552306,1.0157823136050017
2016-09-23,20128374.336256232,20451291.346606858,1.016042875840647
2016-09-26,19977231.89639043,20281730.329412058,1.015242273534235
2016-09-29,20052651.97555843,20419866.27987306,1.0183125057355114
2016-09-30,19785598.91365343,20152952.73382206,1.0185667273339465
2016-10-03,19823882.84876723,20217703.56641286,1.0198659728091624
2016-10-04,19932358.74755843,20346978.79769806,1.0208013539887955
2016-10-05,19925670.32197443,20311304.563555058,1.0193536395689204
2016-10-06,19902997.64933083,20335489.65034146,1.0217299930709267
2016-10-07,19778582.53682143,20250213.71993306,1.0238455502174437
2016-10-11,19783614.50235123,20240865.28273086,1.0231126005981004
2016-10-12,19825187.65118323,20317316.81444486,1.0248234302706465
2016-10-13,19783289.932713028,20229905.93071766,1.0225754158951146
2016-10-14,19673674.82020363,20132230.00030926,1.0233080593379902
2016-10-17,19690395.21131743,20174055.79725006,1.0245632746698061
2016-10-18,19815251.50712903,20274131.69657466,1.0231579290972177
2016-10-19,19833489.932713028,20310105.93071766,1.024030868980779
2016-10-20,19844983.16071303,20351493.41289266,1.0255233399835968
2016-10-21,19858460.80001523,20353868.34615886,1.024946925702482
2016-10-24,19821160.80001523,20356168.34615886,1.0269917363337882
2016-10-25,19931016.783881027,20456354.39900366,1.026357793022757
2016-10-26,19809638.43931743,20355943.27942506,1.0275777289818344
2016-10-27,19713322.85061963,20261630.73051626,1.02781407701033
2016-10-28,19761692.45359923,20305330.06247686,1.0275096685242977
2016-10-31,19703772.06248543,20222404.26553606,1.026321467859348
2016-11-01,19694840.72084723,20222932.39569786,1.0268137063069334
2016-11-02,19589822.85061963,20085930.73051626,1.0253247762207782
2016-11-03,19627973.326808028,20049667.34901666,1.0214843384585548
2016-11-04,19565479.786862228,19998290.02036186,1.0221211152608818
2016-11-07,19667606.94997603,20140828.33512766,1.0240609539510959
2016-11-08,19921003.71606943,20344665.98185406,1.021267114439765
2016-11-09,19503341.83746663,19876452.40471926,1.0191305967132192
2016-11-10,19851406.62789298,20247743.13149036,1.0199651597000938
2016-11-11,19570346.793987982,19906754.958485357,1.017189688462788
2016-11-14,19639847.989457857,19904091.710453358,1.013454468748299
2016-11-15,19598149.82482686,19861554.95848536,1.0134403061520032
2016-11-16,19615570.768998157,19912980.025219157,1.0151618966240354
2016-11-17,19635429.273750156,19952540.20982316,1.0161499365077258
2016-11-18,19563452.422582157,19927491.74153716,1.018608132710502
2016-11-21,19687445.747983206,20000691.77262096,1.0159109530330943
2016-11-22,19774779.417724706,20142089.510699958,1.0185746746002142
2016-11-23,19807856.104650106,20224091.206965357,1.0210136372213212
2016-11-24,19898228.465347905,20233316.27369916,1.0168400824693917
2016-11-25,19917639.563575506,20239605.421055757,1.0161648601207267
2016-11-28,20029518.771387104,20355681.24908036,1.0162840895688015
2016-11-29,19913687.593991507,20274856.15126276,1.0181366989698195
2016-11-30,19968736.641614705,20325182.91426196,1.0178502165181758
2016-12-01,19955859.478500903,20332194.59949616,1.018858376979488
2016-12-02,19965386.329668906,20269043.06778216,1.0152091591466985
2016-12-05,19832948.068327505,20190865.605659757,1.0180466129442367
2016-12-06,20029329.245723106,20378890.70347736,1.0174524794847484
2016-12-07,20090673.967118707,20414230.187897835,1.0161047967484154
2016-12-08,20342001.910607707,20659042.932441834,1.015585536921457
2016-12-09,20408179.073721506,20705181.247207634,1.014553095227813
2016-12-12,20384090.648137506,20663757.013064634,1.013719835226139
2016-12-13,20414028.285587307,20699546.655902684,1.0139863806555494
2016-12-14,20247574.747493904,20618646.491351284,1.0183267254713213
2016-12-15,20256431.831439704,20589748.855656084,1.0164548735428836
2016-12-16,20235045.851628106,20475460.509806484,1.0118811027136385
2016-12-19,20085091.837346304,20328573.726754684,1.0121225181034845
2016-12-20,20039869.476648506,20290748.660020884,1.0125190028640014
2016-12-21,19951703.887950704,20235436.111112084,1.014220951992613
2016-12-22,19801393.577857304,20065423.428735685,1.0133339024771282
2016-12-23,19731177.989159506,20002360.879826885,1.013743877370949
2016-12-26,19828497.592139106,20098210.211787485,1.0136022721033238
2016-12-27,19791954.364139106,20070422.729612485,1.0140697760488946
2016-12-28,19950139.555816505,20270934.610481884,1.0160798401318376
2016-12-29,19812574.443307105,20155208.680073485,1.0172937766238717
2016-12-30,19995827.981400505,20303308.844624884,1.015377250870051
2017-01-03,20029839.555816505,20334734.610481884,1.0152220417849946
2017-01-04,20127432.471870705,20393332.24617708,1.0132108143787335
2017-01-05,20308186.009964105,20571732.410728484,1.0129773481804367
2017-01-06,20320469.945077904,20569883.243319284,1.0122739926249489
2017-01-09,20239165.454607707,20494709.841767084,1.0126262314388659
2017-01-10,20299497.108191706,20529471.558085084,1.0113290712901737
2017-01-11,20366912.696889505,20554084.106993884,1.009189974587212
2017-01-12,20518796.155814905,20706948.321084283,1.0091697467941392
2017-01-13,20461828.285587307,20631396.655902684,1.0082870586121973
2017-01-16,20255729.237964105,20472077.23572011,1.0106808298637067
2017-01-17,20307092.305775706,20518740.94672471,1.0104224001034756
2017-01-18,20187136.009964105,20432688.407751862,1.0121638055872093
2017-01-19,20147125.223682307,20376728.193061937,1.011396314205152
2017-01-20,20154052.386796106,20411772.587884735,1.0127875127117103
2017-01-23,20305521.989775706,20548621.919845335,1.0119721093696599
2017-01-24,20259571.989775706,20580771.919845335,1.0158542307918315
2017-02-02,20114583.728434306,20419575.951980688,1.0151627410074233
2017-02-03,20176967.187359706,20448739.359856084,1.013469426300432
2017-02-06,20363027.736809507,20620189.824878886,1.0126288728470627
2017-02-07,20475374.502902906,20720081.123183534,1.0119512646885132
2017-02-08,20419045.370205104,20704042.868206486,1.0139574349747633
2017-02-09,20431317.730902907,20721476.17917091,1.0142016512145533
2017-02-10,20609639.615412306,20904814.62740431,1.0143221821196362
2017-02-13,20690261.976110104,20956039.69413811,1.01284554629298
2017-02-14,20707905.204110105,20988577.17631311,1.013553856338269
2017-02-15,20892513.544619504,21159992.97375376,1.0128026447637815
2017-02-16,20793168.035089705,21083916.375305958,1.0139828784014826
2017-02-17,20717086.381505705,21028804.658987958,1.0150464342206211
2017-02-18,20798429.609505706,21089942.141162958,1.0140160837683638
2017-02-20,20789693.153505705,21035267.176812958,1.0118122966747993
2017-02-21,20810909.218391906,21045016.34422216,1.0112492502549266
2017-02-22,20849836.381505705,21075704.658987958,1.010833095922163
2017-02-23,20813207.485639904,21018118.677443158,1.0098452481168332
2017-02-24,20785567.959975906,21028678.13184016,1.0116961043514605
2017-03-01,20737050.089748304,20927976.46665856,1.0092070172027332
2017-03-02,20757492.841559906,20984364.24407766,1.0109296148744669
2017-03-03,20691308.906446107,20926363.41148686,1.0113600597286296
2017-03-06,20773192.841559906,20961576.967612285,1.0090686168221328
2017-03-07,20808236.069559906,21001577.231403533,1.009291569030518
2017-03-08,20771508.906446107,21019308.03181811,1.0119297604467774
2017-03-09,20681351.822500303,20960223.23186506,1.013484196379337
2017-03-10,20712420.168916304,20939677.287335187,1.0109720214521303
2017-03-13,20756305.836782105,21033777.278738238,1.0133680551894946
2017-03-14,20804209.539118107,21103941.739228237,1.0144072861574742
2017-03-15,20810352.767118108,21086177.970968988,1.0132542300910297
2017-03-16,20957024.651627507,21243413.364884887,1.0136655235186327
2017-03-17,21037193.309989303,21306225.76215281,1.012788419453072
2017-03-20,21053577.721291505,21343262.979380384,1.0137594313861402
2017-03-21,21149293.309989303,21442175.897942185,1.013848339216826
2017-03-22,21022248.588593706,21288073.84299896,1.012644948673544
2017-03-23,21013725.439761706,21303287.154789463,1.0137796468245395
2017-03-24,20970664.653479904,21270219.311598413,1.0142844617978668
2017-03-27,21008937.014177706,21314194.378332213,1.0145298814475243
2017-03-28,21026300.633291505,21339830.176923636,1.0149113031864345
2017-03-29,21095573.233345706,21353840.259143837,1.0122427119159716
2017-03-30,21151863.940459505,21363553.609559637,1.0100080857978293
2017-03-31,21054359.926177707,21255316.826507837,1.0095446691818102
2017-04-05,21170111.182741303,21420929.204130687,1.0118477422827075
2017-04-06,21052136.540513705,21380838.660933338,1.0156137178659783
2017-04-07,20981095.833399903,21349205.92036503,1.0175448456023508
2017-04-10,21074879.768513706,21375035.695550088,1.0142423553696767
2017-04-11,21006820.714983903,21334332.312741287,1.0155907265645283
2017-04-12,21024168.194097705,21334540.427735213,1.014762640346677
2017-04-13,20996875.205454107,21373545.022573613,1.0179393273253186
2017-04-14,20858510.641722504,21177166.89409001,1.015277037648609
2017-04-17,20873233.790554505,21199775.85767451,1.0156440573797325
2017-04-18,20899839.40890593,21202753.06686956,1.014493587823194
2017-04-19,20692463.45686828,20980294.407344412,1.0139099412245474
2017-04-20,20679241.40869198,20931427.424287863,1.0121951289513882
2017-04-21,20792263.532557778,21079664.814501412,1.0138225105455019
2017-04-24,20779372.037309777,21103786.37404166,1.0156123263084849
2017-04-25,20985820.77298718,21279005.33085419,1.0139706023909436
2017-04-26,21042877.30815518,21328486.92188469,1.0135727452832137
2017-04-27,21021282.65934898,21266383.679238237,1.0116596605383759
2017-04-28,20981939.74329478,21201567.052420538,1.010467445422721
2017-05-02,21265340.91698558,21479640.470981337,1.0100774097547898
2017-05-03,21326384.14498558,21545707.774178963,1.010284145108816
2017-05-04,21438315.32238118,21629379.926445186,1.0089122956347478
2017-05-05,21274693.437871777,21499736.491666913,1.0105779692878925
2017-05-08,21373192.96168338,21617292.34853126,1.0114208198693329
2017-05-09,21336213.82898558,21648454.76397246,1.0146343178545905
2017-05-10,21309833.450067654,21643256.160790037,1.0156464249945287
2017-05-11,21370008.821613405,21691520.17428779,1.015044979876153
2017-05-12,21400116.476142656,21705558.57551779,1.0142729176131189
2017-05-15,21468308.916008454,21790019.59271259,1.014985375791022
2017-05-16,21463559.704142652,21771196.05769279,1.01433296050565
2017-05-17,21411979.783310656,21755282.00815379,1.016033184615218
2017-05-18,21341964.194612857,21674069.45924499,1.015561138684506
2017-05-19,21330848.129726656,21655070.291835785,1.0151996845196836
2017-05-22,21382613.406478655,21722335.410652038,1.0158877681467342
2017-05-23,21401036.555310655,21746786.942366034,1.0161557776027246
2017-05-24,21402677.262424454,21737650.292781837,1.015650987315754
2017-05-25,21414868.208894655,21851698.658684038,1.0203984654739993
2017-05-26,21438401.793550506,21857565.822173636,1.0195520185067728
2017-05-31,21358172.109550506,21774531.120208763,1.0194941312637928
2017-06-01,21342490.695322905,21828304.419377163,1.0227627473751562
2017-06-02,21384590.695322905,21874504.419377163,1.0229096610280883
2017-06-03,21408990.695322905,21892804.419377163,1.0225986236782267
2017-06-05,21471765.576906905,22002853.617870163,1.024734251082475
2017-06-06,21463424.869793106,22006140.267454363,1.0252855916962746
2017-06-07,21433731.641793106,21976302.785279363,1.0253138908592245
2017-06-08,21540962.507242903,22101138.03661716,1.0260051299558182
2017-06-09,21462646.918545105,22023075.487708364,1.0261118104998974
2017-06-12,21412390.146545105,21935362.969883364,1.024423841512277
2017-06-13,21460585.344129104,21960299.721851364,1.0232852165823596
2017-06-14,21393215.264961105,21874613.77139036,1.022502391551106
2017-06-15,21418688.413793106,21890415.303104363,1.0220240791685207
2017-06-16,21441542.116129104,21973912.239676364,1.024828910190503
2017-06-19,21535180.541713107,22104236.473819364,1.0264244792842117
2017-06-20,21579291.804183304,22188872.39319656,1.028248405672659
2017-06-21,21578378.260183305,22210747.35754656,1.0293056822778064
2017-06-22,21665018.179162905,22290834.24298216,1.028886016094884
2017-06-23,21635233.455914903,22295606.94541116,1.0305230581792366
2017-06-26,21951956.596987903,22651306.44192316,1.0318582009692574
2017-06-27,22060255.332665306,22716343.35844256,1.02974072674516
2017-06-28,21917760.923215505,22562333.071454763,1.029408667723742
2017-06-29,22124530.050006703,22693745.784914963,1.0257278113307582
2017-06-30,22078907.689308904,22645520.718181163,1.0256630915281477
2017-07-03,22148648.635779105,22719319.084083363,1.0257654748011305
2017-07-04,22065090.895582806,22612056.535174564,1.0247887326718992
2017-07-05,22223171.889326703,22781458.231439963,1.025121811813974
2017-07-06,22142354.019099105,22709406.566258363,1.0256094066001358
2017-07-07,22052627.167931106,22621608.097972363,1.0258010497211265
2017-07-10,21998579.925649308,22618983.832745563,1.0282019980013752
2017-07-11,22139350.316763107,22812659.629686363,1.0304123338440265
2017-07-12,22093850.663431183,22818507.995588563,1.0327990508850864
2017-07-13,22131682.317015182,22916569.711906563,1.0354644253269416
2017-07-14,22191299.399108578,22946144.912107963,1.0340153814079813
2017-07-17,22297223.32831578,23060770.873600163,1.0342440641169313
2017-07-18,22362154.98189978,23124782.589918163,1.034103493542356
2017-07-19,22317962.23008818,23107731.726243563,1.0353871687752318
2017-07-20,22311403.41339038,23066631.695159763,1.0338494297188014
2017-07-21,22176911.45027658,22931790.880393963,1.0340389793145865
2017-07-24,22308577.03897438,23010803.429302763,1.0314778656254746
2017-07-25,22303534.12292018,23014705.793607563,1.0318860529801215
2017-07-26,22244332.39016818,22928408.126828562,1.0307528104085848
2017-07-27,22347322.86044998,23077419.874230362,1.0326704464037837
2017-07-28,22300104.75086598,22936733.193562362,1.0285482265580685
2017-07-31,22181055.46641078,22882754.82754916,1.0316350753552272
2017-08-01,22287565.77650418,22989167.509925563,1.031479513754751
2017-08-02,22483709.54552298,23164444.406392362,1.0302768037227616
2017-08-03,22405348.44729538,23102305.259035762,1.0311067160316587
2017-08-04,22609968.743626103,23256402.627095502,1.0285906579880448
2017-08-07,22771216.2978537,23386916.7388021,1.0270385399222806
2017-08-08,22728669.90966234,23363495.30115038,1.027930600163196
2017-08-09,22503278.1309201,23162459.8499596,1.0292926974996486
2017-08-10,22281476.70208218,22968393.71559296,1.0308290614080615
2017-08-11,22249784.864452824,22923947.845698994,1.030299752800003
2017-08-14,22136571.33974682,22776305.139863092,1.0288994076949762
2017-08-15,22185590.92203386,22877146.434785172,1.0311713812438723
2017-08-16,22215384.91586766,22886224.70962297,1.0301970817204322
2017-08-17,22435189.99760089,23119514.44156599,1.0305022798575934
2017-08-18,22315447.9473733,23004180.042193092,1.0308634671571026
2017-08-21,22297288.865183808,23002147.88125325,1.031611870857091
2017-08-22,22417841.51711415,23147116.06734565,1.0325309887517384
2017-08-23,22404874.23604983,23145934.89281176,1.0330758677310292
2017-08-24,22549670.45772102,23312639.10405672,1.0338350242308956
2017-08-25,22503219.13175585,23314105.01101052,1.0360342169050103
2017-08-28,22671047.09710517,23399486.1588241,1.0321308080124778
2017-08-29,22626814.378169492,23346617.33335799,1.0318119441454812
2017-08-30,22668787.57226517,23419503.05218385,1.0331167018758942
2017-08-31,22762521.617166024,23509255.970696162,1.0328054319327697
2017-09-01,22710268.98061493,23522869.297245372,1.0357811841561217
2017-09-04,22565713.23410374,23417081.97936016,1.0377284217176765
2017-09-05,22603674.08490891,23444299.17904661,1.0371897546823563
2017-09-06,22466330.16446044,23340650.20089234,1.0389169049876688
2017-09-07,22451270.639620442,23310817.094252095,1.0382849803215497
2017-09-08,22519912.88339612,23410969.02635845,1.0395674773510917
2017-09-11,22475280.16446044,23351947.826346967,1.0390058613495186
2017-09-12,22551242.34123078,23427349.119079616,1.0388496014805817
