window,start,end,n_days,base_cagr,base_mdd,chal_cagr,chal_mdd,mdd_improve_pp,cagr_giveback_pp,rel_nav_end
mtd,2026-09-01,2026-09-16,12,7.348076134981472,-0.011250629013838331,5.0538534728503555,-0.006309134741867339,0.4941494271970992,229.42226621311167,0.9860713381840283
ytd,2026-01-01,2026-09-16,170,0.7365066335738841,-0.09288513970800305,0.6662660052060094,-0.08060678738834226,1.227835231966079,7.02406283678747,0.9726892117022401
trailing_1y,2025-09-16,2026-09-16,242,0.5349689757788192,-0.09288513970800294,0.5014272037281324,-0.08060678738834226,1.227835231966068,3.354177205068676,0.9790920443488026
heldout_2019_plus,2019-01-01,2026-09-16,1864,0.1683001217399358,-0.23225912689829664,0.16212458430735976,-0.22384565115149413,0.8413475746802512,0.6175537432576039,0.9615759979955335
sealed_2023_plus,2023-01-01,2026-09-16,887,0.2359659344255003,-0.09501770781736407,0.21756621946278698,-0.09660154433570212,-0.15838365183380443,1.839971496271331,0.9486323214614535
full,2012-12-04,2026-09-16,3359,0.13232367067537254,-0.23225912689829675,0.1282779284333928,-0.22384565115149413,0.8413475746802623,0.4045742241979733,0.9534232873428401
