date,nav,cash,regime,dividend_credit,w_def,tgt_def
2019-02-19,3000000.0,3000000.0,Bear,0.0,0.0,0.2576495503823819
2019-02-20,3000758.42101402,2399007.60101402,Bear,0.0,0.051463896233211126,0.25340093558100707
2019-02-21,3003134.849775428,1799121.6997754278,Bear,0.0,0.10186730376855256,0.2489797431180677
2019-02-22,3005989.1822204767,1198182.072220477,Bear,0.0,0.15088023692253408,0.2489797431180677
2019-02-25,3010514.0914578727,596235.3414578725,Bear,0.0,0.19985802481616435,0.2489797431180677
2019-02-26,3009244.441633381,148877.89163338108,Bear,0.0,0.2366486218758163,0.24368311958589753
2019-02-27,3020845.3261416354,37193.27614163549,Bear,0.0,0.24091034840553058,0.24368311958589753
2019-03-04,3012811.076141636,37193.27614163549,Bear,0.0,0.2414771559230016,0.24368311958589753
2019-03-05,3008488.726141636,37193.27614163549,Bear,0.0,0.2419755619073334,0.24368311958589753
2019-03-06,3017129.2761416356,37193.27614163549,Bear,0.0,0.2416601786889334,0.24368311958589753
2019-03-07,3012999.0261416356,37193.27614163549,Bear,0.0,0.2422183159264298,0.24368311958589753
2019-03-08,3007219.8261416354,37193.27614163549,Bear,0.0,0.24298687566766008,0.24306340986957012
2019-03-11,3010152.1053951713,21860.60539517137,Bear,0.0,0.24280344461332498,0.24306340986957012
2019-03-12,3026436.1553951716,21860.60539517137,Bear,0.0,0.24164762197156206,0.24306340986957012
2019-03-13,3032983.255395171,21860.60539517137,Bear,0.0,0.2414265554211229,0.24306340986957012
2019-03-14,3025303.405395171,21860.60539517137,Bear,0.0,0.24203942609331544,0.24306340986957012
2019-03-15,3028778.7053951714,21860.60539517137,Bull,0.0,0.24138547946658628,0.1824271569364992
2019-03-18,3046994.1174723813,133569.9174723817,Bull,0.0,0.19581357134189087,0.13682036770237438
2019-03-19,3053702.273027228,134376.17302722827,Bull,0.0,0.15105077665044758,0.10261527577678078
2019-03-20,3065413.6615256644,110694.51152566442,Bull,0.0,0.1142910839072956,0.0769614568325856
2019-03-21,3071585.1860689665,85754.63606896678,Bull,0.0,0.0862294821583545,0.057721092624439196
2019-03-22,3064949.3467184203,65553.2967184206,Bull,0.0,0.06498989949483815,0.0432908194683294
2019-03-25,3041774.841179774,49908.67117977417,Bull,0.0,0.04921260705211838,0.03630706751518811
2019-03-26,3060624.1891375827,29462.159137582225,Bull,0.0,0.03933017337679704,0.028213221707376984
2019-03-27,3056870.3242187216,25446.52421872155,Bull,0.0,0.03104531430336517,0.024647528668737886
2019-03-28,3052811.028930353,21392.178930352802,Bull,0.0,0.026381783620658367,0.02419191452402599
2019-03-29,3074635.7289303527,21392.178930352802,Bull,0.0,0.026089025521051256,0.02419191452402599
2019-04-01,3066763.278930353,21392.178930352802,Bull,0.0,0.02611531856737706,0.01814393589301949
2019-04-02,3065065.428930353,21392.178930352802,Bull,0.0,0.026170485381120618,0.015689817508011537
2019-04-03,3070530.084316917,23994.134316917425,Bull,0.0,0.018281501388542093,0.015689817508011537
2019-04-08,3075334.8443169175,23994.134316917425,Bull,0.0,0.018258616652350953,0.015689817508011537
2019-04-09,3084895.3543169177,23994.134316917425,Bull,0.0,0.01820769055306816,0.015689817508011537
2019-04-10,3088950.4643169176,23994.134316917425,Bull,0.0,0.018189440280462668,0.015689817508011537
2019-04-11,3084679.7743169176,23994.134316917425,Bull,0.0,0.01822028350169539,0.015689817508011537
2019-04-12,3086449.5343169174,23994.134316917425,Bull,0.0,0.018215493036545856,0.015689817508011537
2019-04-15,3089162.7943169177,23994.134316917425,Bull,0.0,0.01820514610089871,0.011767363131008653
2019-04-16,3091784.0211849725,14939.911184972516,Bull,0.0,0.013370358251659666,0.011767363131008653
2019-04-17,3099380.4811849725,14939.911184972516,Bull,0.0,0.013325169417150758,0.011767363131008653
2019-04-18,3104253.6011849726,14939.911184972516,Bull,0.0,0.01330011825845663,0.011767363131008653
2019-04-19,3115326.1811849726,14939.911184972516,Bull,0.0,0.013256964952636471,0.011767363131008653
2019-04-22,3114204.2311849725,14939.911184972516,Bull,0.0,0.013261741020846663,0.011767363131008653
2019-04-23,3127210.5811849725,14939.911184972516,Bull,0.0,0.013145043780333937,0.011767363131008653
2019-04-24,3154147.1011849726,14939.911184972516,Bull,0.0,0.013049055316582167,0.011767363131008653
2019-04-25,3160172.631184973,14939.911184972516,Bull,0.0,0.01304853399244137,0.011767363131008653
2019-04-26,3160840.8311849725,14939.911184972516,Bull,0.0,0.013066070772224573,0.011767363131008653
2019-04-29,3192146.8311849725,14939.911184972516,Bull,0.0,0.01293792929464617,0.011767363131008653
2019-04-30,3214586.5611849725,14939.911184972516,Bull,0.0,0.012851606019522214,0.011767363131008653
2019-05-02,3226989.171184973,14939.911184972516,Bull,0.0,0.012790284630810788,0.00882552234825649
