date,nav_base,nav_fin_rs_soft_tilt_exdiv
2017-11-28,746438299.4881324,744002890.0262532
2017-11-29,744940041.6097978,742673067.5878375
2017-11-30,741715203.9112643,739697898.4620467
2017-12-01,746190513.9337686,743882489.5125798
2017-12-04,751972568.7901677,749200801.0054371
2017-12-05,751748498.2751335,748655469.6017859
2017-12-06,744375848.0089564,741807298.5289806
2017-12-07,740842715.9089564,738112174.0289806
2017-12-08,739085507.9956651,736426549.0164026
2017-12-11,742023137.045665,739397378.6664026
2017-12-12,742710341.0456651,739995384.7164025
2017-12-13,746362289.395665,743730051.3164026
2017-12-14,747060056.5956651,744190304.6164025
2017-12-15,745536802.895665,743087761.0664026
2017-12-18,746015952.895665,743634911.0664026
2017-12-19,745989634.995665,743324635.5664026
2017-12-20,745158645.4456651,742675850.4664025
2017-12-21,745676565.695665,743019998.6164025
2017-12-22,750432926.8456651,747717302.7664026
2017-12-25,749395256.5956651,746783704.6164025
2017-12-26,747222431.945665,744682440.7164025
2017-12-27,749885802.195665,747362538.8664025
2017-12-28,751172174.0956651,748910320.4164026
2017-12-29,753780532.4956651,751597642.2164025
2018-01-02,758401351.0956651,756061356.9664025
2018-01-03,763143628.795665,761058465.7164025
2018-01-04,765421169.9617616,763360330.9511982
2018-01-05,773567983.4617616,771307307.7511983
2018-01-08,780280363.3143202,778155967.2824813
2018-01-09,779192008.9143202,776898551.5324813
2018-01-10,782264508.9143202,780425651.5324813
2018-01-11,781555685.6143203,779874958.5324813
2018-01-12,782387863.3143202,780510667.2824813
2018-01-15,790284609.8643203,789168312.7324814
2018-01-16,790341646.3643202,788913752.9824814
2018-01-17,792723847.2640932,790976619.1906205
2018-01-18,791704588.5108459,789936527.4884884
2018-01-19,788788102.0108459,786868087.2384884
2018-01-22,787034344.7206694,785160265.5525606
2018-01-23,786291529.8174192,784283542.303068
2018-01-24,781031679.1174192,779393053.053068
2018-01-25,787921801.7174191,786306773.853068
2018-01-26,786696131.4674193,785190875.703068
2018-01-29,789585886.8174192,788146852.6530681
2018-01-30,782898462.5674193,781197598.453068
2018-01-31,784690994.2674192,782683663.2530681
2018-02-01,786130703.0674192,784206894.7530681
2018-02-02,784881898.6674192,782858579.0030681
2018-02-05,773659313.5174193,772168442.603068
2018-02-06,748139639.1174192,746284529.553068
2018-02-07,757416372.842881,754785438.1508628
2018-02-08,755029795.6799529,752734422.6956333
2018-02-09,748807954.2299528,746547565.1956333
2018-02-12,752810893.1705287,750529084.7710145
2018-02-21,764932352.5308194,763080139.3756957
2018-02-22,764292006.707615,762482539.4256957
2018-02-23,770101395.857615,768279461.088327
2018-02-26,772746160.2225035,770743671.306927
2018-02-27,772956580.128625,770678944.2032384
2018-03-01,771001305.964894,769311648.1693639
2018-03-02,766841283.3768663,765083724.7400625
2018-03-05,763453159.5856798,761554738.9571303
2018-03-06,769259520.4925258,767049539.763586
2018-03-07,765475298.5925258,762566758.213586
2018-03-08,771337314.4425256,769207890.6135861
2018-03-09,773661254.9425257,771151886.913586
2018-03-12,780878490.8320785,779033088.2611357
2018-03-13,785528866.9047679,783782722.5750945
2018-03-14,781718903.7435896,779300452.4670515
2018-03-15,778362145.1096689,775674755.4607234
2018-03-16,787331297.0249255,784701347.8479878
2018-03-19,786845985.1749254,784164171.4979877
2018-03-20,784359331.1749254,781603615.4479877
2018-03-21,785981517.6749256,783031755.6979877
2018-03-22,786746501.4249254,783923063.5979878
2018-03-23,779583974.4249254,776872127.0479877
2018-03-26,779550111.2249254,776740429.7979877
2018-03-27,786825367.7468481,784036285.6342281
2018-03-28,781552015.2598926,778283811.0447348
2018-03-29,779965646.7033771,776931892.3301212
2018-03-30,783742714.1578662,780423352.9405355
2018-03-31,784847340.007811,781748176.9063637
2018-04-02,784580314.7190702,781872805.9290859
2018-04-03,781756044.4690702,778993657.7790859
2018-04-09,788690199.5690701,785775462.7790859
2018-04-10,794663976.5690702,791633749.3290858
2018-04-11,791845344.4690702,788732874.8290858
2018-04-12,794342369.1190702,791333438.7290858
2018-04-13,793494885.3690702,790370730.8290858
2018-04-16,792691865.1190702,789811432.6790859
2018-04-17,789462619.5190703,786009198.4290859
2018-04-18,788589119.5190703,784849348.4290859
2018-04-19,796678193.7690703,793699552.6290859
2018-04-20,792923883.9690702,790204519.3790859
2018-04-23,794438696.7690703,791804356.9290859
2018-04-24,793225260.2690703,790965266.6790859
2018-04-25,794654498.0661093,792334582.6534818
2018-04-26,796041972.01517,793436320.9101309
2018-04-27,797547223.3395671,794917498.4085544
2018-04-30,802311718.2206898,799991528.9484783
2018-05-02,803022548.6048012,800474691.2844886
2018-05-03,798342038.6218119,795837118.6344886
2018-05-04,793312596.9472623,790483622.3344885
2018-05-07,794228760.4472623,791801232.0844885
2018-05-08,797642735.0972623,795507595.9844885
2018-05-09,793342104.5243287,791101548.3679012
2018-05-10,792301046.5604413,789926324.4807353
2018-05-11,796309936.4340378,794465592.4445199
2018-05-14,798473211.8305603,796698192.7509226
2018-05-15,798204015.7473723,795540145.6151295
2018-05-16,797094047.240517,795334427.6581329
2018-05-17,797081528.1554418,795286132.2333907
2018-05-18,797859884.9452279,797165641.1833906
2018-05-21,803805996.0503894,803444607.5145365
2018-05-22,798921349.1765052,798459681.319866
2018-05-23,798571536.3765053,798577643.7698659
2018-05-24,800207642.0265052,800677033.2198659
2018-05-25,798475363.9265052,798406864.7698659
2018-05-28,804627800.0265052,804922595.319866
2018-05-29,802456286.5265051,801959585.569866
2018-05-30,789589266.4265052,788630508.1198659
2018-05-31,795051909.5265051,792694962.0198659
2018-06-01,797948724.1265053,797283557.7198659
2018-06-04,802594541.6265053,803039523.5198659
2018-06-05,808832280.4765052,809303336.419866
2018-06-06,809891502.3765053,810459417.9698659
2018-06-07,812894529.3765053,812784504.5198659
2018-06-08,808716154.7265052,808129340.6198659
2018-06-11,806977201.6765052,806002645.7698659
2018-06-12,804842699.0765052,803304601.169866
2018-06-13,805263453.4765052,803713016.919866
2018-06-14,796625431.5765052,795749134.6296915
2018-06-15,799710576.8765053,798966656.3796915
2018-06-19,788662078.6765052,787973110.4796915
2018-06-20,793208848.7421653,793046677.4455234
2018-06-21,791680419.3012149,791835703.4687876
2018-06-22,790690547.251215,791040184.1687876
2018-06-25,791040731.151215,791058029.8187876
2018-06-26,790788722.751215,791296558.0187875
2018-06-27,789454556.4887799,790199982.3969148
2018-06-28,786329826.8324798,786265969.3614962
2018-06-29,797561084.6247225,797580945.418301
2018-07-02,789758046.2737846,789191295.768301
2018-07-03,788214451.3737845,787667215.8271022
2018-07-04,792012343.0418892,791372686.1899431
2018-07-05,792252472.7552376,791413838.9598378
2018-07-06,790900072.4270059,790239905.799454
2018-07-09,793160257.3991625,792661161.5162077
2018-07-10,797393110.1954616,796736919.3654667
2018-07-11,793321795.4906211,792833841.5654668
2018-07-12,797731848.790621,796896475.4154667
2018-07-13,799971625.0451913,798767408.0269362
2018-07-16,796366277.3713179,795081016.2799941
2018-07-17,799902583.4048879,798559312.7812711
2018-07-18,800511035.2374065,799425686.4812711
2018-07-19,799784507.1723473,798012893.1133447
2018-07-20,802252081.2119081,800397518.5434903
2018-07-23,803680497.4160695,802100213.8059605
2018-07-24,804310787.6548343,803507502.0174255
2018-07-25,803749076.631312,803521292.8144271
2018-07-26,807870978.9998355,807597373.3644272
2018-07-27,807962609.0583495,807417073.4144272
2018-07-30,810294802.9069643,809228116.2227473
2018-07-31,815901357.1188902,813679843.8727473
2018-08-01,818318757.1188902,816744243.8727473
2018-08-02,813278516.61889,811838847.5727473
2018-08-03,814458750.7347113,812966840.5434773
2018-08-06,814522475.1397126,812883418.0019772
2018-08-07,814252171.887223,812586573.1519772
2018-08-08,819193951.937223,816950204.5519772
2018-08-09,823150313.087223,821034108.7019771
2018-08-10,831368710.1206733,828962356.0387137
2018-08-13,822295325.6361535,820220040.4415109
2018-08-14,825374506.2895142,822074958.7981604
2018-08-15,819782968.9241419,815514903.9981604
2018-08-16,819124302.8973724,813833508.3668342
2018-08-17,823567012.2203724,818358856.2689948
2018-08-20,828327733.3292985,822029919.9850173
2018-08-21,836662361.2224141,830898954.8508793
2018-08-22,839787953.8396459,833856457.6734855
2018-08-23,840622771.7800264,835399260.1351019
2018-08-24,836097532.658409,831050450.6754552
2018-08-27,833851992.8352596,828495778.3254552
2018-08-28,837854634.2176217,832363979.7614315
2018-08-29,840247240.1553807,834141729.3016665
2018-08-30,837732049.6155492,831700866.6666458
2018-08-31,839326912.6436324,833145002.0898284
2018-09-03,836843159.7907928,830716005.5130107
2018-09-04,841496606.7852099,835945012.0026884
2018-09-05,832808138.58521,827166633.1026884
2018-09-06,832834235.6352099,828032009.8526884
2018-09-07,835510673.4814414,830218195.1386864
2018-09-10,834479800.3396798,828857239.3385574
2018-09-11,836803954.3364682,831695350.2860068
2018-09-12,839269761.6821204,833715422.2603827
2018-09-13,840722264.2136998,835244145.0206563
2018-09-14,839352754.369761,833548561.8672043
2018-09-17,841331339.9767874,836930873.7172043
2018-09-18,848232235.1270856,844438919.3172044
2018-09-19,853204729.8313768,849424329.721326
2018-09-20,855996134.3313769,851389497.1399293
2018-09-21,862041051.3813769,857057551.8851179
2018-09-25,861918633.621481,857494990.4126369
2018-09-26,861758145.1699244,857263749.1795714
2018-09-27,863637967.9846346,858958507.47293
2018-09-28,865100488.0586681,860961814.3942969
2018-10-01,866913302.5128124,862512511.9332894
2018-10-02,857005499.101273,852547726.8747771
2018-10-03,857486668.4150456,852757446.1655353
2018-10-04,851545129.6457067,848391920.8731216
2018-10-05,842896585.0517489,838948074.3743526
2018-10-08,845420494.276435,841827848.9497565
2018-10-09,852430013.7917362,849764800.5610456
2018-10-11,825578287.6437563,823042634.437224
2018-10-12,835865763.6351099,833543861.3215027
2018-10-15,822461020.1345305,820213416.5007306
2018-10-16,824683561.3545736,822383135.6296867
2018-10-17,825259633.6031882,823355260.4027641
2018-10-18,823665173.4817115,821008902.5027641
2018-10-19,822848706.3230417,820194590.6527641
2018-10-22,822092354.1808816,819127689.5677292
2018-10-23,815908688.3347192,814288549.2677293
2018-10-24,815695615.3347192,813684568.5677294
2018-10-25,813191389.3158449,809719385.4166921
2018-10-26,813639190.362517,809030948.6722968
2018-10-29,811776942.7715485,807474345.0763174
2018-10-30,815725341.6727803,811700666.5263175
2018-10-31,824720606.7227802,822040538.4263175
2018-11-01,816832252.9727802,813952566.0763174
2018-11-02,819184612.7454958,816718195.4263175
2018-11-05,820120097.0454959,818264175.6763175
2018-11-06,820916385.9758894,818466583.1263175
2018-11-07,827172416.9258894,825248858.5263175
2018-11-08,829316813.1258894,827694303.6763175
2018-11-09,827355810.7258894,825174284.8263175
2018-11-12,827136775.3758894,825227139.2263175
2018-11-13,826027073.8258895,824576651.9763175
2018-11-14,828612187.2758894,827089654.1263175
2018-11-15,827953814.2758894,825882323.4263175
2018-11-16,828234776.9258895,826584826.4763175
2018-11-19,829398679.3258895,827646895.3263175
2018-11-20,826972553.1758894,824803707.6263175
2018-11-21,825534772.4258894,823852265.9763175
2018-11-22,825724672.4258894,823234365.9763175
2018-11-23,826086291.6758895,824050074.3263175
2018-11-26,826540408.3258895,823940215.9763175
2018-11-27,824054294.8093214,820678185.3101171
2018-11-28,826796607.6265497,824082766.2157916
2018-11-29,820748759.8265498,817075951.3157915
2018-11-30,818261936.5265498,814023282.4657916
2018-12-03,822304155.8765497,818338181.1157916
2018-12-04,825348459.0265498,821261788.1157916
2018-12-05,822820866.9765497,818488346.9157915
2018-12-06,821025311.8875898,816409458.7657915
2018-12-07,822721658.3375899,818648570.1657915
2018-12-10,818786596.8375899,814304286.8657916
2018-12-11,820554462.73759,816277640.3657916
2018-12-12,819651444.8392422,815089263.6157916
2018-12-13,820197287.2892423,815997436.4157915
2018-12-14,818435495.4392422,813939657.0483891
2018-12-17,819713972.4392422,815807776.348389
2018-12-18,814404964.4892422,810665131.648389
2018-12-19,820194421.3892422,815769660.998389
2018-12-20,819031710.0892422,814906911.448389
2018-12-21,815203482.5892421,811176670.248389
2018-12-22,816557741.4892422,812031450.948389
2018-12-24,816842920.0392421,812352309.0367798
2018-12-25,810034932.6823919,805844188.0367798
2018-12-26,806774962.2940722,802621786.3127159
2018-12-27,810247910.294072,805627334.9627159
2018-12-28,827928759.4440721,823712603.3627158
2019-01-02,812381923.794072,808136069.6127158
2019-01-03,814376619.394072,809600599.4127158
2019-01-04,811591693.2440721,806466911.7127159
2019-01-07,824839712.4940721,819675616.9127158
2019-01-08,819893485.1940721,814978209.4627159
2019-01-09,829078291.2440721,823772557.2127159
2019-01-10,829900807.144072,825484060.7127159
2019-01-11,830666368.4440721,825668358.9304522
2019-01-14,830122257.1492069,825682380.9450743
2019-01-15,833961805.6857466,829299972.0565451
2019-01-16,829252579.9926826,824516927.3565451
2019-01-17,832494271.0420927,827684509.1033564
2019-01-18,837228529.1095889,831683368.1633805
2019-01-21,835888906.2644503,830906666.5806865
2019-01-22,839209901.472972,834455306.4302877
2019-01-23,840655393.2632711,836215485.189003
2019-01-24,841941314.4585042,837408815.439003
2019-01-25,845182118.9585042,839904075.939003
2019-01-28,844145305.4585042,838675491.2890029
2019-01-29,845247430.6585041,840408407.089003
2019-01-30,845862995.5085042,840723545.239003
2019-02-11,843840761.4085041,838503798.739003
2019-02-12,846731268.7085042,841125909.689003
2019-02-13,842760329.0585041,837667187.339003
2019-02-14,842089929.0585041,836679037.339003
2019-02-15,839911316.4085042,834797384.2890029
2019-02-18,846063673.3085041,841271013.6390029
2019-02-19,845948286.8085041,841475698.2890029
2019-02-20,850337895.9085042,845662562.739003
2019-02-21,852334831.3189164,847829405.2259977
2019-02-22,853858919.866765,848976301.7978377
2019-02-25,856316731.166765,851598451.3478377
2019-02-26,855133464.116765,850426178.0978377
2019-02-27,862373469.913116,857347506.6798022
2019-03-04,858971452.213116,853503799.6798022
2019-03-05,858474992.713116,852840053.6298022
2019-03-06,861449277.013116,855676183.8798021
2019-03-07,858208940.9131161,853015900.1298022
2019-03-08,856526239.5631161,851039496.6298022
2019-03-11,857862603.0631161,853237281.2798022
2019-03-12,863721282.963116,858232041.3298022
2019-03-13,866029044.263116,860901740.8798022
2019-03-14,864077441.863116,858456172.0298022
2019-03-15,867607397.213116,862395214.1298022
2019-03-18,873096882.6456467,868361762.2029792
2019-03-19,876750553.5593554,872168343.5112512
2019-03-20,879264316.5848179,874265715.4581157
2019-03-21,881844737.1144342,876894999.3674318
2019-03-22,879114477.8182671,874055333.031685
2019-03-25,872589161.2450801,867435772.2302855
2019-03-26,876949786.4126103,872197973.4608781
2019-03-27,875048664.7325381,870345721.0985714
2019-03-28,872614652.6690282,868252059.6437024
2019-03-29,883749544.1513509,878188220.6917554
2019-04-01,879615758.8607535,874204641.2634394
2019-04-02,878964545.8604201,873497564.5134394
2019-04-03,878307708.267792,873498511.9360977
2019-04-08,880815850.117792,875929469.3860977
2019-04-09,882921323.117792,878466050.0860977
2019-04-10,884028020.9177921,879214814.9860977
2019-04-11,881478181.267792,877401992.6360977
2019-04-12,883402876.6677921,879234688.6860977
2019-04-15,884761005.0177921,880099411.4860977
2019-04-16,881643951.0935364,877152589.4379047
2019-04-17,883558948.8935363,878860104.3379048
2019-04-18,883090869.3935363,878892611.7879047
2019-04-19,885400787.9935364,880651872.2879047
2019-04-22,885681485.0935364,880243017.4379048
2019-04-23,889186215.8435364,884091559.0879047
2019-04-24,898322134.0435364,893619687.9879048
2019-04-25,902058825.9346594,897225784.0379047
2019-04-26,902472775.9346594,898259184.0379047
2019-04-29,911653057.1846594,907650419.5025002
2019-04-30,922203886.7846594,917702852.3525002
2019-05-02,927250128.6346594,923783309.8025002
2019-05-03,926375417.3346593,923013660.2525003
2019-05-06,918973143.1846594,916460473.9025003
2019-05-07,926176892.3346595,924466747.6490769
2019-05-08,928508598.0343167,926405195.6959339
2019-05-09,918145730.3609234,914968019.4979936
2019-05-10,917113818.6609235,912822538.3479936
2019-05-13,913523984.3609234,909162158.0979935
2019-05-14,910670457.5426425,906734518.0575052
2019-05-15,913384827.1661574,909831328.7404934
2019-05-16,908820613.486831,905269878.8133557
2019-05-17,912306597.3281212,910137189.6432301
2019-05-20,920154617.2781212,918490253.6432301
2019-05-21,932881834.8281212,930323634.69323
2019-05-22,928064129.7281213,925388158.8432301
2019-05-23,926761648.9781212,924639217.19323
2019-05-24,927700441.7655507,925187550.2673866
2019-05-27,930517798.5481138,927532709.7230273
2019-05-28,931442559.5523721,926683417.1109176
2019-05-29,933146502.0601375,929715388.2172787
2019-05-30,941393472.403793,937248416.3021176
2019-05-31,948733744.153793,944187232.558659
2019-06-03,950423215.369937,945521732.8543882
2019-06-04,949629348.0833752,944419109.3908838
2019-06-05,952861520.5232922,947092908.314633
2019-06-06,964032118.9912305,959777892.2283707
2019-06-10,969304816.6392956,965367424.097359
2019-06-11,947110480.1349374,944064109.747359
2019-06-12,932682380.8849374,929489926.5705754
2019-06-13,932100676.8849374,928601437.9705753
2019-06-14,933462773.5349374,929959333.1205753
2019-06-17,937317624.4849374,933332805.0205753
2019-06-18,938102563.3849374,934408589.2205753
2019-06-19,952930868.5849375,948975705.3705753
2019-06-20,951149252.1431481,948521640.1795397
2019-06-21,942381783.3599056,938294515.0685592
2019-06-24,948853498.4966602,944017513.9829873
2019-06-25,949333496.9183952,944806850.4588497
2019-06-26,945731295.9683952,942158928.5588497
2019-06-27,950011744.7183952,945001615.3588496
2019-06-28,945621780.2683953,941461608.8088497
2019-07-01,943514921.1683952,939640894.3588496
2019-07-02,946441103.0683953,942872405.7588496
2019-07-03,946732066.5683953,943483190.4088496
2019-07-04,949770125.6683952,946227004.8588496
2019-07-05,951632395.1183952,948671046.9588497
2019-07-08,951735522.1183952,948701316.2588496
2019-07-09,951127636.3083951,948662928.9088497
2019-07-10,955688848.2107505,952583135.3765178
2019-07-11,963467040.8047812,960083008.4407403
2019-07-12,963090171.3547813,959718066.3407403
2019-07-15,961923307.8547813,958045831.6907403
2019-07-16,963339280.8547813,960198312.3907404
2019-07-17,965761576.4547813,962111692.1907403
2019-07-18,965292605.8547813,961456130.3407403
2019-07-19,967325703.6547813,963302095.2407404
2019-07-22,969631132.0047812,965488818.0407404
2019-07-23,970972699.0547812,967431491.2907404
2019-07-24,973044692.5284317,969499337.2778735
2019-07-25,980319749.5784316,975912486.6278734
2019-07-26,980575113.0784316,976195971.2778734
2019-07-29,979179747.1784316,974197917.7778734
2019-07-30,983247691.7284317,977576682.2278734
2019-07-31,986085492.0284317,979941420.3778734
2019-08-01,971865575.7284317,965973538.4278735
2019-08-02,961592942.6784317,955973121.3778734
2019-08-05,959164300.8284317,953491913.9278735
2019-08-06,955723015.1784316,950586630.1778734
2019-08-07,955272837.5784317,949339795.5278734
2019-08-08,959688699.0784317,953345078.8278735
2019-08-12,944492661.9817502,931893217.6351253
2019-08-13,933964389.6261439,920837688.6252128
2019-08-14,940490773.0003947,925183563.2252128
2019-08-15,930688741.1153946,915605144.8952128
2019-08-16,940869694.2570097,925583306.0952128
2019-08-19,944389002.4570097,928756464.8952128
2019-08-20,945848206.1570097,930820091.4452127
2019-08-21,940254401.6570098,924740009.1952128
2019-08-22,942310400.0570097,926852492.7452128
2019-08-23,943446273.0570097,928212404.3261961
2019-08-26,931488407.9570097,916272041.1261961
2019-08-27,935121117.3768653,919699792.6761961
2019-08-28,933212690.7768651,918352470.1761961
2019-08-29,934695486.7729393,919410664.4035507
2019-08-30,949253156.4202262,934906055.1487291
2019-09-02,949037099.0202262,933567269.198729
2019-09-03,944273990.609697,928924476.9494998
2019-09-04,949180173.309697,933685680.9995
2019-09-05,955058112.5829865,939167030.0771712
2019-09-06,961695457.2216599,945799219.9753766
2019-09-09,970924462.2495178,955268364.9753766
2019-09-10,983267575.7495179,966807057.0306063
2019-09-11,985862310.9495177,968779485.1306062
2019-09-12,985024056.0495178,967414856.0806062
2019-09-16,985248533.9495178,967396715.8306062
2019-09-17,989388244.5495179,970801096.7806063
2019-09-18,995745980.9495177,977692727.3806062
2019-09-19,994588176.0495178,976204398.3306062
2019-09-20,995472906.4711674,976383752.5154449
2019-09-23,994227318.4935529,974843350.9873793
2019-09-24,991662089.3935529,972115671.5873792
2019-09-25,987233855.3935528,967296013.1373793
2019-09-26,987257531.1935529,967313779.9373792
2019-09-27,981887551.2935529,962661777.6873792
2019-10-01,994299996.693553,973426489.9373792
2019-10-02,991349238.4935529,971080881.1373793
2019-10-03,985267426.693553,965542047.6873792
2019-10-04,988149770.193553,968463252.1873794
2019-10-07,989469692.293553,970013042.4373794
2019-10-08,994872723.4935529,975338781.9373792
2019-10-09,989854345.9935529,970537368.9873793
2019-10-14,996400601.6935529,977027203.7373793
2019-10-15,996596496.7935529,977212424.6873792
2019-10-16,998753115.664799,979106984.173899
2019-10-17,1000995353.364799,981381319.173899
2019-10-18,996726346.364799,977184412.8738991
2019-10-21,1000218841.064799,980485337.0238991
2019-10-22,1002716425.0647991,982618345.4738991
2019-10-23,1001050085.264799,981308917.5238991
2019-10-24,1007918573.764799,988164808.223899
2019-10-25,1009173144.264799,989219532.0238991
2019-10-28,1012474341.764799,992688375.1238991
2019-10-29,1014795684.364799,995072489.173899
2019-10-30,1022450401.064799,1002203718.823899
2019-10-31,1025657141.164799,1005133475.973899
2019-11-01,1028621428.464799,1006684564.173899
2019-11-04,1038120057.164799,1016351646.773899
2019-11-05,1043817383.764799,1022285769.2738992
2019-11-06,1050804423.8647989,1030020026.423899
2019-11-07,1047361926.364799,1026411783.323899
2019-11-08,1045695875.164799,1024958213.6738992
2019-11-11,1034500609.764799,1014827971.2738991
2019-11-12,1036941759.764799,1017849971.2738991
2019-11-13,1029220078.664799,1010791416.5238991
2019-11-14,1022831943.5647991,1005026223.173899
2019-11-15,1031189018.864799,1012858508.423899
2019-11-18,1036035669.664799,1017688764.1238991
2019-11-19,1036829547.564799,1018526473.873899
2019-11-20,1036381092.664799,1017888944.823899
2019-11-21,1026929070.164799,1008551045.673899
2019-11-22,1029238095.264799,1010728036.473899
2019-11-25,1033446350.064799,1014259747.923899
2019-11-26,1029059787.864799,1010648583.373899
2019-11-27,1037722413.164799,1019182618.6238991
2019-11-28,1035354960.764799,1016912696.473899
2019-11-29,1025179989.164799,1006649687.7738991
2019-12-02,1025953002.664799,1007434922.423899
2019-12-03,1025606568.264799,1006181917.173899
2019-12-04,1025833823.164799,1006678796.223899
2019-12-05,1025970693.4183869,1007031630.548639
2019-12-06,1022345544.718387,1003616767.798639
2019-12-09,1027992423.7183869,1008865312.448639
2019-12-10,1024417028.7183869,1005903276.2486391
2019-12-11,1027354977.4183869,1008113138.9986391
2019-12-12,1030629391.8183869,1011493064.0986391
2019-12-13,1036179323.018387,1016956203.5986391
2019-12-16,1034416202.518387,1015603929.798639
2019-12-17,1042636337.0183868,1023950631.8986391
2019-12-18,1049975183.7183869,1030152631.398639
2019-12-19,1048353842.0183868,1028265624.948639
2019-12-20,1037696765.9183869,1019205716.8486391
2019-12-23,1046123787.518387,1027513075.548639
2019-12-24,1042518019.5183868,1024256108.6486391
2019-12-25,1042710924.4183869,1024453687.698639
2019-12-26,1044361371.9183869,1025858480.798639
2019-12-27,1049027725.218387,1030300460.548639
2019-12-30,1047126415.4183869,1027864602.4486392
2019-12-31,1041989942.8183869,1022954968.548639
2020-01-02,1042689652.6183869,1023680226.6486391
2020-01-03,1045996609.618387,1027267515.798639
2020-01-06,1038382757.6183869,1019814640.448639
2020-01-07,1040683933.3183869,1021664172.4986391
2020-01-08,1034801934.118387,1016988666.0986391
2020-01-09,1041038411.6183869,1023286879.048639
2020-01-10,1044757579.6183869,1026684445.948639
2020-01-13,1057096383.7183869,1040117481.398639
2020-01-14,1062741046.8183869,1046126319.2486391
2020-01-15,1058361014.018387,1041480363.298639
2020-01-16,1057808471.4183869,1041551299.248639
2020-01-17,1061820021.9183869,1045528592.8986392
2020-01-20,1068505320.2183869,1052221641.698639
2020-01-30,1025030456.1183869,1010019629.4986391
2020-01-31,1032605773.9003813,1017901069.2842226
2020-02-03,1024503891.6003814,1011113894.8842226
2020-02-04,1033723117.0825604,1019959565.297277
2020-02-05,1039985192.0825604,1026100221.3472769
2020-02-06,1049016244.9825604,1035418437.1472769
2020-02-07,1042326423.2825605,1028216393.6972771
2020-02-10,1040828001.449954,1027123786.765688
2020-02-11,1042175202.126897,1028784683.4644564
2020-02-12,1044023460.970312,1030197591.6918484
2020-02-13,1046845436.370312,1033066044.5418484
2020-02-14,1047567141.270312,1034106873.5918484
2020-02-17,1048938464.270312,1036073904.2918484
2020-02-18,1052310657.7703118,1040433358.7918483
2020-02-19,1065228231.4703119,1053736277.5918484
2020-02-20,1064285506.070312,1053493474.7418483
2020-02-21,1054768747.9703119,1043774200.6918484
2020-02-24,1043409488.9703119,1031920136.1918484
2020-02-25,1042073113.5703119,1030816683.3418484
2020-02-26,1035363145.5703119,1023562616.4418484
2020-02-27,1034590309.370312,1022810513.1418483
2020-03-02,1021128804.4703119,1009619371.9918483
2020-03-03,1030660253.6703119,1019040878.3918483
2020-03-04,1033842960.9703119,1022271829.5918484
2020-03-05,1043841089.9703119,1033156474.2418483
2020-03-06,1030552078.5703119,1019779137.5918484
2020-03-09,1011850694.5703119,1000730517.0418484
2020-03-10,1004510683.3952088,992947637.7336609
2020-03-11,998799881.3136028,987535640.7232759
2020-03-12,967551642.2806026,957142258.1728482
2020-03-13,950111805.5637984,941111444.0639095
2020-03-16,917565359.3724964,909699065.2887726
2020-03-17,887417276.0332601,882519004.6738732
2020-03-18,875300415.6233422,872579909.1855323
2020-03-19,827268049.7534559,827547377.3718234
2020-03-20,877702146.9524553,873879463.0218235
2020-03-23,851599340.1924267,847171496.161737
2020-03-24,869898228.8924267,864447209.111737
2020-03-25,889612006.7533853,884635297.611737
2020-03-26,889845912.8533853,885941296.311737
2020-03-27,895928614.5533854,893412692.461737
2020-03-30,891471925.0827473,888056385.461737
2020-03-31,892050576.2827473,888138587.961737
2020-04-01,880998679.2827473,876440426.411737
2020-04-06,891333876.6827472,887682784.761737
2020-04-07,895600156.5827473,892164519.861737
2020-04-08,902623472.9827473,898058037.461737
2020-04-09,903191636.0827473,898707058.161737
2020-04-10,917782751.9827473,913149427.061737
2020-04-13,900142041.0827472,896883587.661737
2020-04-14,913333622.5827473,909644834.161737
2020-04-15,926861548.5827472,922340390.361737
2020-04-16,914272261.0266293,909890237.5508821
2020-04-17,918287387.6655937,914760999.9508821
2020-04-20,916859705.8233631,913013986.2320502
2020-04-21,899275465.2937028,895838737.8320502
2020-04-22,899935995.9937028,896519933.6820501
2020-04-23,899408825.9044918,895325975.8207768
2020-04-24,898598629.9090649,895209646.3207768
2020-04-27,912504098.2472199,909303293.9207768
2020-04-28,929266715.2472198,925413264.8707768
2020-04-29,938651595.9472198,935103622.8207768
2020-04-30,946230372.0610212,942142302.9701974
2020-05-04,930636602.5610213,926865042.2701975
2020-05-05,933645114.4610213,931451010.4701974
2020-05-06,930302755.9804033,926825990.93005
2020-05-07,930085838.7804033,926920887.9499369
2020-05-08,936409528.8804033,934190195.0999368
2020-05-11,946274891.4804033,944165251.3999369
2020-05-12,939491074.7804033,937546071.7499368
2020-05-13,941311189.5854607,939132564.8499368
2020-05-14,936439975.2854607,934272607.3499368
2020-05-15,935075949.8854607,933310454.4999368
2020-05-18,935603949.8854607,933198154.4999368
2020-05-19,946852660.6371495,944019295.0115418
2020-05-20,950787590.9371494,947793344.0615418
2020-05-21,951906259.5916907,949831703.8653622
2020-05-22,939622606.7916907,936902255.6653622
2020-05-25,941941651.4916906,938742229.8153622
2020-05-26,949473132.5916907,946322334.5653622
2020-05-27,950490796.5916907,947153712.8653623
2020-05-28,950061773.5916907,945656482.1653622
2020-05-29,950363051.1916907,946892212.7153622
