date,nav_base,nav_mix_l25
2013-02-18,531071575.78369355,531897390.5974959
2013-02-19,529008425.7836935,529425240.5974959
2013-02-20,536615825.7836935,537148440.5974959
2013-02-21,529510125.7836935,529641640.5974959
2013-02-22,528969425.7836935,528718440.5974959
2013-02-23,533281025.7836935,533518640.5974959
2013-02-25,528537225.7836935,528366640.5974959
2013-02-26,526410225.7836935,526214040.5974959
2013-02-27,525726425.7836935,525924940.5974959
2013-03-01,529203525.7836935,529671840.5974959
2013-03-04,520928975.7836935,521515190.5974959
2013-03-05,525719675.7836935,526736690.5974959
2013-03-06,525037825.7836935,525820740.5974959
2013-03-07,525926475.7836935,526629590.5974959
2013-03-08,534291725.7836935,535361640.5974959
2013-03-11,533391625.7836935,534378840.5974959
2013-03-12,529011825.7836935,529617140.5974959
2013-03-13,528849275.7836935,529667990.5974959
2013-03-14,527879575.7836935,528600390.5974959
2013-03-15,527208275.7836935,528681690.5974959
2013-03-18,518848125.7836935,519445440.5974959
2013-03-19,518572925.7836935,519276140.5974959
2013-03-20,515809675.7836935,516133290.5974959
2013-03-21,515397275.7836935,515683490.5974959
2013-03-22,512987975.7836935,513316690.5974959
2013-03-25,520369675.7836935,520649990.5974959
2013-03-26,518465125.7836935,518253840.5974959
2013-03-27,522695275.7836935,522696190.5974959
2013-03-28,521252725.7836935,520956440.5974959
2013-03-29,523544925.7836935,523192540.5974959
2013-04-01,521478475.7836935,521053690.5974959
2013-04-02,520015525.7836935,519726940.5974959
2013-04-03,522212125.7836935,522137940.5974959
2013-04-08,508408775.7836935,507758690.5974959
2013-04-09,508983725.7836935,508670240.5974959
2013-04-10,508870225.7836935,508564740.5974959
2013-04-11,511002825.7836935,510749340.5974959
2013-04-12,509745675.7836935,509283990.5974959
2013-04-15,507239625.7836935,506565540.5974959
2013-04-16,506220125.7836935,505241840.5974959
2013-04-17,500860125.7836935,499695040.5974959
2013-04-18,501007925.8319394,500071820.37202984
2013-04-19,508628375.8319394,507995770.37202984
2013-04-22,509371311.5239155,508755555.8131462
2013-04-23,510236211.5239155,509500855.8131462
2013-04-24,512601743.1678736,512185815.3771021
2013-04-25,511459743.1678736,510758065.3771021
2013-04-26,510257493.1678736,508966365.3771021
2013-04-29,510399093.1678736,509028865.3771021
2013-04-30,513668793.1678736,512131715.3771021
2013-05-02,515975243.1678736,514926715.3771021
2013-05-03,518014493.1678736,517204715.3771021
2013-05-06,518048643.1678736,517512965.3771021
2013-05-07,518305043.1678736,517676715.3771021
2013-05-08,521206993.1678736,520491465.3771021
2013-05-09,522678243.1678736,521967315.3771021
2013-05-10,521811943.1678736,520973615.3771021
2013-05-13,519045393.1678736,518198465.3771021
2013-05-14,519288243.1678736,518251165.3771021
2013-05-15,524201143.1678736,523463715.3771021
2013-05-16,532456543.1678736,532112215.3771021
2013-05-17,531319743.1678736,530856315.3771021
2013-05-20,531251993.1678736,531349015.3771021
2013-05-21,530565843.1678736,530060765.3771021
2013-05-22,531450793.1678736,530857565.3771021
2013-05-23,521837293.1678736,521089965.3771021
2013-05-24,518702937.10418075,518049130.9748897
2013-05-27,523921887.10418075,523663680.9748897
2013-05-28,523821787.10418075,523319130.9748897
2013-05-29,527134280.9265619,526627473.3844716
2013-05-30,520008280.9265619,519507023.3844716
2013-05-31,525350630.9265619,524998073.3844716
2013-06-03,517680680.9265619,517186623.3844716
2013-06-04,516146680.9265619,515453773.3844716
2013-06-05,515160980.9265619,513795476.95008135
2013-06-06,510224767.4493439,508940576.95008135
2013-06-07,511937517.4493439,510879626.95008135
2013-06-10,515085367.4493439,514417176.95008135
2013-06-11,512941817.4493439,511952826.95008135
2013-06-13,503890417.4493439,502732976.95008135
2013-06-14,503302617.4493439,501901676.95008135
2013-06-17,504764567.4493439,503448626.95008135
2013-06-18,506753185.8965453,505135219.9142247
2013-06-19,504741935.8965453,503120119.9142247
2013-06-20,501260885.8965453,500191019.9142247
2013-06-21,497111585.8965453,496488719.9142247
2013-06-24,494923285.8965453,493625969.9142247
2013-06-25,491466635.8965453,490405119.9142247
2013-06-26,496123484.04325765,494849157.91571456
2013-06-27,497437881.70286417,496402468.8306934
2013-06-28,509743831.70286417,508784818.8306934
2013-07-01,507163031.70286417,506559618.8306934
2013-07-02,507294631.70286417,506514618.8306934
2013-07-03,505663081.70286417,505163668.8306934
2013-07-04,505565531.70286417,505729118.8306934
2013-07-05,508322181.70286417,508058618.8306934
2013-07-08,505587881.70286417,505514168.8306934
2013-07-09,511272331.70286417,511348268.8306934
2013-07-10,515759531.70286417,516603618.8306934
2013-07-11,523867231.70286417,525021068.8306934
2013-07-12,526237081.70286417,527180968.8306934
2013-07-15,528054681.70286417,528944568.8306934
2013-07-16,528388792.62076414,529161842.8743227
2013-07-17,532445652.04860616,533374500.0237414
2013-07-18,532394570.3252145,533170851.64161485
2013-07-19,529126970.3252145,529850101.64161485
2013-07-22,530783870.136039,531667565.8938958
2013-07-23,535561208.45331264,536471866.22865
2013-07-24,533999948.8895972,534829616.85419273
2013-07-25,531310790.0651845,531882830.9737267
2013-07-26,533051994.38680625,533641315.506107
2013-07-29,531573261.07859945,532473339.58497995
2013-07-30,534866711.0785994,536380439.58497995
2013-07-31,531842411.0785994,532659539.58497995
2013-08-01,533249911.07859945,534674239.58497995
2013-08-02,537830125.4291543,539326456.0575655
2013-08-05,538378637.3009641,539976778.5990013
2013-08-06,532769438.3009642,533706022.59900135
2013-08-07,528716227.0509642,529512940.09900135
2013-08-08,526740564.8009642,527830963.59900135
2013-08-09,523399873.33391076,524440223.210817
2013-08-12,526799272.33391076,527401429.210817
2013-08-13,525820784.58391076,525775155.710817
2013-08-14,525780691.2244134,525207298.0154677
2013-08-15,524191575.7244134,523600613.0154677
2013-08-16,525278928.395613,525038311.17527044
2013-08-19,524563895.895613,524137103.67527044
2013-08-20,523878490.645613,523300087.67527044
2013-08-22,522687421.37928814,522435004.48045343
2013-08-23,523146901.4196874,522655876.93275535
2013-08-26,524894269.4196874,524333489.43275535
2013-08-27,523644108.32905215,523310560.86231035
2013-08-28,522528926.26311827,521421448.64457434
2013-08-29,523372683.08411664,522147090.9015451
2013-08-30,529367678.7787642,527879829.64863384
2013-09-02,528564000.4762202,527202496.87563384
2013-09-03,533407401.2361333,532227230.20692337
2013-09-04,537492220.1163849,536977698.0989895
2013-09-05,538854165.5136443,537996032.972872
2013-09-06,538117044.7636443,537299681.972872
2013-09-09,537678507.0136443,536601658.47287196
2013-09-10,541608963.2636443,540770464.472872
2013-09-11,542531598.7636443,541361519.472872
2013-09-12,544424909.7636443,543446421.472872
2013-09-13,543350409.2636443,542557651.472872
2013-09-14,541173123.7636443,540327896.472872
2013-09-16,547890294.7636443,547601806.472872
2013-09-17,549025634.5136443,548756963.972872
2013-09-18,546945149.0136443,546784808.972872
2013-09-23,555242915.5136443,555473512.472872
2013-09-24,555096575.7636443,555609754.972872
2013-09-25,555587869.37878,556028146.5795523
2013-09-26,546455185.37878,546467000.5795523
2013-09-27,551467213.0800761,552065856.1034653
2013-09-30,545058250.0800761,545355500.6034653
2013-10-01,546104053.8300761,546757902.6034653
2013-10-02,543369541.5800761,543371776.1034653
2013-10-03,555138728.3300761,555798080.1034653
2013-10-04,556372945.8300761,557301422.6034653
2013-10-07,555805578.3300761,556767330.1034653
2013-10-08,559320597.0800761,560206002.1034653
2013-10-09,557173885.5800761,558362180.1034653
2013-10-11,557595686.0800761,558527350.1034653
2013-10-14,555394324.3370191,556632435.7841976
2013-10-15,559801608.5870191,561310516.2841976
2013-10-16,557783632.0870191,559368929.2841976
2013-10-17,557327981.532885,558461055.5881062
2013-10-18,558467481.532885,559831805.5881062
2013-10-21,555190230.3161273,555995941.7633059
2013-10-22,554403418.0661273,555241965.2633059
2013-10-23,555191450.5661273,556210672.7633059
2013-10-24,556845020.0661273,557821099.2633059
2013-10-25,553060097.5661273,554217625.2633059
2013-10-28,557878800.5661273,559583872.7633059
2013-10-29,555286227.8161273,556192164.2633059
2013-10-30,559150468.5661273,560402035.2633059
2013-10-31,560749977.0661273,562294059.7633059
2013-11-01,556300745.3161273,557395156.7633059
2013-11-04,551054604.0661273,551755715.7633059
2013-11-05,548388990.8161273,548870425.7633059
2013-11-06,548464212.0661273,548807070.2633059
2013-11-07,545392686.5661273,545393603.7633059
2013-11-08,546787520.172233,546880831.7818075
2013-11-11,542448375.672233,541909658.7818075
2013-11-12,545487265.672233,545850970.2818075
2013-11-13,539278480.922233,539402069.7818075
2013-11-14,539489780.922233,539610669.7818075
2013-11-15,541179904.672233,540819018.2818075
2013-11-18,541948105.172233,541875661.7818075
2013-11-19,543147101.922233,542837529.7818075
2013-11-20,541664796.922233,542109548.2818075
2013-11-21,535724824.67223305,535761363.7818076
2013-11-22,539954829.672233,540147045.2818075
2013-11-25,547134032.922233,547558951.7818075
2013-11-26,546950157.172233,547859295.7818075
2013-11-27,548200271.422233,548834956.2818075
2013-11-28,551635191.922233,552402146.2818075
2013-11-29,553013491.922233,554084246.2818075
2013-12-02,552245583.422233,553248771.7818075
2013-12-03,549937910.172233,550785943.2818075
2013-12-04,551741089.172233,552252857.7818075
2013-12-05,549827777.672233,550714685.7818075
2013-12-06,546775500.672233,547224855.2818075
2013-12-09,553507856.672233,554367500.2818075
2013-12-10,556153812.422233,557359036.2818075
2013-12-11,558275479.922233,559978078.7818075
2013-12-12,552204860.172233,553736793.2818075
2013-12-13,555764789.172233,557494957.7818075
2013-12-16,551978592.672233,553775050.7818075
2013-12-17,550743462.922233,552225381.7818075
2013-12-18,550907258.922233,551976618.7818075
2013-12-19,552343606.672233,552973150.2818075
2013-12-20,550548369.172233,550970337.7818075
2013-12-23,551775565.0821134,553001992.231025
2013-12-24,551446815.0821134,552597292.231025
2013-12-25,553201888.3321134,554357570.731025
2013-12-26,554203257.5821134,555372007.731025
2013-12-27,556145275.5821134,557170120.231025
2013-12-30,562257297.0821134,563269650.231025
2013-12-31,560451737.8321134,561798016.231025
2014-01-02,561035051.5821134,562519856.731025
2014-01-03,555623535.8321134,557007812.731025
2014-01-06,553718850.8321134,554792927.731025
2014-01-07,552602288.5821134,553481801.231025
2014-01-08,553479488.5821134,554587751.231025
2014-01-09,553871005.3321134,554450739.231025
2014-01-10,554109231.3321134,554568856.231025
2014-01-13,556010414.8321134,556682277.231025
2014-01-14,556607413.5821134,557276102.731025
2014-01-15,557647165.8607166,558592179.5396469
2014-01-16,558075601.4848286,559099777.6336919
2014-01-17,557292380.7348286,558282426.6336919
2014-01-20,558544577.4848286,559449194.6336919
2014-01-21,556187045.7348286,557098041.6336919
2014-01-22,558668994.9848286,559617737.1336919
2014-01-23,555968897.2348286,556898505.6336919
2014-01-24,558318783.2348286,558890080.6336919
2014-01-27,550155767.7348286,550448197.6336919
2014-02-05,538660167.2348286,538838803.1336919
2014-02-06,539467565.7348286,539781489.1336919
2014-02-07,542974062.9848286,543792250.6336919
2014-02-10,542577688.9848286,543044017.6336919
2014-02-11,543097838.9848286,543643267.6336919
2014-02-12,547306473.7348286,547559068.1336919
2014-02-13,545140410.9848286,545381721.6336919
2014-02-14,548078776.2348286,548152445.6336919
2014-02-17,547882638.4848286,547772922.1336919
2014-02-18,551833779.7348286,551814863.1336919
2014-02-19,551658347.2348286,551451055.6336919
2014-02-20,546942638.4848286,546600922.1336919
2014-02-21,553421759.4848286,553558982.1336919
2014-02-24,551166771.2348286,551078638.6336919
2014-02-25,549312909.7348286,549450716.6336919
2014-02-26,549119041.7348286,549626954.1336919
2014-02-27,552341636.4848286,552408743.1336919
2014-03-03,547160950.2348286,547127878.6336919
2014-03-04,544205319.9848286,544041939.6336919
2014-03-05,545694649.7348286,545543308.6336919
2014-03-06,550474203.2348286,550308576.1336919
2014-03-07,553558501.8921689,553903584.0234
2014-03-10,549530398.8921689,549478886.5234
2014-03-11,547324237.3921689,547267814.5234
2014-03-12,547902990.3921689,547559412.0234
2014-03-13,546274912.1415277,545652802.0243158
2014-03-14,543622782.3915277,542685583.0243158
2014-03-17,544776148.6415277,543871751.0243158
2014-03-18,546718288.1415277,546122019.0243158
2014-03-19,544485561.6415277,543889632.0243158
2014-03-20,539249832.6415277,538304817.5243158
2014-03-21,538805543.1415277,537230126.0243158
2014-03-24,540837594.1415277,539519389.5243158
2014-03-25,542105085.1415277,540887121.5243158
2014-03-26,543815073.3915277,542594565.0243158
2014-03-27,542111617.1415277,541106609.0243158
2014-03-28,547091488.1415277,546340119.0243158
2014-03-31,550483258.1415277,549726065.5243158
2014-04-01,551248619.1415277,550148567.5243158
2014-04-02,549428617.8915277,548214314.5243158
2014-04-03,550952558.6415277,549709535.5243158
2014-04-07,549291906.1415277,547849208.0243158
2014-04-08,551836489.8915277,550618368.5243158
2014-04-09,553438339.8915277,552598918.5243158
2014-04-10,555635050.8915277,554983770.5243158
2014-04-11,554965657.3915277,554392561.0243158
2014-04-14,554280243.6415277,553647270.5243158
2014-04-15,552613986.8915277,551982171.0243158
2014-04-16,551196986.3915277,550596901.0243158
2014-04-17,553830465.3915277,553202665.5243158
2014-04-18,554547023.8915277,553831840.0243158
2014-04-21,552477805.8915277,551678227.5243158
2014-04-22,552074361.1415277,551120343.5243158
2014-04-23,550612196.8915277,549780583.0243158
2014-04-24,551789059.1415277,551154159.5243158
2014-04-25,544994392.1859827,543812817.2196583
2014-04-28,546103773.1859827,545013510.7196583
2014-04-29,548585602.1859827,547314125.2196583
2014-04-30,543867416.9359827,542994504.7196583
2014-05-02,548835712.7103357,547911537.9861373
2014-05-05,547127118.0465155,546055858.3838764
2014-05-06,550305955.5874346,549535208.7481418
2014-05-07,550558300.3374346,549945792.7481418
2014-05-08,553070385.8374346,552350997.7481418
2014-05-09,551848973.5874346,551013071.2481418
2014-05-12,548553997.0874346,547569284.2481418
2014-05-13,549719898.3374346,549197708.7481418
2014-05-14,552668328.8374346,552058337.2481418
2014-05-15,553378871.8374346,553095626.7481418
2014-05-16,554001291.0874346,553584563.7481418
2014-05-19,554454661.8374346,553920114.7481418
2014-05-20,553263906.5874346,552748872.2481418
2014-05-21,551622517.8374346,550738635.2481418
2014-05-22,558088231.8374346,557711484.7481418
2014-05-23,560856973.8374346,560992930.2481418
2014-05-26,561583051.3546742,561985586.1271458
2014-05-27,563803315.2511132,564331221.4822823
2014-05-28,569907346.9804322,570722149.9930847
2014-05-29,569217140.4768336,569898494.6044482
2014-05-30,574368485.8485444,576067831.3104892
2014-06-03,574081602.9086087,575125151.0957184
2014-06-04,571062094.754362,571969652.9210852
2014-06-05,571162928.0065274,572336123.2717577
2014-06-06,572058771.5065274,573160682.7717577
2014-06-09,572555630.0065274,573557907.2717577
2014-06-10,577018092.8373175,578177859.515152
2014-06-11,575699163.0873175,576696340.515152
2014-06-12,576304085.8373175,577512249.015152
2014-06-13,576583291.5873175,577534685.015152
2014-06-16,576361132.5873175,577161167.015152
2014-06-17,577658195.5873175,577968653.015152
2014-06-18,578211695.5873175,578595703.015152
2014-06-19,578192038.3373175,578736303.015152
2014-06-20,574599706.0054026,574593563.37948
2014-06-23,577153091.5324757,577330491.6118447
2014-06-24,579991577.0324757,580370496.6118447
2014-06-25,581597976.2824757,581870342.1118447
2014-06-26,584855375.5324757,585168887.6118447
2014-06-27,585290220.7824757,585248191.6118447
2014-06-30,586089064.2824757,585827701.1118447
2014-07-01,587309188.2824757,587394134.1118447
2014-07-02,588219956.2824757,587862796.6118447
2014-07-03,585043897.5324757,584618213.1118447
2014-07-04,585579141.0324757,585083222.6118447
2014-07-07,584142893.2824757,583922991.1118447
2014-07-08,589691005.7824757,589976676.6118447
2014-07-09,590626720.0324757,590628637.1118447
2014-07-10,595737508.0324757,595646996.1118447
2014-07-11,591965068.0324757,591987729.6118447
2014-07-14,594593341.7824757,594363628.1118447
2014-07-15,601159433.0324757,601763269.1118447
2014-07-16,598960837.0324757,599630732.1118447
2014-07-17,601336273.3324757,601622248.6118447
2014-07-18,600895348.8324757,601251395.6118447
2014-07-21,601078938.3324757,601407163.6118447
2014-07-22,604896322.5824757,605293594.1118447
2014-07-24,608107115.0824757,608583009.6118447
2014-07-25,609935444.0824757,610392524.1118447
2014-07-28,617499908.0174394,617157594.133935
2014-07-29,612606000.7674394,612515748.133935
2014-07-30,616526329.0174394,615941258.133935
2014-07-31,611877518.2674394,611765440.633935
2014-08-01,606292078.6123558,605483665.1715987
2014-08-04,604426039.0155855,604436782.5428957
2014-08-05,590247653.9794035,589824418.3578511
2014-08-06,598207423.5714515,598373324.4044127
2014-08-07,600227258.5714515,600722209.4044127
2014-08-08,597383598.8714516,597781628.2044128
2014-08-11,601447928.7714516,602273694.1044128
2014-08-12,599287447.9714515,599858671.0544127
2014-08-13,605752574.3714516,606338292.4544128
2014-08-14,605996306.1714516,606504694.0930952
2014-08-15,603800800.085047,604315860.0013337
2014-08-18,600961585.685047,601624302.6013337
2014-08-19,609355666.485047,609969524.0513338
2014-08-20,615999796.285047,616487558.3513337
2014-08-21,620939831.285047,621649781.5013337
2014-08-22,630522427.085047,631592917.7013338
2014-08-25,628562266.285047,629267256.1013337
2014-08-26,627611752.485047,628657799.8013338
2014-08-27,631157450.8850471,632718292.4013337
2014-08-28,628555384.60891,629550226.6104672
2014-08-29,621450814.5117341,622554097.3370346
2014-09-01,626363553.617804,627536927.8343505
2014-09-02,620739032.3066761,621220737.3683134
2014-09-03,628670115.9066762,629481982.0183134
2014-09-04,628129686.1066761,628874775.2683134
2014-09-05,624371003.5066761,624473755.6683134
2014-09-09,625852025.3066761,625923110.7183135
2014-09-10,623288431.9066762,623348379.5183134
2014-09-11,623090536.1066761,622600622.3183134
2014-09-12,620402858.3066761,620144635.2183135
2014-09-15,619326749.906676,620014949.6183134
2014-09-16,611764877.3066761,611964148.4183134
2014-09-17,615714225.1066761,615616204.2683134
2014-09-18,618002018.5066761,617990135.4683135
2014-09-19,617702531.1066761,617721889.2683134
2014-09-22,613245116.3066761,613533259.3683134
2014-09-23,611471686.9066762,611724711.9183134
2014-09-24,612471942.9066762,612686446.9183134
2014-09-25,608205594.9066762,608172063.6183134
2014-09-26,606764539.8122681,607218925.3404078
2014-09-29,602188690.2294213,602071915.6615102
2014-09-30,601303715.9577111,601214336.7902303
2014-10-01,598952685.6537756,598711543.741674
2014-10-02,595011328.0376664,594725296.4951131
2014-10-03,606110831.0376664,606072118.7451133
2014-10-06,600625904.0376666,600725447.2951132
2014-10-07,600021082.4376664,600205271.1451132
2014-10-08,601358818.0376664,601633078.0951132
2014-10-09,605705318.2654074,606293747.7844049
2014-10-13,593044814.1959367,593149774.485048
2014-10-14,595178809.966047,595131085.2240586
2014-10-15,590251341.2567955,590252041.9291881
2014-10-16,588202513.8192915,588037968.6916841
2014-10-17,587094445.0503427,586799478.1545179
2014-10-20,589779392.1288816,589451671.5137708
2014-10-21,590272002.1967336,589975810.2631291
2014-10-22,591854893.9967337,591501381.1131291
2014-10-23,593988900.6714153,593737364.5058644
2014-10-24,593917880.6714153,593728148.7058643
2014-10-27,596643719.4714154,596971927.8058643
2014-10-28,601465115.4714154,601962694.4058644
2014-10-29,606292722.8714154,606971409.3558644
2014-10-30,606676252.8714154,607019440.6058644
2014-10-31,610452188.2714154,611127123.0558643
2014-11-03,607981438.6714153,608609132.3558644
2014-11-04,607351726.1328169,607967992.3628201
2014-11-05,606488565.0665259,606990170.0018189
2014-11-06,604406907.6023357,604598815.0633737
2014-11-07,600731743.8364938,600914465.8319935
2014-11-10,610107625.6802558,610800760.2538551
2014-11-11,608415011.0900693,608905570.5390644
2014-11-12,602032760.9468793,602851949.0893923
2014-11-13,605237861.7468792,605690242.2893922
2014-11-14,605786308.7345961,606191455.2008018
2014-11-17,599968146.7345961,599735988.1508018
2014-11-18,603334228.7885689,603376500.8462524
2014-11-19,607230353.6268505,607213243.6619537
2014-11-20,608889625.5976198,608577455.3205065
2014-11-21,607401087.9180485,607724705.913557
2014-11-24,608314685.4350921,608379791.2924306
2014-11-25,604629466.7825085,604898656.4912462
2014-11-26,604354337.3959594,604446560.3681439
2014-11-27,606977106.4061021,607262591.8842903
2014-11-28,608974584.1740326,609320312.7120215
2014-12-01,598761307.0802635,598558534.6527025
2014-12-02,590896502.6802635,589547210.0027024
2014-12-03,595695577.2179394,594131322.0579325
2014-12-04,602551611.0179393,601728844.1579325
2014-12-05,600398059.4179394,599449082.3579324
2014-12-08,599773504.6179394,598465052.8079325
2014-12-09,600211623.4179394,599131066.1079324
2014-12-10,593750513.2179394,592321238.3079325
2014-12-11,590374560.1020118,589292338.2242813
2014-12-12,591040073.6199875,590156737.4922571
2014-12-15,588099979.5525842,587074007.8439204
2014-12-16,589594842.3727579,588399096.6659917
2014-12-17,583803452.2810589,582676818.3229656
2014-12-18,588071223.4024292,586990846.0926335
2014-12-19,594886605.0024292,593609069.6426334
2014-12-22,595057605.0024292,593871569.6426334
2014-12-23,594461419.5747674,593577379.6140437
2014-12-24,599031497.4872307,598151381.3334222
2014-12-25,597544255.6015654,596598757.2714828
2014-12-26,599688531.7680866,598705962.2618265
2014-12-27,597719188.7237068,596703697.4992094
2014-12-29,601559899.9944043,600874221.9184158
2014-12-30,602051913.570423,601357569.9928521
2014-12-31,605057294.0017447,604183839.5155232
2015-01-05,599567723.3068149,598679907.8464605
2015-01-06,588511372.9068148,587328466.5964605
2015-01-07,586828837.6865796,585528357.0969276
2015-01-08,595444501.0074952,593979758.0612936
2015-01-09,596727489.8074951,595168137.1612936
2015-01-12,595626351.5173247,594099793.2293309
2015-01-13,601748550.4324329,600215321.84956
2015-01-14,595355089.0391848,594008704.4745762
2015-01-15,592635519.1269394,591165180.7839531
2015-01-16,592603758.1065323,590810305.1263125
2015-01-19,594984367.3065324,593274359.3263125
2015-01-20,594013328.5065324,592376230.2263124
2015-01-21,599798592.3182578,598232858.7860314
2015-01-22,602437686.1182578,601139899.2860315
2015-01-23,606707263.5182577,605345630.0360314
2015-01-26,606594274.7182578,605397000.9360315
2015-01-27,608852054.1182578,607717498.3860314
2015-01-28,607001896.7182578,605900883.4360313
2015-01-29,603246442.3182578,602089508.7860314
2015-01-30,602355405.9182578,600991083.2360314
2015-02-02,604643912.7182578,603737833.8860314
2015-02-03,603718161.3182578,602788103.9360315
2015-02-04,609448170.0114472,608801463.5185535
2015-02-05,611521661.2079875,611033444.2957076
2015-02-06,608745511.2079875,607893894.2957076
2015-02-09,604956424.0079876,603934372.5957077
2015-02-10,607775729.5364794,606925823.719584
2015-02-11,608178850.6030368,607327192.4535695
2015-02-12,609064048.8685203,608389374.1276941
2015-02-13,609299078.8685201,608784758.327694
2015-02-24,617706575.2685202,617633484.2276942
2015-02-25,621110082.6685202,621053999.1776942
2015-02-26,616485801.6685202,616260189.9276941
2015-03-02,610959970.4960941,610219205.3400565
2015-03-03,612378677.4030155,611993035.8967779
2015-03-04,612573914.8030155,612152985.046778
2015-03-05,608859766.8030155,608333001.7467779
2015-03-06,612920314.8030155,612586735.046778
2015-03-09,607315852.8030155,606811017.9967779
2015-03-10,606956564.0030155,606517788.896778
2015-03-11,605873570.6030154,605523357.6967779
2015-03-12,612225545.2030154,612300425.5967779
2015-03-13,609463611.2030154,609411776.046778
2015-03-16,607426495.8030155,607385112.3467779
2015-03-17,611016462.6030154,611082758.9467779
2015-03-18,617984435.8030155,618638146.8967779
2015-03-19,622165604.4030154,623080182.7467779
2015-03-20,620486840.4030155,621202848.9967779
2015-03-23,621190660.146117,622056297.6105747
2015-03-24,622422548.21964,623107832.7506107
2015-03-25,618618894.0196401,619164939.9506108
2015-03-26,618213124.81964,618573817.3506109
2015-03-27,612050833.5130131,612439989.7900058
2015-03-30,615972011.6820656,616860182.6627103
2015-03-31,620950902.0304565,622102776.1761107
2015-04-01,618725875.7424685,619799715.7190539
2015-04-02,622983748.1045189,623981978.8686669
2015-04-07,625197832.1045189,626231578.4186668
2015-04-08,621811237.3045189,622827317.2686669
2015-04-09,625553150.7045189,626479664.2686669
2015-04-10,627538514.7045189,628682348.0186669
2015-04-13,629783105.3045189,631122966.3686669
2015-04-14,630013539.7045189,631385125.2186669
2015-04-15,623303446.5045189,624501771.4686668
2015-04-16,628910795.9045188,630341134.7186668
2015-04-17,624866417.8575572,626069508.9490407
2015-04-20,625733066.0575572,626916069.6990407
2015-04-21,626824530.0575572,628032603.4490407
2015-04-22,629855475.2575572,631277173.8990407
2015-04-23,651790844.0575572,654807169.1490407
2015-04-24,653504057.6575571,656346793.5990406
2015-04-27,659328311.6575571,661274936.4990406
2015-04-28,661559436.2575572,663486204.3990407
2015-04-29,652974567.2575572,654802131.6990407
2015-04-30,647883183.2575573,649370482.1490407
2015-05-04,651130462.2575572,652340924.6990407
2015-05-05,649396143.6575571,650567438.8490406
2015-05-06,650443919.0575571,652090670.9490407
2015-05-07,643255051.6575572,645099458.5990406
2015-05-08,644467024.8575572,646215296.5490407
2015-05-11,643297814.0575572,644864684.9490407
2015-05-12,646114203.8575572,647633484.6990407
2015-05-13,650248228.2575572,652025220.7490406
2015-05-14,637409993.8575572,638637084.3490406
2015-05-15,639072567.6575571,640776109.0490407
2015-05-18,643099273.6973832,644994774.5205618
2015-05-19,645054267.0973831,646792805.7205619
2015-05-20,644101828.5093081,646143515.3679368
2015-05-21,635914799.3093082,637395845.3679368
2015-05-22,637890667.5093081,639162321.9179368
2015-05-25,635187030.8032228,636287030.4020702
2015-05-26,640272033.6032227,641827793.2520702
2015-05-27,642317714.8032228,644067079.9520702
2015-05-28,640212019.6032227,641796059.5020702
2015-05-29,641100745.9397446,643051008.6996461
2015-06-01,637917769.7397447,639789630.4496461
2015-06-02,637477507.1397446,639300926.6496462
2015-06-03,636542469.7397447,638310730.4496461
