date,nav_base,nav_kd_mix_l75
2013-09-10,541608963.2636443,541782982.6101223
2013-09-11,542531598.7636443,542736682.6101223
2013-09-12,544424909.7636443,544613682.6101223
2013-09-13,543350409.2636443,543523782.6101223
2013-09-14,541173123.7636443,541342682.6101223
2013-09-16,547890294.7636443,548034782.6101223
2013-09-17,549025634.5136443,549147882.6101223
2013-09-18,546945149.0136443,547052682.6101223
2013-09-23,555242915.5136443,555316307.6101223
2013-09-24,555096575.7636443,555170407.6101223
2013-09-25,555587869.37878,555664237.8847574
2013-09-26,546455185.37878,546566337.8847574
2013-09-27,551467213.0800761,551548595.0860534
2013-09-30,545058250.0800761,545134270.0860534
2013-10-01,546104053.8300761,546169945.0860534
2013-10-02,543369541.5800761,543477145.0860534
2013-10-03,555138728.3300761,555230770.0860534
2013-10-04,556372945.8300761,556448245.0860534
2013-10-07,555805578.3300761,555875820.0860534
2013-10-08,559320597.0800761,559378095.0860534
2013-10-09,557173885.5800761,557210595.0860534
2013-10-11,557595686.0800761,557653245.0860534
2013-10-14,555394324.3370191,555443237.6012623
2013-10-15,559801608.5870191,559830537.6012623
2013-10-16,557783632.0870191,557812687.6012623
2013-10-17,557327981.532885,557386948.7971282
2013-10-18,558467481.532885,558510098.7971282
2013-10-21,555190230.3161273,555281173.5803705
2013-10-22,554403418.0661273,554486973.5803705
2013-10-23,555191450.5661273,555259048.5803705
2013-10-24,556845020.0661273,556902773.5803705
2013-10-25,553060097.5661273,553107923.5803705
2013-10-28,557878800.5661273,557897348.5803705
2013-10-29,555286227.8161273,555361998.5803705
2013-10-30,559150468.5661273,559205923.5803705
2013-10-31,560749977.0661273,560773848.5803705
2013-11-01,556300745.3161273,556365223.5803705
2013-11-04,551054604.0661273,551140248.5803705
2013-11-05,548388990.8161273,548459823.5803705
2013-11-06,548464212.0661273,548562723.5803705
2013-11-07,545392686.5661273,545479898.5803705
2013-11-08,546787520.172233,546883272.6864762
2013-11-11,542448375.672233,542569072.6864762
2013-11-12,545487265.672233,545571847.6864762
2013-11-13,539278480.922233,539378447.6864762
2013-11-14,539489780.922233,539589747.6864762
2013-11-15,541179904.672233,541319047.6864762
2013-11-18,541948105.172233,542090072.6864762
2013-11-19,543147101.922233,543292847.6864762
2013-11-20,541664796.922233,541762072.6864762
2013-11-21,535724824.67223305,535828822.6864763
2013-11-22,539954829.672233,540041897.6864762
2013-11-25,547134032.922233,547234547.6864762
2013-11-26,546950157.172233,547006372.6864762
2013-11-27,548200271.422233,548265322.6864762
2013-11-28,551635191.922233,551703272.6864762
2013-11-29,553013491.922233,553059772.6864762
2013-12-02,552245583.422233,552307097.6864762
2013-12-03,549937910.172233,550008447.6864762
2013-12-04,551741089.172233,551837572.6864762
2013-12-05,549827777.672233,549897922.6864762
2013-12-06,546775500.672233,546859297.6864762
2013-12-09,553507856.672233,553582147.6864762
2013-12-10,556153812.422233,556203122.6864762
2013-12-11,558275479.922233,558291697.6864762
2013-12-12,552204860.172233,552226347.6864762
2013-12-13,555764789.172233,555774072.6864762
2013-12-16,551978592.672233,551978672.6864762
2013-12-17,550743462.922233,550758347.6864762
2013-12-18,550907258.922233,550953997.6864762
2013-12-19,552343606.672233,552434247.6864762
2013-12-20,550548369.172233,550640972.6864762
2013-12-23,551775565.0821134,551818668.630841
2013-12-24,551446815.0821134,551495368.630841
2013-12-25,553201888.3321134,553252218.630841
2013-12-26,554203257.5821134,554264993.630841
2013-12-27,556145275.5821134,556222418.630841
2013-12-30,562257297.0821134,562351918.630841
2013-12-31,560451737.8321134,560556793.630841
2014-01-02,561035051.5821134,561116793.630841
2014-01-03,555623535.8321134,555695218.630841
2014-01-06,553718850.8321134,553807668.630841
2014-01-07,552602288.5821134,552700268.630841
2014-01-08,553479488.5821134,553561068.630841
2014-01-09,553871005.3321134,553987343.630841
2014-01-10,554109231.3321134,554226243.630841
2014-01-13,556010414.8321134,556135493.630841
2014-01-14,556607413.5821134,556724943.630841
2014-01-15,557647165.8607166,557755852.1594442
2014-01-16,558075601.4848286,558179033.7172737
2014-01-17,557292380.7348286,557404108.7172737
2014-01-20,558544577.4848286,558648833.7172737
2014-01-21,556187045.7348286,556299358.7172737
2014-01-22,558668994.9848286,558772758.7172737
2014-01-23,555968897.2348286,556061458.7172737
2014-01-24,558318783.2348286,558447008.7172737
2014-01-27,550155767.7348286,550267708.7172737
2014-02-05,538660167.2348286,538760233.7172737
2014-02-06,539467565.7348286,539576533.7172737
2014-02-07,542974062.9848286,543057333.7172737
2014-02-10,542577688.9848286,542678033.7172737
2014-02-11,543097838.9848286,543193033.7172737
2014-02-12,547306473.7348286,547424783.7172737
2014-02-13,545140410.9848286,545252333.7172737
2014-02-14,548078776.2348286,548218458.7172737
2014-02-17,547882638.4848286,548040708.7172737
2014-02-18,551833779.7348286,551992333.7172737
2014-02-19,551658347.2348286,551833058.7172737
2014-02-20,546942638.4848286,547116908.7172737
2014-02-21,553421759.4848286,553576408.7172737
2014-02-24,551166771.2348286,551340658.7172737
2014-02-25,549312909.7348286,549471808.7172737
2014-02-26,549119041.7348286,549246683.7172737
2014-02-27,552341636.4848286,552472908.7172737
2014-03-03,547160950.2348286,547316558.7172737
2014-03-04,544205319.9848286,544360283.7172737
2014-03-05,545694649.7348286,545857258.7172737
2014-03-06,550474203.2348286,550650833.7172737
2014-03-07,553558501.8921689,553711386.1120422
2014-03-10,549530398.8921689,549701561.1120422
2014-03-11,547324237.3921689,547496861.1120422
2014-03-12,547902990.3921689,548105936.1120422
2014-03-13,546274912.1415277,546491593.361401
2014-03-14,543622782.3915277,543853818.361401
2014-03-17,544776148.6415277,544999293.361401
2014-03-18,546718288.1415277,546924243.361401
2014-03-19,544485561.6415277,544697343.361401
2014-03-20,539249832.6415277,539484368.361401
2014-03-21,538805543.1415277,539058793.361401
2014-03-24,540837594.1415277,541098618.361401
2014-03-25,542105085.1415277,542345918.361401
2014-03-26,543815073.3915277,544053468.361401
2014-03-27,542111617.1415277,542332543.361401
2014-03-28,547091488.1415277,547308943.361401
2014-03-31,550483258.1415277,550689718.361401
2014-04-01,551248619.1415277,551477518.361401
2014-04-02,549428617.8915277,549666193.361401
2014-04-03,550952558.6415277,551196968.361401
2014-04-07,549291906.1415277,549542693.361401
2014-04-08,551836489.8915277,552068443.361401
2014-04-09,553438339.8915277,553642993.361401
2014-04-10,555635050.8915277,555823343.361401
2014-04-11,554965657.3915277,555153618.361401
2014-04-14,554280243.6415277,554485868.361401
2014-04-15,552613986.8915277,552793618.361401
2014-04-16,551196986.3915277,551372168.361401
2014-04-17,553830465.3915277,554009493.361401
2014-04-18,554547023.8915277,554721918.361401
2014-04-21,552477805.8915277,552654143.361401
2014-04-22,552074361.1415277,552259668.361401
2014-04-23,550612196.8915277,550799768.361401
2014-04-24,551789059.1415277,551967618.361401
2014-04-25,544994392.1859827,545204517.6558559
2014-04-28,546103773.1859827,546323442.6558559
2014-04-29,548585602.1859827,548820367.6558559
2014-04-30,543867416.9359827,544069267.6558559
2014-05-02,548835712.7103357,549050779.9786755
2014-05-05,547127118.0465155,547357784.159302
2014-05-06,550305955.5874346,550506408.9552639
2014-05-07,550558300.3374346,550750033.9552639
2014-05-08,553070385.8374346,553276733.9552639
2014-05-09,551848973.5874346,552058933.9552639
2014-05-12,548553997.0874346,548780933.9552639
2014-05-13,549719898.3374346,549921383.9552639
2014-05-14,552668328.8374346,552859508.9552639
2014-05-15,553378871.8374346,553538383.9552639
2014-05-16,554001291.0874346,554183358.9552639
2014-05-19,554454661.8374346,554639633.9552639
2014-05-20,553263906.5874346,553471833.9552639
2014-05-21,551622517.8374346,551835858.9552639
2014-05-22,558088231.8374346,558271633.9552639
2014-05-23,560856973.8374346,561016258.9552639
2014-05-26,561583051.3546742,561720954.8306191
2014-05-27,563803315.2511132,563938883.9725431
2014-05-28,569907346.9804322,570025223.6928083
2014-05-29,569217140.4768336,569356494.4110175
2014-05-30,574368485.8485444,574465688.3689451
2014-06-03,574081602.9086087,574208728.1771687
2014-06-04,571062094.754362,571203872.1997976
2014-06-05,571162928.0065274,571285765.3795902
2014-06-06,572058771.5065274,572177940.3795902
2014-06-09,572555630.0065274,572677865.3795902
2014-06-10,577018092.8373175,577146311.1670303
2014-06-11,575699163.0873175,575830386.1670303
2014-06-12,576304085.8373175,576413186.1670303
2014-06-13,576583291.5873175,576703711.1670303
2014-06-16,576361132.5873175,576489361.1670303
2014-06-17,577658195.5873175,577790311.1670303
2014-06-18,578211695.5873175,578340611.1670303
2014-06-19,578192038.3373175,578332786.1670303
2014-06-20,574599706.0054026,574778904.3701315
2014-06-23,577153091.5324757,577324602.8972046
2014-06-24,579991577.0324757,580158102.8972046
2014-06-25,581597976.2824757,581762052.8972046
2014-06-26,584855375.5324757,585010302.8972046
2014-06-27,585290220.7824757,585480527.8972046
2014-06-30,586089064.2824757,586282202.8972046
2014-07-01,587309188.2824757,587491152.8972046
2014-07-02,588219956.2824757,588428727.8972046
2014-07-03,585043897.5324757,585254527.8972046
2014-07-04,585579141.0324757,585785902.8972046
2014-07-07,584142893.2824757,584325902.8972046
2014-07-08,589691005.7824757,589861277.8972046
2014-07-09,590626720.0324757,590807877.8972046
2014-07-10,595737508.0324757,595927627.8972046
2014-07-11,591965068.0324757,592162852.8972046
2014-07-14,594593341.7824757,594809302.8972046
2014-07-15,601159433.0324757,601341677.8972046
2014-07-16,598960837.0324757,599155227.8972046
2014-07-17,601336273.3324757,601551967.1972047
2014-07-18,600895348.8324757,601093767.1972047
2014-07-21,601078938.3324757,601297917.1972047
2014-07-22,604896322.5824757,605099517.1972047
2014-07-24,608107115.0824757,608327592.1972047
2014-07-25,609935444.0824757,610153767.1972047
2014-07-28,617499908.0174394,617796556.1757317
2014-07-29,612606000.7674394,612862731.1757317
2014-07-30,616526329.0174394,616795456.1757317
2014-07-31,611877518.2674394,612132656.1757317
2014-08-01,606292078.6123558,606747287.3254994
2014-08-04,604426039.0155855,604756888.6231542
2014-08-05,590247653.9794035,590564447.0629959
2014-08-06,598207423.5714515,598381861.30807
2014-08-07,600227258.5714515,600349411.30807
2014-08-08,597383598.8714516,597510837.30807
2014-08-11,601447928.7714516,601598710.30807
2014-08-12,599287447.9714515,599410936.80807
2014-08-13,605752574.3714516,605878014.80807
2014-08-14,605996306.1714516,606207791.80807
2014-08-15,603800800.085047,604023664.7400653
2014-08-18,600961585.685047,601102066.7400653
2014-08-19,609355666.485047,609456417.4900653
2014-08-20,615999796.285047,616057665.4900653
2014-08-21,620939831.285047,620909701.2400653
2014-08-22,630522427.085047,630583199.7400653
2014-08-25,628562266.285047,628660467.9900653
2014-08-26,627611752.485047,627639844.7400653
2014-08-27,631157450.8850471,631160778.4900653
2014-08-28,628555384.60891,628635035.818516
2014-08-29,621450814.5117341,621496901.7843056
2014-09-01,626363553.617804,626515476.1403755
2014-09-02,620739032.3066761,620980193.9292476
2014-09-03,628670115.9066762,628981404.4292476
2014-09-04,628129686.1066761,628423061.6792476
2014-09-05,624371003.5066761,624738087.4292476
2014-09-09,625852025.3066761,626289760.9292476
2014-09-10,623288431.9066762,623738504.9292476
2014-09-11,623090536.1066761,623582042.6792476
2014-09-12,620402858.3066761,620771305.1792476
2014-09-15,619326749.906676,619627529.6792476
2014-09-16,611764877.3066761,612080810.9292476
2014-09-17,615714225.1066761,616105964.6792476
2014-09-18,618002018.5066761,618373820.6792476
2014-09-19,617702531.1066761,618039747.6792476
2014-09-22,613245116.3066761,613600069.1792476
2014-09-23,611471686.9066762,611831046.4292476
2014-09-24,612471942.9066762,612791979.4292476
2014-09-25,608205594.9066762,608550215.6792476
2014-09-26,606764539.8122681,607081206.3348396
2014-09-29,602188690.2294213,602561220.2201004
2014-09-30,601303715.9577111,601648064.3193246
2014-10-01,598952685.6537756,599384782.4419518
2014-10-02,595011328.0376664,595569490.1137868
2014-10-03,606110831.0376664,606592036.8637868
2014-10-06,600625904.0376666,601120720.3637868
2014-10-07,600021082.4376664,600590237.8637868
2014-10-08,601358818.0376664,601905484.6137868
2014-10-09,605705318.2654074,606134367.1109419
2014-10-13,593044814.1959367,593501888.1437694
2014-10-14,595178809.966047,595672832.1138796
2014-10-15,590251341.2567955,590755762.4122
2014-10-16,588202513.8192915,588700557.7246959
2014-10-17,587094445.0503427,587520748.3856626
2014-10-20,589779392.1288816,590254986.8727999
2014-10-21,590272002.1967336,590708054.6906519
2014-10-22,591854893.9967337,592389725.4406519
2014-10-23,593988900.6714153,594546762.5153337
2014-10-24,593917880.6714153,594448265.2653337
2014-10-27,596643719.4714154,597097663.5153337
2014-10-28,601465115.4714154,601898491.0153337
2014-10-29,606292722.8714154,606684530.2653337
2014-10-30,606676252.8714154,607164414.0153337
2014-10-31,610452188.2714154,610857469.7653337
2014-11-03,607981438.6714153,608415939.7653337
2014-11-04,607351726.1328169,607776008.9273375
2014-11-05,606488565.0665259,606850428.271419
2014-11-06,604406907.6023357,604718600.1140018
2014-11-07,600731743.8364938,601104907.2489747
2014-11-10,610107625.6802558,610496506.3208363
2014-11-11,608415011.0900693,608824670.6708026
2014-11-12,602032760.9468793,602351748.2710809
2014-11-13,605237861.7468792,605638874.5210809
2014-11-14,605786308.7345961,606239799.7324903
2014-11-17,599968146.7345961,600501752.7324903
2014-11-18,603334228.7885689,603884069.5400407
2014-11-19,607230353.6268505,607796150.6788071
2014-11-20,608889625.5976198,609477257.6495763
2014-11-21,607401087.9180485,607985700.354396
2014-11-24,608314685.4350921,608908809.7499171
2014-11-25,604629466.7825085,605155850.700409
2014-11-26,604354337.3959594,604920926.16386
2014-11-27,606977106.4061021,607526417.5740026
2014-11-28,608974584.1740326,609477167.0242597
2014-12-01,598761307.0802635,599316587.2707121
2014-12-02,590896502.6802635,591508889.5207121
2014-12-03,595695577.2179394,596364342.8911442
2014-12-04,602551611.0179393,603202713.3911442
2014-12-05,600398059.4179394,600960647.1411442
2014-12-08,599773504.6179394,600410829.3911442
2014-12-09,600211623.4179394,600772630.3911442
2014-12-10,593750513.2179394,594416859.6411442
2014-12-11,590374560.1020118,590983114.9309047
2014-12-12,591040073.6199875,591693743.7909068
2014-12-15,588099979.5525842,588772438.2192872
2014-12-16,589594842.3727579,590215483.8142889
2014-12-17,583803452.2810589,584372776.4780195
2014-12-18,588071223.4024292,588707107.8933237
2014-12-19,594886605.0024292,595524632.1433237
2014-12-22,595057605.0024292,595681732.1433237
2014-12-23,594461419.5747674,595065276.3508748
2014-12-24,599031497.4872307,599588429.1559875
2014-12-25,597544255.6015654,598087335.7036629
2014-12-26,599688531.7680866,600270302.3693255
2014-12-27,597719188.7237068,598307248.5052487
2014-12-29,601559899.9944043,602130821.6918687
2014-12-30,602051913.570423,602662550.475333
2014-12-31,605057294.0017447,605621569.0566547
2015-01-05,599567723.3068149,600203541.1932595
2015-01-06,588511372.9068148,589127915.9432595
2015-01-07,586828837.6865796,587477274.277782
2015-01-08,595444501.0074952,596164364.763345
2015-01-09,596727489.8074951,597432013.013345
2015-01-12,595626351.5173247,596275352.3468063
2015-01-13,601748550.4324329,602408112.5350718
2015-01-14,595355089.0391848,595979474.67487
2015-01-15,592635519.1269394,593263501.8531606
2015-01-16,592603758.1065323,593228086.0450974
2015-01-19,594984367.3065324,595622001.5450974
2015-01-20,594013328.5065324,594667253.2950974
2015-01-21,599798592.3182578,600438485.1220948
2015-01-22,602437686.1182578,603050761.1220948
2015-01-23,606707263.5182577,607329247.6220948
2015-01-26,606594274.7182578,607217049.3720948
2015-01-27,608852054.1182578,609463472.1220948
2015-01-28,607001896.7182578,607634482.8720948
2015-01-29,603246442.3182578,603820785.1220948
2015-01-30,602355405.9182578,602921448.3720948
2015-02-02,604643912.7182578,605232702.3720948
2015-02-03,603718161.3182578,604288196.1220948
2015-02-04,609448170.0114472,610023878.501213
2015-02-05,611521661.2079875,612085022.8477533
2015-02-06,608745511.2079875,609368522.8477533
2015-02-09,604956424.0079876,605604740.8477533
2015-02-10,607775729.5364794,608346273.376245
2015-02-11,608178850.6030368,608697684.5608993
2015-02-12,609064048.8685203,609630896.1051058
2015-02-13,609299078.8685201,609815198.8551058
2015-02-24,617706575.2685202,618183896.3551058
2015-02-25,621110082.6685202,621558635.6051058
2015-02-26,616485801.6685202,616858246.6051058
2015-03-02,610959970.4960941,611528972.254344
2015-03-03,612378677.4030155,612849293.2542386
2015-03-04,612573914.8030155,613003335.2542386
2015-03-05,608859766.8030155,609307171.5042386
2015-03-06,612920314.8030155,613335285.2542386
2015-03-09,607315852.8030155,607772388.2542386
2015-03-10,606956564.0030155,607426340.0042386
2015-03-11,605873570.6030154,606341084.0042386
2015-03-12,612225545.2030154,612656789.0042386
2015-03-13,609463611.2030154,609903858.5042386
2015-03-16,607426495.8030155,607856919.0042386
2015-03-17,611016462.6030154,611375933.7542386
2015-03-18,617984435.8030155,618259382.5042386
2015-03-19,622165604.4030154,622397273.5042386
2015-03-20,620486840.4030155,620762790.2542386
2015-03-23,621190660.146117,621452689.3308136
2015-03-24,622422548.21964,622687253.3144374
2015-03-25,618618894.0196401,618926315.5644374
2015-03-26,618213124.81964,618572844.5644374
2015-03-27,612050833.5130131,612430762.0578104
2015-03-30,615972011.6820656,616328838.776863
2015-03-31,620950902.0304565,621226730.225254
2015-04-01,618725875.7424685,619065678.3872658
2015-04-02,622983748.1045189,623253279.0993162
2015-04-07,625197832.1045189,625474009.5993162
2015-04-08,621811237.3045189,622082447.3493162
2015-04-09,625553150.7045189,625846500.5993162
2015-04-10,627538514.7045189,627789333.8493162
2015-04-13,629783105.3045189,630027558.3493162
2015-04-14,630013539.7045189,630295108.8493162
2015-04-15,623303446.5045189,623575012.8493162
2015-04-16,628910795.9045188,629171132.8493162
2015-04-17,624866417.8575572,625109384.0680139
2015-04-20,625733066.0575572,625926807.8180139
2015-04-21,626824530.0575572,627000441.0680139
2015-04-22,629855475.2575572,630037423.3180139
2015-04-23,651790844.0575572,651715879.5680139
2015-04-24,653504057.6575571,653412542.8180139
2015-04-27,659328311.6575571,659307375.8180139
2015-04-28,661559436.2575572,661578980.8180139
2015-04-29,652974567.2575572,653078164.5680139
2015-04-30,647883183.2575573,648026334.0680139
2015-05-04,651130462.2575572,651417036.8180139
2015-05-05,649396143.6575571,649688345.8180139
2015-05-06,650443919.0575571,650626840.8180139
2015-05-07,643255051.6575572,643361759.8180139
2015-05-08,644467024.8575572,644603608.5680139
2015-05-11,643297814.0575572,643463726.8180139
2015-05-12,646114203.8575572,646254411.3180139
2015-05-13,650248228.2575572,650305756.3180139
2015-05-14,637409993.8575572,637607100.5680139
2015-05-15,639072567.6575571,639191529.3180139
2015-05-18,643099273.6973832,643235092.4349277
2015-05-19,645054267.0973831,645199798.4349277
2015-05-20,644101828.5093081,644255188.4545866
2015-05-21,635914799.3093082,636102425.7045866
2015-05-22,637890667.5093081,638081146.7045866
2015-05-25,635187030.8032228,635403616.6485013
2015-05-26,640272033.6032227,640381948.1485013
2015-05-27,642317714.8032228,642449197.1485013
2015-05-28,640212019.6032227,640330264.8985013
2015-05-29,641100745.9397446,641125636.0508714
2015-06-01,637917769.7397447,638031995.8008714
2015-06-02,637477507.1397446,637634218.8008714
2015-06-03,636542469.7397447,636671345.8008714
2015-06-04,625889032.1397446,626097238.5508714
2015-06-05,624165842.9397446,624412720.3008714
2015-06-08,630559539.0783255,630710338.4137461
2015-06-09,625183512.895317,625433642.6902457
2015-06-10,630508713.4742758,630651458.1317822
2015-06-11,628120548.7476139,628323774.1551203
2015-06-12,630904861.9180535,631058800.2755599
2015-06-15,628099249.1376489,628246200.4451554
2015-06-16,627315254.2774712,627408910.2534053
2015-06-17,623342476.2774712,623504643.7534053
2015-06-18,626897230.0774711,627046561.5034053
2015-06-22,632459089.4774711,632648637.0034053
2015-06-23,633098062.7199988,633253423.9885516
2015-06-24,635679123.6718802,635806779.0265024
2015-06-25,637601077.1109691,637723892.425437
2015-06-26,636731144.829666,636909568.807529
2015-06-29,629782980.7988884,629980143.0201259
2015-06-30,631369701.4801708,631569525.7188072
2015-07-01,635317157.4801708,635439758.7188072
2015-07-02,634518744.8801708,634683631.7188072
2015-07-03,636121963.4801708,636282572.7188072
2015-07-06,630454723.8878976,630603054.6481689
2015-07-07,631853542.8656694,632064925.068546
2015-07-08,619857599.8686169,620186810.3714936
2015-07-09,618390171.0146625,618632765.9266995
2015-07-13,623342959.8855467,623573301.8495538
2015-07-14,627369477.9948504,627535319.9588575
2015-07-15,630424014.0009288,630558420.0882825
2015-07-16,635130311.5784068,635232920.7031102
2015-07-17,631628265.5110003,631937968.9255234
2015-07-20,630279970.3110002,630522686.6755234
2015-07-21,629267168.9110003,629529730.4255234
2015-07-22,629300339.5127343,629606180.2921928
2015-07-23,627811025.5127342,628186447.0421928
2015-07-24,628795744.3127342,629148098.0421928
2015-07-27,620043734.7127342,620513707.2921928
2015-07-28,619210452.1127342,619635533.0421928
2015-07-29,619407770.7127342,619840324.0421928
2015-07-30,627881354.5127343,628267344.5421928
2015-07-31,633534748.7127342,633805643.5421928
2015-08-03,632103176.9127342,632296434.3421928
2015-08-04,638150706.6627342,638331294.4921929
2015-08-05,639343115.4127342,639478035.4421928
2015-08-06,633075265.9127342,633124306.8921928
2015-08-07,630335955.0127342,630367752.2921928
2015-08-10,628299230.2127342,628352387.2921928
2015-08-11,623297327.3127342,623417682.9421928
2015-08-12,610144025.4127342,610447342.8921928
2015-08-13,613789070.6627343,613989510.0921928
2015-08-14,614662690.2863817,614890737.951962
2015-08-17,610747386.4363817,610908136.001962
2015-08-18,604484020.3863817,604686568.801962
2015-08-19,591460746.2863817,591759910.4019619
2015-08-20,591856181.5863817,592303915.301962
2015-08-21,585541656.0363817,586000865.4019619
2015-08-24,573165407.6863817,573538400.451962
2015-08-25,581528761.9863816,581764131.151962
2015-08-26,583188251.5797801,583479965.101962
2015-08-27,588277263.92978,588550065.202645
2015-08-28,596961862.62978,596989934.752645
2015-08-31,605034338.87978,605121555.502645
2015-09-01,594729552.8297801,594936867.052645
2015-09-02,593968102.8297801,594195217.052645
2015-09-03,598259817.77978,598436967.152645
2015-09-04,595171689.62978,595332376.152645
2015-09-07,597541065.62978,597662091.902645
2015-09-08,592864911.4797801,592997585.152645
2015-09-09,604856355.3297801,604760709.802645
2015-09-10,606384928.9474401,606376290.5445123
2015-09-11,607718994.4974402,607674400.2445122
2015-09-14,606516341.4787949,606506344.259581
2015-09-15,605592835.2787949,605594023.509581
2015-09-16,607088489.0287949,607031514.209581
2015-09-17,612302373.0287949,612278138.6595811
2015-09-18,613571688.2787949,613576093.559581
2015-09-21,602577358.9787949,602696802.959581
2015-09-22,606936841.2287949,606783889.259581
2015-09-23,595012418.6787949,594977696.509581
2015-09-24,594405407.9287949,594380035.659581
2015-09-25,590243523.328795,590209651.609581
2015-09-30,593265262.3787949,593169364.509581
2015-10-01,595577205.2287949,595505733.3095809
2015-10-02,597197661.6287949,597172443.859581
2015-10-05,596215187.2287949,596099443.5595809
2015-10-06,598087927.8787949,598000554.609581
