date,nav_base,nav_kd_mix_l25
2013-09-10,541608963.2636443,541785511.3378965
2013-09-11,542531598.7636443,542802635.8378965
2013-09-12,544424909.7636443,544633727.8378965
2013-09-13,543350409.2636443,543502428.3378965
2013-09-14,541173123.7636443,541316903.8378965
2013-09-16,547890294.7636443,547947052.8378965
2013-09-17,549025634.5136443,549011220.5878965
2013-09-18,546945149.0136443,546887996.0878965
2013-09-23,555242915.5136443,555067983.5878965
2013-09-24,555096575.7636443,554923815.8378965
2013-09-25,555587869.37878,555428054.4530321
2013-09-26,546455185.37878,546420179.4530321
2013-09-27,551467213.0800761,551322886.1543282
2013-09-30,545058250.0800761,544903017.1543282
2013-10-01,546104053.8300761,545913053.9043282
2013-10-02,543369541.5800761,543307187.6543282
2013-10-03,555138728.3300761,555022214.4043282
2013-10-04,556372945.8300761,556197651.9043282
2013-10-07,555805578.3300761,555620064.4043282
2013-10-08,559320597.0800761,559085961.1543282
2013-10-09,557173885.5800761,556875669.6543282
2013-10-11,557595686.0800761,557371519.1543282
2013-10-14,555394324.3370191,555145661.6055973
2013-10-15,559801608.5870191,559473311.8555973
2013-10-16,557783632.0870191,557445845.3555973
2013-10-17,557327981.532885,557090027.6154865
2013-10-18,558467481.532885,558177777.6154865
2013-10-21,555190230.3161273,555052330.2626443
2013-10-22,554403418.0661273,554238864.0126443
2013-10-23,555191450.5661273,554982826.5126443
2013-10-24,556845020.0661273,556601848.0126443
2013-10-25,553060097.5661273,552798664.5126443
2013-10-28,557878800.5661273,557515076.5126443
2013-10-29,555286227.8161273,555117317.7626443
2013-10-30,559150468.5661273,558904713.5126443
2013-10-31,560749977.0661273,560411543.0126443
2013-11-01,556300745.3161273,556090805.2626443
2013-11-04,551054604.0661273,550916410.0126443
2013-11-05,548388990.8161273,548213515.7626443
2013-11-06,548464212.0661273,548366740.0126443
2013-11-07,545392686.5661273,545264879.5126443
2013-11-08,546787520.172233,546681528.7730772
2013-11-11,542448375.672233,542437746.2730772
2013-11-12,545487265.672233,545360532.2730772
2013-11-13,539278480.922233,539209682.5230772
2013-11-14,539489780.922233,539420982.5230772
2013-11-15,541179904.672233,541236040.2730772
2013-11-18,541948105.172233,541993368.7730772
2013-11-19,543147101.922233,543215931.5230772
2013-11-20,541664796.922233,541586985.5230772
2013-11-21,535724824.67223305,535662112.2730773
2013-11-22,539954829.672233,539831758.2730772
2013-11-25,547134032.922233,547026573.5230772
2013-11-26,546950157.172233,546726602.7730772
2013-11-27,548200271.422233,548010553.0230772
2013-11-28,551635191.922233,551439952.5230772
2013-11-29,553013491.922233,552749252.5230772
2013-12-02,552245583.422233,552022523.0230772
2013-12-03,549937910.172233,549750314.7730772
2013-12-04,551741089.172233,551627543.7730772
2013-12-05,549827777.672233,549633202.2730772
2013-12-06,546775500.672233,546634807.2730772
2013-12-09,553507856.672233,553318331.2730772
2013-12-10,556153812.422233,555884052.0230772
2013-12-11,558275479.922233,557895239.5230772
2013-12-12,552204860.172233,551862014.7730772
2013-12-13,555764789.172233,555375243.7730772
2013-12-16,551978592.672233,551573727.2730772
2013-12-17,550743462.922233,550387923.5230772
2013-12-18,550907258.922233,550630890.5230772
2013-12-19,552343606.672233,552205831.2730772
2013-12-20,550548369.172233,550445493.7730772
2013-12-23,551775565.0821134,551501313.7222947
2013-12-24,551446815.0821134,551189863.7222947
2013-12-25,553201888.3321134,552943821.9722947
2013-12-26,554203257.5821134,553997383.2222947
2013-12-27,556145275.5821134,555989170.2222947
2013-12-30,562257297.0821134,562157018.7222947
2013-12-31,560451737.8321134,560388179.4722947
2014-01-02,561035051.5821134,560896530.2222947
2014-01-03,555623535.8321134,555452352.4722947
2014-01-06,553718850.8321134,553613527.4722947
2014-01-07,552602288.5821134,552522261.2222947
2014-01-08,553479488.5821134,553347561.2222947
2014-01-09,553871005.3321134,553838323.9722947
2014-01-10,554109231.3321134,554080090.9722947
2014-01-13,556010414.8321134,555999681.4722947
2014-01-14,556607413.5821134,556559657.2222947
2014-01-15,557647165.8607166,557577478.7809166
2014-01-16,558075601.4848286,557988492.1082462
2014-01-17,557292380.7348286,557220046.3582462
2014-01-20,558544577.4848286,558461059.1082462
2014-01-21,556187045.7348286,556128571.3582462
2014-01-22,558668994.9848286,558578546.6082462
2014-01-23,555968897.2348286,555843505.8582462
2014-01-24,558318783.2348286,558310429.8582462
2014-01-27,550155767.7348286,550122548.3582462
2014-02-05,538660167.2348286,538600370.8582462
2014-02-06,539467565.7348286,539440086.3582462
2014-02-07,542974062.9848286,542855527.6082462
2014-02-10,542577688.9848286,542514644.6082462
2014-02-11,543097838.9848286,543017494.6082462
2014-02-12,547306473.7348286,547288994.3582462
2014-02-13,545140410.9848286,545091428.6082462
2014-02-14,548078776.2348286,548109706.8582462
2014-02-17,547882638.4848286,547974773.1082462
2014-02-18,551833779.7348286,551922918.3582462
2014-02-19,551658347.2348286,551792455.8582462
2014-02-20,546942638.4848286,547086673.1082462
2014-02-21,553421759.4848286,553495972.1082462
2014-02-24,551166771.2348286,551297288.8582462
2014-02-25,549312909.7348286,549396897.3582462
2014-02-26,549119041.7348286,549101260.3582462
2014-02-27,552341636.4848286,552330324.1082462
2014-03-03,547160950.2348286,547240189.8582462
2014-03-04,544205319.9848286,544277286.6082462
2014-03-05,545694649.7348286,545786290.3582462
2014-03-06,550474203.2348286,550606751.8582462
2014-03-07,553558501.8921689,553615764.8743836
2014-03-10,549530398.8921689,549655502.8743836
2014-03-11,547324237.3921689,547455261.3743836
2014-03-12,547902990.3921689,548121423.3743836
2014-03-13,546274912.1415277,546538206.1237423
2014-03-14,543622782.3915277,543935252.3737423
2014-03-17,544776148.6415277,545044765.6237423
2014-03-18,546718288.1415277,546950123.1237423
2014-03-19,544485561.6415277,544726356.6237423
2014-03-20,539249832.6415277,539571827.6237423
2014-03-21,538805543.1415277,539197291.1237423
2014-03-24,540837594.1415277,541240869.1237423
2014-03-25,542105085.1415277,542456911.1237423
2014-03-26,543815073.3915277,544162894.3737423
2014-03-27,542111617.1415277,542396974.1237423
2014-03-28,547091488.1415277,547358523.1237423
2014-03-31,550483258.1415277,550720694.1237423
2014-04-01,551248619.1415277,551545686.1237423
2014-04-02,549428617.8915277,549783497.8737423
2014-04-03,550952558.6415277,551316643.6237423
2014-04-07,549291906.1415277,549693981.1237423
2014-04-08,551836489.8915277,552153481.8737423
2014-04-09,553438339.8915277,553668781.8737423
2014-04-10,555635050.8915277,555803373.8737423
2014-04-11,554965657.3915277,555137269.3737423
2014-04-14,554280243.6415277,554509418.6237423
2014-04-15,552613986.8915277,552774169.8737423
2014-04-16,551196986.3915277,551335120.3737423
2014-04-17,553830465.3915277,553973249.3737423
2014-04-18,554547023.8915277,554683378.8737423
2014-04-21,552477805.8915277,552616441.8737423
2014-04-22,552074361.1415277,552231763.1237423
2014-04-23,550612196.8915277,550770462.8737423
2014-04-24,551789059.1415277,551921929.1237423
2014-04-25,544994392.1859827,545233658.1681973
2014-04-28,546103773.1859827,546382686.1681973
2014-04-29,548585602.1859827,548904115.1681973
2014-04-30,543867416.9359827,544083515.9181973
2014-05-02,548835712.7103357,549081829.6916337
2014-05-05,547127118.0465155,547428029.4627608
2014-05-06,550305955.5874346,550511961.2282065
2014-05-07,550558300.3374346,550745389.9782065
2014-05-08,553070385.8374346,553300664.4782065
2014-05-09,551848973.5874346,552087148.2282065
2014-05-12,548553997.0874346,548836081.7282065
2014-05-13,549719898.3374346,549934655.9782065
2014-05-14,552668328.8374346,552838619.4782065
2014-05-15,553378871.8374346,553436974.4782065
2014-05-16,554001291.0874346,554145935.7282065
2014-05-19,554454661.8374346,554618931.4782065
2014-05-20,553263906.5874346,553481689.2282065
2014-05-21,551622517.8374346,551872677.4782065
2014-05-22,558088231.8374346,558225581.4782065
2014-05-23,560856973.8374346,560918701.4782065
2014-05-26,561583051.3546742,561583100.6051977
2014-05-27,563803315.2511132,563792996.7092245
2014-05-28,569907346.9804322,569826722.165776
2014-05-29,569217140.4768336,569194875.0326867
2014-05-30,574368485.8485444,574172949.2342246
2014-06-03,574081602.9086087,573988546.872579
2014-06-04,571062094.754362,571047709.6896576
2014-06-05,571162928.0065274,571072914.6437448
2014-06-06,572058771.5065274,571952669.1437448
2014-06-09,572555630.0065274,572465348.6437448
2014-06-10,577018092.8373175,576936877.4828007
2014-06-11,575699163.0873175,575630173.7328007
2014-06-12,576304085.8373175,576152132.4828007
2014-06-13,576583291.5873175,576466453.2328007
2014-06-16,576361132.5873175,576281245.2328007
2014-06-17,577658195.5873175,577583021.2328007
2014-06-18,578211695.5873175,578125971.2328007
2014-06-19,578192038.3373175,578147265.9828007
2014-06-20,574599706.0054026,574703075.9123415
2014-06-23,577153091.5324757,577210669.4394146
2014-06-24,579991577.0324757,580029643.9394146
2014-06-25,581597976.2824757,581623419.1894146
2014-06-26,584855375.5324757,584846994.4394146
2014-06-27,585290220.7824757,585408922.6894146
2014-06-30,586089064.2824757,586212927.1894146
2014-07-01,587309188.2824757,587396110.1894146
2014-07-02,588219956.2824757,588393347.1894146
2014-07-03,585043897.5324757,585233364.4394146
2014-07-04,585579141.0324757,585752568.9394146
2014-07-07,584142893.2824757,584242178.1894146
2014-07-08,589691005.7824757,589735547.6894146
2014-07-09,590626720.0324757,590711597.9394146
2014-07-10,595737508.0324757,595857205.9394146
2014-07-11,591965068.0324757,592125734.9394146
2014-07-14,594593341.7824757,594812092.6894146
2014-07-15,601159433.0324757,601266687.9394146
2014-07-16,598960837.0324757,599126470.9394146
2014-07-17,601336273.3324757,601563426.2394146
2014-07-18,600895348.8324757,601062393.7394146
2014-07-21,601078938.3324757,601327251.2394146
2014-07-22,604896322.5824757,605079051.4894146
2014-07-24,608107115.0824757,608351620.9894146
2014-07-25,609935444.0824757,610165599.9894146
2014-07-28,617499908.0174394,618004351.7480568
2014-07-29,612606000.7674394,612956082.4980568
2014-07-30,616526329.0174394,616893836.7480568
2014-07-31,611877518.2674394,612214369.9980568
2014-08-01,606292078.6123558,606934475.4860843
2014-08-04,604426039.0155855,604794254.4247829
2014-08-05,590247653.9794035,590574720.9291044
2014-08-06,598207423.5714515,598079206.1294612
2014-08-07,600227258.5714515,599929781.1294612
2014-08-08,597383598.8714516,597111040.9294612
2014-08-11,601447928.7714516,601262649.8294612
2014-08-12,599287447.9714515,599016250.7794611
2014-08-13,605752574.3714516,605479630.1794612
2014-08-14,605996306.1714516,605977223.0294611
2014-08-15,603800800.085047,603818111.1548917
2014-08-18,600961585.685047,600711905.7548918
2014-08-19,609355666.485047,608958374.6548917
2014-08-20,615999796.285047,615447020.5548917
2014-08-21,620939831.285047,620094154.9548917
2014-08-22,630522427.085047,629968717.0548917
2014-08-25,628562266.285047,628112789.3048917
2014-08-26,627611752.485047,626958502.9548917
2014-08-27,631157450.8850471,630421066.1048917
2014-08-28,628555384.60891,628060301.6507852
2014-08-29,621450814.5117341,620872371.4825009
2014-09-01,626363553.617804,626117560.1885709
2014-09-02,620739032.3066761,620781789.5404084
2014-09-03,628670115.9066762,628923415.7904084
2014-09-04,628129686.1066761,628330963.1904083
2014-09-05,624371003.5066761,624806887.5404084
2014-09-09,625852025.3066761,626514628.5904083
2014-09-10,623288431.9066762,623997125.1904083
2014-09-11,623090536.1066761,623920506.3404083
2014-09-12,620402858.3066761,620839811.7404083
2014-09-15,619326749.906676,619566849.4404083
2014-09-16,611764877.3066761,612058336.4904083
2014-09-17,615714225.1066761,616225256.5904083
2014-09-18,618002018.5066761,618444809.9904083
2014-09-19,617702531.1066761,618023066.9904083
2014-09-22,613245116.3066761,613651079.9904083
2014-09-23,611471686.9066762,611892691.6904083
2014-09-24,612471942.9066762,612748202.0904083
2014-09-25,608205594.9066762,608565753.2404083
2014-09-26,606764539.8122681,607066377.1265094
2014-09-29,602188690.2294213,602673702.2134053
2014-09-30,601303715.9577111,601714674.7063376
2014-10-01,598952685.6537756,599643857.117725
2014-10-02,595011328.0376664,596119379.6016159
2014-10-03,606110831.0376664,606952981.5016159
2014-10-06,600625904.0376666,601521308.6516159
2014-10-07,600021082.4376664,601165746.3016158
2014-10-08,601358818.0376664,602443516.9016159
2014-10-09,605705318.2654074,606401579.0887002
2014-10-13,593044814.1959367,593849206.8692294
2014-10-14,595178809.966047,596104915.5434811
2014-10-15,590251341.2567955,591226679.7697079
2014-10-16,588202513.8192915,589157741.3087667
2014-10-17,587094445.0503427,587796284.6807101
2014-10-20,589779392.1288816,590647858.9261091
2014-10-21,590272002.1967336,590998459.7677729
2014-10-22,591854893.9967337,592894919.467773
2014-10-23,593988900.6714153,595099685.7635744
2014-10-24,593917880.6714153,594944417.1135743
2014-10-27,596643719.4714154,597439725.0635743
2014-10-28,601465115.4714154,602178922.7635744
2014-10-29,606292722.8714154,606871291.2635744
2014-10-30,606676252.8714154,607578115.7635744
2014-10-31,610452188.2714154,611080214.4635743
2014-11-03,607981438.6714153,608694528.7635742
2014-11-04,607351726.1328169,608035007.9886279
2014-11-05,606488565.0665259,606987542.9418813
2014-11-06,604406907.6023357,604740276.2434441
2014-11-07,600731743.8364938,601270570.7373976
2014-11-10,610107625.6802558,610688121.3693159
2014-11-11,608415011.0900693,609065118.4057374
2014-11-12,602032760.9468793,602411234.4060158
2014-11-13,605237861.7468792,605874049.4560157
2014-11-14,605786308.7345961,606589286.3674253
2014-11-17,599968146.7345961,601023722.4174253
2014-11-18,603334228.7885689,604449257.910015
2014-11-19,607230353.6268505,608389916.5893588
2014-11-20,608889625.5976198,610094025.8372818
2014-11-21,607401087.9180485,608614047.071542
2014-11-24,608314685.4350921,609564597.8104858
2014-11-25,604629466.7825085,605666294.2546209
2014-11-26,604354337.3959594,605525190.430461
2014-11-27,606977106.4061021,608083460.3736472
2014-11-28,608974584.1740326,609928653.0309668
2014-12-01,598761307.0802635,599887551.9975921
2014-12-02,590896502.6802635,592191185.297592
2014-12-03,595695577.2179394,597172859.318024
2014-12-04,602551611.0179393,603979314.318024
2014-12-05,600398059.4179394,601544420.6680241
2014-12-08,599773504.6179394,601145896.468024
2014-12-09,600211623.4179394,601350235.7680241
2014-12-10,593750513.2179394,595230044.218024
2014-12-11,590374560.1020118,591681149.3805945
2014-12-12,591040073.6199875,592496808.0905964
2014-12-15,588099979.5525842,589616233.4593109
2014-12-16,589594842.3727579,590949745.7396172
2014-12-17,583803452.2810589,584991943.1079584
2014-12-18,588071223.4024292,589470611.6803808
2014-12-19,594886605.0024292,596287379.9803809
2014-12-22,595057605.0024292,596411579.9803809
2014-12-23,594461419.5747674,595770518.6706418
2014-12-24,599031497.4872307,600164811.4782043
2014-12-25,597544255.6015654,598642347.67939
2014-12-26,599688531.7680866,600905257.0291051
2014-12-27,597719188.7237068,598958609.676458
2014-12-29,601559899.9944043,602739720.7039504
2014-12-30,602051913.570423,603369674.6023062
2014-12-31,605057294.0017447,606218044.433628
2015-01-05,599567723.3068149,600960996.1120675
2015-01-06,588511372.9068148,589855631.7120674
2015-01-07,586828837.6865796,588270758.19659
2015-01-08,595444501.0074952,597106397.4585022
2015-01-09,596727489.8074951,598337805.4085021
2015-01-12,595626351.5173247,597060434.0655951
2015-01-13,601748550.4324329,603216656.6921195
2015-01-14,595355089.0391848,596715694.6734561
2015-01-15,592635519.1269394,594007256.4299525
2015-01-16,592603758.1065323,593962737.2408104
2015-01-19,594984367.3065324,596380478.1408104
2015-01-20,594013328.5065324,595461570.1908103
2015-01-21,599798592.3182578,601194876.3200176
2015-01-22,602437686.1182578,603743694.0200176
2015-01-23,606707263.5182577,608027981.1700176
2015-01-26,606594274.7182578,607922973.2200177
2015-01-27,608852054.1182578,610143661.5200176
2015-01-28,607001896.7182578,608370993.0200176
2015-01-29,603246442.3182578,604441826.3200176
2015-01-30,602355405.9182578,603516477.1200176
2015-02-02,604643912.7182578,605882259.2700176
2015-02-03,603718161.3182578,604888001.1700176
2015-02-04,609448170.0114472,610632956.3580692
2015-02-05,611521661.2079875,612669088.4046093
2015-02-06,608745511.2079875,610073538.4046093
2015-02-09,604956424.0079876,606376367.3046093
2015-02-10,607775729.5364794,608937777.2331012
2015-02-11,608178850.6030368,609177450.8443649
2015-02-12,609064048.8685203,610221543.5779535
2015-02-13,609299078.8685201,610300624.9279535
2015-02-24,617706575.2685202,618565536.9279535
2015-02-25,621110082.6685202,621871205.4279535
2015-02-26,616485801.6685202,617005873.4779534
2015-03-02,610959970.4960941,612113460.0027893
2015-03-03,612378677.4030155,613230822.8160508
2015-03-04,612573914.8030155,613282822.6660508
2015-03-05,608859766.8030155,609629823.8160508
2015-03-06,612920314.8030155,613583622.6660508
2015-03-09,607315852.8030155,608114258.7160507
2015-03-10,606956564.0030155,607807750.7660508
2015-03-11,605873570.6030154,606725647.3660508
2015-03-12,612225545.2030154,612971811.4660509
2015-03-13,609463611.2030154,610241777.7160509
2015-03-16,607426495.8030155,608165704.5160508
2015-03-17,611016462.6030154,611529642.6660508
2015-03-18,617984435.8030155,618233798.6660508
2015-03-19,622165604.4030154,622280259.2160507
2015-03-20,620486840.4030155,620744994.1160508
2015-03-23,621190660.146117,621410905.0572288
2015-03-24,622422548.21964,622642644.4718537
2015-03-25,618618894.0196401,618966663.3218538
2015-03-26,618213124.81964,618725959.7218537
2015-03-27,612050833.5130131,612622980.8418363
2015-03-30,615972011.6820656,616491128.8716956
2015-03-31,620950902.0304565,621205831.4200866
2015-04-01,618725875.7424685,619183775.7320985
2015-04-02,622983748.1045189,623216655.5441489
2015-04-07,625197832.1045189,625445589.2941489
2015-04-08,621811237.3045189,622035777.7941489
2015-04-09,625553150.7045189,625845349.8441489
2015-04-10,627538514.7045189,627687764.9441489
2015-04-13,629783105.3045189,629924745.2941489
2015-04-14,630013539.7045189,630259643.3441489
2015-04-15,623303446.5045189,623519468.6941489
2015-04-16,628910795.9045188,629089775.6441488
2015-04-17,624866417.8575572,624993098.4439695
2015-04-20,625733066.0575572,625701726.0439695
2015-04-21,626824530.0575572,626740341.1439695
2015-04-22,629855475.2575572,629793516.9439695
2015-04-23,651790844.0575572,650936156.3439696
2015-04-24,653504057.6575571,652597157.1439695
2015-04-27,659328311.6575571,658611452.8439696
2015-04-28,661559436.2575572,660963066.9439695
2015-04-29,652974567.2575572,652656898.7939695
2015-04-30,647883183.2575573,647686415.0439695
2015-05-04,651130462.2575572,651362895.8439696
2015-05-05,649396143.6575571,649651435.2939695
2015-05-06,650443919.0575571,650374871.1939695
2015-05-07,643255051.6575572,642967246.7439696
2015-05-08,644467024.8575572,644254302.7439696
2015-05-11,643297814.0575572,643167824.9939696
2015-05-12,646114203.8575572,645909776.7439696
2015-05-13,650248228.2575572,649795605.2939695
2015-05-14,637409993.8575572,637402063.9439695
2015-05-15,639072567.6575571,638815062.9939696
2015-05-18,643099273.6973832,642909749.3761582
2015-05-19,645054267.0973831,644887602.7761582
2015-05-20,644101828.5093081,643972175.8880832
2015-05-21,635914799.3093082,635883666.3380833
2015-05-22,637890667.5093081,637860062.5880831
2015-05-25,635187030.8032228,635239316.9819977
2015-05-26,640272033.6032227,639992540.0319977
2015-05-27,642317714.8032228,642113300.7319977
2015-05-28,640212019.6032227,639962674.9319978
2015-05-29,641100745.9397446,640572153.7185197
2015-06-01,637917769.7397447,637675395.9185197
2015-06-02,637477507.1397446,637378588.9185197
