book,kind,mode,cut,def_code,cost_multiple,window,cagr,max_drawdown,utility,vol,n_days,n_fills,fees_tax_sum,turnover_per_year,mean_e45_exposure,exact_t1_ok
M2_SHRINK_C50,m2_shrink,SHRINK,0.5,,1,full,0.10008912051367225,-0.17188536523070286,0.014146437898320818,0.0984684137145034,3351,11300,590274.6200734263,3.652030667183624,0.8436083470317145,True
M2_SHRINK_C50,m2_shrink,SHRINK,0.5,,2,heldout_2019_plus,0.1110464526125381,-0.17373415726721375,0.024179373978931218,0.10740552411879381,1856,11293,1094120.5905126845,3.6355268526817213,0.8436083470317145,True
M2_SHRINK_C50,m2_shrink,SHRINK,0.5,,2,sealed_2023_plus,0.12852558549800386,-0.08571179125656347,0.08566968986972212,0.10995506128540122,879,11293,1094120.5905126845,3.6355268526817213,0.8436083470317145,True
M2_SHRINK_C50,m2_shrink,SHRINK,0.5,,2,full,0.08945399901850903,-0.17373415726721375,0.0025869203849021583,0.09848870818166001,3351,11293,1094120.5905126845,3.6355268526817213,0.8436083470317145,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,,1,heldout_2019_plus,0.15939898946891762,-0.2093649020442726,0.054716538446781315,0.13850298288871865,1856,11001,710081.5112758118,3.9875254576618993,1.0,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,,1,sealed_2023_plus,0.22012547875221,-0.12483163230948124,0.15770966259746938,0.1506853792175444,879,11001,710081.5112758118,3.9875254576618993,1.0,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,,1,full,0.12499748121515175,-0.2093649020442726,0.02031503019301545,0.12385316717823439,3351,11001,710081.5112758118,3.9875254576618993,1.0,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,,2,heldout_2019_plus,0.1476206338428092,-0.21206491122683457,0.041588178229391926,0.1386236270079302,1856,10946,1291870.122479415,3.9476442863537797,1.0,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,,2,sealed_2023_plus,0.2056813728403497,-0.12817179120345468,0.14159547723862237,0.15080714678650997,879,10946,1291870.122479415,3.9476442863537797,1.0,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,,2,full,0.11312357057452371,-0.21206491122683446,0.007091114961106482,0.12394899253258256,3351,10946,1291870.122479415,3.9476442863537797,1.0,True
M2_RELOC_BIL_FX_MID_C50,fx_mid,RELOC_BIL_FX,0.5,BIL_FX_MID,1,heldout_2019_plus,0.14772105931087443,-0.19584814498939884,0.049796986816175004,0.1258664276029641,1856,13045,715563.4225736388,5.113906434835917,1.0,True
M2_RELOC_BIL_FX_MID_C50,fx_mid,RELOC_BIL_FX,0.5,BIL_FX_MID,1,sealed_2023_plus,0.20133832515644912,-0.11434184979423956,0.14416740025932934,0.13791125710614938,879,13045,715563.4225736388,5.113906434835917,1.0,True
M2_RELOC_BIL_FX_MID_C50,fx_mid,RELOC_BIL_FX,0.5,BIL_FX_MID,1,full,0.11329330137406912,-0.19584814498939884,0.0153692288793697,0.11209750169531757,3351,13045,715563.4225736388,5.113906434835917,1.0,True
M2_RELOC_BIL_FX_MID_C50,fx_mid,RELOC_BIL_FX,0.5,BIL_FX_MID,2,heldout_2019_plus,0.13438295228059993,-0.19753363131816848,0.03561613662151569,0.12601563280249786,1856,13046,1298367.211544486,5.076650590536082,1.0,True
M2_RELOC_BIL_FX_MID_C50,fx_mid,RELOC_BIL_FX,0.5,BIL_FX_MID,2,sealed_2023_plus,0.18454506934629467,-0.11899981432080475,0.1250451621858923,0.13809792592781084,879,13046,1298367.211544486,5.076650590536082,1.0,True
M2_RELOC_BIL_FX_MID_C50,fx_mid,RELOC_BIL_FX,0.5,BIL_FX_MID,2,full,0.10017864000158871,-0.19753363131816848,0.0014118243425044752,0.11219177900932328,3351,13046,1298367.211544486,5.076650590536082,1.0,True
M2_RELOC_BIL_FX_MID_C75,fx_mid,RELOC_BIL_FX,0.75,BIL_FX_MID,1,heldout_2019_plus,0.12747025101360676,-0.17140436579493845,0.041768068116137536,0.11173473122870108,1856,14990,871882.5371221844,6.880762314912125,1.0,True
M2_RELOC_BIL_FX_MID_C75,fx_mid,RELOC_BIL_FX,0.75,BIL_FX_MID,1,sealed_2023_plus,0.17533707368934914,-0.09757190837725105,0.12655111950072362,0.122132294415562,879,14990,871882.5371221844,6.880762314912125,1.0,True
M2_RELOC_BIL_FX_MID_C75,fx_mid,RELOC_BIL_FX,0.75,BIL_FX_MID,1,full,0.09819593617687894,-0.17140436579493845,0.012493753279409714,0.1006588504879368,3351,14990,871882.5371221844,6.880762314912125,1.0,True
M2_RELOC_BIL_FX_MID_C75,fx_mid,RELOC_BIL_FX,0.75,BIL_FX_MID,2,heldout_2019_plus,0.10982048238480346,-0.17462439714912914,0.022508283810238894,0.11191399271514615,1856,14967,1536176.8916815487,6.812609873997671,1.0,True
M2_RELOC_BIL_FX_MID_C75,fx_mid,RELOC_BIL_FX,0.75,BIL_FX_MID,2,sealed_2023_plus,0.1529756449006836,-0.101673803909201,0.1021387429460831,0.12230818329999663,879,14967,1536176.8916815487,6.812609873997671,1.0,True
M2_RELOC_BIL_FX_MID_C75,fx_mid,RELOC_BIL_FX,0.75,BIL_FX_MID,2,full,0.08095002661483952,-0.17462439714912925,-0.006362171959725105,0.10078845955082297,3351,14967,1536176.8916815487,6.812609873997671,1.0,True
M2_RELOC_BIL_FX_SPOT_BUY_C50,fx_spot_buy,RELOC_BIL_FX,0.5,BIL_FX_SPOT_BUY,1,heldout_2019_plus,0.14772173842832315,-0.1958468640020522,0.049798306427297045,0.12586367969384674,1856,13072,715579.8882322708,5.113928979913098,1.0,True
M2_RELOC_BIL_FX_SPOT_BUY_C50,fx_spot_buy,RELOC_BIL_FX,0.5,BIL_FX_SPOT_BUY,1,sealed_2023_plus,0.20134103382323798,-0.11434028364404158,0.1441708920012172,0.13790984989962973,879,13072,715579.8882322708,5.113928979913098,1.0,True
M2_RELOC_BIL_FX_SPOT_BUY_C50,fx_spot_buy,RELOC_BIL_FX,0.5,BIL_FX_SPOT_BUY,1,full,0.11329577146294456,-0.1958468640020522,0.01537233946191846,0.11209468173313399,3351,13072,715579.8882322708,5.113928979913098,1.0,True
M2_RELOC_BIL_FX_SPOT_BUY_C50,fx_spot_buy,RELOC_BIL_FX,0.5,BIL_FX_SPOT_BUY,2,heldout_2019_plus,0.1343871518967461,-0.19752809487473577,0.03562310445937822,0.12601392837319375,1856,13068,1298370.0840781836,5.076630862739796,1.0,True
M2_RELOC_BIL_FX_SPOT_BUY_C50,fx_spot_buy,RELOC_BIL_FX,0.5,BIL_FX_SPOT_BUY,2,sealed_2023_plus,0.1845559787017328,-0.11900214047104984,0.12505490846620787,0.13809903783168323,879,13068,1298370.0840781836,5.076630862739796,1.0,True
M2_RELOC_BIL_FX_SPOT_BUY_C50,fx_spot_buy,RELOC_BIL_FX,0.5,BIL_FX_SPOT_BUY,2,full,0.1001812880341908,-0.19752809487473577,0.0014172405968229107,0.11219067189627577,3351,13068,1298370.0840781836,5.076630862739796,1.0,True
M2_RELOC_BIL_FX_SPOT_SELL_C50,fx_spot_sell,RELOC_BIL_FX,0.5,BIL_FX_SPOT_SELL,1,heldout_2019_plus,0.14771744512389984,-0.19585246666497558,0.04979121179141205,0.12586837947508817,1856,13084,715558.04691946,5.113932773402049,1.0,True
M2_RELOC_BIL_FX_SPOT_SELL_C50,fx_spot_sell,RELOC_BIL_FX,0.5,BIL_FX_SPOT_SELL,1,sealed_2023_plus,0.2013345235553925,-0.11434682489096604,0.14416111110990948,0.13791205896103245,879,13084,715558.04691946,5.113932773402049,1.0,True
M2_RELOC_BIL_FX_SPOT_SELL_C50,fx_spot_sell,RELOC_BIL_FX,0.5,BIL_FX_SPOT_SELL,1,full,0.11329100866819419,-0.19585246666497547,0.01536477533570646,0.11209982148928573,3351,13084,715558.04691946,5.113932773402049,1.0,True
M2_RELOC_BIL_FX_SPOT_SELL_C50,fx_spot_sell,RELOC_BIL_FX,0.5,BIL_FX_SPOT_SELL,2,heldout_2019_plus,0.13438293136929125,-0.19754580344753692,0.03561002964552279,0.12601947281596707,1856,13057,1298317.1085026837,5.076690498190371,1.0,True
M2_RELOC_BIL_FX_SPOT_SELL_C50,fx_spot_sell,RELOC_BIL_FX,0.5,BIL_FX_SPOT_SELL,2,sealed_2023_plus,0.1845476819895009,-0.11900950879643146,0.12504292759128516,0.13810108255652645,879,13057,1298317.1085026837,5.076690498190371,1.0,True
M2_RELOC_BIL_FX_SPOT_SELL_C50,fx_spot_sell,RELOC_BIL_FX,0.5,BIL_FX_SPOT_SELL,2,full,0.10017329179788059,-0.19754580344753692,0.0014003900741121345,0.11219467921642429,3351,13057,1298317.1085026837,5.076690498190371,1.0,True
M2_RELOC_BIL_FX_H5_C50,fx_h5,RELOC_BIL_FX,0.5,BIL_FX_MID_H5,1,heldout_2019_plus,0.14772105931087443,-0.19584814498939873,0.04979698681617506,0.12586642760296413,1856,13045,715563.4225736384,5.113906434835912,1.0,True
M2_RELOC_BIL_FX_H5_C50,fx_h5,RELOC_BIL_FX,0.5,BIL_FX_MID_H5,1,sealed_2023_plus,0.20133832515644912,-0.11434184979423967,0.14416740025932928,0.13791125710614932,879,13045,715563.4225736384,5.113906434835912,1.0,True
M2_RELOC_BIL_FX_H5_C50,fx_h5,RELOC_BIL_FX,0.5,BIL_FX_MID_H5,1,full,0.11329330137406912,-0.19584814498939862,0.015369228879369812,0.11209750169531761,3351,13045,715563.4225736384,5.113906434835912,1.0,True
M2_RELOC_BIL_FX_H5_C50,fx_h5,RELOC_BIL_FX,0.5,BIL_FX_MID_H5,2,heldout_2019_plus,0.13438295228059993,-0.19753363131816837,0.03561613662151575,0.12601563280249778,1856,13046,1298367.211544485,5.076650590536077,1.0,True
M2_RELOC_BIL_FX_H5_C50,fx_h5,RELOC_BIL_FX,0.5,BIL_FX_MID_H5,2,sealed_2023_plus,0.1845450693462949,-0.11899981432080475,0.1250451621858925,0.1380979259278108,879,13046,1298367.211544485,5.076650590536077,1.0,True
M2_RELOC_BIL_FX_H5_C50,fx_h5,RELOC_BIL_FX,0.5,BIL_FX_MID_H5,2,full,0.10017864000158871,-0.19753363131816826,0.0014118243425045862,0.11219177900932326,3351,13046,1298367.211544485,5.076650590536077,1.0,True
M2_RELOC_BIL_FX_H10_C50,fx_h10,RELOC_BIL_FX,0.5,BIL_FX_MID_H10,1,heldout_2019_plus,0.14772105931087443,-0.19584814498939884,0.049796986816175004,0.1258664276029641,1856,13045,715563.4225736387,5.113906434835917,1.0,True
M2_RELOC_BIL_FX_H10_C50,fx_h10,RELOC_BIL_FX,0.5,BIL_FX_MID_H10,1,sealed_2023_plus,0.20133832515644912,-0.11434184979423956,0.14416740025932934,0.13791125710614946,879,13045,715563.4225736387,5.113906434835917,1.0,True
M2_RELOC_BIL_FX_H10_C50,fx_h10,RELOC_BIL_FX,0.5,BIL_FX_MID_H10,1,full,0.11329330137406912,-0.19584814498939873,0.015369228879369756,0.11209750169531761,3351,13045,715563.4225736387,5.113906434835917,1.0,True
M2_RELOC_BIL_FX_H10_C50,fx_h10,RELOC_BIL_FX,0.5,BIL_FX_MID_H10,2,heldout_2019_plus,0.13438295228059993,-0.19753363131816848,0.03561613662151569,0.12601563280249786,1856,13046,1298367.2115444858,5.0766505905360795,1.0,True
M2_RELOC_BIL_FX_H10_C50,fx_h10,RELOC_BIL_FX,0.5,BIL_FX_MID_H10,2,sealed_2023_plus,0.18454506934629467,-0.11899981432080498,0.12504516218589218,0.13809792592781084,879,13046,1298367.2115444858,5.0766505905360795,1.0,True
M2_RELOC_BIL_FX_H10_C50,fx_h10,RELOC_BIL_FX,0.5,BIL_FX_MID_H10,2,full,0.10017864000158871,-0.19753363131816837,0.0014118243425045307,0.11219177900932327,3351,13046,1298367.2115444858,5.0766505905360795,1.0,True
M2_RELOC_BIL_FX_H25_C50,fx_h25,RELOC_BIL_FX,0.5,BIL_FX_MID_H25,1,heldout_2019_plus,0.14772105931087443,-0.19584814498939884,0.049796986816175004,0.12586642760296418,1856,13045,715563.422573638,5.113906434835911,1.0,True
M2_RELOC_BIL_FX_H25_C50,fx_h25,RELOC_BIL_FX,0.5,BIL_FX_MID_H25,1,sealed_2023_plus,0.2013383251564489,-0.11434184979424,0.1441674002593289,0.13791125710614943,879,13045,715563.422573638,5.113906434835911,1.0,True
M2_RELOC_BIL_FX_H25_C50,fx_h25,RELOC_BIL_FX,0.5,BIL_FX_MID_H25,1,full,0.11329330137406912,-0.19584814498939884,0.0153692288793697,0.11209750169531761,3351,13045,715563.422573638,5.113906434835911,1.0,True
M2_RELOC_BIL_FX_H25_C50,fx_h25,RELOC_BIL_FX,0.5,BIL_FX_MID_H25,2,heldout_2019_plus,0.13438295228059993,-0.1975336313181688,0.035616136621515526,0.12601563280249795,1856,13046,1298367.2115444846,5.076650590536077,1.0,True
M2_RELOC_BIL_FX_H25_C50,fx_h25,RELOC_BIL_FX,0.5,BIL_FX_MID_H25,2,sealed_2023_plus,0.18454506934629467,-0.1189998143208052,0.12504516218589207,0.138097925927811,879,13046,1298367.2115444846,5.076650590536077,1.0,True
M2_RELOC_BIL_FX_H25_C50,fx_h25,RELOC_BIL_FX,0.5,BIL_FX_MID_H25,2,full,0.10017864000158871,-0.1975336313181687,0.0014118243425043642,0.11219177900932331,3351,13046,1298367.2115444846,5.076650590536077,1.0,True
M2_RELOC_BIL_FX_H50_C50,fx_h50,RELOC_BIL_FX,0.5,BIL_FX_MID_H50,1,heldout_2019_plus,0.14772105931087443,-0.19584814498939906,0.04979698681617489,0.12586642760296404,1856,13045,715563.4225736388,5.113906434835917,1.0,True
M2_RELOC_BIL_FX_H50_C50,fx_h50,RELOC_BIL_FX,0.5,BIL_FX_MID_H50,1,sealed_2023_plus,0.20133832515644912,-0.11434184979423967,0.14416740025932928,0.13791125710614924,879,13045,715563.4225736388,5.113906434835917,1.0,True
M2_RELOC_BIL_FX_H50_C50,fx_h50,RELOC_BIL_FX,0.5,BIL_FX_MID_H50,1,full,0.11329330137406912,-0.19584814498939884,0.0153692288793697,0.11209750169531753,3351,13045,715563.4225736388,5.113906434835917,1.0,True
M2_RELOC_BIL_FX_H50_C50,fx_h50,RELOC_BIL_FX,0.5,BIL_FX_MID_H50,2,heldout_2019_plus,0.13438295228059993,-0.1975336313181688,0.035616136621515526,0.1260156328024978,1856,13046,1298367.2115444858,5.076650590536081,1.0,True
M2_RELOC_BIL_FX_H50_C50,fx_h50,RELOC_BIL_FX,0.5,BIL_FX_MID_H50,2,sealed_2023_plus,0.1845450693462949,-0.11899981432080475,0.1250451621858925,0.13809792592781078,879,13046,1298367.2115444858,5.076650590536081,1.0,True
M2_RELOC_BIL_FX_H50_C50,fx_h50,RELOC_BIL_FX,0.5,BIL_FX_MID_H50,2,full,0.10017864000158871,-0.1975336313181687,0.0014118243425043642,0.11219177900932326,3351,13046,1298367.2115444858,5.076650590536081,1.0,True
M2_RELOC_BIL_FX_H25_C75,fx_h25,RELOC_BIL_FX,0.75,BIL_FX_MID_H25,1,heldout_2019_plus,0.12747025101360654,-0.17140436579493845,0.041768068116137314,0.1117347312287012,1856,14990,871882.5371221832,6.880762314912117,1.0,True
M2_RELOC_BIL_FX_H25_C75,fx_h25,RELOC_BIL_FX,0.75,BIL_FX_MID_H25,1,sealed_2023_plus,0.17533707368934892,-0.09757190837725094,0.12655111950072345,0.122132294415562,879,14990,871882.5371221832,6.880762314912117,1.0,True
M2_RELOC_BIL_FX_H25_C75,fx_h25,RELOC_BIL_FX,0.75,BIL_FX_MID_H25,1,full,0.09819593617687894,-0.17140436579493845,0.012493753279409714,0.10065885048793682,3351,14990,871882.5371221832,6.880762314912117,1.0,True
M2_RELOC_BIL_FX_H25_C75,fx_h25,RELOC_BIL_FX,0.75,BIL_FX_MID_H25,2,heldout_2019_plus,0.10982048238480346,-0.17462439714912903,0.02250828381023895,0.11191399271514624,1856,14967,1536176.8916815468,6.812609873997662,1.0,True
M2_RELOC_BIL_FX_H25_C75,fx_h25,RELOC_BIL_FX,0.75,BIL_FX_MID_H25,2,sealed_2023_plus,0.1529756449006836,-0.10167380390920133,0.10213874294608294,0.1223081832999968,879,14967,1536176.8916815468,6.812609873997662,1.0,True
M2_RELOC_BIL_FX_H25_C75,fx_h25,RELOC_BIL_FX,0.75,BIL_FX_MID_H25,2,full,0.08095002661483952,-0.17462439714912903,-0.006362171959724994,0.10078845955082295,3351,14967,1536176.8916815468,6.812609873997662,1.0,True
M2_RELOC_BIL_FX_C50,fx_mid_alias,RELOC_BIL_FX,0.5,BIL_FX,1,heldout_2019_plus,0.14772105931087443,-0.19584814498939884,0.049796986816175004,0.1258664276029641,1856,13045,715563.4225736388,5.113906434835917,1.0,True
M2_RELOC_BIL_FX_C50,fx_mid_alias,RELOC_BIL_FX,0.5,BIL_FX,1,sealed_2023_plus,0.20133832515644912,-0.11434184979423956,0.14416740025932934,0.13791125710614938,879,13045,715563.4225736388,5.113906434835917,1.0,True
M2_RELOC_BIL_FX_C50,fx_mid_alias,RELOC_BIL_FX,0.5,BIL_FX,1,full,0.11329330137406912,-0.19584814498939884,0.0153692288793697,0.11209750169531757,3351,13045,715563.4225736388,5.113906434835917,1.0,True
M2_RELOC_BIL_FX_C50,fx_mid_alias,RELOC_BIL_FX,0.5,BIL_FX,2,heldout_2019_plus,0.13438295228059993,-0.19753363131816848,0.03561613662151569,0.12601563280249786,1856,13046,1298367.211544486,5.076650590536082,1.0,True
M2_RELOC_BIL_FX_C50,fx_mid_alias,RELOC_BIL_FX,0.5,BIL_FX,2,sealed_2023_plus,0.18454506934629467,-0.11899981432080475,0.1250451621858923,0.13809792592781084,879,13046,1298367.211544486,5.076650590536082,1.0,True
M2_RELOC_BIL_FX_C50,fx_mid_alias,RELOC_BIL_FX,0.5,BIL_FX,2,full,0.10017864000158871,-0.19753363131816848,0.0014118243425044752,0.11219177900932328,3351,13046,1298367.211544486,5.076650590536082,1.0,True
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,TWD_CASH0,1,heldout_2019_plus,0.1440559012333238,-0.19846326315433982,0.04482426965615388,0.12731756768226465,1856,13039,702829.2389214844,5.104091235848443,1.0,True
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,TWD_CASH0,1,sealed_2023_plus,0.19282567733574218,-0.11792178898494843,0.13386478284326797,0.13905899821665985,879,13039,702829.2389214844,5.104091235848443,1.0,True
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,TWD_CASH0,1,full,0.11005082161574253,-0.19846326315433982,0.010819190038572624,0.11354053894275393,3351,13039,702829.2389214844,5.104091235848443,1.0,True
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,TWD_CASH0,2,heldout_2019_plus,0.1306674234619314,-0.2000872635076546,0.030623791708104087,0.12744209728557437,1856,13015,1273273.863762409,5.057582597025298,1.0,True
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,TWD_CASH0,2,sealed_2023_plus,0.1759376422487242,-0.12252708667921663,0.1146740989091159,0.1392150448505273,879,13015,1273273.863762409,5.057582597025298,1.0,True
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,TWD_CASH0,2,full,0.09690204931363544,-0.2000872635076545,-0.0031415824401918035,0.11361274750647608,3351,13015,1273273.863762409,5.057582597025298,1.0,True
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,TWD_720B,1,heldout_2019_plus,0.13889714925068453,-0.24009966103171299,0.018847318734828034,0.1329667637614346,1856,13088,692022.1266466507,5.092200835091992,1.0,True
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,TWD_720B,1,sealed_2023_plus,0.18482091902575437,-0.12353442200768594,0.1230537080219114,0.142752297855222,879,13088,692022.1266466507,5.092200835091992,1.0,True
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,TWD_720B,1,full,0.10651759748070777,-0.24009966103171287,-0.013532233035148666,0.11705340166841224,3351,13088,692022.1266466507,5.092200835091992,1.0,True
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,TWD_720B,2,heldout_2019_plus,0.12543505577930736,-0.24200520380747037,0.004432453875572173,0.13309116782255004,1856,13063,1256114.5332344081,5.054597721821692,1.0,True
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,TWD_720B,2,sealed_2023_plus,0.16783539939906778,-0.12792811029634132,0.10387134425089711,0.142806845280238,879,13063,1256114.5332344081,5.054597721821692,1.0,True
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,TWD_720B,2,full,0.09332065084540164,-0.24200520380747048,-0.027681951058333598,0.11712399699522076,3351,13063,1256114.5332344081,5.054597721821692,1.0,True
M2_RELOC_TWD_720B_C75,twd_720b,RELOC_TWD_720B,0.75,TWD_720B,1,heldout_2019_plus,0.11581683631747919,-0.2379186313947218,-0.003142479379881713,0.12356917154388994,1856,14950,832749.1125712029,6.842516056890544,1.0,True
M2_RELOC_TWD_720B_C75,twd_720b,RELOC_TWD_720B,0.75,TWD_720B,1,sealed_2023_plus,0.15329002192873253,-0.10859818327803406,0.0989909302897155,0.13019488000561505,879,14950,832749.1125712029,6.842516056890544,1.0,True
M2_RELOC_TWD_720B_C75,twd_720b,RELOC_TWD_720B,0.75,TWD_720B,1,full,0.08898439571631722,-0.2379186313947217,-0.029974919981043624,0.1087228330434901,3351,14950,832749.1125712029,6.842516056890544,1.0,True
M2_RELOC_TWD_720B_C75,twd_720b,RELOC_TWD_720B,0.75,TWD_720B,2,heldout_2019_plus,0.09826239569739381,-0.2398593753589222,-0.021667291982067294,0.12370199187435497,1856,14898,1469461.8578038695,6.775711064265812,1.0,True
M2_RELOC_TWD_720B_C75,twd_720b,RELOC_TWD_720B,0.75,TWD_720B,2,sealed_2023_plus,0.13132418837715498,-0.11414712823107764,0.07425062426161616,0.1303331186649611,879,14898,1469461.8578038695,6.775711064265812,1.0,True
M2_RELOC_TWD_720B_C75,twd_720b,RELOC_TWD_720B,0.75,TWD_720B,2,full,0.07186559124854996,-0.2398593753589221,-0.048064096430911085,0.10882233677042691,3351,14898,1469461.8578038695,6.775711064265812,1.0,True
