book,kind,mode,cut,def_code,cost_multiple,window,mdd_improve_pp,cagr_giveback_pp,score,covid_ex_mdd_improve_pp,covid_ex_cagr_giveback_pp,covid_ex_score,help_2015_pp,help_2018_pp,help_2020_pp,help_2022_pp,years_helped,n_years_helped,turnover_per_year,fees_tax_sum
M2_RELOC_BIL_FX_H5_C50,fx_h5,RELOC_BIL_FX,0.5,BIL_FX_MID_H5,2,heldout_2019_plus,2.942201881471862,4.189986455002881,0.8472086539704216,4.977532245446659,4.934804772947743,2.510129858972787,3.2853705186893234,1.1430116882557906,2.942201881471862,4.977532245446669,"2015,2018,2020,2022",4,5.076650590536077,1298367.211544485
M2_RELOC_BIL_FX_H5_C50,fx_h5,RELOC_BIL_FX,0.5,BIL_FX_MID_H5,2,sealed_2023_plus,2.545503350166678,5.746006968434725,-0.32750013405068445,4.977532245446659,4.934804772947743,2.510129858972787,3.2853705186893234,1.1430116882557906,2.942201881471862,4.977532245446669,"2015,2018,2020,2022",4,5.076650590536077,1298367.211544485
M2_RELOC_BIL_FX_H5_C50,fx_h5,RELOC_BIL_FX,0.5,BIL_FX_MID_H5,2,full,2.942201881471884,3.156446802827806,1.3639784800579813,4.977532245446659,4.934804772947743,2.510129858972787,3.2853705186893234,1.1430116882557906,2.942201881471862,4.977532245446669,"2015,2018,2020,2022",4,5.076650590536077,1298367.211544485
M2_RELOC_BIL_FX_H10_C50,fx_h10,RELOC_BIL_FX,0.5,BIL_FX_MID_H10,2,heldout_2019_plus,2.942201881471851,4.189986455002881,0.8472086539704105,4.977532245446648,4.934804772947743,2.5101298589727765,3.2853705186893456,1.1430116882557795,2.942201881471851,4.977532245446648,"2015,2018,2020,2022",4,5.0766505905360795,1298367.2115444858
M2_RELOC_BIL_FX_H10_C50,fx_h10,RELOC_BIL_FX,0.5,BIL_FX_MID_H10,2,sealed_2023_plus,2.5455033501666557,5.746006968434747,-0.32750013405071776,4.977532245446648,4.934804772947743,2.5101298589727765,3.2853705186893456,1.1430116882557795,2.942201881471851,4.977532245446648,"2015,2018,2020,2022",4,5.0766505905360795,1298367.2115444858
M2_RELOC_BIL_FX_H10_C50,fx_h10,RELOC_BIL_FX,0.5,BIL_FX_MID_H10,2,full,2.942201881471873,3.156446802827806,1.3639784800579702,4.977532245446648,4.934804772947743,2.5101298589727765,3.2853705186893456,1.1430116882557795,2.942201881471851,4.977532245446648,"2015,2018,2020,2022",4,5.0766505905360795,1298367.2115444858
M2_RELOC_BIL_FX_H25_C50,fx_h25,RELOC_BIL_FX,0.5,BIL_FX_MID_H25,2,heldout_2019_plus,2.9422018814718176,4.189986455002881,0.8472086539703771,4.977532245446659,4.934804772947743,2.510129858972787,3.2853705186893456,1.1430116882557795,2.9422018814718287,4.977532245446669,"2015,2018,2020,2022",4,5.076650590536077,1298367.2115444846
M2_RELOC_BIL_FX_H25_C50,fx_h25,RELOC_BIL_FX,0.5,BIL_FX_MID_H25,2,sealed_2023_plus,2.5455033501666335,5.746006968434747,-0.32750013405073997,4.977532245446659,4.934804772947743,2.510129858972787,3.2853705186893456,1.1430116882557795,2.9422018814718287,4.977532245446669,"2015,2018,2020,2022",4,5.076650590536077,1298367.2115444846
M2_RELOC_BIL_FX_H25_C50,fx_h25,RELOC_BIL_FX,0.5,BIL_FX_MID_H25,2,full,2.94220188147184,3.156446802827806,1.3639784800579369,4.977532245446659,4.934804772947743,2.510129858972787,3.2853705186893456,1.1430116882557795,2.9422018814718287,4.977532245446669,"2015,2018,2020,2022",4,5.076650590536077,1298367.2115444846
M2_RELOC_BIL_FX_H50_C50,fx_h50,RELOC_BIL_FX,0.5,BIL_FX_MID_H50,2,heldout_2019_plus,2.9422018814718176,4.189986455002881,0.8472086539703771,4.977532245446659,4.934804772947743,2.510129858972787,3.2853705186893567,1.1430116882557906,2.9422018814718287,4.977532245446669,"2015,2018,2020,2022",4,5.076650590536081,1298367.2115444858
M2_RELOC_BIL_FX_H50_C50,fx_h50,RELOC_BIL_FX,0.5,BIL_FX_MID_H50,2,sealed_2023_plus,2.545503350166678,5.746006968434725,-0.32750013405068445,4.977532245446659,4.934804772947743,2.510129858972787,3.2853705186893567,1.1430116882557906,2.9422018814718287,4.977532245446669,"2015,2018,2020,2022",4,5.076650590536081,1298367.2115444858
M2_RELOC_BIL_FX_H50_C50,fx_h50,RELOC_BIL_FX,0.5,BIL_FX_MID_H50,2,full,2.94220188147184,3.156446802827806,1.3639784800579369,4.977532245446659,4.934804772947743,2.510129858972787,3.2853705186893567,1.1430116882557906,2.9422018814718287,4.977532245446669,"2015,2018,2020,2022",4,5.076650590536081,1298367.2115444858
M2_RELOC_BIL_FX_H25_C75,fx_h25,RELOC_BIL_FX,0.75,BIL_FX_MID_H25,2,heldout_2019_plus,5.233125298375796,6.646233444582528,1.9100085760845325,5.732352521579475,7.8148715302698735,1.8249167564445385,4.794240503525704,1.3537816961012972,5.329227184377583,6.232057282461511,"2015,2018,2020,2022",4,6.812609873997662,1536176.8916815468
M2_RELOC_BIL_FX_H25_C75,fx_h25,RELOC_BIL_FX,0.75,BIL_FX_MID_H25,2,sealed_2023_plus,4.27810439132702,8.902949412995852,-0.1733703151709065,5.732352521579475,7.8148715302698735,1.8249167564445385,4.794240503525704,1.3537816961012972,5.329227184377583,6.232057282461511,"2015,2018,2020,2022",4,6.812609873997662,1536176.8916815468
M2_RELOC_BIL_FX_H25_C75,fx_h25,RELOC_BIL_FX,0.75,BIL_FX_MID_H25,2,full,5.233125298375807,5.079308141502725,2.6934712276244444,5.732352521579475,7.8148715302698735,1.8249167564445385,4.794240503525704,1.3537816961012972,5.329227184377583,6.232057282461511,"2015,2018,2020,2022",4,6.812609873997662,1536176.8916815468
M2_RELOC_BIL_FX_C50,fx_mid_alias,RELOC_BIL_FX,0.5,BIL_FX,2,heldout_2019_plus,2.942201881471851,4.189986455002881,0.8472086539704105,4.977532245446625,4.934804772947743,2.5101298589727534,3.2853705186893567,1.1430116882557906,2.94220188147184,4.977532245446648,"2015,2018,2020,2022",4,5.076650590536082,1298367.211544486
M2_RELOC_BIL_FX_C50,fx_mid_alias,RELOC_BIL_FX,0.5,BIL_FX,2,sealed_2023_plus,2.545503350166678,5.746006968434747,-0.32750013405069556,4.977532245446625,4.934804772947743,2.5101298589727534,3.2853705186893567,1.1430116882557906,2.94220188147184,4.977532245446648,"2015,2018,2020,2022",4,5.076650590536082,1298367.211544486
M2_RELOC_BIL_FX_C50,fx_mid_alias,RELOC_BIL_FX,0.5,BIL_FX,2,full,2.942201881471862,3.156446802827806,1.363978480057959,4.977532245446625,4.934804772947743,2.5101298589727534,3.2853705186893567,1.1430116882557906,2.94220188147184,4.977532245446648,"2015,2018,2020,2022",4,5.076650590536082,1298367.211544486
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,TWD_CASH0,2,heldout_2019_plus,2.6868386625232388,4.5615393368697355,0.40606899408837105,3.527797371913788,5.371082782205772,0.842255980810902,2.247079857613399,1.0126972296123804,2.6868386625232388,3.527797371913799,"2015,2018,2020,2022",4,5.057582597025298,1273273.863762409
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,TWD_CASH0,2,sealed_2023_plus,2.19277611432549,6.606749678191792,-1.1105987247704063,3.527797371913788,5.371082782205772,0.842255980810902,2.247079857613399,1.0126972296123804,2.6868386625232388,3.527797371913799,"2015,2018,2020,2022",4,5.057582597025298,1273273.863762409
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,TWD_CASH0,2,full,2.686838662523261,3.4841058716231332,0.9447857267116944,3.527797371913788,5.371082782205772,0.842255980810902,2.247079857613399,1.0126972296123804,2.6868386625232388,3.527797371913799,"2015,2018,2020,2022",4,5.057582597025298,1273273.863762409
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,TWD_720B,2,heldout_2019_plus,-1.5049553674583382,5.084776105132138,-4.047343420024408,1.6607083378215481,5.98509826837752,-1.3318407963672119,2.247079857613399,0.6047919430910986,-1.5049553674583382,1.6607083378215592,"2015,2018,2022",3,5.054597721821692,1256114.5332344081
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,TWD_720B,2,sealed_2023_plus,1.6526737526130209,7.416973963157436,-2.055813228965697,1.6607083378215481,5.98509826837752,-1.3318407963672119,2.247079857613399,0.6047919430910986,-1.5049553674583382,1.6607083378215592,"2015,2018,2022",3,5.054597721821692,1256114.5332344081
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,TWD_720B,2,full,-1.5049553674583382,3.842245718446513,-3.426078226681595,1.6607083378215481,5.98509826837752,-1.3318407963672119,2.247079857613399,0.6047919430910986,-1.5049553674583382,1.6607083378215592,"2015,2018,2022",3,5.054597721821692,1256114.5332344081
M2_RELOC_TWD_720B_C75,twd_720b,RELOC_TWD_720B,0.75,TWD_720B,2,heldout_2019_plus,-1.2903725226035223,7.802042113323493,-5.191393579265268,1.2236154531235388,9.16677281917826,-3.359770956465591,3.24738239783533,0.6117057116638236,-1.2903725226035112,1.22361545312355,"2015,2018,2022",3,6.775711064265812,1469461.8578038695
M2_RELOC_TWD_720B_C75,twd_720b,RELOC_TWD_720B,0.75,TWD_720B,2,sealed_2023_plus,3.030771959139389,11.068095065348714,-2.5032755735349683,1.2236154531235388,9.16677281917826,-3.359770956465591,3.24738239783533,0.6117057116638236,-1.2903725226035112,1.22361545312355,"2015,2018,2022",3,6.775711064265812,1469461.8578038695
M2_RELOC_TWD_720B_C75,twd_720b,RELOC_TWD_720B,0.75,TWD_720B,2,full,-1.2903725226035,5.987751678131681,-4.2842483616693405,1.2236154531235388,9.16677281917826,-3.359770956465591,3.24738239783533,0.6117057116638236,-1.2903725226035112,1.22361545312355,"2015,2018,2022",3,6.775711064265812,1469461.8578038695
