date,nav_base,nav_sleeve_fin_only_a10,rel_sleeve_vs_base
2016-04-19,18238307.53668663,18232036.258460756,0.9996561480162971
2016-04-20,18053569.492747877,18054033.921340507,1.0000257250286608
2016-04-21,18173172.492747877,18171881.121340506,0.9999289407830203
2016-04-22,18167206.792747878,18167778.571340505,1.0000314731152207
2016-04-25,18227606.992747877,18229334.171340507,1.0000947561900646
2016-04-26,18233273.59274788,18232703.82335738,0.9999687511193424
2016-04-27,18221466.192747876,18219793.72335738,0.9999082143350703
2016-04-28,18052965.792747878,18050332.52335738,0.9998541364659564
2016-04-29,18068253.118895505,18068228.58766713,0.9999986423021521
2016-05-03,18222912.276220128,18228305.339017004,1.0002959495559836
2016-05-04,18161586.857431255,18168490.12894613,1.0003801028824775
2016-05-05,18004947.11896263,18013976.440477505,1.0005014911432517
2016-05-06,17942684.628180508,17951630.975056753,1.0004986069287645
2016-05-09,17990851.47326913,17994945.12014538,1.0002275404742422
2016-05-10,18099072.91573163,18098818.51485688,0.9999859439831014
2016-05-11,18059749.31573163,18054800.01485688,0.999725948528508
2016-05-12,18122515.84651988,18119201.32180013,0.9998171046035871
2016-05-13,18238165.392336752,18222599.74823038,0.9991465345460178
2016-05-16,18114354.73986213,18105864.743969757,0.9995313111609938
2016-05-17,18184069.13986213,18174402.343969755,0.999468392040416
2016-05-18,18335093.33986213,18320959.043969754,0.9992291124113534
2016-05-19,18162614.939862132,18145716.443969756,0.9990696000576829
2016-05-20,18163138.33986213,18151579.343969755,0.9993636013955249
2016-05-23,18392710.13986213,18371277.043969758,0.9988346961524761
2016-05-24,18365549.516040005,18346190.480999883,0.9989459049388523
2016-05-25,18454765.081840005,18434882.943485755,0.9989226555707386
2016-05-26,18444855.968478754,18425050.180124506,0.9989262161554368
2016-05-27,18616662.692339502,18590253.803985257,0.9985814381024848
2016-05-30,18695444.611561254,18670081.373207003,0.9986433466076241
2016-05-31,18674887.943959255,18658634.43671313,0.9991296597176433
2016-06-01,18827576.04843913,18809191.43514663,0.9990235273385591
2016-06-02,18828577.04931438,18812891.98765688,0.9991669544853858
2016-06-03,18899463.98681138,18882693.487449504,0.9991126468256677
2016-06-04,18859256.078782506,18842135.950794253,0.9990922161554657
2016-06-06,18921082.678782508,18896423.050794255,0.9986967115779318
2016-06-07,19167543.77878251,19140891.800794255,0.9986095256494076
2016-06-08,19330333.478782505,19300945.450794253,0.9984796936886522
2016-06-13,18937052.578782506,18919711.500794254,0.9990842778771348
2016-06-14,19046493.178782508,19025253.600794256,0.9988848562415724
2016-06-15,19080906.478782505,19059947.150794253,0.9989015549124168
2016-06-16,18738878.578782506,18728560.400794253,0.9994493705722638
2016-06-17,18991206.478782505,18975147.150794253,0.9991543808443032
2016-06-20,19097869.778782506,19076940.700794253,0.9989041145305376
2016-06-21,19253443.078782506,19230108.950794253,0.9987880542772131
2016-06-22,19191225.392423257,19174600.514435004,0.9991337250410901
2016-06-23,19152861.515414257,19132446.387426008,0.9989340951496036
2016-06-24,18751315.923961505,18733799.736991756,0.9990658689213717
2016-06-27,18702289.523961503,18690368.236991756,0.9993625760656484
2016-06-28,18852389.523961503,18835668.236991756,0.9991130415086907
2016-06-29,19043567.023961507,19029172.386991758,0.9992441207599586
2016-06-30,19196460.223961502,19178700.486991756,0.9990748431344869
2016-07-01,19296758.023961507,19274097.086991757,0.9988256609249279
2016-07-04,19310158.023961507,19291397.086991757,0.999028442079735
2016-07-05,19247661.323961504,19232044.536991756,0.9991886397673516
2016-07-06,19015600.423961505,19001031.386991758,0.9992338376572433
2016-07-07,19066183.823961504,19048140.386991758,0.9990536419277009
2016-07-11,19383858.223961502,19370352.686991755,0.9993032585766103
2016-07-12,19413252.323961504,19405719.236991756,0.9996119616206477
2016-07-13,19561669.123961505,19548465.836991757,0.9993250429252187
2016-07-14,19607689.823961504,19587769.486991756,0.9989840548708903
2016-07-15,19816750.723961506,19803182.636991758,0.9993153223170264
2016-07-18,19896785.023961503,19890808.686991755,0.9996996330330478
2016-07-19,19943868.623961505,19937073.286991756,0.9996592768886582
2016-07-20,19904664.923961505,19900293.236991756,0.9997803687232892
2016-07-21,19966696.523961507,19962080.436991755,0.9997688106811153
2016-07-22,19848916.623961505,19840795.886991754,0.9995908725335696
2016-07-25,19872356.123961505,19865093.936991755,0.9996345583319638
2016-07-26,19848005.774966504,19844613.337996755,0.999829079202807
2016-07-27,19896184.63414513,19890720.52494513,0.9997253689940823
2016-07-28,19940151.96451738,19939869.48081988,0.9999858334230349
2016-07-29,19835958.56451738,19837664.38081988,1.0000859961618165
2016-08-01,19963386.249990255,19961922.53081988,0.9999266798151354
2016-08-02,19933429.249990255,19929395.03081988,0.9997976153967398
2016-08-03,19826842.849990256,19831238.830819882,1.0002217186499578
2016-08-04,19812862.949990254,19819104.28081988,1.0003150140817803
2016-08-05,20017038.549990255,20026452.43081988,1.000470293385613
2016-08-08,20229902.349990256,20241522.43081988,1.0005744012318294
2016-08-09,20301329.449990258,20313665.380819883,1.0006076415271232
2016-08-10,20439608.949990254,20451944.78081988,1.0006035257748722
2016-08-11,20387655.749990255,20401200.08081988,1.0006643397846087
2016-08-12,20389972.36675113,20394556.11434163,1.0002248040118964
2016-08-15,20249756.16675113,20258470.714341633,1.0004303532111074
2016-08-16,20267703.867752004,20276077.512413003,1.0004131521121304
2016-08-17,20309205.467752006,20309574.862413004,1.0000181885333517
2016-08-18,20381931.547752004,20373661.742413003,0.9995942580162421
2016-08-19,20114142.34154838,20113664.642413005,0.9999762505839294
2016-08-22,19659448.64154838,19676668.664356004,1.000875915857133
2016-08-23,19789268.67862913,19801432.827421755,1.0006146840992542
2016-08-24,19630204.279743254,19642133.00774338,1.0006076721276118
2016-08-25,19857508.844716255,19874269.47271638,1.000844044846269
2016-08-26,19877635.944716252,19896281.37271638,1.0009380103374457
2016-08-29,19890065.444716256,19898818.27271638,1.0004400602916292
2016-08-30,19852069.844716255,19864751.72271638,1.0006388189291757
2016-08-31,19753338.244716257,19756418.62271638,1.000155942148206
2016-09-01,19471310.744716253,19490301.67271638,1.0009753286899434
2016-09-02,19615667.544716254,19633648.62271638,1.0009166691859521
2016-09-05,19895698.844716255,19904284.322716378,1.0004315243242838
2016-09-06,19981340.844716255,19997107.62271638,1.0007890750737227
2016-09-07,20071598.944716256,20092360.572716378,1.0010343783799838
2016-09-08,20222320.444716256,20238120.77271638,1.0007813311060578
2016-09-09,20031750.844716255,20051581.27271638,1.000989949812867
2016-09-10,19831623.79311163,19849168.12271638,1.0008846643012077
2016-09-12,19663423.993111633,19686884.93539213,1.0011931259931492
2016-09-13,19725683.69311163,19737522.685392126,1.0006001815939405
2016-09-14,19536270.993111633,19560629.38539213,1.0012468291563463
2016-09-19,20038244.29311163,20052326.88539213,1.0007027857368394
2016-09-20,19982128.89311163,20001911.18539213,1.0009899992331306
2016-09-21,20010310.39311163,20035506.535392128,1.0012591579933299
2016-09-22,20027184.993111633,20046705.68539213,1.0009747097401462
2016-09-23,20128343.593111634,20147762.93539213,1.000964775973277
2016-09-26,19977201.59311163,19990789.63539213,1.0006801774621519
2016-09-29,20052621.39311163,20070438.78539213,1.0008885318249026
2016-09-30,19785569.09311163,19803897.18539213,1.0009263363714356
2016-10-03,19823852.993111633,19842117.535392128,1.0009213416931029
2016-10-04,19932328.193111632,19954297.23539213,1.0011021814445185
2016-10-05,19925639.89311163,19942693.43539213,1.0008558592031163
2016-10-06,19902967.193111632,19928814.985392127,1.001298690392729
2016-10-07,19778552.493111633,19807613.23539213,1.0014693058195547
2016-10-11,19783584.493111633,19806112.88539213,1.0011387416819404
2016-10-12,19825157.89311163,19844155.285392128,1.0009582467076894
2016-10-13,19783260.29311163,19796980.285392128,1.0006935152283911
2016-10-14,19673645.59311163,19688878.535392128,1.0007742816250502
2016-10-17,19690365.89311163,19707831.98539213,1.000887037466714
2016-10-18,19815221.99311163,19828426.485392127,1.000666381243929
2016-10-19,19833460.29311163,19846330.285392128,1.0006489030199621
2016-10-20,19844953.493111633,19860421.83539213,1.0007794597395183
2016-10-21,19858431.29311163,19873547.68539213,1.0007612077740373
2016-10-24,19821131.293111634,19839947.68539213,1.0009493097039843
2016-10-25,19930986.89311163,19947737.88539213,1.0008404497163303
2016-10-26,19809609.09311163,19824423.535392128,1.0007478412224524
2016-10-27,19713293.693111632,19728707.83539213,1.000781916128297
2016-10-28,19761662.79311163,19777643.035392128,1.0008086486672603
2016-10-31,19703742.493111633,19714989.58539213,1.0005708099506694
2016-11-01,19694811.493111633,19701498.535392128,1.000339533195473
2016-11-02,19589793.693111632,19599257.83539213,1.0004831159750205
2016-11-03,19627944.39311163,19638221.785392128,1.0005236102199324
2016-11-04,19565450.693111632,19579825.93539213,1.0007347258443455
2016-11-07,19667577.79311163,19678787.83539213,1.0005699757437556
2016-11-08,19920973.993111633,19934434.93539213,1.0006757170751366
2016-11-09,19503313.09311163,19517286.08539213,1.0007164419816157
2016-11-10,19851377.25497438,19870225.08539213,1.0009494469917963
2016-11-11,19570318.15497438,19593975.035392128,1.0012088142987976
2016-11-14,19639819.252860256,19654150.858397253,1.00072972186518
2016-11-15,19598121.185813256,19612221.327089753,1.000719463929364
2016-11-16,19615541.969286755,19632202.43366426,1.0008493501940243
2016-11-17,19635400.069286756,19654955.383664258,1.0009959213618513
2016-11-18,19563423.469286755,19582347.783664256,1.0009673314288376
2016-11-21,19687416.577990007,19701555.033664256,1.0007181468232889
2016-11-22,19774749.926979505,19798133.333664257,1.001182488110904
2016-11-23,19807826.326979503,19831831.283664256,1.0012118925261404
2016-11-24,19898198.526979502,19918705.43366426,1.0010305911189372
2016-11-25,19917609.526979502,19935387.68366426,1.0008925848586736
2016-11-28,20029488.426979505,20046198.383664258,1.0008342677720239
2016-11-29,19913657.626979504,19931466.983664256,1.000894328757597
2016-11-30,19968706.226979505,19983639.083664257,1.00074781292864
2016-12-01,19955829.126979504,19971277.18366426,1.0007741124954748
2016-12-02,19965355.7269795,19982734.783664256,1.0008704606580723
2016-12-05,19832917.626979504,19858390.633664258,1.0012843801988116
2016-12-06,20029298.426979505,20052972.033664256,1.0011819488721014
2016-12-07,20090642.826979503,20111220.333664257,1.0010242333638584
2016-12-08,20341969.826979503,20363598.833664257,1.0010632700209823
2016-12-09,20408146.926979505,20425010.733664256,1.0008263271890923
2016-12-12,20384058.626979504,20401856.93366426,1.0008731483268596
2016-12-13,20413995.726979505,20437692.48366426,1.0011608093291327
2016-12-14,20247542.7269795,20275286.93366426,1.0013702505562707
2016-12-15,20256400.026979502,20275549.683664255,1.000945363275767
2016-12-16,20235014.326979503,20249980.533664256,1.0007396192778968
2016-12-19,20085060.626979504,20096261.033664256,1.0005576486371024
2016-12-20,20039838.426979505,20052136.883664258,1.0006137003913262
2016-12-21,19951673.026979502,19964371.183664255,1.000636445708968
2016-12-22,19801363.226979505,19814407.18366426,1.0006587403369775
2016-12-23,19731147.826979503,19746891.483664256,1.000797908810111
2016-12-26,19828466.926979505,19845926.68366426,1.0008805399201588
2016-12-27,19791923.726979505,19809285.133664258,1.0008771965234025
2016-12-28,19950108.226979505,19972136.033664256,1.001104144721128
2016-12-29,19812543.526979506,19836584.283664256,1.0012134109208146
2016-12-30,19995796.526979502,20013589.833664257,1.0008898523577567
2017-01-03,20029808.226979505,20049536.033664256,1.0009849223947227
2017-01-04,20127400.926979505,20149273.283664256,1.001086695533323
2017-01-05,20308153.926979505,20329978.833664257,1.0010746868850426
2017-01-06,20320437.826979503,20336249.18366426,1.000778101181647
2017-01-09,20239133.426979505,20250315.733664256,1.0005525091637493
2017-01-10,20299464.926979505,20312111.083664257,1.0006229798041595
2017-01-11,20366880.326979503,20375876.783664256,1.0004417199168611
2017-01-12,20518763.526979502,20523833.18366426,1.000247074180571
2017-01-13,20461795.726979505,20469342.48366426,1.000368821817276
2017-01-16,20255697.126979504,20268670.383664258,1.000640474460268
2017-01-17,20307060.026979502,20318823.333664257,1.0005792717739115
2017-01-18,20187103.926979505,20200478.833664257,1.000662547076249
2017-01-19,20147093.426979505,20157700.883664258,1.0005265005953936
2017-01-20,20154020.526979506,20166712.783664256,1.0006297630126832
2017-01-23,20305489.626979504,20317647.983664256,1.0005987719039582
2017-01-24,20259539.626979504,20276747.983664256,1.0008493952479471
2017-02-02,20114551.526979502,20142053.833664257,1.0013672841101064
2017-02-03,20176934.726979505,20199010.233664256,1.0010940961540225
2017-02-06,20362994.626979504,20390161.983664256,1.0013341533100812
2017-02-07,20475340.826979503,20505709.083664257,1.001483162450939
2017-02-08,20419011.826979503,20450176.48366426,1.001526256850666
2017-02-09,20431284.026979502,20460600.633664258,1.0014348881179491
2017-02-10,20609605.526979502,20639110.833664257,1.0014316288900402
2017-02-13,20690227.726979505,20718384.983664256,1.0013608964123693
2017-02-14,20707870.926979505,20734326.533664256,1.0012775628541457
2017-02-15,20892478.826979503,20917619.833664257,1.0012033520240924
2017-02-16,20793133.2269795,20823553.283664256,1.0014629857055541
2017-02-17,20717051.726979505,20745057.933664255,1.001351843257131
2017-02-18,20798394.926979505,20824199.483664256,1.0012406994277852
2017-02-20,20789658.526979502,20812366.383664258,1.001092266939127
2017-02-21,20810874.626979504,20834296.033664256,1.001125440766165
2017-02-22,20849801.726979505,20871357.933664255,1.001033880655894
2017-02-23,20813173.326979503,20828551.533664256,1.00073886890976
2017-02-24,20785533.326979503,20810675.18366426,1.0012095843916653
2017-03-01,20737015.526979502,20763884.48366426,1.001295700273253
2017-03-02,20757458.026979502,20786562.083664257,1.0014021011940348
2017-03-03,20691274.126979504,20724891.733664256,1.0016247238559812
2017-03-06,20773158.026979502,20799562.083664257,1.0012710660868445
2017-03-07,20808201.2269795,20834153.633664258,1.0012472200937343
2017-03-08,20771474.126979504,20802741.733664256,1.0015053147645472
2017-03-09,20681316.826979503,20724578.98366426,1.0020918472961218
2017-03-10,20712385.326979503,20748283.633664258,1.0017331807089354
2017-03-13,20756270.526979506,20800398.483664256,1.0021260060485042
2017-03-14,20804173.726979505,20856263.68366426,1.0025038224237284
2017-03-15,20810316.926979505,20863205.233664256,1.0025414464791829
2017-03-16,20956988.426979505,21008315.43366426,1.00244915947077
2017-03-17,21037157.426979505,21079724.383664258,1.0020234176994922
2017-03-20,21053542.026979502,21097208.68366426,1.0020740764964298
2017-03-21,21149257.426979505,21190624.383664258,1.0019559531500137
2017-03-22,21022213.026979502,21062176.083664257,1.0019009919000186
2017-03-23,21013689.626979504,21058533.68366426,1.0021340401176946
2017-03-24,20970629.126979504,21013505.733664256,1.0020446027834993
2017-03-27,21008901.326979503,21051629.883664258,1.002033831089962
2017-03-28,21026264.826979503,21069224.883664258,1.0020431615904328
2017-03-29,21095537.126979504,21143886.783664256,1.002291937692495
2017-03-30,21151827.826979503,21194865.583664257,1.0020347062692077
2017-03-31,21054324.126979504,21094846.083664257,1.0019246382092517
2017-04-05,21170074.726979505,21216226.633664258,1.0021800540281482
2017-04-06,21052100.126979504,21107277.483664256,1.00262099060673
2017-04-07,20981059.426979505,21041348.683664255,1.0028735086945717
2017-04-10,21074843.326979503,21129169.033664256,1.0025777513902183
2017-04-11,21006784.126979504,21065635.583664257,1.0028015452688528
2017-04-12,21024131.626979504,21080072.833664257,1.002660809382156
2017-04-13,20996838.526979506,21062619.033664256,1.0031328767233327
2017-04-14,20858474.926979505,20912245.03454063,1.0025778542174997
2017-04-17,20873198.326979503,20922737.434540633,1.0023733357382563
2017-04-18,20899803.88221713,20946572.202711005,1.0022377396820297
2017-04-19,20692428.74744088,20735999.001232754,1.0021056133295743
2017-04-20,20679206.79037838,20722195.551232755,1.0020788399327956
2017-04-21,20792228.390378382,20842793.501232754,1.0024319235968844
2017-04-24,20779336.49037838,20840146.451232754,1.002926463069816
2017-04-25,20985784.59037838,21047414.251232754,1.0029367337012802
2017-04-26,21042840.79037838,21109796.501232754,1.0031818760366704
2017-04-27,21021246.79037838,21073164.751232754,1.0024697850404447
2017-04-28,20981904.09037838,21023527.501232754,1.0019837766236601
2017-05-02,21265303.49037838,21319728.30123275,1.0025593244356468
2017-05-03,21326346.690378383,21378569.851232752,1.0024487626320888
2017-05-04,21438277.490378384,21488701.251232754,1.0023520434828312
2017-05-05,21274655.99037838,21328941.051232755,1.002551630488358
2017-05-08,21373155.29037838,21427327.101232752,1.0025345724633723
2017-05-09,21336176.29037838,21395844.501232754,1.002796574702154
2017-05-10,21309795.974574253,21366890.81438863,1.002679276698965
2017-05-11,21369971.220536005,21429834.708383128,1.0028012900545975
2017-05-12,21400078.875065252,21461334.708383128,1.0028624115675222
2017-05-15,21468270.875065252,21534708.00838313,1.003094666249765
2017-05-16,21463522.07506525,21525576.25838313,1.00289114634126
2017-05-17,21411941.875065252,21481925.408383127,1.0032684346766032
2017-05-18,21341926.475065254,21410259.708383128,1.0032018306031423
2017-05-19,21330810.375065252,21397080.05838313,1.003106758822222
2017-05-22,21382575.275065254,21456641.458383128,1.003463857012782
2017-05-23,21400998.675065253,21471133.85838313,1.0032771920779375
2017-05-24,21402639.375065252,21469312.658383127,1.003115189774003
2017-05-25,21414830.175065253,21492279.208383128,1.0036166074017274
2017-05-26,21438363.563909505,21513292.763042003,1.0034950988170868
2017-05-31,21358133.963909503,21432918.113042004,1.0035014364671966
2017-06-01,21342452.563909505,21423360.513042003,1.0037909396256228
2017-06-02,21384552.563909505,21466660.513042003,1.0038395916345273
2017-06-03,21408952.563909505,21490160.513042003,1.0037931771248536
2017-06-05,21471727.263909504,21555947.413042005,1.0039223742038705
2017-06-06,21463386.563909505,21550018.613042004,1.004036271204199
2017-06-07,21433693.363909505,21520227.063042004,1.004037274288817
2017-06-08,21540923.663909502,21636154.163042005,1.004420910663736
2017-06-09,21462608.263909504,21557538.463042002,1.004423050449657
2017-06-12,21412351.463909503,21509130.013042003,1.0045197534374317
2017-06-13,21460546.563909505,21557042.263042003,1.0044964231849889
2017-06-14,21393176.763909504,21484343.113042004,1.0042614685111328
2017-06-15,21418650.163909506,21506535.513042003,1.0041032160504952
2017-06-16,21441503.363909505,21535450.713042002,1.0043815653939
2017-06-19,21535141.663909506,21630354.513042003,1.0044212780495456
2017-06-20,21579252.863909505,21672446.413042005,1.0043186643078066
2017-06-21,21578339.263909504,21673029.513042003,1.0043882083775961
2017-06-22,21664978.763909504,21761090.063042004,1.0044362517120307
2017-06-23,21635193.663909502,21739601.463042002,1.0048258315018768
2017-06-26,21951915.763909504,22058892.213042002,1.0048732170022434
2017-06-27,22060213.863909505,22169860.013042003,1.0049703121560338
2017-06-28,21917719.963909503,22022316.013042003,1.0047722139576896
2017-06-29,22124488.3639095,22227087.263042003,1.0046373456165372
2017-06-30,22078866.163909502,22182563.113042004,1.004696660977184
2017-07-03,22148606.963909503,22255929.663042005,1.0048455733269086
2017-07-04,22065049.412411004,22170278.62891713,1.0047690451328397
2017-07-05,22223130.119229503,22324830.885735627,1.0045763475244256
2017-07-06,22142312.319229506,22249140.185735628,1.0048246030028827
2017-07-07,22052585.719229504,22158082.58573563,1.0047838774032805
2017-07-10,21998538.819229502,22104921.53573563,1.0048358992104118
2017-07-11,22139309.119229503,22243174.98573563,1.004691468281452
2017-07-12,22093809.31942738,22206348.146780882,1.005093681480022
2017-07-13,22131640.81942738,22248993.496780884,1.0053024842717713
2017-07-14,22191257.419427376,22308615.946780883,1.0052885028160128
2017-07-17,22297180.719427377,22417524.946780883,1.0053972844759091
2017-07-18,22362112.219427377,22483720.29678088,1.0054381301802007
2017-07-19,22317919.71942738,22440092.696780883,1.0054742099124567
2017-07-20,22311361.11942738,22429035.446780883,1.0052741886397527
2017-07-21,22176869.21942738,22295334.44678088,1.005341837307212
2017-07-24,22308534.619427383,22422850.146780882,1.0051242956699606
2017-07-25,22303491.91942738,22414312.896780882,1.0049687725022542
2017-07-26,22244290.619427383,22347918.396780882,1.0046586236048811
2017-07-27,22347280.71942738,22453170.99678088,1.004738396527209
2017-07-28,22300062.819427382,22398892.54678088,1.0044318138542372
2017-07-31,22181013.61942738,22290544.24678088,1.0049380352599202
2017-08-01,22287523.419427384,22396458.24678088,1.0048877044480653
2017-08-02,22483666.419427384,22587478.646780882,1.0046172285879404
2017-08-03,22405305.41942738,22513546.396780882,1.0048310422610731
2017-08-04,22609921.56942738,22721469.74678088,1.0049335941750606
2017-08-07,22771168.96942738,22877070.840915002,1.0046506998226488
2017-08-08,22728622.869427383,22832957.140915003,1.0045904352448893
2017-08-09,22503231.71942738,22607397.090915006,1.0046289072070345
2017-08-10,22281431.11942738,22383052.090915002,1.004560791941188
2017-08-11,22249739.54198938,22348173.51597913,1.0044240506188393
2017-08-14,22136526.89198938,22226198.915979132,1.0040508623790574
2017-08-15,22185546.04198938,22283844.465979133,1.0044307417001912
2017-08-16,22215334.741989378,22313178.11597913,1.0044043168885868
2017-08-17,22435132.24198938,22544508.96597913,1.0048752431146823
2017-08-18,22315390.79337213,22425510.010063633,1.0049346757003337
2017-08-21,22297231.643372126,22411762.66006363,1.0051365576912572
2017-08-22,22417783.84337213,22533184.06006363,1.0051477085111435
2017-08-23,22404816.34337213,22522406.66006363,1.005248439214557
2017-08-24,22549611.593372125,22669502.11006363,1.0053167442017823
2017-08-25,22503160.49337213,22626141.41006363,1.0054650508637542
2017-08-28,22670987.69337213,22787752.010063633,1.0051503850767667
2017-08-29,22626755.19337213,22741179.41006363,1.0050570316297505
2017-08-30,22668728.243372127,22786461.260063633,1.0051936313068612
2017-08-31,22762461.84337213,22882244.560063634,1.0052622918169276
2017-09-01,22710208.493372127,22845415.710063633,1.0059535876445593
2017-09-04,22565653.79337213,22701729.51006363,1.006030213790281
2017-09-05,22603614.34337213,22739080.960063633,1.0059931396206654
2017-09-06,22466270.743372127,22609803.66006363,1.006388818078935
2017-09-07,22451211.29337213,22595112.91006363,1.0064095257405548
2017-09-08,22519853.243372127,22668226.260063633,1.0065885427888024
2017-09-11,22475220.743372127,22619853.66006363,1.0064352167368213
2017-09-12,22551182.393372126,22695915.81006363,1.006417996811291
2017-09-13,22449411.29337213,22591662.91006363,1.0063365410715024
2017-09-14,22444443.54337213,22585371.460063633,1.0062789668373453
2017-09-15,22398214.393372126,22544531.91006363,1.0065325527348645
2017-09-18,22480494.64337213,22622982.16006363,1.0063382731986954
2017-09-19,22478120.19337213,22610896.210063633,1.005906900379092
2017-09-20,22436817.69337213,22563731.41006363,1.0056564936447736
2017-09-21,22415704.09337213,22542490.31006363,1.0056561335822143
2017-09-22,22323807.14337213,22450779.960063633,1.005687776098227
2017-09-25,22241559.943372127,22363555.56006363,1.0054850296922566
2017-09-26,22335545.193372127,22467507.010063633,1.0059081529261558
2017-09-27,22357242.14337213,22488717.36006363,1.005880654503287
2017-09-28,22321512.693372127,22450184.41006363,1.0057644711834297
2017-09-29,22301071.04337213,22435764.460063633,1.0060397734453896
2017-09-30,22378045.193372127,22512807.010063633,1.0060220548992107
2017-10-02,22410622.14337213,22539725.16006363,1.0057607957452304
2017-10-03,22409882.69337213,22539776.61006363,1.0057962782968926
2017-10-05,22429001.59337213,22561508.11006363,1.0059078205572316
2017-10-06,22523608.24337213,22658873.260063633,1.0060054772410325
2017-10-11,22644597.393372126,22787511.01006363,1.0063111573241454
2017-10-12,22684477.943372127,22833454.66006363,1.006567341644952
2017-10-13,22726092.943372127,22880249.86006363,1.0067832564566037
2017-10-16,22750642.39337213,22893442.41006363,1.0062767465736748
2017-10-17,22811289.34337213,22953852.760063633,1.0062496869223627
2017-10-18,22745791.29337213,22888531.710063633,1.006275464979453
2017-10-19,22663286.04337213,22807820.66006363,1.0063774783769175
2017-10-20,22616216.04337213,22759178.46006363,1.0063212350119637
2017-10-23,22585759.94337213,22735970.760063633,1.0066506868517207
2017-10-24,22632581.59337213,22792531.110063635,1.0070672236850942
2017-10-25,22633577.44337213,22793480.760063633,1.0070648715207118
2017-10-26,22554360.79337213,22699967.41006363,1.0064558077271821
2017-10-27,22509176.94337213,22649320.06006363,1.006226043584093
2017-10-30,22474071.943372127,22620923.06006363,1.006534246088627
2017-10-31,22480321.943372127,22629273.06006363,1.0066258444637364
2017-11-01,22484855.54337213,22637206.36006363,1.0067757080492523
2017-11-02,22406944.993372127,22558554.91006363,1.0067662020296095
2017-11-03,22462164.44337213,22603589.66006363,1.0062961526725547
2017-11-06,22420412.243372127,22562718.260063633,1.0063471632522536
2017-11-07,22486176.94337213,22628720.06006363,1.0063391441351046
2017-11-08,22434948.89337213,22583641.210063633,1.006627709178131
2017-11-09,22476053.89337213,22615938.210063633,1.0062237044525308
2017-11-10,22427275.84337213,22573559.36006363,1.0065225717877249
2017-11-13,22369865.29337213,22513657.91006363,1.0064279607769524
2017-11-14,22384074.743372127,22528448.66006363,1.0064498496518939
2017-11-15,22326238.09337213,22466575.710063633,1.0062857708542114
2017-11-16,22269321.993372127,22405019.81006363,1.0060934866688753
2017-11-17,22351823.09337213,22487480.510063633,1.006069188008728
2017-11-20,22376374.193372127,22507541.210063633,1.0058618530222094
2017-11-21,22585592.493372127,22719168.51006363,1.0059142135292976
2017-11-22,22710927.493372127,22850805.91006363,1.0061590798848847
2017-11-23,22705250.54337213,22848037.760063633,1.0062887311645714
2017-11-24,22570929.44337213,22716384.860063635,1.0064443698278547
2017-11-27,22504837.49337213,22645621.510063633,1.0062557224300315
2017-11-28,22486742.79337213,22629511.91006363,1.0063490349848971
2017-11-29,22445328.34337213,22595024.16006363,1.00666935294514
2017-11-30,22322861.143372126,22464607.56006363,1.0063498319404989
2017-12-01,22462583.34337213,22604471.16006363,1.0063166295043873
2017-12-04,22611860.54337213,22748831.760063633,1.0060574943149316
2017-12-05,22590438.59337213,22725510.610063635,1.005979167519622
2017-12-06,22354200.59337213,22489434.510063633,1.0060495975298531
2017-12-07,22266313.09337213,22407514.91006363,1.006341499650139
2017-12-08,22215611.993372127,22358704.210063633,1.0064410657124456
2017-12-11,22306953.64337213,22446274.16006363,1.0062456092803553
2017-12-12,22314146.69337213,22456998.210063633,1.0064018364069434
2017-12-13,22399901.693372127,22534595.21006363,1.006013129813483
2017-12-14,22443766.393372126,22581797.010063633,1.0061500647561663
2017-12-15,22374423.64337213,22517466.360063635,1.0063931352588775
2017-12-18,22403973.64337213,22541166.360063635,1.0061235885595718
2017-12-19,22381211.143372126,22518435.96006363,1.006131250709019
2017-12-20,22376287.24337213,22517557.460063633,1.0063133894892837
2017-12-21,22388547.79337213,22530658.91006363,1.0063474914944495
2017-12-22,22515776.943372127,22651798.460063633,1.0060411646923668
2017-12-25,22490766.393372126,22628697.010063633,1.0061327664108484
2017-12-26,22414065.29337213,22550686.31006363,1.0060953251854718
2017-12-27,22503375.84337213,22639087.760063633,1.0060307359054075
2017-12-28,22570281.393372126,22708592.210063633,1.0061280058622628
2017-12-29,22641264.993372127,22783775.510063633,1.006294282441075
2018-01-02,22767530.54337213,22908123.960063633,1.0061751719811542
2018-01-03,22909427.493372127,23046284.31006363,1.005973820896707
2018-01-04,22973543.93391588,23108995.08555363,1.0058959624177872
2018-01-05,23179933.524897754,23309134.46736213,1.005573827134819
2018-01-08,23378112.424897756,23507842.56736213,1.0055492137306266
2018-01-09,23363221.874897756,23494183.31736213,1.0056054530135283
2018-01-10,23416171.874897756,23544983.31736213,1.005500960752789
2018-01-11,23395215.474897753,23522132.21736213,1.0054249016257428
2018-01-12,23435412.424897756,23562042.56736213,1.0054033673557135
2018-01-15,23655819.074897755,23781157.717362132,1.0052984275060415
2018-01-16,23656897.124897752,23782436.567362126,1.0053066740664078
2018-01-17,23722076.274897754,23843926.11736213,1.0051365589188883
2018-01-18,23715385.724897753,23838866.86736213,1.005206794605695
2018-01-19,23669757.674897753,23801388.01736213,1.0055611191408171
2018-01-22,23647597.124897752,23778086.567362126,1.0055180846398548
2018-01-23,23640247.124897752,23772536.567362126,1.0055959416060862
