signal_date,execution_date,code,side,gross_value,cost,period
2019-01-02,2019-01-03,6452,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,4943,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,2456,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,6456,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,6153,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,2337,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,6451,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,3532,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,3406,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,6150,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,3661,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,2455,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,3443,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,2313,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,3105,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,3081,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,2383,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,2481,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,2448,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-02,2019-01-03,4147,BUY,0.049903934925268865,0.00009606507473114258,VALIDATION_2019_2022
2019-01-09,2019-01-10,6452,SELL,0.05564945374890179,0.0002740735597133413,VALIDATION_2019_2022
2019-01-09,2019-01-10,4943,SELL,0.05122253483183084,0.0002522709840467669,VALIDATION_2019_2022
2019-01-09,2019-01-10,2456,SELL,0.05079280908424313,0.00025015458473989744,VALIDATION_2019_2022
2019-01-09,2019-01-10,6456,SELL,0.05297065718324629,0.000260880486627488,VALIDATION_2019_2022
2019-01-09,2019-01-10,6153,SELL,0.05113613084934958,0.0002518454444330467,VALIDATION_2019_2022
2019-01-09,2019-01-10,2337,SELL,0.05233478562363441,0.0002577488191963995,VALIDATION_2019_2022
2019-01-09,2019-01-10,6451,SELL,0.049780715332860784,0.00024517002301433936,VALIDATION_2019_2022
2019-01-09,2019-01-10,3532,SELL,0.051194553931956856,0.00025213317811488756,VALIDATION_2019_2022
2019-01-09,2019-01-10,3406,SELL,0.05409875844072626,0.00026643638532057687,VALIDATION_2019_2022
2019-01-09,2019-01-10,6150,SELL,0.0497208012191211,0.00024487494600417144,VALIDATION_2019_2022
2019-01-09,2019-01-10,3661,SELL,0.05163220972787559,0.0002542886329097873,VALIDATION_2019_2022
2019-01-09,2019-01-10,2455,SELL,0.05036317359022534,0.00024803862993185983,VALIDATION_2019_2022
2019-01-09,2019-01-10,3443,SELL,0.045601871569642245,0.00022458921748048807,VALIDATION_2019_2022
2019-01-09,2019-01-10,2313,SELL,0.04990393492526886,0.00024577687950694916,VALIDATION_2019_2022
2019-01-09,2019-01-10,3105,SELL,0.05138413638491667,0.0002530668716957146,VALIDATION_2019_2022
2019-01-09,2019-01-10,3081,SELL,0.05355544235882512,0.00026376055361721374,VALIDATION_2019_2022
2019-01-09,2019-01-10,2383,SELL,0.05132762075647023,0.0002527885322256159,VALIDATION_2019_2022
2019-01-09,2019-01-10,2481,SELL,0.051260546748480046,0.00025245819273626423,VALIDATION_2019_2022
2019-01-09,2019-01-10,2448,SELL,0.04842456926542888,0.00023849100363223727,VALIDATION_2019_2022
2019-01-09,2019-01-10,4147,SELL,0.053661761350364406,0.0002642841746505447,VALIDATION_2019_2022
2019-01-09,2019-01-10,2002,BUY,0.05095008787203486,0.00009807891915366711,VALIDATION_2019_2022
2019-01-09,2019-01-10,2308,BUY,0.05095008787203486,0.00009807891915366711,VALIDATION_2019_2022
2019-01-09,2019-01-10,3045,BUY,0.05095008787203486,0.00009807891915366711,VALIDATION_2019_2022
2019-01-09,2019-01-10,2892,BUY,0.05095008787203486,0.00009807891915366711,VALIDATION_2019_2022
2019-01-09,2019-01-10,2885,BUY,0.05095008787203486,0.00009807891915366711,VALIDATION_2019_2022
2019-01-09,2019-01-10,2301,BUY,0.05095008787203486,0.00009807891915366711,VALIDATION_2019_2022
2019-01-09,2019-01-10,2886,BUY,0.05095008787203486,0.00009807891915366711,VALIDATION_2019_2022
2019-01-09,2019-01-10,2382,BUY,0.05095008787203486,0.00009807891915366711,VALIDATION_2019_2022
2019-01-09,2019-01-10,5871,BUY,0.05095008787203486,0.00009807891915366711,VALIDATION_2019_2022
