date,nav_base_e16_e18_e22_v2s,nav_blend_e45_a25,nav_blend_e45_a35,nav_blend_e45_a50,nav_chal_e45_e3
2015-11-23,3564549.960755889,3531771.991911149,3524124.407608786,3517121.307104786,3488330.092595806
2015-11-24,3563527.8607558887,3524265.991911149,3516506.907608786,3509446.7071047854,3481144.042595806
2015-11-25,3558769.3107558885,3525394.541911149,3518444.457608786,3511892.1071047857,3483590.792595806
2015-11-26,3571734.9967689877,3540358.5699842093,3533578.6864925353,3526951.7565545994,3497420.2605035226
2015-11-27,3543956.6467689876,3512985.9199842094,3506649.8864925355,3500320.2565545994,3472880.0105035226
2015-11-30,3529459.585147048,3495699.5699842093,3489047.4364925358,3482869.606554599,3456931.5605035224
2015-12-01,3578478.985147048,3546629.1699842094,3539676.0864925357,3532731.306554599,3502619.960503523
2015-12-02,3549592.535147048,3515888.8699842095,3508408.3864925355,3501600.4065545993,3474118.3605035227
2015-12-03,3542065.6351470477,3504280.1699842094,3496718.4364925358,3490156.556554599,3463640.7605035226
2015-12-04,3536673.985147048,3496140.719984209,3488814.5364925354,3482433.706554599,3456518.1105035227
2015-12-07,3536521.685147048,3499385.369984209,3492256.3864925355,3486046.9065545993,3459942.2605035226
2015-12-08,3490726.835147048,3459535.9699842096,3454163.0864925357,3449123.456554599,3426167.8605035227
2015-12-09,3461135.0851470474,3433098.8199842093,3428266.3864925355,3423669.0065545994,3402847.4105035225
2015-12-10,3482013.335147048,3436315.6199842095,3428643.1864925358,3422968.2565545994,3402096.9105035225
2015-12-11,3453129.085147048,3424522.6199842095,3419022.0364925354,3414204.9065545993,3394153.710503523
2015-12-14,3435882.0351470476,3401574.8699842095,3396514.4864925356,3392066.106554599,3373767.2605035226
2015-12-15,3428675.085147048,3397980.4199842094,3393322.1364925355,3389067.106554599,3371058.0105035226
2015-12-16,3444275.185147048,3414117.8199842093,3410148.2364925356,3405818.6565545993,3386035.1431704443
2015-12-17,3492808.2851470476,3467218.0199842094,3462042.9364925358,3456756.1065545995,3434033.443170444
2015-12-18,3454372.535147048,3428100.9199842094,3423838.536492536,3419099.2065545996,3398439.4931704444
2015-12-21,3450597.735147048,3425199.1199842095,3420737.9364925358,3416029.4065545993,3395544.293170444
2015-12-22,3471605.1351470477,3446470.0699842093,3441979.2864925354,3436911.556554599,3415207.793170444
2015-12-23,3488312.6351470477,3459214.7699842094,3454243.7364925356,3448591.4065545993,3426102.0931704445
2015-12-24,3493068.9351470475,3466546.469984209,3461956.7364925356,3456357.306554599,3433353.693170444
2015-12-25,3502047.785147048,3473326.1699842094,3468341.6864925353,3462533.456554599,3439081.843170444
2015-12-28,3509684.985147048,3477738.519984209,3473018.7364925356,3467048.456554599,3443221.143170444
2015-12-29,3486444.485147048,3461496.969984209,3457451.3864925355,3452065.4065545993,3429347.943170444
2015-12-30,3469920.485147048,3444773.3199842093,3440594.2864925354,3435521.4065545993,3413901.7431704444
2015-12-31,3483476.4554819106,3459885.4199842094,3455455.1364925355,3450091.040293429,3427519.293170444
2016-01-04,3427914.9904762446,3402550.3029467156,3398559.8513952554,3393917.884454636,3375198.223559744
2016-01-05,3424453.4404762443,3399572.3529467154,3395872.7013952555,3391076.234454636,3372326.673559744
2016-01-06,3399557.0904762447,3378002.202946716,3375620.1513952557,3371549.734454636,3354128.623559744
2016-01-07,3359546.3404762447,3345966.8529467154,3344608.1013952554,3341267.234454636,3325861.773559744
2016-01-08,3370890.9404762443,3355477.5529467156,3353424.5513952556,3349868.734454636,3333933.623559744
2016-01-11,3349826.2904762444,3334872.8029467156,3332751.251395256,3329396.6844546357,3314709.323559744
2016-01-12,3375536.5922729126,3356001.1029467154,3353203.7579730987,3349342.484454636,3333199.071447842
2016-01-13,3379696.142272913,3364103.1639225935,3361979.307973099,3358315.884454636,3341582.4714478413
2016-01-14,3372003.492272913,3354802.663922594,3352159.3579730988,3348568.684454636,3332186.321447842
2016-01-15,3338868.092272913,3328049.1639225935,3325563.8579730988,3322506.826848294,3308159.8714478416
2016-01-18,3309524.292272913,3306118.7139225937,3305038.207973099,3303054.576848294,3290267.321447842
2016-01-19,3339825.542272913,3330806.1139225936,3329414.6579730986,3327122.326848294,3312782.821447842
2016-01-20,3317278.392272913,3310338.1139225936,3310051.2579730987,3308343.0268482943,3295170.6714478415
2016-01-21,3272883.392272913,3268924.4639225937,3269505.807973099,3268541.826848294,3258011.1214478416
2016-01-22,3300825.4422729127,3294314.6639225935,3294403.1079730988,3292897.176848294,3280585.4139637025
2016-01-25,3383431.942272913,3364556.413922594,3362721.8579730988,3360125.7768482943,3344362.7139637023
2016-01-26,3346767.292272913,3334061.313922594,3332680.0079730987,3330480.676848294,3316376.013963702
2016-01-27,3365486.642272913,3354435.6139225936,3353162.457973099,3350903.726848294,3335731.613963702
2016-01-28,3379426.342272913,3374502.3639225936,3374082.6079730988,3371358.0268482943,3354975.513963702
2016-01-29,3465679.392272913,3452416.8639225936,3450485.207973099,3446524.326848294,3426374.9139637025
2016-01-30,3495198.142272913,3474943.7639225936,3471437.5079730987,3466882.426848294,3445841.7139637023
2016-02-01,3506175.542272913,3488700.7639225936,3484751.557973099,3480086.2768482943,3458450.113963702
2016-02-02,3497942.742272913,3474634.6139225936,3469853.457973099,3465062.5268482943,3444186.2139637023
2016-02-03,3455249.142272913,3436282.1139225936,3432909.057973099,3428882.676848294,3409717.5139637026
2016-02-15,3481637.792272913,3464427.6639225935,3460187.4079730986,3455469.576848294,3434950.4139637025
2016-02-16,3535583.9422729127,3509790.8639225936,3504986.7579730987,3499420.426848294,3476473.113963702
2016-02-17,3518619.742272913,3491753.4639225937,3487941.1079730988,3482540.7768482943,3460058.113963702
2016-02-18,3540014.792272913,3508798.5139225936,3503387.6079730988,3497493.426848294,3474369.7139637023
2016-02-19,3548817.242272913,3517716.9139225935,3512796.6579730986,3506818.8768482944,3483250.513963702
2016-02-22,3546704.592272913,3515322.313922594,3509902.057973099,3503991.976848294,3480735.013963702
2016-02-23,3550408.242272913,3516067.2139225937,3510957.057973099,3504861.576848294,3481333.3139637024
2016-02-24,3521669.792272913,3494023.313922594,3489861.457973099,3484670.426848294,3462258.14912273
2016-02-25,3558154.392272913,3524102.813922594,3519215.0079730987,3513270.476848294,3489629.1991227297
2016-02-26,3578973.642272913,3547572.4639225937,3542788.557973099,3536732.676848294,3512088.74912273
2016-03-01,3585849.242272913,3557999.6139225936,3552955.3579730988,3546311.1268482944,3521227.9491227297
2016-03-02,3599373.7045321483,3571279.4273339324,3566654.758706613,3559998.9362199344,3534082.12094809
2016-03-03,3643604.881921928,3612186.1773339324,3606438.158706613,3599156.0862199343,3571398.1209480907
2016-03-04,3654136.8543828074,3615362.0605656346,3607941.9893251746,3600095.750186706,3572345.9485227196
2016-03-07,3675715.216256125,3634464.7419768167,3626463.0983276563,3618332.451655674,3589632.608286597
2016-03-08,3666701.082905566,3622500.7750092098,3614665.526738433,3606603.016307878,3578311.297589104
2016-03-09,3643201.7415536013,3605392.6967573934,3596699.4768736484,3588367.3063540603,3561324.665620893
2016-03-10,3658796.378575874,3622141.399890598,3614711.017372937,3606856.9085536394,3578752.246686668
2016-03-11,3664643.738249561,3626287.370355855,3619171.6248645536,3611696.465650815,3583403.5508605875
2016-03-14,3662801.0719496314,3627151.601270452,3620376.1531106876,3612975.383906944,3584636.6574422843
2016-03-15,3614385.0918249963,3587834.3434030795,3582331.209526204,3575562.339797667,3548985.2810347197
2016-03-16,3633315.9148632493,3604442.1934030796,3597787.659526204,3590395.3897976675,3563247.9810347194
2016-03-17,3673691.3439817675,3640067.39340308,3633040.9595262045,3625349.589797667,3596528.5810347195
2016-03-18,3699194.5939817675,3659035.64340308,3650980.4595262045,3642623.7897976674,3612989.83103472
2016-03-21,3674893.2939817673,3640992.621695551,3633761.652583012,3625792.4298431836,3597256.3810347198
2016-03-22,3684067.1439817674,3645364.121695551,3637594.602583012,3629018.9298431836,3599909.186074595
2016-03-23,3698743.1894855006,3656525.371695551,3648515.952583012,3640176.7798431837,3610798.7860745946
2016-03-24,3686977.2394855004,3646377.271695551,3638533.052583012,3630324.6798431836,3601408.586074595
2016-03-25,3679993.6894855006,3637918.271695551,3629753.4525830117,3621347.0298431837,3592785.486074595
2016-03-28,3675367.2396206567,3632999.2066781847,3624602.3524931576,3616125.2604487166,3587852.6583959977
2016-03-29,3664557.289620657,3622691.906678185,3615157.0524931573,3607439.2104487168,3579574.058395998
2016-03-30,3685563.1396206566,3643150.806678185,3635313.5524931573,3626937.8604487167,3598013.958395998
2016-03-31,3692552.589620657,3643371.656678185,3634674.1524931574,3626198.560448717,3597481.6583959977
2016-04-01,3645627.1396206566,3611688.056678185,3604967.2024931577,3597268.8604487167,3569663.3083959976
2016-04-06,3604769.0651736185,3571116.484715422,3565785.6630787496,3559570.039646307,3533786.259788619
2016-04-07,3589795.7150348946,3554618.334715422,3549062.21307875,3542805.189646307,3517618.659788619
2016-04-08,3586483.4994092355,3555425.5232591787,3550229.5427498287,3543963.513162048,3518713.5245274547
2016-04-11,3615494.049409236,3578826.873259179,3572325.7927498287,3565249.7131620483,3539170.474527455
2016-04-12,3625579.399409236,3586291.4232591786,3579026.7927498287,3571394.363162048,3545010.824527455
2016-04-13,3675280.249409236,3632773.073259179,3624687.2927498287,3616274.0631620483,3588136.224527455
2016-04-14,3679305.6994092357,3629211.9232591786,3620500.6427498288,3612027.5631620483,3583976.5245274547
2016-04-15,3687598.4681462743,3639802.1732591786,3630832.1427498288,3621828.0631620483,3593264.774527455
2016-04-18,3682249.268146274,3638865.2732591787,3630836.1427498288,3622470.7131620483,3594013.374527455
2016-04-19,3675052.668146274,3626625.123259179,3618359.9427498286,3610403.913162048,3582583.9245274547
2016-04-20,3637446.4681462743,3594124.3106180364,3585920.1581786764,3578029.3292768253,3551411.0335151986
2016-04-21,3663264.125627316,3615894.6606180365,3606501.6081786766,3597484.8741047666,3570147.011239328
2016-04-22,3661193.294051474,3614512.798083092,3606269.80609673,3598418.5241047665,3570988.111239328
2016-04-25,3672765.7247774224,3627082.898083092,3619041.4560967297,3610929.705337192,3583132.086062078
2016-04-26,3671701.3926643636,3628754.736900621,3620846.6771010957,3612832.5801502527,3584985.168052725
2016-04-27,3668613.306005073,3625205.086900621,3616298.9271010957,3607844.8301502527,3580331.068052725
2016-04-28,3635497.706005073,3592380.7369006216,3583808.1771010957,3575871.6801502528,3549519.268052725
2016-04-29,3639819.6386111933,3600604.0111516835,3592952.680602743,3585197.5357455844,3558403.9220531927
2016-05-03,3674727.2181477933,3639035.934738725,3628416.440826841,3618226.6652857293,3590331.01187468
2016-05-04,3660400.817398781,3631471.896981874,3622364.202632441,3613248.687481595,3585701.2057206603
2016-05-05,3625595.3867955673,3597193.070621882,3587684.8475340744,3578403.8112610546,3552068.6414856077
2016-05-06,3618116.129433983,3582704.3675653487,3571319.4369679987,3560879.055375645,3534961.7774866093
2016-05-09,3628494.148875074,3590111.614277589,3578968.5429379544,3568894.2526717684,3542724.651125451
2016-05-10,3648354.720849254,3607682.3356232364,3594793.0143699567,3583600.0021047657,3556907.6771207745
2016-05-11,3638381.620849254,3597192.9356232365,3584643.2643699567,3573867.102104766,3547560.6271207747
2016-05-12,3655444.8208492543,3611978.635623236,3599648.1643699566,3588861.202104766,3561980.0771207744
2016-05-13,3689678.020849254,3629927.6856232365,3614107.714369957,3601552.952104766,3574274.7771207746
2016-05-16,3652609.1708492544,3606315.4856232363,3590949.714369957,3578539.602104766,3552156.3271207744
2016-05-17,3666222.0208492544,3619826.7356232363,3605539.214369957,3593627.552104766,3566631.977120775
2016-05-18,3699271.570849254,3652469.4856232363,3638026.0643699565,3625997.852104766,3598012.8271207744
2016-05-19,3661432.120849254,3613127.4356232365,3597766.714369957,3585511.452104766,3558982.6771207745
2016-05-20,3661379.3265131344,3613537.3356232364,3598193.464369957,3585751.202104766,3559076.5771207744
2016-05-23,3699124.2265131343,3648419.2356232363,3633306.814369957,3621395.602104766,3593760.777120774
2016-05-24,3698344.278409606,3644708.875517493,3628680.643939615,3615910.2776673953,3588139.3892453765
2016-05-25,3718435.475532559,3659569.275517493,3643322.443939615,3630356.977667395,3602076.589245376
2016-05-26,3719055.767371746,3657569.8422950245,3641304.671578799,3628436.7065235153,3600268.249844081
2016-05-27,3754440.72445683,3688266.5885998253,3671448.8613238037,3658253.6111010346,3629163.379917719
2016-05-30,3766112.516750495,3705617.9788643452,3689363.93584309,3676555.5034231334,3647054.603885684
2016-05-31,3760659.1267080405,3711269.6967321746,3697887.1815905757,3687107.0107193906,3657709.3881471055
2016-06-01,3794381.274514997,3738434.67057044,3722019.6835621675,3708953.3208390437,3678596.516283491
2016-06-02,3797950.301410218,3736811.4800583995,3719268.365977436,3705293.109792442,3674781.1256708796
2016-06-03,3811774.365320811,3750391.5555151966,3733600.368893285,3720102.051371567,3689181.8039265187
2016-06-04,3802454.8058236013,3739622.4556100043,3722089.371143547,3708090.275260184,3677455.5109414137
2016-06-06,3814023.575479456,3747305.0556100043,3729256.171143547,3715086.8752601845,3684307.310941414
2016-06-07,3863628.025479456,3796899.5056100045,3778540.121143547,3763998.725260184,3731769.960941414
2016-06-08,3897445.2254794557,3826439.8556100046,3805975.471143547,3789717.125260184,3756399.4109414136
2016-06-13,3818007.725479456,3755182.855610004,3736594.121143547,3721548.9252601843,3690171.2609414137
2016-06-14,3837175.725479456,3776180.2556100045,3757989.921143547,3743317.3252601842,3711477.160941414
2016-06-15,3845345.525479456,3780747.0556100043,3761988.971143547,3746722.725260184,3714492.610941414
2016-06-16,3774120.175479456,3719159.605610004,3702304.1711435467,3688257.975260184,3657860.960941414
2016-06-17,3827891.0254794555,3766719.0556100043,3749089.371143547,3734503.4252601843,3702679.4109414136
2016-06-20,3849571.9754794557,3782610.3556100046,3763645.971143547,3748226.7752601844,3715927.460941414
2016-06-21,3885488.5254794555,3814195.7556100045,3793550.221143547,3776763.7752601844,3743428.810941414
2016-06-22,3868076.5684627923,3804935.5241115848,3785562.0514532905,3769654.1350555792,3736769.135559735
2016-06-23,3860957.5935001248,3794637.074111585,3775087.3014532914,3759084.5850555794,3726392.5355597353
2016-06-24,3779665.393500125,3714645.874111585,3695984.901453291,3680921.5850555794,3650512.7355597354
2016-06-27,3762971.5935001248,3708938.2241115845,3692355.1014532903,3678503.185055579,3648272.735559735
2016-06-28,3796772.643500125,3734582.5241115848,3715641.5514532905,3700342.6350555792,3669459.1355597354
2016-06-29,3832907.993938754,3772691.415099869,3753748.953393062,3738177.0021104403,3706218.7068427033
2016-06-30,3859105.493938754,3795102.1650998686,3775160.503393062,3758772.05211044,3726089.9568427033
2016-07-01,3876900.543938754,3812207.5150998686,3793774.5533930617,3778903.102110441,3746275.8068427034
2016-07-04,3883204.7939387537,3815876.6650998686,3796897.353393062,3781618.2021104405,3748911.2068427033
2016-07-05,3869054.043938754,3808520.4150998686,3790397.203393062,3775647.7521104403,3743204.856842703
2016-07-06,3820278.943938754,3764242.6150998687,3747275.403393062,3733377.352110441,3702095.1568427035
2016-07-07,3825977.043938754,3767887.8650998687,3750868.603393062,3736958.9021104407,3705499.506842703
2016-07-11,3890880.3939387538,3827957.3650998687,3810081.5533930617,3795214.7521104403,3762072.1568427035
2016-07-12,3899480.7939387537,3834609.3650998687,3817356.253393062,3802787.852110441,3769389.506842703
2016-07-13,3931112.243938754,3864209.7650998686,3845253.753393062,3829384.852110441,3795036.8068427034
2016-07-14,3946431.5439387537,3873437.715099869,3854543.2033930616,3839062.2521104403,3804691.8068427034
2016-07-15,3990763.9439387536,3914237.315099869,3894560.9097091197,3878274.795345475,3842722.1049269754
2016-07-18,4003338.8939387538,3934142.8650998687,3916051.309709119,3900421.7453454747,3864298.2549269754
2016-07-19,4015253.115312269,3943334.794451252,3924862.689233895,3908931.1467026956,3872475.512835994
2016-07-20,4007784.868747806,3936932.871141409,3918089.191295166,3901778.2684552553,3865382.4231595835
2016-07-21,4020060.251947806,3946879.0675414093,3927404.5744951665,3910662.076455255,3874017.620359584
2016-07-22,3997167.1730587455,3927849.617541409,3909666.7744951667,3894227.626455256,3858435.770359584
2016-07-25,4005295.8183603934,3932201.6445492157,3912541.194761395,3895913.7450376605,3859856.804573846
2016-07-26,3999673.030563191,3929641.619958153,3910416.573303485,3893965.414356271,3857923.06711696
2016-07-27,4008273.1679693237,3935736.4234139486,3916086.1597081665,3899278.641407209,3862967.5087564033
2016-07-28,4015955.1179693243,3946642.873413949,3927070.2597081666,3909935.941407209,3873087.4087564033
2016-07-29,3995401.917969324,3937058.1734139486,3918568.8597081667,3902253.5414072084,3865922.608756403
2016-08-01,4020491.117969325,3957673.4234139486,3938753.709708167,3922145.5914072087,3885303.308756403
2016-08-02,4014941.1179693243,3950025.7734139487,3930932.6597081665,3914331.5414072084,3877741.4087564033
2016-08-03,3992515.617969325,3931753.7734139487,3913635.059708167,3897652.691407209,3861485.1587564033
2016-08-04,3990588.867969325,3929239.7734139487,3911123.5097081666,3895102.291407209,3858916.0087564033
2016-08-05,4030600.2179693244,3975979.7234139484,3956187.159708167,3938504.5914072087,3901052.708756403
2016-08-08,4068303.917969324,4018116.9234139486,3997632.3597081667,3979019.4414072083,3940379.858756403
2016-08-09,4081512.8179693245,4031300.323413949,4010491.009708167,3991583.8914072094,3952509.7587564033
2016-08-10,4110258.0679693245,4066688.6734139486,4050218.1597081665,4034719.541407209,3995419.208756403
2016-08-11,4099679.717969324,4054880.0234139487,4038595.709708167,4023279.8914072094,3984197.4087564033
2016-08-12,4098664.217969324,4053093.8234139485,4037148.1597081665,4022423.4414072093,3983601.1587564033
2016-08-15,4071144.5179693243,4022648.7234139484,4006944.6597081665,3992197.6914072093,3953761.808756403
2016-08-16,4077580.7899132227,4029984.6495352774,4014443.542825676,3999849.016899487,3961377.9476770274
2016-08-17,4086307.089913223,4038395.9495352777,4022552.5928256763,4008063.466899487,3969687.097677028
2016-08-18,4104916.7599132233,4045032.219535277,4027103.542825676,4011248.696899487,3972512.8176770275
2016-08-19,4050899.195291009,3995583.019535278,3978939.4428256764,3964113.9968994875,3926698.8176770275
2016-08-22,3946093.6452910085,3914231.6195352776,3904203.442825676,3893714.596899487,3858302.8676770274
2016-08-23,3973860.6452910085,3937801.25526605,3927238.3248788607,3916380.301401387,3880472.053373032
2016-08-24,3932173.3979584333,3902427.6559938965,3893520.6228023595,3883780.1315651727,3848629.9869220825
2016-08-25,3980167.5479584336,3952376.3559938963,3942651.6228023595,3931995.2815651726,3895637.2869220823
2016-08-26,3985147.0479584336,3956291.7059938964,3946906.372802359,3936387.1815651725,3899847.6369220824
2016-08-29,3991515.5479584336,3955983.6059938967,3946320.5728023592,3935975.2815651726,3899622.036922083
2016-08-30,3982126.8979584333,3952618.5559938964,3943536.222802359,3933453.2815651726,3897172.436922082
2016-08-31,3967098.747958434,3927078.2559938966,3915962.4728023596,3904523.581565173,3868571.036922083
2016-09-01,3903135.5979584334,3885002.6930728494,3879301.434598158,3871652.072989162,3837156.344357907
2016-09-02,3931401.1979584335,3912061.943072849,3903217.2845981577,3892873.122989162,3857059.4943579067
2016-09-05,3994163.247958434,3961122.143072849,3950486.184598158,3939166.4229891617,3901429.194357907
2016-09-06,4011855.2479584333,3982450.4430728494,3971427.3845981583,3959387.922989162,3920596.194357907
2016-09-07,4027157.2479584333,4005168.6930728494,3994341.934598158,3982123.4229891617,3942361.944357907
2016-09-08,4060468.3979584337,4031369.3930728496,4018552.7345981584,4004764.822989162,3963710.444357907
2016-09-09,4020376.747958434,3995893.993072849,3983082.434598158,3969281.172989162,3929668.7443579067
2016-09-10,3979337.9479584335,3952255.643072849,3940368.284598158,3927643.522989162,3889921.394357907
2016-09-12,3942271.6979584335,3926918.6930728494,3916050.1345981583,3903965.222989162,3867420.844357907
2016-09-13,3960641.0479584336,3929269.043072849,3916355.184598158,3903183.6729891617,3866500.6443579067
2016-09-14,3916784.8979584337,3900853.243072849,3889965.0845981585,3878024.872989162,3842480.9922267934
2016-09-19,4014000.5979584334,3995554.643072849,3981519.184598158,3966747.622989162,3926072.7422267934
2016-09-20,4009074.5979584334,3987607.4430728494,3972815.084598158,3957424.5229891622,3917000.392226794
2016-09-21,4013500.9479584335,3995475.393072849,3981151.334598158,3965836.972989162,3924887.4922267934
2016-09-22,4015983.597958434,3994586.8430728493,3979727.0845981585,3964057.972989162,3923194.7422267934
2016-09-23,4037232.6479584337,4015247.293072849,4000464.1345981583,3984788.2729891622,3942789.892226794
2016-09-26,4006596.8979584333,3983173.5930728493,3969741.734598158,3955597.322989162,3915668.1422267933
2016-09-29,4023035.6479584337,4003222.3430728493,3989793.7845981587,3975502.5229891622,3934601.2422267934
2016-09-30,3965977.347958434,3951724.8430728493,3939654.984598158,3926660.1729891617,3888595.4922267934
2016-10-03,3972040.5979584334,3956787.1930728494,3944591.534598158,3931354.322989162,3892950.6922267936
2016-10-04,3995500.0979584334,3981679.5930728493,3969569.3345981585,3956013.322989162,3916326.456162705
2016-10-05,3993077.3479584334,3977286.993072849,3965366.534598158,3952193.222989162,3912848.8561627055
2016-10-06,3989356.6479584333,3977819.543072849,3965389.584598158,3951615.222989162,3912155.6561627053
2016-10-07,3964576.347958434,3955375.2930728495,3943150.7345981584,3929615.5229891622,3891202.1061627055
2016-10-11,3965838.847958434,3954973.8430728493,3944258.084598158,3932238.172989162,3894187.506162705
2016-10-12,3975139.6979584335,3959341.9430728494,3948344.784598158,3936263.322989162,3897753.956162705
2016-10-13,3965289.9979584333,3946349.943072849,3935226.484598158,3923169.622989162,3885327.206162705
2016-10-14,3943942.1979584335,3925876.293072849,3914611.634598158,3902626.222989162,3865837.1561627053
2016-10-17,3948839.997958434,3930394.143072849,3920241.8845981583,3909089.4229891617,3872180.4061627053
2016-10-18,3975709.6979584335,3951540.943072849,3939731.4845981584,3927315.9729891615,3889241.956162705
2016-10-19,3980425.9479584335,3958272.643072849,3946341.584598158,3933820.872989162,3895443.756162705
2016-10-20,3983192.3479584334,3962223.6930728494,3950845.1345981583,3938631.422989162,3899969.8061627047
2016-10-21,3985438.7979584336,3962661.9430728494,3951022.784598158,3938717.422989162,3900021.3561627055
2016-10-24,3976719.097958434,3956546.0430728495,3945615.4845981584,3933682.322989162,3895153.256162705
2016-10-25,3998420.8479584334,3979325.7430728488,3966565.884598158,3953095.5729891616,3913320.0561627047
2016-10-26,3974286.8979584337,3954576.1930728494,3944048.434598158,3932670.972989162,3894058.9504844337
2016-10-27,3955697.0979584334,3937079.393072849,3926950.5345981577,3915955.4729891615,3878188.6004844336
2016-10-28,3964839.4479584335,3951195.6930728494,3941981.834598158,3931500.872989162,3893448.8504844336
2016-10-31,3952130.8479584334,3940967.243072849,3931230.184598158,3920434.272989162,3882771.800484434
2016-11-01,3955816.247958434,3934485.5930728493,3924570.534598158,3914030.8229891616,3876697.4504844337
2016-11-02,3932370.3479584334,3917556.393072849,3908725.734598158,3898958.222989162,3862689.2504844335
2016-11-03,3942456.097958434,3921727.4430728494,3910765.0845981585,3899502.272989162,3863265.9004844334
2016-11-04,3929037.547958433,3914481.993072849,3903058.0345981577,3891291.622989162,3855417.9004844334
2016-11-07,3947588.9479584335,3931576.0930728493,3920232.434598158,3908556.6729891617,3871554.1504844334
2016-11-08,4003092.6479584337,3979968.0930728493,3966645.7345981584,3953216.572989162,3914366.9004844334
2016-11-09,3914851.5479584336,3897951.743072849,3886238.284598158,3874457.972989162,3839535.4004844334
2016-11-10,3992300.7618773086,3968497.927331419,3952949.067771857,3937955.7199295624,3899616.4911419884
2016-11-11,3941823.481573077,3919442.077331419,3904257.767771857,3889936.919929562,3853720.491141989
2016-11-14,3957506.572717877,3932628.255501466,3915602.769912736,3900293.674858294,3863777.0547251264
2016-11-15,3953877.172717877,3927674.3555014664,3911372.1699127364,3896665.574858294,3860403.0047251265
2016-11-16,3953225.286567871,3929311.855501466,3913407.8199127363,3898831.824858294,3862491.4547251267
2016-11-17,3952426.636567871,3938562.2555014663,3923760.969912736,3909789.774858294,3873203.7547251265
2016-11-18,3936628.0533389994,3922062.7789948573,3908534.5691749747,3895516.775713842,3859656.3423976186
2016-11-21,3964967.3677064823,3947052.5789948576,3932983.2691749744,3919752.525713842,3882841.1923976187
2016-11-22,3981771.917706482,3965625.0289948573,3948981.469174974,3933384.125713842,3895258.2923976183
2016-11-23,3983175.067706482,3969631.8789948574,3954908.0191749744,3940466.725713842,3902119.5923976186
2016-11-24,4006127.317706482,3986602.028994858,3969936.8691749745,3954158.5257138424,3914974.1423976184
2016-11-25,4009685.628921772,3988297.437761535,3972178.2447783463,3956738.489284961,3917581.5423976183
2016-11-28,4033509.5289217723,4012297.287761535,3997563.3947783466,3983036.489284961,3942668.2923976188
2016-11-29,4008717.0289217723,3988282.087761535,3973871.394778346,3959740.0892849606,3920828.0923976186
2016-11-30,4020528.878921772,4000111.637761535,3986670.6947783465,3973105.5892849606,3933437.195698823
2016-12-01,4022954.878921772,4001273.687761535,3986925.5947783464,3972842.9892849606,3933222.895698823
2016-12-02,4026254.378921772,4007546.587761535,3992519.8447783464,3977775.8392849606,3937788.9956988227
2016-12-05,3993395.078921772,3984320.137761535,3970117.944778346,3955789.9892849606,3916827.2456988227
2016-12-06,4036917.578921772,4023048.037761535,4007335.0947783464,3991793.539284961,3950959.3456988223
2016-12-07,4049776.178921772,4035159.637761535,4018717.794778346,4002651.9392849607,3961308.945698823
2016-12-08,4102018.678921772,4088937.237761535,4072718.6947783465,4056272.489284961,4012263.0956988223
2016-12-09,4122059.428921772,4103611.237761535,4086726.7447783463,4070007.4392849607,4025442.695698823
2016-12-12,4119824.4289217717,4098733.787761535,4081742.0447783465,4064883.389284961,4020428.0456988225
2016-12-13,4124491.228921772,4111258.037761535,4093974.3447783464,4076484.7392849606,4031335.395698823
2016-12-14,4089308.6789217717,4078405.387761535,4062256.144778346,4045745.6392849605,4002200.9956988227
2016-12-15,4093271.478921772,4075081.537761535,4058695.594778346,4042314.2392849606,3998978.445698823
2016-12-16,4093793.7789217723,4069751.187761535,4050582.5447783465,4032461.989284961,3989358.845698823
2016-12-19,4062561.528921772,4040956.487761535,4023344.5947783464,4006622.8392849606,3965020.7456988227
2016-12-20,4050011.728921772,4030792.387761535,4014004.8447783464,3997828.0892849606,3956631.945698823
2016-12-21,4034113.978921772,4015643.337761535,3999347.4947783463,3983719.4892849606,3943388.2956988225
2016-12-22,4000836.878921772,3984718.037761535,3969719.9947783463,3955250.7392849606,3916432.7456988227
2016-12-23,3987197.628921772,3971353.387761535,3956411.1947783465,3941936.0892849606,3903662.2956988225
2016-12-26,4007778.378921772,3994750.287761535,3979941.8447783464,3965343.5892849606,3925992.5456988225
2016-12-27,3999059.428921772,3986914.537761535,3972083.2447783463,3957476.639284961,3918491.4956988227
2016-12-28,4033426.6789217717,4023700.0377615346,4008939.4947783463,3994008.9892849606,3953288.2956988225
2016-12-29,4001031.128921772,3995417.037761535,3981409.4947783463,3967154.9392849607,3927796.145698823
2016-12-30,4035057.178921772,4029048.587761535,4014455.294778346,3999710.9392849607,3958808.7456988227
2017-01-03,4042295.178921772,4032086.137761535,4016778.894778346,4001361.5892849606,3960094.095698823
2017-01-04,4057433.128921772,4050156.0377615346,4033596.144778346,4017132.6892849607,3974957.7456988227
2017-01-05,4093546.678921772,4084749.4877615348,4067332.044778346,4049974.889284961,4006084.945698823
2017-01-06,4101066.728921772,4088817.087761535,4071015.894778346,4053638.2892849604,4009725.195698823
2017-01-09,4084759.028921772,4072805.687761535,4056397.1947783465,4040211.0892849606,3997175.695698823
2017-01-10,4098734.978921772,4086843.187761535,4069971.194778346,4053355.289284961,4009630.9956988227
2017-01-11,4110093.478921772,4098775.587761535,4081827.144778346,4065094.3892849605,4020758.7456988227
