date,nav_base_e16_e18_e22_v2s,nav_blend_e45_a05,nav_blend_e45_a10,nav_blend_e45_a15,nav_blend_e45_a20,nav_blend_e45_a25,nav_blend_e45_a30,nav_blend_e45_a35,nav_blend_e45_a40,nav_blend_e45_a45,nav_blend_e45_a50,nav_blend_e45_a55,nav_blend_e45_a60,nav_blend_e45_a65,nav_blend_e45_a70,nav_blend_e45_a75,nav_blend_e45_a80,nav_blend_e45_a85,nav_blend_e45_a90,nav_blend_e45_a95,nav_chal_e45_e3
2014-07-07,3505569.9601538656,3502789.5867989655,3499680.593706284,3498228.950130627,3494006.109489385,3489209.2815171005,3486918.2520577204,3485241.5838389993,3481987.7587599917,3481826.0392676736,3479602.128408482,3477377.4492885196,3475128.1803537854,3472902.4405523064,3470797.8721990474,3468634.3691522153,3465441.624530807,3462399.9946538014,3459903.726268968,3456276.321453158,3454031.0512780887
2014-07-08,3538788.3601538655,3535706.8867989653,3531859.9937062846,3530206.300130627,3525472.459489385,3520264.331517101,3517797.0020577204,3515976.4838389996,3512694.508759992,3512514.239267674,3510207.428408482,3507904.24928852,3505582.1303537856,3503272.4405523064,3501086.8721990474,3498847.9691522154,3495567.374530807,3492439.5946538015,3489862.6762689683,3486150.771453158,3483824.901278089
2014-07-09,3544448.2601538654,3541574.9867989654,3538038.493706284,3536605.400130627,3532121.459489385,3527060.4815171007,3524627.6520577203,3522837.4338389994,3519564.408759992,3519372.2392676733,3517048.128408482,3514727.5492885197,3512387.4303537854,3510062.490552306,3507859.722199047,3505603.6191522153,3502303.874530807,3499157.7446538014,3496564.5262689684,3492831.871453158,3490488.751278089
2014-07-10,3575185.8601538655,3572474.5867989655,3569186.6937062843,3567986.100130627,3563595.1594893853,3558542.2815171005,3556057.5520577203,3554210.8338389993,3550934.108759992,3550707.2392676733,3548300.728408482,3545901.7492885194,3543484.9303537854,3541077.490552306,3538794.0221990473,3536461.2191522154,3533072.674530807,3529839.8446538015,3527166.726268968,3523345.971453158,3520922.3512780885
2014-07-11,3552604.5601538657,3550325.9867989654,3547306.593706284,3546395.2501306273,3542088.5094893854,3537033.431517101,3534587.5020577204,3532803.0338389995,3529640.058759992,3529483.6392676737,3527127.828408482,3524783.6492885198,3522422.1803537854,3520069.5905523063,3517836.5221990473,3515558.219152216,3512227.9245308074,3509053.2446538014,3506437.8762689685,3502681.8214531583,3500309.3012780887
2014-07-14,3568393.3601538655,3566247.3867989653,3563287.093706284,3562740.450130627,3558576.1094893855,3553529.8815171006,3551075.7520577204,3549244.6838389994,3546105.158759992,3545935.1392676737,3543535.828408482,3541150.1492885198,3538751.4803537857,3536352.3405523063,3534076.7721990473,3531758.0691522155,3528381.024530807,3525161.8946538013,3522503.726268968,3518702.521453158,3516288.0512780887
2014-07-15,3607795.9601538656,3605270.036798965,3601890.093706284,3600452.700130627,3595559.559489385,3590099.931517101,3587453.6020577205,3585455.4838389996,3582083.308759992,3581812.8392676734,3579324.728408482,3576849.6992885196,3574354.0803537853,3571862.1905523064,3569500.072199047,3567091.3691522153,3563613.424530807,3560291.0446538012,3557537.9262689683,3553631.621453158,3551127.1012780885
2014-07-16,3594679.210153865,3592790.836798965,3589750.4437062843,3588358.5501306267,3583504.259489385,3578010.4315171004,3575407.2520577204,3573448.233838999,3570023.9087599916,3569749.789267673,3567295.0284084817,3564852.2492885194,3562380.980353785,3559924.990552306,3557595.972199047,3555216.3691522153,3551772.024530807,3548481.2946538012,3545761.276268968,3541887.971453158,3539413.7512780884
2014-07-17,3608901.521253866,3607237.569198966,3603978.341006284,3602719.8366306275,3597977.8162893853,3592497.864817101,3589918.6865577204,3587896.912739,3584367.907159992,3584027.159767674,3581541.4242084823,3579061.6199885197,3576553.175953786,3574058.8355523064,3571698.642499047,3569281.6643522154,3565797.9446308073,3562467.2894538017,3559708.770868968,3555791.890953158,3553283.695878089
2014-07-18,3606231.721253866,3604340.5691989656,3601066.241006284,3599432.7366306274,3594638.1162893856,3589205.364817101,3586624.8865577206,3584663.8127389997,3581077.307159992,3580721.9597676736,3578246.4242084823,3575773.6199885197,3573267.075953786,3570789.8355523064,3568439.242499047,3566028.5643522153,3562555.0446308074,3559233.5894538015,3556484.270868968,3552571.590953158,3550072.595878089
2014-07-21,3607398.421253866,3606128.1691989657,3603112.641006284,3601753.2366306274,3597023.216289385,3591492.264817101,3588916.6865577204,3586969.2127389996,3583365.307159992,3583008.3597676735,3580526.224208482,3578048.6199885197,3575533.575953786,3573054.2355523063,3570697.842499047,3568280.6643522154,3564799.6446308075,3561471.4894538014,3558718.3708689683,3554798.790953158,3552292.4958780888
2014-07-22,3630255.221253866,3628461.3691989654,3625155.241006284,3623413.6366306273,3618496.716289385,3612909.914817101,3610266.4365577204,3608258.5627389997,3604554.4071599916,3604139.3597676735,3601605.224208482,3599072.8199885194,3596502.575953786,3593969.385552306,3591561.792499047,3589090.6143522155,3585551.0446308074,3582164.6394538013,3579354.920868968,3575371.390953158,3572813.5458780886
2014-07-24,3649550.371253866,3648152.119198966,3644766.3910062844,3643211.6366306273,3638176.716289385,3632357.464817101,3629652.2865577205,3627572.162739,3623815.5071599917,3623371.9597676736,3620787.724208482,3618207.0699885194,3615588.1259537856,3613004.885552306,3610548.9424990467,3608029.2643522155,3604434.2446308075,3600993.8394538015,3598135.1208689683,3594097.190953158,3591489.295878089
2014-07-25,3660488.2712538657,3659016.0691989656,3655479.2910062843,3653766.9866306274,3648661.6662893854,3642797.564817101,3640068.0865577203,3637966.8127389997,3634139.057159992,3633658.9597676736,3631049.9242084823,3628443.21998852,3625795.925953786,3623188.285552306,3620707.292499047,3618160.9143522154,3614537.844630807,3611069.2394538014,3608182.170868968,3604112.290953158,3601478.795878089
2014-07-28,3705991.2619565492,3705996.4691989655,3702884.2410062845,3702054.6366306273,3697344.5162893855,3691874.9025112586,3689199.948020689,3687016.148321037,3682996.5654709097,3682396.1027155686,3679682.067739292,3676964.8603881644,3674202.689264209,3671487.9768844494,3668902.956459289,3666244.268397482,3662495.9395309915,3658905.7543303985,3655907.802473343,3651706.2861072584,3648962.84971466
2014-07-29,3676514.411956549,3675660.9191989657,3672182.941006284,3670956.7866306272,3666126.766289385,3660386.9525112584,3657704.098020689,3655604.098321037,3651719.6154709095,3651198.7527155685,3648551.267739292,3645903.5603881646,3643214.9892642084,3640571.6768844496,3638052.4564592885,3635464.4183974816,3631796.7395309913,3628285.9043303984,3625358.8024733425,3621239.9861072586,3618566.74971466
2014-07-30,3700004.161956549,3699074.5691989656,3695587.191006284,3694551.686630627,3689956.0162893855,3684429.0525112585,3681772.298020689,3679657.8483210374,3675746.16547091,3675182.2027155687,3672480.767739292,3669776.7603881643,3667035.939264209,3664337.8268844495,3661764.5064592888,3659121.818397482,3655394.4395309915,3651825.6543303984,3648841.602473343,3644657.8861072585,3641931.4497146597
2014-07-31,3672121.311956549,3670792.619198966,3667178.291006284,3665791.986630627,3660908.6662893854,3655510.3025112585,3652844.248020689,3650718.898321037,3646776.7154709096,3646232.002715568,3643600.867739292,3640963.7103881645,3638284.8392642085,3635650.9268844496,3633146.606459289,3630569.2183974814,3626914.139530991,3623415.6543303984,3620498.5024733427,3616390.4361072583,3613731.1997146597
2014-08-01,3638632.696620772,3638142.5842512213,3634849.4209320582,3634546.1712176623,3630167.780614573,3625704.9553838815,3623492.323313169,3621501.953078242,3617755.7790890564,3617274.7502720584,3614718.934168692,3612162.7429886456,3609562.423823593,3607000.657045102,3604574.6938299267,3602063.5771902823,3598490.1855238103,3595079.410683371,3592241.019909351,3588223.876903306,3585640.7771508796
2014-08-04,3627351.123250629,3625614.4963631644,3621896.5993068353,3620841.0589428577,3616063.501477812,3611259.706333956,3608877.5784310815,3606896.629621087,3603205.6889129635,3602785.209319447,3600253.789797538,3597728.81029669,3595160.577765978,3592633.0168270865,3590231.8211307093,3587753.3452329226,3584216.3144443585,3580838.850895074,3578033.2718002535,3574052.5003308062,3571499.6894367174
2014-08-05,3542267.7221234543,3540395.9681749274,3537092.814157325,3536137.947513329,3531844.687625795,3527521.1727016782,3525339.276532086,3523499.4117443254,3519994.8499527094,3519650.6367562492,3517298.8084995085,3514949.394963159,3512556.2138776705,3510200.7093102923,3507973.829578414,3505668.2909244113,3502332.4327276694,3499147.181543403,3496520.629527586,3492746.945363022,3490370.7992440965
2014-08-06,3590021.4208607376,3586473.418174927,3583053.814157325,3581537.797513329,3577022.737625795,3572669.2727016783,3570360.326532086,3568526.1617443254,3565024.7999527096,3564685.686756249,3562233.558499508,3559789.6949631595,3557305.0638776706,3554854.2093102923,3552529.629578414,3550134.2909244117,3546692.8327276693,3543402.0815434027,3540678.2795275864,3536795.145363022,3534323.849244097
2014-08-07,3602091.570860738,3597978.4681749274,3594248.964157325,3592224.197513329,3587385.4876257954,3582792.0227016783,3580379.276532086,3578522.5617443253,3574939.2999527096,3574568.8367562494,3572095.6584995086,3569630.3949631597,3567120.1138776704,3564654.359310292,3562310.479578414,3559893.4409244116,3556426.8327276697,3553113.9815434027,3550368.229527586,3546455.495363022,3543965.2492440967
2014-08-08,3585062.920860738,3581346.3181749275,3577871.5641573253,3576125.747513329,3571524.537625795,3567081.272701679,3564713.7265320863,3562946.2117443257,3559512.6499527097,3559218.536756249,3556773.2084995084,3554341.19496316,3551866.0638776706,3549434.2093102923,3547117.9795784145,3544734.390924412,3541303.8827276696,3538027.281543403,3535317.229527586,3531443.695363022,3528984.149244097
2014-08-11,3609477.720860738,3605975.6681749276,3602224.564157325,3600267.347513329,3595239.037625795,3590388.7727016783,3587885.926532086,3585966.6617443254,3582312.399952709,3581927.9867562493,3579436.3584995084,3576957.0949631594,3574428.2138776705,3571951.4593102923,3569592.029578414,3567159.1909244116,3563672.3827276696,3560341.9815434027,3557582.5295275864,3553651.295363022,3551143.799244097
2014-08-12,3596555.1208607377,3592945.6181749273,3589608.014157325,3587621.797513329,3582931.737625795,3578459.6727016782,3576087.876532086,3574279.6617443254,3570693.3999527097,3570317.8367562494,3567854.8084995085,3565400.2949631596,3562895.3138776706,3560441.159310292,3558108.429578414,3555700.8409244115,3552243.7327276696,3548939.7815434025,3546205.3295275862,3542303.1453630216,3539822.2492440967
2014-08-13,3635372.190860738,3631342.6581749273,3628012.314157325,3625955.2775133285,3621208.3376257955,3616717.7027016785,3614330.2065320862,3612489.4817443257,3608807.3999527097,3608375.116756249,3605833.8384995083,3603298.7949631596,3600712.9638776705,3598177.6593102925,3595768.2295784145,3593281.7609244115,3589734.0627276693,3586341.641543403,3583524.309527586,3579527.645363022,3576967.9192440966
2014-08-14,3636732.3908607378,3634130.5193605064,3630235.841673692,3627833.1742699104,3622644.35300957,3617243.802701678,3614817.556532086,3612850.681744325,3608843.49995271,3608256.416756249,3605722.9384995084,3603184.99496316,3600583.6138776704,3598060.1593102925,3595659.1795784137,3593163.960924411,3589613.4127276693,3586222.0415434027,3583402.609527586,3579399.595363022,3576839.7692440967
2014-08-15,3623533.591883227,3621107.712154955,3617156.368633287,3615080.0242699105,3609848.05300957,3604040.407937358,3601632.860181876,3599695.2834153366,3595708.4572047875,3595146.051025652,3592646.6600504937,3590143.0542023545,3587575.3786528246,3585088.8874437325,3582722.2942937757,3580260.521287783,3576747.3347025467,3573717.891543403,3570926.0095275864,3566952.6953630224,3564419.5692440965
2014-08-18,3606414.991883227,3603180.4121549553,3599041.4186332873,3597042.8242699103,3591772.9530095705,3585859.507937358,3583424.4101818763,3581544.533415337,3577723.7572047873,3577260.751025652,3574798.9600504935,3572338.204202355,3569820.1786528244,3567375.537443733,3565045.2942937757,3562628.1712877834,3559164.1847025473,3556051.437825155,3553606.4595275866,3549678.545363022,3547181.169244097
2014-08-19,3656736.691883227,3652913.562154955,3648520.668633287,3647196.9914205773,3641021.45300957,3635448.807937358,3632896.460181876,3630963.433415337,3627287.2072047875,3626881.051025652,3624290.8600504934,3621710.7042023544,3619087.128652824,3616515.1374437325,3614050.4942937754,3611517.4212877834,3607923.6347025465,3604682.737825155,3602594.679581443,3598520.191994169,3595088.8192440965
2014-08-20,3696571.491883227,3692194.612154955,3687691.618633287,3686187.3414205774,3679532.6030095704,3674299.457937358,3671707.110181876,3669755.233415337,3666033.7572047873,3665575.501025652,3662891.9600504935,3660216.7542023547,3657500.3286528243,3654833.6374437325,3652275.2942937757,3649650.071287784,3645953.234702547,3642627.3878251547,3640460.979581443,3636277.3919941685,3632465.329246528
2014-08-21,3726148.691883227,3720907.362154955,3716097.368633287,3713927.7414205773,3706608.65300957,3701455.5079373578,3698757.660181876,3696761.6334153367,3692890.307204787,3692344.501025652,3689597.9100504937,3686856.2542023547,3684069.5286528245,3681341.787443733,3678721.2942937757,3676031.1712877834,3672263.2347025466,3668884.3878251547,3666666.929581443,3662403.8919941685,3658513.729246528
2014-08-22,3783700.891883227,3779348.5121549554,3774150.868633287,3772078.3414205774,3763681.3030095706,3758383.757937358,3755456.460181876,3753196.483415337,3749061.7572047873,3748388.4510256522,3745504.3100504936,3742627.454202355,3739701.5286528245,3736838.3374437327,3734084.0942937755,3731257.8712877836,3727335.784702547,3723823.937825155,3721491.129581443,3717073.041994169,3713100.229246528
2014-08-25,3771879.541883227,3767650.6621549553,3762375.068633287,3760664.4914205773,3752552.0030095703,3747240.557937358,3744375.960181876,3742142.583415337,3738110.8572047874,3737489.4510256522,3734630.5100504933,3731778.8042023545,3728885.128652824,3726045.4374437327,3723314.5442937757,3720514.1712877834,3716621.784702547,3713135.237825155,3710823.079581443,3706436.6419941685,3702490.629246528
2014-08-26,3766239.391883227,3761636.062154955,3756602.918633287,3754466.5914205774,3746400.55300957,3741137.907937358,3738271.210181876,3736091.483415337,3732032.807204787,3731398.101025652,3728555.4100504937,3725720.0042023547,3722835.6286528246,3720013.8374437327,3717300.2942937757,3714515.6212877836,3710640.0847025467,3707166.487825155,3704867.929581443,3700497.1419941685,3696545.5792465275
2014-08-27,3787432.891883227,3782601.5121549554,3776923.918633287,3774310.8414205774,3765506.7030095705,3759812.757937358,3756720.610181876,3754377.1334153367,3750137.057204787,3749436.101025652,3746547.2600504933,3743666.854202355,3740734.5286528245,3737873.1874437327,3735115.7942937757,3732286.071287783,3728359.984702547,3724837.337825155,3722494.9295814433,3718071.191994169,3714096.4292465276
2014-08-28,3771867.080368567,3767693.210105096,3762443.266223171,3760195.353109374,3751960.986781413,3746441.7820229074,3743533.051442182,3741291.3520308714,3737073.5073000733,3736364.3302128743,3733513.208627628,3730664.6133662704,3727761.4280009824,3724932.7867918904,3722211.6130318455,3719411.854571994,3715520.943624859,3712026.8059996027,3709709.6506765387,3705320.074676866,3701461.3292465275
2014-08-29,3729313.895854554,3725099.6447831346,3720304.57642338,3718069.042696383,3710195.036781413,3704982.1829489595,3702213.246844088,3700096.8532148595,3696026.40190337,3695396.4565108595,3692647.6578160557,3689899.967296137,3687097.7427885355,3684365.3987606703,3681744.235484799,3679045.5216703806,3675267.077988664,3671873.7156370934,3669648.4000987518,3665377.0714988946,3661457.8351114457
2014-09-01,3758813.6889778045,3755311.412030873,3750070.5271265083,3747798.2951327884,3739582.990389832,3733871.9504261217,3730996.1770781265,3728561.7290878724,3724172.7608403983,3723364.654866202,3720561.0326935067,3717744.7791847414,3714874.04433679,3712063.806352929,3709385.8134625205,3706616.3853590265,3702762.895791132,3699295.6751134084,3697003.360982993,3692656.490561333,3688767.9147211276
2014-09-02,3725168.3528299434,3722473.5031884834,3717908.979478745,3716147.0578707173,3708567.348848467,3703373.1009887834,3700799.053176872,3698501.094133212,3694190.0330289593,3693390.6965702847,3691128.632693507,3688384.0291847414,3685584.74433679,3682841.1563529293,3680240.9634625204,3677540.0353590264,3673767.295791132,3670375.125113408,3668150.2109829932,3663888.3905613334,3660103.0647211275
2014-09-03,3772690.352829944,3770370.1531884833,3764989.129478745,3763211.757870717,3754950.498848467,3749069.200988783,3746216.153176872,3743581.444133212,3739019.433028959,3738106.396570285,3735487.171414169,3732629.8986882586,3729720.0134383594,3726859.611872667,3724148.0604564003,3721333.062136347,3717434.739382244,3713922.1608209135,3711590.2783676498,3707201.0616428084,3703287.884417901
2014-09-04,3769486.2028299435,3767142.953188483,3762053.179478745,3760109.457870717,3751996.1488484675,3746244.550988783,3743453.153176872,3740917.094133212,3736329.1330289594,3735395.746570285,3732775.9714141693,3729925.2986882585,3727015.9134383597,3724168.3118726667,3721467.9104564004,3718658.712136347,3714767.889382244,3711263.0108209136,3708938.7783676498,3704553.911642808,3700652.5344179007
2014-09-05,3746995.3028299436,3745349.2531884834,3740863.7294787453,3739703.207870717,3732226.448848468,3726937.400988783,3724367.553176872,3722017.094133212,3717651.6830289597,3716817.846570285,3714278.9714141693,3711475.9986882587,3708617.9134383597,3705817.261872667,3703160.0104564005,3700398.862136347,3696559.4393822444,3693105.760820914,3690829.5283676498,3686499.2616428086,3682650.4344179006
2014-09-09,3755920.002829944,3754879.303188483,3750333.4794787453,3749354.607870717,3741783.598848467,3736360.8509887834,3733767.753176872,3731315.594133212,3726850.1330289594,3725964.5465702848,3723398.0714141694,3720572.298688259,3717690.51343836,3714864.361872667,3712186.7104564,3709401.362136347,3705536.0393822445,3702056.960820914,3699758.72836765,3695403.1616428085,3691528.184417901
2014-09-10,3740567.6528299437,3739757.553188483,3735350.729478745,3734159.1578707173,3726612.3988484675,3721192.5009887833,3718660.753176872,3716244.444133212,3711680.833028959,3710746.696570285,3708220.171414169,3705431.9986882587,3702581.01343836,3699797.3118726667,3697165.0604564003,3694415.662136347,3690592.239382244,3687153.8608209137,3684891.0783676496,3680576.761642808,3676748.984417901
2014-09-11,3739394.852829944,3738815.053188483,3734707.579478745,3733906.107870717,3726756.2988484674,3721631.650988783,3719243.603176872,3716911.944133212,3712433.7830289593,3711516.9465702847,3708977.371414169,3706186.9486882584,3703336.9134383597,3700549.161872667,3697915.0104564005,3695164.3621363468,3691339.489382244,3687900.060820914,3685635.7283676495,3681319.611642808,3677494.7844179007
2014-09-12,3723197.5528299436,3721539.553188483,3717313.479478745,3715708.707870717,3708426.9988484676,3703343.5009887833,3700963.403176872,3698703.494133212,3694179.3330289596,3693239.646570285,3690757.4714141693,3688010.9986882587,3685201.2134383596,3682462.961872667,3679879.3604564006,3677173.512136347,3673401.4393822444,3670010.910820914,3667786.2283676495,3663519.5616428084,3659747.984417901
2014-09-15,3716721.5528299436,3714660.353188483,3709865.479478745,3707388.2078707167,3699372.498848467,3693753.700988783,3691157.5031768717,3688716.794133212,3683959.1330289594,3682940.3465702846,3680494.671414169,3677774.098688259,3674982.8134383596,3672272.0618726662,3669718.9604564,3667037.212136347,3663292.639382244,3659927.8108209134,3657723.928367649,3653486.661642808,3649742.0844179005
2014-09-16,3671383.4028299437,3669536.303188483,3665331.679478745,3663434.907870717,3656077.6988484673,3651016.150988783,3648672.203176872,3646463.494133212,3642009.1330289594,3641137.996570285,3638854.6714141695,3636240.2486882587,3633560.9134383597,3630953.3618726665,3628500.2604564005,3625926.012136347,3622298.5393822445,3619046.6108209137,3616944.1283676494,3612830.5616428084,3609201.5844179005
2014-09-17,3694997.2028299435,3693535.353188483,3688945.079478745,3687350.957870717,3679834.348848467,3674531.300988783,3672118.803176872,3669804.4441332123,3665279.3830289594,3664371.1965702847,3662012.0714141694,3659337.4986882587,3656601.61343836,3653935.511872667,3651422.7104564,3648788.212136347,3645095.0393822445,3641782.210820914,3639624.87836765,3635441.9616428083,3631746.134417901
2014-09-18,3708694.752829944,3706959.203188483,3702205.229478745,3700672.907870717,3693083.548848467,3687724.650988783,3685243.853176872,3682881.9941332117,3678406.983028959,3677523.6965702847,3675113.371414169,3672406.2486882587,3669348.9445992275,3666628.8078657007,3664059.8682271126,3661377.701294984,3657629.832081002,3654264.358862466,3652058.3319189153,3647822.757102678,3644071.6880404647
2014-09-19,3706815.852829944,3704643.203188483,3699559.529478745,3697527.607870717,3689677.748848467,3684174.700988783,3681664.353176872,3679271.544133212,3674661.0330289593,3673710.2965702848,3671325.871414169,3668625.598688259,3665668.6945992275,3662964.657865701,3660413.9682271127,3657741.5512949843,3654008.332081002,3650657.4588624663,3648460.381918915,3644234.1571026784,3640498.5880404646
2014-09-22,3680178.5528299436,3678467.9031884833,3673741.029478745,3672048.9078707173,3664416.9488484673,3659025.0009887833,3656561.603176872,3654199.344133212,3649732.7330289595,3648871.0465702848,3646543.2714141696,3643909.2486882587,3641136.6445992277,3638511.707865701,3636040.8182271128,3633453.8512949846,3629810.8820810025,3626544.7088624667,3624430.481918915,3620303.5571026783,3616655.138040465
2014-09-23,3669532.852829944,3667844.053188483,3663131.529478745,3661580.0578707173,3654020.2988484674,3648691.850988783,3646257.953176872,3643905.794133212,3639508.7830289593,3638533.101500983,3636396.271414169,3633639.4567492506,3631156.6945992275,3628563.157865701,3626124.2682271125,3623572.4512949847,3619966.9320810023,3616736.358862466,3614654.9319189154,3610568.0571026783,3606955.7880404647
2014-09-24,3675387.9528299435,3673212.053188483,3668158.729478745,3666572.6578707173,3658904.898848467,3653421.350988783,3650907.5031768717,3648601.394133212,3644282.4830289595,3643220.3015009826,3641198.871414169,3638282.506749251,3635799.7445992273,3633197.8078657007,3630736.1182271126,3628170.1512949844,3624545.382081002,3621301.3088624664,3619206.3319189153,3615099.357102678,3611470.5380404647
2014-09-25,3649832.2028299435,3647894.803188483,3643157.429478745,3641912.957870717,3634599.6988484673,3629404.8509887834,3627036.9031768716,3624808.844133212,3620626.2330289595,3619779.3015009826,3617678.9714141693,3615007.756749251,3612618.0445992276,3610090.507865701,3607707.5682271128,3605221.6512949844,3601684.582081002,3598522.9088624665,3596504.6819189154,3592488.9071026784,3588946.4880404645
2014-09-26,3641286.0834530727,3639598.3687419184,3635602.529478745,3633886.357870717,3626470.6988484673,3621170.0509887836,3618768.3531768722,3616621.7941332124,3612301.9830289595,3611068.6051902985,3609332.0714141694,3606329.1426879326,3603949.35791824,3601453.8855332485,3599094.447090995,3596620.8477266263,3593100.9031850197,3589956.8655222612,3587942.3114080625,3583921.015872191,3580379.8598700142
2014-09-29,3613922.9083020394,3612802.3484790158,3609951.871883287,3608534.3959909757,3601619.9298713603,3596745.0785588943,3594558.314451421,3592574.4279303523,3588377.489014717,3587326.975464082,3585625.362520516,3582825.4776748414,3580562.4715085872,3578185.5059826495,3575947.6479165354,3573589.350067961,3570194.0081992764,3567171.5950272256,3565271.6809949116,3561375.2468219725,3557960.9967601816
2014-09-30,3608686.9061993505,3607415.6435564603,3604904.199202347,3603454.239484868,3596905.083920684,3592351.8713653735,3590226.3548712884,3588370.7514601173,3584259.521531433,3583257.6021927637,3581542.4448252204,3578794.0273429314,3576545.1550841536,3574188.1550755915,3571970.8999891477,3569630.527213713,3566256.059687957,3563251.4753099806,3561371.9304144224,3557494.7244548146,3554101.961845616
2014-10-01,3594613.1090050903,3594251.692922039,3591858.4707397646,3590781.667439865,3584285.270865441,3579711.8318020604,3577730.4814691814,3575897.085234243,3571819.898901368,3570875.0101476614,3569211.0369956847,3566534.1024693307,3564346.6659485777,3562048.919217481,3559891.3523177756,3557610.8947389657,3554299.2540665115,3551356.331752744,3549536.8294048267,3545726.1760058193,3542395.3305672184
2014-10-02,3571065.4308769875,3572624.4929220392,3570548.3207397647,3569901.167439865,3563601.3208654406,3559046.3318020604,3557273.4814691814,3555521.385234243,3551474.898901368,3550602.3601476615,3549030.986995685,3546457.6024693307,3544364.5159485773,3542167.3192174807,3540109.1523177754,3537924.2947389656,3534713.3040665113,3531871.381752744,3530150.029404827,3526444.9260058193,3523215.280567218
2014-10-03,3637552.5308769876,3637541.392922039,3634814.670739765,3633852.5674398653,3626996.570865441,3621917.63180206,3619687.6814691816,3617605.085234243,3613290.998901368,3612187.6101476615,3610336.936995685,3607440.302469331,3605056.765948578,3602562.519217481,3600201.552317776,3597723.2947389656,3594198.7540665115,3591050.7317527444,3589041.729404827,3585015.6760058193,3581472.530567218
2014-10-06,3604641.0808769874,3605303.4929220392,3602459.670739765,3601545.367439865,3594733.720865441,3589743.7318020603,3587634.3314691815,3585622.735234243,3581461.248901368,3580512.110147662,3578803.836995685,3576070.9524693307,3573841.0659485776,3571497.569217481,3569286.252317776,3566961.7447389658,3563597.1540665114,3560606.1317527443,3558745.0294048274,3554886.1260058195,3551501.530567218
2014-10-07,3601068.9308769875,3602540.192922039,3599828.8707397645,3599201.367439865,3592477.3208654406,3587381.78180206,3585313.7314691814,3583315.235234243,3579140.698901368,3578219.6101476615,3576513.8369956845,3573795.0024693306,3571575.1159485774,3569246.0692174807,3567044.552317776,3564729.7447389653,3561373.2040665112,3558394.781752744,3556548.3294048267,3552700.126005819,3549324.5805672184
2014-10-08,3609172.5308769876,3610501.5708088586,3608010.7869460452,3607327.9745544,3600769.1483559427,3595854.9868370485,3593753.9327194905,3591747.552569004,3587573.577756021,3586620.0080837877,3584866.8810126656,3582107.987923736,3579841.9625480236,3577464.6447588047,3575218.8343682936,3572859.481515034,3569456.5213059783,3566430.004315585,3564538.584226828,3560644.9186289585,3557221.8948282017
2014-10-09,3635073.449686096,3635137.639842096,3631857.421254125,3630736.35220919,3623673.4630378713,3618369.957708925,3615931.746895946,3613743.18436603,3609475.1050030664,3608468.511577685,3606606.2340028165,3603734.0625734604,3601366.45803512,3598883.582158283,3596526.1768682175,3594061.7946576187,3590545.2319651367,3587411.4436697313,3585416.252629707,3581404.3412755746,3577868.928179456
2014-10-13,3559165.886272349,3560204.4644595445,3558150.9971507303,3557849.590863639,3551698.98402916,3547126.0288365064,3545201.4050789755,3543575.5646978114,3539820.684070521,3539152.158336992,3537618.355251706,3535094.457383508,3533062.847405033,3530927.3060450805,3528909.992591868,3526783.0750256027,3523624.2762882086,3520842.3309152676,3519180.404307661,3515530.2337766304,3512357.394241669
2014-10-14,3572031.759073113,3573612.463638541,3571997.1962236036,3571982.287737958,3566000.6710584485,3561488.142492169,3559578.307945844,3557976.4247833095,3554203.92742499,3553489.623041574,3551888.3612122186,3549293.83944586,3547192.851371531,3544991.7105876105,3542906.169255672,3540709.4449916994,3537479.452231561,3534625.592690245,3532900.186772111,3529174.3928674543,3525931.0294231893
2014-10-15,3542466.945468204,3545264.6237579393,3544444.191267562,3545348.9256396433,3539751.3372182236,3535412.23954936,3533616.000232003,3532169.2883116007,3528683.027136864,3528172.718508055,3526682.3398962896,3524214.622817416,3522241.736467983,3520161.829543789,3518189.3589666267,3516118.6831905665,3513015.29236209,3510286.779769716,3508683.179142951,3505091.0321872355,3501973.802014578
2014-10-16,3530146.952322079,3533362.7417525277,3532969.0074322987,3534347.82784149,3528980.1438953667,3524782.0135830333,3523061.544856811,3521727.11590627,3518411.092240214,3517996.0322542917,3516552.7583686276,3514135.3005090854,3512216.7539646397,3510186.081779786,3508259.3367794715,3506240.088125551,3503189.477336453,3500512.597550654,3498958.417678309,3495420.5035004476,3492355.597711453
2014-10-17,3523262.421294741,3525816.487823395,3524878.0416320367,3525927.502890789,3520144.190647193,3515608.092751982,3513800.9426459204,3512511.6870007194,3509201.8269680766,3508830.3517933534,3507429.511135917,3505047.6865046034,3503173.5000514337,3501195.0110948086,3499311.071563614,3497335.600236768,3494330.5987576805,3491700.252533922,3490192.325768765,3486689.4610812264,3483674.9696656945
2014-10-20,3539521.810478949,3541834.3567104586,3540948.682125054,3541757.018734369,3536088.45564557,3531695.660532617,3529927.441570281,3528589.968244327,3525143.856794786,3524652.2314852383,3523184.7572642346,3520731.227334909,3518778.566369876,3516724.4351582793,3514773.321115221,3512722.0425735023,3509641.396658807,3506934.693875273,3505353.5569030573,3501775.0189528125,3498682.9559754157
