code,cash_ex_date,cash_payment_date,cash_dividend,stock_ex_date,stock_payment_date,source,source_url
2885,2024-06-27,2024-07-26,1.1,2024-08-12,2024-09-13,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2023-06-29,2023-07-26,0.8,2023-08-11,2023-10-02,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2022-06-28,2022-07-22,1.5,2022-08-12,2022-09-26,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2021-07-09,2021-07-21,1.2,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2020-06-29,2020-07-22,0.65,2020-08-17,2020-09-30,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2019-07-02,2019-07-26,0.9,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2018-07-04,2018-07-27,0.5563,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2017-07-14,2017-08-09,0.4478,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2016-07-15,2016-08-10,0.361,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2015-07-16,2015-08-05,0.6178,2015-08-13,2015-10-02,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2014-06-26,2014-07-18,0.65,2014-08-20,2014-09-30,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2013-07-23,2013-08-12,0.55,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2012-07-25,2012-08-16,0.2,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,,,,2011-08-25,2011-09-29,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2010-07-08,2010-07-29,0.9,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2009-08-13,2009-09-08,0.18,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2008-07-10,2008-07-31,0.65,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2005-08-30,2005-09-26,0.513,2005-08-30,2005-09-26,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2885,2004-07-15,2004-08-13,0.4,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2885.TW/dividend
2890,2026-07-23,2026-08-24,1.1,2026-07-23,2026-08-24,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2025-08-21,2025-09-22,0.91,2025-08-21,2025-09-22,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2024-08-22,2024-09-27,0.75,2024-08-22,2024-09-27,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2023-08-09,2023-09-13,0.6,2023-08-09,2023-09-13,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2022-08-10,2022-09-14,0.8,2022-08-10,2022-09-14,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2021-08-12,2021-09-16,0.7,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2020-06-11,2020-07-16,0.7,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2019-07-11,2019-08-15,0.636,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2018-08-15,2018-09-19,0.5,2018-08-15,2018-09-19,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2017-09-18,2017-10-25,0.344,2017-09-18,2017-10-25,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2016-08-11,2016-09-14,0.432,2016-08-11,2016-09-14,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2015-08-11,2015-09-17,0.5,2015-08-11,2015-09-17,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2014-08-29,2014-10-06,0.335,2014-08-29,2014-10-06,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2013-08-14,2013-09-13,0.3334,2013-08-14,2013-09-24,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2012-07-10,2012-08-10,0.1355,2012-08-07,2012-09-14,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2011-08-08,2011-09-07,0.1502,2011-08-08,2011-09-19,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2010-07-14,2010-08-20,0.1156,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2008-07-17,2008-08-25,0.1267,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2007-07-11,2007-08-17,0.3019,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2006-07-05,2006-08-11,0.7101,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2005-06-02,2005-07-08,0.88,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2004-08-03,2004-09-10,0.4995,2004-08-03,2004-09-30,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,2003-07-24,2003-08-20,0.65,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2890,,,,2002-08-22,2002-10-29,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2890.TW/dividend
2891,2026-07-10,2026-08-07,2.5002,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2025-07-14,2025-08-08,2.3004,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2024-07-15,2024-08-09,1.8001,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2023-08-04,2023-08-31,1.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2022-07-14,2022-08-12,1.25,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2021-08-16,2021-09-10,1.05,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2020-07-13,2020-08-07,1.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2019-07-15,2019-08-12,1.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2018-07-09,2018-08-03,1.08,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2017-07-17,2017-08-11,1.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2016-07-29,2016-08-26,0.81,2016-10-12,2016-11-15,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2015-08-06,2015-08-31,0.81,2015-08-06,2015-09-18,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2014-07-09,2014-08-05,0.38,2014-09-18,2014-11-12,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2013-07-17,2013-08-14,0.71,2013-08-19,2013-09-30,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2012-07-17,2012-08-10,0.4,2012-09-18,2012-10-23,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2011-07-19,2011-08-16,0.73,2011-09-13,2011-10-28,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2010-07-29,,0.64,2010-08-31,2010-10-08,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2009-07-16,2009-08-10,0.18,2009-09-04,2009-10-15,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2008-07-03,2008-07-25,0.2,2008-09-01,2008-10-15,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2006-07-06,2006-07-31,0.5,2006-08-09,2006-09-27,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2004-07-12,2004-08-04,1.0995,2004-08-25,2004-11-05,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2891,2003-07-03,2003-07-22,1.0,2003-08-21,2003-10-16,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2891.TW/dividend
2881,2026-07-01,2026-07-31,4.25,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2025-07-01,2025-07-31,4.25,2025-09-25,2025-11-14,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2024-07-19,2024-08-21,2.5,2024-09-09,2024-10-15,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2023-07-20,2023-08-18,1.5,2023-09-04,2023-10-13,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2022-07-27,2022-08-25,3.5,2022-09-22,2022-10-31,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2021-07-26,2021-08-24,3.0,2021-09-06,2021-10-29,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2020-07-01,2020-07-28,2.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2019-07-04,2019-08-08,2.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2018-06-26,2018-07-23,2.3,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2017-07-03,2017-07-28,2.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2016-06-27,2016-07-21,2.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2015-06-30,2015-07-24,3.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2014-06-23,2014-07-30,1.5,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2013-07-01,2013-07-26,1.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2012-08-09,2012-09-05,0.9987,2012-08-09,2012-09-21,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2011-08-17,2011-09-09,0.9989,2011-08-17,2011-09-30,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2010-08-11,2010-09-01,1.9979,2010-08-11,2010-09-21,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2008-07-03,2008-07-31,1.5,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2007-07-19,2007-08-14,1.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2006-07-20,2006-08-10,1.15,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2005-07-21,,1.7,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2004-07-21,2004-08-10,1.5951,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2003-07-22,2003-08-12,1.1979,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2881,2002-06-20,2002-07-12,1.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2881.TW/dividend
2882,2026-06-30,2026-07-28,3.5,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2025-06-30,2025-07-28,3.5,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2024-07-01,2024-07-29,2.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2023-06-28,2023-07-26,0.9,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2022-07-04,2022-08-01,3.5,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2021-07-26,2021-08-23,2.5,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2020-07-01,2020-07-29,2.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2019-07-01,2019-07-29,1.5,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2018-06-26,2018-07-24,2.5,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2017-07-03,2017-07-31,2.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2016-06-27,2016-07-25,2.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2015-07-01,2015-07-30,2.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2014-06-24,2014-07-23,1.5,2014-07-29,2014-08-29,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2013-07-19,2013-08-20,0.7,2013-10-31,2013-12-05,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2012-07-03,2012-08-01,0.5,2012-08-08,2012-09-28,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2011-06-28,2011-07-27,0.6,2011-07-28,2011-09-15,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2010-07-06,2010-08-04,0.5,2010-08-04,2010-09-21,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2008-07-02,2008-07-31,2.5,2008-07-30,2008-09-18,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2007-07-05,2007-08-07,1.5,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2006-07-11,2006-08-09,1.4934,2006-08-08,2006-09-20,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2005-07-05,2005-08-03,2.4997,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2004-07-01,2004-08-02,2.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2003-07-03,2003-08-04,1.5,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2882,2002-07-18,2002-08-14,1.5,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2882.TW/dividend
2801,2026-08-05,2026-08-31,0.8,2026-08-05,2026-09-08,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2025-07-31,2025-09-04,0.5,2025-07-31,2025-09-04,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2024-08-15,2024-09-19,0.55,2024-08-15,2024-09-19,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2023-08-10,2023-09-13,0.55,2023-08-10,2023-09-13,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2022-08-11,2022-09-08,0.5,2022-08-11,2022-09-08,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2021-08-31,2021-09-30,0.36,2021-08-31,2021-09-30,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2020-08-11,2020-09-11,0.4,2020-08-11,2020-09-11,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2019-08-06,2019-09-06,0.64,2019-08-06,2019-09-06,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2018-09-04,2018-09-28,0.45,2018-09-04,2018-09-28,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2017-08-09,2017-09-06,0.42,2017-08-09,2017-09-06,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2016-08-10,2016-09-07,0.35,2016-08-10,2016-09-07,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2015-08-12,2015-09-07,0.2,2015-08-12,2015-09-07,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2014-08-06,2014-09-03,0.6,2014-08-06,2014-09-03,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2013-08-21,2013-09-16,0.1,2013-08-21,2013-09-16,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2012-08-16,2012-09-12,0.2,2012-08-16,2012-09-12,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2011-07-28,2011-08-22,0.28,2011-07-28,2011-08-22,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2010-07-15,2010-08-06,0.3,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2009-07-23,2009-08-14,0.6,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2008-07-17,2008-08-08,0.9,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2007-07-19,2007-08-08,1.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2005-07-12,2005-08-03,0.3,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2002-07-25,2002-08-23,0.2,2002-07-25,2002-09-27,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2001-07-18,2001-08-21,0.3,2001-07-18,2001-09-21,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,2000-06-23,2000-07-26,1.0,2000-08-04,2000-10-03,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,,,,1999-01-14,1999-04-01,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,1998-11-04,1998-12-08,1.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,1997-10-17,1997-11-21,1.0,1997-04-10,1997-07-03,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,1996-12-03,1996-12-24,1.0,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,1995-11-17,,1.0,1995-04-15,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,1994-11-09,,1.2,1994-04-16,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,,,,1992-04-01,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,1991-11-16,,1.5,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2801,,,,1990-12-18,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2801.TW/dividend
2834,2026-08-04,2026-09-02,0.3,2026-08-04,2026-09-10,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,2025-08-05,2025-09-09,0.2,2025-08-05,2025-09-09,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,2024-08-08,2024-09-13,0.2,2024-08-08,2024-09-13,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,2023-08-31,2023-10-06,0.1,2023-08-31,2023-10-06,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,2022-08-02,2022-09-07,0.1,2022-08-02,2022-09-07,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,2021-09-08,2021-10-13,0.1,2021-09-08,2021-10-13,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,2020-07-22,2020-08-26,0.2,2020-07-22,2020-08-26,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,2019-08-14,2019-09-19,0.3,2019-08-14,2019-09-19,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,2018-09-06,2018-10-11,0.268,2018-09-06,2018-10-11,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,2017-08-01,2017-09-05,0.102,2017-08-01,2017-09-05,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,2016-09-02,2016-10-05,0.1,2016-09-02,2016-10-05,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,2015-08-25,2015-09-25,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,2014-08-12,2014-09-10,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,2013-08-13,2013-09-13,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,2012-07-10,2012-08-27,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,2011-09-08,2011-10-14,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,2010-09-08,2010-10-25,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,2001-07-27,2001-08-31,0.2,2001-07-27,2001-10-18,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,2000-08-29,2000-10-27,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,1999-01-21,1999-02-23,0.9,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,1998-08-25,1998-12-17,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,1997-02-02,,0.9,1997-02-19,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,1995-01-04,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
2834,,,,1991-03-31,,YahooTW_quote_dividend,https://tw.stock.yahoo.com/quote/2834.TW/dividend
