date,FinPub,FinPriv,Telecom,0050
2011-12-01,0.6275,0.03302631578947368,0.15657894736842104,0.18289473684210528
2011-12-02,0.660625,0.03476973684210526,0.14901315789473685,0.15559210526315795
2011-12-05,0.68546875,0.03607730263157895,0.14333881578947366,0.1351151315789474
2011-12-06,0.7041015625,0.03705797697368421,0.1390830592105263,0.11975740131578949
2011-12-07,0.7180761718750001,0.037793482730263166,0.13589124177631576,0.10823910361842105
2011-12-08,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-09,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-12,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-13,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-14,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-15,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-16,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-19,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-20,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-21,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-22,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-23,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-26,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-27,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-28,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-29,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2011-12-30,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-02,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-03,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-04,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-05,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-06,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-09,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-10,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-11,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-12,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-13,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-16,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-17,0.72855712890625,0.038345112047697374,0.13349737870065786,0.09960038034539473
2012-01-18,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-01-30,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-01-31,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-01,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-02,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-03,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-04,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-06,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-07,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-08,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-09,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-10,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-13,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-14,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-15,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-16,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-17,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-20,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-21,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-22,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-23,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-24,0.7364178466796875,0.03875883403577303,0.12255675753286288,0.10226656175167656
2012-02-29,0.7423133850097657,0.03906912552682978,0.11229088525449261,0.10632660420891193
2012-03-01,0.7423133850097657,0.03906912552682978,0.11229088525449261,0.10632660420891193
2012-03-02,0.7423133850097657,0.03906912552682978,0.11229088525449261,0.10632660420891193
2012-03-03,0.7423133850097657,0.03906912552682978,0.11229088525449261,0.10632660420891193
2012-03-05,0.7423133850097657,0.03906912552682978,0.11229088525449261,0.10632660420891193
2012-03-06,0.7423499763681523,0.03907105138779749,0.10206132034953065,0.11651765189451961
2012-03-07,0.7423499763681523,0.03907105138779749,0.10206132034953065,0.11651765189451961
2012-03-08,0.7423499763681523,0.03907105138779749,0.10206132034953065,0.11651765189451961
2012-03-09,0.7423499763681523,0.03907105138779749,0.10206132034953065,0.11651765189451961
2012-03-12,0.7423499763681523,0.03907105138779749,0.10206132034953065,0.11651765189451961
2012-03-13,0.7423499763681523,0.03907105138779749,0.10206132034953065,0.11651765189451961
