date,nav_base,nav_chal,rel_chal_vs_base
2012-12-04,500000000.0,500000000.0,1.0
2012-12-05,500961893.99068767,500957420.2334846,0.9999910696656638
2012-12-06,500776313.3717638,500782175.142036,1.0000117053664794
2012-12-07,500870906.4728211,500880539.75716877,1.000019233068288
2012-12-10,497861245.9056219,497939440.0725414,1.0001570601599594
2012-12-11,498790552.7315114,498873378.0866082,1.0001660523733724
2012-12-12,503671144.32477415,503825751.89322114,1.000306961338145
2012-12-13,505471294.32477415,505703301.89322114,1.0004589925700071
2012-12-14,504715784.1045434,504758679.4894177,1.000084989188421
2012-12-17,501817684.1045434,501843479.4894177,1.0000514038976531
2012-12-18,502755884.1045434,502847179.4894177,1.0001815898883748
2012-12-19,504483284.1045434,504686879.4894177,1.0004035721128712
2012-12-20,498450084.1045434,498460179.4894177,1.0000202535523541
2012-12-21,492791384.1045434,492844929.4894177,1.0001086573073341
2012-12-22,493593284.1045434,493741729.4894177,1.0003007443367946
2012-12-24,493800684.1045434,493894879.4894177,1.0001907558816876
2012-12-25,499695684.1045434,499890429.4894177,1.0003897279705813
2012-12-26,497689984.1045434,497938729.4894177,1.0004997998609955
2012-12-27,498856472.16965413,498967579.4894177,1.0002227240217618
2012-12-28,502429422.16965413,502574079.4894177,1.0002879157019484
2013-01-02,506866922.16965413,506821688.825235,0.9999107589340699
2013-01-03,508575372.16965413,508486888.825235,0.9998260172449137
2013-01-04,504341322.16965413,504187588.825235,0.9996951799551983
2013-01-07,502106272.16965413,502163738.825235,1.0001144511804894
2013-01-08,502073822.16965413,502015788.825235,0.9998844127260642
2013-01-09,501442622.16965413,501563038.825235,1.0002401404472956
2013-01-10,508357722.16965413,508522988.825235,1.0003250991346715
2013-01-11,508435572.16965413,508502488.825235,1.000131612851743
2013-01-14,508394322.16965413,508612438.825235,1.0004290304711705
2013-01-15,506344922.16965413,506503838.825235,1.0003138505959532
2013-01-16,502867022.16965413,503056038.825235,1.0003758780099863
2013-01-17,499923122.16965413,499903288.825235,0.999960327211246
2013-01-18,504200172.16965413,504282288.825235,1.0001628651875059
2013-01-21,503841022.16965413,504024638.825235,1.000364433715203
2013-01-22,505912772.16965413,506115088.825235,1.0003999042260057
2013-01-23,505533922.16965413,505613738.825235,1.0001578858550941
2013-01-24,502480822.16965413,502560838.825235,1.0001592432030249
2013-01-25,500660322.16965413,500861638.825235,1.0004021022770657
2013-01-28,505401170.4658993,505609957.3790067,1.0004131112575678
2013-01-29,508805320.4658993,509020107.3790067,1.0004221396759585
2013-01-30,509422570.4658993,509823457.3790067,1.0007869437601493
2013-01-31,512666470.4658993,513129557.3790067,1.0009032908133948
2013-02-01,514181320.4658993,514668557.3790067,1.000947597459717
2013-02-04,527856570.4658993,528309407.3790067,1.0008578787088085
2013-02-05,525659470.4658993,526223657.3790067,1.0010732935385096
2013-02-06,528205720.4658993,528892807.3790067,1.0013007941536516
2013-02-18,528558920.4658993,529469857.3790067,1.0017234349432689
2013-02-19,526806020.4658993,527722557.3790067,1.0017397996178874
2013-02-20,534101070.4658993,534804207.3790067,1.0013164866202084
2013-02-21,527606770.4658993,528115257.3790067,1.0009637611599609
2013-02-22,527177820.4658993,527850907.3790067,1.0012767739593305
2013-02-23,530869070.4658993,531604657.3790067,1.0013856277452025
2013-02-25,526587520.4658993,527400807.3790067,1.001544447753695
