year,base_mdd,locked_mdd,mdd_improve_pp
2013,-0.08430221190135789,-0.07576697167629742,0.853524022506047
2014,-0.07507260512721903,-0.06766856403905808,0.7404041088160951
2015,-0.13645767508655193,-0.12168898950718199,1.4768685579369945
2016,-0.0499728059228568,-0.038023482492930305,1.1949323429926495
2017,-0.02946713923600175,-0.0272079830252836,0.22591562107181495
2018,-0.06979935284276162,-0.06781868135329028,0.19806714894713418
