year,base_mdd,locked_mdd,mdd_improve_pp
2013,-0.08430221190135789,-0.08430221190135789,0.0
2014,-0.07507260512721903,-0.07622091966006606,-0.11483145328470279
2015,-0.13645767508655193,-0.12064806654819804,1.5809608538353892
2016,-0.0499728059228568,-0.0493217724026076,0.06510335202492001
2017,-0.02946713923600175,-0.03031565170932926,-0.08485124733275118
2018,-0.06979935284276162,-0.06676299831453081,0.30363545282308113
