date,code,open,high,low,close,adjusted_close,volume,dividends,stock_splits,source,source_symbol
2010-01-04,3045,62.5,62.8,61.6,62.7,62.7,2963358,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-05,3045,62.8,62.8,62.2,62.8,62.8,2054920,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-06,3045,62.8,62.8,61.4,62.5,62.5,4130891,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-07,3045,61.8,62.0,60.1,60.6,60.6,6942051,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-08,3045,60.6,61.6,60.0,60.6,60.6,6388499,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-11,3045,60.6,61.4,60.5,61.4,61.4,2513248,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-12,3045,61.4,61.9,60.9,61.9,61.9,2913558,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-13,3045,61.5,61.7,61.1,61.1,61.1,4130510,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-14,3045,62.0,62.0,61.3,61.5,61.5,2188628,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-15,3045,61.5,62.3,61.0,62.3,62.3,3496782,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-18,3045,62.0,62.9,61.8,62.3,62.3,3831742,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-19,3045,62.8,62.8,61.9,62.5,62.5,2672354,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-20,3045,61.9,62.5,61.8,62.0,62.0,3605169,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-21,3045,62.0,62.8,61.8,62.6,62.6,4065941,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-22,3045,61.7,62.4,61.7,61.9,61.9,3956059,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-25,3045,61.5,62.3,61.4,61.8,61.8,2861067,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-26,3045,62.2,62.2,60.4,61.0,61.0,6269383,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-27,3045,60.8,62.5,60.5,61.7,61.7,6163188,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-28,3045,62.5,62.5,60.7,60.7,60.7,4507928,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-01-29,3045,60.7,62.0,60.3,61.9,61.9,9365763,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-01,3045,61.8,61.8,60.2,60.9,60.9,5107312,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-02,3045,60.9,61.3,60.0,60.3,60.3,5889696,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-03,3045,60.5,61.2,60.4,61.0,61.0,5256939,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-04,3045,60.8,61.9,60.5,61.8,61.8,5139744,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-05,3045,60.9,61.8,60.6,61.0,61.0,7786139,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-06,3045,61.0,62.0,61.0,61.7,61.7,4006538,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-08,3045,61.7,61.7,60.1,60.3,60.3,5449293,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-09,3045,60.2,60.5,59.5,60.0,60.0,10420880,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-10,3045,60.0,60.0,59.3,60.0,60.0,5813989,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-22,3045,60.6,60.6,58.9,59.3,59.3,10721494,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-23,3045,59.9,59.9,59.2,59.8,59.8,2913333,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-24,3045,59.6,60.0,59.4,59.6,59.6,3468380,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-25,3045,59.6,60.2,59.5,59.8,59.8,5075362,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-02-26,3045,59.5,60.2,59.5,60.1,60.1,2288446,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-01,3045,60.4,61.4,60.2,60.4,60.4,6198350,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-02,3045,60.7,61.4,60.5,61.4,61.4,15527275,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-03,3045,61.4,61.4,60.2,60.5,60.5,3400106,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-04,3045,60.2,60.3,59.5,59.7,59.7,5738507,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-05,3045,60.0,60.6,59.7,60.4,60.4,2727568,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-08,3045,60.7,60.8,59.9,60.1,60.1,3275248,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-09,3045,60.7,60.9,60.0,60.6,60.6,5283958,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-10,3045,60.8,60.8,60.2,60.5,60.5,2803455,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-11,3045,60.5,60.6,59.9,60.0,60.0,4792706,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-12,3045,60.4,60.5,59.9,60.3,60.3,4741815,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-15,3045,60.3,60.4,60.0,60.4,60.4,5753120,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-16,3045,60.2,60.2,59.9,60.0,60.0,4084583,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-17,3045,60.5,60.5,59.9,60.4,60.4,7435993,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-18,3045,60.0,60.4,59.9,60.3,60.3,6649061,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-19,3045,60.3,60.9,60.1,60.8,60.8,7738862,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-22,3045,60.8,60.8,60.3,60.6,60.6,6004956,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-23,3045,60.6,60.6,60.2,60.4,60.4,4760015,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-24,3045,60.5,61.1,60.3,61.0,61.0,8781592,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-25,3045,60.3,60.7,60.2,60.5,60.5,4918792,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-26,3045,60.0,60.7,59.8,60.4,60.4,6602071,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-29,3045,60.5,60.6,60.2,60.4,60.4,4060043,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-30,3045,60.4,60.4,60.0,60.2,60.2,6685094,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-03-31,3045,60.6,60.6,59.8,59.8,59.8,7827229,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-04-01,3045,60.3,60.4,59.7,59.9,59.9,8673867,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-04-02,3045,60.3,60.3,59.8,60.1,60.1,4182974,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-04-06,3045,60.4,60.4,60.0,60.0,60.0,4251842,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-04-07,3045,60.0,60.1,59.8,60.0,60.0,4418074,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-04-08,3045,60.0,60.3,59.7,60.0,60.0,6025188,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-04-09,3045,59.9,60.0,59.7,59.8,59.8,2303266,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-04-12,3045,60.0,60.6,59.7,60.5,60.5,7198018,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-04-13,3045,60.3,60.5,60.0,60.5,60.5,4988768,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-04-14,3045,60.5,60.5,60.0,60.0,60.0,3021442,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-04-15,3045,60.1,60.5,59.9,60.3,60.3,3101626,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-04-16,3045,60.3,60.3,60.0,60.3,60.3,5195590,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
2010-04-19,3045,59.9,60.3,59.9,60.1,60.1,3584053,0.0,0.0,FinMind TaiwanStockPrice,3045.TW
