date,code,open,high,low,close,adj_close,volume
2011-12-01,BIL_FX,100.0,100.0,100.0,100.0,100.0,0.0
2011-12-02,BIL_FX,100.0,100.08823176370889,100.0,100.08823176370889,100.08823176370889,0.0
2011-12-05,BIL_FX,100.08823176370889,100.17123742946086,100.08823176370889,100.17123742946086,100.17123742946086,0.0
2011-12-06,BIL_FX,100.17123742946086,100.27615238896527,100.17123742946086,100.27615238896527,100.27615238896527,0.0
2011-12-07,BIL_FX,100.27615238896527,100.27615238896527,100.13803516316007,100.13803516316007,100.13803516316007,0.0
2011-12-08,BIL_FX,100.13803516316007,100.15463629631046,100.13803516316007,100.15463629631046,100.15463629631046,0.0
2011-12-09,BIL_FX,100.15463629631046,100.28215767634859,100.15463629631046,100.28215767634859,100.28215767634859,0.0
2011-12-12,BIL_FX,100.28215767634859,100.28215767634859,100.28215767634859,100.28215767634859,100.28215767634859,0.0
2011-12-13,BIL_FX,100.28215767634859,100.39834024896268,100.28215767634859,100.39834024896268,100.39834024896268,0.0
2011-12-14,BIL_FX,100.39834024896268,100.5198612256191,100.39834024896268,100.5198612256191,100.5198612256191,0.0
2011-12-15,BIL_FX,100.5198612256191,100.76348547717843,100.5198612256191,100.76348547717843,100.76348547717843,0.0
2011-12-16,BIL_FX,100.76348547717843,100.78547935602535,100.76348547717843,100.78547935602535,100.78547935602535,0.0
2011-12-19,BIL_FX,100.78547935602535,100.86848502177732,100.78547935602535,100.86848502177732,100.86848502177732,0.0
2011-12-20,BIL_FX,100.86848502177732,100.86848502177732,100.7356759565742,100.7356759565742,100.7356759565742,0.0
2011-12-21,BIL_FX,100.7356759565742,100.7356759565742,100.5364623587695,100.5364623587695,100.5364623587695,0.0
2011-12-22,BIL_FX,100.5364623587695,100.58626575822068,100.5364623587695,100.58626575822068,100.58626575822068,0.0
2011-12-23,BIL_FX,100.58626575822068,100.58626575822068,100.5364623587695,100.5364623587695,100.5364623587695,0.0
2011-12-26,BIL_FX,100.5364623587695,100.56966462507026,100.5364623587695,100.56966462507026,100.56966462507026,0.0
2011-12-27,BIL_FX,100.56966462507026,100.59751037344402,100.56966462507026,100.59751037344402,100.59751037344402,0.0
2011-12-28,BIL_FX,100.59751037344402,100.59751037344402,100.58531624983573,100.58531624983573,100.58531624983573,0.0
2011-12-29,BIL_FX,100.58531624983573,100.58531624983573,100.51892330181605,100.51892330181605,100.51892330181605,0.0
2011-12-30,BIL_FX,100.51892330181605,100.51892330181605,100.50232506481112,100.50232506481112,100.50232506481112,0.0
2012-01-02,BIL_FX,100.50232506481112,100.50232506481112,-3.319647400984682,-3.319647400984682,-3.319647400984682,0.0
2012-01-03,BIL_FX,-3.319647400984682,100.53021491625567,-3.319647400984682,100.53021491625567,100.53021491625567,0.0
2012-01-04,BIL_FX,100.53021491625567,100.53021491625567,100.5136202951074,100.5136202951074,100.5136202951074,0.0
2012-01-05,BIL_FX,100.5136202951074,100.5136202951074,100.39745794706944,100.39745794706944,100.39745794706944,0.0
2012-01-06,BIL_FX,100.39745794706944,100.39745794706944,100.31448484132808,100.31448484132808,100.31448484132808,0.0
2012-01-09,BIL_FX,100.31448484132808,100.31448484132808,100.25335150973743,100.25335150973743,100.25335150973743,0.0
2012-01-10,BIL_FX,100.25335150973743,100.25335150973743,99.72220792557988,99.72220792557988,99.72220792557988,0.0
2012-01-11,BIL_FX,99.72220792557988,99.72220792557988,99.46815916276601,99.46815916276601,99.46815916276601,0.0
2012-01-12,BIL_FX,99.46815916276601,99.46815916276601,99.46815916276601,99.46815916276601,99.46815916276601,0.0
2012-01-13,BIL_FX,99.46815916276601,99.50134840506257,99.46815916276601,99.50134840506257,99.50134840506257,0.0
2012-01-16,BIL_FX,99.50134840506257,99.66729461654533,99.50134840506257,99.66729461654533,99.66729461654533,0.0
2012-01-17,BIL_FX,99.66729461654533,99.66729461654533,99.45156454161773,99.45156454161773,99.45156454161773,0.0
2012-01-18,BIL_FX,99.45156454161773,99.45156454161773,99.45156454161773,99.45156454161773,99.45156454161773,0.0
2012-01-30,BIL_FX,99.45156454161773,99.45156454161773,98.7429119422894,98.7429119422894,98.7429119422894,0.0
2012-01-31,BIL_FX,98.7429119422894,98.7429119422894,98.17377871320046,98.17377871320046,98.17377871320046,0.0
2012-02-01,BIL_FX,98.17377871320046,98.4392926515729,98.17377871320046,98.4392926515729,98.4392926515729,0.0
2012-02-02,BIL_FX,98.4392926515729,98.4392926515729,97.94145401712461,97.94145401712461,97.94145401712461,0.0
2012-02-03,BIL_FX,97.94145401712461,97.99123788056941,97.94145401712461,97.99123788056941,97.99123788056941,0.0
2012-02-04,BIL_FX,97.99123788056941,97.99123788056941,97.84188629023495,97.84188629023495,97.84188629023495,0.0
2012-02-06,BIL_FX,97.84188629023495,98.21176835813183,97.84188629023495,98.21176835813183,98.21176835813183,0.0
2012-02-07,BIL_FX,98.21176835813183,98.21176835813183,98.10740022860737,98.10740022860737,98.10740022860737,0.0
2012-02-08,BIL_FX,98.10740022860737,98.10740022860737,97.96279480305799,97.96279480305799,97.96279480305799,0.0
2012-02-09,BIL_FX,97.96279480305799,97.96279480305799,97.7423185633453,97.7423185633453,97.7423185633453,0.0
2012-02-10,BIL_FX,97.7423185633453,98.01258951407274,97.7423185633453,98.01258951407274,98.01258951407274,0.0
2012-02-13,BIL_FX,98.01258951407274,98.01258951407274,97.97464325942116,97.97464325942116,97.97464325942116,0.0
2012-02-14,BIL_FX,97.97464325942116,98.14537541011215,97.97464325942116,98.14537541011215,98.14537541011215,0.0
2012-02-15,BIL_FX,98.14537541011215,98.14537541011215,97.94145401712461,97.94145401712461,97.94145401712461,0.0
2012-02-16,BIL_FX,97.94145401712461,98.22836659513678,97.94145401712461,98.22836659513678,98.22836659513678,0.0
2012-02-17,BIL_FX,98.22836659513678,98.22836659513678,98.10740022860739,98.10740022860739,98.10740022860739,0.0
2012-02-20,BIL_FX,98.10740022860739,98.10740022860739,98.04102174401429,98.04102174401429,98.04102174401429,0.0
2012-02-21,BIL_FX,98.04102174401429,98.07421098631085,98.04102174401429,98.07421098631085,98.07421098631085,0.0
2012-02-22,BIL_FX,98.07421098631085,98.10740022860739,98.07421098631085,98.10740022860739,98.10740022860739,0.0
2012-02-23,BIL_FX,98.10740022860739,98.17377871320048,98.10740022860739,98.17377871320048,98.17377871320048,0.0
2012-02-24,BIL_FX,98.17377871320048,98.17377871320048,98.14537541011215,98.14537541011215,98.14537541011215,0.0
2012-02-29,BIL_FX,98.14537541011215,98.14537541011215,97.53124064092998,97.53124064092998,97.53124064092998,0.0
2012-03-01,BIL_FX,97.53124064092998,97.72572394219704,97.53124064092998,97.72572394219704,97.72572394219704,0.0
2012-03-02,BIL_FX,97.72572394219704,97.72572394219704,97.6759400787522,97.6759400787522,97.6759400787522,0.0
2012-03-03,BIL_FX,97.6759400787522,97.6759400787522,97.6759400787522,97.6759400787522,97.6759400787522,0.0
2012-03-05,BIL_FX,97.6759400787522,97.87507553253153,97.6759400787522,97.87507553253153,97.87507553253153,0.0
2012-03-06,BIL_FX,97.87507553253153,97.94145401712461,97.87507553253153,97.94145401712461,97.94145401712461,0.0
2012-03-07,BIL_FX,97.94145401712461,98.02442712286599,97.94145401712461,98.02442712286599,98.02442712286599,0.0
2012-03-08,BIL_FX,98.02442712286599,98.02442712286599,97.94619656605305,97.94619656605305,97.94619656605305,0.0
