date,exposure
2011-12-01,1.0
2011-12-02,0.9166666666666666
2011-12-05,0.9166666666666666
2011-12-06,0.9166666666666666
2011-12-07,0.9166666666666666
2011-12-08,0.9166666666666666
2011-12-09,0.9166666666666666
2011-12-12,0.9166666666666666
2011-12-13,0.9166666666666666
2011-12-14,0.9166666666666666
2011-12-15,0.9166666666666666
2011-12-16,0.9166666666666666
2011-12-19,0.9166666666666666
2011-12-20,0.9166666666666666
2011-12-21,0.9166666666666666
2011-12-22,0.9166666666666666
2011-12-23,0.9166666666666666
2011-12-26,0.9166666666666666
2011-12-27,0.9166666666666666
2011-12-28,0.9166666666666666
2011-12-29,0.9166666666666666
2011-12-30,0.9166666666666666
2012-01-02,0.9166666666666666
2012-01-03,0.9166666666666666
2012-01-04,0.9166666666666666
2012-01-05,0.9166666666666666
2012-01-06,0.9166666666666666
2012-01-09,0.9166666666666666
2012-01-10,0.9166666666666666
2012-01-11,0.9166666666666666
2012-01-12,0.8920110466302074
2012-01-13,0.8857651525632247
2012-01-16,0.8908290708823029
2012-01-17,0.875
2012-01-18,0.875
2012-01-30,0.875
2012-01-31,0.875
2012-02-01,0.8846275701452786
2012-02-02,0.8976355666672613
2012-02-03,0.8970976459150624
2012-02-04,0.8958323525071974
2012-02-06,0.9266205502843108
2012-02-07,0.9087552390218181
2012-02-08,0.9140930789722159
2012-02-09,0.9164097793831634
2012-02-10,0.9097278396054214
2012-02-13,0.919268471205533
2012-02-14,0.9162980357690476
2012-02-15,0.9024437755747465
2012-02-16,0.900233436249546
2012-02-17,0.8948300297017977
2012-02-20,0.8849662376554839
2012-02-21,0.8756603466541203
2012-02-22,0.875
2012-02-23,0.8814834554735184
2012-02-24,0.8792042244141878
2012-02-29,0.8845564403003381
2012-03-01,0.8919067481294621
2012-03-02,0.8834569562629476
2012-03-03,0.875
2012-03-05,0.9365913600620822
2012-03-06,0.9269738667786505
2012-03-07,0.9258743116816082
2012-03-08,0.917603179748626
2012-03-09,0.9430509571911767
2012-03-12,0.9410997618611766
2012-03-13,0.9342177751019094
2012-03-14,0.9524181557207874
2012-03-15,0.9522729446721403
2012-03-16,0.9564341148424301
2012-03-19,0.9467770948841376
2012-03-20,0.9502348028290022
2012-03-21,0.9405772638403341
2012-03-22,0.9400694319287213
2012-03-23,0.9500466978847207
2012-03-26,0.9582958869808462
2012-03-27,0.9346856994985407
2012-03-28,0.9526820109979551
2012-03-29,0.9419610834795509
2012-03-30,0.9123714319410327
2012-04-02,0.9008417583250017
2012-04-03,0.9100853103104148
2012-04-05,0.9284352171660324
2012-04-06,0.9046008686055571
2012-04-09,0.9028760051371153
2012-04-10,0.8883266703978364
2012-04-11,0.8984403149400031
2012-04-12,0.9070962449016855
2012-04-13,0.9202906385136703
2012-04-16,0.8996596475531442
2012-04-17,0.900201931696833
2012-04-18,0.9013977301439982
2012-04-19,0.9047506372858465
2012-04-20,0.9232558022801772
2012-04-23,0.90842539013631
2012-04-24,0.9154580516766213
2012-04-25,0.9175487562997988
2012-04-26,0.9255599737078726
2012-04-27,0.9183851012519585
2012-04-30,0.929279993147536
2012-05-02,0.9351436244582951
2012-05-03,0.9295446654011015
2012-05-04,0.9275181578505103
2012-05-07,0.9377424214913704
2012-05-08,0.9123827095538447
2012-05-09,0.9188039399946076
2012-05-10,0.9143799100323672
2012-05-11,0.9154991735275438
2012-05-14,0.9092173458963204
2012-05-15,0.9234923004858135
2012-05-16,0.9242761442723759
2012-05-17,0.9058688596473952
2012-05-18,0.9058574502118764
2012-05-21,0.8917309283248318
2012-05-22,0.8933781613019129
2012-05-23,0.901117064924604
2012-05-24,0.8904071578030022
2012-05-25,0.8905606459895195
2012-05-28,0.8888391729139073
2012-05-29,0.8898127792806122
2012-05-30,0.8933429890280054
2012-05-31,0.8930752759404755
2012-06-01,0.8942255866165406
2012-06-04,0.8859474769605118
2012-06-05,0.8772175887617137
2012-06-06,0.8791340106171
2012-06-07,0.8808288574559877
2012-06-08,0.8815557678863851
2012-06-11,0.8790652376003947
2012-06-12,0.8881621383358183
2012-06-13,0.8866770607708214
2012-06-14,0.8896636922560537
2012-06-15,0.890854466055877
2012-06-18,0.8989837316015387
2012-06-19,0.8999336453208371
2012-06-20,0.900815418637433
2012-06-21,0.9058080641969903
2012-06-22,0.8977581702470638
2012-06-25,0.9021661507986208
2012-06-26,0.89450398625081
2012-06-27,0.8969997597110185
2012-06-28,0.9122928715237868
2012-06-29,0.9121330891837913
2012-07-02,0.9177730535025143
2012-07-03,0.9441332612285941
2012-07-04,0.9482791423748738
2012-07-05,0.9502799069662492
2012-07-06,0.9463104109773599
2012-07-09,0.962246507074899
2012-07-10,0.9552862877894305
2012-07-11,0.953132545833693
2012-07-12,0.9533389859463341
2012-07-13,0.9416995590346515
2012-07-16,0.9458353698734702
2012-07-17,0.9485478286370564
2012-07-18,0.9493399677174541
2012-07-19,0.9407018372221845
2012-07-20,0.9407002669486908
2012-07-23,0.9481457564324606
2012-07-24,0.9290180332476182
2012-07-25,0.9350540554810635
2012-07-26,0.929968890669847
2012-07-27,0.9297708023613781
2012-07-30,0.9309983243129031
2012-07-31,0.9390764344790233
2012-08-01,0.9381037326168149
2012-08-03,0.9381708161853519
2012-08-06,0.9289226847599419
2012-08-07,0.9283383444530594
2012-08-08,0.9297291911260398
2012-08-09,0.9328230614044135
2012-08-10,0.9355702597252006
2012-08-13,0.9347388894343992
2012-08-14,0.9342017157585892
2012-08-15,0.9249899024713675
2012-08-16,0.906994413783411
2012-08-17,0.9135706580470508
2012-08-20,0.9147637268729154
2012-08-21,0.9123986039890238
2012-08-22,0.9244453933163759
2012-08-23,0.9261768640927027
2012-08-24,0.9269235594147686
2012-08-27,0.9308408555758901
2012-08-28,0.9298462482219634
2012-08-29,0.9245267394951797
2012-08-30,0.93207780025172
2012-08-31,0.926058373236467
2012-09-03,0.9213581238087937
2012-09-04,0.9260199285026808
2012-09-05,0.9231628359146614
2012-09-06,0.9069725791163854
2012-09-07,0.91193523881165
2012-09-10,0.924507720020945
2012-09-11,0.924263866922875
2012-09-12,0.9212579159007361
2012-09-13,0.9293938613253057
2012-09-14,0.9335411436375971
2012-09-17,0.9458265410982767
2012-09-18,0.9450225647854611
2012-09-19,0.9431261049596883
2012-09-20,0.9415492787834971
2012-09-21,0.9391791387080791
2012-09-24,0.9437257510677746
2012-09-25,0.9430874415331474
2012-09-26,0.9475003251754729
2012-09-27,0.9458083339227403
2012-09-28,0.9459694110342581
2012-10-01,0.944105154001385
2012-10-02,0.9419730645569453
2012-10-03,0.9456835098949717
2012-10-04,0.9451864625184242
2012-10-05,0.9495402610461757
2012-10-08,0.9547855894280833
2012-10-09,0.9524957396858759
2012-10-11,0.9539030362051052
2012-10-12,0.9377818061713814
2012-10-15,0.9359046256648331
2012-10-16,0.9344334605890721
2012-10-17,0.9415452973363904
2012-10-18,0.9403450632677762
2012-10-19,0.9440492280876067
2012-10-22,0.9305331081830618
2012-10-23,0.9306303173088126
2012-10-24,0.9321634005266473
2012-10-25,0.9225784541446662
2012-10-26,0.928022232004848
2012-10-29,0.9153524104268179
2012-10-30,0.9105059482917616
2012-10-31,0.9102019259861078
2012-11-01,0.9050530422226655
2012-11-02,0.8909954573453347
2012-11-05,0.9190195689249676
2012-11-06,0.9099861095141656
2012-11-07,0.8994924815169926
2012-11-08,0.9092282114343988
2012-11-09,0.8915220271930824
2012-11-12,0.8802604332750794
2012-11-13,0.879022950569313
2012-11-14,0.8822801796155612
2012-11-15,0.8961973525488823
2012-11-16,0.8867627944098759
2012-11-19,0.8845194696628138
2012-11-20,0.8980907013656826
2012-11-21,0.9282345664855775
2012-11-22,0.9103536406653746
2012-11-23,0.9195637825525875
2012-11-26,0.9126005560143847
2012-11-27,0.9253820041357883
2012-11-28,0.9314483873323004
2012-11-29,0.9443933288668898
2012-11-30,0.9436720227307331
2012-12-03,0.950922043956448
2012-12-04,0.9526665154736084
2012-12-05,0.9402733659668998
2012-12-06,0.9545797360129233
2012-12-07,0.9565389728098646
2012-12-10,0.9580215079625489
2012-12-11,0.9423364919259658
2012-12-12,0.945872858722418
2012-12-13,0.9663642173124697
2012-12-14,0.9526118946934942
2012-12-17,0.9643443635735006
2012-12-18,0.9611445755482069
2012-12-19,0.9613286511479853
2012-12-20,0.963554547105555
2012-12-21,0.9518108714500186
2012-12-22,0.9383811936324571
2012-12-24,0.9464420621589238
2012-12-25,0.9525502406551002
2012-12-26,0.9653744245572748
2012-12-27,0.9429023009376465
2012-12-28,0.95549450211334
2013-01-02,0.9607005143205555
2013-01-03,0.9641162132949963
2013-01-04,0.9463102974785924
2013-01-07,0.926229922214808
2013-01-08,0.9285478697788835
2013-01-09,0.9474395421001484
2013-01-10,0.9292447502276366
2013-01-11,0.9708117099430491
2013-01-14,0.9666819391821659
2013-01-15,0.9722204787971038
2013-01-16,0.9775516191098322
2013-01-17,0.9673347538287421
2013-01-18,0.9603975480988609
2013-01-21,0.9656618984948249
2013-01-22,0.9707243068837831
2013-01-23,0.9754179855438582
2013-01-24,0.9766142684302468
2013-01-25,0.9753325400097844
2013-01-28,0.9715852967150789
2013-01-29,0.9722361690266748
2013-01-30,0.9770002971498175
2013-01-31,0.9796821620373002
2013-02-01,0.9785735876145243
2013-02-04,0.9789546492193766
2013-02-05,0.9868703750870341
2013-02-06,0.9793101063564802
2013-02-18,0.9797167373464579
2013-02-19,0.9705313932759709
2013-02-20,0.9708655786492769
2013-02-21,0.9705787957468635
2013-02-22,0.9671891653282646
2013-02-23,0.9769100149428586
2013-02-25,0.9814854438688556
2013-02-26,0.98127386641613
2013-02-27,0.9725770756458535
2013-03-01,0.973299798146281
2013-03-04,0.9739568839824672
2013-03-05,0.968589391751514
2013-03-06,0.969405597748257
2013-03-07,0.9713032955839186
2013-03-08,0.9734031536631853
2013-03-11,0.974488784857053
2013-03-12,0.975015887403691
2013-03-13,0.9724713006985974
2013-03-14,0.97428162958126
2013-03-15,0.9723402807154127
2013-03-18,0.9713951226820815
2013-03-19,0.9604801210463829
2013-03-20,0.9606293045745858
