date,nav_base,nav_kd_opt,nav_autumn_best,nav_dual_kd_autumn
2016-08-04,665033703.2744762,666649106.7130643,665455579.9630305,666481107.5651485
2016-08-05,671672966.8744761,674078881.2130643,672522047.8630306,674055206.0151484
2016-08-08,677955830.174476,681088339.1130643,679003703.4630305,681072642.4151484
2016-08-09,680136538.924476,682864322.4130642,681298916.5630305,682990184.3151485
2016-08-10,684939061.8744761,687787946.1630642,686009994.3630304,687834055.1151484
2016-08-11,683169313.274476,685584199.0630643,684237434.5630305,685706170.9151485
2016-08-12,683002506.2244761,685175116.0630643,683989401.9630305,685279960.7651485
2016-08-15,678434687.924476,680478901.9630643,679224004.7630305,680472205.2651485
2016-08-16,679511711.0609876,681837366.9152683,680314137.2502751,681785211.5305924
2016-08-17,680962435.3609875,683236290.4652683,681770467.1502751,683196953.6305925
2016-08-18,684086057.1109874,685638115.8952682,684533423.9302751,685480664.3005925
2016-08-19,675095929.9467409,677216306.6582237,675538886.7317967,676954721.1551497
2016-08-22,657682241.7967409,662154841.9582237,658283691.4317967,661555959.2051497
2016-08-23,662334372.8967409,666912323.6582237,662730704.1317967,666154261.0051496
2016-08-24,655408543.1452394,660668796.1592585,655824031.417767,659795190.7667681
2016-08-25,663388366.1952393,668834167.8092585,664000292.517767,668058760.016768
2016-08-26,664228578.7952393,669657303.3592584,664743825.217767,668818199.516768
2016-08-29,665312041.3452394,670342490.4592586,665521585.817767,669369117.366768
2016-08-30,663736563.5952393,669211513.4092585,664153946.817767,668296113.5167681
2016-08-31,661273007.8952394,666584365.5092585,661263480.417767,665414669.2167681
2016-09-01,650581205.7952393,656884580.1592585,651128236.217767,655900451.9167681
2016-09-02,655286589.8452393,662144124.3092585,656004141.817767,661179593.6667681
2016-09-05,665739277.6452394,671146930.9592584,666142389.917767,670236512.1667681
2016-09-06,668675911.3952394,674529765.5092585,669277470.417767,673671682.1167681
2016-09-07,671205910.3452393,677620390.0092585,672115579.317767,676865938.066768
2016-09-08,676757656.6452394,682683211.6592585,677554670.417767,681943725.866768
2016-09-09,670067061.7952393,676420772.0092585,671059139.7177671,675738297.2167681
2016-09-10,663240166.5452393,669162025.8592585,664035189.717767,668426553.466768
2016-09-12,657044663.5952393,663975677.7092584,658246285.317767,663330770.616768
2016-09-13,660129534.2452393,665825873.3092585,660808219.617767,665057192.666768
2016-09-14,652789382.4452393,659421297.5592586,653988900.517767,658831947.1667681
2016-09-19,668981965.8452393,675667608.4092585,670276495.817767,675129252.866768
2016-09-20,668152696.1952393,674633939.8592585,669431630.517767,674126453.216768
2016-09-21,668885431.0452393,675622998.3592585,670271724.217767,675139488.866768
2016-09-22,669325022.8452394,676154092.9592586,670506506.317767,675514941.3667681
2016-09-23,672859920.2952393,679485087.0092585,674046582.717767,678884866.5167681
2016-09-26,667775036.5452393,674309952.4592584,668764852.217767,673592996.566768
2016-09-29,670495478.4452393,677271743.9592586,671685228.5177671,676645442.3667681
2016-09-30,660979292.8452393,667869785.2092584,662280406.817767,667298105.2667681
2016-10-03,662002677.6452394,668947595.2592585,663205928.417767,668298419.2667681
2016-10-04,665929600.6452394,673563418.4592586,667131267.417767,672785066.866768
2016-10-05,665531793.5952394,672920385.4592584,666635184.817767,672120206.716768
2016-10-06,664884553.2452394,672580972.8592585,666278663.117767,671924563.366768
2016-10-07,660743079.1452394,668473425.7092586,662235260.917767,667879050.066768
2016-10-11,660969062.4952394,668448153.7592585,662273372.1177671,667769204.9167681
2016-10-12,662525048.3952394,669438687.7592585,663628906.917767,668727134.6167681
2016-10-13,660907598.3452393,667788639.3092585,661810034.8177669,666946712.966768
2016-10-14,657334124.2452394,664073492.1592585,658330832.617767,663324299.6667681
2016-10-17,658160464.6452394,664901453.2092584,659063576.417767,664086614.6667681
2016-10-18,662640491.2952393,669031506.3092585,663430952.217767,668206202.816768
2016-10-19,663417548.3452393,669959739.3092585,664308384.8177669,669174112.966768
2016-10-20,663877776.1452394,670434464.8092585,664775695.9177669,669649088.466768
2016-10-21,664242784.2952393,670419621.7592585,665138391.717767,669703664.316768
2016-10-24,662798584.2952393,669328521.7592585,663699791.717767,668550264.316768
2016-10-25,666398812.4452393,673162005.3092585,667488500.017767,672470383.266768
2016-10-26,662386442.4452393,668704178.7092584,663293137.5177671,667967340.1667681
2016-10-27,659291372.7952393,665738010.1592585,660198072.217767,664978040.516768
2016-10-28,660819069.1452394,667852480.2592585,661837335.417767,667056649.966768
2016-10-31,658694428.7452394,665891419.2092584,659814091.617767,665133934.966768
2016-11-01,659332042.3952394,665790430.2592585,660039115.417767,664891118.5167681
2016-11-02,655412122.7952393,662186210.1592585,656332422.217767,661371840.5167681
2016-11-03,657060218.3452394,662953131.5592586,658059485.317767,662360576.866768
2016-11-04,654809992.0452393,661455136.5092584,656101106.717767,660924832.1667681
2016-11-07,657907104.6452394,664358272.0592586,659103739.417767,663797271.6667681
2016-11-08,667140363.5952393,672952577.7092584,668321285.317767,672500620.616768
2016-11-09,652437780.5452393,658655924.9092585,653722787.217767,658203308.366768
2016-11-10,665297601.7860639,670707503.2348055,666756724.0461966,670525397.6814828
2016-11-11,656862766.4756318,661875169.7885306,658416497.9246255,661833482.41323
2016-11-14,659455605.610684,664070185.1251668,661097100.590468,664162288.6202337
2016-11-15,658854176.3606842,663239727.6251669,660399879.0904682,663307253.9702336
2016-11-16,658758819.7433856,663623093.7292305,660324498.5303572,663618900.9032118
2016-11-17,658613568.6933856,664289418.2292306,660497507.4303573,664348506.8532118
2016-11-18,656005101.2932242,661724459.1444563,657724452.086445,661667284.4548445
2016-11-21,660712070.9121355,665876086.9150509,662391415.9716871,665885585.8705878
2016-11-22,663492436.4621354,669108134.9150507,665419841.5716871,669197465.3205879
2016-11-23,663766403.5121354,669984249.0650507,665599561.171687,669915768.4705878
2016-11-24,667577945.3621355,673305292.1150509,669350715.371687,673279942.6205878
2016-11-25,668194659.3088222,673953008.5664886,669823976.0526675,673833986.9852252
2016-11-28,672168147.1588222,677714563.6664886,673722546.2526675,677580727.1352252
2016-11-29,668039907.8588221,673672326.5664886,669601615.6526674,673531827.8352252
2016-11-30,670043416.7588221,676130733.7664887,671499139.4526675,675855655.1352252
2016-12-01,670430804.1588221,676364898.2164886,671933656.7526674,676148465.6352252
2016-12-02,670963318.2588221,677105464.2164886,672630921.9526674,676955635.9352252
2016-12-05,665475558.2588221,672390283.0664886,667453284.9526675,672305342.9352252
2016-12-06,672712497.5588222,679114420.1664886,674633315.5526675,679073892.2352252
2016-12-07,674862181.2588221,681501706.2664887,676793223.9526675,681430340.5352252
2016-12-08,683571879.5088221,690437749.0164887,685534850.4526675,690345288.7852252
2016-12-09,686906192.1088221,693225234.5664886,688732983.1526674,693140528.2852252
2016-12-12,686538385.0588222,692615601.5664886,688264100.5526675,692509668.1352252
2016-12-13,687306948.0588222,694307243.6164886,689342502.5526675,694243522.7352252
2016-12-14,681448366.9088221,688593113.4664886,683504167.7526674,688523049.2852252
2016-12-15,682126987.6088221,688665257.5164887,683896074.1526674,688517592.9852252
2016-12-16,682185377.5588222,688068127.9164886,683939615.0526675,688017428.3352252
2016-12-19,676999050.8588221,683104576.3664887,678710817.1526675,682996068.5352252
2016-12-20,674909809.0088221,681067633.3164886,676640962.9526675,680959444.3852252
2016-12-21,672263689.3588221,678550014.7664887,674003647.6526674,678432444.7352252
2016-12-22,666715986.0088222,672885560.1164887,668460473.9526675,672787946.7852252
2016-12-23,664444566.3588221,670655841.5664886,666190858.6526674,670554897.1352252
2016-12-26,667870512.7088221,674412261.6664886,669724921.8526675,674324106.5852252
2016-12-27,666425234.9088222,673215286.1664886,668299560.7526675,673100831.0852252
2016-12-28,672149000.9088222,679323974.8164886,674134089.2526674,679216590.1852252
2016-12-29,666746026.8088222,674124077.6664886,668835237.0526675,674046676.8852252
2016-12-30,672417407.9588221,679829307.8164886,674513271.8526675,679743150.3352252
2017-01-03,673624200.9088222,680629874.8164886,675602389.2526674,680534590.1852252
2017-01-04,676112980.2088221,683114780.7664887,678316632.8526675,683148446.4852252
2017-01-05,682131761.3588221,689178310.9164886,684334367.6526675,689200219.9352252
2017-01-06,683389596.1588221,690220170.9664886,685487189.2526674,690217483.9352252
2017-01-09,680701923.9088222,687771248.0164887,682678478.2526674,687660837.7852252
2017-01-10,683013408.7588221,689899656.5164886,685047621.9526675,689851873.4352252
2017-01-11,684905328.4088222,691741625.0664886,686943487.2526674,691698673.0852252
2017-01-12,690764217.6588221,697152663.7164886,692590645.7526674,697053350.7352252
2017-01-13,688145768.7803646,694772045.2408093,690160619.3827468,694745528.0023985
2017-01-16,680484748.0809854,687612356.9976883,682709224.873627,687634915.0966482
2017-01-17,682005486.2712556,689299463.4464582,684152356.0890806,689249489.3587648
2017-01-18,677597859.6212556,685237160.3464582,679872680.2890806,685208951.2087648
2017-01-19,677091860.7212557,684193234.2964581,679243743.4890804,684175716.9087647
2017-01-20,677498723.3212557,684670019.8464582,679586726.1890805,684603156.4087647
2017-01-23,682690269.6712557,689930489.9464582,684860439.3890805,689901465.8587648
2017-01-24,680886219.6712557,688571139.9464582,683104289.3890805,688501865.8587648
2017-02-02,676894409.6712557,684905108.7964582,679370952.3890805,684940672.8587648
2017-02-03,679069162.2759829,687142686.9021966,681393915.0900935,687075899.252565
2017-02-06,684693486.4759828,692958730.9521966,687279061.4900935,693018055.852565
2017-02-07,689166395.4259828,697651236.6021966,691776907.3900934,697689954.802565
2017-02-08,687171181.3759829,695723119.0521966,689809114.2900935,695766306.152565
2017-02-09,686973473.2259828,695907562.1021966,689649568.4900935,695911680.302565
2017-02-10,693565019.5259829,702203583.7521966,696123309.5900935,702181268.102565
2017-02-13,696685511.3759829,705094976.8021966,699210713.7900935,705088392.252565
2017-02-14,696470389.1759828,704981652.3021966,699017574.8900936,704971067.752565
2017-02-15,703721891.0759828,711780824.9521966,706154038.1900935,711768406.552565
2017-02-16,699501213.3259828,708440497.9021965,702178599.1900935,708439002.7025651
2017-02-17,696502428.4759828,705713889.4021966,699130555.4900935,705639867.052565
2017-02-18,699095606.5386763,707883670.2894328,701684087.8739991,707852786.3366508
2017-02-20,699107200.9386762,707779219.2894328,701662815.6739991,707748835.3366508
2017-02-21,699514666.1386762,708045509.2394327,702134994.073999,708075821.3366508
2017-02-22,701552528.7386762,709799544.7894328,704071126.7739991,709812360.8366508
2017-02-23,699856889.3886762,707559009.2394327,702151974.073999,707526039.8866509
2017-02-24,698243889.7886761,707244365.7394327,700958343.3739991,707260554.986651
2017-03-01,696618470.1886762,705585345.6394327,699483350.1739992,705700326.986651
2017-03-02,697236002.4386762,706578249.7394327,700073698.1739991,706616116.1366509
2017-03-03,694444367.6386763,704165339.6894327,697399976.5739992,704217102.1366509
2017-03-06,697865102.4386762,707028149.7394327,700679198.1739991,707082216.1366509
2017-03-07,698587183.1554081,707677217.9109503,701402383.2253423,707743108.576457
2017-03-08,696974192.6380327,706353512.4932314,699891345.8526524,706436937.5826111
2017-03-09,693741171.9380326,704065668.4432313,696981389.4526525,704196143.882611
2017-03-10,694902937.0880326,704711059.9432313,698006995.7526524,704840008.2326111
2017-03-13,695723348.6380327,706334919.9932314,699068887.3526524,706481703.6826111
2017-03-14,696794526.8380326,708282401.9932314,700521517.7526524,708522194.282611
2017-03-15,697057954.6380327,708466577.4932314,700784828.8526524,708716819.782611
2017-03-16,702150747.8840377,713524544.0780424,705787318.5776671,713726438.2329367
2017-03-17,705317511.5340378,715507955.1280423,708530542.3776671,715641071.7829367
2017-03-20,705397941.8840377,715289386.5780424,708577427.0776671,715449872.1329367
2017-03-21,707993395.4858584,717847119.1518658,711171452.0996147,718011087.0113702
2017-03-22,703949311.7858584,713728333.0518659,707135643.6996148,713907538.7113702
2017-03-23,703148695.3492583,713583092.2258586,706549996.7162818,713788752.1853628
2017-03-24,701431586.844626,711593267.7795846,704740276.8783628,711785019.9415416
2017-03-27,702284054.2149608,712654269.4463929,705608312.4754968,712822050.222756
2017-03-28,703642201.0099344,713836572.1989114,706893495.9704707,713985736.7201397
2017-03-29,706266813.7099345,716295754.6489115,709742022.8704706,716605569.5201397
2017-03-30,708618101.7686723,718250868.195265,711961041.0754265,718543061.8055419
2017-03-31,705027104.5895671,714631323.167312,708295562.117786,714882803.851364
2017-04-05,707641494.5482522,718095587.4445777,711159718.8525968,718360984.6286298
2017-04-06,702795652.7482522,714028142.8445778,706568286.7525967,714325032.1286298
2017-04-07,699922545.7482522,711637858.2945777,703837426.2525967,711944593.6286298
2017-04-10,704096580.5482522,715077468.3445778,707849597.8525968,715401157.6286298
2017-04-11,700952908.3982522,712662942.2945777,704957031.0525967,713020354.7786298
2017-04-12,701990187.5982522,713557351.3445778,705881780.4525968,713870417.7786298
2017-04-13,700200680.6482522,712273965.2445778,704394942.0525968,712690100.9286298
2017-04-14,696122465.3542316,707106339.2060329,699879837.8533092,707435659.397787
2017-04-17,696420951.2542316,706930773.2060329,699982872.6533092,707218539.0977869
2017-04-18,697736552.3135544,708046833.6515756,701205830.2488519,708308806.7769053
2017-04-19,691724441.31437,701414211.3218359,694979413.3321377,701646875.7101783
2017-04-20,691300459.425981,700908235.7005101,694606952.4287465,701185646.1388526
2017-04-21,694540926.8464682,704533910.8017821,698057583.1499462,704877010.8419497
2017-04-24,693797975.7964683,704696935.3017821,697637192.0499462,705092316.7919497
2017-04-25,700681036.1964682,711667122.9517821,704582448.3499463,712087374.8919497
2017-04-26,702556149.4461843,713703398.789554,706642430.3632455,714208749.1455616
2017-04-27,702761043.3961843,712655792.8395541,706258066.7632456,713002611.3955616
2017-04-28,700985873.035058,710716211.8167593,704243499.334816,710943313.2031041
2017-05-02,710605497.219879,722169581.1581964,714461550.6393375,722467954.4262121
2017-05-03,712011875.0198791,723418106.6581964,715859911.7393376,723736079.9262121
2017-05-04,715427414.319879,726923443.7581965,719286942.3393376,727233179.2262121
2017-05-05,710169718.019879,721791922.1081964,714129601.2393376,722143341.4262121
2017-05-08,713120322.469879,724764900.7081964,717006838.1393375,725067455.076212
2017-05-09,712370645.3771538,723912662.9117265,716264122.3784719,724234601.9430606
2017-05-10,710954283.8164873,722687099.0289179,714932904.2821238,723034680.894448
2017-05-11,712623569.5821054,724341871.5830009,716678041.8520302,724734245.2231555
2017-05-12,713548787.9486748,725130371.5830009,717623641.8520302,725537745.2231555
2017-05-15,715966771.6986748,727994956.133001,720242672.3520303,728448265.1731555
2017-05-16,716213565.7486749,727374247.0830009,720252952.9520302,727824420.7231555
2017-05-17,714204607.6486748,726193038.5830009,718479929.2520303,726657066.5231556
2017-05-18,711283887.9986749,723404370.033001,715577963.9520303,723856516.8731555
2017-05-19,711199822.7986748,723367380.0830009,715415085.5520302,723766630.8731555
2017-05-22,712588843.9486748,725319429.0830009,717093633.3520302,725798561.3231555
2017-05-23,713811329.8486748,725885363.0830009,718093168.1520302,726338541.0231556
2017-05-24,714322986.8486748,726366397.6330009,718524978.6520302,726771279.5231556
2017-05-25,714473114.6986748,726889821.5830009,718862611.8520302,727361576.6731555
2017-05-26,715077455.6068282,727737755.8924137,719390046.5966916,728144239.5932773
2017-05-31,712355622.2068281,725443279.3924137,716711513.2966917,725808863.0932773
2017-06-01,710960063.1277888,724307627.7160411,715512282.2623789,724737198.2203377
2017-06-02,712696413.1277888,725798477.7160411,717232032.2623788,726253398.2203377
2017-06-03,713713813.1277888,726646077.7160411,718234232.2623789,727117898.2203377
2017-06-05,715610325.7777888,728645211.7160411,720235187.0623789,729155209.3703377
2017-06-06,715416418.7777889,728392077.1660411,720111276.562379,728955470.8703377
2017-06-07,714373590.9777888,727521251.6660411,719086265.462379,728067145.3703377
2017-06-08,717939381.7777888,731597669.2160411,722927328.5623789,732231825.4703377
2017-06-09,715079212.1277889,728863750.6660411,720079313.2623789,729485675.8203378
2017-06-12,713449289.9277889,727271226.1660411,718423974.362379,727886951.3203378
2017-06-13,714948869.1777889,728749133.6660411,719992845.862379,729413285.9703377
2017-06-14,712587327.2777889,726238742.1660411,717460369.5623789,726824140.1703377
2017-06-15,714089963.1777889,727008926.1660411,718745054.362379,727575469.8703377
2017-06-16,714102491.3777889,728188958.1660411,719192284.7623789,728825510.4703377
2017-06-19,717230748.4277889,731258741.1660411,722415617.362379,731950220.6203377
2017-06-20,718258242.8777889,732514338.6160411,723643817.2623789,733278841.2703377
2017-06-21,717959448.4777888,732309039.6160411,723358589.462379,733064492.2703377
2017-06-22,720619261.4277889,735466183.2160411,726139219.3623788,736216975.2203377
2017-06-23,719259982.5777888,735086182.2160411,725101167.1623789,735878305.6703378
2017-06-26,730500210.0777888,746558182.4660411,736455315.1623789,747371338.5703378
2017-06-27,734357170.4777888,750826420.1160411,740398921.462379,751640046.6703378
2017-06-28,729421535.2777889,745535253.5660411,735192980.5623789,746244467.5703378
2017-06-29,737537536.0777888,753330552.2660412,743236580.6623789,754065140.6703378
2017-06-30,735715194.2277888,751462659.2160411,741408776.4623789,752202516.5203378
2017-07-03,737772572.0777888,753312194.0400611,743552440.1873509,754163507.6907781
2017-07-04,734958675.5733374,750555600.1413403,740764501.6953309,751402597.5458823
2017-07-05,740521040.1398109,755810580.0160043,746181113.4851122,756598384.5314835
2017-07-06,737464959.7679583,753047609.8090832,743291546.0833809,753898394.3984795
2017-07-07,734583045.6679583,750102243.8090832,740246630.883381,750865824.0984794
2017-07-10,733470591.1679583,748730416.7590832,739046471.8833809,749477438.7984794
2017-07-11,738774331.5679582,753452727.8090832,744244315.683381,754217153.7984794
2017-07-12,736858959.4179583,752045051.7590832,742511348.8833809,752850550.9484794
2017-07-13,737769694.2679583,753206510.2590832,743519892.5833809,754034786.5984794
2017-07-14,740348419.8179582,756229289.4090832,746125505.1833808,757006759.0484794
2017-07-17,744448641.3679582,760664730.6090832,750165283.7833809,761356797.4984794
2017-07-18,746223976.2179582,762431889.1090832,752019977.4833809,763172083.1484795
2017-07-19,744784793.9679582,760907135.0090833,750656329.4833809,761705643.9984795
2017-07-20,744440996.5179582,760274740.9590832,750295953.0833809,761103918.8484794
2017-07-21,739279027.9179583,755785634.6090832,745245273.8833809,756589708.5484793
2017-07-24,743799547.5679582,759850453.1590831,749738489.183381,760701158.1984793
2017-07-25,744479218.2679582,760036947.2090831,750155795.5833809,760799551.8984793
2017-07-26,742648291.5179583,757750447.2090832,748065025.5833809,758420820.4484793
2017-07-27,745653623.8179582,760959149.7590832,751161145.683381,761656181.2484794
2017-07-28,744450733.3679582,759503590.2590832,749862379.783381,760177094.5984793
2017-07-31,739535949.7679582,755107201.0590831,745280665.5833808,755916139.5984794
2017-08-01,743263953.1179582,759208305.7090831,749033439.283381,759975887.5484793
2017-08-02,750423045.7179582,766641649.0090832,756056321.4833809,767282563.1484793
2017-08-03,747544998.3179582,764065703.4090831,753351517.183381,764769259.6484793
2017-08-04,754952334.9179581,771881739.4590831,760923671.4333808,772620412.1484793
2017-08-07,761268337.9179581,777314786.0590831,767027747.933381,778051816.6484793
2017-08-08,759892261.6179582,775713410.7590832,765480787.433381,776379961.9484794
2017-08-09,751431352.3679582,767548456.6090832,757105663.0833809,768230197.8984793
2017-08-10,743012469.3679581,759249293.8090831,748689651.2833809,759842172.5371437
2017-08-11,742615858.9267473,758356485.282426,748123930.545642,758839314.0500236
2017-08-14,738760165.1767474,753584150.432426,743944777.795642,753974697.8000236
2017-08-15,740112529.6267474,755684663.382426,745587943.545642,756171754.8500236
2017-08-16,741331686.0267475,756642179.432426,746723198.9456421,757103384.8500236
2017-08-17,748653472.3267474,765276596.7824259,754458717.295642,765835731.1000236
2017-08-18,744770694.8017759,761314392.2820237,750575498.957381,761923665.5000236
2017-08-21,743609849.5017759,760264960.7320237,749517207.107381,760879439.8000236
2017-08-22,748338712.601053,765040742.1320237,754254222.907381,765616836.7897209
2017-08-23,747377646.351053,764523690.5320237,753390492.0881788,765097957.3897209
2017-08-24,752307949.651053,770059021.7820237,758451881.8381788,770645389.8897209
2017-08-25,750488775.0010531,768312331.0820236,756648873.9381788,768865825.339721
2017-08-28,756514938.501053,774024593.0592549,762490555.8381788,774536215.339721
2017-08-29,755212654.751053,772633394.6592549,761102470.1881788,773103744.739721
2017-08-30,756782792.9010531,774309832.3092549,762755075.4381788,774819147.089721
2017-08-31,759864838.2453377,777534097.336746,765922530.161639,778088940.0698056
2017-09-01,757024238.0953377,776533193.2867459,763717984.161639,777255157.8698056
2017-09-04,751913439.1953377,771032101.2867458,758498014.011639,771734257.1198056
2017-09-05,753548659.4453377,772705052.7367458,760136352.311639,773408039.9198056
2017-09-06,748228704.3453377,768054432.8367459,755111063.961639,768852685.0698056
2017-09-07,747985908.7453377,767819072.0867459,754861833.5616391,768614316.8198056
2017-09-08,750118938.0953377,769955031.2367458,757081349.611639,770796205.6698056
2017-09-11,748792704.3453377,768533732.8367459,755666163.961639,769333735.0698056
2017-09-12,751462949.2453376,771475374.9867458,758362510.161639,772266982.4198055
2017-09-13,747902708.7453377,767732872.0867459,754776233.561639,768526666.8198056
2017-09-14,747916519.2453377,767166579.0367459,754607814.261639,767902866.8698056
2017-09-15,745757308.0953377,765009735.2867459,752535253.7116389,765794940.1198056
2017-09-18,748928843.8953377,768509569.736746,755657022.161639,769237731.4198056
2017-09-19,748843580.7953378,767814312.1867459,755340520.4616389,768483571.9698056
2017-09-20,747954131.1953377,766359901.5867459,754299366.111639,767007600.3198056
2017-09-21,747321188.6453377,765624124.6867459,753595541.261639,766238716.2198056
2017-09-22,744090010.9453377,762701550.1367459,750455227.811639,763335917.5198056
2017-09-25,741537609.9953377,759533084.1367459,747697509.411639,760109598.2698056
2017-09-26,744768916.5953377,763797284.5867459,751392254.361639,764538461.0698056
2017-09-27,745336446.3352042,764389757.4202268,751902622.5314705,765084919.8859063
2017-09-28,743797667.1084864,762741620.2291455,750337045.7436073,763444819.2053397
2017-09-29,742708888.0584863,761607490.2791455,749263118.2436073,762313772.9053397
2017-09-30,744882300.8584864,764114068.6291455,751536731.3936074,764840489.8053397
2017-10-02,746246812.7084863,764937780.9791455,752766926.1436074,765644387.4553397
2017-10-03,746811868.6337097,765713117.164292,753354703.6713074,766407409.0851338
2017-10-05,747089109.8337097,765973238.664292,753646364.4713075,766675145.5851338
2017-10-06,750161830.0292106,769460935.0646931,756903099.2113812,770219246.3344764
2017-10-11,753395310.3292104,773474260.214693,760440783.6613811,774315404.4344763
2017-10-12,754356346.4292105,775042573.864693,761485840.6613811,775873638.2844763
2017-10-13,755081713.0322201,776207197.0165459,762414874.9499987,777101122.0289731
2017-10-16,756666739.48222,776760726.3665458,763590431.4499987,777525858.9289731
2017-10-17,759255959.6559918,778923475.0324463,766068453.397832,779669320.7668682
2017-10-18,756460957.3059918,776240209.7824461,763353882.0478321,777019607.5168681
2017-10-19,753349435.7059917,773049852.9324462,760187529.697832,773800127.1168681
2017-10-20,751800969.8559917,771378940.7324462,758616160.9978321,772134726.0668681
2017-10-23,750595796.8559917,770272234.6324462,757575155.6978321,771110751.6668682
2017-10-24,751922410.9059918,772791358.1824462,759324875.7978321,773740530.3668683
2017-10-25,752360663.9559919,772843242.0324463,759663431.3478321,773768764.5168682
2017-10-26,749823248.2559918,769049033.8824462,756551908.647832,769791695.6668682
2017-10-27,748552816.6059917,766538853.3324462,754880910.1478322,767179239.9668682
2017-10-30,746779055.4306391,765361423.4723916,753323788.0046614,766059470.473474
2017-10-31,746663805.4306391,765344273.4723916,753222988.0046614,766041670.473474
2017-11-01,747155956.2808816,766323219.332555,753836540.3018343,767032405.1034117
2017-11-02,744534636.0308816,763741967.882555,751218252.0018343,764452222.3034117
2017-11-03,747085328.3308818,765372459.4325551,753380527.2018343,765953210.2534118
2017-11-06,745360029.0308816,763286728.032555,751628061.4018342,763885981.1534117
2017-11-07,747198846.2308817,765559195.632555,753575144.1518344,766182229.8034117
2017-11-08,745336309.7308817,763917842.582555,751814191.5018343,764576817.6034117
2017-11-09,746806108.0808816,764789807.982555,753067338.9018344,765385227.4534117
2017-11-10,744987921.5808816,763291304.932555,751364986.2518343,763922265.2534118
2017-11-13,743264601.3308816,761428553.482555,749621547.9518342,762062532.4534117
2017-11-14,743665584.2243153,761734358.0667723,750017133.3671021,762386457.039142
2017-11-15,741975803.5243152,759562543.5167723,748135403.2671021,760166670.5891421
2017-11-16,740075161.3743153,757182206.0167723,746038674.0671022,757714714.839142
2017-11-17,742732136.0243152,759904196.7167723,748701081.9671022,760421529.389142
2017-11-20,743374410.6743153,760667187.4167724,749347739.8671021,761186993.939142
2017-11-21,750906902.1243153,768614256.3167723,757060584.8671021,769190828.789142
2017-11-22,754723035.4743153,772742115.3167723,761069674.8671021,773383521.039142
2017-11-23,754345773.6243153,772727902.9667723,760803580.1171021,773395473.389142
2017-11-24,749152933.1243154,767821150.0667723,755647703.5171021,768477457.7891421
2017-11-27,746968503.7743154,765529090.9167724,753365487.4671022,766169468.9391421
2017-11-28,746438299.4881324,764703982.956668,752749202.9806297,765311521.3391421
2017-11-29,744940041.6097978,763709910.1377869,751448090.3540723,764385224.3962271
2017-11-30,741715203.9112643,759458711.563479,747957236.7790962,760084010.2519388
2017-12-01,746190513.9337686,764243389.0560136,752463726.3869771,764827077.8337041
2017-12-04,751972568.7901677,769827092.2753732,758068029.3928561,770345656.5988742
2017-12-05,751748498.2751335,769634055.7046387,757766527.2341945,770099501.9431162
2017-12-06,744375848.0089564,761399646.8666646,750224172.5663387,761859810.8109499
2017-12-07,740842715.9089564,758464583.0666646,746824939.5163387,758941730.3609499
2017-12-08,739085507.9956651,756665084.1606827,745060891.3678472,757141836.965248
2017-12-11,742023137.045665,759477564.1106826,747999418.8678472,759990633.2652481
2017-12-12,742710341.0456651,760650863.9606826,748799542.8178471,761167336.665248
2017-12-13,746362289.395665,763445479.3606826,752227140.2178472,763938996.515248
2017-12-14,747060056.5956651,764743546.9606826,753067822.9678471,765259295.165248
2017-12-15,745536802.895665,762763976.3106827,751492087.5678471,763272534.3152481
2017-12-18,746015952.895665,763155726.3106827,751960787.5678471,763693384.3152481
2017-12-19,745989634.995665,763166790.1106826,751859920.6178472,763658764.765248
2017-12-20,745158645.4456651,762758003.2106826,751229062.4178472,763322918.415248
2017-12-21,745676565.695665,763486954.6606826,751761850.7178471,764018501.215248
2017-12-22,750432926.8456651,767893748.4106827,756423111.2678472,768437827.965248
2017-12-25,749395256.5956651,766729246.9606826,755377322.9678471,767276395.165248
2017-12-26,747222431.945665,764502306.2606826,753191815.0678471,765050980.615248
2017-12-27,749885802.195665,767122107.7106826,755850803.3678472,767657913.415248
2017-12-28,751172174.0956651,768770943.7606826,757317594.2678472,769374336.3652481
2017-12-29,753780532.4956651,771613432.8606826,760028337.8178471,772261171.5152481
2018-01-02,758401351.0956651,775703199.7106826,764457723.5178472,776285514.165248
2018-01-03,763143628.795665,779776174.2606826,769061536.9678471,780359762.865248
2018-01-04,765421169.9617616,782008999.6629552,771334949.7977737,782600280.0011833
2018-01-05,773567983.4617616,789612558.6629552,779290731.6977737,790156820.0011833
2018-01-08,780280363.3143202,796256445.0071925,785966142.4290569,796755796.722233
2018-01-09,779192008.9143202,795439305.7571925,784896272.8290569,795904264.972233
2018-01-10,782264508.9143202,797877355.7571925,787913822.8290569,798397014.972233
2018-01-11,781555685.6143203,797214420.4571925,787296378.9790568,797769098.0222331
2018-01-12,782387863.3143202,797995845.0071925,788040342.4290569,798494896.722233
2018-01-15,790284609.8643203,805490171.7571925,796060091.2290568,806090834.2222332
2018-01-16,790341646.3643202,805592774.8071924,796049443.8790568,806154096.4222331
2018-01-17,792723847.2640932,807973613.4688091,798363726.5954942,808500341.6005169
2018-01-18,791704588.5108459,807034997.5552179,797342808.4759915,807566213.1943699
2018-01-19,788788102.0108459,804724344.5052179,794558605.8259914,805252050.9943699
