date,nav_base,nav_kd_opt,nav_autumn_best,nav_dual_kd_autumn
2019-05-15,913384827.1661574,927190353.8438028,919169695.1113284,926776487.2218301
2019-05-16,908820613.486831,922682640.88414,914619506.5839694,922329159.2091995
2019-05-17,912306597.3281212,926876742.3536409,918698230.7894144,926575290.617032
2019-05-20,920154617.2781212,935247085.153641,926870943.6894145,935028422.8170321
2019-05-21,932881834.8281212,947787450.8536409,939340589.1894144,947532648.6670321
2019-05-22,928064129.7281213,942648893.9536409,934369293.5894145,942315229.0170321
2019-05-23,926761648.9781212,941556591.9536409,933273082.6894145,941234681.9670321
2019-05-24,927700441.7655507,942507011.4971212,934129281.4489675,942256876.6674092
2019-05-27,930517798.5481138,945072651.8617804,936723840.4262029,944780962.0053035
2019-05-28,931442559.5523721,944903193.9123876,936829624.1139885,944522922.097063
2019-05-29,933146502.0601375,947595016.3961775,939224809.9825423,947319339.2364626
2019-05-30,941393472.403793,955653660.2365054,947218192.2436275,955277710.7925887
2019-05-31,948733744.153793,962796345.2804043,954245783.1555095,962348637.0248898
2019-06-03,950423215.369937,964157846.7714725,955695474.2709994,963553224.1933036
2019-06-04,949629348.0833752,963396054.6521417,954816768.1959178,962918401.0272151
2019-06-05,952861520.5232922,966115398.4891075,957693227.2174047,965510931.2814047
2019-06-06,964032118.9912305,978207195.231126,969639446.1872638,977624730.7469556
2019-06-10,969304816.6392956,983617756.9126003,975069216.607492,983004657.415365
2019-06-11,947110480.1349374,961683565.7626002,953196393.0074921,961168142.7653651
2019-06-12,932682380.8849374,947124033.0000008,938676129.0577633,946651080.0894094
2019-06-13,932100676.8849374,946726925.0000008,938084902.2577633,946345043.4894093
2019-06-14,933462773.5349374,948175193.100001,939512656.7577633,947789975.0394093
2019-06-17,937317624.4849374,951668547.9000009,943136784.8577632,951191237.1394093
2019-06-18,938102563.3849374,952819810.000001,944131890.0577632,952406878.3394092
2019-06-19,952930868.5849375,967754424.5500009,958960300.9577633,967328155.7894093
2019-06-20,951149252.1431481,966782908.8488622,957863902.9539267,966440212.5029662
2019-06-21,942381783.3599056,957071927.7975008,948353530.2327899,956669583.6264347
2019-06-24,948853498.4966602,963345385.284045,954590080.4206948,962905679.7656898
2019-06-25,949333496.9183952,963949318.398117,955192195.2345023,963517293.6652812
2019-06-26,945731295.9683952,960943413.5981171,952027267.1345024,960615681.5652812
2019-06-27,950011744.7183952,964497462.348117,955721259.3345023,964057523.4652811
2019-06-28,945621780.2683953,960764930.548117,951781737.0345024,960451414.7152811
2019-07-01,943514921.1683952,958825565.6481171,949730514.6345024,958570058.4652811
2019-07-02,946441103.0683953,961945243.4981171,952848985.1345024,961684253.7652811
2019-07-03,946732066.5683953,962252020.4981171,953234079.3345023,961965050.4152812
2019-07-04,949770125.6683952,965149935.3981171,956156801.7345023,964830906.665281
2019-07-05,951632395.1183952,967352416.448117,958287004.3345023,967068927.2652811
2019-07-08,951735522.1183952,967182870.448117,958241192.7345023,966846320.565281
2019-07-09,951127636.3083951,966667174.8081169,957694332.0145025,966361632.9652812
2019-07-10,955688848.2107505,971106090.5581169,962069958.8974794,970780237.8652812
2019-07-11,963467040.8047812,978458177.8488477,969619501.4942821,978047154.8018993
2019-07-12,963090171.3547813,977981596.7988478,969217148.8942821,977546034.2018993
2019-07-15,961923307.8547813,976624219.7988478,967840154.6942822,976207737.5518993
2019-07-16,963339280.8547813,978509765.7988478,969619966.2942821,978163894.2518992
2019-07-17,965761576.4547813,980846953.6988479,971916494.4942821,980478003.8518993
2019-07-18,965292605.8547813,980175596.7988479,971310982.2942821,979779035.0018992
2019-07-19,967325703.6547813,982182890.7488478,973315046.3942821,981778414.8018993
2019-07-22,969631132.0047812,984354153.6488478,975530557.8942821,983918924.0018992
2019-07-23,970972699.0547812,985944995.5988479,977122911.0942822,985524056.7518992
2019-07-24,973044692.5284317,987876686.2567996,979139522.5942822,987431652.2019984
2019-07-25,980319749.5784316,994627587.9567997,986022214.0942822,994045302.5519984
2019-07-26,980575113.0784316,994717014.9567997,986202008.2942821,994114749.2019984
2019-07-29,979179747.1784316,993068298.8567997,984553914.6942822,992452614.7019984
2019-07-30,983247691.7284317,996910156.5567998,988376466.5942822,996272452.3519984
2019-07-31,986085492.0284317,999678835.2567997,991121713.3942821,999050996.3019984
2019-08-01,971865575.7284317,985458232.8067997,976984457.6942822,984881160.0519984
2019-08-02,961592942.6784317,975357217.1067997,967008195.5942822,974849035.0019984
2019-08-05,959164300.8284317,973077577.2067997,964746189.8942821,972620679.1519984
2019-08-06,955723015.1784316,969659501.3567996,961445396.8942821,969166830.1019983
2019-08-07,955272837.5784317,968634460.2067996,960637149.9942821,968044565.3519983
2019-08-08,959688699.0784317,972839306.0714313,964766808.394142,972237651.3166299
2019-08-12,944492661.9817502,952834515.773156,946202896.6724893,951422124.7795956
2019-08-13,933964389.6261439,941845937.1513529,935265427.1717393,940326451.8788817
2019-08-14,940490773.0003947,946951953.2336742,940831019.5717393,945241642.0406964
2019-08-15,930688741.1153946,937480760.5936742,931175194.0217394,935880187.0706964
2019-08-16,940869694.2570097,947367233.0936743,941122640.8217393,945703621.0706965
2019-08-19,944389002.4570097,950786155.0936742,944522875.4217393,949106032.6706964
2019-08-20,945848206.1570097,952458190.5936742,946227873.2217393,950763706.8206964
2019-08-21,940254401.6570098,946455704.0936742,940388536.4217393,944732519.3706964
2019-08-22,942310400.0570097,948814839.3582406,942516249.215068,947162145.2214417
2019-08-23,943446273.0570097,950255685.3582406,943787760.815068,948660251.9214418
2019-08-26,931488407.9570097,938131347.3582406,931736831.5150679,936564402.9214418
2019-08-27,935121117.3768653,941681587.8582406,935355056.715068,940072933.6714418
2019-08-28,933212690.7768651,940072043.1082406,933661529.715068,938508564.1714418
2019-08-29,934695486.7729393,941251113.3279358,934927113.8958187,939648569.0856088
2019-08-30,949253156.4202262,956480967.6449407,949957297.7383398,954897438.6907115
2019-09-02,949037099.0202262,955638855.6449407,949246609.2383398,954002066.1407115
2019-09-03,944273990.609697,950741901.9435083,944440653.6134539,949095800.8341917
2019-09-04,949180173.309697,955678902.6935083,949358029.2134539,954017068.6841917
2019-09-05,955058112.5829865,961281933.3469797,955099234.454887,959544479.0376631
2019-09-06,961695457.2216599,967836566.1728995,961770125.4808067,966033667.0505139
2019-09-09,970924462.2495178,977172355.6728995,971199679.4808067,975303406.0505139
2019-09-10,983267575.7495179,989173685.196482,983177009.4283228,987259005.1740963
2019-09-11,985862310.9495177,991321761.1964818,985492632.4283228,989333610.0740962
2019-09-12,985024056.0495178,990220365.4464818,984428884.2283229,988218498.8240963
2019-09-16,985248533.9495178,990508557.1964818,984575044.0283228,988549516.7740963
2019-09-17,989388244.5495179,994230808.6964818,988382386.5283228,992217878.3240963
2019-09-18,995745980.9495177,1000886444.9464818,995055359.9283228,998847320.3240962
2019-09-19,994588176.0495178,999509799.1964818,993700011.7283229,997466509.0740962
2019-09-20,995472906.4711674,1000172223.1110065,994235993.7980379,998162893.5626149
2019-09-23,994227318.4935529,998429280.2724806,992812202.5227587,996313194.1226261
2019-09-24,991662089.3935529,995761519.2724806,990161685.2227588,993645713.3226261
2019-09-25,987233855.3935528,991100462.5224806,985544569.7227587,988978571.272626
2019-09-26,987257531.1935529,990893156.2724806,985559807.7227588,988693777.4726261
2019-09-27,981887551.2935529,985879185.2724806,980455744.3227587,983744457.6226261
2019-10-01,994299996.693553,997423653.5224806,992172398.4227587,995163900.272626
2019-10-02,991349238.4935529,994753331.5224806,989489013.8227588,992516638.6726261
2019-10-03,985267426.693553,988864469.7724806,983600070.9227587,986658990.022626
2019-10-04,988149770.193553,992033645.5224807,986536503.8227588,989898142.1226262
2019-10-07,989469692.293553,993317403.7724806,987949594.0227587,991137374.1726261
2019-10-08,994872723.4935529,998900871.7724806,993359890.2227588,996758992.4726261
2019-10-09,989854345.9935529,993713939.2724806,988404591.8227587,991511898.3226261
2019-10-14,996400601.6935529,1000487086.0224806,995002379.0227587,998317922.8726261
2019-10-15,996596496.7935529,1000676690.2724806,995191180.8227587,998507311.6226261
2019-10-16,998753115.664799,1002711776.8007239,997224413.6916649,1000532888.2866118
2019-10-17,1000995353.364799,1004916069.0507239,999489826.991665,1002708504.4866117
2019-10-18,996726346.364799,1000716657.3007239,995232892.791665,998545629.9866117
2019-10-21,1000218841.064799,1004222552.3007239,998659733.1916649,1002063344.9366118
2019-10-22,1002716425.0647991,1006577359.0507239,1001013898.6916649,1004403836.9866118
2019-10-23,1001050085.264799,1004762168.8007239,999485913.591665,1002500709.0366118
2019-10-24,1007918573.764799,1011784562.0507239,1006397915.891665,1009535538.5366118
2019-10-25,1009173144.264799,1013043291.8007239,1007589437.1916649,1010807733.9366118
2019-10-28,1012474341.764799,1016397725.5507239,1010991996.891665,1014134722.6366117
2019-10-29,1014795684.364799,1018718013.5507239,1013369258.391665,1016426050.0866117
2019-10-30,1022450401.064799,1025960880.0507239,1020820656.5916649,1023561835.7366118
2019-10-31,1025657141.164799,1028937101.8007239,1023941177.791665,1026469751.8866117
2019-11-01,1028621428.464799,1031173534.8007239,1026232229.6916649,1028662644.2866118
2019-11-04,1038120057.164799,1041015386.5507239,1035932485.591665,1038514201.2866117
2019-11-05,1043817383.764799,1046852781.3007239,1041804212.591665,1044317620.7866118
2019-11-06,1050804423.8647989,1054159603.0507239,1049186333.791665,1051580736.9366118
2019-11-07,1047361926.364799,1050664769.3007239,1045648774.091665,1048110648.2366117
2019-11-08,1045695875.164799,1049226650.0507239,1044061166.591665,1046734835.3866118
2019-11-11,1034500609.764799,1038864930.5507239,1033267901.191665,1036580948.1866118
2019-11-12,1036941759.764799,1041677230.5507239,1036035701.1916649,1039402298.1866118
2019-11-13,1029220078.664799,1034206999.3007239,1028570187.391665,1031968191.2366118
2019-11-14,1022831943.5647991,1028365160.0507239,1022436796.791665,1026258797.6866118
2019-11-15,1031189018.864799,1036249357.8007239,1030592940.991665,1034012018.7366118
2019-11-18,1036035669.664799,1041327658.8007239,1035496529.991665,1039129532.0366118
2019-11-19,1036829547.564799,1042344600.5507239,1036354189.791665,1040195849.9866117
2019-11-20,1036381092.664799,1041757654.8007239,1035782891.591665,1039605988.7366117
2019-11-21,1026929070.164799,1032169554.8007239,1026314323.791665,1030013617.1866118
2019-11-22,1029238095.264799,1034722557.8007239,1028566164.291665,1032663011.3866117
2019-11-25,1033446350.064799,1038253575.8007239,1032482437.1916649,1036035187.0366118
2019-11-26,1029059787.864799,1034805986.8007239,1028496868.6916649,1032794463.0866117
2019-11-27,1037722413.164799,1043189034.5507239,1037136362.891665,1041056134.1366117
2019-11-28,1035354960.764799,1040916205.0507239,1034794854.991665,1038818284.1866118
2019-11-29,1025179989.164799,1030745042.8007239,1024463808.591665,1028745437.2866118
2019-12-02,1025953002.664799,1031477269.8007239,1025264402.791665,1029448933.9366118
2019-12-03,1025606568.264799,1030731053.8007239,1024490325.891665,1028703118.0866117
2019-12-04,1025833823.164799,1031092549.5507239,1024839574.091665,1029071779.3366117
2019-12-05,1025970693.4183869,1031285305.3367009,1025092112.8827214,1029244526.3906361
2019-12-06,1022345544.718387,1027970302.3367009,1021558845.6827214,1026020424.8406361
2019-12-09,1027992423.7183869,1033340926.5867009,1027066280.5827215,1031316794.2906361
2019-12-10,1024417028.7183869,1030195309.0867009,1023761061.1827214,1028246416.890636
2019-12-11,1027354977.4183869,1032573312.0867009,1026380828.3827214,1030520118.440636
2019-12-12,1030629391.8183869,1036192876.8367009,1029753593.9827214,1034213189.7406361
2019-12-13,1036179323.018387,1041913294.8367009,1035298740.1827214,1039974358.0406361
2019-12-16,1034416202.518387,1040289615.0867009,1033734218.8827214,1038339412.6406361
2019-12-17,1042636337.0183868,1049075150.3367009,1042099194.3827214,1047240455.5406361
2019-12-18,1049975183.7183869,1055988815.5867009,1048960731.2827214,1054130646.640636
2019-12-19,1048353842.0183868,1054354674.3367009,1047198098.2827214,1052545019.590636
2019-12-20,1037696765.9183869,1044774716.5867009,1037226607.9827214,1043159209.490636
2019-12-23,1046123787.518387,1053001928.8367009,1045640954.3827214,1051289606.3906361
2019-12-24,1042518019.5183868,1049550365.3367009,1042187423.3827214,1047854922.2906361
2019-12-25,1042710924.4183869,1049752961.0867009,1042388371.5827215,1048057033.5406361
2019-12-26,1044361371.9183869,1051208244.8367009,1043920681.2827214,1049478172.2406361
2019-12-27,1049027725.218387,1055803771.0867009,1048503367.6827214,1054059622.590636
2019-12-30,1047126415.4183869,1053602279.5867009,1046336871.2827214,1051846800.090636
2019-12-31,1041989942.8183869,1048300742.8367009,1041271771.0827215,1046483867.190636
2020-01-02,1042689652.6183869,1049049834.3367009,1042016967.4827214,1047228689.690636
2020-01-03,1045996609.618387,1052674437.0867009,1045461794.5827215,1050909488.4406362
2020-01-06,1038382757.6183869,1045038766.8367009,1037852098.0827215,1043297412.2906361
2020-01-07,1040683933.3183869,1046745223.8367009,1039937103.6827214,1044859807.1406361
2020-01-08,1034801934.118387,1041274642.3367009,1034586476.4827214,1039382154.7406361
2020-01-09,1041038411.6183869,1047855774.8367009,1040909024.8827214,1046030398.8906361
2020-01-10,1044757579.6183869,1051455238.3367009,1044502855.8827214,1049614682.9906361
2020-01-13,1057096383.7183869,1064656465.5867009,1057436781.2827214,1062877346.640636
2020-01-14,1062741046.8183869,1070570483.3367009,1063302214.0827215,1068790619.4906361
2020-01-15,1058361014.018387,1066084386.8367009,1058778798.9827214,1064329014.5406361
2020-01-16,1057808471.4183869,1065914048.8367009,1058506637.4827214,1064204687.090636
2020-01-17,1061820021.9183869,1070347477.3367009,1062556447.4827214,1068753337.9406362
2020-01-20,1068505320.2183869,1077204262.086701,1069302846.1827214,1075623089.940636
2020-01-30,1025030456.1183869,1033661283.5867009,1026071638.2827214,1032151645.5406361
2020-01-31,1032605773.9003813,1041433990.3587368,1033860398.1345994,1039892771.7665488
2020-02-03,1024503891.6003814,1034052689.8587368,1026315126.8345995,1032612401.9665487
2020-02-04,1033723117.0825604,1043059623.9520719,1035433228.9507613,1041540781.0085202
2020-02-05,1039985192.0825604,1049511540.2020719,1041710787.0507612,1048023263.8585203
2020-02-06,1049016244.9825604,1059132048.2020719,1050970254.9507613,1057733364.6585202
2020-02-07,1042326423.2825605,1052187399.2020719,1044008676.1507612,1050814806.4085203
2020-02-10,1040828001.449954,1050862992.0883334,1042678881.1754413,1049500680.7910403
2020-02-11,1042175202.126897,1052465443.6921818,1044185484.7468722,1051132115.737734
2020-02-12,1044023460.970312,1053963444.1921818,1045914188.2468722,1052448992.8207018
2020-02-13,1046845436.370312,1056927021.9575955,1048785232.5176364,1055431749.4707019
2020-02-14,1047567141.270312,1057822767.7075955,1049664280.7176363,1056330110.7207019
2020-02-17,1048938464.270312,1059633813.7075955,1051297442.3176364,1058202017.4207019
2020-02-18,1052310657.7703118,1063740539.4575955,1055132575.2176363,1062393419.5207016
2020-02-19,1065228231.4703119,1076891608.7075956,1068280750.5176364,1075507503.9207017
2020-02-20,1064285506.070312,1076169883.2075956,1067612681.0176364,1074779897.270702
2020-02-21,1054768747.9703119,1066608047.9575955,1057954978.8176364,1065282197.0207016
2020-02-24,1043409488.9703119,1054729674.9575955,1046302255.2176363,1053359822.1207018
2020-02-25,1042073113.5703119,1053393149.4575955,1045036735.7176363,1052009065.4707017
2020-02-26,1035363145.5703119,1046353435.9575955,1038053604.7176363,1044965931.3707018
2020-02-27,1034590309.370312,1045289935.4575955,1037289077.9176364,1043799040.4707018
2020-03-02,1021128804.4703119,1031454357.2075955,1023805563.5176364,1029897613.5207018
2020-03-03,1030660253.6703119,1041192738.7075955,1033354890.7176363,1039667065.9207017
2020-03-04,1033842960.9703119,1044376863.9575955,1036590146.8176364,1042821977.1207018
2020-03-05,1043841089.9703119,1054740438.2075955,1047014881.7176363,1053143146.5707017
2020-03-06,1030552078.5703119,1041167085.7075955,1033590300.2176363,1039560471.7207017
2020-03-09,1011850694.5703119,1021767046.4575955,1014596068.5176364,1020079563.9707018
2020-03-10,1004510683.3952088,1014256524.1677053,1007060929.8675351,1012579705.6500188
2020-03-11,998799881.3136028,1008930947.1571633,1001450797.5033611,1007377796.5197519
2020-03-12,967551642.2806026,977671771.6266177,970430571.643365,976167595.3413002
2020-03-13,950111805.5637984,960432972.4279797,953188607.4568279,958916710.481623
2020-03-16,917565359.3724964,928107536.61679,920974777.4357241,926572452.5187995
2020-03-17,887417276.0332601,900043119.4429641,892686508.4238117,898735027.6101125
2020-03-18,875300415.6233422,889258501.2436104,881607175.5625602,888066291.4083729
2020-03-19,827268049.7534559,842692055.0766579,835134572.142585,841563576.3098112
2020-03-20,877702146.9524553,890913324.3266578,883459830.942585,889482947.3598113
2020-03-23,851599340.1924267,863566743.5727583,856385824.0372348,862244455.108321
2020-03-24,869898228.8924267,881690946.0727583,874578182.0372348,880251325.658321
2020-03-25,889612006.7533853,902407138.3227583,895155412.9372348,900916051.7583209
2020-03-26,889845912.8533853,903603703.3227583,896189218.6372347,902167325.858321
2020-03-27,895928614.5533854,910829492.0727584,903128129.0372348,909467863.808321
2020-03-30,891471925.0827473,905273806.0727583,897652595.7372347,903909924.608321
2020-03-31,892050576.2827473,905587166.3227583,898060746.1372347,904186361.708321
2020-04-01,880998679.2827473,893661928.5727583,886269030.2372347,892270308.158321
2020-04-06,891333876.6827472,904936675.5727583,897350357.5372348,903565585.5083209
2020-04-07,895600156.5827473,909843337.5727583,902341813.8372347,908409129.6083211
2020-04-08,902623472.9827473,916216581.5727583,908875183.0372348,914688252.808321
2020-04-09,903191636.0827473,916856490.3227583,909518358.7372348,915320499.908321
2020-04-10,917782751.9827473,931469479.3227583,923967177.0372348,929926712.208321
2020-04-13,900142041.0827472,914513804.8227583,906930625.1372347,913089371.0083209
2020-04-14,913333622.5827473,927877968.8227583,920352959.4372348,926361641.708321
2020-04-15,926861548.5827472,941150530.8227582,933677160.2372347,939546214.708321
2020-04-16,914272261.0266293,928367684.6311345,920964438.1168585,926799853.1186248
2020-04-17,918287387.6655937,933135272.3811345,925572186.2168583,931608235.1186248
2020-04-20,916859705.8233631,931344077.1586494,923820819.8983982,929811086.5125078
2020-04-21,899275465.2937028,913555207.4086494,906064291.2983981,912098265.5125078
2020-04-22,899935995.9937028,914308896.9086494,906824577.4983982,912845782.9625078
2020-04-23,899408825.9044918,913087259.8067833,905646797.7516555,911616240.3535833
2020-04-24,898598629.9090649,913091913.0567833,905660124.9516555,911611072.6535833
2020-04-27,912504098.2472199,927431182.5567833,919875122.3516555,925928626.6535834
2020-04-28,929266715.2472198,943988163.0567833,936386422.8516555,942425316.2035832
2020-04-29,938651595.9472198,953836935.0567833,946090825.2516555,952285499.3535833
2020-04-30,946230372.0610212,961296839.2850899,953647832.5534992,959667474.6318899
2020-05-04,930636602.5610213,945773601.5350899,938262198.8534992,944161649.5318899
2020-05-05,933645114.4610213,949962800.0350899,942127974.1534991,948458259.5318899
2020-05-06,930302755.9804033,945405416.4020014,937744511.3434296,943859716.2696954
2020-05-07,930085838.7804033,945491841.7513238,937829201.4780093,943945283.3190176
2020-05-08,936409528.8804033,952584363.5013238,944655522.6780093,951107649.4690177
2020-05-11,946274891.4804033,962849135.2513239,954863361.6780094,961341687.1690178
2020-05-12,939491074.7804033,955836318.7513238,947799513.4780092,954388201.5190177
2020-05-13,941311189.5854607,957544702.5013238,949552073.1780093,956070790.2190177
2020-05-14,936439975.2854607,952353815.5013238,944330732.8780093,950923854.5190177
2020-05-15,935075949.8854607,951291790.0013238,943230113.3780093,949878797.8690177
2020-05-18,935603949.8854607,951402590.0013238,943451813.3780093,949947697.8690177
2020-05-19,946852660.6371495,962419021.2711921,954383781.9841415,960941378.4901887
2020-05-20,950787590.9371494,966175251.5211921,958053006.7841414,964713922.1401887
2020-05-21,951906259.5916907,968002628.7862774,959723779.4146491,966593594.4418745
2020-05-22,939622606.7916907,954877298.5362774,946802286.8146492,953463579.2418746
2020-05-25,941941651.4916906,957062393.5362774,949133127.2146492,955576094.1918745
2020-05-26,949473132.5916907,964820124.7862774,956812291.0146492,963323751.1418744
2020-05-27,950490796.5916907,965776480.2862774,957846495.2146492,964243648.6418746
2020-05-28,950061773.5916907,964547384.2862774,956801133.6146492,962953441.9418745
2020-05-29,950363051.1916907,965302594.5362774,957357207.3146492,963788871.6918745
2020-06-01,956086823.9916906,970228717.0362773,962461454.114649,968629205.6918745
2020-06-02,964620792.6836509,978549066.613128,970828364.2612236,976890413.4881444
2020-06-03,978839017.0229757,993106664.8687667,985299672.5941447,991382117.6183642
2020-06-04,978352583.3714658,992739930.2324175,984839685.7215948,991057435.2772365
2020-06-05,976941561.5568229,991785893.7751336,983790682.9189892,990153378.0595773
2020-06-08,984253115.6657599,999510474.5675961,991329969.3177519,997872810.107528
2020-06-09,984232544.5201485,999359759.7242156,991074135.2097448,997744152.3585585
2020-06-10,988081512.2633065,1004097216.0225232,995790781.3423976,1002514127.4204895
2020-06-11,973874316.9335642,989923791.9072385,981494115.1040918,988427090.505389
2020-06-12,964140927.8856769,980161427.4690326,971824786.9716499,978699574.4870613
2020-06-15,957397739.288641,973209299.2190326,964895290.3716499,971747869.0870612
2020-06-16,970156687.13429,986168032.7190326,977675254.4716499,984688533.8870611
2020-06-17,975049696.53429,990579373.9690326,982161396.5716499,989033908.3370612
2020-06-18,968357070.3342899,984329238.4690326,975778930.9716498,982860312.6370611
2020-06-19,963195007.23429,978468420.7190326,970170948.1716498,976947889.7870612
2020-06-22,966117606.8342899,980950511.4690326,972847086.7716498,979360465.9870611
2020-06-23,966931234.7342899,981686653.2190326,973595690.5125669,980096633.9370611
2020-06-24,968528198.2342899,983489875.0043917,975307684.712567,981922067.8956218
2020-06-29,965569156.7101253,979792314.7543917,971874034.3125669,978141930.7956218
2020-06-30,970701133.9016175,984475449.8224275,976589556.3575556,982780219.4505565
2020-07-01,974829959.3016175,989479275.3224275,981365525.8575556,987842076.1005566
2020-07-02,980475609.2016176,995700563.8224275,987416139.1575557,994109502.1005566
2020-07-03,982134943.2016175,997564320.5724275,989319254.6575557,995944994.1505566
2020-07-06,997075975.1016176,1012467411.8224275,1004145714.5575557,1010784890.1505566
2020-07-07,993079360.8016176,1009047924.8224275,1000607474.2575556,1007441904.4505566
2020-07-08,994511524.3016175,1010529451.8224275,1002016968.4575557,1008933901.1005566
2020-07-09,990788760.0016176,1007882714.8224275,999127078.1575557,1006398465.4005566
2020-07-10,987020889.5016174,1003660985.0724275,995052756.8575556,1002141370.0005565
2020-07-13,985859664.1016176,1002986850.5724275,994299880.2575556,1001517937.6005566
2020-07-14,987256917.8016176,1004720886.0724275,995872278.0575557,1003286261.7505566
2020-07-15,991634714.9016175,1008664010.5724275,999985426.3575556,1007149326.6505566
2020-07-16,985953119.0016176,1003220946.3224275,994457528.4575557,1001776948.8505566
2020-07-17,989473639.5016176,1006679426.0724275,997892749.7575556,1005235494.2505566
2020-07-20,989324492.0016176,1007069792.3224275,998093390.0575557,1005696755.5505567
2020-07-21,997418242.8016175,1014823752.3224275,1005843936.1575556,1013402894.6005565
2020-07-22,998687466.7016175,1016696836.0724275,1007731769.1575557,1015308625.9505565
2020-07-23,996478246.2016175,1014650456.3224275,1005620697.8575556,1013284530.5505565
2020-07-24,988166639.3016175,1005480440.3224275,996778653.1575557,1004049893.1505566
2020-07-27,985861869.2016176,1002244369.8224275,993793693.2575557,1000733921.5505567
2020-07-28,989884650.7033268,1005996043.5724275,997625574.6575557,1004453042.7505565
2020-07-29,993519970.140772,1010963302.8224275,1002353327.1575557,1009530730.7505566
2020-07-30,1000869395.1407719,1018287969.0724275,1009720435.2575556,1016819963.6005565
2020-07-31,999573846.740772,1016945347.5724275,1008259204.1575557,1015502350.2505566
2020-08-03,991919359.4407719,1008925623.5724275,1000300859.3575556,1007472683.6005566
2020-08-04,994769437.3407719,1012143715.3224275,1003431869.1575557,1010722751.5505565
2020-08-05,999972262.3407719,1016983681.5724275,1008487177.2575557,1015479584.4005566
2020-08-06,1010976840.9407719,1027646696.5724275,1019125800.7575557,1026090880.0505565
2020-08-07,1010021396.3907719,1026530324.9724275,1017955729.8075557,1024978257.3005564
2020-08-10,1008260235.6907719,1025240377.7224275,1016603597.8075556,1023740758.6505566
2020-08-11,1002424452.8407719,1019671249.0224274,1010955406.7575556,1018228788.2005564
2020-08-12,1000107355.7407718,1017067647.5224274,1008400037.6575557,1015606486.7005564
2020-08-13,1012751636.366372,1027711578.1504276,1019428388.0765556,1026003412.2052565
2020-08-14,1005653983.0958471,1020324120.765723,1012175941.6294713,1018601296.7072899
2020-08-17,1006547883.2958472,1021450429.365723,1013428369.4294713,1019711232.5072899
2020-08-18,1008974922.7958472,1023338491.465723,1015412656.4294713,1021543933.9572899
2020-08-19,1004439589.7458471,1019018083.3157231,1011073570.5794713,1017258881.6072899
2020-08-20,985056073.7958472,999401461.7157229,991546013.1294713,997691774.1572899
2020-08-21,994408549.4958471,1008913922.465723,1001043972.9294714,1007178932.2572899
2020-08-24,987962476.7958472,1002976433.265723,994917191.7294712,1001333101.6072899
2020-08-25,989908364.7392418,1004549289.8193579,996609809.7030277,1002857884.5123016
2020-08-26,992323738.679848,1006873550.8844135,998904722.6873409,1005169277.5451258
2020-08-27,988506242.529848,1002881926.2344134,994912906.7373408,1001187341.1951258
2020-08-28,988728172.179848,1003162191.6344134,995306489.4873408,1001446430.8451258
2020-08-31,972347522.529848,987881966.6844134,979944068.5373409,986318170.6451259
2020-09-01,973092015.929848,988084593.7844135,980248259.0373409,986470444.6951258
2020-09-02,969722649.229848,984386075.9344134,976563848.0373409,982759362.1951258
2020-09-03,970287842.679848,984817942.6844134,976964857.9873408,983192095.1951258
2020-09-04,960873832.979848,975463040.6844134,967650267.9873408,973869930.6451259
2020-09-07,968577679.629848,982922415.8344134,975089947.3373408,981285770.1451259
2020-09-08,972862312.729848,986912413.6344135,979166152.6373409,985230381.4451258
2020-09-09,967835186.179848,982027949.0844134,974311237.3873408,980369637.1451259
2020-09-10,970819509.179848,984826501.9344134,977125991.1873409,983144241.8951259
2020-09-11,971861825.679848,985506861.1844134,977911974.3873409,983776838.5951258
2020-09-14,973421319.179848,987068767.5844134,979456903.7873409,985336030.5451258
2020-09-15,975540843.5595378,989121212.5344135,981572355.2873408,987365637.0951258
2020-09-16,978171763.1095377,992136132.9844134,984522186.5373408,990401520.1951258
2020-09-17,970460463.4095378,984320096.6344135,976725859.1373408,982609194.2951258
2020-09-18,974641362.9595377,987771214.0344135,980353828.1873407,985968643.3451258
2020-09-21,965078746.7595378,978231618.4344134,970852767.5873408,976463070.7451258
2020-09-22,955855084.0095378,968529455.2344135,961268829.5373409,966748519.7951258
2020-09-23,949736200.7595378,961806938.4844134,954683715.8873408,959989681.6451257
2020-09-24,928251988.9595377,940583980.1344135,933562809.1873409,938859641.5451258
2020-09-25,940000458.7095377,952474787.4344134,945290531.2373408,950743053.6951258
2020-09-28,953681580.6595378,966786102.1344135,959551395.8873408,965044466.0451258
2020-09-29,951916220.6595378,965029536.4844134,957858183.2873408,963287077.3951257
2020-09-30,950045234.6095377,963307856.7844135,956077768.8373408,961586297.5951258
2020-10-05,953455274.2095377,966470348.1844134,959336144.7373408,964703316.9451258
2020-10-06,961387436.9095378,974413471.7344134,967307063.3373408,972611508.9451258
2020-10-07,958028216.7595378,971390421.4844135,964173779.7873409,969632254.7951258
2020-10-08,960506660.3595377,974082307.1844134,966850798.0873408,972333814.6451259
2020-10-12,962936016.8095378,976993061.1344135,969522499.2373408,975302913.7451259
2020-10-13,954336803.7095377,969076266.3844135,961543356.1373409,967478136.4951259
2020-10-14,952816840.6595378,967165039.5344135,959730845.4873408,965530911.4451258
2020-10-15,947758904.5095378,961567280.5344135,954252342.1373408,959897863.7451258
