date,nav,cash,receivables,gross_equity,equity_weight,regime,e45_equity_scale,dividend_credit,stock_shares_added,cil_cash_credit,pre_financial,pre_fin_pub,pre_fin_priv,pre_telecom,pre_0050,pre_def,tgt_financial,tgt_fin_pub,tgt_fin_priv,tgt_telecom,tgt_0050,tgt_def
2012-12-04,500000000.0,500000000.0,0.0,0.0,0.0,Bull,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7427257234122342,0.0,0.0,0.09987281642089511,0.15740146016687082,0.0
2012-12-05,500963392.4166712,400038192.4166712,0.0,100925200.0,0.2014622256391471,Bull,1.0,0.0,0.0,0.0,0.14990456615548284,0.0,0.0,0.020013438410407793,0.03154422107325645,0.0,0.7520442925591757,0.0,0.0,0.08487691387265188,0.16307879356817256,0.0
2012-12-06,500769726.8429926,299922726.8429926,0.0,200847000.0,0.40107656120948376,Bull,1.0,0.0,0.0,0.0,0.30089258979355665,0.0,0.0,0.03585580165397983,0.06432816976194729,0.0,0.7520442925591757,0.0,0.0,0.08487691387265188,0.16307879356817256,0.0
2012-12-07,500876884.3488034,199750434.34880337,0.0,301126450.0,0.6011985368250692,Bull,1.0,0.0,0.0,0.0,0.4513303709231956,0.0,0.0,0.05204951718603359,0.09781864871583996,0.0,0.7520442925591757,0.0,0.0,0.08487691387265188,0.16307879356817256,0.0
2012-12-10,497939184.45225954,99535734.45225956,0.0,398403450.0,0.800104636147986,Bull,1.0,0.0,0.0,0.0,0.5997556716258642,0.0,0.0,0.06953359181420189,0.13081537270791987,0.0,0.7561533854041609,0.0,0.0,0.09751361577453871,0.14633299882130055,0.0
2012-12-11,498864052.8823289,24970052.882328924,0.0,473894000.0,0.9499461772439659,Bull,1.0,0.0,0.0,0.0,0.7174708178150202,0.0,0.0,0.09051684469766999,0.14195851473127571,0.0,0.7561533854041609,0.0,0.0,0.09751361577453871,0.14633299882130055,0.0
2012-12-12,503700568.1125268,6253368.112526802,0.0,497447200.0,0.9875851477873859,Bull,1.0,0.0,0.0,0.0,0.7481430910671791,0.0,0.0,0.09444519822215564,0.1449968584980511,0.0,0.7561533854041609,0.0,0.0,0.09751361577453871,0.14633299882130055,0.0
2012-12-13,505504268.1125268,6253368.112526802,0.0,499250900.0,0.9876294454725855,Bull,1.0,0.0,0.0,0.0,0.7479570873095671,0.0,0.0,0.0935905055295568,0.1460818526334616,0.0,0.7621150390531206,0.0,0.0,0.08388663950490498,0.15399832144197445,0.0
2012-12-14,504692518.1125268,6253368.112526802,0.0,498439150.0,0.9876095486100855,Bull,1.0,0.0,0.0,0.0,0.7496422800459371,0.0,0.0,0.09298790514175281,0.14497936342239562,0.0,0.7621150390531206,0.0,0.0,0.08388663950490498,0.15399832144197445,0.0
2012-12-17,501853318.1125268,6253368.112526802,0.0,495599950.0,0.9875394504991105,Bull,1.0,0.0,0.0,0.0,0.7499889637386161,0.0,0.0,0.09363393307178189,0.14391655368871256,0.0,0.7621150390531206,0.0,0.0,0.08388663950490498,0.15399832144197445,0.0
2012-12-18,502804118.1125268,6253368.112526802,0.0,496550750.0,0.9875630133340967,Bull,1.0,0.0,0.0,0.0,0.7498457876902717,0.0,0.0,0.09393857030707413,0.14377865533675094,0.0,0.7621150390531206,0.0,0.0,0.08388663950490498,0.15399832144197445,0.0
2012-12-19,504471468.1125268,6253368.112526802,0.0,498218100.0,0.9876041193450966,Bull,1.0,0.0,0.0,0.0,0.7504765361983788,0.0,0.0,0.09342272651480746,0.14370485663191035,0.0,0.7621150390531206,0.0,0.0,0.08388663950490498,0.15399832144197445,0.0
2012-12-20,498495168.1125268,6253368.112526802,0.0,492241800.0,0.9874555090750344,Bull,1.0,0.0,0.0,0.0,0.7503908240802867,0.0,0.0,0.09339729445379559,0.14366739054095218,0.0,0.7621150390531206,0.0,0.0,0.08388663950490498,0.15399832144197445,0.0
2012-12-21,492899018.1125268,6253368.112526802,0.0,486645650.0,0.9873130846629133,Bull,1.0,0.0,0.0,0.0,0.7494503669627249,0.0,0.0,0.09324891775196639,0.144613799948222,0.0,0.7665862792898404,0.0,0.0,0.07206429698183889,0.16134942372832065,0.0
2012-12-22,493707525.37615955,1419225.3761595534,0.0,492288300.0,0.9971253722027464,Bull,1.0,0.0,0.0,0.0,0.7620377058529789,0.0,0.0,0.07775230886090449,0.15733535748886307,0.0,0.7699397094673803,0.0,0.0,0.0617923779555688,0.16826791257705087,0.0
2012-12-24,493837851.8123083,298951.8123083047,0.0,493538900.0,0.9993946356861646,Bull,1.0,0.0,0.0,0.0,0.7687794659861219,0.0,0.0,0.06595363210914612,0.16466153759089655,0.0,0.7699397094673803,0.0,0.0,0.0617923779555688,0.16826791257705087,0.0
2012-12-25,499808801.8123083,298951.8123083047,0.0,499509850.0,0.9994018676517414,Bull,1.0,0.0,0.0,0.0,0.7680365944098642,0.0,0.0,0.0658923970137834,0.1654728762280939,0.0,0.7699397094673803,0.0,0.0,0.0617923779555688,0.16826791257705087,0.0
