date,version,cash,receivable,equity,wealth,cash_credit,receivable_credit,receivable_settled,stock_shares
2023-02-16,E22_v3_recv_pay_tax20,0.0,0.0,109300.0,109300.0,0.0,0.0,0.0,4000.0
2023-02-17,E22_v3_recv_pay_tax20,0.0,0.0,109500.0,109500.0,0.0,0.0,0.0,4000.0
2023-02-20,E22_v3_recv_pay_tax20,0.0,0.0,110650.0,110650.0,0.0,0.0,0.0,4000.0
2023-02-21,E22_v3_recv_pay_tax20,0.0,0.0,109900.0,109900.0,0.0,0.0,0.0,4000.0
2023-02-22,E22_v3_recv_pay_tax20,0.0,0.0,110200.0,110200.0,0.0,0.0,0.0,4000.0
2023-02-23,E22_v3_recv_pay_tax20,0.0,0.0,110450.0,110450.0,0.0,0.0,0.0,4000.0
2023-02-24,E22_v3_recv_pay_tax20,0.0,0.0,109600.0,109600.0,0.0,0.0,0.0,4000.0
2023-03-01,E22_v3_recv_pay_tax20,0.0,0.0,109600.0,109600.0,0.0,0.0,0.0,4000.0
2023-03-02,E22_v3_recv_pay_tax20,0.0,0.0,108400.0,108400.0,0.0,0.0,0.0,4000.0
2023-03-03,E22_v3_recv_pay_tax20,0.0,0.0,108300.0,108300.0,0.0,0.0,0.0,4000.0
2023-03-06,E22_v3_recv_pay_tax20,0.0,0.0,108900.0,108900.0,0.0,0.0,0.0,4000.0
2023-03-07,E22_v3_recv_pay_tax20,0.0,0.0,109550.0,109550.0,0.0,0.0,0.0,4000.0
2023-03-08,E22_v3_recv_pay_tax20,0.0,0.0,109550.0,109550.0,0.0,0.0,0.0,4000.0
2023-03-09,E22_v3_recv_pay_tax20,0.0,0.0,108850.0,108850.0,0.0,0.0,0.0,4000.0
2023-03-10,E22_v3_recv_pay_tax20,0.0,0.0,107750.0,107750.0,0.0,0.0,0.0,4000.0
2023-03-13,E22_v3_recv_pay_tax20,0.0,0.0,107400.0,107400.0,0.0,0.0,0.0,4000.0
2023-03-14,E22_v3_recv_pay_tax20,0.0,0.0,106050.0,106050.0,0.0,0.0,0.0,4000.0
2023-03-15,E22_v3_recv_pay_tax20,0.0,0.0,105450.0,105450.0,0.0,0.0,0.0,4000.0
2023-03-16,E22_v3_recv_pay_tax20,0.0,0.0,104300.0,104300.0,0.0,0.0,0.0,4000.0
2023-03-17,E22_v3_recv_pay_tax20,0.0,0.0,104550.0,104550.0,0.0,0.0,0.0,4000.0
2023-03-20,E22_v3_recv_pay_tax20,0.0,0.0,104300.0,104300.0,0.0,0.0,0.0,4000.0
2023-03-21,E22_v3_recv_pay_tax20,0.0,0.0,105200.0,105200.0,0.0,0.0,0.0,4000.0
2023-03-22,E22_v3_recv_pay_tax20,0.0,0.0,106900.0,106900.0,0.0,0.0,0.0,4000.0
2023-03-23,E22_v3_recv_pay_tax20,0.0,0.0,107700.0,107700.0,0.0,0.0,0.0,4000.0
2023-03-24,E22_v3_recv_pay_tax20,0.0,0.0,107700.0,107700.0,0.0,0.0,0.0,4000.0
2023-03-27,E22_v3_recv_pay_tax20,0.0,0.0,107700.0,107700.0,0.0,0.0,0.0,4000.0
2023-03-28,E22_v3_recv_pay_tax20,0.0,0.0,107450.0,107450.0,0.0,0.0,0.0,4000.0
2023-03-29,E22_v3_recv_pay_tax20,0.0,0.0,107800.0,107800.0,0.0,0.0,0.0,4000.0
2023-03-30,E22_v3_recv_pay_tax20,0.0,0.0,107400.0,107400.0,0.0,0.0,0.0,4000.0
2023-03-31,E22_v3_recv_pay_tax20,0.0,0.0,107900.0,107900.0,0.0,0.0,0.0,4000.0
2023-04-06,E22_v3_recv_pay_tax20,0.0,0.0,108300.0,108300.0,0.0,0.0,0.0,4000.0
2023-04-07,E22_v3_recv_pay_tax20,0.0,0.0,107950.0,107950.0,0.0,0.0,0.0,4000.0
2023-04-10,E22_v3_recv_pay_tax20,0.0,0.0,108350.0,108350.0,0.0,0.0,0.0,4000.0
2023-04-11,E22_v3_recv_pay_tax20,0.0,0.0,108900.0,108900.0,0.0,0.0,0.0,4000.0
2023-04-12,E22_v3_recv_pay_tax20,0.0,0.0,108800.0,108800.0,0.0,0.0,0.0,4000.0
2023-04-13,E22_v3_recv_pay_tax20,0.0,0.0,109250.0,109250.0,0.0,0.0,0.0,4000.0
2023-04-14,E22_v3_recv_pay_tax20,0.0,0.0,109700.0,109700.0,0.0,0.0,0.0,4000.0
2023-04-17,E22_v3_recv_pay_tax20,0.0,0.0,109450.0,109450.0,0.0,0.0,0.0,4000.0
2023-04-18,E22_v3_recv_pay_tax20,0.0,0.0,110400.0,110400.0,0.0,0.0,0.0,4000.0
2023-04-19,E22_v3_recv_pay_tax20,0.0,0.0,110300.0,110300.0,0.0,0.0,0.0,4000.0
2023-04-20,E22_v3_recv_pay_tax20,0.0,0.0,109850.0,109850.0,0.0,0.0,0.0,4000.0
2023-04-21,E22_v3_recv_pay_tax20,0.0,0.0,110100.0,110100.0,0.0,0.0,0.0,4000.0
2023-04-24,E22_v3_recv_pay_tax20,0.0,0.0,110400.0,110400.0,0.0,0.0,0.0,4000.0
2023-04-25,E22_v3_recv_pay_tax20,0.0,0.0,110150.0,110150.0,0.0,0.0,0.0,4000.0
2023-04-26,E22_v3_recv_pay_tax20,0.0,0.0,110600.0,110600.0,0.0,0.0,0.0,4000.0
2023-04-27,E22_v3_recv_pay_tax20,0.0,0.0,110250.0,110250.0,0.0,0.0,0.0,4000.0
2023-04-28,E22_v3_recv_pay_tax20,0.0,0.0,109800.0,109800.0,0.0,0.0,0.0,4000.0
2023-05-02,E22_v3_recv_pay_tax20,0.0,0.0,110400.0,110400.0,0.0,0.0,0.0,4000.0
2023-05-03,E22_v3_recv_pay_tax20,0.0,0.0,110000.0,110000.0,0.0,0.0,0.0,4000.0
2023-05-04,E22_v3_recv_pay_tax20,0.0,0.0,110450.0,110450.0,0.0,0.0,0.0,4000.0
2023-05-05,E22_v3_recv_pay_tax20,0.0,0.0,110550.0,110550.0,0.0,0.0,0.0,4000.0
2023-05-08,E22_v3_recv_pay_tax20,0.0,0.0,111000.0,111000.0,0.0,0.0,0.0,4000.0
2023-05-09,E22_v3_recv_pay_tax20,0.0,0.0,111450.0,111450.0,0.0,0.0,0.0,4000.0
2023-05-10,E22_v3_recv_pay_tax20,0.0,0.0,111850.0,111850.0,0.0,0.0,0.0,4000.0
2023-05-11,E22_v3_recv_pay_tax20,0.0,0.0,111700.0,111700.0,0.0,0.0,0.0,4000.0
2023-05-12,E22_v3_recv_pay_tax20,0.0,0.0,110600.0,110600.0,0.0,0.0,0.0,4000.0
2023-05-15,E22_v3_recv_pay_tax20,0.0,0.0,111150.0,111150.0,0.0,0.0,0.0,4000.0
2023-05-16,E22_v3_recv_pay_tax20,0.0,0.0,112300.0,112300.0,0.0,0.0,0.0,4000.0
2023-05-17,E22_v3_recv_pay_tax20,0.0,0.0,113750.0,113750.0,0.0,0.0,0.0,4000.0
2023-05-18,E22_v3_recv_pay_tax20,0.0,0.0,114600.0,114600.0,0.0,0.0,0.0,4000.0
2023-05-19,E22_v3_recv_pay_tax20,0.0,0.0,115050.0,115050.0,0.0,0.0,0.0,4000.0
2023-05-22,E22_v3_recv_pay_tax20,0.0,0.0,115050.0,115050.0,0.0,0.0,0.0,4000.0
2023-05-23,E22_v3_recv_pay_tax20,0.0,0.0,115200.0,115200.0,0.0,0.0,0.0,4000.0
2023-05-24,E22_v3_recv_pay_tax20,0.0,0.0,114800.0,114800.0,0.0,0.0,0.0,4000.0
2023-05-26,E22_v3_recv_pay_tax20,0.0,0.0,114150.0,114150.0,0.0,0.0,0.0,4000.0
2023-05-29,E22_v3_recv_pay_tax20,0.0,0.0,114500.0,114500.0,0.0,0.0,0.0,4000.0
2023-05-30,E22_v3_recv_pay_tax20,0.0,0.0,114650.0,114650.0,0.0,0.0,0.0,4000.0
2023-05-31,E22_v3_recv_pay_tax20,0.0,0.0,114100.0,114100.0,0.0,0.0,0.0,4000.0
2023-06-01,E22_v3_recv_pay_tax20,0.0,0.0,113600.0,113600.0,0.0,0.0,0.0,4000.0
2023-06-02,E22_v3_recv_pay_tax20,0.0,0.0,114200.0,114200.0,0.0,0.0,0.0,4000.0
2023-06-05,E22_v3_recv_pay_tax20,0.0,0.0,115000.0,115000.0,0.0,0.0,0.0,4000.0
2023-06-06,E22_v3_recv_pay_tax20,0.0,0.0,114850.0,114850.0,0.0,0.0,0.0,4000.0
2023-06-07,E22_v3_recv_pay_tax20,0.0,0.0,115650.0,115650.0,0.0,0.0,0.0,4000.0
2023-06-08,E22_v3_recv_pay_tax20,0.0,0.0,116000.0,116000.0,0.0,0.0,0.0,4000.0
2023-06-09,E22_v3_recv_pay_tax20,0.0,0.0,116200.0,116200.0,0.0,0.0,0.0,4000.0
2023-06-12,E22_v3_recv_pay_tax20,0.0,0.0,115950.0,115950.0,0.0,0.0,0.0,4000.0
2023-06-13,E22_v3_recv_pay_tax20,0.0,0.0,116350.0,116350.0,0.0,0.0,0.0,4000.0
2023-06-14,E22_v3_recv_pay_tax20,0.0,0.0,115900.0,115900.0,0.0,0.0,0.0,4000.0
2023-06-15,E22_v3_recv_pay_tax20,0.0,0.0,115600.0,115600.0,0.0,0.0,0.0,4000.0
2023-06-16,E22_v3_recv_pay_tax20,0.0,0.0,114600.0,114600.0,0.0,0.0,0.0,4000.0
2023-06-19,E22_v3_recv_pay_tax20,0.0,0.0,115250.0,115250.0,0.0,0.0,0.0,4000.0
2023-06-20,E22_v3_recv_pay_tax20,0.0,0.0,115600.0,115600.0,0.0,0.0,0.0,4000.0
2023-06-21,E22_v3_recv_pay_tax20,0.0,0.0,116200.0,116200.0,0.0,0.0,0.0,4000.0
2023-06-26,E22_v3_recv_pay_tax20,0.0,0.0,115800.0,115800.0,0.0,0.0,0.0,4000.0
2023-06-27,E22_v3_recv_pay_tax20,0.0,0.0,115550.0,115550.0,0.0,0.0,0.0,4000.0
2023-06-28,E22_v3_recv_pay_tax20,0.0,0.0,115900.0,115900.0,0.0,0.0,0.0,4000.0
2023-06-29,E22_v3_recv_pay_tax20,0.0,0.0,116450.0,116450.0,0.0,0.0,0.0,4000.0
2023-06-30,E22_v3_recv_pay_tax20,0.0,0.0,116100.0,116100.0,0.0,0.0,0.0,4000.0
2023-07-03,E22_v3_recv_pay_tax20,0.0,0.0,116350.0,116350.0,0.0,0.0,0.0,4000.0
2023-07-04,E22_v3_recv_pay_tax20,0.0,0.0,116550.0,116550.0,0.0,0.0,0.0,4000.0
2023-07-05,E22_v3_recv_pay_tax20,0.0,0.0,116150.0,116150.0,0.0,0.0,0.0,4000.0
2023-07-06,E22_v3_recv_pay_tax20,0.0,0.0,114150.0,114150.0,0.0,0.0,0.0,4000.0
2023-07-07,E22_v3_recv_pay_tax20,0.0,0.0,113550.0,113550.0,0.0,0.0,0.0,4000.0
2023-07-10,E22_v3_recv_pay_tax20,0.0,0.0,113400.0,113400.0,0.0,0.0,0.0,4000.0
2023-07-11,E22_v3_recv_pay_tax20,0.0,0.0,115300.0,115300.0,0.0,0.0,0.0,4000.0
2023-07-12,E22_v3_recv_pay_tax20,0.0,0.0,116100.0,116100.0,0.0,0.0,0.0,4000.0
2023-07-13,E22_v3_recv_pay_tax20,0.0,0.0,115900.0,115900.0,0.0,0.0,0.0,4000.0
2023-07-14,E22_v3_recv_pay_tax20,0.0,0.0,117400.0,117400.0,0.0,0.0,0.0,4000.0
2023-07-17,E22_v3_recv_pay_tax20,0.0,0.0,117800.0,117800.0,0.0,0.0,0.0,4000.0
2023-07-18,E22_v3_recv_pay_tax20,0.0,0.0,118200.0,118200.0,0.0,0.0,0.0,4000.0
2023-07-19,E22_v3_recv_pay_tax20,0.0,0.0,117450.0,117450.0,0.0,0.0,0.0,4000.0
2023-07-20,E22_v3_recv_pay_tax20,0.0,0.0,118400.0,118400.0,0.0,0.0,0.0,4000.0
2023-07-21,E22_v3_recv_pay_tax20,0.0,0.0,117900.0,117900.0,0.0,0.0,0.0,4000.0
2023-07-24,E22_v3_recv_pay_tax20,0.0,0.0,117150.0,117150.0,0.0,0.0,0.0,4000.0
2023-07-25,E22_v3_recv_pay_tax20,0.0,0.0,118000.0,118000.0,0.0,0.0,0.0,4000.0
2023-07-26,E22_v3_recv_pay_tax20,0.0,0.0,119500.0,119500.0,0.0,0.0,0.0,4000.0
2023-07-27,E22_v3_recv_pay_tax20,0.0,0.0,120350.0,120350.0,0.0,0.0,0.0,4000.0
2023-07-28,E22_v3_recv_pay_tax20,0.0,0.0,120300.0,120300.0,0.0,0.0,0.0,4000.0
2023-07-31,E22_v3_recv_pay_tax20,0.0,0.0,120950.0,120950.0,0.0,0.0,0.0,4000.0
2023-08-01,E22_v3_recv_pay_tax20,0.0,0.0,121900.0,121900.0,0.0,0.0,0.0,4000.0
2023-08-02,E22_v3_recv_pay_tax20,0.0,0.0,119650.0,119650.0,0.0,0.0,0.0,4000.0
2023-08-04,E22_v3_recv_pay_tax20,0.0,0.0,119750.0,119750.0,0.0,0.0,0.0,4000.0
2023-08-07,E22_v3_recv_pay_tax20,0.0,0.0,120600.0,120600.0,0.0,0.0,0.0,4000.0
2023-08-08,E22_v3_recv_pay_tax20,0.0,0.0,120000.0,120000.0,0.0,0.0,0.0,4000.0
2023-08-09,E22_v3_recv_pay_tax20,0.0,400.0,120642.5,121042.5,0.0,400.0,0.0,4050.0
2023-08-10,E22_v3_recv_pay_tax20,0.0,1392.0,119144.8,120536.8,0.0,992.0,0.0,4058.0
2023-08-11,E22_v3_recv_pay_tax20,0.0,2032.0,117247.2,119279.2,0.0,640.0,0.0,4088.0
2023-08-14,E22_v3_recv_pay_tax20,0.0,2032.0,115606.9,117638.9,0.0,0.0,0.0,4088.0
2023-08-15,E22_v3_recv_pay_tax20,0.0,2032.0,114332.8,116364.8,0.0,0.0,0.0,4088.0
2023-08-16,E22_v3_recv_pay_tax20,0.0,2032.0,112446.9,114478.9,0.0,0.0,0.0,4088.0
2023-08-17,E22_v3_recv_pay_tax20,0.0,2504.0,111335.7,113839.7,0.0,472.0,0.0,4088.0
2023-08-18,E22_v3_recv_pay_tax20,0.0,2504.0,111649.1,114153.1,0.0,0.0,0.0,4088.0
2023-08-21,E22_v3_recv_pay_tax20,0.0,2504.0,111804.8,114308.8,0.0,0.0,0.0,4088.0
2023-08-22,E22_v3_recv_pay_tax20,0.0,2504.0,111659.9,114163.9,0.0,0.0,0.0,4088.0
2023-08-23,E22_v3_recv_pay_tax20,0.0,2504.0,111401.4,113905.4,0.0,0.0,0.0,4088.0
2023-08-24,E22_v3_recv_pay_tax20,0.0,2504.0,112115.3,114619.3,0.0,0.0,0.0,4088.0
2023-08-25,E22_v3_recv_pay_tax20,0.0,2504.0,111292.7,113796.7,0.0,0.0,0.0,4088.0
2023-08-28,E22_v3_recv_pay_tax20,0.0,2504.0,112461.1,114965.1,0.0,0.0,0.0,4088.0
2023-08-29,E22_v3_recv_pay_tax20,0.0,2504.0,112866.3,115370.3,0.0,0.0,0.0,4088.0
2023-08-30,E22_v3_recv_pay_tax20,0.0,2504.0,113075.1,115579.1,0.0,0.0,0.0,4088.0
2023-08-31,E22_v3_recv_pay_tax20,640.0,1864.0,111338.7,113842.7,640.0,0.0,640.0,4088.0
2023-09-01,E22_v3_recv_pay_tax20,640.0,1864.0,111799.0,114303.0,0.0,0.0,0.0,4088.0
2023-09-04,E22_v3_recv_pay_tax20,640.0,1864.0,112307.6,114811.6,0.0,0.0,0.0,4088.0
2023-09-05,E22_v3_recv_pay_tax20,640.0,1864.0,111951.0,114455.0,0.0,0.0,0.0,4088.0
2023-09-06,E22_v3_recv_pay_tax20,640.0,1864.0,110931.4,113435.4,0.0,0.0,0.0,4088.0
2023-09-07,E22_v3_recv_pay_tax20,640.0,1864.0,111337.8,113841.8,0.0,0.0,0.0,4088.0
2023-09-08,E22_v3_recv_pay_tax20,1112.0,1392.0,111690.3,114194.3,472.0,0.0,472.0,4088.0
2023-09-11,E22_v3_recv_pay_tax20,1112.0,1392.0,112095.1,114599.1,0.0,0.0,0.0,4088.0
2023-09-12,E22_v3_recv_pay_tax20,1512.0,992.0,112857.4,115361.4,400.0,0.0,400.0,4088.0
2023-09-13,E22_v3_recv_pay_tax20,1512.0,992.0,112907.8,115411.8,0.0,0.0,0.0,4088.0
2023-09-14,E22_v3_recv_pay_tax20,1512.0,992.0,114790.5,117294.5,0.0,0.0,0.0,4088.0
2023-09-15,E22_v3_recv_pay_tax20,2504.0,0.0,114277.4,116781.4,992.0,0.0,992.0,4088.0
2023-09-18,E22_v3_recv_pay_tax20,2504.0,0.0,114580.3,117084.3,0.0,0.0,0.0,4088.0
2023-09-19,E22_v3_recv_pay_tax20,2504.0,0.0,114375.4,116879.4,0.0,0.0,0.0,4088.0
2023-09-20,E22_v3_recv_pay_tax20,2504.0,0.0,114267.8,116771.8,0.0,0.0,0.0,4088.0
2023-09-21,E22_v3_recv_pay_tax20,2504.0,0.0,112578.2,115082.2,0.0,0.0,0.0,4088.0
2023-09-22,E22_v3_recv_pay_tax20,2504.0,0.0,113236.9,115740.9,0.0,0.0,0.0,4088.0
2023-09-25,E22_v3_recv_pay_tax20,2504.0,0.0,113903.5,116407.5,0.0,0.0,0.0,4088.0
2023-09-26,E22_v3_recv_pay_tax20,2504.0,0.0,112876.8,115380.8,0.0,0.0,0.0,4088.0
2023-09-27,E22_v3_recv_pay_tax20,2504.0,0.0,112571.6,115075.6,0.0,0.0,0.0,4088.0
2023-09-28,E22_v3_recv_pay_tax20,2504.0,0.0,112728.1,115232.1,0.0,0.0,0.0,4088.0
2023-10-02,E22_v3_recv_pay_tax20,2504.0,0.0,112729.8,115233.8,0.0,0.0,0.0,4088.0
2023-10-03,E22_v3_recv_pay_tax20,2504.0,0.0,112368.2,114872.2,0.0,0.0,0.0,4088.0
2023-10-04,E22_v3_recv_pay_tax20,2504.0,0.0,110479.8,112983.8,0.0,0.0,0.0,4088.0
2023-10-05,E22_v3_recv_pay_tax20,2504.0,0.0,111651.0,114155.0,0.0,0.0,0.0,4088.0
2023-10-06,E22_v3_recv_pay_tax20,2504.0,0.0,112629.0,115133.0,0.0,0.0,0.0,4088.0
2023-10-11,E22_v3_recv_pay_tax20,2504.0,0.0,114868.5,117372.5,0.0,0.0,0.0,4088.0
2023-10-12,E22_v3_recv_pay_tax20,2504.0,0.0,115781.6,118285.6,0.0,0.0,0.0,4088.0
2023-10-13,E22_v3_recv_pay_tax20,2504.0,0.0,114506.5,117010.5,0.0,0.0,0.0,4088.0
2023-10-16,E22_v3_recv_pay_tax20,2504.0,0.0,115120.4,117624.4,0.0,0.0,0.0,4088.0
2023-10-17,E22_v3_recv_pay_tax20,2504.0,0.0,114812.0,117316.0,0.0,0.0,0.0,4088.0
2023-10-18,E22_v3_recv_pay_tax20,2504.0,0.0,114761.8,117265.8,0.0,0.0,0.0,4088.0
2023-10-19,E22_v3_recv_pay_tax20,2504.0,0.0,113531.3,116035.3,0.0,0.0,0.0,4088.0
2023-10-20,E22_v3_recv_pay_tax20,2504.0,0.0,112061.0,114565.0,0.0,0.0,0.0,4088.0
2023-10-23,E22_v3_recv_pay_tax20,2504.0,0.0,111241.8,113745.8,0.0,0.0,0.0,4088.0
2023-10-24,E22_v3_recv_pay_tax20,2504.0,0.0,111240.5,113744.5,0.0,0.0,0.0,4088.0
2023-10-25,E22_v3_recv_pay_tax20,2504.0,0.0,110785.8,113289.8,0.0,0.0,0.0,4088.0
2023-10-26,E22_v3_recv_pay_tax20,2504.0,0.0,109921.7,112425.7,0.0,0.0,0.0,4088.0
2023-10-27,E22_v3_recv_pay_tax20,2504.0,0.0,111040.6,113544.6,0.0,0.0,0.0,4088.0
2023-10-30,E22_v3_recv_pay_tax20,2504.0,0.0,110174.4,112678.4,0.0,0.0,0.0,4088.0
2023-10-31,E22_v3_recv_pay_tax20,2504.0,0.0,110378.1,112882.1,0.0,0.0,0.0,4088.0
2023-11-01,E22_v3_recv_pay_tax20,2504.0,0.0,110790.2,113294.2,0.0,0.0,0.0,4088.0
2023-11-02,E22_v3_recv_pay_tax20,2504.0,0.0,112617.9,115121.9,0.0,0.0,0.0,4088.0
2023-11-03,E22_v3_recv_pay_tax20,2504.0,0.0,113892.0,116396.0,0.0,0.0,0.0,4088.0
2023-11-06,E22_v3_recv_pay_tax20,2504.0,0.0,114657.9,117161.9,0.0,0.0,0.0,4088.0
2023-11-07,E22_v3_recv_pay_tax20,2504.0,0.0,114501.8,117005.8,0.0,0.0,0.0,4088.0
2023-11-08,E22_v3_recv_pay_tax20,2504.0,0.0,114451.8,116955.8,0.0,0.0,0.0,4088.0
2023-11-09,E22_v3_recv_pay_tax20,2504.0,0.0,114247.8,116751.8,0.0,0.0,0.0,4088.0
2023-11-10,E22_v3_recv_pay_tax20,2504.0,0.0,114300.2,116804.2,0.0,0.0,0.0,4088.0
2023-11-13,E22_v3_recv_pay_tax20,2504.0,0.0,114555.0,117059.0,0.0,0.0,0.0,4088.0
2023-11-14,E22_v3_recv_pay_tax20,2504.0,0.0,114811.9,117315.9,0.0,0.0,0.0,4088.0
2023-11-15,E22_v3_recv_pay_tax20,2504.0,0.0,116345.7,118849.7,0.0,0.0,0.0,4088.0
2023-11-16,E22_v3_recv_pay_tax20,2504.0,0.0,117163.6,119667.6,0.0,0.0,0.0,4088.0
2023-11-17,E22_v3_recv_pay_tax20,2504.0,0.0,117262.6,119766.6,0.0,0.0,0.0,4088.0
2023-11-20,E22_v3_recv_pay_tax20,2504.0,0.0,117159.6,119663.6,0.0,0.0,0.0,4088.0
2023-11-21,E22_v3_recv_pay_tax20,2504.0,0.0,118844.3,121348.3,0.0,0.0,0.0,4088.0
2023-11-22,E22_v3_recv_pay_tax20,2504.0,0.0,118324.8,120828.8,0.0,0.0,0.0,4088.0
2023-11-23,E22_v3_recv_pay_tax20,2504.0,0.0,118017.1,120521.1,0.0,0.0,0.0,4088.0
2023-11-24,E22_v3_recv_pay_tax20,2504.0,0.0,118020.5,120524.5,0.0,0.0,0.0,4088.0
2023-11-27,E22_v3_recv_pay_tax20,2504.0,0.0,117764.5,120268.5,0.0,0.0,0.0,4088.0
2023-11-28,E22_v3_recv_pay_tax20,2504.0,0.0,118582.7,121086.7,0.0,0.0,0.0,4088.0
2023-11-29,E22_v3_recv_pay_tax20,2504.0,0.0,117873.2,120377.2,0.0,0.0,0.0,4088.0
2023-11-30,E22_v3_recv_pay_tax20,2504.0,0.0,118894.5,121398.5,0.0,0.0,0.0,4088.0
2023-12-01,E22_v3_recv_pay_tax20,2504.0,0.0,116957.2,119461.2,0.0,0.0,0.0,4088.0
2023-12-04,E22_v3_recv_pay_tax20,2504.0,0.0,117470.0,119974.0,0.0,0.0,0.0,4088.0
2023-12-05,E22_v3_recv_pay_tax20,2504.0,0.0,117414.6,119918.6,0.0,0.0,0.0,4088.0
2023-12-06,E22_v3_recv_pay_tax20,2504.0,0.0,118534.0,121038.0,0.0,0.0,0.0,4088.0
2023-12-07,E22_v3_recv_pay_tax20,2504.0,0.0,117673.0,120177.0,0.0,0.0,0.0,4088.0
2023-12-08,E22_v3_recv_pay_tax20,2504.0,0.0,118179.5,120683.5,0.0,0.0,0.0,4088.0
2023-12-11,E22_v3_recv_pay_tax20,2504.0,0.0,117770.2,120274.2,0.0,0.0,0.0,4088.0
2023-12-12,E22_v3_recv_pay_tax20,2504.0,0.0,118121.9,120625.9,0.0,0.0,0.0,4088.0
2023-12-13,E22_v3_recv_pay_tax20,2504.0,0.0,117458.2,119962.2,0.0,0.0,0.0,4088.0
2023-12-14,E22_v3_recv_pay_tax20,2504.0,0.0,118886.9,121390.9,0.0,0.0,0.0,4088.0
2023-12-15,E22_v3_recv_pay_tax20,2504.0,0.0,118172.8,120676.8,0.0,0.0,0.0,4088.0
2023-12-18,E22_v3_recv_pay_tax20,2504.0,0.0,118072.4,120576.4,0.0,0.0,0.0,4088.0
2023-12-19,E22_v3_recv_pay_tax20,2504.0,0.0,117714.2,120218.2,0.0,0.0,0.0,4088.0
2023-12-20,E22_v3_recv_pay_tax20,2504.0,0.0,116334.5,118838.5,0.0,0.0,0.0,4088.0
2023-12-21,E22_v3_recv_pay_tax20,2504.0,0.0,115517.9,118021.9,0.0,0.0,0.0,4088.0
2023-12-22,E22_v3_recv_pay_tax20,2504.0,0.0,115671.8,118175.8,0.0,0.0,0.0,4088.0
2023-12-25,E22_v3_recv_pay_tax20,2504.0,0.0,116225.9,118729.9,0.0,0.0,0.0,4088.0
2023-12-26,E22_v3_recv_pay_tax20,2504.0,0.0,116892.9,119396.9,0.0,0.0,0.0,4088.0
2023-12-27,E22_v3_recv_pay_tax20,2504.0,0.0,117455.5,119959.5,0.0,0.0,0.0,4088.0
2023-12-28,E22_v3_recv_pay_tax20,2504.0,0.0,118379.6,120883.6,0.0,0.0,0.0,4088.0
2023-12-29,E22_v3_recv_pay_tax20,2504.0,0.0,118120.6,120624.6,0.0,0.0,0.0,4088.0
