date,nav_e16_e18_e22,cash,pre_financial,pre_telecom,pre_0050,target_l1_gap,orders_created,fills_processed,dividend_credit,dividend_cash_total
2026-07-29,3188431.0807221164,8670.28072211637,0.7107362971404625,0.2773461234105533,0.0091982856952196,0.0423433761265143,8,8,0.0,10412.48496054
2026-07-30,3246653.4127422054,6483.7627422057485,0.7037111325259321,0.2872648790719735,0.0070269280701356,0.0232280982254796,0,8,0.0,10412.48496054
2026-07-31,3305309.062742206,6483.7627422057485,0.7107468183477482,0.2796991090548753,0.0075924518777617,0.0383950778720201,8,0,0.0,10412.48496054
2026-08-03,3245850.7399000195,2671.989900019499,0.6947271857822579,0.297599020227823,0.0068505922735944,0.0037336745294148,0,8,0.0,10412.48496054
2026-08-04,3205532.28990002,2671.989900019499,0.6958708876613978,0.2964506091528528,0.006844947427026,0.0060201426369565,0,0,0.0,10412.48496054
2026-08-05,3229180.08990002,2671.989900019499,0.6979729024867684,0.2941921706291127,0.0070074753869489,0.0105431239459901,0,0,0.0,10412.48496054
2026-08-06,3208597.939900019,2671.989900019499,0.6953239675986075,0.2968248181414954,0.0070184549207501,0.0052725210792476,0,0,0.0,10412.48496054
2026-08-07,3229531.8899000194,2671.989900019499,0.6952014027238811,0.2970286508084913,0.006942585106566,0.0048702537233412,0,0,0.0,10412.48496054
2026-08-10,3204835.78990002,2671.989900019499,0.6956820711458526,0.296392876974715,0.0070913149658469,0.00613542583837,0,0,0.0,10412.48496054
2026-08-11,3135733.43990002,39037.3899000195,0.6791644732620842,0.3011144021317403,0.0072719191337663,0.0172693434323461,0,0,36365.4,46777.88496054
2026-08-12,3131038.28990002,39037.3899000195,0.678641588911342,0.3015659383808272,0.0073245990232627,0.0173933714234979,0,0,0.0,46777.88496054
2026-08-13,3077202.7399000195,76612.0399000195,0.6629002936823971,0.3046440482600306,0.0075590079582327,0.0248966500993395,8,0,37574.65,84352.53496054001
2026-08-14,3089465.549657392,19253.39965739201,0.678007349922478,0.3020881718857482,0.0136725266299487,0.0331180078571783,8,8,0.0,84352.53496054001
2026-08-17,3115085.859601158,4259.009601158636,0.6665086272343811,0.3039319115657443,0.0281922405860248,0.0325488015454584,8,8,0.0,84352.53496054001
2026-08-18,3133459.693824252,524.9438242515171,0.6590175562398095,0.3007424993713211,0.0400724158818692,0.0099881430606192,0,8,0.0,84352.53496054001
2026-08-19,3125244.193824252,524.9438242515171,0.6571227470986827,0.3032209457016563,0.0394883383013301,0.0114192680024727,0,0,0.0,84352.53496054001
2026-08-20,3117892.943824252,524.9438242515171,0.6537405025523204,0.306240950925293,0.0398501815933432,0.0121433506172113,0,0,0.0,84352.53496054001
2026-08-21,3147255.293824252,524.9438242515171,0.6562731990801567,0.3037583261440325,0.0398016806090707,0.012044777886363,0,0,0.0,84352.53496054001
2026-08-24,3135540.393824252,524.9438242515171,0.656065172705698,0.3041415131753051,0.0396258967815307,0.0116938334020092,0,0,0.0,84352.53496054001
2026-08-25,3154059.093824252,524.9438242515171,0.6566111440508725,0.3036014771806167,0.0396209444029406,0.0116829456729329,0,0,0.0,84352.53496054001
2026-08-26,3136846.643824252,524.9438242515171,0.6556936419092717,0.3037282686024034,0.0404107418670168,0.1088655893727172,8,0,0.0,84352.53496054001
2026-08-27,3128643.4872862394,127402.88728623926,0.6550111440717534,0.2664728350762468,0.0377945747032255,0.1481241744729087,8,8,0.0,84352.53496054001
2026-08-28,3185339.9396573897,121683.7896573898,0.7014443175067595,0.2217760155532984,0.0385784727306742,0.1393089222201398,8,8,0.0,84352.53496054001
2026-08-31,3229929.808520369,72336.8085203693,0.7429097975039997,0.1821274872439043,0.0525669318113695,0.1145170388601121,8,8,0.0,84352.53496054001
2026-09-01,3253527.343515658,70873.39351565769,0.7662938210643631,0.1462898416847774,0.0656327817332119,0.0954981397229429,8,8,0.0,84352.53496054001
2026-09-02,3298617.99961086,53676.69961085995,0.7911783966218213,0.1180815723572569,0.0744675497523442,0.0736378524413844,8,8,0.0,84352.53496054001
2026-09-03,3347439.4030422377,49808.65304223783,0.8098000661450049,0.0962280302093748,0.07909227565385725,0.06787260047889021,8,8,0.0,84352.53496054001
