rank_buffer,hurdle_mult,min_hold,train_n,train_ret,train_mdd,train_sharpe,train_vol,train_turnover,train_cost_sum,train_score
0,5,84,3915,0.8704112541143096,-0.3636455301224667,0.3508189569671364,0.14484749375482708,111.64176967908534,0.26281050696643904,0.38140134430927125
0,10,84,3915,0.8704112541143096,-0.3636455301224667,0.3508189569671364,0.14484749375482708,111.64176967908534,0.26281050696643904,0.38140134430927125
1,30,84,3915,0.8704112541143096,-0.3636455301224667,0.3508189569671364,0.14484749375482708,111.64176967908534,0.26281050696643904,0.38140134430927125
1,20,84,3915,0.8704112541143096,-0.3636455301224667,0.3508189569671364,0.14484749375482708,111.64176967908534,0.26281050696643904,0.38140134430927125
1,10,84,3915,0.8704112541143096,-0.3636455301224667,0.3508189569671364,0.14484749375482708,111.64176967908534,0.26281050696643904,0.38140134430927125
1,5,84,3915,0.8704112541143096,-0.3636455301224667,0.3508189569671364,0.14484749375482708,111.64176967908534,0.26281050696643904,0.38140134430927125
0,30,84,3915,0.8704112541143096,-0.3636455301224667,0.3508189569671364,0.14484749375482708,111.64176967908534,0.26281050696643904,0.38140134430927125
0,20,84,3915,0.8704112541143096,-0.3636455301224667,0.3508189569671364,0.14484749375482708,111.64176967908534,0.26281050696643904,0.38140134430927125
1,10,63,3915,0.7547304657612188,-0.37916491189903956,0.321813973517649,0.14538309805099092,119.94390716094561,0.28236204073622,0.23426736994287875
1,5,63,3915,0.7373996971679195,-0.3830196535652961,0.3175441774297692,0.1452705960117517,120.22529814244146,0.28302471649764277,0.21214739768053353
1,20,63,3915,0.702679500386735,-0.3957127509633013,0.3083495478059022,0.14549837552282935,122.0833104574866,0.287400335499574,0.16084372947391204
0,5,42,3915,0.6935778718987413,-0.3756163316810026,0.3035276343479927,0.1477479486106278,134.30255345639,0.31617665276199153,0.15293102615491277
0,20,63,3915,0.6628272987780648,-0.3782630026428101,0.2990883066227521,0.14434454207599767,123.29531263001336,0.2902546006158745,0.13551192398496492
0,20,42,3915,0.6762866376802232,-0.37561633168100317,0.299337697606579,0.14747252254338086,135.44834579332513,0.31887499371547373,0.1334183110220219
0,5,63,3915,0.6599733287679967,-0.3782630026428101,0.29808472107185524,0.1445678037507648,123.1654705446038,0.28994882250473497,0.13273228683690358
0,10,63,3915,0.6599733287679967,-0.3782630026428101,0.29808472107185524,0.1445678037507648,123.1654705446038,0.28994882250473497,0.13273228683690358
1,30,63,3915,0.6862855939791779,-0.4124680736911016,0.3039390954304109,0.14561881920308645,121.64432333224397,0.2863665208196276,0.12782372674135964
0,30,42,3915,0.6656290556624975,-0.37561633168100317,0.29643558455740754,0.14758739066704618,135.5376092706963,0.3190852092046828,0.12227858022233881
0,10,42,3915,0.6553907781030592,-0.37561633168100317,0.2937731976267574,0.14755981769485185,134.83310083144227,0.31742609183023957,0.11277757889010356
1,30,42,3915,0.6436372866342899,-0.39412630341733934,0.2911608212898506,0.1470468345512469,127.99100349433252,0.30131295260134616,0.09246377653023383
0,30,63,3915,0.6167342501810753,-0.3955331672873772,0.28614192220758855,0.14475468271854403,124.7690294472917,0.293725203720565,0.06838456938767123
1,20,42,3915,0.5730372491897668,-0.40539819121469556,0.2721368114009228,0.14681019218543412,127.38158187377307,0.2998777646849286,0.009223102532522426
1,10,42,3915,0.5316271104489276,-0.39022903851261603,0.26051793454072986,0.1467105410496039,125.72789686689754,0.29598333649373676,-0.015931621219147124
1,5,42,3915,0.5080364608168364,-0.3953698204832645,0.2537133081954957,0.14669059923955668,125.9580034519086,0.2965252375014378,-0.04582476786083153
