window,start,end,n_days,base_cagr,base_mdd,chal_cagr,chal_mdd,mdd_improve_pp,cagr_giveback_pp,rel_nav_end,score
mtd,2026-09-01,2026-09-24,18,1.6737213074866033,-0.02551127049915125,1.5678412964811876,-0.02408868776124573,0.142258273790552,10.588001100541566,0.9972779324609043,-5.151742276480231
ytd,2026-01-01,2026-09-24,176,0.5577668424744922,-0.07356125604280006,0.5611307620532358,-0.07218478141439455,0.13764746284055107,-0.33639195787436016,1.0014991237589481,-0.030548516096629008
trailing_1y,2025-09-24,2026-09-24,242,0.42304440746546956,-0.07356125604280006,0.42900136022892355,-0.07218478141439466,0.13764746284053997,-0.5956952763453982,1.0040029722816104,-0.16020017533215913
heldout_2019_plus,2019-01-01,2026-09-24,1875,0.14866241993775198,-0.14683692377366864,0.15048268233331652,-0.1487364782540901,-0.18995544804214504,-0.18202623955645425,1.0118447582271586,-0.28096856782037216
sealed_2023_plus,2023-01-01,2026-09-24,898,0.16753849173124924,-0.1133353568260187,0.17181322750307526,-0.11194928587262043,0.13860709533982662,-0.42747357718260215,1.0130937490893965,-0.07512969325147445
full,2012-12-04,2026-09-24,3370,0.1190800598456121,-0.14683692377366875,0.12017112744379044,-0.1487364782540901,-0.18995544804213393,-0.10910675981783413,1.013113282630498,-0.244508827951051
