date,nav_base,nav_chal,rel_chal_vs_base
2012-12-04,500000000.0,500000000.0,1.0
2012-12-05,500960823.96091014,500961893.99068767,1.0000021359550015
2012-12-06,500779079.4335797,500776313.3717638,0.9999944764828854
2012-12-07,500863228.920421,500870906.4728211,1.0000153286405487
2012-12-10,497689285.1757976,497861245.9056219,1.0003455182479237
2012-12-11,498616931.3682535,498790552.7315114,1.000348205911864
2012-12-12,503631950.13783765,503671144.32477415,1.0000778230748184
2012-12-13,505461950.13783765,505471294.32477415,1.0000184864299557
2012-12-14,504824000.13783765,504715784.1045434,0.9997856361162213
2012-12-17,501982100.13783765,501817684.1045434,0.9996724663424271
2012-12-18,502883544.2868808,502755884.1045434,0.9997461436473957
2012-12-19,504672344.2868808,504483284.1045434,0.9996253803393872
2012-12-20,498639694.2868808,498450084.1045434,0.9996197451095253
2012-12-21,492919444.2868808,492791384.1045434,0.9997402005868876
2012-12-22,493706694.2868808,493593284.1045434,0.9997702883439706
2012-12-24,493969944.2868808,493800684.1045434,0.9996573472044301
2012-12-25,499821144.2868808,499695684.1045434,0.999748989846125
2012-12-26,497756494.2868808,497689984.1045434,0.9998663800812229
2012-12-27,498953594.2868808,498856472.16965413,0.9998053483964466
2012-12-28,502388955.3199522,502429422.16965413,1.000080548844224
2013-01-02,506968655.3199522,506866922.16965413,0.9997993304926636
2013-01-03,508781755.3199522,508575372.16965413,0.9995943581935868
2013-01-04,504344855.3199522,504341322.16965413,0.9999929945745242
2013-01-07,501995155.3199522,502106272.16965413,1.0002213504423785
2013-01-08,502016555.3199522,502073822.16965413,1.0001140736278418
2013-01-09,501397805.3199522,501442622.16965413,1.000089383817054
2013-01-10,508504505.3199522,508357722.16965413,0.9997113434615379
2013-01-11,508655105.3199522,508435572.16965413,0.9995684047048737
2013-01-14,508588655.3199522,508394322.16965413,0.9996178971979314
2013-01-15,506618255.3199522,506344922.16965413,0.9994604751261372
2013-01-16,503062705.3199522,502867022.16965413,0.9996110163837854
2013-01-17,500088655.3199522,499923122.16965413,0.9996689923905749
2013-01-18,504278755.3199522,504200172.16965413,0.9998441672399064
2013-01-21,503897805.3199522,503841022.16965413,0.9998873121698516
2013-01-22,505975973.3645719,505912772.16965413,0.9998750905215963
2013-01-23,505500582.70409817,505533922.16965413,1.00006595336721
2013-01-24,502345482.70409817,502480822.16965413,1.0002694151141311
2013-01-25,500536882.70409817,500660322.16965413,1.000246614125395
2013-01-28,505840423.66280454,505401170.4658993,0.999131636823873
2013-01-29,509002373.66280454,508805320.4658993,0.9996128638939594
2013-01-30,509693623.66280454,509422570.4658993,0.9994682036731058
2013-01-31,513253223.66280454,512666470.4658993,0.9988567958858243
2013-02-01,514800273.66280454,514181320.4658993,0.9987976828518341
2013-02-04,529505023.66280454,527856570.4658993,0.9968868034801592
2013-02-05,527371273.66280454,525659470.4658993,0.9967540833519124
2013-02-06,530073173.66280454,528205720.4658993,0.996476989801236
2013-02-18,530787173.66280454,528558920.4658993,0.9958019837187686
2013-02-19,528988623.66280454,526806020.4658993,0.995874007305124
2013-02-20,536700873.66280454,534101070.4658993,0.9951559549751383
2013-02-21,529922073.66280454,527606770.4658993,0.9956308610039549
2013-02-22,529481773.66280454,527177820.4658993,0.9956486638228033
2013-02-23,533238023.66280454,530869070.4658993,0.9955574188415279
2013-02-25,528688673.66280454,526587520.4658993,0.9960257268566994
2013-02-26,526817623.66280454,524643870.4658993,0.9958738031924752
2013-02-27,525657173.66280454,523524520.4658993,0.9959428819699258
2013-03-01,529123723.66280454,526816220.4658993,0.9956390101337135
2013-03-04,521102323.66280454,519171370.4658993,0.9962944836182409
2013-03-05,525661273.66280454,523515370.4658993,0.9959177072681185
2013-03-06,525256423.66280454,523325920.4658993,0.9963246461919625
2013-03-07,526241323.66280454,524300220.4658993,0.9963113820416182
2013-03-08,534100973.66280454,531713970.4658993,0.9955308016374966
2013-03-11,533332623.66280454,531035520.4658993,0.9956929257746708
2013-03-12,528935473.66280454,526810470.4658993,0.9959824906766228
2013-03-13,528573773.66280454,526610420.4658993,0.9962855644855401
2013-03-14,527895920.4046049,525907570.4658993,0.996233443256804
2013-03-15,526348309.62405807,524409420.4658993,0.9963163382066457
2013-03-18,518853759.62405807,517072220.4658993,0.9965663944317381
2013-03-19,518399509.62405807,516521670.4658993,0.9963776216541551
2013-03-20,515972109.62405807,514001620.4658993,0.9961810161413676
2013-03-21,515450609.62405807,513561120.4658993,0.9963342963944948
2013-03-22,512981559.62405807,511218420.4658993,0.9965629580146099
2013-03-25,520486909.62405807,518376970.4658993,0.9959462205117074
2013-03-26,519087209.62405807,517115770.4658993,0.996202104152043
2013-03-27,523053009.62405807,520787020.4658993,0.9956677638471338
2013-03-28,521799309.62405807,519567720.4658993,0.9957232807384
2013-03-29,524072309.62405807,522017570.4658993,0.9960792831057365
2013-04-01,521934059.62405807,520042970.4658993,0.9963767661387707
2013-04-02,520468909.62405807,518745770.4658993,0.9966892563104232
2013-04-03,522514309.62405807,520516570.4658993,0.9961766804824999
2013-04-08,509409109.62405807,508013870.4658993,0.9972610635895607
2013-04-09,509875409.62405807,508337020.4658993,0.9969828135871603
2013-04-10,509946809.62405807,508264670.4658993,0.9967013438923191
2013-04-11,512190859.62405807,510613470.4658993,0.9969203098249029
2013-04-12,511137759.62405807,509717920.4658993,0.9972221986510974
2013-04-15,508921259.62405807,507621570.4658993,0.9974461881212845
2013-04-16,507922309.62405807,506850020.4658993,0.9978888717076585
2013-04-17,502821909.62405807,502139970.4658993,0.9986437759669847
2013-04-18,502753709.62405807,502021320.4658993,0.998543244646158
2013-04-19,509884709.62405807,509349720.4658993,0.9989507644609441
