book,mode,cut,covid_ex_score,shrink_covid_ex_score,tel_covid_ex_score,beats_shrink_covid_ex,beats_tel_covid_ex,rule4_or_5,m2v1_stage_pass,qualifies_section2
M2_RELOC_719B_C50,RELOC_719B,0.5,-0.15539889944549135,-0.7011283328248075,0.16194592780922612,True,False,True,True,False
M2_RELOC_719B_C75,RELOC_719B,0.75,-5.349653334064886,-0.7011283328248075,0.16194592780922612,False,False,True,False,False
M2_RELOC_BIL_FX_C50,RELOC_BIL_FX,0.5,3.203054952707518,-0.7011283328248075,0.16194592780922612,True,True,True,True,True
M2_RELOC_BIL_FX_C75,RELOC_BIL_FX,0.75,3.4074023332757553,-0.7011283328248075,0.16194592780922612,True,True,True,True,True
M2_HYBRID_719B_C50,HYBRID_719B,0.5,-1.6346834297704893,-0.7011283328248075,0.16194592780922612,False,False,True,False,False
M2_HYBRID_719B_C75,HYBRID_719B,0.75,-1.4489649691430846,-0.7011283328248075,0.16194592780922612,False,False,True,False,False
