book,kind,mode,cut,cost_multiple,window,cagr,max_drawdown,utility,vol,n_days,n_fills,fees_tax_sum,turnover_per_year,mean_e45_exposure,exact_t1_ok
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,1,sealed_2023_plus,0.22012547875221,-0.12483163230948124,0.15770966259746938,0.1506853792175444,879,11001,710081.5112758118,3.9875254576618993,1.0,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,1,full,0.12499748121515175,-0.2093649020442726,0.02031503019301545,0.12385316717823439,3351,11001,710081.5112758118,3.9875254576618993,1.0,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,2,heldout_2019_plus,0.1476206338428092,-0.21206491122683457,0.041588178229391926,0.1386236270079302,1856,10946,1291870.122479415,3.9476442863537797,1.0,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,2,sealed_2023_plus,0.2056813728403497,-0.12817179120345468,0.14159547723862237,0.15080714678650997,879,10946,1291870.122479415,3.9476442863537797,1.0,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,2,full,0.11312357057452371,-0.21206491122683446,0.007091114961106482,0.12394899253258256,3351,10946,1291870.122479415,3.9476442863537797,1.0,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,3,heldout_2019_plus,0.1358330841579709,-0.2159313504450424,0.0278674089354497,0.13877698403584926,1856,10900,1766468.0481228519,3.915695614826405,1.0,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,3,sealed_2023_plus,0.1911416033791411,-0.13137761013841498,0.1254527983099336,0.15091321968690294,879,10900,1766468.0481228519,3.915695614826405,1.0,True
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,3,full,0.10122730101148414,-0.21593135044504252,-0.006738374211037124,0.12405559768734345,3351,10900,1766468.0481228519,3.915695614826405,1.0,True
M2_RELOC_719B_C50,m2_reloc_719b,RELOC_719B,0.5,0,heldout_2019_plus,0.13697587274539313,-0.19141080599428162,0.041270469748252325,0.12607913653172542,1856,17667,0.0,4.599832226326948,1.0,True
M2_RELOC_719B_C50,m2_reloc_719b,RELOC_719B,0.5,0,sealed_2023_plus,0.1948128284074595,-0.09877554749667994,0.14542505465911953,0.1315158728802314,879,17667,0.0,4.599832226326948,1.0,True
M2_RELOC_719B_C50,m2_reloc_719b,RELOC_719B,0.5,0,full,0.11342944714264402,-0.19141080599428173,0.01772404414550316,0.11221558805687565,3351,17667,0.0,4.599832226326948,1.0,True
M2_RELOC_719B_C50,m2_reloc_719b,RELOC_719B,0.5,1,heldout_2019_plus,0.12455969640312614,-0.19479268680592365,0.027163353000164314,0.1264646858817023,1856,17567,660707.7460174471,4.587620875154118,1.0,True
M2_RELOC_719B_C50,m2_reloc_719b,RELOC_719B,0.5,1,sealed_2023_plus,0.17977230215872475,-0.10398935105159435,0.12777762663292758,0.1319861707417958,879,17567,660707.7460174471,4.587620875154118,1.0,True
M2_RELOC_719B_C50,m2_reloc_719b,RELOC_719B,0.5,1,full,0.1007703325853182,-0.19479268680592365,0.003373989182356374,0.1124526616110394,3351,17567,660707.7460174471,4.587620875154118,1.0,True
M2_RELOC_719B_C50,m2_reloc_719b,RELOC_719B,0.5,2,heldout_2019_plus,0.11230461345540799,-0.1969219930331182,0.01384361693884889,0.1267473428072128,1856,17516,1204322.3934983192,4.5749872827874425,1.0,True
M2_RELOC_719B_C50,m2_reloc_719b,RELOC_719B,0.5,2,sealed_2023_plus,0.16493828125401566,-0.10883246865535656,0.11052204692633738,0.1323973755697285,879,17516,1204322.3934983192,4.5749872827874425,1.0,True
M2_RELOC_719B_C50,m2_reloc_719b,RELOC_719B,0.5,2,full,0.08824164283967684,-0.1969219930331182,-0.010219353676882259,0.11263003798757983,3351,17516,1204322.3934983192,4.5749872827874425,1.0,True
