date,nav,cash,regime,dividend_credit,w_def,tgt_def
2022-06-09,3000000.0,3000000.0,Bear,0.0,0.0,0.25
2022-06-10,3001694.4183492423,2406164.3583492422,Bear,0.0,0.049645646501869076,0.25
2022-06-13,2992673.2443710095,1812991.8943710094,Bear,0.0,0.0963891398910902,0.25
2022-06-14,2997809.1051625255,1216476.3051625255,Bear,0.0,0.14618734369887132,0.25
2022-06-15,2995876.094509568,618629.8545095681,Bear,0.0,0.19613759763859395,0.25
2022-06-16,2976119.2622211995,149218.16222119977,Bear,0.0,0.23539310366115668,0.25
2022-06-17,2940909.077323802,38479.61732380191,Crisis,0.0,0.24355697206790453,0.25
2022-06-20,2912305.757323802,38479.61732380191,Crisis,0.0,0.242857807158935,0.25
2022-06-21,2976632.009369609,9557.489369609013,Crisis,0.0,0.2480665119758552,0.25
2022-06-22,2936105.36234178,2330.962341780164,Crisis,0.0,0.24330645935343062,0.25
2022-06-23,2928950.1723417803,2330.962341780164,Crisis,0.0,0.23777863023295293,0.25
2022-06-24,2955494.2023417805,2330.962341780164,Crisis,0.0,0.2340773463374898,0.25
2022-06-27,2966226.662884533,10.642884533037432,Crisis,0.0,0.25158000544513653,0.25
2022-06-28,2959684.062884533,10.642884533037432,Crisis,0.0,0.24700307683770525,0.25
2022-06-29,2948704.772884533,10.642884533037432,Crisis,0.0,0.24462538150076313,0.25
2022-06-30,2885877.2868845332,12212.626884533036,Crisis,12201.983999999999,0.24194923781869632,0.25
2022-07-01,2857373.026884533,12212.626884533036,Crisis,0.0,0.23287843195101657,0.25
2022-07-04,2874335.9069968793,2987.3269968792883,Crisis,0.0,0.2424815861999238,0.25
2022-07-05,2875837.4269968793,2987.3269968792883,Crisis,0.0,0.2430238557434138,0.25
2022-07-06,2839179.9269968793,2987.3269968792883,Crisis,0.0,0.23938651916256207,0.25
2022-07-07,2861230.056996879,2987.3269968792883,Crisis,0.0,0.24695371079025774,0.25
2022-07-08,2854834.506996879,16115.226996879288,Crisis,13127.9,0.2519989086011095,0.25
2022-07-11,2824778.3869968792,16115.226996879288,Crisis,0.0,0.2517293792933518,0.25
2022-07-12,2771021.516996879,16115.226996879288,Crisis,0.0,0.24781997750209947,0.25
2022-07-13,2823444.746996879,16115.226996879288,Crisis,0.0,0.24821476345355045,0.25
2022-07-14,2824613.896996879,29163.97699687929,Crisis,13048.75,0.251517037693306,0.25
2022-07-15,2815616.996996879,29163.97699687929,Crisis,0.0,0.2568752499972217,0.25
2022-07-18,2827201.4622027776,18070.842202777374,Crisis,187.20000000000002,0.25579935836497864,0.25
2022-07-19,2803288.4522027774,18070.842202777374,Crisis,0.0,0.2573090041566024,0.25
2022-07-20,2805691.9848314566,16521.944831456753,Crisis,0.0,0.25665495139633354,0.25
2022-07-21,2847419.615174315,14181.855174314629,Crisis,0.0,0.2560265112015711,0.25
2022-07-22,2845241.3132988783,12967.363298878432,Crisis,0.0,0.24982766722723035,0.2494678813450666
2022-07-25,2851705.998591882,3040.208591882209,Crisis,0.0,0.24526127179497353,0.2494678813450666
2022-07-26,2840194.6385918823,3040.208591882209,Crisis,0.0,0.24250523912737051,0.2494678813450666
2022-07-27,2879612.708591882,3040.208591882209,Crisis,0.0,0.2404185805731277,0.2494678813450666
2022-07-28,2890428.498591882,3040.208591882209,Crisis,0.0,0.23992838443775638,0.2494678813450666
2022-07-29,2897340.188591882,3040.208591882209,Crisis,0.0,0.24078562909074705,0.2494678813450666
2022-08-01,2898540.358591882,3040.208591882209,Crisis,0.0,0.2398693528413606,0.2494678813450666
2022-08-02,2881623.4085918823,3040.208591882209,Crisis,0.0,0.23614397286303226,0.2494678813450666
2022-08-03,2882828.488591882,3040.208591882209,Crisis,0.0,0.23789257068670805,0.25
2022-08-04,2879713.378591882,13024.208591882209,Crisis,9984.0,0.2385608668929134,0.25
2022-08-05,2918592.148591882,13024.208591882209,Crisis,0.0,0.24369538592199386,0.25
