name,fin_lo,fin_hi,cap_ok,mdd_improve_pp,cagr_giveback_pp,oof_cagr,oof_mdd,oof_util,base_oof_cagr,base_oof_mdd,mean_financial_oof,pass_oof,heldout_cagr,heldout_mdd,heldout_used_for_selection
FIN_CAP_60,0.4,0.6,True,2.875513534366003,0.09814416476714438,0.087488148875698,-0.14537386469498248,0.014801216528206762,0.08846959052336945,-0.1741290000386425,0.5974016961916315,True,0.1664249621074141,-0.20729237733142059,False
FIN_CAP_50,0.35,0.5,True,4.570586284214928,0.3485197655307637,0.08498439286806181,-0.12842313719649323,0.020772824269815193,0.08846959052336945,-0.1741290000386425,0.5,True,0.16601509541261028,-0.19575705858876424,False
