date,nav
2012-12-04,1.0
2012-12-05,1.0019011091040972
2012-12-06,1.0015493950219132
2012-12-07,1.001715694522054
2012-12-10,0.9951806121366118
2012-12-11,0.9968028274919452
2012-12-12,1.0071662827220464
2012-12-13,1.0108399845491478
2012-12-14,1.0096080879120928
2012-12-17,1.003807682734996
2012-12-18,1.0055005124761112
2012-12-19,1.00892813129358
2012-12-20,0.997154213212497
2012-12-21,0.9851120623375714
2012-12-22,0.986991243001313
2012-12-24,0.9878225864628737
2012-12-25,0.9993738729884051
2012-12-26,0.995134235003279
2012-12-27,0.9973250128942123
2012-12-28,1.004177431579022
2013-01-02,1.0135133642681018
2013-01-03,1.0170181664620355
2013-01-04,1.008014971100256
2013-01-07,1.0035730634327455
2013-01-08,1.0037063278502694
2013-01-09,1.002400201529004
2013-01-10,1.0165843106534949
2013-01-11,1.016987182720182
2013-01-14,1.016828620836753
2013-01-15,1.0126751544922412
2013-01-16,1.0056946056389948
2013-01-17,0.9992795416533713
2013-01-18,1.0081923792715903
2013-01-21,1.0071252504463644
2013-01-22,1.0115800150882497
2013-01-23,1.0105716975209897
2013-01-24,1.0039670875501068
2013-01-25,1.0004507577886632
2013-01-28,1.0115783019253692
2013-01-29,1.0180940212171758
2013-01-30,1.0193664786263785
2013-01-31,1.0270585562376833
2013-02-01,1.0296954282722672
2013-02-04,1.0592663312638328
2013-02-05,1.0544952836565642
2013-02-06,1.06027270888607
2013-02-18,1.06171056757037
2013-02-19,1.0578238092006924
2013-02-20,1.0731403994638486
2013-02-21,1.059251007604868
2013-02-22,1.0582021493458968
2013-02-23,1.0663292336068413
2013-02-25,1.0570586165539342
2013-02-26,1.0530122629676621
2013-02-27,1.0512410860329204
2013-03-01,1.0581517884981646
2013-03-04,1.0419139372349968
2013-03-05,1.0512969640354273
2013-03-06,1.050225000867454
2013-03-07,1.0520609455533998
2013-03-08,1.0682858749241224
2013-03-11,1.0666166578107414
2013-03-12,1.0578270865841206
2013-03-13,1.0573705617800326
2013-03-14,1.0557269982811563
2013-03-15,1.0536066189376787
2013-03-18,1.0376480111023343
2013-03-19,1.0369500523525492
2013-03-20,1.0317039924090667
2013-03-21,1.0307687991480405
2013-03-22,1.025899185491182
2013-03-25,1.0407909829756354
2013-03-26,1.0373880055290308
2013-03-27,1.0456547126935525
2013-03-28,1.0429199179290423
2013-03-29,1.047466895965749
2013-04-01,1.0432407664234797
2013-04-02,1.0403325033967792
2013-04-03,1.0446206458805518
2013-04-08,1.0176171130080822
2013-04-09,1.0186949736235762
2013-04-10,1.0186527944328454
2013-04-11,1.0230531858633172
2013-04-12,1.0207029106468908
2013-04-15,1.0159563748811555
2013-04-16,1.013886961706855
2013-04-17,1.0033510138271475
2013-04-18,1.0034517596886137
2013-04-19,1.0183020799915485
2013-04-22,1.0200469930190443
2013-04-23,1.0215909297967747
2013-04-24,1.0261657712770125
2013-04-25,1.0241686203928901
2013-04-26,1.0220290362510855
2013-04-29,1.0220708862984054
2013-04-30,1.028605144812501
2013-05-02,1.0329710147470899
2013-05-03,1.036822991709702
2013-05-06,1.0370986928107169
2013-05-07,1.0375985781455606
2013-05-08,1.0432449893321398
2013-05-09,1.046191292475253
2013-05-10,1.0443649721595432
2013-05-13,1.0387894393059773
2013-05-14,1.03943550180631
2013-05-15,1.0489520207237428
2013-05-16,1.0652888111281178
2013-05-17,1.0631554696466163
2013-05-20,1.0629043871230268
2013-05-21,1.061932805385255
2013-05-22,1.0637724897193077
2013-05-23,1.0446991568244102
2013-05-24,1.0382062739100715
2013-05-27,1.0484148359056913
2013-05-28,1.0485803009068881
2013-05-29,1.0551566226444877
2013-05-30,1.0410231821277585
2013-05-31,1.0518889444434625
2013-06-03,1.036609948066171
2013-06-04,1.033556022330533
2013-06-05,1.0320262445792687
2013-06-06,1.0221423747634955
2013-06-07,1.025357165074225
2013-06-10,1.0313455179621678
2013-06-11,1.027270851867856
2013-06-13,1.0093493833546396
2013-06-14,1.0082074568360704
2013-06-17,1.0109923637532359
2013-06-18,1.0152497949886
2013-06-19,1.0112331044592
2013-06-20,1.0038244974644832
2013-06-21,0.9951952269226082
2013-06-24,0.9911844413224968
2013-06-25,0.9841697886327243
2013-06-26,0.9937652984118557
2013-06-27,0.9963600728687882
2013-06-28,1.0206851428682546
2013-07-01,1.0155444661653452
2013-07-02,1.0157825408502825
2013-07-03,1.0123716778188683
2013-07-04,1.0119086352152156
2013-07-05,1.01772922152714
2013-07-08,1.0121528556974098
2013-07-09,1.023537879250306
2013-07-10,1.0320067756662403
2013-07-11,1.0478289598745159
2013-07-12,1.052844997192548
2013-07-15,1.056488468644442
2013-07-16,1.0572233846016177
2013-07-17,1.0654094927469533
2013-07-18,1.0653692454053887
2013-07-19,1.0587966403263984
2013-07-22,1.0618306270723186
2013-07-23,1.0713447054808944
2013-07-24,1.0681689483117642
2013-07-25,1.0628487292525954
2013-07-26,1.066403404370774
2013-07-29,1.0633515784454013
2013-07-30,1.069507026196974
2013-07-31,1.0639090459516332
2013-08-01,1.066130728200044
2013-08-02,1.0744726373261373
2013-08-05,1.07526940466964
2013-08-06,1.0647568979326398
2013-08-07,1.0568675674445314
2013-08-08,1.0525844476601478
2013-08-09,1.0460760148681583
2013-08-12,1.0532712544178833
2013-08-13,1.0519934326368394
2013-08-14,1.052079514517892
2013-08-15,1.0487893739386054
2013-08-16,1.0507800129849296
2013-08-19,1.049424392112873
2013-08-20,1.0479469886925132
2013-08-22,1.0451968620653325
2013-08-23,1.046385243697701
2013-08-26,1.0499041816513166
2013-08-27,1.0471707107168724
2013-08-28,1.0456932997446353
2013-08-29,1.0476337679299321
2013-08-30,1.059827022313778
2013-09-02,1.0580944207994862
2013-09-03,1.0674753284665537
2013-09-04,1.0748965937945896
2013-09-05,1.0778701576392076
2013-09-06,1.0763107724199088
2013-09-09,1.0756634235082192
2013-09-10,1.0832928796303976
2013-09-11,1.085370351597572
2013-09-12,1.0889495190795995
2013-09-13,1.0865678743962743
2013-09-14,1.0823199551454514
2013-09-16,1.0952658227447114
2013-09-17,1.0975550932736964
2013-09-18,1.0933484673444427
2013-09-23,1.1095763173919129
2013-09-24,1.1090078299344315
2013-09-25,1.110069685288188
2013-09-26,1.092226603685959
2013-09-27,1.10180963600389
2013-09-30,1.0894073368690096
2013-10-01,1.0911014364701064
2013-10-02,1.0860598068400034
2013-10-03,1.1088759083438333
2013-10-04,1.1110883864982388
2013-10-07,1.109934351619209
2013-10-08,1.1170248923816963
2013-10-09,1.1124981923441193
2013-10-11,1.113573117467694
2013-10-14,1.1091035652393884
2013-10-15,1.1176059645266998
2013-10-16,1.113389188744889
2013-10-17,1.112896822273251
2013-10-18,1.114930836168306
2013-10-21,1.108774488531419
2013-10-22,1.1070863119082515
2013-10-23,1.1087155143017173
2013-10-24,1.1120644860660376
2013-10-25,1.1044256107255308
2013-10-28,1.1135824778844121
2013-10-29,1.1090497533452652
2013-10-30,1.1165381294219356
2013-10-31,1.119610311874022
2013-11-01,1.1109585529887436
2013-11-04,1.1007691696190205
2013-11-05,1.0957936774288726
2013-11-06,1.0959986101869417
2013-11-07,1.0901721403877997
2013-11-08,1.092934223745616
2013-11-11,1.0848492311657951
2013-11-12,1.0901320418163447
2013-11-13,1.077960903543815
2013-11-14,1.0783711568060872
2013-11-15,1.0821029251237424
2013-11-18,1.0832131475556808
2013-11-19,1.085874064249703
2013-11-20,1.08235640380271
2013-11-21,1.0708842298840326
2013-11-22,1.0792457726795746
2013-11-25,1.0931809585858752
2013-11-26,1.0925244706360255
2013-11-27,1.0952830419635609
2013-11-28,1.101932118652707
2013-11-29,1.104450193551379
2013-12-02,1.1029067442509195
2013-12-03,1.0983947070634308
2013-12-04,1.1022529981592728
2013-12-05,1.0981543295397265
2013-12-06,1.0924580779559867
2013-12-09,1.1054806009527764
2013-12-10,1.1104959371702985
2013-12-11,1.1143399219454035
2013-12-12,1.1024325937987691
2013-12-13,1.1093936474335144
2013-12-16,1.101836513322371
2013-12-17,1.0996138067590426
2013-12-18,1.1001913963624954
2013-12-19,1.1033571264573176
2013-12-20,1.1000909352868389
2013-12-23,1.101758460067884
2013-12-24,1.1011632714279715
2013-12-25,1.1045569008983314
2013-12-26,1.1065725905949586
2013-12-27,1.1106038318926297
2013-12-30,1.1227676657593022
2013-12-31,1.1188130255603375
2014-01-02,1.1198706619172225
2014-01-03,1.1091548924886097
2014-01-06,1.1056557201419426
2014-01-07,1.1035880661002226
2014-01-08,1.1051616152251305
2014-01-09,1.1062788239000454
2014-01-10,1.1068728015608231
2014-01-13,1.110433972548174
2014-01-14,1.1115681593806346
2014-01-15,1.11347039223871
2014-01-16,1.1142591041436383
2014-01-17,1.1126660843860252
2014-01-20,1.115330686910041
2014-01-21,1.1105869132844326
2014-01-22,1.115496835908501
2014-01-23,1.1101606324998319
2014-01-24,1.1151170034285685
