id,mode,assist,heldout_score,mdd_improve_pp,cagr_giveback_pp,tip_ytd,tip_1y,tip_clean,coexist,vs_live_heldout_delta,n_fills,full_cagr,full_mdd
KD+BUY_AND_BELOW_MA20,KD+BUY_AND_LOW,BELOW_MA20,-2.6205279393150205,-1.3938306197446848,2.4533946391406714,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.161164796894944,5748,0.12966658609426518,-0.23780552903884367
KD+BOTH__BELOW_MA120__D9_GT80,KD+BOTH,BELOW_MA120+D9_GT80,-2.6458766484862783,-1.3954721191578812,2.5008090586567944,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.186513506066202,4416,0.12888681586977224,-0.23782194403297552
KD+BOTH__K9_LT20__ROC10_GT5,KD+BOTH,K9_LT20+ROC10_GT5,-2.6614221388783887,-1.5822551143036767,2.158334049149424,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.2020589964583124,4869,0.12793914133807416,-0.23968977398443347
KD+BOTH__CCI20_LT_N100__BIAS20_GT5,KD+BOTH,CCI20_LT_N100+BIAS20_GT5,-2.6807764375638032,-2.281399506804682,0.7987538615182421,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.221413295143727,3913,0.1353941160853347,-0.24668121790944353
KD+BOTH__K9_LT20__BB_UPPER,KD+BOTH,K9_LT20+BB_UPPER,-2.6954609668620955,-1.8707472837597772,1.6494273662046366,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.236097824442019,4902,0.129215075693345,-0.24257469567899448
KD+BOTH__K9_LT20__BB_PCTB_GT1,KD+BOTH,K9_LT20+BB_PCTB_GT1,-2.6954609668620955,-1.8707472837597772,1.6494273662046366,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.236097824442019,4902,0.129215075693345,-0.24257469567899448
KD+BOTH__BELOW_MA120__BIAS20_GT5,KD+BOTH,BELOW_MA120+BIAS20_GT5,-2.7164129592956554,-1.655207603738429,2.122410711114453,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.257049816875579,3360,0.1321539652833028,-0.2404192988787811
KD+BOTH__MACD_HIST_NEG__ABOVE_MA20,KD+BOTH,MACD_HIST_NEG+ABOVE_MA20,-2.7230220892973778,-2.0304439649514228,1.38515624869191,PAUSE_REVIEW,ALERT,False,False,-3.2636589468773014,4838,0.13444539381951692,-0.24417166249091105
KD+BOTH__BELOW_MA20__RSI14_GT70,KD+BOTH,BELOW_MA20+RSI14_GT70,-2.737334062329211,-2.155774334614846,1.1631194554287294,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.2779709199091345,3520,0.13697278913171784,-0.24542496618754528
KD+BOTH__BELOW_MA120__RSI6_GT80,KD+BOTH,BELOW_MA120+RSI6_GT80,-2.7411891505601305,-1.5453718557987717,2.3916345895227176,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.281826008140054,3988,0.1294554515777797,-0.23932094139938453
KD+BOTH__BELOW_MA60__RSI14_GT70,KD+BOTH,BELOW_MA60+RSI14_GT70,-2.7629031882267396,-2.458531443356804,-0.6087434897398714,PAUSE_REVIEW,ALERT,False,False,-3.3035400458066633,4012,0.14318584643117593,-0.24845253727496497
KD+BOTH__CCI20_LT_N100__ROC10_GT5,KD+BOTH,CCI20_LT_N100+ROC10_GT5,-2.773106413798143,-1.9306998512897966,1.6848131250166931,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.313743271378067,4627,0.1300359986858044,-0.24317422135429478
KD+BOTH__BELOW_MA20__MFI14_GT80,KD+BOTH,BELOW_MA20+MFI14_GT80,-2.7760334301074607,-2.173727302650319,1.2046122549142835,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.3166702876873844,3615,0.13735062399328424,-0.2456044958678999
KD+BOTH__MFI14_LT20__BIAS20_GT5,KD+BOTH,MFI14_LT20+BIAS20_GT5,-2.779796850408933,-1.313837827622244,2.9319180455733784,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.320433707988857,4907,0.12578752184652142,-0.23700560111761937
KD+BOTH__BB_LOWER__D9_GT80,KD+BOTH,BB_LOWER+D9_GT80,-2.8065054011203516,-1.5555397933736614,2.5019312154933804,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.3471422587002753,5274,0.12787046168974547,-0.23942262077513332
KD+BOTH__BB_PCTB_LT0__D9_GT80,KD+BOTH,BB_PCTB_LT0+D9_GT80,-2.8065054011203516,-1.5555397933736614,2.5019312154933804,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.3471422587002753,5274,0.12787046168974547,-0.23942262077513332
KD+BOTH__CCI20_LT_N100__ABOVE_MA20,KD+BOTH,CCI20_LT_N100+ABOVE_MA20,-2.876985784772357,-1.6443724235598478,2.465226722425018,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.4176226423522804,5733,0.1252314274788371,-0.2403109470769954
KD+BOTH__K9_LT20__BIAS20_GT5,KD+BOTH,K9_LT20+BIAS20_GT5,-2.8832511253344406,-1.9533634047142923,1.8597754412402967,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.4238879829143642,3968,0.1297292024316583,-0.24340085688853963
KD+BOTH__BB_LOWER__WILLR14_GT_N20,KD+BOTH,BB_LOWER+WILLR14_GT_N20,-2.908605617253368,-0.748390526479159,4.320430181548418,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.4492424748332917,5842,0.11933918965473889,-0.23135112810618852
KD+BOTH__BB_PCTB_LT0__WILLR14_GT_N20,KD+BOTH,BB_PCTB_LT0+WILLR14_GT_N20,-2.908605617253368,-0.748390526479159,4.320430181548418,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.4492424748332917,5842,0.11933918965473889,-0.23135112810618852
KD+BOTH__BB_LOWER__MFI14_GT80,KD+BOTH,BB_LOWER+MFI14_GT80,-2.9172887728389885,-1.8018432644772986,2.2308910167233797,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.457925630418912,4699,0.12906282229047683,-0.24188565548616991
KD+BOTH__BB_PCTB_LT0__MFI14_GT80,KD+BOTH,BB_PCTB_LT0+MFI14_GT80,-2.9172887728389885,-1.8018432644772986,2.2308910167233797,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.457925630418912,4699,0.12906282229047683,-0.24188565548616991
KD+BOTH__BB_LOWER__ABOVE_MA60,KD+BOTH,BB_LOWER+ABOVE_MA60,-2.917399202413329,-1.0161286302040606,3.8025411444185364,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.4580360599932525,6148,0.12198836286556203,-0.23402850914343742
KD+BOTH__BB_PCTB_LT0__ABOVE_MA60,KD+BOTH,BB_PCTB_LT0+ABOVE_MA60,-2.917399202413329,-1.0161286302040606,3.8025411444185364,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.4580360599932525,6148,0.12198836286556203,-0.23402850914343742
KD+BOTH__BB_LOWER__K9_GT70,KD+BOTH,BB_LOWER+K9_GT70,-2.9234465299837753,-0.8173418716442171,4.212209316679116,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.464083387563699,5887,0.12082914636851938,-0.232040641557839
KD+BOTH__BB_PCTB_LT0__K9_GT70,KD+BOTH,BB_PCTB_LT0+K9_GT70,-2.9234465299837753,-0.8173418716442171,4.212209316679116,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.464083387563699,5887,0.12082914636851938,-0.232040641557839
KD+BOTH__MACD_HIST_NEG__ABOVE_MA60,KD+BOTH,MACD_HIST_NEG+ABOVE_MA60,-2.924150125570646,-1.9897669861587364,1.868766278823819,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.4647869831505695,4861,0.13308588632468,-0.24376489270298418
KD+BOTH__BELOW_MA60__WILLR14_GT_N20,KD+BOTH,BELOW_MA60+WILLR14_GT_N20,-2.970848627538236,-2.2347647591543396,1.4721677367677932,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.51148548511816,4975,0.13378884647536715,-0.2462148704329402
KD+BOTH__BB_LOWER__RSI6_GT80,KD+BOTH,BB_LOWER+RSI6_GT80,-2.988659746567579,-1.8524148909129345,2.272489711309289,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.5292966041475027,4755,0.12859168291056622,-0.24239137175052616
KD+BOTH__BB_PCTB_LT0__RSI6_GT80,KD+BOTH,BB_PCTB_LT0+RSI6_GT80,-2.988659746567579,-1.8524148909129345,2.272489711309289,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.5292966041475027,4755,0.12859168291056622,-0.24239137175052616
KD+BOTH__BELOW_MA20__RSI6_GT80,KD+BOTH,BELOW_MA20+RSI6_GT80,-3.0056803103911567,-2.538660670831294,0.934039279119725,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.5463171679710803,3780,0.13801929283775882,-0.24925382954970965
KD+BOTH__BELOW_MA120__MACD_HIST_POS,KD+BOTH,BELOW_MA120+MACD_HIST_POS,-3.026588630167537,-1.312293590182012,3.42859007997105,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.5672254877474607,5132,0.12442622472281872,-0.23699015874321694
KD+BOTH__CCI20_LT_N100__BB_UPPER,KD+BOTH,CCI20_LT_N100+BB_UPPER,-3.0597251185225494,-2.5184140700636237,1.0826220969178513,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.600361976102473,4966,0.13189362867741106,-0.24905136354203306
KD+BOTH__CCI20_LT_N100__BB_PCTB_GT1,KD+BOTH,CCI20_LT_N100+BB_PCTB_GT1,-3.0597251185225494,-2.5184140700636237,1.0826220969178513,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.600361976102473,4966,0.13189362867741106,-0.24905136354203306
KD+BOTH__CCI20_LT_N100__ABOVE_MA60,KD+BOTH,CCI20_LT_N100+ABOVE_MA60,-3.0900615805752984,-1.9223385685946281,2.3354460239613406,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.630698438155222,5772,0.12606407181374002,-0.2430906085273431
KD+BOTH__BELOW_MA120__WILLR14_GT_N20,KD+BOTH,BELOW_MA120+WILLR14_GT_N20,-3.1097200638796396,-1.1532872685867335,3.9128655905858123,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.6503569214595633,4922,0.12137896110762281,-0.23540009552726404
KD+BOTH__BELOW_MA60__K9_GT70,KD+BOTH,BELOW_MA60+K9_GT70,-3.1153039490621093,-2.514361783325736,1.2018843314727468,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.655940806642033,5036,0.13538467190632963,-0.2490108406746543
KD+BOTH__BELOW_MA120__ABOVE_MA60,KD+BOTH,BELOW_MA120+ABOVE_MA60,-3.122187267128307,-1.236263902696133,3.7718467288643476,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.6628241247082305,5154,0.12252869015055534,-0.23622986186835804
KD+BOTH__BELOW_MA20__D9_GT80,KD+BOTH,BELOW_MA20+D9_GT80,-3.1488740715134633,-2.5101360993395327,1.2774759443478612,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.689510929093387,4084,0.13655331879144117,-0.24896858383479226
KD+BOTH__MACD_HIST_NEG__CCI20_GT100,KD+BOTH,MACD_HIST_NEG+CCI20_GT100,-3.1580823021392534,-2.548953166703538,1.2182582708714307,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.698719159719177,4228,0.13542805593236928,-0.2493567545084322
KD+BOTH__MACD_HIST_NEG__BB_UPPER,KD+BOTH,MACD_HIST_NEG+BB_UPPER,-3.207136086392093,-2.7288474613445968,0.9565772500949921,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.7477729439720164,3968,0.13631002147081395,-0.2511556974548428
KD+BOTH__MACD_HIST_NEG__BB_PCTB_GT1,KD+BOTH,MACD_HIST_NEG+BB_PCTB_GT1,-3.207136086392093,-2.7288474613445968,0.9565772500949921,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.7477729439720164,3968,0.13631002147081395,-0.2511556974548428
KD+BOTH__BELOW_MA120__K9_GT70,KD+BOTH,BELOW_MA120+K9_GT70,-3.2124509153650727,-1.1758168140237224,4.0732682026827005,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.7530877729449963,4972,0.1212144993544122,-0.23562539098163404
KD+BOTH__CCI20_LT_N100__CCI20_GT100,KD+BOTH,CCI20_LT_N100+CCI20_GT100,-3.2225764083811614,-2.2982547212513693,1.8486433742595842,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.763213265961085,5167,0.1290589337479735,-0.24684977005391062
KD+BOTH__BB_LOWER__MACD_HIST_POS,KD+BOTH,BB_LOWER+MACD_HIST_POS,-3.2412388765102107,-1.0868569814255102,4.308763790169401,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.7818757340901343,6016,0.1183654691698306,-0.23473579265565192
KD+BOTH__BB_PCTB_LT0__MACD_HIST_POS,KD+BOTH,BB_PCTB_LT0+MACD_HIST_POS,-3.2412388765102107,-1.0868569814255102,4.308763790169401,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.7818757340901343,6016,0.1183654691698306,-0.23473579265565192
KD+BOTH__BB_LOWER__ABOVE_MA20,KD+BOTH,BB_LOWER+ABOVE_MA20,-3.269492582198552,-1.0134805358053778,4.512024092786349,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.8101294397784757,5994,0.11806596178283235,-0.2340020281994507
KD+BOTH__BB_PCTB_LT0__ABOVE_MA20,KD+BOTH,BB_PCTB_LT0+ABOVE_MA20,-3.269492582198552,-1.0134805358053778,4.512024092786349,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.8101294397784757,5994,0.11806596178283235,-0.2340020281994507
KD+BOTH__MFI14_LT20__D9_GT80,KD+BOTH,MFI14_LT20+D9_GT80,-3.2799869421923478,-1.8289940824867679,2.90198571941116,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.8206237997722714,6080,0.12316778681436058,-0.2421571636662645
KD+BOTH__BELOW_MA60__BB_UPPER,KD+BOTH,BELOW_MA60+BB_UPPER,-3.325547090375558,-2.909072164293569,0.8329498521639778,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.8661839479554816,4502,0.13602102003168026,-0.2529579444843324
KD+BOTH__BELOW_MA60__BB_PCTB_GT1,KD+BOTH,BELOW_MA60+BB_PCTB_GT1,-3.325547090375558,-2.909072164293569,0.8329498521639778,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.8661839479554816,4502,0.13602102003168026,-0.2529579444843324
KD+BOTH__BB_LOWER__K9_GT80,KD+BOTH,BB_LOWER+K9_GT80,-3.332139803515144,-1.4015854632749347,3.8611086804804184,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.8727766610950676,5595,0.1212098638962753,-0.23788307747414605
KD+BOTH__BB_PCTB_LT0__K9_GT80,KD+BOTH,BB_PCTB_LT0+K9_GT80,-3.332139803515144,-1.4015854632749347,3.8611086804804184,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.8727766610950676,5595,0.1212098638962753,-0.23788307747414605
KD+BOTH__BELOW_MA120__ABOVE_MA20,KD+BOTH,BELOW_MA120+ABOVE_MA20,-3.339640528615717,-1.4437619397302925,3.791757177770849,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.8802773861956408,5210,0.1223074271239224,-0.23830484223869974
KD+BOTH__RSI14_LT30__WILLR14_GT_N20,KD+BOTH,RSI14_LT30+WILLR14_GT_N20,-3.358029295223186,-1.692385893808257,3.331286802829858,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.8986661528031097,6895,0.12681136436839058,-0.2407910817794795
KD+BOTH__BELOW_MA60__K9_GT80,KD+BOTH,BELOW_MA60+K9_GT80,-3.3909393042820035,-2.7774953285309323,1.2268879515021425,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.931576161861927,4752,0.13506700578815178,-0.25164217612670614
KD+BOTH__MFI14_LT20__K9_GT80,KD+BOTH,MFI14_LT20+K9_GT80,-3.3971482288277177,-1.612218457040182,3.5698595435750713,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.9377850864076414,6397,0.11966998859694655,-0.23998940741179875
KD+BUY_AND_ROC10_LT_N5,KD+BUY_AND_LOW,ROC10_LT_N5,-3.4017828632616043,-1.6329416646732375,3.5376823971767335,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.942419720841528,7383,0.121685647434842,-0.2401966394881292
KD+BOTH__BELOW_MA120__K9_GT80,KD+BOTH,BELOW_MA120+K9_GT80,-3.418314057844418,-1.429369385721413,3.9778893442460106,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.958950915424342,4765,0.12047632575777545,-0.23816091669861106
KD+BOTH__BELOW_MA60__ABOVE_MA60,KD+BOTH,BELOW_MA60+ABOVE_MA60,-3.4338515633626443,-2.742358736560846,1.3829856536035967,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.974488420942568,5024,0.13362984140114187,-0.25129081020700517
KD+BOTH__BELOW_MA120__BB_UPPER,KD+BOTH,BELOW_MA120+BB_UPPER,-3.484422801338116,-1.587772012825961,3.7933015770243106,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.02505965891804,4424,0.12226505301168422,-0.23974494296965632
KD+BOTH__BELOW_MA120__BB_PCTB_GT1,KD+BOTH,BELOW_MA120+BB_PCTB_GT1,-3.484422801338116,-1.587772012825961,3.7933015770243106,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.02505965891804,4424,0.12226505301168422,-0.23974494296965632
KD+BOTH__RSI14_LT30__RSI6_GT80,KD+BOTH,RSI14_LT30+RSI6_GT80,-3.503364873858994,-2.2334356898882635,2.539858367941461,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.044001731438918,5742,0.13095060894620403,-0.24620157974027945
KD+BOTH__RSI14_LT30__K9_GT70,KD+BOTH,RSI14_LT30+K9_GT70,-3.517588904598845,-1.9169752654639494,3.2012272782697915,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.058225762178768,6908,0.12801567318837037,-0.2430369754960363
KD+BOTH__RSI14_LT30__ABOVE_MA20,KD+BOTH,RSI14_LT30+ABOVE_MA20,-3.578796721090438,-1.8309301043279547,3.495733233524967,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.119433578670362,6943,0.1260200020138822,-0.24217652388467648
KD+BOTH__BELOW_MA20__WILLR14_GT_N20,KD+BOTH,BELOW_MA20+WILLR14_GT_N20,-3.5873913518347456,-2.347372831402361,2.4800370408647687,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.128028209414669,4641,0.13046227007595435,-0.24734095115542043
KD+BOTH__BB_LOWER__CCI20_GT100,KD+BOTH,BB_LOWER+CCI20_GT100,-3.6276890287500585,-1.5320796834635386,4.19121869057304,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.168325886329982,5294,0.12025804769871073,-0.2391880196760322
KD+BOTH__BB_PCTB_LT0__CCI20_GT100,KD+BOTH,BB_PCTB_LT0+CCI20_GT100,-3.6276890287500585,-1.5320796834635386,4.19121869057304,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.168325886329982,5294,0.12025804769871073,-0.2391880196760322
KD+BOTH__BELOW_MA120__ROC10_GT5,KD+BOTH,BELOW_MA120+ROC10_GT5,-3.6306890073926845,-1.9755362877498461,3.3103054392856768,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.171325864972609,3929,0.12565995160524257,-0.24362258571889528
KD+BUY_AND_BIAS20_LT_N5,KD+BUY_AND_LOW,BIAS20_LT_N5,-3.6504705381849134,-1.8177054191680364,3.665530238033754,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.191107395764837,7766,0.12036611283797671,-0.24204427703307718
KD+BOTH__RSI14_LT30__D9_GT80,KD+BOTH,RSI14_LT30+D9_GT80,-3.67544611167403,-2.5883905605102786,2.174111102327503,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.216082969253954,6305,0.13277391286554918,-0.2497511284464995
KD+BOTH__BB_LOWER__BIAS20_GT5,KD+BOTH,BB_LOWER+BIAS20_GT5,-3.6804078783807315,-2.0878515904657724,3.185112575829918,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.221044735960655,4023,0.12439542021002103,-0.24474573874605465
KD+BOTH__BB_PCTB_LT0__BIAS20_GT5,KD+BOTH,BB_PCTB_LT0+BIAS20_GT5,-3.6804078783807315,-2.0878515904657724,3.185112575829918,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.221044735960655,4023,0.12439542021002103,-0.24474573874605465
KD+BOTH__BELOW_MA20__K9_GT80,KD+BOTH,BELOW_MA20+K9_GT80,-3.685985412115178,-2.5158816653072624,2.3402074936158312,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.226622269695102,4411,0.1301547203307949,-0.24902603949446944
KD+BUY_AND_RSI14_LT30,KD+BUY_AND_LOW,RSI14_LT30,-3.720170296117198,-1.4539853485105225,4.532369895213351,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.2608071536971215,7701,0.11957965511580237,-0.23840707632650193
KD+BOTH__BB_LOWER__BB_UPPER,KD+BOTH,BB_LOWER+BB_UPPER,-3.7354524798106747,-1.952402098412298,3.5661007627967534,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.276089337390598,5134,0.1218232010528486,-0.2433912438255197
KD+BOTH__BB_LOWER__BB_PCTB_GT1,KD+BOTH,BB_LOWER+BB_PCTB_GT1,-3.7354524798106747,-1.952402098412298,3.5661007627967534,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.276089337390598,5134,0.1218232010528486,-0.2433912438255197
KD+BOTH__BB_PCTB_LT0__BB_UPPER,KD+BOTH,BB_PCTB_LT0+BB_UPPER,-3.7354524798106747,-1.952402098412298,3.5661007627967534,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.276089337390598,5134,0.1218232010528486,-0.2433912438255197
KD+BOTH__BB_PCTB_LT0__BB_PCTB_GT1,KD+BOTH,BB_PCTB_LT0+BB_PCTB_GT1,-3.7354524798106747,-1.952402098412298,3.5661007627967534,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.276089337390598,5134,0.1218232010528486,-0.2433912438255197
KD+BOTH__ROC10_LT_N5__WILLR14_GT_N20,KD+BOTH,ROC10_LT_N5+WILLR14_GT_N20,-3.8118016673944988,-2.093073063931883,3.437457206925232,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.352438524974422,6611,0.12217180684079709,-0.24479795348071576
KD+BOTH__BELOW_MA60__CCI20_GT100,KD+BOTH,BELOW_MA60+CCI20_GT100,-3.8167327010967256,-3.324374238466399,0.9847169252606536,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.357369558676649,4661,0.1364195541507991,-0.2571109652260608
KD+BOTH__ROC10_LT_N5__MFI14_GT80,KD+BOTH,ROC10_LT_N5+MFI14_GT80,-3.8207536227248706,-2.529598356982976,2.582310531483789,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.361390480304794,5184,0.12705494673382134,-0.24916320641122658
KD+BUY_AND_K9_LT30,KD+BUY_AND_LOW,K9_LT30,-3.84026418698894,-2.0085187541228122,3.663490865732255,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.380901044568864,6265,0.1260265364520743,-0.24395241038262483
KD+BOTH__ROC10_LT_N5__K9_GT70,KD+BOTH,ROC10_LT_N5+K9_GT70,-3.8441648663815164,-2.2387438953625938,3.2108419420378453,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.38480172396144,6663,0.12313665093794124,-0.24625466179502276
KD+BOTH__BELOW_MA120__CCI20_GT100,KD+BOTH,BELOW_MA120+CCI20_GT100,-3.8540371409042096,-1.5531499151391293,4.601774451530161,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.394673998484134,4544,0.11890931460587639,-0.239398721992788
KD+BOTH__BELOW_MA20__CCI20_GT100,KD+BOTH,BELOW_MA20+CCI20_GT100,-3.918386779233729,-3.0136116638578847,1.8095502307516886,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.459023636813653,4283,0.13413385894603325,-0.25400333947997566
KD+BOTH__RSI14_LT30__MACD_HIST_POS,KD+BOTH,RSI14_LT30+MACD_HIST_POS,-3.9223852688010763,-2.1302076893442323,3.584355158913688,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.463022126381,7065,0.12532655592438147,-0.24516929973483925
KD+BUY_AND_RSI6_LT20,KD+BUY_AND_LOW,RSI6_LT20,-3.9274780413176003,-1.879022485060644,4.096911112513912,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.4681148988975234,7277,0.12058833295948923,-0.24265744769200326
KD+BOTH__BB_LOWER__ROC10_GT5,KD+BOTH,BB_LOWER+ROC10_GT5,-3.9725763463021813,-2.347545429713249,3.250061833177864,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.5132132038821045,4889,0.12462821396267798,-0.2473426771385292
KD+BOTH__BB_PCTB_LT0__ROC10_GT5,KD+BOTH,BB_PCTB_LT0+ROC10_GT5,-3.9725763463021813,-2.347545429713249,3.250061833177864,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.5132132038821045,4889,0.12462821396267798,-0.2473426771385292
KD+BOTH__ROC10_LT_N5__RSI6_GT80,KD+BOTH,ROC10_LT_N5+RSI6_GT80,-4.003686263349959,-2.5142553145445112,2.978861897610896,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.544323120929882,5487,0.1252394705118225,-0.24900977598684193
KD+BOTH__BELOW_MA20__BB_UPPER,KD+BOTH,BELOW_MA20+BB_UPPER,-4.045100677093904,-3.368746719890481,1.3527079144068477,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.585737534673828,4075,0.13545398930616748,-0.2575546900403015
KD+BOTH__BELOW_MA20__BB_PCTB_GT1,KD+BOTH,BELOW_MA20+BB_PCTB_GT1,-4.045100677093904,-3.368746719890481,1.3527079144068477,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.585737534673828,4075,0.13545398930616748,-0.2575546900403015
KD+BOTH__K9_LT30__K9_GT70,KD+BOTH,K9_LT30+K9_GT70,-4.074558507328884,-2.8192895390537043,2.510537936550361,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.615195364908808,5228,0.13469860674822454,-0.25206011823193386
KD+BOTH__ROC10_LT_N5__D9_GT80,KD+BOTH,ROC10_LT_N5+D9_GT80,-4.0825853635095495,-2.5134865493458336,3.1381976283274327,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.623222221089473,5852,0.12344273690506413,-0.24900208833485526
KD+BOTH__RSI6_LT20__RSI6_GT80,KD+BOTH,RSI6_LT20+RSI6_GT80,-4.106585202990665,-2.754711054251835,2.7037482974776594,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.647222060570589,5149,0.12886041722228825,-0.25141433338391506
KD+BOTH__BIAS20_LT_N5__WILLR14_GT_N20,KD+BOTH,BIAS20_LT_N5+WILLR14_GT_N20,-4.13454117873534,-2.5375925867130555,3.1938971840445696,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.6751780363152635,7127,0.1235164101924684,-0.24924314870852737
KD+BOTH__RSI14_LT30__K9_GT80,KD+BOTH,RSI14_LT30+K9_GT80,-4.143038695833734,-2.4839434022325246,3.3181905872024187,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.683675553413658,6718,0.12700551358760892,-0.24870665686372195
KD+BOTH__ROC10_LT_N5__K9_GT80,KD+BOTH,ROC10_LT_N5+K9_GT80,-4.187995873256057,-2.406721331258954,3.5625490839942042,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-4.72863273083598,6445,0.12050937522382932,-0.24793443615398636
