mode,max_cut,up_days,target_vol,blend,rank_buffer,cost_hurdle_mult,min_hold,train_score,train_ret,train_mdd,train_sharpe,train_turnover,crisis_mdd
linear,0.7,20,0.16,0.5,0,5,42,-0.07784531593286183,0.2474242727813114,-0.30918663727985485,0.22638947064169737,77.44379699697626,-0.30918663727985485
linear,0.7,20,0.16,0.5,0,10,42,-0.11421505167416979,0.21283694604980985,-0.30918663727985474,0.2072612952829363,77.1829799448371,-0.30918663727985474
linear,0.5,20,0.16,0.5,0,5,42,-0.1297947637961084,0.2904377893918202,-0.4018822267298656,0.2361231480500705,83.92528252614,-0.4018822267298656
linear,0.5,10,0.16,0.5,0,5,42,-0.13253658094455162,0.29355593764555343,-0.4047591028076203,0.2354099772839403,89.74882702175755,-0.4047591028076203
linear,0.5,20,0.16,0.5,0,10,42,-0.1677623554559045,0.25392692707200193,-0.4018822267298664,0.2196953592227688,83.5531834406339,-0.4018822267298664
linear,0.5,10,0.16,0.5,0,10,42,-0.1711006708192556,0.2564055214557839,-0.4047591028076202,0.21936759731223307,89.36769839728525,-0.4047591028076202
linear,0.7,20,0.16,0.5,1,10,42,-0.18181521734775538,0.1590410512270981,-0.32205217512998985,0.17648809955523898,72.90580680077508,-0.32205217512998985
linear,0.3,10,0.16,0.5,0,5,42,-0.1896875084926991,0.31860685952393797,-0.48535122963540955,0.2400730899510958,93.90089475267425,-0.48535122963540955
linear,0.7,20,0.16,0.5,1,10,21,-0.19690377430884512,0.13621336684078456,-0.31364003749662006,0.16278294962702947,71.51079723142512,-0.31364003749662006
linear,0.7,20,0.16,0.5,1,5,42,-0.19799871490217863,0.14851640269599353,-0.32704810158487585,0.17015403285625033,72.96483859784271,-0.32704810158487585
linear,0.3,10,0.16,0.5,0,10,42,-0.2292247331840763,0.28025538186089416,-0.48536566807311454,0.2259160098335483,93.4120959104215,-0.48536566807311454
linear,0.7,20,0.16,0.5,1,5,21,-0.2368617239000827,0.10675098378742542,-0.3220989567143485,0.14465148137342063,71.95779822100336,-0.3220989567143485
linear,0.7,20,0.16,0.5,0,5,21,-0.2660192282629628,0.05540657719018216,-0.29335786126937524,0.11238217554877761,78.61232347729498,-0.29335786126937524
linear,0.5,20,0.16,0.5,1,10,42,-0.2672855905575045,0.17107061561205983,-0.4171839940043467,0.180425788697535,78.42958206994226,-0.4171839940043467
linear,0.5,10,0.16,0.5,1,10,42,-0.27190932308855065,0.17200301634490045,-0.4199478276599965,0.1809134358191624,84.1117107107417,-0.4199478276599965
linear,0.7,20,0.16,0.5,0,10,21,-0.2748144220973595,0.04676847636085668,-0.29335786126937546,0.10673553476425404,77.7971813305323,-0.29335786126937546
linear,0.5,20,0.16,0.5,1,10,21,-0.2748972880501391,0.15421642041486883,-0.4079405624751834,0.1719954940246853,76.74539078458612,-0.4079405624751834
linear,0.5,10,0.16,0.5,1,10,21,-0.2828732768240672,0.15169195654923184,-0.4104777598259256,0.17113151836165622,82.40125076707814,-0.4104777598259256
linear,0.5,20,0.16,0.5,1,5,42,-0.2908892495913005,0.1539026212141834,-0.42264523444789703,0.1718603824063417,78.66534919644212,-0.42264523444789703
linear,0.5,10,0.16,0.5,1,5,42,-0.29609148258255186,0.1542382142510672,-0.4253853224614408,0.17240863493905792,84.37047573216817,-0.4253853224614408
linear,0.5,20,0.16,0.5,1,5,21,-0.325410997004292,0.11529053074223117,-0.41725692952497306,0.15202518553381225,77.29423354986264,-0.41725692952497306
linear,0.5,10,0.16,0.5,1,5,21,-0.333108741630283,0.11296768455838357,-0.4197851571471283,0.15196676086252617,82.97589025558187,-0.4197851571471283
linear,0.5,20,0.16,0.5,0,5,21,-0.340013741416777,0.0731938218836381,-0.3836698720447518,0.13035519774657206,85.14642206064107,-0.3836698720447518
linear,0.5,20,0.16,0.5,0,10,21,-0.35006835018079824,0.06326922820702663,-0.3836698720447522,0.1249432664816081,84.32406598246686,-0.3836698720447522
linear,0.5,10,0.16,0.5,0,5,21,-0.3568558780550236,0.062447230702537215,-0.3863838094291323,0.12685261763937425,91.2091221847319,-0.3863838094291323
linear,0.3,10,0.16,0.5,1,10,42,-0.359752209694597,0.16771758828070604,-0.5019408645472496,0.18152383833741179,87.36263452358912,-0.5019408645472496
linear,0.3,10,0.16,0.5,1,10,21,-0.3620190453373401,0.15526115060280676,-0.49221386541310463,0.17620419636578954,85.37350032724234,-0.49221386541310463
linear,0.5,10,0.16,0.5,0,10,21,-0.36695338704915437,0.052443946313846634,-0.3863838094291324,0.12153339226521047,90.33372632077933,-0.3863838094291324
linear,0.3,10,0.16,0.5,1,5,42,-0.39037595354025467,0.1439880697265099,-0.507622905087602,0.17153349679075983,87.78893571647717,-0.507622905087602
linear,0.3,10,0.16,0.5,1,5,21,-0.42278459522658435,0.10732595699166558,-0.5026445927815631,0.1555387201438998,86.03966290215347,-0.5026445927815631
linear,0.3,10,0.16,0.5,0,5,21,-0.42935440447082984,0.06996132490579043,-0.465637254860816,0.1398059584341649,95.31814071844164,-0.465637254860816
linear,0.3,10,0.16,0.5,0,10,21,-0.44047519434256643,0.058922798344499316,-0.46563725486081575,0.13467635592444444,94.45674683738892,-0.46563725486081575
