,Financial,Telecom,0050
2011-12-01,0.8875000000000001,0.1,0.0125
2011-12-02,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-05,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-06,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-07,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-08,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-09,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-12,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-13,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-14,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-15,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-16,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-19,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-20,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-21,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-22,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-23,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-26,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-27,0.7395833333333334,0.08333333333333334,0.010416666666666668
2011-12-28,0.7256268243468429,0.08838637671024092,0.019320132276249593
2011-12-29,0.706650550247238,0.09650999731693227,0.030172785769163175
2011-12-30,0.6932156208415328,0.0990725012769071,0.041045211214893525
2012-01-02,0.682322046240934,0.10426743473801416,0.04674385235438533
2012-01-03,0.682322046240934,0.10426743473801416,0.04674385235438533
2012-01-04,0.6770810078014228,0.10112022342473205,0.05513210210717862
2012-01-05,0.6770810078014228,0.10112022342473205,0.05513210210717862
2012-01-06,0.6770810078014228,0.10112022342473205,0.05513210210717862
2012-01-09,0.6770810078014228,0.10112022342473205,0.05513210210717862
2012-01-10,0.6770810078014228,0.10112022342473205,0.05513210210717862
2012-01-11,0.6770810078014228,0.10112022342473205,0.05513210210717862
2012-01-12,0.6393125534967603,0.08720026375266428,0.05750927601099022
2012-01-13,0.6291264158377374,0.0858109059406997,0.05659298334801241
