,Financial,Telecom,0050
2011-12-01,0.8875000000000001,0.1,0.0125
2011-12-02,0.665625,0.325,0.009375000000000001
2011-12-05,0.665625,0.325,0.009375000000000001
2011-12-06,0.665625,0.325,0.009375000000000001
2011-12-07,0.665625,0.325,0.009375000000000001
2011-12-08,0.665625,0.325,0.009375000000000001
2011-12-09,0.665625,0.325,0.009375000000000001
2011-12-12,0.665625,0.325,0.009375000000000001
2011-12-13,0.665625,0.325,0.009375000000000001
2011-12-14,0.665625,0.325,0.009375000000000001
2011-12-15,0.665625,0.325,0.009375000000000001
2011-12-16,0.665625,0.325,0.009375000000000001
2011-12-19,0.665625,0.325,0.009375000000000001
2011-12-20,0.665625,0.325,0.009375000000000001
2011-12-21,0.665625,0.325,0.009375000000000001
2011-12-22,0.665625,0.325,0.009375000000000001
2011-12-23,0.665625,0.325,0.009375000000000001
2011-12-26,0.665625,0.325,0.009375000000000001
2011-12-27,0.665625,0.325,0.009375000000000001
2011-12-28,0.6530641419121586,0.32954773903921686,0.017388119048624633
2011-12-29,0.6359854952225141,0.3368589975852391,0.027155507192246856
2011-12-30,0.6238940587573795,0.33916525114921636,0.03694069009340417
2012-01-02,0.6140898416168405,0.3438406912642128,0.042069467118946796
2012-01-03,0.6140898416168405,0.3438406912642128,0.042069467118946796
2012-01-04,0.6093729070212806,0.3410082010822589,0.04961889189646076
2012-01-05,0.6093729070212806,0.3410082010822589,0.04961889189646076
2012-01-06,0.6093729070212806,0.3410082010822589,0.04961889189646076
2012-01-09,0.6093729070212806,0.3410082010822589,0.04961889189646076
2012-01-10,0.6093729070212806,0.3410082010822589,0.04961889189646076
2012-01-11,0.6093729070212806,0.3410082010822589,0.04961889189646076
2012-01-12,0.5512554768891584,0.39915640975440764,0.04958811335643404
2012-01-13,0.5359762704006242,0.41581005523740855,0.04821367436196734
2012-01-16,0.5483640331145772,0.4023079529704799,0.0493280139149431
2012-01-17,0.5096416916949775,0.4445135574799585,0.045844750825064104
2012-01-18,0.5096416916949775,0.4445135574799585,0.045844750825064104
2012-01-30,0.5096416916949775,0.4445135574799585,0.045844750825064104
2012-01-31,0.5096416916949775,0.4445135574799585,0.045844750825064104
2012-02-01,0.5373179007641304,0.4118686944136723,0.050813404822197296
2012-02-02,0.5693852544628397,0.37676877577947177,0.0538459697576886
2012-02-03,0.5680591705425768,0.37822026560743416,0.053720563849989085
2012-02-04,0.5649399652772554,0.3816344497663396,0.05342558495640504
2012-02-06,0.640839126704308,0.2985576104510695,0.0606032628446225
2012-02-07,0.5967975055196981,0.34676418635447226,0.056438308125829645
2012-02-08,0.6099563652554953,0.3323609115976927,0.05768272314681197
2012-02-09,0.6156675023522995,0.32610968022730813,0.05822281742039242
2012-02-10,0.5991951635194732,0.3441397851801361,0.056665051300390706
2012-02-13,0.622714758371212,0.3183959750309804,0.058889266597807535
2012-02-14,0.6153920316453872,0.32641120181495054,0.058196766539662256
2012-02-15,0.5812384660956265,0.36379462244665334,0.05496691145772023
2012-02-16,0.5757895306799694,0.3697588560884294,0.05445161323160115
2012-02-17,0.5624690359633739,0.38433905142081265,0.053191912615813484
2012-02-20,0.5381527849692163,0.4109548563731897,0.05089235865759409
2012-02-21,0.5152118733754858,0.43606525799534596,0.04872286862916829
2012-02-22,0.5135839847390112,0.4378470937907985,0.04856892147019034
2012-02-23,0.5295670194444553,0.42035256577456015,0.05008041478098453
2012-02-24,0.5239482519104142,0.42650269232139987,0.04954905576818592
2012-02-29,0.5371425512479782,0.41206062648911945,0.050796822262902414
2012-03-01,0.5552625530908897,0.3922270413322826,0.05251040557682778
2012-03-02,0.5344320997611944,0.415027401594478,0.05054049864432763
2012-03-03,0.5135839847390112,0.4378470937907985,0.04856892147019034
2012-03-05,0.6552611807069812,0.26919065209548054,0.07554816719753832
2012-03-06,0.6265152285031321,0.2901259032992243,0.08335886819764374
2012-03-07,0.6238687860974712,0.29312445916302604,0.08300675473950288
2012-03-08,0.6039615760366562,0.31568035583854154,0.08035806812480237
2012-03-09,0.6652100551123701,0.24628266719488642,0.08850727769274354
2012-03-12,0.660513859281047,0.25160369950507516,0.08788244121387792
2012-03-13,0.6439500857658198,0.2703713099750884,0.08567860425909185
2012-03-14,0.6877553113507244,0.22073772801547228,0.09150696063380342
2012-03-15,0.6874058130145848,0.2211337276725888,0.0914604593128265
2012-03-16,0.7010546304649031,0.1985178904808385,0.10042747905425847
2012-03-19,0.6776907274424132,0.22522871937679537,0.09708055318079148
2012-03-20,0.6860562018281773,0.21566487404082713,0.09827892413099563
2012-03-21,0.6626910430792403,0.2423771385485582,0.0949318183722016
2012-03-22,0.6614624098584443,0.24378177593748165,0.09475581420407418
2012-03-23,0.690037583765736,0.20675286898624784,0.10320954724801618
2012-03-26,0.7101245690323055,0.18366145511504156,0.10621397585265294
2012-03-27,0.6526331619895493,0.24975190405222977,0.09761493395822084
2012-03-28,0.6880044459475473,0.20822410375048434,0.1037714503019684
2012-03-29,0.6622154596447705,0.2379028331010274,0.09988170725420215
2012-03-30,0.5849930073196009,0.32768086187978074,0.08732613080061827
2012-04-02,0.5575422640077083,0.35922937588471493,0.08322836010757667
2012-04-03,0.578320767018188,0.34182932753841266,0.07984990544339936
2012-04-05,0.6219169848287855,0.2922136927046037,0.08586932246661091
2012-04-06,0.5652906782544784,0.35665850672916305,0.07805081501635858
2012-04-09,0.5611926997712411,0.3613223013010786,0.07748499892768039
2012-04-10,0.5266259866383776,0.4006617096794883,0.07271230368213433
2012-04-11,0.5506542639363782,0.37331580005763776,0.0760299360059841
2012-04-12,0.5712192624909762,0.3499113510048413,0.07886938650418253
2012-04-13,0.6025668689018909,0.3142355178544747,0.08319761324363441
2012-04-16,0.5489979463128968,0.37810335126171285,0.07289870242539045
2012-04-17,0.5460263022666072,0.38650391910582144,0.06746977862757152
2012-04-18,0.5488221858102654,0.38336256201450436,0.06781525217523038
2012-04-19,0.5566615820927507,0.374554490176359,0.0687839277308904
2012-04-20,0.5999283101964601,0.32594150575682984,0.07413018404671022
2012-04-23,0.5750164539366348,0.36570640016426376,0.05927714589910141
2012-04-24,0.5925407948297079,0.3602527790444691,0.04720642612582309
2012-04-25,0.5942841696342493,0.36299090886937374,0.042724921496376966
2012-04-26,0.6132609714142349,0.342649806292345,0.04408922229342021
2012-04-27,0.5987647995138677,0.3663762200812549,0.034858980404877345
2012-04-30,0.6287391258051126,0.34336739922375187,0.02789347497113568
2012-05-02,0.6427776152975291,0.32870610412052215,0.02851628058194897
2012-05-03,0.6293727943380909,0.34270561852685816,0.02792158713505103
2012-05-04,0.6245210048159433,0.34777265355234216,0.02770634163171458
2012-05-07,0.6489995591593145,0.32220812902693075,0.028792311813754832
2012-05-08,0.5882842735798108,0.38561699645806263,0.026098729962126616
2012-05-09,0.6036577463125914,0.369561492721816,0.026780760965592704
2012-05-10,0.5930658971925611,0.3806232401926915,0.026310862614747604
2012-05-11,0.5957455965091689,0.37782465830181683,0.026429745189014406
2012-05-14,0.5807058768337033,0.39353160231106843,0.025762520855228423
2012-05-15,0.6148824458211855,0.3578388189947406,0.027278735184074112
2012-05-16,0.6167590956612189,0.3558789131854281,0.027361991153353152
2012-05-17,0.5726890547434768,0.40190408387458665,0.025406861381936645
2012-05-18,0.5714447611383848,0.40950100171507436,0.019054237146541003
2012-05-21,0.537695438502245,0.444375660763019,0.017928900734736183
2012-05-22,0.5416308019020204,0.44030907672290076,0.018060121375079015
2012-05-23,0.5601196243666442,0.42120376351103583,0.018676612122320156
2012-05-24,0.5345328512217616,0.44764370125987085,0.017823447518367695
2012-05-25,0.5348995460365948,0.4472647793840206,0.01783567457938462
2012-05-28,0.5307868174610249,0.45151464265908836,0.017698539879886885
2012-05-29,0.5331128362541334,0.4491110651644128,0.01777609858145396
2012-05-30,0.5415467726958615,0.44039590779641463,0.018057319507724073
2012-05-31,0.5409071860065684,0.4410568208452832,0.018035993148148598
2012-06-01,0.5436553646770677,0.43821700698680094,0.018127628336131497
2012-06-04,0.4998081488694826,0.4870907133093934,0.013101137821124063
2012-06-05,0.4799100590428723,0.5075103785000412,0.012579562457086527
2012-06-06,0.4842781715954941,0.5030277675249757,0.012694060879530265
2012-06-07,0.488141246800418,0.4990634321049322,0.012795321094649908
2012-06-08,0.4971613717651956,0.4932095649543774,0.009629063280427067
2012-06-11,0.4984658072047357,0.494396094811521,0.007138097983743189
2012-06-12,0.5273475113579544,0.4670696248799003,0.005582863762145321
2012-06-13,0.5327577681672007,0.46308315790021537,0.004159073932583914
2012-06-14,0.5475017231151036,0.4493366270003,0.0031616498845964754
2012-06-15,0.5588886308113938,0.43872746968974485,0.002383899498861416
2012-06-18,0.5791544708914304,0.41837518711768507,0.0024703419908846764
2012-06-19,0.5815225568417542,0.4159970002660384,0.0024804428922074358
2012-06-20,0.5837207722796192,0.4137894084973773,0.0024898192230036224
2012-06-21,0.5961671803736801,0.4012899111394052,0.0025429084869147177
2012-06-22,0.5760992095915562,0.42144348041620816,0.002457309992235703
2012-06-25,0.5870880779502038,0.410407739825189,0.002504182224607298
2012-06-26,0.5679866965867018,0.429590596765308,0.0024227066479903525
2012-06-27,0.5742085312083519,0.42334222335288835,0.0024492454387598428
2012-06-28,0.6123334708579221,0.38505466449885734,0.0026118646432206384
2012-06-29,0.6119351417183739,0.3854546926828731,0.002610165598753099
2012-07-02,0.6259952821207687,0.3713345797567743,0.002670138122457023
2012-07-03,0.6917099215617662,0.30533963921928853,0.0029504392189452773
2012-07-04,0.7109396912943802,0.2861985433547707,0.0028617653508491796
2012-07-05,0.7159906854215687,0.2811272173201679,0.002882097258263455
