ym,long_ret,ew_ret,n,k,excess,year
2019-01,0.06190533939256742,0.05166556891379583,1150.0,230.0,0.010239770478771587,2019
2019-02,0.028998353093959137,0.0267717772873228,1155.0,231.0,0.0022265758066363356,2019
2019-03,0.003128684600529868,0.007420701480088439,1156.0,231.0,-0.004292016879558571,2019
2019-04,-0.03520555759429592,-0.036265811756149346,1160.0,232.0,0.001060254161853423,2019
2019-05,0.019555002040305386,0.019751036644098722,1161.0,232.0,-0.00019603460379333595,2019
2019-06,0.03358920010496719,0.021548497708562424,1161.0,232.0,0.012040702396404764,2019
2019-07,-0.002540309311610428,-0.010836999086085155,1162.0,232.0,0.008296689774474727,2019
2019-08,-0.0031823376661132695,0.011386446698597138,1164.0,232.0,-0.014568784364710407,2019
2019-09,0.029501508343441316,0.0268155242117678,1166.0,233.0,0.0026859841316735147,2019
2019-10,0.0052675352476039255,0.007471724432647989,1168.0,233.0,-0.002204189185044064,2019
2019-11,0.046279817642877245,0.038211247619488034,1169.0,233.0,0.008068570023389211,2019
2019-12,-0.05160751465194193,-0.049801963087710434,1169.0,233.0,-0.0018055515642314973,2019
2020-01,-0.007360447790980041,-0.011068974752236645,1169.0,233.0,0.003708526961256604,2020
2020-02,-0.16753660600394987,-0.17744282700480662,1169.0,233.0,0.009906221000856752,2020
2020-03,0.20659919523218834,0.19547796405383952,1169.0,233.0,0.011121231178348817,2020
2020-04,0.05539207014863738,0.04752054986551844,1169.0,233.0,0.007871520283118945,2020
2020-05,0.06409728195307782,0.06966374421364642,1168.0,233.0,-0.005566462260568603,2020
2020-06,0.028990272950313964,0.02504660170618177,1170.0,234.0,0.003943671244132193,2020
2020-07,0.0073606284139153665,0.04398990165120708,1171.0,234.0,-0.03662927323729171,2020
2020-08,-0.03015058466782287,0.000889454168737073,1171.0,234.0,-0.031040038836559945,2020
2020-09,0.007309552340734634,0.011807378904317987,1171.0,234.0,-0.0044978265635833535,2020
2020-10,0.09002922026330439,0.10081820660937946,1172.0,234.0,-0.010788986346075072,2020
2020-11,0.036309583505503215,0.04668825904909274,1172.0,234.0,-0.010378675543589524,2020
2020-12,-0.04259735656941121,-0.04566154489354406,1174.0,234.0,0.003064188324132848,2020
2021-01,0.10153251715827076,0.09477218483286551,1174.0,234.0,0.006760332325405252,2021
2021-02,0.10190105795366297,0.08435795804421095,1175.0,235.0,0.01754309990945202,2021
2021-03,0.08863709385173665,0.09392016043393976,1175.0,235.0,-0.005283066582203108,2021
2021-04,-0.06491874029057366,-0.07918903276932816,1175.0,235.0,0.014270292478754498,2021
2021-05,0.10666612807240453,0.07112707745468363,1176.0,235.0,0.03553905061772089,2021
2021-06,0.007134136493756864,0.014839759039198364,1175.0,235.0,-0.007705622545441501,2021
2021-07,-0.04337599116025554,-0.033959545236806984,1176.0,235.0,-0.009416445923448556,2021
2021-08,-0.03890243638710319,-0.015365403406953143,1177.0,235.0,-0.023537032980150044,2021
2021-09,0.02106547066654237,0.022754235655006422,1176.0,235.0,-0.0016887649884640525,2021
2021-10,0.05401292408432756,0.04332713317100752,1177.0,235.0,0.010685790913320045,2021
2021-11,0.04992035341506478,0.06187866217443979,1183.0,236.0,-0.011958308759375008,2021
2021-12,-0.10531074841604451,-0.07087258989275054,1180.0,236.0,-0.034438158523293974,2021
2022-01,0.03583222420105879,0.024490929010785954,1183.0,236.0,0.011341295190272837,2022
2022-02,0.021675078274047323,0.017289270219889515,1185.0,237.0,0.004385808054157808,2022
2022-03,-0.0993971616622572,-0.057758028395804774,1186.0,237.0,-0.04163913326645243,2022
2022-04,0.03328476906174459,0.02102040466540023,1183.0,236.0,0.012264364396344356,2022
2022-05,-0.11356348671287753,-0.07799483222229088,1187.0,237.0,-0.035568654490586646,2022
2022-06,0.01744272018218025,0.013447683951142299,1188.0,237.0,0.00399503623103795,2022
2022-07,0.05622684751701314,0.06010450771594868,1189.0,237.0,-0.0038776601989355397,2022
2022-08,-0.11039830871073894,-0.10084814416991426,1189.0,237.0,-0.009550164540824677,2022
2022-09,-0.009737370697065598,-0.03518514992104272,1188.0,237.0,0.025447779223977122,2022
2022-10,0.14977797780743551,0.12498199343939329,1186.0,237.0,0.02479598436804223,2022
2022-11,-0.03175181900801907,-0.01164403179289443,1190.0,238.0,-0.020107787215124642,2022
2022-12,0.05050133652599893,0.047688181551140685,1192.0,238.0,0.002813154974858248,2022
2023-01,0.07359427856508376,0.06218086287137762,1193.0,238.0,0.011413415693706137,2023
2023-02,0.0476073299674615,0.03729782314588327,1193.0,238.0,0.010309506821578225,2023
2023-03,0.019641889275226147,0.019552778214733262,1196.0,239.0,8.911106049288436e-05,2023
2023-04,0.049659808232651745,0.03816314637779545,1196.0,239.0,0.011496661854856295,2023
2023-05,0.05206889687499535,0.03860838299062933,1196.0,239.0,0.013460513884366018,2023
2023-06,0.005271145301896044,0.004103897875821697,1201.0,240.0,0.0011672474260743474,2023
2023-07,-0.046984261970880195,-0.0318563279993478,1201.0,240.0,-0.015127933971532392,2023
2023-08,0.0031859264759365184,0.0032854483846429965,1202.0,240.0,-9.95219087064781e-05,2023
2023-09,-0.038926868476299864,-0.026390020365141546,1203.0,240.0,-0.012536848111158318,2023
2023-10,0.10922963073507942,0.10063379435805973,1201.0,240.0,0.008595836377019689,2023
