code,date,adjusted_close,volume,backward_adjustment_factor
2412,2010-01-04,33.40095264291909,14947670,0.5632538388350605
3045,2010-01-04,29.878346779111116,2963358,0.4765286567641326
4904,2010-01-04,16.992107904638818,5193627,0.44598708411125504
2412,2010-01-05,33.4572780268026,16020545,0.5632538388350605
3045,2010-01-05,29.925999644787524,2054920,0.4765286567641326
4904,2010-01-05,16.947509196227692,5837662,0.44598708411125504
2412,2010-01-06,33.569928794569606,21835678,0.5632538388350605
3045,2010-01-06,29.783041047758285,4130891,0.4765286567641326
4904,2010-01-06,16.947509196227692,18112579,0.44598708411125504
2412,2010-01-07,32.89402418796753,58817538,0.5632538388350605
3045,2010-01-07,28.877636599906435,6942051,0.4765286567641326
4904,2010-01-07,16.61301888314425,18777125,0.44598708411125504
2412,2010-01-08,32.72504803631702,44405291,0.5632538388350605
3045,2010-01-08,28.877636599906435,6388499,0.4765286567641326
4904,2010-01-08,16.724515654172063,8489098,0.44598708411125504
2412,2010-01-11,32.95034957185104,19588290,0.5632538388350605
3045,2010-01-11,29.25885952531774,2513248,0.4765286567641326
4904,2010-01-11,17.059005967255505,11947311,0.44598708411125504
2412,2010-01-12,33.06300033961806,21405024,0.5632538388350605
3045,2010-01-12,29.497123853699808,2913558,0.4765286567641326
4904,2010-01-12,16.969808550433253,4690309,0.44598708411125504
2412,2010-01-13,33.006674955734546,10232193,0.5632538388350605
3045,2010-01-13,29.1159009282885,4130510,0.4765286567641326
4904,2010-01-13,16.791413716788753,11751882,0.44598708411125504
2412,2010-01-14,32.89402418796753,18645670,0.5632538388350605
3045,2010-01-14,29.306512390994154,2188628,0.4765286567641326
4904,2010-01-14,16.791413716788753,16981205,0.44598708411125504
2412,2010-01-15,32.89402418796753,16805734,0.5632538388350605
3045,2010-01-15,29.68773531640546,3496782,0.4765286567641326
4904,2010-01-15,16.947509196227692,7276013,0.44598708411125504
2412,2010-01-18,32.89402418796753,10519918,0.5632538388350605
3045,2010-01-18,29.68773531640546,3831742,0.4765286567641326
4904,2010-01-18,16.947509196227692,2174571,0.44598708411125504
2412,2010-01-19,32.83769880408403,17813284,0.5632538388350605
3045,2010-01-19,29.783041047758285,2672354,0.4765286567641326
4904,2010-01-19,16.902910487816566,5362236,0.44598708411125504
2412,2010-01-20,32.72504803631702,28360976,0.5632538388350605
3045,2010-01-20,29.54477671937622,3605169,0.4765286567641326
4904,2010-01-20,16.902910487816566,2641050,0.44598708411125504
3045,2010-01-21,29.8306939134347,4065941,0.4765286567641326
4904,2010-01-21,16.83601242519988,1853147,0.44598708411125504
3045,2010-01-22,29.497123853699808,3956059,0.4765286567641326
4904,2010-01-22,17.01440725884438,13146100,0.44598708411125504
3045,2010-01-25,29.449470988023393,2861067,0.4765286567641326
4904,2010-01-25,16.947509196227692,3624183,0.44598708411125504
3045,2010-01-26,29.06824806261209,6269383,0.4765286567641326
4904,2010-01-26,16.85831177940544,8634089,0.44598708411125504
3045,2010-01-27,29.40181812234698,6163188,0.4765286567641326
4904,2010-01-27,17.125904029872192,13879720,0.44598708411125504
3045,2010-01-28,28.92528946558285,4507928,0.4765286567641326
4904,2010-01-28,17.10360467566663,3597535,0.44598708411125504
3045,2010-01-29,29.497123853699808,9365763,0.4765286567641326
4904,2010-01-29,17.304298863516696,7259983,0.44598708411125504
3045,2010-02-01,29.020595196935673,5107312,0.4765286567641326
4904,2010-02-01,17.059005967255505,4381498,0.44598708411125504
3045,2010-02-02,28.734678002877192,5889696,0.4765286567641326
4904,2010-02-02,17.125904029872192,12366824,0.44598708411125504
3045,2010-02-03,29.06824806261209,5256939,0.4765286567641326
4904,2010-02-03,17.393496280338947,15137782,0.44598708411125504
3045,2010-02-04,29.449470988023393,5139744,0.4765286567641326
4904,2010-02-04,17.10360467566663,9116302,0.44598708411125504
3045,2010-02-05,29.06824806261209,7786139,0.4765286567641326
4904,2010-02-05,16.59071952893869,12621189,0.44598708411125504
3045,2010-02-06,29.40181812234698,4006538,0.4765286567641326
4904,2010-02-06,16.947509196227692,3703333,0.44598708411125504
2412,2010-02-08,33.62625417845312,79665728,0.5632538388350605
3045,2010-02-08,28.734678002877192,5449293,0.4765286567641326
4904,2010-02-08,16.63531823734981,5623480,0.44598708411125504
2412,2010-02-09,33.68257956233662,29610266,0.5632538388350605
3045,2010-02-09,28.591719405847954,10420880,0.4765286567641326
4904,2010-02-09,16.657617591555375,8017788,0.44598708411125504
2412,2010-02-10,33.40095264291909,28701627,0.5632538388350605
3045,2010-02-10,28.591719405847954,5813989,0.4765286567641326
4904,2010-02-10,16.679916945760937,11190594,0.44598708411125504
2412,2010-02-22,33.569928794569606,24610735,0.5632538388350605
3045,2010-02-22,28.25814934611306,10721494,0.4765286567641326
4904,2010-02-22,16.746815008377624,2537677,0.44598708411125504
2412,2010-02-23,33.795230330103635,21144976,0.5632538388350605
3045,2010-02-23,28.496413674495127,2913333,0.4765286567641326
4904,2010-02-23,16.76911436258319,2994652,0.44598708411125504
2412,2010-02-24,33.4572780268026,20612912,0.5632538388350605
3045,2010-02-24,28.401107943142303,3468380,0.4765286567641326
4904,2010-02-24,16.76911436258319,4541886,0.44598708411125504
2412,2010-02-25,33.40095264291909,18792412,0.5632538388350605
3045,2010-02-25,28.496413674495127,5075362,0.4765286567641326
4904,2010-02-25,16.76911436258319,6605026,0.44598708411125504
2412,2010-02-26,33.68257956233662,14650367,0.5632538388350605
3045,2010-02-26,28.63937227152437,2288446,0.4765286567641326
4904,2010-02-26,17.036706613049944,5696000,0.44598708411125504
2412,2010-03-01,34.921738007773754,32634577,0.5632538388350605
3045,2010-03-01,28.782330868553608,6198350,0.4765286567641326
4904,2010-03-01,17.01440725884438,5512213,0.44598708411125504
2412,2010-03-02,34.64011108835622,13199057,0.5632538388350605
3045,2010-03-02,29.25885952531774,15527275,0.4765286567641326
4904,2010-03-02,16.85831177940544,2643400,0.44598708411125504
2412,2010-03-03,34.358484168938695,13918127,0.5632538388350605
3045,2010-03-03,28.829983734230023,3400106,0.4765286567641326
4904,2010-03-03,16.813713070994318,4032506,0.44598708411125504
2412,2010-03-04,34.133182633404665,13003015,0.5632538388350605
3045,2010-03-04,28.448760808818715,5738507,0.4765286567641326
4904,2010-03-04,16.85831177940544,4413922,0.44598708411125504
2412,2010-03-05,34.189508017288176,9877895,0.5632538388350605
3045,2010-03-05,28.782330868553608,2727568,0.4765286567641326
4904,2010-03-05,17.01440725884438,6538188,0.44598708411125504
2412,2010-03-08,34.189508017288176,10101201,0.5632538388350605
3045,2010-03-08,28.63937227152437,3275248,0.4765286567641326
4904,2010-03-08,16.880611133611005,5513673,0.44598708411125504
2412,2010-03-09,34.07685724952116,6980319,0.5632538388350605
3045,2010-03-09,28.877636599906435,5283958,0.4765286567641326
4904,2010-03-09,16.902910487816566,5428270,0.44598708411125504
2412,2010-03-10,34.133182633404665,9636923,0.5632538388350605
3045,2010-03-10,28.829983734230023,2803455,0.4765286567641326
4904,2010-03-10,16.92520984202213,6453882,0.44598708411125504
2412,2010-03-11,34.24583340117168,7504587,0.5632538388350605
3045,2010-03-11,28.591719405847954,4792706,0.4765286567641326
4904,2010-03-11,16.85831177940544,2532035,0.44598708411125504
2412,2010-03-12,34.4711349367057,4226623,0.5632538388350605
3045,2010-03-12,28.734678002877192,4741815,0.4765286567641326
4904,2010-03-12,16.902910487816566,5323394,0.44598708411125504
2412,2010-03-15,34.24583340117168,6868986,0.5632538388350605
3045,2010-03-15,28.782330868553608,5753120,0.4765286567641326
4904,2010-03-15,16.902910487816566,3517769,0.44598708411125504
2412,2010-03-16,34.24583340117168,5313543,0.5632538388350605
3045,2010-03-16,28.591719405847954,4084583,0.4765286567641326
4904,2010-03-16,17.01440725884438,3064432,0.44598708411125504
2412,2010-03-17,34.527460320589206,8683596,0.5632538388350605
3045,2010-03-17,28.782330868553608,7435993,0.4765286567641326
4904,2010-03-17,17.059005967255505,5162181,0.44598708411125504
2412,2010-03-18,34.4711349367057,9932927,0.5632538388350605
3045,2010-03-18,28.734678002877192,6649061,0.4765286567641326
4904,2010-03-18,16.92520984202213,6471091,0.44598708411125504
2412,2010-03-19,34.64011108835622,12161319,0.5632538388350605
3045,2010-03-19,28.97294233125926,7738862,0.4765286567641326
4904,2010-03-19,17.081305321461066,5495161,0.44598708411125504
2412,2010-03-22,34.24583340117168,10454755,0.5632538388350605
3045,2010-03-22,28.877636599906435,6004956,0.4765286567641326
4904,2010-03-22,16.92520984202213,3383015,0.44598708411125504
2412,2010-03-23,34.302158785055184,5486115,0.5632538388350605
3045,2010-03-23,28.782330868553608,4760015,0.4765286567641326
4904,2010-03-23,16.92520984202213,3351432,0.44598708411125504
2412,2010-03-24,34.302158785055184,7766586,0.5632538388350605
3045,2010-03-24,29.06824806261209,8781592,0.4765286567641326
4904,2010-03-24,17.01440725884438,4553459,0.44598708411125504
2412,2010-03-25,34.358484168938695,8801840,0.5632538388350605
3045,2010-03-25,28.829983734230023,4918792,0.4765286567641326
4904,2010-03-25,16.947509196227692,5944379,0.44598708411125504
2412,2010-03-26,34.4148095528222,9182482,0.5632538388350605
3045,2010-03-26,28.782330868553608,6602071,0.4765286567641326
4904,2010-03-26,16.947509196227692,9099755,0.44598708411125504
2412,2010-03-29,34.527460320589206,10056250,0.5632538388350605
3045,2010-03-29,28.782330868553608,4060043,0.4765286567641326
4904,2010-03-29,16.947509196227692,4907858,0.44598708411125504
2412,2010-03-30,34.97806339165726,20801607,0.5632538388350605
3045,2010-03-30,28.687025137200784,6685094,0.4765286567641326
4904,2010-03-30,16.969808550433253,6696669,0.44598708411125504
2412,2010-03-31,34.97806339165726,29340157,0.5632538388350605
3045,2010-03-31,28.496413674495127,7827229,0.4765286567641326
4904,2010-03-31,16.947509196227692,4184672,0.44598708411125504
2412,2010-04-01,34.86541262389024,19019720,0.5632538388350605
3045,2010-04-01,28.544066540171542,8673867,0.4765286567641326
4904,2010-04-01,17.081305321461066,6237032,0.44598708411125504
2412,2010-04-02,34.80908724000674,6170905,0.5632538388350605
3045,2010-04-02,28.63937227152437,4182974,0.4765286567641326
4904,2010-04-02,16.969808550433253,4355213,0.44598708411125504
2412,2010-04-06,34.752761856123236,12401432,0.5632538388350605
3045,2010-04-06,28.591719405847954,4251842,0.4765286567641326
4904,2010-04-06,17.036706613049944,3936194,0.44598708411125504
2412,2010-04-07,34.80908724000674,15851226,0.5632538388350605
3045,2010-04-07,28.591719405847954,4418074,0.4765286567641326
4904,2010-04-07,17.081305321461066,4875242,0.44598708411125504
2412,2010-04-08,34.69643647223973,17997944,0.5632538388350605
3045,2010-04-08,28.591719405847954,6025188,0.4765286567641326
4904,2010-04-08,17.081305321461066,2939121,0.44598708411125504
2412,2010-04-09,34.752761856123236,7740359,0.5632538388350605
3045,2010-04-09,28.496413674495127,2303266,0.4765286567641326
4904,2010-04-09,16.947509196227692,5686135,0.44598708411125504
2412,2010-04-12,34.64011108835622,8818887,0.5632538388350605
3045,2010-04-12,28.829983734230023,7198018,0.4765286567641326
4904,2010-04-12,16.992107904638818,5005442,0.44598708411125504
2412,2010-04-13,34.752761856123236,11383407,0.5632538388350605
3045,2010-04-13,28.829983734230023,4988768,0.4765286567641326
4904,2010-04-13,16.947509196227692,3342269,0.44598708411125504
2412,2010-04-14,34.752761856123236,9062474,0.5632538388350605
3045,2010-04-14,28.591719405847954,3021442,0.4765286567641326
4904,2010-04-14,16.947509196227692,4812289,0.44598708411125504
2412,2010-04-15,34.86541262389024,10586429,0.5632538388350605
3045,2010-04-15,28.734678002877192,3101626,0.4765286567641326
4904,2010-04-15,16.969808550433253,5548317,0.44598708411125504
2412,2010-04-16,34.86541262389024,11036966,0.5632538388350605
3045,2010-04-16,28.734678002877192,5195590,0.4765286567641326
4904,2010-04-16,16.947509196227692,6780541,0.44598708411125504
2412,2010-04-19,34.64011108835622,19518102,0.5632538388350605
3045,2010-04-19,28.63937227152437,3584053,0.4765286567641326
4904,2010-04-19,16.92520984202213,6585552,0.44598708411125504
2412,2010-04-20,34.527460320589206,20376224,0.5632538388350605
3045,2010-04-20,28.63937227152437,2915470,0.4765286567641326
4904,2010-04-20,16.880611133611005,7139615,0.44598708411125504
2412,2010-04-21,34.4711349367057,17486166,0.5632538388350605
3045,2010-04-21,28.591719405847954,3082129,0.4765286567641326
4904,2010-04-21,16.85831177940544,6508825,0.44598708411125504
2412,2010-04-22,34.64011108835622,10606528,0.5632538388350605
3045,2010-04-22,28.019885017730996,11167168,0.4765286567641326
4904,2010-04-22,16.83601242519988,5556798,0.44598708411125504
2412,2010-04-23,34.64011108835622,6784426,0.5632538388350605
3045,2010-04-23,28.019885017730996,7258525,0.4765286567641326
4904,2010-04-23,16.813713070994318,5569162,0.44598708411125504
2412,2010-04-26,34.86541262389024,16562711,0.5632538388350605
3045,2010-04-26,28.401107943142303,4415295,0.4765286567641326
4904,2010-04-26,17.059005967255505,5337171,0.44598708411125504
2412,2010-04-27,34.752761856123236,8014299,0.5632538388350605
3045,2010-04-27,28.401107943142303,4550985,0.4765286567641326
4904,2010-04-27,17.036706613049944,3390663,0.44598708411125504
2412,2010-04-28,34.69643647223973,19657337,0.5632538388350605
3045,2010-04-28,28.25814934611306,6272780,0.4765286567641326
4904,2010-04-28,17.059005967255505,5901418,0.44598708411125504
2412,2010-04-29,34.64011108835622,10997918,0.5632538388350605
3045,2010-04-29,28.21049648043665,5430736,0.4765286567641326
4904,2010-04-29,17.036706613049944,2747658,0.44598708411125504
2412,2010-04-30,34.64011108835622,12210802,0.5632538388350605
3045,2010-04-30,28.687025137200784,19684509,0.4765286567641326
4904,2010-04-30,17.059005967255505,5349551,0.44598708411125504
2412,2010-05-03,34.80908724000674,11811920,0.5632538388350605
3045,2010-05-03,28.448760808818715,9305923,0.4765286567641326
4904,2010-05-03,17.036706613049944,1568734,0.44598708411125504
2412,2010-05-04,34.64011108835622,11947222,0.5632538388350605
3045,2010-05-04,28.63937227152437,9147052,0.4765286567641326
4904,2010-05-04,16.992107904638818,2977458,0.44598708411125504
2412,2010-05-05,34.07685724952116,44529835,0.5632538388350605
3045,2010-05-05,28.63937227152437,11235922,0.4765286567641326
4904,2010-05-05,17.01440725884438,11336634,0.44598708411125504
2412,2010-05-06,34.358484168938695,37657267,0.5632538388350605
3045,2010-05-06,28.496413674495127,13490121,0.4765286567641326
4904,2010-05-06,16.92520984202213,6910363,0.44598708411125504
2412,2010-05-07,34.24583340117168,29412503,0.5632538388350605
3045,2010-05-07,28.353455077465888,10561120,0.4765286567641326
4904,2010-05-07,16.902910487816566,7283616,0.44598708411125504
2412,2010-05-10,34.64011108835622,22128310,0.5632538388350605
3045,2010-05-10,28.591719405847954,7803987,0.4765286567641326
4904,2010-05-10,16.947509196227692,4728050,0.44598708411125504
2412,2010-05-11,34.4148095528222,13704216,0.5632538388350605
3045,2010-05-11,28.401107943142303,9517803,0.4765286567641326
4904,2010-05-11,16.7022162999665,12579776,0.44598708411125504
2412,2010-05-12,34.752761856123236,11969774,0.5632538388350605
3045,2010-05-12,28.401107943142303,5275061,0.4765286567641326
4904,2010-05-12,16.85831177940544,6427045,0.44598708411125504
2412,2010-05-13,34.86541262389024,15377887,0.5632538388350605
3045,2010-05-13,28.63937227152437,3473290,0.4765286567641326
4904,2010-05-13,16.880611133611005,6411596,0.44598708411125504
2412,2010-05-14,34.69643647223973,10535186,0.5632538388350605
3045,2010-05-14,28.591719405847954,5085284,0.4765286567641326
4904,2010-05-14,16.880611133611005,1784990,0.44598708411125504
2412,2010-05-17,34.80908724000674,8601228,0.5632538388350605
3045,2010-05-17,28.687025137200784,5881029,0.4765286567641326
4904,2010-05-17,16.880611133611005,3719476,0.44598708411125504
2412,2010-05-18,34.80908724000674,14260714,0.5632538388350605
3045,2010-05-18,28.782330868553608,4401120,0.4765286567641326
4904,2010-05-18,16.880611133611005,2511334,0.44598708411125504
2412,2010-05-19,34.80908724000674,15145982,0.5632538388350605
3045,2010-05-19,28.829983734230023,3449699,0.4765286567641326
4904,2010-05-19,16.880611133611005,4623598,0.44598708411125504
2412,2010-05-20,34.80908724000674,20027821,0.5632538388350605
3045,2010-05-20,28.687025137200784,2829961,0.4765286567641326
4904,2010-05-20,16.902910487816566,4221680,0.44598708411125504
2412,2010-05-21,34.80908724000674,37700969,0.5632538388350605
3045,2010-05-21,28.782330868553608,5249990,0.4765286567641326
4904,2010-05-21,16.947509196227692,6202419,0.44598708411125504
2412,2010-05-24,34.69643647223973,13433484,0.5632538388350605
3045,2010-05-24,28.877636599906435,2634635,0.4765286567641326
4904,2010-05-24,16.947509196227692,2390838,0.44598708411125504
2412,2010-05-25,34.4711349367057,25179200,0.5632538388350605
3045,2010-05-25,28.92528946558285,5277374,0.4765286567641326
4904,2010-05-25,16.83601242519988,4204514,0.44598708411125504
2412,2010-05-26,34.97806339165726,27419261,0.5632538388350605
3045,2010-05-26,28.829983734230023,4917100,0.4765286567641326
4904,2010-05-26,16.902910487816566,3491534,0.44598708411125504
2412,2010-05-27,34.58378570447272,25829623,0.5632538388350605
3045,2010-05-27,28.782330868553608,2603301,0.4765286567641326
4904,2010-05-27,16.947509196227692,2696937,0.44598708411125504
2412,2010-05-28,34.527460320589206,36948232,0.5632538388350605
3045,2010-05-28,28.92528946558285,4322761,0.4765286567641326
4904,2010-05-28,16.992107904638818,3230143,0.44598708411125504
2412,2010-05-31,34.86541262389024,11086231,0.5632538388350605
3045,2010-05-31,29.163553793964915,4065305,0.4765286567641326
4904,2010-05-31,17.10360467566663,1831154,0.44598708411125504
2412,2010-06-01,34.752761856123236,8549537,0.5632538388350605
3045,2010-06-01,28.877636599906435,3694494,0.4765286567641326
4904,2010-06-01,16.969808550433253,3104039,0.44598708411125504
2412,2010-06-02,34.64011108835622,15055715,0.5632538388350605
3045,2010-06-02,28.877636599906435,5253594,0.4765286567641326
4904,2010-06-02,17.01440725884438,2079223,0.44598708411125504
2412,2010-06-03,34.752761856123236,13579540,0.5632538388350605
3045,2010-06-03,29.25885952531774,4189768,0.4765286567641326
4904,2010-06-03,17.170502738283318,5205212,0.44598708411125504
2412,2010-06-04,34.80908724000674,9626536,0.5632538388350605
3045,2010-06-04,29.449470988023393,2992926,0.4765286567641326
4904,2010-06-04,17.170502738283318,1678852,0.44598708411125504
2412,2010-06-07,34.80908724000674,13518182,0.5632538388350605
3045,2010-06-07,29.592429585052635,7780334,0.4765286567641326
4904,2010-06-07,17.059005967255505,2613344,0.44598708411125504
2412,2010-06-08,34.69643647223973,13278018,0.5632538388350605
3045,2010-06-08,29.640082450729047,4848455,0.4765286567641326
4904,2010-06-08,17.19280209248888,2106048,0.44598708411125504
2412,2010-06-09,34.80908724000674,9499756,0.5632538388350605
3045,2010-06-09,29.449470988023393,6655723,0.4765286567641326
4904,2010-06-09,17.281999509311134,7075739,0.44598708411125504
2412,2010-06-10,35.14703954330778,15487613,0.5632538388350605
3045,2010-06-10,29.8306939134347,5848952,0.4765286567641326
4904,2010-06-10,17.50499305136676,4022344,0.44598708411125504
2412,2010-06-11,35.3723410788418,18032411,0.5632538388350605
3045,2010-06-11,30.593139764257312,8120046,0.4765286567641326
4904,2010-06-11,17.794884656039077,6105687,0.44598708411125504
2412,2010-06-14,35.484991846608814,10211316,0.5632538388350605
3045,2010-06-14,30.497834032904485,4317523,0.4765286567641326
4904,2010-06-14,17.81718401024464,4694942,0.44598708411125504
2412,2010-06-15,35.879269533793355,23481065,0.5632538388350605
3045,2010-06-15,30.40252830155166,5529995,0.4765286567641326
4904,2010-06-15,17.973279489683577,3149423,0.44598708411125504
2412,2010-06-17,35.65396799825933,22351393,0.5632538388350605
3045,2010-06-17,30.92670982399221,9036781,0.4765286567641326
4904,2010-06-17,17.973279489683577,3865702,0.44598708411125504
2412,2010-06-18,35.99192030156037,9911116,0.5632538388350605
3045,2010-06-18,30.974362689668617,5504953,0.4765286567641326
4904,2010-06-18,17.81718401024464,2656122,0.44598708411125504
2412,2010-06-21,35.879269533793355,16992696,0.5632538388350605
3045,2010-06-21,31.45089134643275,10673606,0.4765286567641326
4904,2010-06-21,17.794884656039077,3523016,0.44598708411125504
2412,2010-06-22,35.76661876602634,13455311,0.5632538388350605
3045,2010-06-22,31.355585615079924,6775016,0.4765286567641326
4904,2010-06-22,17.750285947627948,2248370,0.44598708411125504
2412,2010-06-23,35.93559491767686,6640871,0.5632538388350605
3045,2010-06-23,31.069668421021447,8878112,0.4765286567641326
4904,2010-06-23,17.750285947627948,2246012,0.44598708411125504
2412,2010-06-24,35.93559491767686,5521446,0.5632538388350605
3045,2010-06-24,30.974362689668617,5536871,0.4765286567641326
4904,2010-06-24,17.750285947627948,1954574,0.44598708411125504
2412,2010-06-25,35.65396799825933,6034005,0.5632538388350605
3045,2010-06-25,30.545486898580897,10063392,0.4765286567641326
4904,2010-06-25,17.750285947627948,2877059,0.44598708411125504
2412,2010-06-28,35.93559491767686,7780134,0.5632538388350605
3045,2010-06-28,30.974362689668617,6836802,0.4765286567641326
