code,date,adjusted_close,volume,backward_adjustment_factor
4904,2010-06-28,17.571891113983447,4202010,0.44598708411125504
2412,2010-06-29,35.879269533793355,12636736,0.5632538388350605
3045,2010-06-29,31.069668421021447,7942611,0.4765286567641326
4904,2010-06-29,17.705687239216825,5471187,0.44598708411125504
2412,2010-06-30,35.99192030156037,17758212,0.5632538388350605
3045,2010-06-30,31.307932749403513,6561352,0.4765286567641326
4904,2010-06-30,17.705687239216825,6166600,0.44598708411125504
2412,2010-07-01,36.16089645321089,17630069,0.5632538388350605
3045,2010-07-01,31.212627018050686,7950625,0.4765286567641326
4904,2010-07-01,17.705687239216825,5316327,0.44598708411125504
2412,2010-07-02,36.61149952427893,38254791,0.5632538388350605
3045,2010-07-02,32.11803146590254,53509121,0.4765286567641326
4904,2010-07-02,17.90638142706689,7253761,0.44598708411125504
2412,2010-07-05,36.83680105981296,17472250,0.5632538388350605
3045,2010-07-05,31.258048901399462,11766380,0.5149596194629236
4904,2010-07-05,18.107075614916955,3794302,0.44598708411125504
2412,2010-07-06,37.17475336311399,21965800,0.5632538388350605
3045,2010-07-06,31.258048901399462,11909924,0.5149596194629236
4904,2010-07-06,18.7983555952894,13535811,0.44598708411125504
2412,2010-07-07,37.00577721146348,7906376,0.5632538388350605
3045,2010-07-07,31.361040825292044,6968780,0.5149596194629236
4904,2010-07-07,18.842954303700527,5614582,0.44598708411125504
2412,2010-07-08,37.17475336311399,12252920,0.5632538388350605
3045,2010-07-08,31.412536787238338,7522657,0.5149596194629236
4904,2010-07-08,18.95445107472834,4274848,0.44598708411125504
2412,2010-07-09,37.17475336311399,14522523,0.5632538388350605
3045,2010-07-09,31.412536787238338,5462959,0.5149596194629236
4904,2010-07-09,19.400438158839595,10233390,0.44598708411125504
2412,2010-07-12,37.17475336311399,12574390,0.5632538388350605
3045,2010-07-12,31.309544863345753,8339603,0.5149596194629236
4904,2010-07-12,19.712629117717473,8817111,0.44598708411125504
2412,2010-07-13,37.17475336311399,8016407,0.5632538388350605
3045,2010-07-13,31.103561015560583,5235750,0.5149596194629236
4904,2010-07-13,19.400438158839595,7626469,0.44598708411125504
2412,2010-07-14,37.40005489864802,13782484,0.5632538388350605
3045,2010-07-14,31.155056977506877,16485063,0.5149596194629236
4904,2010-07-14,19.422737513045156,4927729,0.44598708411125504
2412,2010-07-15,37.06210259534698,10501406,0.5632538388350605
3045,2010-07-15,31.05206505361429,7027720,0.5149596194629236
4904,2010-07-15,19.35583945042847,3826759,0.44598708411125504
2412,2010-07-16,37.11842797923049,10146441,0.5632538388350605
3045,2010-07-16,31.412536787238338,5822195,0.5149596194629236
4904,2010-07-16,19.266642033606217,3215480,0.44598708411125504
2412,2010-07-19,37.2310787469975,8472095,0.5632538388350605
3045,2010-07-19,31.824504482808674,8162250,0.5149596194629236
4904,2010-07-19,19.53423428407297,6626978,0.44598708411125504
2412,2010-07-20,37.34372951476451,9224354,0.5632538388350605
3045,2010-07-20,31.927496406701263,5318387,0.5149596194629236
4904,2010-07-20,19.511934929867408,5636461,0.44598708411125504
2412,2010-07-21,37.56903105029854,14140016,0.5632538388350605
3045,2010-07-21,31.978992368647553,4345405,0.5149596194629236
4904,2010-07-21,19.511934929867408,4483153,0.44598708411125504
2412,2010-07-22,37.51270566641503,7963300,0.5632538388350605
3045,2010-07-22,31.927496406701263,3929388,0.5149596194629236
4904,2010-07-22,19.511934929867408,3731668,0.44598708411125504
2412,2010-07-23,37.96330873748308,26474946,0.5632538388350605
3045,2010-07-23,32.28796814032531,7516132,0.5149596194629236
4904,2010-07-23,19.734928471923034,5924944,0.44598708411125504
2412,2010-07-26,37.85065796971607,16497446,0.5632538388350605
3045,2010-07-26,32.59694391200306,10772305,0.5149596194629236
4904,2010-07-26,19.734928471923034,3066770,0.44598708411125504
2412,2010-07-27,37.681681818065556,16535463,0.5632538388350605
3045,2010-07-27,32.54544795005677,6865266,0.5149596194629236
4904,2010-07-27,19.645731055100782,2384588,0.44598708411125504
2412,2010-07-28,37.681681818065556,12228824,0.5632538388350605
3045,2010-07-28,32.54544795005677,1995411,0.5149596194629236
4904,2010-07-28,19.578832992484095,3312487,0.44598708411125504
2412,2010-07-29,38.019634121366586,36230130,0.5632538388350605
3045,2010-07-29,32.64843987394935,4433280,0.5149596194629236
4904,2010-07-29,19.891023951361976,4638311,0.44598708411125504
2412,2010-07-30,38.244935656900616,28984889,0.5632538388350605
3045,2010-07-30,32.54544795005677,7341936,0.5149596194629236
4904,2010-07-30,19.891023951361976,4941456,0.44598708411125504
2412,2010-08-02,38.582887960201646,29291252,0.5632538388350605
3045,2010-08-02,32.75143179784194,5982054,0.5149596194629236
4904,2010-08-02,20.047119430800915,4027892,0.44598708411125504
2412,2010-08-03,38.751864111852164,30727495,0.5632538388350605
3045,2010-08-03,32.44245602616419,7272113,0.5149596194629236
4904,2010-08-03,20.069418785006476,3554519,0.44598708411125504
2412,2010-08-04,38.86451487961918,21818815,0.5632538388350605
3045,2010-08-04,32.3394641022716,8083527,0.5149596194629236
4904,2010-08-04,20.114017493417602,2905688,0.44598708411125504
2412,2010-08-05,38.808189495735675,20708570,0.5632538388350605
3045,2010-08-05,32.3394641022716,9263552,0.5149596194629236
4904,2010-08-05,20.15861620182873,4209704,0.44598708411125504
2412,2010-08-06,38.86451487961918,34135256,0.5632538388350605
3045,2010-08-06,32.3394641022716,4547585,0.5149596194629236
4904,2010-08-06,20.292412327062106,3799205,0.44598708411125504
2412,2010-08-09,38.52656257631814,34586295,0.5632538388350605
3045,2010-08-09,32.28796814032531,4986178,0.5149596194629236
4904,2010-08-09,20.20321491023985,8451145,0.44598708411125504
2412,2010-08-10,38.07595950525009,35166718,0.5632538388350605
3045,2010-08-10,31.773008520862387,16578226,0.5149596194629236
4904,2010-08-10,19.846687588294444,5848759,0.47536976259387886
2412,2010-08-11,38.1322848891336,44983410,0.5632538388350605
3045,2010-08-11,31.464032749184632,9983969,0.5149596194629236
4904,2010-08-11,19.490160266349033,8062935,0.47536976259387886
2412,2010-08-12,38.22815486999879,33241838,0.5991873804075045
3045,2010-08-12,31.412536787238338,10424408,0.5149596194629236
4904,2010-08-12,19.490160266349033,4330776,0.47536976259387886
2412,2010-08-13,38.34799234608029,16023142,0.5991873804075045
3045,2010-08-13,31.87600044475497,3873158,0.5149596194629236
4904,2010-08-13,19.609002706997504,3473361,0.47536976259387886
2412,2010-08-16,38.46782982216179,15475987,0.5991873804075045
3045,2010-08-16,32.081984292540135,5090975,0.5149596194629236
4904,2010-08-16,19.609002706997504,2276920,0.47536976259387886
2412,2010-08-17,38.887260988447046,13767854,0.5991873804075045
3045,2010-08-17,32.03048833059385,4499883,0.5149596194629236
4904,2010-08-17,19.727845147645972,2771898,0.47536976259387886
2412,2010-08-18,39.126935940610046,16193147,0.5991873804075045
