year,base_cagr,l1_cagr,cagr_giveback_pp,base_mdd,l1_mdd,mdd_improve_pp
2023,0.07476627864770169,0.08416976188457048,-0.9403483236868793,-0.0697097989944011,-0.06315372236813344,0.6556076626267671
2024,0.2231314862441287,0.11885609843265987,10.427538781146882,-0.06880445663658341,-0.052630347302010105,1.6174109334573306
2025,0.19186593231766746,0.15475247684995708,3.711345546771039,-0.09194772945846086,-0.06099998568834042,3.094774377012044
2026,0.6826953584500548,0.3492306462450683,33.34647122049865,-0.1445685098357412,-0.06740181535279899,7.716669448294223
