stock_id,router,fiscal_year,record_date,announcement_date,announcement_time,signal_date,cash_ex_date,cash_payment_date,cash_dividend,stock_dividend,prior_cash_dividend,dividend_growth
2834,R2,108年,2020-07-28,2020-07-07,18:00:38,2020-07-08,2020-07-22,2020-08-26,0.2,0.5,0.3,-0.33333333333333326
2834,R2,109年,2021-09-14,2021-08-25,11:16:52,2021-08-26,2021-09-08,2021-10-13,0.1,0.34,0.2,-0.5
2834,R2,110年,2022-08-08,2022-07-18,10:57:45,2022-07-19,2022-08-02,2022-09-07,0.1,0.37,0.1,0.0
2834,R2,111年,2023-09-08,2023-08-17,14:16:45,2023-08-18,2023-08-31,2023-10-06,0.1,0.24,0.1,0.0
2834,R2,112年,2024-08-16,2024-07-23,17:46:42,2024-07-26,2024-08-08,2024-09-13,0.2,1.15,0.1,1.0
2834,R2,113年,2025-08-11,2025-07-21,16:37:00,2025-07-22,2025-08-05,2025-09-09,0.2,0.6,0.2,0.0
2834,R2,114年,2026-08-10,2026-07-20,16:37:18,2026-07-21,2026-08-04,2026-09-02,0.3,0.7,0.2,0.4999999999999998
2834,R2,95年,2006-11-14,2006-10-25,14:45:16,2006-10-26,,,0.0,0.0,0.3,-1.0
2834,R2,98年,2010-09-14,2010-08-24,14:04:55,2010-08-25,,,0.0,0.4,0.0,
2834,R2,99年,2011-09-14,2011-08-23,16:04:59,2011-08-24,,,0.0,0.45,0.0,
2834,R2,100年,2011-11-07,2011-10-25,15:43:34,2011-10-26,,,0.0,0.0,0.0,
2834,R2,100年,2012-07-16,2012-06-26,18:22:01,2012-06-27,,,0.0,0.4,0.0,
2834,R2,101年,2013-08-19,2013-07-29,09:42:07,2013-07-30,,,0.0,0.4,0.0,
2834,R2,102年,2014-08-18,2014-07-24,20:26:07,2014-07-25,,,0.0,0.4,0.0,
2834,R2,103年,2015-08-31,2015-08-11,10:32:18,2015-08-12,,,0.0,0.73,0.0,
2880,R1,93年,2005-08-16,2005-07-26,11:37:17,2005-07-27,2005-08-10,,0.7,0.7,,
2880,R1,94年,2006-08-08,2006-07-03,14:50:26,2006-07-04,2006-08-02,,1.4,0.0,0.7,1.0
2880,R1,95年,2007-08-06,2007-07-03,14:56:31,2007-07-04,2007-07-31,,1.0,0.0,1.4,-0.2857142857142857
2880,R1,96年,2008-08-19,2008-07-30,09:25:19,2008-07-31,2008-08-13,,1.0,0.2,1.0,0.0
2880,R1,98年,2010-08-18,2010-07-29,10:41:26,2010-07-30,2010-08-12,,0.2,0.549999999,1.0,-0.8
2880,R1,99年,2011-08-17,2011-07-27,14:44:58,2011-07-28,2011-08-11,,0.3,0.6,0.2,0.4999999999999998
2880,R1,100年,2012-08-21,2012-07-31,17:12:54,2012-08-01,2012-08-15,,0.5,0.5,0.3,0.6666666666666667
2880,R1,101年,2013-08-21,2013-07-30,16:12:53,2013-07-31,2013-08-15,,0.5,0.5,0.5,0.0
2880,R1,102年,2014-08-22,2014-07-29,15:56:35,2014-07-30,2014-08-14,2014-09-05,0.7,0.3,0.5,0.3999999999999999
2880,R1,103年,2015-08-21,2015-07-29,09:29:50,2015-07-30,2015-08-13,2015-09-04,0.62,0.62,0.7,-0.11428571428571421
2880,R1,104年,2016-08-25,2016-07-29,10:50:43,2016-08-01,2016-08-18,2016-09-09,0.63,0.62,0.62,0.016129032258064502
2880,R1,105年,2017-08-25,2017-08-02,15:13:19,2017-08-03,2017-08-17,2017-09-15,0.7,0.5,0.63,0.11111111111111094
2880,R1,106年,2018-08-24,2018-07-31,15:28:34,2018-08-01,2018-08-16,2018-09-14,0.5,0.45,0.7,-0.2857142857142857
2880,R1,107年,2019-08-23,2019-07-30,09:46:54,2019-07-31,2019-08-15,2019-09-12,0.545,0.545,0.5,0.09000000000000008
2880,R1,108年,2020-08-21,2020-07-29,10:04:35,2020-07-30,2020-08-13,2020-09-11,0.5603,0.5603,0.545,0.028073394495412796
2880,R1,109年,2021-09-24,2021-08-27,17:54:00,2021-08-30,2021-09-16,2021-10-08,0.265,0.264,0.5603,-0.5270390862038195
2880,R1,110年,2022-08-19,2022-07-26,16:46:07,2022-07-27,2022-08-11,2022-09-08,0.78,0.34,0.265,1.9433962264150941
2880,R1,111年,2023-08-25,2023-08-02,09:09:07,2023-08-04,2023-08-17,2023-09-08,0.59,0.0,0.78,-0.2435897435897436
2880,R1,112年,2024-08-19,2024-07-30,09:57:20,2024-07-31,2024-08-13,2024-08-30,1.2,0.1,0.59,1.0338983050847457
2880,R1,113年,2025-08-19,2025-07-29,09:50:58,2025-07-30,2025-08-13,2025-08-29,1.25,0.1,1.2,0.04166666666666674
2880,R1,114年,2026-08-19,2026-07-27,18:11:42,2026-07-28,2026-08-13,2026-08-28,1.35,0.1,1.25,0.08000000000000007
2880,R1,100年,2011-11-13,2011-10-31,16:41:09,2011-11-01,,,0.0,0.0,1.35,-1.0
2881,R4,93年,2005-07-28,2005-07-07,15:52:49,2005-07-08,2005-07-21,,1.7,0.0,,
2881,R4,94年,2006-07-28,2006-07-04,08:43:48,2006-07-05,2006-07-20,,1.15,0.0,1.7,-0.32352941176470595
2881,R4,95年,2007-07-27,2007-07-06,17:55:19,2007-07-09,2007-07-19,,1.0,0.0,1.15,-0.13043478260869557
2881,R4,96年,2008-07-11,2008-06-19,09:56:57,2008-06-20,2008-07-03,,1.5,0.0,1.0,0.5
2881,R4,98年,2010-08-17,2010-08-06,17:25:45,2010-08-09,2010-08-11,,1.99785506,0.49946376,1.5,0.3319033733333334
2881,R4,99年,2011-08-23,2011-08-03,09:53:12,2011-08-04,2011-08-17,,0.9989142,0.4994571,1.99785506,-0.5000066721556868
2881,R4,100年,2012-08-15,2012-07-23,11:11:54,2012-07-24,2012-08-09,,0.99873978,0.4993698916,0.9989142,-0.00017460959109405483
2881,R4,101年,2013-07-07,2013-06-17,10:25:06,2013-06-18,2013-07-01,,1.0,0.0,0.99873978,0.0012618101583978802
2881,R4,102年,2014-06-29,2014-06-09,09:31:30,2014-06-10,2014-06-23,,1.5,0.0,1.0,0.5
2881,R4,103年,2015-07-06,2015-06-15,10:06:55,2015-06-16,2015-06-30,2015-07-24,3.0,0.0,1.5,1.0
2881,R4,104年,2016-07-03,2016-06-08,17:19:16,2016-06-13,2016-06-27,2016-07-21,2.0,0.0,3.0,-0.33333333333333337
2881,R4,105年,2017-07-09,2017-06-16,17:53:19,2017-06-19,2017-07-03,2017-07-28,2.0,0.0,2.0,0.0
2881,R4,106年,2018-07-02,2018-06-08,18:02:18,2018-06-11,2018-06-26,2018-07-23,2.3,0.0,2.0,0.1499999999999999
2881,R4,107年,2019-07-12,2019-06-14,18:01:42,2019-06-17,2019-07-04,2019-08-08,2.0,0.0,2.3,-0.13043478260869557
2881,R4,108年,2020-07-07,2020-06-12,17:31:39,2020-06-15,2020-07-01,2020-07-28,2.0,0.0,2.0,0.0
2881,R4,109年,2021-08-01,2021-07-09,17:24:12,2021-07-12,2021-07-26,2021-08-24,3.0,0.0,2.0,0.5
2881,R4,110年,2022-08-02,2022-07-12,17:09:44,2022-07-13,2022-07-27,2022-08-25,3.5,0.0,3.0,0.16666666666666674
2881,R4,111年,2023-07-26,2023-07-06,10:07:32,2023-07-07,2023-07-20,2023-08-18,1.5,0.0,3.5,-0.5714285714285714
2881,R4,112年,2024-07-27,2024-07-04,16:55:59,2024-07-05,2024-07-19,2024-08-21,2.5,0.0,1.5,0.6666666666666667
2881,R4,113年,2025-07-07,2025-06-13,16:25:13,2025-06-16,2025-07-01,2025-07-31,4.25,0.0,2.5,0.7
2881,R4,114年,2026-07-07,2026-06-12,16:38:03,2026-06-15,2026-07-01,2026-07-31,4.25,0.0,4.25,0.0
2881,R4,105年,2016-03-30,2016-03-17,17:48:19,2016-03-18,,,0.0,0.0,4.25,-1.0
2881,R4,106年,2018-02-16,2018-02-01,16:39:22,2018-02-02,,,0.0,0.0,0.0,
2881,R4,不適用,2021-09-12,2021-08-30,16:38:32,2021-08-31,,,0.0,1.0,0.0,
2881,R4,110年,2022-09-28,2022-09-06,16:29:56,2022-09-07,,,0.0,0.5,0.0,
2881,R4,111年,2023-09-10,2023-08-22,11:54:38,2023-08-23,,,0.0,0.5,0.0,
2881,R4,112年,2024-09-15,2024-08-23,09:58:04,2024-08-26,,,0.0,0.5,0.0,
2881,R4,113年,2025-10-01,2025-09-09,17:11:55,2025-09-10,,,0.0,0.25,0.0,
2882,R4,93年,2005-07-11,2005-06-20,09:43:35,2005-06-21,2005-07-05,,2.49971746,0.0,,
2882,R4,94年,2006-07-17,2006-06-26,16:48:12,2006-06-27,2006-07-11,,1.49338648,0.0,2.49971746,-0.4025778897427871
2882,R4,95年,2007-07-13,2007-06-22,16:59:01,2007-06-23,2007-07-05,,1.5,0.0,1.49338648,0.004428538820038019
2882,R4,96年,2008-07-08,2008-06-17,16:54:57,2008-06-18,2008-07-02,,2.5,0.0,1.5,0.6666666666666667
2882,R4,98年,2010-07-12,2010-06-21,13:26:17,2010-06-22,2010-07-06,,0.5,0.0,2.5,-0.8
2882,R4,99年,2011-07-04,2011-06-13,18:34:51,2011-06-14,2011-06-28,,0.6,0.0,0.5,0.19999999999999996
2882,R4,100年,2012-07-09,2012-06-19,15:23:44,2012-06-20,2012-07-03,,0.5,0.0,0.6,-0.16666666666666663
2882,R4,101年,2013-07-27,2013-07-15,09:00:44,2013-07-16,2013-07-19,,0.7,0.0,0.5,0.3999999999999999
2882,R4,102年,2014-06-30,2014-06-09,15:31:20,2014-06-10,2014-06-24,,1.5,0.0,0.7,1.1428571428571428
2882,R4,103年,2015-07-07,2015-06-12,17:43:16,2015-06-15,2015-07-01,2015-07-30,2.0,0.0,1.5,0.33333333333333326
2882,R4,104年,2016-07-03,2016-06-08,17:30:08,2016-06-13,2016-06-27,2016-07-25,2.0,0.0,2.0,0.0
2882,R4,105年,2017-07-09,2017-06-16,17:27:20,2017-06-19,2017-07-03,2017-07-31,2.0,0.0,2.0,0.0
2882,R4,106年,2018-07-02,2018-06-08,17:15:35,2018-06-11,2018-06-26,2018-07-24,2.5,0.0,2.0,0.25
2882,R4,107年,2019-07-07,2019-06-17,17:30:41,2019-06-18,2019-07-01,2019-07-29,1.5,0.0,2.5,-0.4
2882,R4,108年,2020-07-07,2020-06-12,17:26:05,2020-06-15,2020-07-01,2020-07-29,2.0,0.0,1.5,0.33333333333333326
2882,R4,109年,2021-08-01,2021-07-09,16:24:04,2021-07-12,2021-07-26,2021-08-23,2.5,0.0,2.0,0.25
2882,R4,110年,2022-07-10,2022-06-17,19:09:51,2022-06-20,2022-07-04,2022-08-01,3.5,0.0,2.5,0.3999999999999999
2882,R4,111年,2023-07-04,2023-06-09,18:02:29,2023-06-12,2023-06-28,2023-07-26,0.9,0.0,3.5,-0.7428571428571429
2882,R4,112年,2024-07-07,2024-06-14,15:53:32,2024-06-17,2024-07-01,2024-07-29,2.0,0.0,0.9,1.2222222222222223
2882,R4,113年,2025-07-06,2025-06-13,16:07:31,2025-06-16,2025-06-30,2025-07-28,3.5,0.0,2.0,0.75
2882,R4,114年,2026-07-06,2026-06-12,17:43:12,2026-06-15,2026-06-30,2026-07-28,3.5,0.0,3.5,0.0
2882,R4,94年,2006-08-14,2006-07-24,15:55:31,2006-07-25,,,0.0,0.49718743,3.5,-1.0
2882,R4,96年,2008-08-05,2008-07-15,17:33:46,2008-07-16,,,0.0,0.5,0.0,
2882,R4,98年,2010-08-10,2010-07-19,16:31:40,2010-07-20,,,0.0,0.5,0.0,
2882,R4,99年,2011-08-05,2011-07-12,15:24:07,2011-07-13,,,0.0,0.2,0.0,
2882,R4,100年,2012-08-14,2012-07-23,16:43:35,2012-07-24,,,0.0,0.5,0.0,
2882,R4,101年,2013-11-08,2013-10-18,09:43:27,2013-10-21,,,0.0,0.6775116372,0.0,
2882,R4,102年,2014-08-04,2014-07-15,08:45:39,2014-07-16,,,0.0,0.5,0.0,
2882,R4,104年,2016-11-15,2016-11-02,17:25:38,2016-11-03,,,0.0,0.0,0.0,
2882,R4,107年,2018-06-16,2018-06-01,17:22:13,2018-06-04,,,0.0,0.0,0.0,
2882,R4,不適用,2019-10-20,2019-10-03,17:40:29,2019-10-04,,,0.0,0.0,0.0,
2882,R4,不適用,2022-12-11,2022-11-28,16:36:14,2022-11-29,,,0.0,0.0,0.0,
2884,R3,93年,2005-08-15,2005-07-26,11:16:31,2005-07-27,2005-08-09,,1.1,0.3,,
2884,R3,94年,2006-08-11,2006-07-19,17:55:35,2006-07-20,2006-08-03,,1.0,0.2,1.1,-0.09090909090909094
2884,R3,96年,2008-08-15,2008-07-23,18:13:47,2008-07-24,2008-08-07,,0.4,0.4,1.0,-0.6
2884,R3,98年,2010-08-27,2010-08-03,12:08:15,2010-08-04,2010-08-19,,0.1988502,0.39770039,0.4,-0.5028745
2884,R3,99年,2011-09-02,2011-08-01,16:46:40,2011-08-02,2011-08-25,,0.2,0.7,0.1988502,0.005782242109889868
2884,R3,100年,2012-08-24,2012-07-30,17:48:38,2012-07-31,2012-08-16,,0.2,0.5,0.2,0.0
2884,R3,101年,2013-08-23,2013-07-31,20:19:35,2013-08-01,2013-08-15,,0.3,1.0,0.2,0.4999999999999998
2884,R3,102年,2014-08-29,2014-08-06,15:20:17,2014-08-07,2014-08-21,2014-09-19,0.27642623,0.89169752,0.3,-0.07857923333333328
2884,R3,103年,2015-08-07,2015-07-13,17:28:44,2015-07-14,2015-07-30,2015-08-31,0.4346757,0.8693514,0.27642623,0.5724835519407836
2884,R3,104年,2016-08-05,2016-07-13,17:57:40,2016-07-14,2016-07-28,2016-08-29,0.43,1.0,0.4346757,-0.01075675497848172
2884,R3,105年,2017-08-15,2017-07-19,17:52:19,2017-07-20,2017-08-09,2017-09-11,0.49080461,0.74083715,0.43,0.14140606976744174
2884,R3,106年,2018-08-03,2018-07-10,11:51:50,2018-07-11,2018-07-26,2018-08-27,0.61258403,0.61261597,0.49080461,0.2481219970611115
2884,R3,107年,2019-08-02,2019-07-10,10:03:41,2019-07-11,2019-07-25,2019-08-27,0.70998595,0.71101405,0.61258403,0.15900172911788135
2884,R3,108年,2020-08-03,2020-07-10,17:28:08,2020-07-13,2020-07-28,2020-08-26,0.79106382,0.79693618,0.70998595,0.1141964429014406
2884,R3,109年,2021-09-06,2021-08-16,16:47:34,2021-08-17,2021-08-31,2021-09-24,0.61,0.61111951,0.79106382,-0.22888648857686344
2884,R3,110年,2022-08-04,2022-07-14,09:27:20,2022-07-15,2022-07-28,2022-08-31,0.67,0.67392509,0.61,0.09836065573770503
2884,R3,111年,2023-08-03,2023-07-12,16:42:46,2023-07-13,2023-07-27,2023-08-30,0.18938647,0.37877029,0.67,-0.7173336268656716
2884,R3,112年,2024-08-02,2024-07-08,18:00:33,2024-07-09,2024-07-25,2024-08-29,1.2,0.20033197,0.18938647,5.336249891557723
2884,R3,113年,2025-07-28,2025-07-07,09:27:12,2025-07-08,2025-07-22,2025-08-27,1.2,0.10015129,1.2,0.0
2884,R3,114年,2026-07-07,2026-06-12,16:48:50,2026-06-15,2026-07-01,2026-07-27,1.4,0.0,1.2,0.16666666666666674
2884,R3,100年,2011-08-23,2011-08-11,09:51:28,2011-08-12,,,0.0,0.0,1.4,-1.0
2884,R3,103年,2014-04-26,2014-04-11,17:31:15,2014-04-14,,,0.0,0.0,0.0,
2884,R3,106年,2017-04-22,2017-04-07,17:47:39,2017-04-10,,,0.0,0.0,0.0,
2884,R3,不適用,2023-04-15,2023-03-28,15:59:24,2023-03-29,,,0.0,0.0,0.0,
2885,R3,93年,2005-09-05,2005-08-16,11:16:24,2005-08-17,2005-08-30,,0.513,0.5070271739,,
2885,R3,96年,2008-07-16,2008-06-26,15:51:28,2008-06-27,2008-07-10,,0.65,0.0,0.513,0.267056530214425
2885,R3,98年,2010-07-15,2010-06-24,09:52:37,2010-06-25,2010-07-08,,0.9,0.0,0.65,0.3846153846153846
2885,R3,100年,2012-07-31,2012-06-27,11:43:10,2012-06-28,2012-07-25,,0.2,0.0,0.9,-0.7777777777777778
2885,R3,101年,2013-07-29,2013-07-05,11:02:45,2013-07-08,2013-07-23,,0.55,0.0,0.2,1.75
2885,R3,102年,2014-07-02,2014-06-11,14:28:41,2014-06-12,2014-06-26,,0.65,0.0,0.55,0.18181818181818166
2885,R3,103年,2015-07-22,2015-07-01,10:38:28,2015-07-02,2015-07-16,2015-08-05,0.617839,0.0,0.65,-0.04947846153846158
2885,R3,104年,2016-07-23,2016-06-30,15:56:39,2016-07-01,2016-07-15,2016-08-10,0.360995,0.0,0.617839,-0.41571347875417386
2885,R3,105年,2017-07-22,2017-06-29,15:57:41,2017-06-30,2017-07-14,2017-08-09,0.44777,0.0,0.360995,0.24037729054419033
2885,R3,106年,2018-07-10,2018-06-19,16:02:58,2018-06-20,2018-07-04,2018-07-27,0.556315,0.0,0.44777,0.24241239922281532
2885,R3,107年,2019-07-08,2019-06-18,11:58:08,2019-06-19,2019-07-02,2019-07-26,0.9,0.0,0.556315,0.6177884831435427
2885,R3,108年,2020-07-05,2020-06-10,17:22:00,2020-06-11,2020-06-29,2020-07-22,0.65,0.0,0.9,-0.2777777777777778
2885,R3,109年,2021-07-17,2021-06-24,16:57:01,2021-06-25,2021-07-09,2021-07-21,1.2,0.0,0.65,0.846153846153846
2885,R3,110年,2022-07-04,2022-06-13,18:04:07,2022-06-14,2022-06-28,2022-07-22,1.5,0.0,1.2,0.25
2885,R3,111年,2023-07-07,2023-06-12,17:48:55,2023-06-13,2023-06-29,2023-07-26,0.8,0.0,1.5,-0.4666666666666667
2885,R3,112年,2024-07-03,2024-06-12,17:17:49,2024-06-13,2024-06-27,2024-07-24,1.1,0.0,0.8,0.375
2885,R3,113年,2025-07-07,2025-06-16,17:19:23,2025-06-17,2025-07-01,2025-07-23,1.55,0.0,1.1,0.40909090909090895
2885,R3,114年,2026-07-27,2026-07-07,07:50:39,2026-07-08,2026-07-21,2026-08-14,1.8,0.0,1.55,0.16129032258064524
2885,R3,99年,2011-08-31,2011-08-10,15:07:19,2011-08-11,,,0.0,0.9172861,1.8,-1.0
2885,R3,102年,2014-08-26,2014-08-01,15:36:32,2014-08-04,,,0.0,0.25,0.0,
2885,R3,103年,2015-08-20,2015-07-29,17:45:12,2015-07-30,,,0.0,0.2622902,0.0,
2885,R3,108年,2020-08-23,2020-07-31,12:00:35,2020-08-03,,,0.0,0.4,0.0,
2885,R3,110年,2022-08-20,2022-07-28,16:52:45,2022-07-29,,,0.0,0.3,0.0,
2885,R3,111年,2023-08-19,2023-07-27,14:26:02,2023-07-28,,,0.0,0.15,0.0,
2885,R3,112年,2024-08-18,2024-07-26,16:53:24,2024-07-29,,,0.0,0.2,0.0,
2885,R3,113年,2025-08-18,2025-07-28,16:21:09,2025-07-29,,,0.0,0.3,0.0,
2885,R3,114年,2026-08-24,2026-08-03,09:10:49,2026-08-04,,,0.0,0.4,0.0,
2886,R1,93年,2005-10-05,2005-09-15,17:45:50,2005-09-16,2005-09-29,,1.5315,0.0,,
2886,R1,94年,2006-07-31,2006-06-29,14:48:18,2006-06-30,2006-07-25,,1.55,0.0,1.5315,0.012079660463597763
2886,R1,95年,2007-08-10,2007-06-27,16:48:27,2007-06-28,2007-08-02,,1.5,0.0,1.55,-0.032258064516129115
2886,R1,96年,2008-08-12,2008-06-23,09:12:25,2008-06-24,2008-08-06,,1.25,0.0,1.5,-0.16666666666666663
2886,R1,98年,2010-08-17,2010-07-28,14:15:48,2010-07-29,2010-08-11,,1.0,0.0,1.25,-0.19999999999999996
2886,R1,99年,2011-08-29,2011-07-27,14:41:38,2011-07-28,2011-08-23,,0.9,0.2,1.0,-0.09999999999999998
2886,R1,100年,2012-08-14,2012-07-25,14:21:17,2012-07-26,2012-08-08,,0.85,0.15,0.9,-0.05555555555555558
2886,R1,101年,2013-08-19,2013-07-24,09:26:10,2013-07-25,2013-08-13,,1.1,0.0,0.85,0.2941176470588236
2886,R1,102年,2014-08-19,2014-07-24,09:38:35,2014-07-25,2014-08-13,2014-09-05,1.11,0.0,1.1,0.009090909090909038
2886,R1,103年,2015-08-19,2015-07-28,17:58:08,2015-07-29,2015-08-13,2015-09-04,1.4,0.0,1.11,0.26126126126126104
2886,R1,104年,2016-08-21,2016-07-27,11:16:15,2016-07-28,2016-08-15,2016-09-02,1.5,0.0,1.4,0.0714285714285714
2886,R1,105年,2017-08-16,2017-07-25,18:49:01,2017-07-26,2017-08-10,2017-09-01,1.42,0.0,1.5,-0.053333333333333344
2886,R1,106年,2018-08-15,2018-07-25,10:52:31,2018-07-26,2018-08-09,2018-09-06,1.5,0.0,1.42,0.05633802816901423
2886,R1,107年,2019-08-17,2019-07-24,14:06:33,2019-07-25,2019-08-09,2019-09-05,1.7,0.0,1.5,0.1333333333333333
2886,R1,108年,2020-08-19,2020-07-29,15:44:19,2020-07-30,2020-08-13,2020-09-04,1.7,0.0,1.7,0.0
2886,R1,109年,2021-08-20,2021-07-28,16:33:22,2021-07-29,2021-08-12,2021-09-03,1.58,0.0,1.7,-0.07058823529411762
2886,R1,110年,2022-08-19,2022-07-27,17:11:17,2022-07-28,2022-08-11,2022-09-16,1.4,0.25,1.58,-0.11392405063291144
2886,R1,111年,2023-08-18,2023-07-27,09:12:29,2023-07-28,2023-08-10,2023-09-15,1.24,0.08,1.4,-0.11428571428571421
2886,R1,112年,2024-08-16,2024-07-23,17:46:18,2024-07-26,2024-08-08,2024-09-13,1.5,0.3,1.24,0.20967741935483875
2886,R1,113年,2025-08-15,2025-07-22,17:48:58,2025-07-23,2025-08-07,2025-09-05,1.6,0.0,1.5,0.06666666666666665
2886,R1,114年,2026-08-20,2026-07-29,09:14:17,2026-07-30,2026-08-13,2026-09-04,1.75,0.0,1.6,0.09375
2886,R1,102年,2013-11-04,2013-10-22,10:13:24,2013-10-23,,,0.0,0.0,1.75,-1.0
2886,R1,104年,2015-11-08,2015-10-26,18:07:09,2015-10-27,,,0.0,0.0,0.0,
2886,R1,不適用,2023-12-16,2023-12-01,16:39:32,2023-12-04,,,0.0,0.0,0.0,
2890,R3,93年,2005-06-08,2005-05-19,15:06:28,2005-05-20,2005-06-02,,0.88,0.0,,
2890,R3,94年,2006-07-11,2006-06-21,17:43:12,2006-06-22,2006-07-05,,0.7101,0.0,0.88,-0.19306818181818186
2890,R3,95年,2007-07-17,2007-06-25,19:16:27,2007-06-26,2007-07-11,,0.3019,0.0,0.7101,-0.5748486128714265
2890,R3,96年,2008-07-25,2008-07-02,12:52:35,2008-07-03,2008-07-17,,0.1267,0.0,0.3019,-0.5803246107982776
2890,R3,98年,2010-07-20,2010-06-29,10:21:22,2010-06-30,2010-07-14,,0.11557236,0.0,0.1267,-0.0878266771902132
2890,R3,99年,2011-08-14,2011-07-22,17:02:42,2011-07-25,2011-08-08,,0.15024625,0.43,0.11557236,0.3000188799467278
2890,R3,100年,2012-07-16,2012-06-25,17:16:45,2012-06-26,2012-07-10,,0.13547466,0.0,0.15024625,-0.09831586478863863
2890,R3,101年,2013-08-20,2013-07-30,16:33:29,2013-07-31,2013-08-14,,0.33338378,0.79642212,0.13547466,1.4608571078901398
2890,R3,102年,2014-09-06,2014-08-15,09:24:04,2014-08-18,2014-08-29,2014-10-06,0.335,0.808,0.33338378,0.004847926314831552
2890,R3,103年,2015-08-17,2015-07-27,17:41:11,2015-07-28,2015-08-11,2015-09-17,0.5,0.736,0.335,0.4925373134328357
2890,R3,104年,2016-08-17,2016-07-26,15:19:49,2016-07-27,2016-08-11,2016-09-14,0.432,0.5,0.5,-0.136
2890,R3,105年,2017-09-24,2017-09-04,09:46:41,2017-09-05,2017-09-18,2017-10-25,0.344,0.35,0.432,-0.20370370370370372
2890,R3,106年,2018-08-21,2018-07-26,17:25:26,2018-07-27,2018-08-15,2018-09-19,0.5,0.2,0.344,0.4534883720930234
2890,R3,107年,2019-07-17,2019-06-26,14:50:20,2019-06-27,2019-07-11,2019-08-15,0.636,0.0,0.5,0.272
2890,R3,108年,2020-06-17,2020-05-25,15:25:55,2020-05-26,2020-06-11,2020-07-16,0.7,0.0,0.636,0.10062893081761004
2890,R3,109年,2021-08-18,2021-07-27,15:14:13,2021-07-28,2021-08-12,2021-09-16,0.7,0.0,0.7,0.0
2890,R3,110年,2022-08-16,2022-07-26,11:50:46,2022-07-27,2022-08-10,2022-09-14,0.8,0.1,0.7,0.14285714285714302
