date,nav_base,nav_fin_pre_exdiv_kd,nav_fin_rs_soft_tilt_exdiv,nav_mix_l75
2020-03-17,887417276.0332601,898155825.5360247,882519004.6738732,886887416.7099043
2020-03-18,875300415.6233422,887301901.6745442,872579909.1855323,875045041.2468427
2020-03-19,827268049.7534559,840790080.7268978,827547377.3718234,827909000.4363115
2020-03-20,877702146.9524553,889011551.6268978,873879463.0218235,877100414.7610573
2020-03-23,851599340.1924267,861768431.0597556,847171496.161737,851040940.3481953
2020-03-24,869898228.8924267,879886516.7597556,864447209.111737,868830803.6481953
2020-03-25,889612006.7533853,900551379.6597556,884635297.611737,888797075.2481953
2020-03-26,889845912.8533853,901689307.9597555,885941296.311737,888979137.2481953
2020-03-27,895928614.5533854,908842957.0597556,893412692.461737,895431908.1045861
2020-03-30,891471925.0827473,903331940.9597557,888056385.461737,890979829.1045861
2020-03-31,892050576.2827473,903659900.9597557,888138587.961737,891236775.304586
2020-04-01,880998679.2827473,891779113.1597556,876440426.411737,879954377.4045861
2020-04-06,891333876.6827472,903004916.5597556,887682784.761737,890752680.5045861
2020-04-07,895600156.5827473,907911185.4597555,892164519.861737,895146800.1045861
2020-04-08,902623472.9827473,914322783.4597557,898058037.461737,902004614.5045861
2020-04-09,903191636.0827473,914967688.7597556,898707058.161737,902825564.5045861
2020-04-10,917782751.9827473,929544804.8597555,913149427.061737,917387615.7045861
2020-04-13,900142041.0827472,912569849.3597556,896883587.661737,899951742.304586
2020-04-14,913333622.5827473,925935207.0597556,909644834.161737,913162543.9045861
2020-04-15,926861548.5827472,939211259.0597556,922340390.361737,926456523.9045861
2020-04-16,914272261.0266293,926451678.3040977,909890237.5508821,913910469.2572098
2020-04-17,918287387.6655937,931178945.8040977,914760999.9508821,918073442.9574316
2020-04-20,916859705.8233631,929405188.1164147,913013986.2320502,916717302.964863
2020-04-21,899275465.2937028,911636167.7164147,895838737.8320502,899403044.564863
2020-04-22,899935995.9937028,912386973.8164147,896519933.6820501,899898942.6228627
2020-04-23,899408825.9044918,911185928.4162612,895325975.8207768,899266256.7741137
2020-04-24,898598629.9090649,911175616.4162612,895209646.3207768,898630085.3741136
2020-04-27,912504098.2472199,925485082.6162611,909303293.9207768,912718281.1234382
2020-04-28,929266715.2472198,942033510.4162612,925413264.8707768,929314555.0234382
2020-04-29,938651595.9472198,951835079.7162611,935103622.8207768,938427877.1234382
2020-04-30,946230372.0610212,959314184.8445677,942142302.9701974,946095028.6234382
2020-05-04,930636602.5610213,943820826.7445678,926865042.2701975,930634665.8234382
2020-05-05,933645114.4610213,947928872.0445677,931451010.4701974,933941569.6234382
2020-05-06,930302755.9804033,943426820.582373,926825990.93005,930245654.7047174
2020-05-07,930085838.7804033,943513621.3024446,926920887.9499369,930201929.9047174
2020-05-08,936409528.8804033,950535886.4024446,934190195.0999368,936638524.8047174
2020-05-11,946274891.4804033,960779721.8024446,944165251.3999369,946590484.6047175
2020-05-12,939491074.7804033,953765168.5024446,937546071.7499368,939767161.5047175
2020-05-13,941311189.5854607,955486382.2024446,939132564.8499368,941594075.5890834
2020-05-14,936439975.2854607,950304854.9024446,934272607.3499368,936771356.3890835
2020-05-15,935075949.8854607,949232332.7024446,933310454.4999368,935634685.8890835
2020-05-18,935603949.8854607,949366432.7024446,933198154.4999368,935831085.8890835
2020-05-19,946852660.6371495,960364294.6223129,944019295.0115418,947094307.8289794
2020-05-20,950787590.9371494,964097235.1223129,947793344.0615418,950942244.1289793
2020-05-21,951906259.5916907,965885552.7356212,949831703.8653622,952237853.914516
2020-05-22,939622606.7916907,952831841.9356213,936902255.6653622,939778552.714516
2020-05-25,941941651.4916906,955050264.0356212,938742229.8153622,942149093.2145159
2020-05-26,949473132.5916907,962779998.9356213,946322334.5653622,949601820.514516
2020-05-27,950490796.5916907,963763614.9356213,947153712.8653623,950714819.514516
2020-05-28,950061773.5916907,962584218.7356212,945656482.1653622,949986252.914516
2020-05-29,950363051.1916907,963315015.9356211,946892212.7153622,950602403.614516
2020-06-01,956086823.9916906,968286541.5356212,951304973.9153622,955700377.2145159
2020-06-02,964620792.6836509,976614075.9511343,959218661.6288023,964085539.8375771
2020-06-03,978839017.0229757,991087775.2041018,972991106.0557665,978287462.9633209
2020-06-04,978352583.3714658,990705359.1359358,972812995.3089095,977794252.2435408
2020-06-05,976941561.5568229,989733965.3523667,972088267.3227378,976547118.2763246
2020-06-08,984253115.6657599,997348530.8180789,979454512.8784602,984002124.091692
2020-06-09,984232544.5201485,997113669.6672398,979134278.8991604,983846235.0490981
2020-06-10,988081512.2633065,1001965417.0821991,984426233.7041614,988059521.6699725
2020-06-11,973874316.9335642,987687563.5881377,970492961.8426498,973988524.1123035
2020-06-12,964140927.8856769,978011285.151323,961267279.9084269,964282813.1929492
2020-06-15,957397739.288641,971008779.9513229,954175087.9084269,957547713.1536269
2020-06-16,970156687.13429,983861480.0513229,966659078.5084269,970357615.3536268
2020-06-17,975049696.53429,988257995.0513229,970557456.958427,974989830.253627
2020-06-18,968357070.3342899,981959422.4513229,964666631.2584269,968566507.253627
2020-06-19,963195007.23429,976205761.151323,958851093.4084269,963035595.7536271
2020-06-22,966117606.8342899,978782545.5513229,961189796.6084268,965684490.5536269
2020-06-23,966931234.7342899,979578454.0513229,962078195.601172,966417161.4536269
2020-06-24,968528198.2342899,981315785.0779775,963830230.2511721,968124278.1536269
2020-06-29,965569156.7101253,977698425.0779775,959870977.7511721,964830831.9536269
2020-06-30,970701133.9016175,982358186.1297764,964185457.5961491,969653681.9334966
2020-07-01,974829959.3016175,987286908.3297764,969318310.4461491,974180252.4334967
2020-07-02,980475609.2016176,993479145.6297764,975713636.6461492,980034326.2334967
2020-07-03,982134943.2016175,995350582.4297764,977484495.0961491,981765809.1334966
2020-07-06,997075975.1016176,1010190467.7297764,991734622.6961491,996599988.9334966
2020-07-07,993079360.8016176,1006769590.4297764,988814765.1961491,992909019.7334967
2020-07-08,994511524.3016175,1008204367.3297764,990205049.8461492,994355936.4334966
2020-07-09,990788760.0016176,1005502340.0297763,988112592.3461491,991192967.2334965
2020-07-10,987020889.5016174,1001321480.1297764,983816718.5461491,987215401.0334966
2020-07-13,985859664.1016176,1000664001.9297764,983561098.5461491,986277919.0334966
2020-07-14,987256917.8016176,1002307504.2297765,985196975.0961491,987852527.1334968
2020-07-15,991634714.9016175,1006313902.3297764,988854871.3961492,991975171.5334965
2020-07-16,985953119.0016176,1000873114.2297765,983863327.5961491,986477423.3334967
2020-07-17,989473639.5016176,1004345124.1297765,987341301.3961492,989954489.5334966
2020-07-20,989324492.0016176,1004679160.4297764,987962658.2961491,990081489.9334967
2020-07-21,997418242.8016175,1012406810.8297763,995298181.1461492,997961042.4334965
2020-07-22,998687466.7016175,1014396661.7297764,997760052.2961491,999464946.5334966
2020-07-23,996478246.2016175,1012304801.8297764,995716928.4961491,997373480.3334966
2020-07-24,988166639.3016175,1003264329.1297764,986595424.0961491,988664127.3334966
2020-07-27,985861869.2016176,1000096684.8297764,983171897.0961492,985869316.3334967
2020-07-28,989884650.7033268,1003910818.4297763,986931316.4961491,989695278.3334966
2020-07-29,993519970.140772,1008914091.5297765,992677090.4961492,993905852.9334966
2020-07-30,1000869395.1407719,1016292098.1297764,999950596.5461491,1001155668.2334965
2020-07-31,999573846.740772,1014847179.7297764,998400312.9961492,999907331.1334966
2020-08-03,991919359.4407719,1006789362.2297764,990204541.9461491,992137006.8334966
2020-08-04,994769437.3407719,1010013770.7297764,993636101.6961491,995151477.7334967
2020-08-05,999972262.3407719,1014973477.3297764,998374407.7461491,1000073093.0334966
2020-08-06,1010976840.9407719,1025609275.9297764,1008576305.5961491,1010840219.9334966
2020-08-07,1010021396.3907719,1024425482.7797765,1007261174.4961492,1009842470.8834965
2020-08-10,1008260235.6907719,1023169641.4797765,1006474441.6461492,1008320901.7834966
2020-08-11,1002424452.8407719,1017575035.2297765,1001189168.0461491,1002687284.3334966
2020-08-12,1000107355.7407718,1014953904.9297764,998410222.6461492,1000259827.0334966
2020-08-13,1012751636.366372,1025599607.0681764,1007496069.2904491,1011818350.3652965
2020-08-14,1005653983.0958471,1018253598.9237211,1000198055.672866,1004612698.0978602
2020-08-17,1006547883.2958472,1019504751.9237211,1001605608.872866,1005524401.0978602
2020-08-18,1008974922.7958472,1021397505.0737209,1003195268.7728659,1007692056.39786
2020-08-19,1004439589.7458471,1017088044.823721,999128763.4728659,1003294679.7478602
2020-08-20,985056073.7958472,997467861.073721,979879465.5228659,983990969.8478601
2020-08-21,994408549.4958471,1007009209.1737211,989365972.072866,993323466.7978601
2020-08-24,987962476.7958472,1000995556.023721,983730104.4728659,987220957.5978601
2020-08-25,989908364.7392418,1002614775.8927947,985129693.6971344,988957002.1686325
2020-08-26,992323738.679848,1004904388.4506478,987247191.828715,991314960.3698516
2020-08-27,988506242.529848,1000889939.4006478,983206674.1287149,987466423.4198515
2020-08-28,988728172.179848,1001256164.9506478,983673264.578715,987664934.9198515
2020-08-31,972347522.529848,986054717.9506478,969671471.178715,971933426.0698516
2020-09-01,973092015.929848,986261585.3006479,969573914.178715,972417820.1698517
2020-09-02,969722649.229848,982510408.8006479,965688383.728715,968931741.7198516
2020-09-03,970287842.679848,982910789.4006479,965990527.528715,969463411.5698516
2020-09-04,960873832.979848,973574198.5506479,956959420.7287151,960139711.1698517
2020-09-07,968577679.629848,980994813.8506478,963941765.928715,967675527.0198516
2020-09-08,972862312.729848,985022287.3506479,967748022.028715,971785229.4198517
2020-09-09,967835186.179848,980171033.2506478,963143822.128715,966854857.1698515
2020-09-10,970819509.179848,982963312.9006479,965796554.778715,969738437.0198517
2020-09-11,971861825.679848,983665786.4006479,966281232.028715,970575962.4698516
2020-09-14,973421319.179848,985220180.2506479,967770076.628715,972125758.0698516
2020-09-15,975540843.5595378,987314974.1006478,969767800.078715,974199580.6198516
2020-09-16,978171763.1095377,990335805.8006477,972978967.078715,977010019.5698515
2020-09-17,970460463.4095378,982508432.3006479,965304232.128715,969327440.2198516
2020-09-18,974641362.9595377,985991766.0506477,968318364.678715,973098292.3198515
2020-09-21,965078746.7595378,976467569.0506479,959064902.478715,963628987.5198516
2020-09-22,955855084.0095378,966766320.0006479,949304105.928715,954244523.6198517
2020-09-23,949736200.7595378,960043256.7506478,942416297.428715,947900943.9698516
2020-09-24,928251988.9595377,938911803.4506478,922020086.578715,926711601.6198516
2020-09-25,940000458.7095377,950729474.9006479,933533416.028715,938444448.8198516
2020-09-28,953681580.6595378,965117648.5506479,948083691.878715,952279784.2198516
2020-09-29,951916220.6595378,963411281.2006478,946493470.028715,950537163.1698515
2020-09-30,950045234.6095377,961654076.0006478,944729525.7787149,948740798.7698516
2020-10-05,953455274.2095377,964857855.6506479,947765137.278715,951978455.5698516
2020-10-06,961387436.9095378,972840491.4506478,955627933.0287149,959850743.7198516
2020-10-07,958028216.7595378,969759117.0006479,952773686.928715,956684074.3698517
2020-10-08,960506660.3595377,972484887.3506478,955557083.128715,959272071.4698516
2020-10-12,962936016.8095378,975285030.2506479,958488787.7287151,961962050.1198517
2020-10-13,954336803.7095377,967414754.7006478,951322366.078715,953796284.5698516
2020-10-14,952816840.6595378,965515979.1506479,949211804.4787151,952082700.0198516
2020-10-15,947758904.5095378,959914897.4506478,943370508.628715,946781384.1198516
2020-10-16,943570934.3595377,955782873.0006478,939443612.5287149,942714364.7698516
2020-10-19,946086534.4095378,958595186.2506478,942336913.328715,945379040.5198516
2020-10-20,944441634.3095378,956614159.7506478,940207711.728715,943584989.0198516
2020-10-21,940999464.2595378,953472261.8006479,937359517.2287151,940308121.1698515
2020-10-22,947175907.4595377,959689279.1506478,943376946.778715,946374346.1198516
2020-10-23,945371484.3595377,957745223.0006478,941411262.5287149,944585564.7698516
2020-10-26,949512873.9595377,961741552.6506479,945264524.028715,948604521.5698516
2020-10-27,946705500.9595377,958895973.0006478,942479891.3787149,945783541.7198516
2020-10-28,945526257.3595377,957488502.6506478,940990995.178715,944515944.6198516
2020-10-29,936042934.7095377,948259412.7506478,932120978.378715,935227661.1698515
2020-10-30,933371484.457398,945696850.4506478,929590538.728715,932685725.4198515
2020-11-02,946038123.8573982,958629330.1006478,942429186.778715,945388313.0698516
2020-11-03,951901113.5073981,964587873.0006479,948340949.078715,951198795.6198516
2020-11-04,952142403.4073981,964872479.1506479,948679725.628715,951486423.0698516
2020-11-05,959270290.207398,972344066.8506478,956113651.3787149,958673695.1198516
2020-11-06,962156212.2222377,975503740.0162474,959388771.192564,961592939.6770085
2020-11-09,973924031.8541155,986844921.4404607,970133930.5929091,973103287.4324535
2020-11-10,980837891.7541156,993977265.2904607,977206840.5929091,979988390.8324536
2020-11-11,1001983871.0541155,1014834787.8404608,997300624.4429092,1000963461.1824536
2020-11-12,988903076.1653091,1001510242.2452826,984100342.7660038,987868303.8010657
2020-11-13,990401207.8222741,1003517684.9849921,986450311.3603884,989595399.0722568
2020-11-16,1001357180.4722741,1014176724.8849921,996685878.1603884,1000267082.5222567
2020-11-17,1002433636.9722741,1015262781.0349921,997786983.5603883,1001373836.9222567
2020-11-18,1007955320.122274,1020994117.7849921,1003482590.4603884,1006931115.0722567
2020-11-19,1005693990.5222741,1018617055.4849921,1001053900.8103883,1004675729.3222568
2020-11-20,999965384.4222741,1013223202.334992,995959912.0603883,999163397.0722567
2020-11-23,1003087147.4222741,1016631014.634992,999496822.8603883,1002462755.8722566
2020-11-24,994318391.3222741,1007657061.4849921,990611684.1103884,993558823.6222568
2020-11-25,992712354.3222741,1006004873.7849921,989021994.9103884,991909982.4222567
2020-11-26,997621037.3222741,1010612020.7849921,993328099.4103884,996652033.3222567
2020-11-27,992730447.7222741,1005597191.1349921,988356537.9103884,991730876.5222567
2020-11-30,983094590.622274,995050560.7969561,977927303.4103884,981501857.0880451
2020-12-01,989110077.7222741,1002432874.9969561,985667228.7691083,988335899.7880452
2020-12-02,988925567.6722741,1002600944.3969562,985980256.1191084,988442502.9880452
2020-12-03,986951101.0722741,1000676144.3969562,984105377.2691084,986576076.0380453
2020-12-04,993868900.6722741,1007139091.3969561,990104310.6191083,993229053.8880451
2020-12-07,990635217.622274,1004189681.1469562,987336255.3191084,990146377.2380452
2020-12-08,980922368.1722741,994488370.8969562,977847584.6191083,980669342.7880453
2020-12-09,977352502.2076491,990981501.4969561,974383220.7191083,977274658.7380451
2020-12-10,976072815.2076491,989742413.7969561,973277881.5191083,975993967.538045
2020-12-11,981342794.9576491,996137115.8469561,980169273.5691084,981780330.5380452
2020-12-14,980709481.7576491,995048650.5469562,978801359.5691084,981007018.7380452
2020-12-15,974601955.2076491,988799846.446956,972708209.6691083,974816046.4880451
2020-12-16,986309571.3576491,1000654730.1969562,984275471.0691084,986611075.5380452
2020-12-17,984574648.3076491,999114687.2969562,982873737.6191083,985017269.9380453
2020-12-18,979198805.3576491,994465736.196956,978787762.0691082,979980023.7380451
2020-12-21,991386728.407649,1005693715.8469561,989064654.7691083,991697484.5880451
2020-12-22,983011075.3076491,997924207.6469561,981910154.9691083,983660490.0880451
2020-12-23,979952558.8076491,994774434.1469561,978792777.7191083,980515664.6380451
2020-12-24,982099775.3076491,996763007.6469561,980618554.9691083,982577090.0880451
2020-12-25,986812568.407649,1000870648.4969561,984264732.9191083,986914963.5380452
2020-12-28,991450028.407649,1005651215.8469561,988947654.7691083,991693834.5880451
2020-12-29,991136185.0076491,1005541148.4969561,988988711.7691083,991425540.4880451
2020-12-30,1009204410.9576491,1023422499.5969561,1006257031.5691084,1009256371.4380451
2020-12-31,1005501690.9576491,1020074264.8969561,1003225387.8691083,1005713879.3380451
2021-01-04,1005132894.7076491,1019872989.3469561,1003008218.5691082,1005630390.8880452
2021-01-05,1007032274.3576491,1021854764.8969561,1005031659.0191083,1007479452.3880451
2021-01-06,999188914.6076491,1013852260.7969562,997138701.4191084,999648826.2380452
2021-01-07,1007641584.8576491,1022960411.7469562,1006265149.1191084,1008405747.0880452
2021-01-08,1019065201.1076491,1034584621.9969561,1017642312.1191083,1019793964.2244608
2021-01-11,1021056912.3545367,1036664455.9808605,1019759284.7951462,1021863051.2800645
2021-01-12,1010429723.1545366,1026164425.0841377,1009605303.062202,1011348716.6300644
2021-01-13,1017781349.6045367,1033064702.6841377,1016070901.3622019,1018493987.3800644
2021-01-14,1016334706.1545366,1031654122.0841377,1014734407.5622019,1017046167.5300643
2021-01-15,1006594452.9045366,1021611074.1341376,1004828655.3622019,1007164995.7800642
2021-01-18,1003746316.8045367,1018428605.6841377,1001497760.3122019,1004186455.6300644
2021-01-19,1007124871.7594924,1021766592.4341377,1004683509.5122019,1007614079.8800644
2021-01-20,993570515.8594924,1008090289.2841377,991239834.212202,994075620.6627667
2021-01-21,998399572.3594924,1012862832.015724,995969458.3459842,998825525.0627667
2021-01-22,989842318.6296451,1004664042.9335911,988146765.5547922,990527220.7516402
2021-01-25,991787298.4296452,1007494808.2335912,991394958.4047922,992809409.5016403
2021-01-26,986009925.1796452,1001114812.3335911,984823071.7547922,986846000.9016402
2021-01-27,984743365.1296451,999935331.7335911,983769149.1047921,985676004.1016402
2021-01-28,977659688.5796452,992963427.6335912,977040899.2047923,978655131.8516402
2021-01-29,967169162.9296451,982020392.783591,966061893.4547921,967971060.6516402
2021-02-01,975372749.0296451,991069811.2335911,975425938.5047922,976632300.8016403
2021-02-02,981103365.6296451,996918361.2335911,981198667.3547922,982346527.7516402
2021-02-03,986734921.6296451,1002103637.883591,986011904.5047922,987769908.5016402
2021-02-04,985475208.6296451,1000802825.5835911,984666393.7047921,986477899.7016402
2021-02-05,988702881.8296452,1004312358.2335911,988246029.5547922,989725982.5516403
2021-02-17,1010371128.0296451,1025799907.2835912,1009035007.3047923,1011274400.5016403
2021-02-18,1012490004.5796452,1027358711.383591,1010210557.2047921,1013059672.7516402
2021-02-19,1010564567.6296451,1025425086.9335911,1008354118.8047922,1011107157.3016403
2021-02-22,1009901867.5296451,1024487310.4335911,1007283567.2047921,1010334405.8016403
2021-02-23,1021697550.3296452,1036613707.4335911,1019232608.2547922,1022202437.5516403
2021-02-24,1019584403.8296452,1033852668.6335912,1016124774.7047921,1019732354.2016402
2021-02-25,1027047463.0796452,1042103956.4835912,1024661104.8047923,1027510451.4516404
2021-02-26,1013900800.7383949,1027714260.4335911,1009756477.2547922,1014060486.8016403
2021-03-02,1012520170.7391815,1028272615.5328963,1011497365.1003785,1013526135.2019444
2021-03-03,1021703736.8391815,1037053886.0328963,1019815075.7003785,1022413588.5019443
2021-03-04,1016653851.5964955,1031504665.035432,1014123044.6321526,1017235121.4695019
2021-03-05,1013558825.8677957,1029124015.3155591,1012250615.6545225,1014499405.1414335
2021-03-08,1013306256.3920965,1029378409.1932285,1012793604.2320348,1014563755.9251969
2021-03-09,1029362753.4894038,1046027874.3186783,1029321360.0599504,1030854989.7680858
2021-03-10,1029864866.5894039,1046806963.1186783,1030245372.4599503,1031407550.0680859
2021-03-11,1032431566.5894039,1049594413.1186783,1033109922.4599503,1034133600.0680859
2021-03-12,1033833893.6325403,1050968130.1357515,1034422987.9147797,1035391612.4802865
2021-03-15,1036115650.3325404,1054188889.2857515,1038115596.5147797,1038131669.8802865
2021-03-16,1046114760.0325403,1064294230.1357515,1048001403.3147796,1048136220.2802866
2021-03-17,1040852166.7825403,1059319199.5357513,1043363172.9647796,1043201569.5802864
2021-03-18,1039484563.3325404,1058222801.5857515,1042478107.3147796,1041924878.6802865
2021-03-19,1032903520.3825403,1050292334.2357515,1033947601.2647797,1034874103.8802866
2021-03-22,1031951013.7325404,1050856004.5857514,1035398023.9647796,1034522300.8302864
2021-03-23,1033167333.2325404,1052275023.0357515,1036958240.1647795,1035859314.0302864
2021-03-24,1034264343.2825403,1053299053.6357515,1037898612.8147796,1036916260.8302865
2021-03-25,1039925882.9325403,1059164946.5357515,1043751525.1147797,1042638843.3802865
2021-03-26,1041254295.9325403,1060598558.8357515,1045220735.9147797,1043971052.1802865
2021-03-29,1047294342.0825404,1066883557.8857514,1051514553.6147796,1050075039.1302863
2021-03-30,1052402422.1325403,1071412523.1857514,1055543169.9647796,1054860478.0302864
2021-03-31,1054221388.5825404,1073038533.4357514,1057041746.4147795,1056655327.7302865
2021-04-01,1054500775.4325403,1072976081.3857514,1056774083.2147796,1056859991.6802864
2021-04-06,1058227828.9825404,1076721405.8357513,1060407450.4647796,1060594084.0802864
2021-04-07,1060127789.0825404,1078602149.6857514,1062200173.9147797,1062422456.6302865
2021-04-08,1054267405.9825404,1072578376.1857514,1056226217.8147795,1056476904.2302865
2021-04-09,1049547833.7407532,1067961932.5504429,1051804987.6657425,1051777472.7098333
2021-04-12,1050888976.736583,1069361340.2114702,1053212664.321783,1053136714.722449
2021-04-13,1059782373.336583,1077838742.26147,1061209308.7217829,1061834454.822449
2021-04-14,1068007163.336583,1085203761.6614702,1067855446.1217829,1069658889.0224489
2021-04-15,1076416266.5865831,1093235109.6114702,1075421398.321783,1077733360.7724488
2021-04-16,1079583039.7865832,1096857692.26147,1079209634.171783,1081037843.6224487
2021-04-19,1091850572.5865831,1109296739.26147,1091425475.221783,1093305525.3724487
2021-04-20,1097682902.486583,1114405514.81147,1095961389.171783,1098858337.0224488
2021-04-21,1087768586.486583,1104908570.81147,1086934830.171783,1089122185.2224486
2021-04-22,1089825701.6347344,1106861012.6200392,1088793466.3641925,1091124445.3054693
2021-04-23,1087632300.7373245,1104468680.6596167,1086399890.6609104,1088878672.6741018
2021-04-26,1103810848.0174866,1120168746.0448313,1101395848.6499975,1104753267.2219846
2021-04-27,1084700037.9674866,1103531391.9448314,1086612807.4999974,1086842659.9219847
2021-04-28,1079086001.5174866,1098691946.9948313,1082316637.3499975,1081580518.1219845
2021-04-29,1075935918.4174867,1095826673.4948313,1079699831.2499974,1078653715.7219846
2021-05-03,1061735588.4174867,1081589818.4448314,1065902375.9499975,1064685918.7219845
2021-05-04,1052786845.2674867,1072435614.3448312,1056864947.1999977,1055640669.5219847
2021-05-05,1053138342.2174866,1072312806.1448312,1056463107.4499977,1055800556.0219846
2021-05-06,1067166721.8674867,1085788818.4448311,1069288857.1499976,1069545872.7719846
2021-05-07,1070725803.707602,1090218566.8871815,1074139854.1882403,1073448544.1239016
2021-05-10,1081125526.507602,1101038296.5371816,1084916923.3882403,1083958754.8239017
2021-05-11,1060431094.107602,1080295402.5371814,1064687248.9882405,1063390095.2239015
2021-05-12,1021787296.2285393,1041206721.469036,1026354830.2108057,1024845495.0808185
2021-05-13,1016708721.1574115,1036463819.8741666,1021918915.4255445,1020005897.202289
2021-05-14,1028808538.8756154,1048809694.7833111,1034110534.7859684,1032103487.3236394
2021-05-17,1006650523.0824347,1026303252.6456549,1011979224.6910416,1010033818.0279095
2021-05-18,1031186744.4446445,1051594842.8334302,1037125878.0978007,1034771453.9616671
2021-05-19,1025805052.8213454,1046923136.1040821,1032934847.09788,1029807109.1880401
2021-05-20,1024836779.7213454,1045941329.9540823,1031987062.8478801,1028905527.8380402
2021-05-21,1035993958.8213454,1057123662.7540822,1042967734.2478801,1040093439.9380403
2021-05-24,1031483325.6713455,1052852276.0040822,1038980427.3478801,1035835061.7880402
2021-05-25,1035135292.4213455,1056967665.7540822,1043204958.5978801,1039595365.9880402
2021-05-26,1037976012.4713454,1059500413.7040823,1045479903.0978801,1042281183.8380402
2021-05-27,1041412859.3713455,1063084242.2540821,1049118862.54788,1046020794.5880401
2021-05-28,1042474192.0213455,1064468662.7540821,1050643841.94788,1047061143.8380401
2021-05-31,1046782325.1713455,1068678549.5040822,1054659248.8478801,1051215721.9880402
2021-06-01,1047759891.8713455,1069697726.0040822,1055614679.2978802,1052069500.4380403
2021-06-02,1053264224.9713454,1075231899.5040822,1061026885.3978801,1057554902.8380401
2021-06-03,1051999931.4213455,1073655842.4040822,1059322039.9978801,1056119981.4880402
2021-06-04,1048762298.4213455,1070854295.4040822,1056825435.4978801,1053100480.5880402
2021-06-07,1046045471.7713455,1068431264.8040822,1054683533.9978801,1050644906.8380401
2021-06-08,1050308000.6557207,1072412783.89422,1058413201.8551332,1054703622.6003236
2021-06-09,1045232054.6057208,1067391811.3442199,1053507485.7551332,1049672637.1503234
2021-06-10,1050890981.1057208,1072853002.19422,1058737884.8551332,1055264533.6503235
2021-06-11,1047759999.047252,1069889807.9978067,1055928542.9995505,1052082968.3113776
2021-06-15,1048159061.7191794,1070025013.9417442,1055857764.6031473,1052261317.2520741
2021-06-16,1051825731.3725474,1073850846.62908,1059715970.0452135,1056077175.3119863
2021-06-17,1047106604.8725474,1069422705.7790799,1055549520.9452134,1051471728.8119862
2021-06-18,1039428439.9738113,1061703158.5423801,1047959215.4300246,1043881362.3978897
2021-06-21,1035365632.0229185,1057725575.8481388,1044074023.1708256,1039641538.8927022
2021-06-22,1039166414.9229184,1060866846.3481388,1046820276.0708256,1043177788.2927022
2021-06-23,1044678531.5729184,1066928759.5981388,1053014955.7208257,1048921590.9927022
2021-06-24,1044708498.0229185,1066383769.8481388,1052172932.1708256,1048657940.6927023
2021-06-25,1052506397.6229184,1074201416.8481386,1059832465.5208255,1056478518.5427022
2021-06-28,1054565380.7729185,1075894903.5981388,1061235122.4208256,1058225696.6927023
2021-06-29,1048485631.7986932,1070099325.3051865,1055724293.3786162,1052253820.0863057
2021-06-30,1052892533.1495485,1075068915.2756746,1060864381.6453174,1056932213.7325733
2021-07-01,1047343006.4495485,1069224471.4256748,1055039729.3453175,1051303714.2325734
2021-07-02,1045257189.8995484,1067099934.6756748,1052946101.2953174,1049205213.0325735
2021-07-05,1051296986.0495485,1073371633.7256746,1059218218.9953173,1055303399.9825733
2021-07-06,1058406989.0495485,1079716315.4256747,1064972567.1953175,1062067342.9825734
2021-07-07,1057650965.2641978,1078663621.5283136,1063795966.9604247,1061209043.1876508
2021-07-08,1057570708.8141978,1078680428.6283135,1063837712.3604246,1061151914.5376508
2021-07-09,1059847731.9141978,1081109284.7783134,1066302246.6104245,1063466895.8876507
2021-07-12,1064040002.58882,1084541478.4459932,1069154797.3117448,1067241550.7955098
2021-07-13,1073375587.5406127,1093455842.786209,1077583511.530712,1076331731.2364037
2021-07-14,1071760966.2448614,1092291000.4278603,1076727720.296334,1074882127.2589405
2021-07-15,1073298609.2185588,1093344591.390649,1077463297.2849963,1076181498.8901143
2021-07-16,1077123617.2318904,1097139717.6976106,1081128630.2487886,1079985595.8127222
2021-07-19,1080426287.2818904,1100234415.6476107,1083986874.7487886,1083186763.662722
2021-07-20,1072129387.5318904,1091571378.8976107,1075352338.9987886,1074794958.5627222
2021-07-21,1076329616.576391,1095715281.7173877,1079370875.9932525,1078921584.9729338
2021-07-22,1089086110.9879608,1107597431.0452697,1090419110.3202817,1091208042.5016475
2021-07-23,1088988874.0540512,1107703763.927968,1090641445.2780373,1091180827.0668254
2021-07-26,1084121697.4040513,1102791533.3279681,1085865793.7780373,1086363003.3168256
2021-07-27,1086536893.7074249,1105177852.4541724,1088169794.624719,1088742569.580898
2021-07-28,1083950633.607425,1102516158.6041725,1085571771.174719,1086172697.030898
2021-07-29,1089252003.707425,1107747369.8041725,1090582266.4747188,1091399840.630898
2021-07-30,1082893460.557425,1101730115.7041726,1084931587.7247188,1085297141.4308982
2021-08-02,1090704883.257425,1108958418.8541725,1091675105.324719,1092666750.630898
2021-08-03,1091986289.807425,1110529938.2541726,1093380061.524719,1094074330.780898
2021-08-04,1094661023.1409564,1113079165.2887719,1095805111.6990714,1096690939.727585
2021-08-05,1100442272.7409563,1118436812.2887719,1100794745.0490713,1102190217.577585
2021-08-06,1100394366.1409564,1118234829.6387718,1100514538.0490713,1102143811.677585
2021-08-09,1102025713.1909564,1119712847.9387717,1101794899.8990715,1103684599.677585
2021-08-10,1097341786.6409564,1115129593.8387718,1097398199.9990714,1099047327.427585
