date,nav_base,nav_fin_pre_exdiv_kd,nav_fin_rs_soft_tilt_exdiv,nav_mix_l75
2015-09-04,595171689.62978,594497408.6108942,596415516.0057678,596115734.2994506
2015-09-07,597541065.62978,596729720.3108943,598994224.9057678,598576244.2494507
2015-09-08,592864911.4797801,592117653.6108942,594100205.2557678,593764499.4994507
2015-09-09,604856355.3297801,603341901.4108943,605992471.2057679,605803573.5494506
2015-09-10,606384928.9474401,605084327.892619,607350288.1733546,607270500.3107632
2015-09-11,607718994.4974402,606299203.992619,608699426.9233546,608623644.4107633
2015-09-14,606516341.4787949,605238647.2779787,607296458.2038065,607308263.4140147
2015-09-15,605592835.2787949,604350479.4779787,606621613.1038065,606483499.4640148
2015-09-16,607088489.0287949,605656405.2779787,607929609.2538065,607940977.1640147
2015-09-17,612302373.0287949,610963601.6779788,613298510.3538065,613260565.2140148
2015-09-18,613571688.2787949,612326979.0779787,614192352.0038065,614467097.9140147
2015-09-21,602577358.9787949,601739369.0779787,602978957.1038065,603297578.1140147
2015-09-22,606936841.2287949,605193385.1779788,607506697.7538065,607833202.8140148
2015-09-23,595012418.6787949,593684562.6779788,595525634.5038065,595775120.4640148
2015-09-24,594405407.9287949,593097628.3779787,594617067.2538065,595152943.2140148
2015-09-25,590243523.328795,588931734.5779787,590223171.9538065,590878632.3640147
2015-09-30,593265262.3787949,591754752.6779788,593827113.0038065,593990550.8640147
2015-10-01,595577205.2287949,594146865.3779787,595517578.8538065,596139894.8640147
2015-10-02,597197661.6287949,595906526.4779787,597536855.7538065,597903871.6140147
2015-10-05,596215187.2287949,594627047.2779787,596337441.1538064,596881364.5140147
2015-10-06,598087927.8787949,596591088.9779787,597892997.5038065,598668684.3640147
2015-10-07,600525358.328795,599014966.0779787,600611273.1538064,601161400.4640148
2015-10-08,597430778.3545469,596094625.6779788,597493969.7038065,598126678.0132306
2015-10-12,602083744.7045469,600756580.2660441,601862799.0339185,602646746.4132305
2015-10-13,604655267.1881433,603159616.9660442,604516094.6339185,605274031.4632305
2015-10-14,599089474.6381432,598298744.0660442,598823396.8839185,599458300.0867908
2015-10-15,604842246.0381433,603805211.5660442,604866725.9839184,605411497.4367907
2015-10-16,608869590.8381432,607995969.9660442,608652651.9839185,609308362.0367907
2015-10-19,607839449.9881432,607361171.7660441,607843774.9339185,608354636.4367907
2015-10-20,611902373.6881433,611153111.3660442,612214218.9339185,612634315.0867908
2015-10-21,605194793.7881433,604785153.9660442,605459879.8339185,605758922.4867908
2015-10-22,610595630.4381433,609980248.8660442,611004650.5839185,611198902.5367907
2015-10-23,615263513.6029642,614202604.1140556,615720552.4062835,616022944.4262563
2015-10-26,621105058.6129453,619825296.3261156,621723369.6877986,622101360.6573592
2015-10-27,618371692.2618407,617331052.3715934,619200919.431064,619353867.4143168
2015-10-28,617837668.2618407,616841564.0715934,618626878.331064,618776277.3643167
2015-10-29,611793123.7618407,610723254.3715934,612688049.431064,612772974.1643168
2015-10-30,607548126.5461577,606683744.9683182,608452503.0298097,608552606.7510508
2015-11-02,604164285.1461577,604053227.0683182,604276389.4298097,604809807.6510508
2015-11-03,611104020.7961577,610596183.6683182,611000492.4798098,611674597.8510509
2015-11-04,615058899.6822652,614466104.4522668,614714938.7054733,615578361.0896277
2015-11-05,614521470.8513926,613948144.4898548,614284859.1555836,615114629.9910722
2015-11-06,605777993.5371389,605318921.4185365,605423443.1316217,606266610.0539091
2015-11-09,604701439.6871389,603854553.4185365,604639670.5816218,605428326.703909
2015-11-10,596925147.9768186,596287976.755414,596749323.2847067,597553009.0661443
2015-11-11,595547154.3244053,594593937.9723066,595320542.2609681,596181698.1760722
2015-11-12,595820173.5775325,595098078.5057653,595521597.5847043,596492918.6272782
2015-11-13,590901411.5229583,590235534.2321928,590492116.2164057,591566292.5899715
2015-11-16,589180659.742441,588295704.5271168,589049363.5550183,589992371.8112519
2015-11-17,595312080.9988558,594606388.8211181,595212867.333934,596151691.8667518
2015-11-18,591703137.8199197,590869125.792977,591380468.591727,592427935.6957974
2015-11-19,597207843.6699196,596326067.192977,597119408.9417269,597968538.9457974
2015-11-20,595268257.1699196,594546742.192977,595343672.241727,596042713.8457974
2015-11-23,594052992.1363889,593538830.492977,593989063.341727,594615803.8957975
2015-11-24,593889381.2363889,593038526.292977,593907362.041727,594672471.6957974
2015-11-25,593106748.186389,592419378.392977,592892574.391727,593638812.8957975
2015-11-26,595265484.9701753,594573445.9905423,595081193.5892923,595716160.956986
2015-11-27,590621709.8201753,590052652.6905423,590583268.3392923,591175806.2426034
2015-11-30,588194929.0552398,587422895.5905423,588456745.2392923,588853980.2426034
2015-12-01,596385679.7552398,595767223.0905423,596166569.2392923,596758397.3926034
2015-12-02,591576284.8052398,591113485.8905423,591150730.1892923,591945376.3426034
2015-12-03,590323650.2052399,589512842.0905423,589985784.8892924,590778615.4926034
2015-12-04,589435989.3052398,588442487.8905423,589068783.5892923,589926133.2926034
2015-12-07,589400872.0552398,588465787.0905423,589083224.1392922,589815430.6926035
2015-12-08,581776559.7052399,581103929.1905423,581264041.5892923,582116802.0926034
2015-12-09,576846499.5052398,576493514.5905423,576212310.8892924,577157648.3426034
2015-12-10,580337812.3552399,579256427.6905423,579861411.2392923,580878594.0926034
2015-12-11,575503560.7052399,575338867.4905423,575031959.2892923,575911341.9426035
2015-12-14,572660760.6052399,572222425.2905422,571783382.8892924,573064336.2926034
2015-12-15,571447226.1052399,571145923.6905423,570704163.9892923,571860731.0926034
2015-12-16,574041977.8052398,573580248.3905424,573351234.6892923,574547939.5926034
2015-12-17,582112107.5052398,581934649.2905424,581637453.0892923,582463776.4426035
2015-12-18,575713969.1552398,575606579.6905423,575025761.6392924,576154637.8926034
2015-12-21,575091517.1552398,575141856.2905424,574243043.8392923,575422217.9926034
2015-12-22,578599807.8052398,578645747.9905423,577653200.1892923,578843787.8426034
2015-12-23,581383055.2052399,581312027.1905423,580500638.1892923,581788095.1426034
2015-12-24,582180928.9052398,582228316.7905422,581135982.1892923,582482173.7926034
2015-12-25,583680446.1552398,583610317.5905423,582597691.6392924,583969626.3926034
2015-12-28,584959015.4052398,584709541.7905422,583874468.8892922,585388448.8926034
2015-12-29,581070237.6552398,581138327.6905423,580134381.6392924,581459431.1426034
2015-12-30,578325981.5052398,578435837.5905423,577251494.1892923,578596116.4926034
2015-12-31,580578917.814628,580845614.6905423,579640219.8392923,580837349.5027514
2016-01-04,571313655.3491707,571502719.3516184,570593721.524824,571690780.8335515
2016-01-05,570735418.5491706,571104426.2248218,569934482.5758406,571199744.3335515
2016-01-06,566600190.3991706,567024671.2248218,565522171.8258406,566950659.5335516
2016-01-07,559929589.2491707,560871766.2248218,558720887.6758406,560132024.5335516
2016-01-08,561809189.2491707,562618516.2248218,560857137.6758406,562072174.5335516
2016-01-11,558285457.6491706,559201834.1248218,557551477.8758405,558636773.4335515
2016-01-12,562574418.8234117,563369424.5248218,561809864.5966586,562995270.7435143
2016-01-13,563264425.2734118,564195686.0514209,562472799.1466585,563601796.7935143
2016-01-14,561988249.5734117,563031973.0514209,561099937.3466586,562287098.2435143
2016-01-15,556453439.3734117,557769358.4514209,555703956.6466585,556623344.4935143
2016-01-18,551554822.5734117,552910285.151421,550969357.3466586,551613859.7435143
2016-01-19,556605754.6234117,557468044.7514209,556154984.5903682,556760678.6935143
2016-01-20,552876141.4234117,553861318.4514209,551955618.3903681,552850815.1935143
2016-01-21,545470131.6734117,546518531.3514209,544659847.8403682,545493829.2935144
2016-01-22,550135420.3234117,551134923.2039201,549164786.3903681,550137579.2435143
2016-01-25,563920790.1734117,564201732.7039201,562922261.2403681,563891563.2435143
2016-01-26,557792545.4734117,558430666.5039201,556960411.6403681,557771054.2935143
2016-01-27,560920410.1234117,561605446.5039201,559916959.090368,560761914.1935143
2016-01-28,563196671.0734117,564317615.2039201,562731729.1403681,563454702.7435143
2016-01-29,577570671.1734117,578349595.30392,577250808.9403682,577967097.0935143
2016-01-30,582491177.0734117,583020814.40392,582293806.940368,582934799.6435143
2016-02-01,584306607.5234118,584909191.5039201,584293032.5903682,584671165.7435143
2016-02-02,582939120.9234117,583285074.30392,582980219.4903681,583359784.9935143
2016-02-03,575821237.1734117,576215598.90392,575858107.8403682,576267209.0435144
2016-02-15,580224484.4234117,580951149.30392,580040132.7903681,580477909.8935143
2016-02-16,589232582.9734117,589618333.5039201,588881304.940368,589619352.1935143
2016-02-17,586397198.9234117,586608059.40392,586191196.190368,587035014.8435143
2016-02-18,589970902.8234117,590119855.1039201,589694326.3903681,590496197.4935143
2016-02-19,591461191.1734117,591752874.7039201,590766067.8403682,591887786.0435143
2016-02-22,591103015.1734117,591380613.0039201,590540758.940368,591514926.0935143
2016-02-23,591725091.1734117,591917074.7039201,591102167.8403682,592291186.0435143
2016-02-24,586928326.2234117,587277196.0039201,586399423.2903681,587387464.7435143
2016-02-25,593022253.9734117,593061060.1039201,592336610.5403681,593495432.4935143
2016-02-26,596484157.8234117,596611078.1039201,595871883.0903682,596932915.8435143
2016-03-01,597619305.9234117,598159946.90392,596972641.690368,598070351.5935143
2016-03-02,599885838.9732876,600442088.6039201,599036098.0403681,600302875.106902
2016-03-03,607251013.5851464,607570129.0365447,606554909.7203481,607697565.7373621
2016-03-04,609006799.0309579,609031032.3293653,608438172.8263019,609499880.2111785
2016-03-07,612587550.4182589,612417906.2515936,612365454.1825615,613259446.8975053
2016-03-08,611097657.8351598,610866976.7920291,610646014.1467952,611685518.0910642
2016-03-09,607151406.0191137,607257440.5170758,607107324.9219657,607823204.8580214
2016-03-10,609757543.5771459,609793598.1174182,609589700.7531074,610403690.7222933
2016-03-11,610741617.6915706,610592396.0382607,610480575.9851775,611384922.8768747
2016-03-14,610434517.339165,610463887.7904305,610055492.1628599,611026451.0383152
2016-03-15,602354552.4421434,602862101.190095,601934924.5497972,602873192.4525447
2016-03-16,605493831.708482,605926993.0442274,605442607.8941859,606122188.3842958
2016-03-17,612242425.5631324,612471916.5961089,611917747.1056726,612828180.7257372
2016-03-18,616503933.7631323,616543357.796109,616066510.0056726,617097064.5757372
2016-03-21,612432358.3131324,612662765.796109,612326037.6556727,613075178.1257372
2016-03-22,613908450.6165833,614038318.7240576,613547290.5646987,614502024.796287
2016-03-23,616421811.1165833,616349882.0240575,615988868.3646986,617025139.9462869
2016-03-24,614455820.1665833,614433291.6240575,614140914.9146986,615085108.6962869
2016-03-25,613291396.4665833,613220752.0240575,613062020.9146987,613951830.0462868
2016-03-28,612522092.2139177,612493762.0713918,612243377.6123813,613159859.8555322
2016-03-29,610723390.0639178,610518568.7713919,610512925.7623814,611400335.0055321
2016-03-30,614228811.4639177,614116986.2713919,613831504.8623813,614852682.3555322
2016-03-31,615410589.5139178,615060749.0713918,614825089.2123814,616013661.5055321
2016-04-01,607559460.0139178,607769932.5713918,607241623.6123813,608151285.9555322
2016-04-06,600773183.4750851,600819659.1337688,600083476.0869187,601281402.8107289
2016-04-07,598270425.5077405,598174056.8022563,597857214.7578049,598860991.6903023
2016-04-08,597709182.0544972,597825988.4445465,597334268.3034587,598283666.2335747
2016-04-11,602544547.0044973,602488267.1445464,602311662.8534588,603176987.5335748
2016-04-12,604224094.7044972,604152895.0445464,604025997.9534588,604872106.2335747
2016-04-13,612519928.4544972,612488920.4445465,612015409.6034588,613096882.1835748
2016-04-14,613198837.1044973,612722789.1445464,612861232.6534587,613874233.8835748
2016-04-15,614571191.7938554,614296719.5513238,614318472.0526897,615242154.1828057
2016-04-18,613673400.5438554,613459530.4513237,613510471.5026896,614360161.5328057
2016-04-19,612487083.1938554,611933387.4513237,612316785.6526897,613206003.2828057
2016-04-20,606186040.7938554,605812543.3513237,606600150.9526896,607024025.6328057
2016-04-21,610502044.773077,610208597.8295887,610541454.2892255,611245564.7313343
2016-04-22,610157861.0840153,609654586.6376969,610332942.7873955,610963244.867585
2016-04-25,612094056.2307909,611714752.8423465,611987273.3029,612817058.102881
2016-04-26,611910597.3049628,611653816.9319787,611821632.6565614,612612736.5213373
2016-04-27,611376807.7068793,611168166.0959959,611730084.048199,612186561.7823272
2016-04-28,605848764.9068793,605484981.0959959,606559825.848199,606763567.0823271
2016-04-29,606584902.1282943,606506113.6201842,606694551.441654,607306655.0793072
2016-05-03,612375935.3699518,613004794.1587393,612439323.3801192,613002075.7463173
2016-05-04,609979767.7873492,610786096.0964572,610303894.4471828,610661985.2394025
2016-05-05,604175355.1337436,605081490.0594413,604410026.560167,604808393.3344961
2016-05-06,602921018.6203592,603568784.2009252,603205654.0911411,603576130.4571257
2016-05-09,604654599.4023962,605064846.1065764,605154929.7249556,605406923.6819482
2016-05-10,607951302.5110264,608331027.4652853,608631893.5858666,608744729.8746113
2016-05-11,606304815.6110264,606681861.5652852,606798333.3858665,607060987.7246113
2016-05-12,609155832.5610265,609420913.6652853,609448995.7358667,609872878.9246113
2016-05-13,614888366.8110265,614672744.2652853,615051625.1858666,615648672.0246114
2016-05-16,608677433.0110264,609119682.2652853,609244976.8858666,609458945.2746114
2016-05-17,610953875.9610264,611255246.0652852,611195348.1358666,611649496.4246113
2016-05-18,616470614.3110265,616843965.6652851,616711989.5858666,617183784.9746113
2016-05-19,610176458.4610264,610636424.2652853,610291649.2358665,610853381.7246113
2016-05-20,610148532.275765,610501922.6652851,610442030.3358666,610860576.5246114
2016-05-23,616451761.725765,616673011.4652853,617310338.2858666,617425302.7746114
2016-05-24,616330723.7099005,616544022.9259924,616601747.2520748,617145265.3638219
2016-05-25,619680619.1173358,619519506.2819014,619810719.8880095,620489228.2765969
2016-05-26,619789195.2622038,619498440.3889333,619958218.7665142,620632184.3243029
2016-05-27,625717302.4305124,625333064.2012007,625248797.8834323,626381130.5429481
2016-05-30,627651788.2675924,627531486.5217141,627342386.9505328,628369722.9154946
2016-05-31,626707885.5432767,626896139.6375943,626986556.9944472,627566695.7103051
2016-06-01,632331959.4486169,632448067.0533382,632703595.3035426,633239853.6642561
2016-06-02,632917471.8328768,632788505.4892337,633650986.0268571,633939290.8846256
2016-06-03,635236627.4145098,635141425.2117783,635646797.0139129,636174353.6856263
2016-06-04,633681448.0027187,633549029.4077666,634141157.7882904,634635427.019808
2016-06-06,635625071.5803638,635262768.8225355,635867467.3494571,636543839.5671049
2016-06-07,643894614.0803638,643592355.1225355,644047728.4494572,644794922.8671049
2016-06-08,649529557.1803638,649134188.8225354,649754383.7494571,650460678.9671049
2016-06-13,636267265.2303637,636196472.2225355,636856759.1994572,637243319.167105
2016-06-14,639464112.6303638,639440651.4225355,639982647.1994572,640418476.4671049
2016-06-15,640834579.8803638,640688952.2225354,641241106.6494571,641770379.0671048
2016-06-16,628969098.2803638,629520520.1225355,628825796.849457,629708577.9671049
2016-06-17,637937979.8803638,638105852.2225354,637865306.6494571,638732679.0671048
2016-06-20,641548447.1303638,641344903.0225354,641765766.0994571,642447681.6671048
2016-06-21,647545981.1803638,647330577.1225355,647455924.8494571,648383769.0171049
2016-06-22,644623269.8541367,644813101.0591987,644777234.8696676,645488264.7505107
2016-06-23,643458870.8399428,643530173.510576,643200955.8076892,644228978.1435724
2016-06-24,629909333.2399429,629930180.1105759,629770821.6076893,630700068.8435724
2016-06-27,627134520.1399429,627877196.0105759,626433681.8076892,627723710.9935724
2016-06-28,632739170.1399429,632869246.0105759,632984631.8076892,633616710.9935724
2016-06-29,638758378.1906021,639079868.8571413,638979366.436416,639623522.2722214
2016-06-30,643131943.1406021,643328597.5571412,643210110.986416,643976843.5722214
2016-07-01,646109055.6406021,646147234.2571412,645965856.5864159,646924378.6222215
2016-07-04,647153455.6406021,647106834.2571412,647168256.5864159,648027428.6222215
2016-07-05,644787768.840602,645134160.5571412,644751422.7864159,645612892.1222214
2016-07-06,636673647.7406021,637300141.7571412,636186040.786416,637351556.1722214
2016-07-07,637628267.2906021,638068864.6571412,637139065.136416,638315140.0722214
2016-07-11,648454127.0406021,648896651.7571412,647690385.6864159,649106925.9722214
2016-07-12,649895296.2906021,650277425.9571413,649018012.9364159,650537648.4722214
2016-07-13,655150448.1406021,655353420.5571412,654759917.6864159,655918611.9222214
2016-07-14,657721601.8906021,657520396.3571413,657166763.836416,658488639.6222214
2016-07-15,665104822.9906021,664836215.1571412,664683445.836416,665931975.5722214
2016-07-18,667195509.590602,667389932.3571413,666650108.9364159,667959056.3222214
2016-07-19,669190960.305805,669282122.825584,668486541.1706568,669930049.5534327
2016-07-20,667938663.9519252,668129294.063991,667341808.1085811,668692372.0218576
2016-07-21,669977317.9519252,670024359.263991,669616676.908581,670803302.0218576
2016-07-22,666160029.173466,666301781.363991,665680491.808581,666946411.9742501
2016-07-25,667513801.6524866,667577435.7296265,667049195.9152606,668317218.2565932
2016-07-26,666569204.5882955,666794665.2992952,666133092.233842,667368725.0933595
2016-07-27,668010948.5744761,668118723.2126712,667467794.020453,668793083.6229931
2016-07-28,669290352.7244761,669639839.9126712,668631313.670453,670021878.3729931
2016-07-29,665836479.1244761,666756792.5126712,665380346.0704529,666564505.3729931
2016-08-01,670036237.3244761,670805483.7126712,669255108.970453,670705039.2229931
2016-08-02,669119530.8744761,669804644.9126712,668188474.420453,669759913.1729932
2016-08-03,665361000.9744761,666108037.5126712,664948785.320453,666121220.5729932
2016-08-04,665033703.2744762,665673109.6126713,664813900.220453,665849301.8729931
2016-08-05,671672966.8744761,672969964.5126712,671635731.6704528,672483413.4229931
2016-08-08,677955830.174476,679762795.9126712,677689644.0704528,678671536.5229931
2016-08-09,680136538.924476,681767656.8126712,680446643.520453,681000743.8729931
2016-08-10,684939061.8744761,686649790.5126712,684952887.420453,685735861.1229931
2016-08-11,683169313.274476,684636437.3126712,683560332.920453,684070958.3229932
2016-08-12,683002506.2244761,684274661.5126712,683401140.120453,683910934.5229931
2016-08-15,678434687.924476,679533481.7126713,678533531.020453,679281962.9229932
2016-08-16,679511711.0609876,680781366.947869,679401039.5241362,680302547.6445563
2016-08-17,680962435.3609875,682188493.547869,680886741.7741362,681759424.0445563
2016-08-18,684086057.1109874,684650137.827869,683839073.2941362,684891482.6545563
2016-08-19,675095929.9467409,676011058.1882341,674378723.7847558,675762748.4206191
2016-08-22,657682241.7967409,660126828.6882341,655305558.6847559,657819330.2206192
2016-08-23,662334372.8967409,664703182.3882341,659414680.9847559,662351674.6206192
2016-08-24,655408543.1452394,658189288.8413544,651917934.8799393,655240403.5659229
2016-08-25,663388366.1952393,666379235.0413544,660158485.2799393,663277931.5159229
2016-08-26,664228578.7952393,667162357.4413544,660818114.0799394,664083051.1659229
2016-08-29,665312041.3452394,667827701.4413544,661577709.8799393,665117445.465923
2016-08-30,663736563.5952393,666634367.3413544,660060683.3799393,663524110.215923
2016-08-31,661273007.8952394,663787285.5413544,656784848.3799394,660886488.315923
2016-09-01,650581205.7952393,654079789.6413544,646488096.6799394,650210048.5659229
2016-09-02,655286589.8452393,659141773.3413544,651027649.5799394,654848373.5159229
2016-09-05,665739277.6452394,668564540.5413544,662068585.9799393,665531982.465923
2016-09-06,668675911.3952394,671870890.3413544,665049143.1799394,668458173.5159229
2016-09-07,671205910.3452393,674900030.2413543,667743581.0799394,670988655.5159229
2016-09-08,676757656.6452394,680072924.0413544,673447684.0799394,676604790.8659229
2016-09-09,670067061.7952393,673741281.0413544,666803704.8799394,669893858.1159229
2016-09-10,663240166.5452393,666571047.3413544,659946213.9799393,663081190.7659229
2016-09-12,657044663.5952393,661199668.4413544,653746429.8799393,656816716.215923
2016-09-13,660129534.2452393,663244248.3413544,656765880.5799392,659965202.3159229
2016-09-14,652789382.4452393,656776586.3413544,649749924.5799394,652631796.465923
2016-09-19,668981965.8452393,672975499.5413544,665991930.5799394,668820482.0159229
2016-09-20,668152696.1952393,672026801.3413544,665338258.9799393,668054938.5659229
2016-09-21,668885431.0452393,672979589.6413543,666088561.2799393,668777922.965923
2016-09-22,669325022.8452394,673330796.9413544,665979140.3799393,669084880.465923
2016-09-23,672859920.2952393,676755807.6413544,669705871.4799393,672677084.5159229
2016-09-26,667775036.5452393,671522457.8413545,664295664.2799393,667524743.465923
2016-09-29,670495478.4452393,674502521.9413544,667247409.3799393,670288151.6659229
2016-09-30,660979292.8452393,665132531.7413543,657867013.1799394,660778379.4159229
2016-10-03,662002677.6452394,666123741.6413544,658620182.4799393,661735638.465923
2016-10-04,665929600.6452394,670444709.4413544,661956849.8799393,665502491.065923
2016-10-05,665531793.5952394,669848133.6413544,661556057.0799394,665115817.2659229
2016-10-06,664884553.2452394,669551277.1413543,661287151.7799393,664542412.3659229
2016-10-07,660743079.1452394,665494270.8413544,657335589.2799394,660438316.4159229
2016-10-11,660969062.4952394,665487229.9413544,657393784.7799394,660643522.8659229
2016-10-12,662525048.3952394,666599378.3413544,659004449.1799394,662243325.2659229
2016-10-13,660907598.3452393,664833999.9413544,656962716.1799393,660527599.9159229
2016-10-14,657334124.2452394,661237993.6413544,653722853.6799394,657035203.965923
2016-10-17,658160464.6452394,662036928.5413544,654384791.9799393,657835734.215923
2016-10-18,662640491.2952393,666222524.1413544,658901773.3799393,662346076.1159229
2016-10-19,663417548.3452393,667138599.9413544,659751666.1799393,663127349.9159229
2016-10-20,663877776.1452394,667623212.4413544,660224875.6799394,663590560.5159229
2016-10-21,664242784.2952393,667771526.7413543,660922563.5799394,664054077.6659229
2016-10-24,662798584.2952393,666543926.7413543,659193363.5799394,662526077.6659229
2016-10-25,666398812.4452393,670347451.5413544,662947651.7799393,666140197.5159229
2016-10-26,662386442.4452393,666015041.0413544,658969001.4799393,662161944.8159229
2016-10-27,659291372.7952393,662999942.8413544,655767729.8799393,659034101.3659229
2016-10-28,660819069.1452394,664934215.0413544,657021865.8799393,660465262.0659229
2016-10-31,658694428.7452394,662935880.1413544,654919527.5799394,658316631.8159229
2016-11-01,659332042.3952394,662920062.6413544,655347018.4799393,658965669.465923
2016-11-02,655412122.7952393,659318942.8413544,651611079.8799393,655059451.3659229
2016-11-03,657060218.3452394,660493534.7413545,654201938.9799393,656977348.8659229
2016-11-04,654809992.0452393,658832251.4413544,651914536.2799393,654672616.2159228
2016-11-07,657907104.6452394,661759573.8413544,654965965.0799394,657768635.8659229
2016-11-08,667140363.5952393,670605768.4413544,664737779.8799393,667179366.215923
2016-11-09,652437780.5452393,656216267.5413544,649915302.5799394,652411539.9159229
2016-11-10,665297601.7860639,668677737.8527323,663840994.0274376,665572537.0634211
2016-11-11,656862766.4756318,660096209.9564573,655985705.5388525,657286282.6324825
2016-11-14,659455605.610684,662474339.3256717,659077081.4321932,660005388.6223301
2016-11-15,658854176.3606842,661700626.0256717,658484398.1321932,659423725.4223301
2016-11-16,658758819.7433856,661886587.8148303,657974275.1930523,659213631.056789
2016-11-17,658613568.6933856,662394877.7148303,657789913.0930523,659004163.056789
2016-11-18,656005101.2932242,659718344.7172818,654724088.938431,656287878.4981314
2016-11-21,660712070.9121355,664099220.4329768,659946231.9699712,661145412.0363512
2016-11-22,663492436.4621354,667270622.8329769,662954091.3699712,663961462.2363513
2016-11-23,663766403.5121354,667803753.3329769,662230911.0699711,663977834.3863512
2016-11-24,667577945.3621355,671299339.032977,666460823.1699712,667918817.2363513
2016-11-25,668194659.3088222,671824132.301767,666576522.5106579,668422054.0587436
2016-11-28,672168147.1588222,675650527.901767,670569141.9106579,672415988.3587435
2016-11-29,668039907.8588221,671575831.501767,666357798.710658,668260401.4587436
2016-11-30,670043416.7588221,673731847.701767,667451030.5106579,670035606.4587436
2016-12-01,670430804.1588221,674072425.301767,668202201.7106578,670512336.8087435
2016-12-02,670963318.2588221,674826076.901767,668988887.3106579,671087234.4087435
2016-12-05,665475558.2588221,669970522.201767,663488360.4106579,665545286.0587436
2016-12-06,672712497.5588222,676892718.601767,671207103.6106579,672928622.9587436
2016-12-07,674862181.2588221,679156790.0017669,673096727.8106579,675008588.6587435
2016-12-08,683571879.5088221,688004031.0017669,681613285.8106579,683670555.9087435
2016-12-09,686906192.1088221,690954253.401767,685221764.6106579,687098675.5587436
2016-12-12,686538385.0588222,690390827.601767,684847321.8106579,686743651.7587435
2016-12-13,687306948.0588222,691851540.7017671,685425562.3106579,687414756.0087435
2016-12-14,681448366.9088221,686098608.601767,679453157.0106579,681518036.2587435
2016-12-15,682126987.6088221,686245866.9017669,679983040.7106578,682194947.7087436
2016-12-16,682185377.5588222,685932583.801767,680834480.810658,682464174.0087435
2016-12-19,676999050.8588221,680832809.801767,675201816.4106579,677150106.7587435
2016-12-20,674909809.0088221,678790574.101767,673083704.3106579,675046723.9087435
2016-12-21,672263689.3588221,676223625.9017669,670315282.7106578,672362980.4587436
2016-12-22,666715986.0088222,670635106.301767,664907686.9106579,666845521.3087436
2016-12-23,664444566.3588221,668389758.101767,662594665.3106579,664560727.8587435
2016-12-26,667870512.7088221,672065680.301767,665949501.310658,667956188.5587436
2016-12-27,666425234.9088222,670757267.801767,664252891.810658,666438427.9587436
2016-12-28,672149000.9088222,676765938.201767,669865299.4106579,672126982.1087435
2016-12-29,666746026.8088222,671550631.901767,664516936.9106579,666717186.1587436
2016-12-30,672417407.9588221,677225364.001767,670142442.210658,672378505.9087435
2017-01-03,673624200.9088222,678137138.201767,671502199.4106579,673649382.1087435
2017-01-04,676112980.2088221,680782079.9017669,674701365.710658,676302870.6587435
2017-01-05,682131761.3588221,686813812.001767,680672171.0106579,682319690.4087436
2017-01-06,683389596.1588221,687874021.901767,681873390.3106579,683572349.4587436
2017-01-09,680701923.9088222,685220506.0017669,678483516.810658,680704634.7087436
2017-01-10,683013408.7588221,687482544.301767,681212869.1106579,683123319.1087435
2017-01-11,684905328.4088222,689341392.501767,683148140.710658,685023362.5587436
2017-01-12,690764217.6588221,694800660.501767,688933700.9106579,690902474.1087435
2017-01-13,688145768.7803646,692454113.9671036,686591383.9392847,688329324.8011693
2017-01-16,680484748.0809854,685227248.0868543,678957402.5174397,680640237.1993065
2017-01-17,682005486.2712556,686756360.035624,680020968.4864314,682053124.3985163
2017-01-18,677597859.6212556,682637914.4356241,675557587.0864314,677605832.4985163
2017-01-19,677091860.7212557,681770002.9356241,675349132.1864314,677194825.8485162
2017-01-20,677498723.3212557,682172375.3356241,675453210.9864314,677531695.4985163
2017-01-23,682690269.6712557,687453297.535624,680824246.9864314,682762856.1985162
2017-01-24,680886219.6712557,685922297.535624,678596596.9864314,680839056.1985162
2017-02-02,676894409.6712557,682286792.8356241,675018170.0864314,676911457.8485162
2017-02-03,679069162.2759829,684373562.1923637,676610394.7627225,678956131.4117653
2017-02-06,684693486.4759828,690304525.2923639,682843073.2627225,684711678.0617653
2017-02-07,689166395.4259828,694911619.8923638,687109838.0627224,689131958.4117652
2017-02-08,687171181.3759829,692988046.6923639,685093635.4627225,687123986.1617653
2017-02-09,686973473.2259828,693008432.3923638,684506847.5627224,686816169.0117652
2017-02-10,693565019.5259829,699341126.1923639,691113250.5627224,693437154.3617653
2017-02-13,696685511.3759829,702306011.8923638,694435062.6627225,696619437.2117653
2017-02-14,696470389.1759828,702168574.3923638,694146622.1627225,696381197.8117653
2017-02-15,703721891.0759828,709095393.1923639,701605544.1627225,703712104.3617653
2017-02-16,699501213.3259828,705524059.0923638,697031617.6627223,699357769.1117653
2017-02-17,696502428.4759828,702628720.7923638,693506915.3627225,696222834.7117653
2017-02-18,699095606.5386763,704978494.0534325,696533260.788377,698940537.9020448
2017-02-20,699107200.9386762,704888169.0534325,696608041.7883769,698974116.7020447
2017-02-21,699514666.1386762,705272459.1534325,697413072.488377,699478057.6520448
2017-02-22,701552528.7386762,707088931.5534325,699486751.2883769,701542427.3020447
2017-02-23,699856889.3886762,704934056.7534325,697791325.088377,699877665.0520447
2017-02-24,698243889.7886761,704290597.4534326,695862436.7883769,698118599.6520448
2017-03-01,696618470.1886762,702770577.6534326,694782698.188377,696615481.5520447
