date,nav
2012-12-04,1.0
2012-12-05,1.0042323004895126
2012-12-06,1.0034656413994314
2012-12-07,1.0038362523290425
2012-12-10,0.9886762808749697
2012-12-11,0.9917865875265856
2012-12-12,1.0157444636078774
2012-12-13,1.0241080354139083
2012-12-14,1.021399040718807
2012-12-17,1.0079290840639594
2012-12-18,1.0115130022131404
2012-12-19,1.0190008917256506
2012-12-20,0.9927448436035905
2012-12-21,0.9643861738796409
2012-12-22,0.9691648683072063
2012-12-24,0.9716503019888376
2012-12-25,0.9970086280731287
2012-12-26,0.9872142916639631
2012-12-27,0.9917008716045679
2012-12-28,1.0070722753670327
2013-01-02,1.0286898814433003
2013-01-03,1.036352191336866
2013-01-04,1.0155131822820909
2013-01-07,1.0060187693058864
2013-01-08,1.006423982305175
2013-01-09,1.0032524134788476
2013-01-10,1.0352139154090654
2013-01-11,1.0362783479564328
2013-01-14,1.0358221969701884
2013-01-15,1.0258604068788177
2013-01-16,1.010184446219813
2013-01-17,0.994824259320519
2013-01-18,1.0158649586206974
2013-01-21,1.0129062843445031
2013-01-22,1.023585319956802
2013-01-23,1.0211019421133603
2013-01-24,1.0056055692152626
2013-01-25,0.9979529136298562
2013-01-28,1.0238037685390893
2013-01-29,1.0389840488119606
2013-01-30,1.0416688125162776
2013-01-31,1.0604895665475889
2013-02-01,1.065723877709452
2013-02-04,1.1356280270064423
2013-02-05,1.123104375607717
2013-02-06,1.1377875277786529
2013-02-18,1.1412202438319017
2013-02-19,1.1312481480546035
2013-02-20,1.1678485781279768
2013-02-21,1.133055085136389
2013-02-22,1.130455425170668
2013-02-23,1.1511797665519292
2013-02-25,1.1281385759368927
2013-02-26,1.117919902941434
2013-02-27,1.1146589473865045
2013-03-01,1.1312485468081293
2013-03-04,1.0914479563696822
2013-03-05,1.114029609801952
2013-03-06,1.110786465825422
2013-03-07,1.1150128145213514
2013-03-08,1.1549150090112676
2013-03-11,1.1505409260480899
2013-03-12,1.1292839632520528
2013-03-13,1.1284967309586098
2013-03-14,1.1238531876046678
2013-03-15,1.1206214325607127
2013-03-18,1.0806510372587663
2013-03-19,1.0793597245769764
2013-03-20,1.0664223923818323
2013-03-21,1.0645095537335763
2013-03-22,1.0533125763018096
2013-03-25,1.0874129125184353
2013-03-26,1.0784589710381132
2013-03-27,1.0982564214205515
2013-03-28,1.0914375773587126
2013-03-29,1.1022425731763403
2013-04-01,1.09244424523834
2013-04-02,1.0855447838409802
2013-04-03,1.0958663685640848
2013-04-08,1.0307060946907907
2013-04-09,1.0333307627774624
2013-04-10,1.0328193849385654
2013-04-11,1.0425536702599834
2013-04-12,1.036783451558314
2013-04-15,1.025307875000001
2013-04-16,1.0206718313403387
2013-04-17,0.9963659087942953
2013-04-18,0.9970307089441992
2013-04-19,1.0311503909858182
2013-04-22,1.0345436876703094
2013-04-23,1.038486255664503
2013-04-24,1.0495398486023972
2013-04-25,1.0441294255990565
2013-04-26,1.038389357416374
2013-04-29,1.0389310642790763
2013-04-30,1.0539488911845882
2013-05-02,1.0644681953750799
2013-05-03,1.0739497185214224
2013-05-06,1.0740721836994056
2013-05-07,1.0753085771478388
2013-05-08,1.0886815996130363
2013-05-09,1.0954696406753714
2013-05-10,1.091469444241179
2013-05-13,1.0783156959660205
2013-05-14,1.0794782997090429
2013-05-15,1.1021311829011262
2013-05-16,1.1413790050915533
2013-05-17,1.1361099828388779
2013-05-20,1.135904980089299
2013-05-21,1.1325812370672061
2013-05-22,1.136942508932106
2013-05-23,1.0905142099440701
2013-05-24,1.0756008960672119
2013-05-27,1.1000220585276181
2013-05-28,1.0995672474992761
2013-05-29,1.115219200117963
2013-05-30,1.0815009948617544
2013-05-31,1.1066509637671056
2013-06-03,1.0700905755144445
2013-06-04,1.0630544437851313
2013-06-05,1.0584592797240189
2013-06-06,1.035843669889207
2013-06-07,1.0436560279516667
