extra_delay_days,cost_multiple,slippage_bps,period,n,ret,mdd,sharpe,vol,turnover
0,2,25,2023_2025,722,0.46269388560081426,-0.16240086202595472,1.0895793443650166,0.12980878167318413,7.041880401374954
0,2,25,2026,152,0.20842836624289252,-0.07145083970670474,2.193866050532246,0.1491188282561898,1.412929037477077
0,3,0,2015_2020,1468,0.37627563331439573,-0.23288824737525016,0.5604632938740708,0.10841577152654404,13.95897539932599
0,3,0,2021_2022,490,0.2330869852347761,-0.18034908132761296,0.877537739187582,0.1331696467504669,4.88437123204319
0,3,0,2023_2025,722,0.4643936154829882,-0.16217412031240908,1.0936118946530158,0.12968808046946362,7.041880401374954
0,3,0,2026,152,0.20838691067210324,-0.07172681456462582,2.193223849004772,0.14913761784877014,1.412929037477077
0,3,10,2015_2020,1468,0.3571484315677771,-0.23454593771005372,0.5380421048854932,0.10847701152551098,13.95897539932599
0,3,10,2021_2022,490,0.22706425288661647,-0.18142243235945932,0.8582955791285528,0.13322251009225153,4.88437123204319
0,3,10,2023_2025,722,0.45415373385152624,-0.1636170618732935,1.0751520237526013,0.12962556416696555,7.041880401374954
0,3,10,2026,152,0.20668319306005034,-0.07193046424898375,2.1774495964528024,0.14913510742150743,1.412929037477077
0,3,25,2015_2020,1468,0.3289498450919983,-0.2370261260066474,0.5044321301481305,0.1085743851994559,13.95897539932599
0,3,25,2021_2022,490,0.21808377077997898,-0.1830300329682062,0.8294340160288523,0.1333061345303025,4.88437123204319
0,3,25,2023_2025,722,0.43892500324381944,-0.1657772085491952,1.047385612697443,0.12953713166525285,7.041880401374954
0,3,25,2026,152,0.2041317636556077,-0.07223590406784841,2.1537430591370534,0.14913439973380002,1.412929037477077
1,1,0,2015_2020,1468,0.467202663131735,-0.2246460952880761,0.6608229806536117,0.1086183964494982,13.954889142387767
1,1,0,2021_2022,490,0.2623416698437042,-0.1755791905493318,0.9691450384427132,0.13303628273598533,4.88083479471824
1,1,0,2023_2025,722,0.50749794305442,-0.1528906477852513,1.1657236367339,0.1304480177645961,7.049503095638125
1,1,0,2026,152,0.2143219327919128,-0.0751441344244963,2.225421531104661,0.15077011297077028,1.4129290374770769
1,1,10,2015_2020,1468,0.44686920854945855,-0.2263264441758489,0.6387195568323059,0.10862415731964838,13.954889142387767
1,1,10,2021_2022,490,0.2562078726974306,-0.17666479221064246,0.9503643399040713,0.1330208605402825,4.88083479471824
1,1,10,2023_2025,722,0.49692741502113025,-0.15367252941084153,1.1468910304255482,0.13044403866845697,7.049503095638125
1,1,10,2026,152,0.2126074709452208,-0.07535321174410037,2.209516311061978,0.15078823053101692,1.4129290374770769
1,1,25,2015_2020,1468,0.41689082502724717,-0.228840513418465,0.6055377419972193,0.10863837339170068,13.954889142387767
1,1,25,2021_2022,490,0.24706149803893251,-0.17829072534930435,0.9221547835798932,0.13300210329799403,4.88083479471824
1,1,25,2023_2025,722,0.4812072842696289,-0.15585792981703417,1.118593994229461,0.13044343081239504,7.049503095638125
1,1,25,2026,152,0.21003995708428613,-0.07566678983861974,2.1856218830268968,0.15081842667647566,1.4129290374770769
1,2,0,2015_2020,1468,0.41975575229296824,-0.2289169478048556,0.6087143904565194,0.10864244567673031,13.954889142387767
1,2,0,2021_2022,490,0.24784034239900743,-0.17821001285240212,0.9248077682722198,0.13296319061956866,4.88083479471824
1,2,0,2023_2025,722,0.48286067627222895,-0.15562374149538694,1.1215089548564305,0.13045343760094538,7.049503095638125
1,2,0,2026,152,0.2099952797689364,-0.07594060856743934,2.1845889097176467,0.15086476805087762,1.4129290374770769
1,2,10,2015_2020,1468,0.4000728479662874,-0.230588561400764,0.5865785834790603,0.10865562265964734,13.954889142387767
1,2,10,2021_2022,490,0.2417750226367752,-0.17929242318295047,0.9059722130944543,0.13295354847828547,4.88083479471824
1,2,10,2023_2025,722,0.4724584439648576,-0.15707826400425973,1.1026108679762436,0.13045713849468973,7.049503095638125
1,2,10,2026,152,0.20828640076330696,-0.076149610096094,2.1686347231248857,0.15088732781230585,1.4129290374770769
1,2,25,2015_2020,1468,0.37105377381851623,-0.23308955932243625,0.5533565756555755,0.10868095829322183,13.954889142387767
1,2,25,2021_2022,490,0.23273077489442606,-0.180913576001818,0.8776848396396464,0.13294346529117756,4.88083479471824
1,2,25,2023_2025,722,0.45698865287796364,-0.15925574427550637,1.074221615678277,0.1304680496425577,7.049503095638125
1,2,25,2026,152,0.205727248778115,-0.07646307451048773,2.1446695353273584,0.15092418289852022,1.4129290374770769
1,3,0,2015_2020,1468,0.3738254503717593,-0.23316571483107462,0.5565302008690085,0.10868575974064044,13.954889142387767
1,3,0,2021_2022,490,0.23350054917113328,-0.18083313470296059,0.8803228431753205,0.1329050253768446,4.88083479471824
1,3,0,2023_2025,722,0.4586135303331349,-0.15902278101576517,1.0771167441702154,0.13048080443455146,7.049503095638125
1,3,0,2026,152,0.20568250120475629,-0.0767367986333981,2.1436213190688407,0.1509725340810151,1.4129290374770769
1,3,10,2015_2020,1468,0.3547725249099074,-0.2348286356868634,0.5343731188411048,0.10870634539954688,13.954889142387767
1,3,10,2021_2022,490,0.22750296579228846,-0.18191236228557683,0.8614383073735539,0.1329011698301245,4.88083479471824
1,3,10,2023_2025,722,0.4483769977305716,-0.1604720307732398,1.0581616235441214,0.130492182314114,7.049503095638125
1,3,10,2026,152,0.20397918875937426,-0.07694572438331382,2.127622159679148,0.15099952799917388,1.4129290374770769
1,3,25,2015_2020,1468,0.32668241968754397,-0.23731662597034897,0.501127589634876,0.10874278656669335,13.954889142387767
1,3,25,2021_2022,490,0.218559739656353,-0.18352874764242022,0.8330819761159534,0.13289976907700035,4.88083479471824
1,3,25,2023_2025,722,0.43315368388754383,-0.16264161593962723,1.0296928799110994,0.13051460536564582,7.049503095638125
1,3,25,2026,152,0.2014283742614149,-0.0772590751358968,2.1035922170398322,0.15104302922007504,1.4129290374770769
2,1,0,2015_2020,1468,0.4757795726558245,-0.22999764879321216,0.6680095757211789,0.1090121565775099,13.954889142387767
2,1,0,2021_2022,490,0.2659272061139437,-0.17636645824669706,0.9713300215852805,0.13442722290630613,4.88083479471824
2,1,0,2023_2025,722,0.5205985602545471,-0.152436220048486,1.1889964347630066,0.1304370016935871,7.049503095638125
2,1,0,2026,152,0.22450003808825802,-0.06968433294064691,2.3245945864625948,0.15030682352078958,1.412929037477077
2,1,10,2015_2020,1468,0.4553241800793122,-0.2316648981716215,0.6459677639354358,0.10902092879010505,13.954889142387767
2,1,10,2021_2022,490,0.25976446225367544,-0.17745161371942686,0.9525780627949357,0.13443299347538357,4.88083479471824
2,1,10,2023_2025,722,0.5099059828845933,-0.15270900402449317,1.1698385913267861,0.1304669098043319,7.049503095638125
2,1,10,2026,152,0.2227757450955523,-0.06986209023464884,2.3092426945503832,0.15028495199141959,1.412929037477077
2,1,25,2015_2020,1468,0.4251660882340331,-0.23415937494981087,0.6128804801086519,0.10903964060698021,13.954889142387767
2,1,25,2021_2022,490,0.250575030921667,-0.1790768761356023,0.9244233598537518,0.1344459807680307,4.88083479471824
2,1,25,2023_2025,722,0.49400474150036655,-0.15490786795686629,1.141071560643064,0.13051711665168475,7.049503095638125
2,1,25,2026,152,0.2201934977129798,-0.07012870932645432,2.28616038497131,0.15025517394952387,1.412929037477077
2,2,0,2015_2020,1468,0.4280666937884454,-0.23423079093473054,0.6161616360045155,0.10902310066176195,13.954889142387767
2,2,0,2021_2022,490,0.25134543714328506,-0.17899996119989692,0.9266630147803429,0.13446671887471862,4.88083479471824
2,2,0,2023_2025,722,0.49569671851205666,-0.15467819801353544,1.1441028792268864,0.13051729485750121,7.049503095638125
2,2,0,2026,152,0.22015843112165911,-0.07036026361817871,2.2864656455103844,0.15021125396659557,1.412929037477077
2,2,10,2015_2020,1468,0.40826558655675593,-0.23588939120549646,0.5940859397306841,0.1090392632828804,13.954889142387767
2,2,10,2021_2022,490,0.2452516810527421,-0.18008191905775783,0.9078798571991724,0.13447821020062298,4.88083479471824
2,2,10,2023_2025,722,0.48517473853751647,-0.15614166301520982,1.1249011406264027,0.13055485814424578,7.049503095638125
2,2,10,2026,152,0.2184397276705008,-0.07053798801278144,2.2710309887933593,0.1501938426507808,1.412929037477077
2,2,25,2015_2020,1468,0.3790723099483366,-0.2383709255907709,0.5609561236339059,0.10906905604662609,13.954889142387767
2,2,25,2021_2022,490,0.2361651366449442,-0.1817023917502376,0.8796828290336102,0.13449977551935674,4.88083479471824
2,2,25,2023_2025,722,0.4695272542294606,-0.1583325114172175,1.0960744859299385,0.13061653627255654,7.049503095638125
2,2,25,2026,152,0.2158658522269361,-0.07080455775590377,2.2478268903493657,0.15017075881975567,1.412929037477077
2,3,0,2015_2020,1468,0.3818785467046426,-0.23844208908548514,0.5642247279421856,0.10905324885828854,13.954889142387767
2,3,0,2021_2022,490,0.23692652099767386,-0.18162573832610007,0.8819253630637669,0.13452098991774342,4.88083479471824
2,3,0,2023_2025,722,0.47119002564204826,-0.1581040669272915,1.099080440362287,0.1306194618917701,7.049503095638125
2,3,0,2026,152,0.21583069059097326,-0.07103607418539815,2.248090723717792,0.15012886788854526,1.412929037477077
2,3,10,2015_2020,1468,0.36271104077059824,-0.24009208228493906,0.5421261267034254,0.10907679575742694,13.954889142387767
2,3,10,2021_2022,490,0.23090100418824133,-0.1827045071915676,0.863116936751579,0.13453819650812726,4.88083479471824
2,3,10,2023_2025,722,0.4608360057715277,-0.15956219571284735,1.0798435364194543,0.13066466292806653,7.049503095638125
2,3,10,2026,152,0.21411756044181884,-0.07121376568115856,2.2325767096330287,0.15011592347024225,1.412929037477077
2,3,25,2015_2020,1468,0.33445207284753553,-0.2425607371888776,0.5089702601738253,0.10911765742776319,13.954889142387767
2,3,25,2021_2022,490,0.2219162302381772,-0.1843202030774883,0.8348864893506626,0.13456833023309447,4.88083479471824
2,3,25,2023_2025,722,0.44543835481316507,-0.16174505403341144,1.050970361086272,0.13073778366822383,7.049503095638125
2,3,25,2026,152,0.21155203261050315,-0.07148028607643653,2.20925598058835,0.15009954311846752,1.412929037477077
