date,core_idx,ovl_idx,regime,nav_core_100,nav_core_90_ovl_10,nav_core_80_ovl_20,nav_core_70_ovl_30
2019-02-13,1.0373055663155875,1.0634016053144144,Bear,1.0373055663155875,1.03991517021547,1.042524774115353,1.0451343780152356
2019-02-14,1.0365284112956725,1.056471311353584,Bear,1.0365284112956725,1.0385227013014637,1.0405169913072547,1.042511281313046
2019-02-15,1.0338068695093392,1.06346781906435,Bear,1.0338068695093392,1.0367729644648402,1.0397390594203415,1.0427051543758423
2019-02-18,1.0413232045103897,1.066323622956031,Bear,1.0413232045103897,1.043823246354954,1.0463232881995181,1.048823330044082
2019-02-19,1.0411334037265993,1.0667369747394355,Bear,1.0411334037265993,1.043693760827883,1.0462541179291667,1.0488144750304502
2019-02-20,1.0465474191567103,1.0656328714122607,Bear,1.0465474191567103,1.0484559643822653,1.0503645096078205,1.0522730548333754
2019-02-21,1.0489891762247494,1.0699983064872736,Bear,1.0489891762247494,1.0510900892510018,1.0531910022772544,1.0552919153035067
2019-02-22,1.0509217347023316,1.0747890718415114,Bear,1.0509217347023316,1.0533084684162497,1.0556952021301678,1.0580819358440854
2019-02-25,1.0539233804451873,1.0740880634535488,Bear,1.0539233804451873,1.0559398487460234,1.0579563170468598,1.0599727853476957
2019-02-26,1.0524804819567768,1.074934628296686,Bear,1.0524804819567768,1.0547258965907678,1.0569713112247587,1.0592167258587495
2019-02-27,1.0614299579241457,1.0753892724601974,Bear,1.0614299579241457,1.062825889377751,1.064221820831356,1.0656177522849613
2019-03-04,1.0573180494964316,1.0710786455781747,Bear,1.0573180494964316,1.0586941091046058,1.0600701687127803,1.0614462283209545
2019-03-05,1.056735564384675,1.0641161893486626,Bear,1.056735564384675,1.0574736268810738,1.0582116893774725,1.0589497518738713
2019-03-06,1.0603886104098912,1.0649438857406701,Bear,1.0603886104098912,1.060844137942969,1.0612996654760471,1.061755193009125
2019-03-07,1.056314489658454,1.0671714570810098,Bear,1.056314489658454,1.0574001864007094,1.058485883142965,1.0595715798852208
2019-03-08,1.0542754097010762,1.0593475346234202,Bear,1.0542754097010762,1.0547826221933105,1.055289834685545,1.0557970471777793
2019-03-11,1.0557781974653533,1.0555157726504865,Bear,1.0557781974653533,1.0557519549838665,1.05572571250238,1.055699470020893
2019-03-12,1.063105871541639,1.063556490965413,Bear,1.063105871541639,1.0631509334840166,1.0631959954263939,1.0632410573687712
2019-03-13,1.0658989022388816,1.063964861535381,Bear,1.0658989022388816,1.0657054981685317,1.0655120940981815,1.0653186900278313
2019-03-14,1.0635790626495183,1.063428844291935,Bear,1.0635790626495183,1.06356404081376,1.0635490189780017,1.0635339971422433
2019-03-15,1.0678662683602236,1.0649891449242268,Bull,1.0678662683602236,1.067578556016624,1.0672908436730242,1.0670031313294246
2019-03-18,1.0745170571879423,1.0721370900409102,Bull,1.0745170571879423,1.074279060473239,1.074041063758536,1.0738030670438325
2019-03-19,1.079004707096817,1.077099257663542,Bull,1.079004707096817,1.0788141621534895,1.078623617210162,1.0784330722668345
2019-03-20,1.0821867166682357,1.0762892773428168,Bull,1.0821867166682357,1.081596972735694,1.081007228803152,1.08041748487061
2019-03-21,1.0853466826721694,1.0826816534428558,Bull,1.0853466826721694,1.085080179749238,1.0848136768263068,1.0845471739033752
2019-03-22,1.0819723672064139,1.0902497323393603,Bull,1.0819723672064139,1.0828001037197086,1.0836278402330033,1.0844555767462978
2019-03-25,1.0739878192009182,1.0770285614798327,Bull,1.0739878192009182,1.0742918934288097,1.0745959676567012,1.0749000418845924
2019-03-26,1.0792640691083102,1.087367431040243,Bull,1.0792640691083102,1.0800744053015034,1.080884741494697,1.08169507768789
2019-03-27,1.0769096734009265,1.0914860485443592,Bull,1.0769096734009265,1.0783673109152698,1.079824948429613,1.0812825859439563
2019-03-28,1.073840540765509,1.086877279443946,Bull,1.073840540765509,1.0751442146333527,1.0764478885011963,1.0777515623690401
2019-03-29,1.087749821862625,1.0952811202042252,Bull,1.087749821862625,1.088502951696785,1.089256081530945,1.090009211365105
2019-04-01,1.0826192749325938,1.1046393184140848,Bull,1.0826192749325938,1.084821279280743,1.087023283628892,1.089225287977041
2019-04-02,1.081849643423748,1.101481133683253,Bull,1.081849643423748,1.0838127924496983,1.085775941475649,1.0877390905015996
2019-04-03,1.0809413842492073,1.1056734751337125,Bull,1.0809413842492073,1.0834145933376578,1.0858878024261083,1.0883610115145588
2019-04-08,1.0840487398072567,1.1063606706641231,Bull,1.0840487398072567,1.0862799328929433,1.0885111259786302,1.0907423190643164
2019-04-09,1.0865615507153386,1.1068968535391874,Bull,1.0865615507153386,1.0885950809977234,1.0906286112801085,1.092662141562493
2019-04-10,1.0879823643244215,1.108346420657757,Bull,1.0879823643244215,1.090018769957755,1.0920551755910886,1.094091581224422
2019-04-11,1.084726850734334,1.1129850809252224,Bull,1.084726850734334,1.087552673753423,1.0903784967725116,1.0932043197916004
2019-04-12,1.0871040644895553,1.113589072353987,Bull,1.0871040644895553,1.0897525652759985,1.0924010660624417,1.0950495668488847
2019-04-15,1.088863641925821,1.1128694572507096,Bull,1.088863641925821,1.0912642234583099,1.0936648049907989,1.0960653865232874
2019-04-16,1.0849969224122777,1.110221686623955,Bull,1.0849969224122777,1.0875193988334455,1.0900418752546133,1.0925643516757808
2019-04-17,1.0873988813876165,1.1149186745462112,Bull,1.0873988813876165,1.090150860703476,1.0929028400193355,1.095654819335195
2019-04-18,1.0867347332744797,1.1153226876482365,Bull,1.0867347332744797,1.0895935287118554,1.0924523241492312,1.0953111195866065
2019-04-19,1.089672406332185,1.1169657097153172,Bull,1.089672406332185,1.0924017366704981,1.0951310670088115,1.0978603973471246
2019-04-22,1.0901250080113736,1.1165454714009164,Bull,1.0901250080113736,1.0927670543503278,1.0954091006892823,1.0980511470282364
2019-04-23,1.0943789509104251,1.1106037934033328,Bull,1.0943789509104251,1.0960014351597158,1.0976239194090067,1.0992464036582974
2019-04-24,1.1055587363972885,1.11968131123687,Bull,1.1055587363972885,1.1069709938812466,1.1083832513652048,1.109795508849163
2019-04-25,1.110205643355021,1.1182162884304443,Bull,1.110205643355021,1.1110067078625632,1.1118077723701056,1.1126088368776479
2019-04-26,1.1106144720740112,1.1212212400781527,Bull,1.1106144720740112,1.1116751488744254,1.1127358256748396,1.1137965024752536
2019-04-29,1.1218605394581336,1.1215072493899745,Bull,1.1218605394581336,1.1218252104513178,1.1217898814445018,1.1217545524376857
2019-04-30,1.1349194207950424,1.1267748067757306,Bull,1.1349194207950424,1.1341049593931112,1.1332904979911802,1.1324760365892488
2019-05-02,1.140961497463008,1.1308627284235606,Bull,1.140961497463008,1.1399516205590634,1.1389417436551186,1.1379318667511737
2019-05-03,1.139879554110922,1.1323094632727366,Bull,1.139879554110922,1.1391225450271034,1.138365535943285,1.1376085268594662
2019-05-06,1.130620988368314,1.122669736301347,Bull,1.130620988368314,1.1298258631616174,1.1290307379549207,1.1282356127482238
2019-05-07,1.1393539845991245,1.1207270054395115,Bull,1.1393539845991245,1.1374912866831632,1.135628588767202,1.1337658908512405
2019-05-08,1.1422811272271582,1.1231252534375131,Bull,1.1422811272271582,1.1403655398481938,1.1384499524692293,1.1365343650902646
2019-05-09,1.1297109799396454,1.1232247029217917,Bull,1.1297109799396454,1.1290623522378602,1.1284137245360748,1.1277650968342892
2019-05-10,1.1286184451052923,1.1150124822630827,Bull,1.1286184451052923,1.1272578488210714,1.1258972525368505,1.1245366562526293
2019-05-13,1.1242058898571616,1.1078224890971249,Bull,1.1242058898571616,1.122567549781158,1.1209292097051544,1.1192908696291506
2019-05-14,1.1206075355133491,1.084676279949773,Bull,1.1206075355133491,1.1170144099569914,1.113421284400634,1.1098281588442762
2019-05-15,1.123900571414973,1.0949561680988749,Bull,1.123900571414973,1.1210061310833632,1.1181116907517534,1.1152172504201436
2019-05-16,1.118279705647763,1.0990350981986703,Bull,1.118279705647763,1.1163552449028538,1.1144307841579444,1.112506323413035
2019-05-17,1.1223593494478676,1.0981885565661682,Bull,1.1223593494478676,1.1199422701596977,1.1175251908715278,1.1151081115833577
2019-05-20,1.1319320052743216,1.0922122421271012,Bull,1.1319320052743216,1.1279600289595997,1.1239880526448776,1.1200160763301554
2019-05-21,1.1477184053669873,1.094685353331257,Bull,1.1477184053669873,1.1424151001634144,1.1371117949598413,1.1318084897562681
2019-05-22,1.1418177974081452,1.102625723877269,Bull,1.1418177974081452,1.1378985900550576,1.13397938270197,1.1300601753488824
2019-05-23,1.1402319823185463,1.09696653726091,Bear,1.1402319823185463,1.1359054378127826,1.1315788933070192,1.1272523488012554
2019-05-24,1.1414098550061493,1.0930053342288237,Bear,1.1414098550061493,1.136569402928417,1.1317289508506843,1.1268884987729515
2019-05-27,1.1449823687631124,1.0949242639079044,Bear,1.1449823687631124,1.1399765582775916,1.134970747792071,1.12996493730655
2019-05-28,1.1462800455094757,1.097813302589639,Bear,1.1462800455094757,1.141433371217492,1.1365866969255083,1.1317400226335246
2019-05-29,1.1482670330986757,1.0892319295373483,Bear,1.1482670330986757,1.142363522742543,1.1364600123864104,1.1305565020302775
2019-05-30,1.1585147357064394,1.0950318455904238,Bull,1.1585147357064394,1.1521664466948378,1.1458181576832362,1.1394698686716347
2019-05-31,1.1675033443964098,1.1005203717229868,Bull,1.1675033443964098,1.1608050471290674,1.1541067498617252,1.1474084525943828
2019-06-03,1.1696144923317462,1.1082101434011764,Bull,1.1696144923317462,1.1634740574386893,1.1573336225456323,1.1511931876525752
2019-06-04,1.1687098142152972,1.112013072265574,Bull,1.1687098142152972,1.163040140020325,1.1573704658253527,1.1517007916303803
2019-06-05,1.1727531942512717,1.1173165805542034,Bull,1.1727531942512717,1.167209532881565,1.161665871511858,1.156122210142151
2019-06-06,1.1862694568542071,1.1172698914530599,Bull,1.1862694568542071,1.1793695003140923,1.1724695437739778,1.165569587233863
2019-06-10,1.1927037258610673,1.124658557018381,Bull,1.1927037258610673,1.1858992089767988,1.17909469209253,1.1722901752082615
2019-06-11,1.1652794306805563,1.1283637865984784,Bull,1.1652794306805563,1.1615878662723484,1.1578963018641408,1.1542047374559328
2019-06-12,1.1475596010111992,1.1222778952134755,Bull,1.1475596010111992,1.1450314304314269,1.1425032598516547,1.139975089271882
2019-06-13,1.146885805106995,1.1171262408174183,Bull,1.146885805106995,1.1439098486780375,1.1409338922490797,1.137957935820122
2019-06-14,1.1485679621797487,1.117190939499206,Bull,1.1485679621797487,1.1454302599116946,1.1422925576436402,1.1391548553755857
2019-06-17,1.1534546072990475,1.1165379467800631,Bull,1.1534546072990475,1.149762941247149,1.1460712751952506,1.142379609143352
2019-06-18,1.1543805142678911,1.118764867578843,Bull,1.1543805142678911,1.1508189495989865,1.1472573849300816,1.1436958202611767
2019-06-19,1.1726773867398197,1.1266460447449842,Bull,1.1726773867398197,1.168074252540336,1.1634711183408526,1.158867984141369
2019-06-20,1.170354204034234,1.1358850365903392,Bull,1.170354204034234,1.1669072872898445,1.1634603705454551,1.1600134538010656
2019-06-21,1.159698305123093,1.131267735811347,Bull,1.159698305123093,1.1568552481919183,1.154012191260744,1.1511691343295691
2019-06-24,1.1677874795973207,1.1267992004180976,Bull,1.1677874795973207,1.1636886516793985,1.1595898237614761,1.1554909958435537
2019-06-25,1.1683451375801919,1.133245379814873,Bull,1.1683451375801919,1.16483516180366,1.161325186027128,1.157815210250596
2019-06-26,1.1637700738665238,1.132333844845627,Bull,1.1637700738665238,1.1606264509644342,1.1574828280623444,1.1543392051602548
2019-06-27,1.169247306581565,1.1317596379950088,Bull,1.169247306581565,1.1654985397229094,1.1617497728642538,1.158001006005598
2019-06-28,1.163724932871755,1.1354473517769355,Bull,1.163724932871755,1.160897174762273,1.1580694166527912,1.155241658543309
2019-07-01,1.161046745651528,1.1323086581071573,Bull,1.161046745651528,1.158172936897091,1.1552991281426541,1.1524253193882168
2019-07-02,1.1646188512219156,1.1276148574457727,Bull,1.1646188512219156,1.1609184518443014,1.157218052466687,1.1535176530890725
2019-07-03,1.164947212021689,1.123869983401067,Bull,1.164947212021689,1.1608394891596268,1.1567317662975647,1.1526240434355024
2019-07-04,1.1687300035245192,1.1257593165911823,Bull,1.1687300035245192,1.1644329348311855,1.1601358661378518,1.1558387974445181
2019-07-05,1.1709375374539375,1.126486310676188,Bull,1.1709375374539375,1.1664924147761626,1.1620472920983875,1.1576021694206124
2019-07-08,1.1710704758910273,1.1280612527362925,Bull,1.1710704758910273,1.1667695535755538,1.1624686312600803,1.1581677089446067
2019-07-09,1.1702131852845308,1.126410253581513,Bull,1.1702131852845308,1.1658328921142291,1.1614525989439273,1.1570723057736254
2019-07-10,1.175919603656796,1.1244130227637363,Bull,1.175919603656796,1.1707689455674901,1.1656182874781842,1.160467629388878
2019-07-11,1.1855221294212375,1.1304091937943919,Bull,1.1855221294212375,1.180010835858553,1.1744995422958684,1.1689882487331837
2019-07-12,1.1850613752382475,1.1243477747222441,Bull,1.1850613752382475,1.1789900151866473,1.1729186551350468,1.1668472950834463
2019-07-15,1.1836873185474885,1.1260687379387422,Bull,1.1836873185474885,1.1779254604866138,1.1721636024257394,1.1664017443648647
2019-07-16,1.1853265751486044,1.1251257615220476,Bull,1.1853265751486044,1.1793064937859488,1.1732864124232931,1.1672663310606373
2019-07-17,1.188393569100858,1.1197279954285146,Bull,1.188393569100858,1.1815270117336236,1.1746604543663894,1.167793896999155
2019-07-18,1.1878394498774207,1.1211727270534637,Bull,1.1878394498774207,1.181172777595025,1.1745061053126293,1.1678394330302335
2019-07-19,1.1903716814927015,1.1206112759227143,Bull,1.1903716814927015,1.1833956409357027,1.1764196003787042,1.1694435598217052
2019-07-22,1.1932215163667177,1.1229907029139665,Bull,1.1932215163667177,1.1861984350214425,1.1791753536761675,1.1721522723308924
2019-07-23,1.1947908644103384,1.126768424532501,Bull,1.1947908644103384,1.1879886204225547,1.181186376434771,1.174384132446987
2019-07-24,1.1973346475818136,1.126728400957185,Bull,1.1973346475818136,1.1902740229193507,1.183213398256888,1.176152773594425
2019-07-25,1.2064364956413125,1.123844101621777,Bull,1.2064364956413125,1.198177256239359,1.1899180168374055,1.1816587774354517
2019-07-26,1.2067318463653922,1.1261364771537135,Bull,1.2067318463653922,1.1986723094442244,1.1906127725230564,1.1825532356018886
2019-07-29,1.205098551647198,1.1257743755561755,Bull,1.205098551647198,1.197166134038096,1.1892337164289934,1.1813012988198912
2019-07-30,1.2102041034837887,1.1280986876157224,Bull,1.2102041034837887,1.2019935618969821,1.1937830203101756,1.1855724787233688
2019-07-31,1.213761411271837,1.125581860749289,Bull,1.213761411271837,1.2049434562195822,1.1961255011673275,1.1873075461150724
2019-08-01,1.196222846667128,1.1110950056671445,Bull,1.196222846667128,1.1877100625671297,1.1791972784671314,1.1706844943671328
2019-08-02,1.183543933404238,1.0981808417190628,Bull,1.183543933404238,1.1750076242357204,1.166471315067203,1.1579350058986853
2019-08-05,1.18056179414826,1.09356803213598,Bull,1.18056179414826,1.171862417947032,1.163163041745804,1.154463665544576
2019-08-06,1.1762671289604023,1.0711907505075087,Bull,1.1762671289604023,1.165759491115113,1.1552518532698237,1.1447442154245342
2019-08-07,1.1758359929698308,1.0880904438989025,Bull,1.1758359929698308,1.167061438062738,1.1582868831556452,1.1495123282485522
2019-08-08,1.1813086166958409,1.0854590529457497,Bull,1.1813086166958409,1.1717236603208319,1.1621387039458226,1.1525537475708134
2019-08-12,1.1635595953862221,1.0831059254598514,Bull,1.1635595953862221,1.155514228393585,1.147468861400948,1.1394234944083108
2019-08-13,1.150692531692655,1.0796666854309487,Bull,1.150692531692655,1.1435899470664845,1.1364873624403138,1.129384777814143
2019-08-14,1.1590519831130295,1.0798779884999214,Bull,1.1590519831130295,1.1511345836517188,1.143217184190408,1.135299784729097
2019-08-15,1.146958122873616,1.0706084059242913,Bull,1.146958122873616,1.1393231511786837,1.1316881794837512,1.1240532077888186
2019-08-16,1.1594748707166915,1.0721830850050567,Bull,1.1594748707166915,1.1507456921455281,1.1420165135743647,1.133287335003201
2019-08-19,1.163857785520933,1.0854557058591552,Bull,1.163857785520933,1.1560175775547554,1.1481773695885775,1.1403371616223996
2019-08-20,1.1655748939731352,1.0903895756921025,Bull,1.1655748939731352,1.158056362145032,1.1505378303169287,1.1430192984888252
2019-08-21,1.1587696734592168,1.0896037183353144,Bull,1.1587696734592168,1.1518530779468266,1.1449364824344364,1.1380198869220461
2019-08-22,1.1612890860942748,1.0881776810720103,Bull,1.1612890860942748,1.1539779455920485,1.1466668050898219,1.1393556645875955
2019-08-23,1.1626398539547929,1.0845642564948852,Bull,1.1626398539547929,1.154832294208802,1.1470247344628113,1.1392171747168205
2019-08-26,1.1479178650260917,1.07148990648534,Bull,1.1479178650260917,1.1402750691720165,1.1326322733179415,1.124989477463866
2019-08-27,1.1524350334620923,1.0759246796505995,Bull,1.1524350334620923,1.144783998080943,1.137132962699794,1.1294819273186443
2019-08-28,1.1499963565579132,1.076457135061979,Bull,1.1499963565579132,1.14264243440832,1.1352885122587264,1.1279345901091329
2019-08-29,1.1518792594300937,1.0804531844743144,Bull,1.1518792594300937,1.144736651934516,1.1375940444389379,1.1304514369433598
2019-08-30,1.1696497638735863,1.0880456304189192,Bull,1.1696497638735863,1.1614893505281196,1.153328937182653,1.145168523837186
2019-09-02,1.1695455020156762,1.0962942970850662,Bull,1.1695455020156762,1.162220381522615,1.1548952610295542,1.147570140536493
2019-09-03,1.1636563446117483,1.0965154905543135,Bull,1.1636563446117483,1.1569422592060048,1.1502281738002613,1.1435140883945178
2019-09-04,1.1697179486956644,1.086020892124114,Bull,1.1697179486956644,1.1613482430385094,1.1529785373813544,1.1446088317241991
2019-09-05,1.1770079846690078,1.0973287366539715,Bull,1.1770079846690078,1.1690400598675041,1.1610721350660007,1.1531042102644968
2019-09-06,1.185171089507517,1.1019007687935993,Bull,1.185171089507517,1.1768440574361252,1.1685170253647335,1.1601899932933417
2019-09-09,1.1964917309242082,1.1084726647598164,Bull,1.1964917309242082,1.1876898243077691,1.17888791769133,1.1700860110748907
2019-09-10,1.2117683412775184,1.1096046241419615,Bull,1.2117683412775184,1.201551969563963,1.191335597850407,1.1811192261368513
2019-09-11,1.2150533462232256,1.1097647954211325,Bull,1.2150533462232256,1.2045244911430164,1.193995636062807,1.1834667809825976
2019-09-12,1.2141112034107702,1.114000923418172,Bull,1.2141112034107702,1.2041001754115104,1.1940891474122506,1.1840781194129906
2019-09-16,1.214433098085272,1.1104758854747452,Bull,1.214433098085272,1.2040373768242192,1.1936416555631666,1.183245934302114
2019-09-17,1.2196318074124854,1.114485860075574,Bull,1.2196318074124854,1.2091172126787944,1.1986026179451033,1.188088023211412
2019-09-18,1.227375865535391,1.1129858946426305,Bull,1.227375865535391,1.215936868446115,1.204497871356839,1.1930588742675627
2019-09-19,1.2259909129061797,1.1203529355289719,Bull,1.2259909129061797,1.215427115168459,1.2048633174307382,1.1942995196930173
2019-09-20,1.2271799881939767,1.114959450008422,Bull,1.2271799881939767,1.2159579343754212,1.2047358805568658,1.19351382673831
2019-09-23,1.2256922392237322,1.1181349890780297,Bull,1.2256922392237322,1.214936514209162,1.2041807891945917,1.1934250641800213
2019-09-24,1.2225685092495533,1.1190558375917596,Bull,1.2225685092495533,1.212217242083774,1.2018659749179945,1.1915147077522152
2019-09-25,1.2171939596170984,1.1137402868391861,Bull,1.2171939596170984,1.2068485923393073,1.196503225061516,1.1861578577837246
2019-09-26,1.217226623941012,1.1153698744291016,Bull,1.217226623941012,1.207040948989821,1.19685527403863,1.186669599087439
2019-09-27,1.2104982035839904,1.1116704876926145,Bull,1.2104982035839904,1.200615431994853,1.1907326604057153,1.1808498888165775
2019-10-01,1.2260217451496231,1.110492891469373,Bull,1.2260217451496231,1.214468859781598,1.2029159744135731,1.191363089045548
2019-10-02,1.2222968736662643,1.1067667999470003,Bull,1.2222968736662643,1.210743866294338,1.1991908589224116,1.187637851550485
2019-10-03,1.2147275225820704,1.0960849570320985,Bull,1.2147275225820704,1.202863266027073,1.1909990094720762,1.1791347529170788
2019-10-04,1.2182659218238117,1.1024883069608442,Bull,1.2182659218238117,1.206688160337515,1.1951103988512184,1.1835326373649213
2019-10-07,1.2198466900925382,1.10472133916085,Bull,1.2198466900925382,1.2083341549993694,1.1968216199062005,1.1853090848130317
2019-10-08,1.2265060731178348,1.108318303927441,Bull,1.2265060731178348,1.2146872961987953,1.2028685192797561,1.1910497423607165
2019-10-09,1.2203040099087819,1.100285350362049,Bull,1.2203040099087819,1.2083021439541086,1.1963002779994354,1.184298412044762
2019-10-14,1.2283711364990604,1.104650239945902,Bull,1.2283711364990604,1.2159990468437445,1.2036269571884288,1.1912548675331127
2019-10-15,1.2286132969533325,1.1062002902939803,Bull,1.2286132969533325,1.2163719962873973,1.2041306956214621,1.191889394955527
2019-10-16,1.23130221172674,1.1110622982773528,Bull,1.23130221172674,1.2192782203818013,1.2072542290368626,1.1952302376919237
2019-10-17,1.234053229845631,1.1095373825810406,Bull,1.234053229845631,1.221601645119172,1.209150060392713,1.196698475666254
2019-10-18,1.2287936882345307,1.1140235833026007,Bull,1.2287936882345307,1.2173166777413378,1.2058396672481448,1.1943626567549517
2019-10-21,1.2331175025077346,1.1125829051081861,Bull,1.2331175025077346,1.2210640427677797,1.2090105830278248,1.19695712328787
2019-10-22,1.2362519916922818,1.1164127974408946,Bull,1.2362519916922818,1.2242680722671433,1.2122841528420045,1.2003002334168655
2019-10-23,1.2341444834033428,1.122248359563619,Bull,1.2341444834033428,1.2229548710193705,1.2117652586353982,1.2005756462514257
2019-10-24,1.24259339559865,1.1259105120952035,Bull,1.24259339559865,1.2309251072483052,1.2192568188979607,1.207588530547616
2019-10-25,1.2441747494595106,1.1302132287083133,Bull,1.2441747494595106,1.232778597384391,1.2213824453092712,1.2099862932341514
2019-10-28,1.2482073623941632,1.128032881301522,Bull,1.2482073623941632,1.236189914284899,1.224172466175635,1.2121550180663707
2019-10-29,1.2510594138532152,1.1288420862778654,Bull,1.2510594138532152,1.2388376810956803,1.2266159483381454,1.2143942155806102
2019-10-30,1.2605548350724614,1.1244344493622462,Bull,1.2605548350724614,1.24694279650144,1.2333307579304182,1.2197187193593968
2019-10-31,1.2645556603253534,1.1308311545054854,Bull,1.2645556603253534,1.2511832097433666,1.23781075916138,1.2244383085793928
2019-11-01,1.2684138901250668,1.1292492882719332,Bull,1.2684138901250668,1.2544974299397535,1.24058096975444,1.2266645095691266
2019-11-04,1.2800924885964122,1.1327379147572392,Bull,1.2800924885964122,1.265357031212495,1.2506215738285777,1.2358861164446604
2019-11-05,1.2870696192698923,1.1412823046817546,Bull,1.2870696192698923,1.2724908878110786,1.2579121563522648,1.243333424893451
2019-11-06,1.295542282068347,1.1458961430992591,Bull,1.295542282068347,1.2805776681714383,1.2656130542745294,1.2506484403776206
2019-11-07,1.2913350610433965,1.1469840926721961,Bull,1.2913350610433965,1.2768999642062764,1.2624648673691565,1.2480297705320362
2019-11-08,1.289245388323196,1.14682990673061,Bull,1.289245388323196,1.2750038401639376,1.2607622920046788,1.2465207438454202
2019-11-11,1.2752892639578217,1.1417014733700248,Bull,1.2752892639578217,1.261930484899042,1.2485717058402623,1.2352129267814824
2019-11-12,1.2782142629221567,1.133770149564905,Bull,1.2782142629221567,1.2637698515864315,1.2493254402507066,1.2348810289149812
2019-11-13,1.2686154969132415,1.1316219471640072,Bull,1.2686154969132415,1.2549161419383181,1.2412167869633948,1.2275174319884712
2019-11-14,1.260654996877142,1.1363739489352573,Bull,1.260654996877142,1.2482268920829536,1.2357987872887652,1.2233706824945767
2019-11-15,1.2710182869594153,1.1444717378489413,Bull,1.2710182869594153,1.258363632048368,1.2457089771373204,1.233054322226273
2019-11-18,1.2769918131124531,1.1438172272853384,Bull,1.2769918131124531,1.2636743545297415,1.2503568959470304,1.2370394373643188
2019-11-19,1.277976211373358,1.1439387009902697,Bull,1.277976211373358,1.2645724603350492,1.2511687092967405,1.2377649582584314
2019-11-20,1.2774392024942545,1.1514070028969543,Bull,1.2774392024942545,1.2648359825345243,1.2522327625747947,1.2396295426150643
2019-11-21,1.2657970263252052,1.1433591130979308,Bull,1.2657970263252052,1.2535532350024778,1.2413094436797505,1.229065652357023
2019-11-22,1.2686479937618436,1.1466039682760512,Bull,1.2686479937618436,1.2564435912132645,1.244239188664685,1.2320347861161058
2019-11-25,1.2739344178395966,1.1491662545753882,Bull,1.2739344178395966,1.2614576015131758,1.2489807851867551,1.236503968860334
2019-11-26,1.268437603334523,1.147476526753977,Bull,1.268437603334523,1.2563414956764685,1.2442453880184141,1.232149280360359
2019-11-27,1.279107315713461,1.1448091936471605,Bull,1.279107315713461,1.2656775035068308,1.252247691300201,1.2388178790935709
