date,core_idx,ovl_idx,scale_static,nav_rb_static,scale_trail_3m_halve,nav_rb_trail_3m_halve,scale_trail_3m_zero,nav_rb_trail_3m_zero,scale_combined_dd15_cut,nav_rb_combined_dd15_cut
2019-02-14,1.0365284112956725,1.056471311353584,1.0,1.0405169913072547,1.0,1.0405169913072547,1.0,1.0405169913072547,1.0,1.0405169913072547
2019-02-15,1.0338068695093392,1.06346781906435,1.0,1.0397390594203415,1.0,1.0397390594203415,1.0,1.0397390594203415,1.0,1.0397390594203415
2019-02-18,1.0413232045103897,1.066323622956031,1.0,1.0463232881995181,1.0,1.0463232881995181,1.0,1.0463232881995181,1.0,1.0463232881995181
2019-02-19,1.0411334037265993,1.0667369747394355,1.0,1.0462541179291667,1.0,1.0462541179291667,1.0,1.0462541179291667,1.0,1.0462541179291667
2019-02-20,1.0465474191567103,1.0656328714122607,1.0,1.0503645096078205,1.0,1.0503645096078205,1.0,1.0503645096078205,1.0,1.0503645096078205
2019-02-21,1.0489891762247494,1.0699983064872736,1.0,1.0531910022772544,1.0,1.0531910022772544,1.0,1.0531910022772544,1.0,1.0531910022772544
2019-02-22,1.0509217347023316,1.0747890718415114,1.0,1.0556952021301678,1.0,1.0556952021301678,1.0,1.0556952021301678,1.0,1.0556952021301678
2019-02-25,1.0539233804451873,1.0740880634535488,1.0,1.0579563170468598,1.0,1.0579563170468598,1.0,1.0579563170468598,1.0,1.0579563170468598
2019-02-26,1.0524804819567768,1.074934628296686,1.0,1.0569713112247587,1.0,1.0569713112247587,1.0,1.0569713112247587,1.0,1.0569713112247587
2019-02-27,1.0614299579241457,1.0753892724601974,1.0,1.064221820831356,1.0,1.064221820831356,1.0,1.064221820831356,1.0,1.064221820831356
2019-03-04,1.0573180494964316,1.0710786455781747,1.0,1.0600701687127803,1.0,1.0600701687127803,1.0,1.0600701687127803,1.0,1.0600701687127803
2019-03-05,1.056735564384675,1.0641161893486626,1.0,1.0582116893774725,1.0,1.0582116893774725,1.0,1.0582116893774725,1.0,1.0582116893774725
2019-03-06,1.0603886104098912,1.0649438857406701,1.0,1.0612996654760471,1.0,1.0612996654760471,1.0,1.0612996654760471,1.0,1.0612996654760471
2019-03-07,1.056314489658454,1.0671714570810098,1.0,1.058485883142965,1.0,1.058485883142965,1.0,1.058485883142965,1.0,1.058485883142965
2019-03-08,1.0542754097010762,1.0593475346234202,1.0,1.055289834685545,1.0,1.055289834685545,1.0,1.055289834685545,1.0,1.055289834685545
2019-03-11,1.0557781974653533,1.0555157726504865,1.0,1.05572571250238,1.0,1.05572571250238,1.0,1.05572571250238,1.0,1.05572571250238
2019-03-12,1.063105871541639,1.063556490965413,1.0,1.0631959954263939,1.0,1.0631959954263939,1.0,1.0631959954263939,1.0,1.0631959954263939
2019-03-13,1.0658989022388816,1.063964861535381,1.0,1.0655120940981815,1.0,1.0655120940981815,1.0,1.0655120940981815,1.0,1.0655120940981815
2019-03-14,1.0635790626495183,1.063428844291935,1.0,1.0635490189780017,1.0,1.0635490189780017,1.0,1.0635490189780017,1.0,1.0635490189780017
2019-03-15,1.0678662683602236,1.0649891449242268,1.0,1.0672908436730242,1.0,1.0672908436730242,1.0,1.0672908436730242,1.0,1.0672908436730242
2019-03-18,1.0745170571879423,1.0721370900409102,1.0,1.074041063758536,1.0,1.074041063758536,1.0,1.074041063758536,1.0,1.074041063758536
2019-03-19,1.079004707096817,1.077099257663542,1.0,1.078623617210162,1.0,1.078623617210162,1.0,1.078623617210162,1.0,1.078623617210162
2019-03-20,1.0821867166682357,1.0762892773428168,1.0,1.081007228803152,1.0,1.081007228803152,1.0,1.081007228803152,1.0,1.081007228803152
2019-03-21,1.0853466826721694,1.0826816534428558,1.0,1.0848136768263068,1.0,1.0848136768263068,1.0,1.0848136768263068,1.0,1.0848136768263068
2019-03-22,1.0819723672064139,1.0902497323393603,1.0,1.0836278402330033,1.0,1.0836278402330033,1.0,1.0836278402330033,1.0,1.0836278402330033
2019-03-25,1.0739878192009182,1.0770285614798327,1.0,1.0745959676567012,1.0,1.0745959676567012,1.0,1.0745959676567012,1.0,1.0745959676567012
2019-03-26,1.0792640691083102,1.087367431040243,1.0,1.080884741494697,1.0,1.080884741494697,1.0,1.080884741494697,1.0,1.080884741494697
2019-03-27,1.0769096734009265,1.0914860485443592,1.0,1.079824948429613,1.0,1.079824948429613,1.0,1.079824948429613,1.0,1.079824948429613
2019-03-28,1.073840540765509,1.086877279443946,1.0,1.0764478885011963,1.0,1.0764478885011963,1.0,1.0764478885011963,1.0,1.0764478885011963
2019-03-29,1.087749821862625,1.0952811202042252,1.0,1.089256081530945,1.0,1.089256081530945,1.0,1.089256081530945,1.0,1.089256081530945
2019-04-01,1.0826192749325938,1.1046393184140848,1.0,1.087023283628892,1.0,1.087023283628892,1.0,1.087023283628892,1.0,1.087023283628892
2019-04-02,1.081849643423748,1.101481133683253,1.0,1.085775941475649,1.0,1.085775941475649,1.0,1.085775941475649,1.0,1.085775941475649
2019-04-03,1.0809413842492073,1.1056734751337125,1.0,1.0858878024261083,1.0,1.0858878024261083,1.0,1.0858878024261083,1.0,1.0858878024261083
2019-04-08,1.0840487398072567,1.1063606706641231,1.0,1.0885111259786302,1.0,1.0885111259786302,1.0,1.0885111259786302,1.0,1.0885111259786302
2019-04-09,1.0865615507153386,1.1068968535391874,1.0,1.0906286112801085,1.0,1.0906286112801085,1.0,1.0906286112801085,1.0,1.0906286112801085
2019-04-10,1.0879823643244215,1.108346420657757,1.0,1.0920551755910886,1.0,1.0920551755910886,1.0,1.0920551755910886,1.0,1.0920551755910886
2019-04-11,1.084726850734334,1.1129850809252224,1.0,1.0903784967725116,1.0,1.0903784967725116,1.0,1.0903784967725116,1.0,1.0903784967725116
2019-04-12,1.0871040644895553,1.113589072353987,1.0,1.0924010660624417,1.0,1.0924010660624417,1.0,1.0924010660624417,1.0,1.0924010660624417
2019-04-15,1.088863641925821,1.1128694572507096,1.0,1.0936648049907989,1.0,1.0936648049907989,1.0,1.0936648049907989,1.0,1.0936648049907989
2019-04-16,1.0849969224122777,1.110221686623955,1.0,1.0900418752546133,1.0,1.0900418752546133,1.0,1.0900418752546133,1.0,1.0900418752546133
2019-04-17,1.0873988813876165,1.1149186745462112,1.0,1.0929028400193355,1.0,1.0929028400193355,1.0,1.0929028400193355,1.0,1.0929028400193355
2019-04-18,1.0867347332744797,1.1153226876482365,1.0,1.0924523241492312,1.0,1.0924523241492312,1.0,1.0924523241492312,1.0,1.0924523241492312
2019-04-19,1.089672406332185,1.1169657097153172,1.0,1.0951310670088115,1.0,1.0951310670088115,1.0,1.0951310670088115,1.0,1.0951310670088115
2019-04-22,1.0901250080113736,1.1165454714009164,1.0,1.0954091006892823,1.0,1.0954091006892823,1.0,1.0954091006892823,1.0,1.0954091006892823
2019-04-23,1.0943789509104251,1.1106037934033328,1.0,1.0976239194090067,1.0,1.0976239194090067,1.0,1.0976239194090067,1.0,1.0976239194090067
2019-04-24,1.1055587363972885,1.11968131123687,1.0,1.1083832513652048,1.0,1.1083832513652048,1.0,1.1083832513652048,1.0,1.1083832513652048
2019-04-25,1.110205643355021,1.1182162884304443,1.0,1.1118077723701056,1.0,1.1118077723701056,1.0,1.1118077723701056,1.0,1.1118077723701056
2019-04-26,1.1106144720740112,1.1212212400781527,1.0,1.1127358256748396,1.0,1.1127358256748396,1.0,1.1127358256748396,1.0,1.1127358256748396
2019-04-29,1.1218605394581336,1.1215072493899745,1.0,1.1217898814445018,1.0,1.1217898814445018,1.0,1.1217898814445018,1.0,1.1217898814445018
2019-04-30,1.1349194207950424,1.1267748067757306,1.0,1.1332904979911802,1.0,1.1332904979911802,1.0,1.1332904979911802,1.0,1.1332904979911802
2019-05-02,1.140961497463008,1.1308627284235606,1.0,1.1389417436551186,0.5,1.0258554708127625,0.0,0.9127691979704065,1.0,1.1389417436551186
2019-05-03,1.139879554110922,1.1323094632727366,1.0,1.138365535943285,0.5,1.0251345896160111,0.0,0.9119036432887375,1.0,1.138365535943285
2019-05-06,1.130620988368314,1.122669736301347,1.0,1.1290307379549207,0.5,1.016763764324786,0.0,0.9044967906946513,1.0,1.1290307379549207
2019-05-07,1.1393539845991245,1.1207270054395115,1.0,1.135628588767202,0.5,1.023555888223251,0.0,0.9114831876792997,1.0,1.135628588767202
2019-05-08,1.1422811272271582,1.1231252534375131,1.0,1.1384499524692293,0.5,1.026137427125478,0.0,0.9138249017817266,1.0,1.1384499524692293
2019-05-09,1.1297109799396454,1.1232247029217917,1.0,1.1284137245360748,0.5,1.0160912542438956,0.0,0.9037687839517163,1.0,1.1284137245360748
2019-05-10,1.1286184451052923,1.1150124822630827,1.0,1.1258972525368505,0.5,1.0143960043105422,0.0,0.9028947560842339,1.0,1.1258972525368505
2019-05-13,1.1242058898571616,1.1078224890971249,1.0,1.1209292097051544,0.5,1.0101469607954419,0.0,0.8993647118857293,1.0,1.1209292097051544
2019-05-14,1.1206075355133491,1.084676279949773,1.0,1.113421284400634,0.5,1.0049536564056567,0.0,0.8964860284106794,1.0,1.113421284400634
2019-05-15,1.123900571414973,1.0949561680988749,1.0,1.1181116907517534,0.5,1.008616073941866,0.0,0.8991204571319784,1.0,1.1181116907517534
2019-05-16,1.118279705647763,1.0990350981986703,1.0,1.1144307841579444,0.5,1.0045272743380773,0.0,0.8946237645182104,1.0,1.1144307841579444
2019-05-17,1.1223593494478676,1.0981885565661682,1.0,1.1175251908715278,0.5,1.007706335214911,0.0,0.8978874795582942,1.0,1.1175251908715278
2019-05-20,1.1319320052743216,1.0922122421271012,1.0,1.1239880526448776,0.5,1.0147668284321674,0.0,0.9055456042194573,1.0,1.1239880526448776
2019-05-21,1.1477184053669873,1.094685353331257,1.0,1.1371117949598413,0.5,1.0276432596267155,0.0,0.9181747242935899,1.0,1.1371117949598413
2019-05-22,1.1418177974081452,1.102625723877269,1.0,1.13397938270197,0.5,1.023716810314243,0.0,0.9134542379265161,1.0,1.13397938270197
2019-05-23,1.1402319823185463,1.09696653726091,1.0,1.1315788933070192,0.5,1.0218822395809282,0.0,0.9121855858548371,1.0,1.1315788933070192
2019-05-24,1.1414098550061493,1.0930053342288237,1.0,1.1317289508506843,0.5,1.0224284174278018,0.0,0.9131278840049195,1.0,1.1317289508506843
2019-05-27,1.1449823687631124,1.0949242639079044,1.0,1.134970747792071,0.5,1.0254783214012804,0.0,0.91598589501049,1.0,1.134970747792071
2019-05-28,1.1462800455094757,1.097813302589639,1.0,1.1365866969255083,0.5,1.0268053666665444,0.0,0.9170240364075806,1.0,1.1365866969255083
2019-05-29,1.1482670330986757,1.0892319295373483,1.0,1.1364600123864104,0.5,1.0275368194326755,0.0,0.9186136264789406,1.0,1.1364600123864104
2019-05-30,1.1585147357064394,1.0950318455904238,1.0,1.1458181576832362,0.5,1.0363149731241939,0.0,0.9268117885651516,1.0,1.1458181576832362
2019-05-31,1.1675033443964098,1.1005203717229868,1.0,1.1541067498617252,0.5,1.0440547126894266,0.0,0.9340026755171279,1.0,1.1541067498617252
2019-06-03,1.1696144923317462,1.1082101434011764,1.0,1.1573336225456323,1.0,1.1573336225456323,1.0,1.1573336225456323,1.0,1.1573336225456323
2019-06-04,1.1687098142152972,1.112013072265574,1.0,1.1573704658253527,1.0,1.1573704658253527,1.0,1.1573704658253527,1.0,1.1573704658253527
2019-06-05,1.1727531942512717,1.1173165805542034,1.0,1.161665871511858,1.0,1.161665871511858,1.0,1.161665871511858,1.0,1.161665871511858
2019-06-06,1.1862694568542071,1.1172698914530599,1.0,1.1724695437739778,1.0,1.1724695437739778,1.0,1.1724695437739778,1.0,1.1724695437739778
2019-06-10,1.1927037258610673,1.124658557018381,1.0,1.17909469209253,1.0,1.17909469209253,1.0,1.17909469209253,1.0,1.17909469209253
2019-06-11,1.1652794306805563,1.1283637865984784,1.0,1.1578963018641408,1.0,1.1578963018641408,1.0,1.1578963018641408,1.0,1.1578963018641408
2019-06-12,1.1475596010111992,1.1222778952134755,1.0,1.1425032598516547,1.0,1.1425032598516547,1.0,1.1425032598516547,1.0,1.1425032598516547
2019-06-13,1.146885805106995,1.1171262408174183,1.0,1.1409338922490797,1.0,1.1409338922490797,1.0,1.1409338922490797,1.0,1.1409338922490797
2019-06-14,1.1485679621797487,1.117190939499206,1.0,1.1422925576436402,1.0,1.1422925576436402,1.0,1.1422925576436402,1.0,1.1422925576436402
2019-06-17,1.1534546072990475,1.1165379467800631,1.0,1.1460712751952506,1.0,1.1460712751952506,1.0,1.1460712751952506,1.0,1.1460712751952506
2019-06-18,1.1543805142678911,1.118764867578843,1.0,1.1472573849300816,1.0,1.1472573849300816,1.0,1.1472573849300816,1.0,1.1472573849300816
2019-06-19,1.1726773867398197,1.1266460447449842,1.0,1.1634711183408526,1.0,1.1634711183408526,1.0,1.1634711183408526,1.0,1.1634711183408526
2019-06-20,1.170354204034234,1.1358850365903392,1.0,1.1634603705454551,1.0,1.1634603705454551,1.0,1.1634603705454551,1.0,1.1634603705454551
2019-06-21,1.159698305123093,1.131267735811347,1.0,1.154012191260744,1.0,1.154012191260744,1.0,1.154012191260744,1.0,1.154012191260744
2019-06-24,1.1677874795973207,1.1267992004180976,1.0,1.1595898237614761,1.0,1.1595898237614761,1.0,1.1595898237614761,1.0,1.1595898237614761
2019-06-25,1.1683451375801919,1.133245379814873,1.0,1.161325186027128,1.0,1.161325186027128,1.0,1.161325186027128,1.0,1.161325186027128
2019-06-26,1.1637700738665238,1.132333844845627,1.0,1.1574828280623444,1.0,1.1574828280623444,1.0,1.1574828280623444,1.0,1.1574828280623444
2019-06-27,1.169247306581565,1.1317596379950088,1.0,1.1617497728642538,1.0,1.1617497728642538,1.0,1.1617497728642538,1.0,1.1617497728642538
2019-06-28,1.163724932871755,1.1354473517769355,1.0,1.1580694166527912,1.0,1.1580694166527912,1.0,1.1580694166527912,1.0,1.1580694166527912
2019-07-01,1.161046745651528,1.1323086581071573,1.0,1.1552991281426541,1.0,1.1552991281426541,1.0,1.1552991281426541,1.0,1.1552991281426541
2019-07-02,1.1646188512219156,1.1276148574457727,1.0,1.157218052466687,1.0,1.157218052466687,1.0,1.157218052466687,1.0,1.157218052466687
2019-07-03,1.164947212021689,1.123869983401067,1.0,1.1567317662975647,1.0,1.1567317662975647,1.0,1.1567317662975647,1.0,1.1567317662975647
2019-07-04,1.1687300035245192,1.1257593165911823,1.0,1.1601358661378518,1.0,1.1601358661378518,1.0,1.1601358661378518,1.0,1.1601358661378518
2019-07-05,1.1709375374539375,1.126486310676188,1.0,1.1620472920983875,1.0,1.1620472920983875,1.0,1.1620472920983875,1.0,1.1620472920983875
2019-07-08,1.1710704758910273,1.1280612527362925,1.0,1.1624686312600803,1.0,1.1624686312600803,1.0,1.1624686312600803,1.0,1.1624686312600803
2019-07-09,1.1702131852845308,1.126410253581513,1.0,1.1614525989439273,1.0,1.1614525989439273,1.0,1.1614525989439273,1.0,1.1614525989439273
2019-07-10,1.175919603656796,1.1244130227637363,1.0,1.1656182874781842,1.0,1.1656182874781842,1.0,1.1656182874781842,1.0,1.1656182874781842
2019-07-11,1.1855221294212375,1.1304091937943919,1.0,1.1744995422958684,1.0,1.1744995422958684,1.0,1.1744995422958684,1.0,1.1744995422958684
2019-07-12,1.1850613752382475,1.1243477747222441,1.0,1.1729186551350468,1.0,1.1729186551350468,1.0,1.1729186551350468,1.0,1.1729186551350468
2019-07-15,1.1836873185474885,1.1260687379387422,1.0,1.1721636024257394,1.0,1.1721636024257394,1.0,1.1721636024257394,1.0,1.1721636024257394
2019-07-16,1.1853265751486044,1.1251257615220476,1.0,1.1732864124232931,1.0,1.1732864124232931,1.0,1.1732864124232931,1.0,1.1732864124232931
2019-07-17,1.188393569100858,1.1197279954285146,1.0,1.1746604543663894,1.0,1.1746604543663894,1.0,1.1746604543663894,1.0,1.1746604543663894
2019-07-18,1.1878394498774207,1.1211727270534637,1.0,1.1745061053126293,1.0,1.1745061053126293,1.0,1.1745061053126293,1.0,1.1745061053126293
2019-07-19,1.1903716814927015,1.1206112759227143,1.0,1.1764196003787042,1.0,1.1764196003787042,1.0,1.1764196003787042,1.0,1.1764196003787042
2019-07-22,1.1932215163667177,1.1229907029139665,1.0,1.1791753536761675,1.0,1.1791753536761675,1.0,1.1791753536761675,1.0,1.1791753536761675
2019-07-23,1.1947908644103384,1.126768424532501,1.0,1.181186376434771,1.0,1.181186376434771,1.0,1.181186376434771,1.0,1.181186376434771
2019-07-24,1.1973346475818136,1.126728400957185,1.0,1.183213398256888,1.0,1.183213398256888,1.0,1.183213398256888,1.0,1.183213398256888
2019-07-25,1.2064364956413125,1.123844101621777,1.0,1.1899180168374055,1.0,1.1899180168374055,1.0,1.1899180168374055,1.0,1.1899180168374055
2019-07-26,1.2067318463653922,1.1261364771537135,1.0,1.1906127725230564,1.0,1.1906127725230564,1.0,1.1906127725230564,1.0,1.1906127725230564
2019-07-29,1.205098551647198,1.1257743755561755,1.0,1.1892337164289934,1.0,1.1892337164289934,1.0,1.1892337164289934,1.0,1.1892337164289934
2019-07-30,1.2102041034837887,1.1280986876157224,1.0,1.1937830203101756,1.0,1.1937830203101756,1.0,1.1937830203101756,1.0,1.1937830203101756
2019-07-31,1.213761411271837,1.125581860749289,1.0,1.1961255011673275,1.0,1.1961255011673275,1.0,1.1961255011673275,1.0,1.1961255011673275
2019-08-01,1.196222846667128,1.1110950056671445,1.0,1.1791972784671314,1.0,1.1791972784671314,1.0,1.1791972784671314,1.0,1.1791972784671314
2019-08-02,1.183543933404238,1.0981808417190628,1.0,1.166471315067203,1.0,1.166471315067203,1.0,1.166471315067203,1.0,1.166471315067203
2019-08-05,1.18056179414826,1.09356803213598,1.0,1.163163041745804,1.0,1.163163041745804,1.0,1.163163041745804,1.0,1.163163041745804
2019-08-06,1.1762671289604023,1.0711907505075087,1.0,1.1552518532698237,1.0,1.1552518532698237,1.0,1.1552518532698237,1.0,1.1552518532698237
2019-08-07,1.1758359929698308,1.0880904438989025,1.0,1.1582868831556452,1.0,1.1582868831556452,1.0,1.1582868831556452,1.0,1.1582868831556452
2019-08-08,1.1813086166958409,1.0854590529457497,1.0,1.1621387039458226,1.0,1.1621387039458226,1.0,1.1621387039458226,1.0,1.1621387039458226
2019-08-12,1.1635595953862221,1.0831059254598514,1.0,1.147468861400948,1.0,1.147468861400948,1.0,1.147468861400948,1.0,1.147468861400948
2019-08-13,1.150692531692655,1.0796666854309487,1.0,1.1364873624403138,1.0,1.1364873624403138,1.0,1.1364873624403138,1.0,1.1364873624403138
2019-08-14,1.1590519831130295,1.0798779884999214,1.0,1.143217184190408,1.0,1.143217184190408,1.0,1.143217184190408,1.0,1.143217184190408
2019-08-15,1.146958122873616,1.0706084059242913,1.0,1.1316881794837512,1.0,1.1316881794837512,1.0,1.1316881794837512,1.0,1.1316881794837512
2019-08-16,1.1594748707166915,1.0721830850050567,1.0,1.1420165135743647,1.0,1.1420165135743647,1.0,1.1420165135743647,1.0,1.1420165135743647
2019-08-19,1.163857785520933,1.0854557058591552,1.0,1.1481773695885775,1.0,1.1481773695885775,1.0,1.1481773695885775,1.0,1.1481773695885775
2019-08-20,1.1655748939731352,1.0903895756921025,1.0,1.1505378303169287,1.0,1.1505378303169287,1.0,1.1505378303169287,1.0,1.1505378303169287
2019-08-21,1.1587696734592168,1.0896037183353144,1.0,1.1449364824344364,1.0,1.1449364824344364,1.0,1.1449364824344364,1.0,1.1449364824344364
2019-08-22,1.1612890860942748,1.0881776810720103,1.0,1.1466668050898219,1.0,1.1466668050898219,1.0,1.1466668050898219,1.0,1.1466668050898219
2019-08-23,1.1626398539547929,1.0845642564948852,1.0,1.1470247344628113,1.0,1.1470247344628113,1.0,1.1470247344628113,1.0,1.1470247344628113
2019-08-26,1.1479178650260917,1.07148990648534,1.0,1.1326322733179415,1.0,1.1326322733179415,1.0,1.1326322733179415,1.0,1.1326322733179415
2019-08-27,1.1524350334620923,1.0759246796505995,1.0,1.137132962699794,1.0,1.137132962699794,1.0,1.137132962699794,1.0,1.137132962699794
2019-08-28,1.1499963565579132,1.076457135061979,1.0,1.1352885122587264,1.0,1.1352885122587264,1.0,1.1352885122587264,1.0,1.1352885122587264
2019-08-29,1.1518792594300937,1.0804531844743144,1.0,1.1375940444389379,1.0,1.1375940444389379,1.0,1.1375940444389379,1.0,1.1375940444389379
2019-08-30,1.1696497638735863,1.0880456304189192,1.0,1.153328937182653,1.0,1.153328937182653,1.0,1.153328937182653,1.0,1.153328937182653
2019-09-02,1.1695455020156762,1.0962942970850662,1.0,1.1548952610295542,0.5,1.0452658313210477,0.0,0.935636401612541,1.0,1.1548952610295542
2019-09-03,1.1636563446117483,1.0965154905543135,1.0,1.1502281738002613,0.5,1.04057662474483,0.0,0.9309250756893986,1.0,1.1502281738002613
2019-09-04,1.1697179486956644,1.086020892124114,1.0,1.1529785373813544,0.5,1.0443764481689428,0.0,0.9357743589565315,1.0,1.1529785373813544
2019-09-05,1.1770079846690078,1.0973287366539715,1.0,1.1610721350660007,0.5,1.0513392614006034,0.0,0.9416063877352063,1.0,1.1610721350660007
2019-09-06,1.185171089507517,1.1019007687935993,1.0,1.1685170253647335,0.5,1.0583269484853735,0.0,0.9481368716060136,1.0,1.1685170253647335
2019-09-09,1.1964917309242082,1.1084726647598164,1.0,1.17888791769133,0.5,1.0680406512153482,0.0,0.9571933847393667,1.0,1.17888791769133
2019-09-10,1.2117683412775184,1.1096046241419615,1.0,1.191335597850407,0.5,1.080375135436211,0.0,0.9694146730220148,1.0,1.191335597850407
2019-09-11,1.2150533462232256,1.1097647954211325,1.0,1.193995636062807,0.5,1.0830191565206937,0.0,0.9720426769785805,1.0,1.193995636062807
2019-09-12,1.2141112034107702,1.114000923418172,1.0,1.1940891474122506,0.5,1.0826890550704333,0.0,0.9712889627286162,1.0,1.1940891474122506
2019-09-16,1.214433098085272,1.1104758854747452,1.0,1.1936416555631666,0.5,1.0825940670156922,0.0,0.9715464784682176,1.0,1.1936416555631666
2019-09-17,1.2196318074124854,1.114485860075574,1.0,1.1986026179451033,0.5,1.087154031937546,0.0,0.9757054459299884,1.0,1.1986026179451033
2019-09-18,1.227375865535391,1.1129858946426305,1.0,1.204497871356839,0.5,1.093199281892576,0.0,0.9819006924283129,1.0,1.204497871356839
2019-09-19,1.2259909129061797,1.1203529355289719,1.0,1.2048633174307382,0.5,1.092828023877841,0.0,0.9807927303249437,1.0,1.2048633174307382
2019-09-20,1.2271799881939767,1.114959450008422,1.0,1.2047358805568658,0.5,1.0932399355560236,0.0,0.9817439905551814,1.0,1.2047358805568658
2019-09-23,1.2256922392237322,1.1181349890780297,1.0,1.2041807891945917,0.5,1.0923672902867887,0.0,0.9805537913789858,1.0,1.2041807891945917
2019-09-24,1.2225685092495533,1.1190558375917596,1.0,1.2018659749179945,0.5,1.0899603911588187,0.0,0.9780548073996427,1.0,1.2018659749179945
2019-09-25,1.2171939596170984,1.1137402868391861,1.0,1.196503225061516,0.5,1.0851291963775973,0.0,0.9737551676936788,1.0,1.196503225061516
2019-09-26,1.217226623941012,1.1153698744291016,1.0,1.19685527403863,0.5,1.0853182865957198,0.0,0.9737812991528098,1.0,1.19685527403863
2019-09-27,1.2104982035839904,1.1116704876926145,1.0,1.1907326604057153,0.5,1.0795656116364538,0.0,0.9683985628671924,1.0,1.1907326604057153
2019-10-01,1.2260217451496231,1.110492891469373,1.0,1.2029159744135731,0.5,1.0918666852666359,0.0,0.9808173961196985,1.0,1.2029159744135731
2019-10-02,1.2222968736662643,1.1067667999470003,1.0,1.1991908589224116,0.5,1.0885141789277115,0.0,0.9778374989330114,1.0,1.1991908589224116
2019-10-03,1.2147275225820704,1.0960849570320985,1.0,1.1909990094720762,0.5,1.0813905137688662,0.0,0.9717820180656563,1.0,1.1909990094720762
2019-10-04,1.2182659218238117,1.1024883069608442,1.0,1.1951103988512184,0.5,1.084861568155134,0.0,0.9746127374590494,1.0,1.1951103988512184
