date,nav_share_1,nav_board_lot_1000
2017-09-11,4483903.952528995,4596674.417009714
2017-09-12,4499974.515531545,4614237.163633391
2017-09-13,4478598.121085771,4590962.066159214
2017-09-14,4478932.396688902,4590856.517470256
2017-09-15,4465780.899492849,4579102.422317307
2017-09-18,4485053.812468564,4598681.715356845
2017-09-19,4484803.199412348,4590102.061564888
2017-09-20,4479551.20493974,4577193.510506569
2017-09-21,4475920.502019693,4573709.560736841
2017-09-22,4456398.457716853,4557255.961769481
2017-09-25,4441345.873210648,4538838.162642435
2017-09-26,4460058.223693117,4564669.565331168
2017-09-27,4463631.596050734,4571723.164298527
2017-09-28,4454381.207917576,4558360.913860438
2017-09-29,4447768.273581138,4556848.06682435
2017-09-30,4460693.123724071,4571369.565331168
2017-10-02,4469024.139360799,4572323.264710939
2017-10-03,4472445.333725037,4577768.838835653
2017-10-05,4474112.446611485,4581584.293080152
2017-10-06,4492276.369209412,4601264.443057699
2017-10-11,4511276.850965337,4627103.2445059735
2017-10-12,4517126.2268543355,4641690.692830651
2017-10-13,4521195.75531554,4651757.995772108
2017-10-16,4531246.752198892,4651335.640327282
2017-10-17,4546885.870177703,4664939.239294643
2017-10-18,4529968.910095201,4647710.442440693
2017-10-19,4511487.372838716,4633313.645634876
2017-10-20,4502164.694172605,4621663.746047287
2017-10-23,4494597.531339824,4615405.951514567
2017-10-24,4502083.178902245,4633753.404433571
2017-10-25,4504840.207425423,4635731.805514342
2017-10-26,4490435.006916121,4610716.94924147
2017-10-27,4483299.785126597,4597418.899724466
2017-10-30,4472437.403138364,4591386.303078335
2017-10-31,4471739.953138364,4591936.303078335
2017-11-01,4474614.4343239935,4598820.152435652
2017-11-02,4458900.937101107,4583782.603698564
2017-11-03,4474757.8626505695,4592910.147841326
2017-11-06,4464356.981091245,4580109.752068149
2017-11-07,4475261.899790955,4592618.899724466
2017-11-08,4463918.118374564,4584840.002458106
2017-11-09,4472986.065427683,4589872.599104237
2017-11-10,4461928.234011292,4582943.701837877
2017-11-13,4451604.436788405,4569806.153100789
2017-11-14,4453974.95561704,4574468.503951289
2017-11-15,4444121.468333722,4564138.253561331
2017-11-16,4432975.0209410675,4547295.752733285
2017-11-17,4448914.63672073,4561370.950619874
2017-11-20,4452808.102500392,4566696.148506463
2017-11-21,4497737.031452371,4612289.045107686
2017-11-22,4520350.041731474,4639956.247636733
2017-11-23,4517968.176094746,4640502.548256961
2017-11-24,4486800.031648973,4614027.450782783
2017-11-27,4473819.634399253,4601806.448461555
2017-11-28,4470668.77465378,4602847.200392826
2017-11-29,4461434.178571811,4596152.252896194
2017-11-30,4442165.859301088,4567784.55418156
2017-12-01,4469026.93202069,4597734.849542326
2017-12-04,4503851.170768023,4630567.741549224
2017-12-05,4502643.138813,4629396.638815584
2017-12-06,4458526.914187806,4581868.728559662
2017-12-07,4437340.50132819,4567724.3324100515
2017-12-08,4426697.785548528,4558149.1345234625
2017-12-11,4444584.369884965,4572311.981559551
2017-12-12,4448157.782914349,4581666.560265869
2017-12-13,4470234.879967467,4594446.27996475
2017-12-14,4474730.998667177,4602555.4276210675
2017-12-15,4465159.948551076,4591267.38269839
2017-12-18,4468069.848551077,4593317.38269839
2017-12-19,4467861.011410692,4595458.63081525
2017-12-20,4462780.5514711235,4591651.3324681185
2017-12-21,4465838.44869401,4596538.881205208
2017-12-22,4494503.895890064,4620492.976358156
2017-12-25,4488406.298667177,4612855.4276210675
2017-12-26,4475150.203183228,4600230.2297344785
2017-12-27,4491095.350406115,4615367.778471568
2017-12-28,4498565.650575883,4625522.730562525
2017-12-29,4514123.282162041,4643256.579919842
2018-01-02,4542094.526438047,4666626.725303062
2018-01-03,4570533.793110126,4689930.324270423
2018-01-04,4584222.851135339,4703467.873007511
2018-01-05,4633582.808413894,4746200.765014408
2018-01-08,4673673.107298677,4791175.165478175
2018-01-09,4666926.7887419015,4788787.516328675
2018-01-10,4685551.138741901,4799437.516328675
2018-01-11,4681131.812995837,4790121.566510815
2018-01-12,4686227.907298677,4797875.165478175
2018-01-15,4733319.973248106,4836105.315455722
2018-01-16,4733953.654664497,4838384.212722082
2018-01-17,4748624.512693815,4852038.30787503
2018-01-18,4742576.983469404,4849250.65872553
2018-01-19,4724827.402053013,4840721.76145917
2018-01-22,4714318.65679189,4830034.212722082
2018-01-23,4709869.40377069,4828634.212722082
2018-01-24,4677796.246635069,4801772.819222001
2018-01-25,4719293.053940457,4839189.164813039
2018-01-26,4711926.056717571,4830451.616075951
2018-01-29,4729080.159780552,4848357.0643524965
2018-01-30,4689108.299528282,4809123.31540759
2018-01-31,4699702.256860505,4828123.114582768
2018-02-01,4708492.393974056,4832198.412881767
2018-02-02,4701025.175417281,4828660.763732268
2018-02-05,4632931.195339543,4768979.325261379
2018-02-06,4480026.672940907,4621748.885799534
2018-02-07,4536000.022722473,4673553.770180005
2018-02-08,4521511.654067035,4662617.574566513
2018-02-09,4484569.575115055,4621824.677965289
2018-02-12,4508792.046182398,4640566.3288947595
2018-02-21,4581514.394767407,4710283.7722779475
2018-02-22,4577939.865714017,4711463.426069905
2018-02-23,4612857.370126192,4745179.275475354
2018-02-26,4628942.93887568,4766198.740547114
2018-02-27,4630374.478796454,4763322.685722517
2018-03-01,4618422.103999397,4745593.8888685675
2018-03-02,4593623.4262907645,4718444.514863036
2018-03-05,4573330.0878840815,4703109.558510677
2018-03-06,4608175.122536599,4742822.2047219435
2018-03-07,4585965.522366831,4726567.252630985
2018-03-08,4620890.151032941,4754767.152218574
2018-03-09,4634916.045478716,4766842.249692752
2018-03-12,4678103.331811421,4797810.3994177
2018-03-13,4705978.493301855,4821255.265575753
2018-03-14,4683230.454854252,4807425.895151378
2018-03-15,4663260.534976415,4790454.396644561
2018-03-16,4717437.586535234,4835024.937800958
2018-03-19,4714355.820898506,4835921.238421187
2018-03-20,4699512.907869123,4818225.038213369
2018-03-21,4709351.889285514,4829003.935479729
2018-03-22,4713754.45509201,4838362.586950459
2018-03-23,4670599.8792298455,4798108.59220992
2018-03-26,4670373.123559519,4804795.644761421
2018-03-27,4714074.353711046,4844883.589271687
2018-03-28,4682459.592901745,4827004.692005327
2018-03-29,4672531.219644482,4817597.393658196
2018-03-30,4695569.936051397,4839717.539041416
2018-03-31,4701986.286142574,4846013.839661645
2018-04-02,4700253.4931785315,4839838.641775056
2018-04-03,4683310.895955645,4823501.093037967
2018-04-09,4725457.771648041,4858300.135687547
2018-04-10,4761487.047510206,4891254.130428084
2018-04-11,4744429.934650591,4878112.882311224
2018-04-12,4759431.000430252,4889888.080197813
2018-04-13,4754503.084623757,4882429.428727085
2018-04-16,4749438.28740087,4874291.879989996
2018-04-17,4730301.855957645,4862229.529139495
2018-04-18,4725142.055957645,4862029.529139495
2018-04-19,4773384.4662099155,4901963.278084402
2018-04-20,4750515.00904746,4879918.4310001815
2018-04-23,4759388.859190394,4887789.929506999
2018-04-24,4751895.177774003,4877711.032240639
2018-04-25,4760868.572271644,4883136.895327249
2018-04-26,4769346.303185131,4890954.455951609
2018-04-27,4778458.339593367,4898986.692764631
2018-04-30,4806700.097362579,4919038.094551622
2018-05-02,4809997.626197381,4923776.144964211
2018-05-03,4782144.488421287,4899197.348110261
2018-05-04,4752359.745599358,4873122.250636085
2018-05-07,4757929.314182967,4874193.353369724
2018-05-08,4777817.27996263,4889818.551256313
2018-05-09,4751852.902029564,4864268.398228973
2018-05-10,4745391.345435679,4861431.554757938
2018-05-11,4769773.487502811,4892816.656826442
2018-05-14,4782711.077243212,4906436.376596758
2018-05-15,4781302.598517023,4903829.998993292
2018-05-16,4773899.385408587,4901454.45722178
2018-05-17,4774116.403096134,4901503.26099403
2018-05-18,4778740.171447796,4912674.694661122
2018-05-21,4813911.779921745,4936994.840044341
2018-05-22,4784747.828077378,4912306.795121664
2018-05-23,4782306.1976778805,4904935.296614846
2018-05-24,4791878.713654145,4918898.900176533
2018-05-25,4781810.763823912,4920053.852267491
2018-05-28,4818436.98971291,4954141.300592167
2018-05-29,4805864.521129301,4945370.197858527
2018-05-30,4729092.8633682765,4869705.903162898
2018-05-31,4762483.438667471,4888378.134462283
2018-06-01,4778979.77651376,4917240.148293393
2018-06-04,4806211.758126752,4938107.45123485
2018-06-05,4843499.749625645,4968115.1453551585
2018-06-06,4849781.799795412,4977270.097446117
2018-06-07,4868128.725657577,4998974.092186654
2018-06-08,4843370.859877914,4981348.894300065
2018-06-11,4833167.981354737,4974270.493219294
2018-06-12,4820682.893901651,4959235.290738379
2018-06-13,4823218.212458426,4961372.9398878785
2018-06-14,4771178.473593713,4908456.198523664
2018-06-15,4789185.033539496,4919610.394089024
2018-06-19,4724050.47594824,4856801.051484351
2018-06-20,4751505.504652955,4881934.900841669
2018-06-21,4742360.154679789,4875468.354425809
2018-06-22,4736295.426353212,4877728.359020135
2018-06-25,4738781.020316518,4870772.05380558
2018-06-26,4737082.388730358,4862738.204448262
2018-06-27,4729122.250341201,4855388.263157403
2018-06-28,4710899.278620285,4845934.374219028
2018-06-29,4777795.948226221,4906006.124448222
2018-07-02,4730970.455955819,4856392.225525769
2018-07-03,4721882.2929532705,4845829.478902092
2018-07-04,4744789.441825251,4868942.225525769
2018-07-05,4746316.09180389,4865422.207881062
2018-07-06,4738106.102958238,4860827.753127556
2018-07-09,4751572.323642074,4876061.839920498
2018-07-10,4776906.549561462,4900770.253985529
2018-07-11,4752482.590773024,4877519.858212351
2018-07-12,4778566.33536173,4900265.474844596
2018-07-13,4791537.985775587,4905353.0235816855
2018-07-16,4769900.8090825565,4887161.279279237
2018-07-17,4791221.688284905,4909118.924179957
2018-07-18,4794783.707022934,4920544.878592143
2018-07-19,4790895.5201962115,4910037.759757066
2018-07-20,4805746.03948533,4922652.127758759
2018-07-23,4814367.586453828,4933507.518356598
2018-07-24,4817849.353269206,4938855.532843181
2018-07-25,4814193.555389304,4931573.170285592
2018-07-26,4838873.622579839,4957271.024852519
2018-07-27,4839522.290123919,4962550.678644477
2018-07-30,4853751.356563659,4976233.174878197
2018-07-31,4888043.6333476985,5008361.014381726
2018-08-01,4902232.833347699,5017161.014381726
2018-08-02,4871935.138901925,4987085.916907548
2018-08-03,4878938.90953049,4998003.219849005
2018-08-06,4879297.327124252,5005466.823410692
2018-08-07,4877672.653569253,5005338.42232992
2018-08-08,4907595.457954595,5034120.81815123
2018-08-09,4931278.555150648,5053374.913304178
2018-08-10,4980647.258835828,5101332.3638117695
2018-08-13,4926069.290568057,5050937.815805217
2018-08-14,4945206.755950722,5067581.968039742
2018-08-15,4912235.547101073,5037060.231698838
2018-08-16,4908946.562298635,5035160.487911551
2018-08-17,4935511.927660916,5059293.910451106
2018-08-20,4964641.339204551,5091034.124996603
2018-08-21,5014277.134170645,5139151.989258698
2018-08-22,5033150.415146398,5156402.702083587
2018-08-23,5037741.709795265,5160316.656201172
2018-08-24,5010525.388850212,5137579.960681768
2018-08-27,4997318.377198592,5122229.279407099
2018-08-28,5021367.882473136,5149569.487735073
2018-08-29,5036075.902701826,5163786.666003572
2018-08-30,5021017.548408489,5148150.248355334
2018-08-31,5030551.10687553,5166906.372382033
2018-09-03,5015668.377513711,5149840.463920711
2018-09-04,5043222.8844272485,5169250.52858428
2018-09-05,4991191.802146842,5120801.325253974
2018-09-06,4990800.309460469,5125397.111241951
2018-09-07,5007180.242521441,5136260.058055781
2018-09-10,5001182.808502425,5130579.409936445
2018-09-11,5014744.338360319,5144764.442993891
2018-09-12,5029762.17009125,5157544.159115348
2018-09-13,5038433.289811473,5169708.612944128
2018-09-14,5030403.256727548,5160846.44484675
2018-09-17,5041348.188508671,5163479.733576973
2018-09-18,5082335.205580281,5195877.700600041
2018-09-19,5112030.3118959945,5225984.445614556
2018-09-20,5129168.553729805,5242433.773547041
2018-09-21,5165596.298169776,5278816.141005392
2018-09-25,5164498.802840669,5281302.137182783
2018-09-26,5163531.933365396,5276091.251678724
2018-09-27,5174922.491599071,5294028.730798423
2018-09-28,5183321.823460061,5292618.40616263
2018-10-01,5194386.873888479,5305045.633495422
2018-10-02,5135153.679326763,5245850.152396197
2018-10-03,5138264.641746245,5247088.3364131125
2018-10-04,5101579.43511967,5205650.94906589
2018-10-05,5050238.468331062,5165409.63613096
2018-10-08,5065099.304691121,5178289.897961263
2018-10-09,5106247.600464384,5212448.594233486
2018-10-11,4945626.465842436,5049593.331328173
2018-10-12,5006994.026281337,5108333.643052617
2018-10-15,4926667.918361886,5028253.75477888
2018-10-16,4940042.398233926,5040800.199661865
2018-10-17,4943381.740931332,5043408.91537667
2018-10-18,4934400.377221473,5040700.900379116
2018-10-19,4929793.304696286,5040733.267156768
2018-10-22,4925340.91637356,5039572.8045158675
2018-10-23,4887609.063946782,4998693.619066587
2018-10-24,4886700.783532973,4997015.0918137245
2018-10-25,4872446.1003341265,4975465.214881707
2018-10-26,4875618.448991081,4973524.983616818
2018-10-29,4864330.659039934,4962273.726605888
2018-10-30,4887562.687933964,4992549.200032318
2018-10-31,4939799.922816839,5041719.857258349
2018-11-01,4892046.5893429555,4998719.1759836795
2018-11-02,4903954.366701527,5012606.274906587
2018-11-05,4909254.897581985,5027956.912319185
2018-11-06,4914609.550261752,5026563.160948062
2018-11-07,4951987.808975328,5069449.453994123
2018-11-08,4964027.475456445,5088920.647524101
2018-11-09,4953020.685476498,5082800.941145639
2018-11-12,4951413.55811003,5077603.513391163
2018-11-13,4945102.958962593,5067158.399470702
2018-11-14,4960735.39371069,5096766.010648917
2018-11-15,4957157.863296881,5086287.483396055
2018-11-16,4957626.6572574675,5100398.627311625
2018-11-19,4964986.347237415,5106718.333690086
2018-11-20,4951506.468483732,5088671.453400947
2018-11-21,4942709.115423657,5087049.29937914
2018-11-22,4944489.315423657,5081049.29937914
2018-11-23,4946282.426280101,5083779.027681083
2018-11-26,4948995.810183687,5087033.117090928
2018-11-27,4934530.29256504,5070649.878772015
2018-11-28,4950520.075371179,5086423.799162499
2018-11-29,4915000.659697626,5052379.3665167065
2018-11-30,4900112.73227589,5024508.595849889
2018-12-03,4924363.852396733,5055674.635052151
2018-12-04,4942582.000736607,5067642.988088427
2018-12-05,4927598.497209882,5051540.665047259
2018-12-06,4916888.728814584,5033773.953777482
2018-12-07,4926847.1009942,5048637.411527066
2018-12-10,4903472.094874051,5021593.1034834515
2018-12-11,4913829.469647094,5030148.546235481
2018-12-12,4908647.222855557,5027820.824859466
2018-12-13,4911840.50586279,5037491.337114775
2018-12-14,4901357.657989567,5024153.15309786
2018-12-17,4908570.627575758,5029724.625844997
2018-12-18,4876796.299275991,4999816.860051799
2018-12-19,4911830.731089748,5033635.894362745
2018-12-20,4904739.630623098,5028455.725343383
2018-12-21,4881433.30837548,4994977.870158036
2018-12-22,4889911.968862182,5003638.332798936
2018-12-24,4891975.4875958115,5016654.9194665365
2018-12-25,4851278.40272198,4970813.731133783
2018-12-26,4831822.031676127,4959347.825740853
2018-12-27,4852646.175018059,4983056.397410898
2018-12-28,4958945.33418555,5097281.804952899
2019-01-02,4865181.209811155,4990892.133784467
2019-01-03,4877358.641158263,5004380.999076052
2019-01-04,4861133.36240458,4986184.118786913
2019-01-07,4940585.200052842,5072224.212188992
2019-01-08,4910725.233458723,5043110.496027897
2019-01-09,4965459.074439971,5093754.937880844
2019-01-10,4969594.999213013,5097710.380632874
2019-01-11,4974099.381531037,5100640.549652235
2019-01-14,4970768.789536634,5103262.82827622
2019-01-15,4994007.4065796565,5122686.6240645265
2019-01-16,4965813.755238156,5087603.32612715
2019-01-17,4985046.068206935,5104972.4850402735
2019-01-18,5014102.978271582,5136685.951997011
2019-01-21,5005723.741661294,5127696.962103249
2019-01-22,5025188.769301866,5140215.769659141
2019-01-23,5033619.0919463085,5140011.859937695
2019-01-24,5041455.327482582,5152669.102461543
2019-01-25,5061502.469316393,5172518.430394027
2019-01-28,5055391.384523297,5167382.6940204585
2019-01-29,5061356.199263551,5166366.788627529
2019-01-30,5065360.777550585,5173233.499897306
2019-02-11,5053566.952323627,5170088.942649336
2019-02-12,5070884.263617894,5186726.166174421
2019-02-13,5046679.550071115,5160193.549511714
2019-02-14,5042898.550071115,5158543.549511714
2019-02-15,5029657.756110529,5144132.4055961445
2019-02-18,5066226.087924287,5179201.43990709
2019-02-19,5065302.672717382,5177237.176280659
2019-02-20,5091642.838857586,5200561.777945812
2019-02-21,5103522.429463933,5212429.766929271
2019-02-22,5112924.676655928,5223987.502011133
2019-02-25,5127528.227122578,5239717.671030494
2019-02-26,5120508.264509099,5231445.392406509
2019-02-27,5164049.086823198,5272060.625731925
2019-03-04,5144043.907204219,5261217.804839826
2019-03-05,5141210.011583506,5254525.013960534
2019-03-06,5158982.742463964,5268933.710232757
2019-03-07,5139161.40673757,5254437.635820465
2019-03-08,5129240.913243633,5243106.660924258
2019-03-11,5136552.248036728,5243092.397297827
2019-03-12,5172202.7102642935,5276789.958861634
2019-03-13,5185791.310730943,5293620.127880995
2019-03-14,5174504.870750997,5280450.421502534
2019-03-15,5195362.903417316,5296024.341893018
2019-03-18,5227720.196252355,5328460.188869065
2019-03-19,5249553.426265223,5347578.63764677
2019-03-20,5265034.479441528,5367292.126076025
2019-03-21,5280408.286667509,5380727.280498872
2019-03-22,5263991.63046754,5365876.018929165
2019-03-25,5225145.357542367,5327064.299915327
2019-03-26,5250815.269450079,5355479.244816428
2019-03-27,5239360.707694055,5346326.797173082
2019-03-28,5224428.821265804,5332689.428660208
2019-03-29,5292099.994301474,5394136.742555718
2019-04-01,5267138.953781432,5374151.678249665
2019-04-02,5263394.557026116,5369873.95687365
2019-04-03,5258975.711556503,5366299.701273929
2019-04-08,5274093.559429727,5377837.885290845
2019-04-09,5286318.839843535,5392916.4125437075
2019-04-10,5293231.355517089,5401110.8451895
2019-04-11,5277392.691970311,5385478.228526792
2019-04-12,5288958.267663918,5395702.954794124
2019-04-15,5297518.930744046,5404305.40243747
2019-04-16,5278706.639623146,5391439.114030852
2019-04-17,5290392.6052967,5402483.546676644
2019-04-18,5287161.404376135,5400764.263161343
2019-04-19,5301453.716137052,5419531.65570579
2019-04-22,5303655.70532217,5417765.655723487
2019-04-23,5324351.9083822435,5437437.809745294
2019-04-24,5378743.590662652,5485437.013075601
2019-04-25,5401351.635077152,5506887.27148711
2019-04-26,5403340.660878815,5507387.27148711
2019-04-29,5458054.816600317,5563665.807947126
2019-04-30,5521588.6407018,5621323.2846864965
2019-05-02,5550984.438575024,5641961.4687034115
2019-05-03,5545720.588108375,5637481.2996840505
2019-05-06,5500675.988027638,5589975.847724866
2019-05-07,5543163.597195129,5628801.255266868
2019-05-08,5557404.676507475,5641891.886927128
2019-05-09,5496248.63211971,5581461.161235276
2019-05-10,5490933.25217255,5575862.803001775
2019-05-13,5469465.371292092,5553804.106729552
2019-05-14,5451958.725352333,5538515.241437967
2019-05-15,5467979.941744147,5551886.435835565
2019-05-16,5440633.411230645,5528273.038939814
2019-05-17,5460481.617589638,5543527.823586979
2019-05-20,5507054.32284449,5591630.83670301
2019-05-21,5583858.019945889,5671519.58659957
2019-05-22,5555150.492978068,5638537.930428692
2019-05-23,5547435.215201916,5627715.776406885
2019-05-24,5553165.779269192,5641200.639882721
2019-05-27,5570546.706071361,5657587.525814778
2019-05-28,5576860.138594177,5666741.5562378885
2019-05-29,5586527.193277281,5675953.68629114
2019-05-30,5636384.123448305,5725745.368181974
2019-05-31,5680115.333549094,5769481.113762696
2019-06-03,5690386.450815225,5771351.126789843
2019-06-04,5685985.027842149,5775923.498714498
2019-06-05,5705656.804417298,5790783.030876374
2019-06-06,5771415.871259973,5850483.040083528
2019-06-10,5802719.755931019,5880057.641748681
2019-06-11,5669295.590326482,5752141.584132111
2019-06-12,5583085.407978073,5673627.983366041
2019-06-13,5579807.26880569,5675235.037871765
2019-06-14,5587991.267788002,5682762.634645603
2019-06-17,5611765.68180143,5701875.420327671
2019-06-18,5616270.386988281,5709759.390332563
2019-06-19,5705287.98713702,5798579.23972751
2019-06-20,5693985.282290846,5785781.757635067
2019-06-21,5642142.403134715,5741408.80049751
2019-06-24,5681497.702789612,5782752.326133274
2019-06-25,5684210.809929378,5784952.326133274
2019-06-26,5661952.295915951,5764139.540451204
2019-06-27,5688600.025602932,5789846.758779066
2019-06-28,5661732.676796409,5765998.236723428
2019-07-01,5648702.810656206,5751173.6350582745
2019-07-02,5666081.751556717,5768812.624952037
2019-07-03,5667679.2863498125,5768148.361325606
2019-07-04,5686083.252490016,5784672.962990759
2019-07-05,5696823.305083442,5795214.947993205
2019-07-08,5697470.074669633,5793586.420740344
2019-07-09,5693299.200519558,5784263.236718536
2019-07-10,5721061.959959624,5813092.6515015075
2019-07-11,5767779.987875513,5853372.148453353
2019-07-12,5765538.335282087,5848530.163450907
2019-07-15,5758853.300488992,5843044.427077338
2019-07-16,5766828.5809028,5848422.9543302
2019-07-17,5781750.062249908,5867361.819621786
2019-07-18,5779054.171816046,5863652.998747384
2019-07-19,5791373.9374896,5876247.431393176
2019-07-22,5805238.900569728,5889099.8790365225
2019-07-23,5812874.063183206,5893022.157660508
2019-07-24,5825250.0292709,5902624.605303854
2019-07-25,5869532.169424531,5942406.992651076
2019-07-26,5870969.104217627,5942363.316247895
2019-07-29,5863022.829444584,5936407.873495866
2019-07-30,5887862.264305683,5962858.007305197
2019-07-31,5905169.21131361,5984100.250719152
2019-08-01,5819840.916351722,5899964.371329098
2019-08-02,5758155.705784283,5844098.4567290135
2019-08-05,5743647.057911059,5835860.272712098
2019-08-06,5722752.733536663,5809070.601543667
2019-08-07,5720655.178816462,5806066.800558136
2019-08-08,5747280.484936613,5833961.108601751
2019-08-12,5660928.279968518,5738262.408336351
2019-08-13,5598327.6834611315,5675205.344623473
2019-08-14,5638997.929435867,5715014.353894403
2019-08-15,5580159.107844991,5663419.07257376
2019-08-16,5641055.354259065,5720177.187668905
2019-08-19,5662379.029008864,5739939.277001584
2019-08-20,5670733.072785727,5743014.907340562
2019-08-21,5637624.441812789,5713378.448346861
2019-08-22,5649881.840824635,5728762.389927084
2019-08-23,5656453.571238443,5737790.917179946
2019-08-26,5584828.427331478,5668565.481779066
2019-08-27,5606805.2703278605,5691273.413519906
2019-08-28,5594940.665276849,5680195.534796362
2019-08-29,5604101.328950481,5690322.421870861
2019-08-30,5690558.053257827,5772072.226932763
2019-09-02,5690050.800425822,5775989.007972672
2019-09-03,5661398.982482611,5746282.601996265
2019-09-04,5690889.784772995,5775094.956415422
2019-09-05,5726357.130809353,5806501.302276545
2019-09-06,5766072.115083385,5842076.015057294
2019-09-09,5821149.086986883,5894531.77250438
2019-09-10,5895472.564627414,5975159.191203348
2019-09-11,5911454.7089634035,5989701.99172154
2019-09-12,5906871.013455288,5984421.938704244
2019-09-16,5908437.089377212,5988480.518974402
2019-09-17,5933729.752311241,6015119.495381581
2019-09-18,5971405.998378486,6046907.480139716
2019-09-19,5964667.952870369,6044577.42712242
2019-09-20,5970453.01961761,6054686.999041622
2019-09-23,5963214.851282661,6042069.838501306
2019-09-24,5948017.3389077615,6025088.793834967
2019-09-25,5921869.181024745,6000677.696151332
2019-09-26,5922028.098879681,5994444.746220152
2019-09-27,5889293.1145869875,5961184.831181224
2019-10-01,5964817.957321826,6035363.7756446265
2019-10-02,5946695.782572027,6017151.686311947
2019-10-03,5909869.517906744,5980858.287226452
2019-10-04,5927084.471410474,6002462.1757893795
2019-10-07,5934775.195488548,6006303.595519221
2019-10-08,5967174.300652156,6036194.212104763
2019-10-09,5937000.139265411,6001529.2258582
2019-10-14,5976248.171969602,6037170.107530219
2019-10-15,5977426.326461486,6037590.054512923
2019-10-16,5990508.384091851,6050801.152196558
2019-10-17,6003892.58575173,6062287.880219172
2019-10-18,5978303.962733185,6038780.213564809
2019-10-21,5999340.102689889,6062656.56652392
2019-10-22,6014589.960572906,6075567.664207555
2019-10-23,6004336.550846038,6058239.4059836045
2019-10-24,6045442.039701991,6099986.96266094
2019-10-25,6053135.612791912,6108912.323971007
2019-10-28,6072755.005468025,6126159.158028211
2019-10-29,6086630.75263602,6135275.93906812
2019-10-30,6132827.697531139,6178167.432888776
2019-10-31,6152292.437375247,6191231.047985888
2019-11-01,6171063.424499946,6216924.181984907
2019-11-04,6227881.922339665,6263011.632627652
2019-11-05,6261826.927390677,6291939.511351196
2019-11-06,6303047.967234785,6327303.126448308
2019-11-07,6282579.0745586725,6310756.292391105
2019-11-08,6272412.438105699,6305733.827994922
2019-11-11,6204513.364081493,6252773.03572088
2019-11-12,6218744.014081492,6259423.03572088
2019-11-13,6172044.278057544,6209958.698003636
2019-11-14,6133315.002861212,6177651.414792115
2019-11-15,6183734.28704131,6219598.591969045
2019-11-18,6212796.574237385,6248259.420623767
2019-11-19,6217585.85015931,6250218.000893925
2019-11-20,6214973.204651194,6253487.947876629
2019-11-21,6158331.907912224,6196379.293515658
2019-11-22,6172202.38111474,6218817.392687722
2019-11-25,6197921.792204917,6238339.208554585
2019-11-26,6171178.793561016,6214666.132009766
2019-11-27,6223088.877741114,6260413.309186695
2019-11-28,6208852.389556885,6246386.422112196
2019-11-29,6147933.249153649,6199214.875274245
2019-12-02,6152580.383946745,6199950.611647814
2019-12-03,6151209.661528549,6202595.919940584
2019-12-04,6152345.157036666,6204875.972957879
2019-12-05,6153030.371507527,6197990.505613223
2019-12-06,6131213.442378441,6176921.207159837
2019-12-09,6165344.285613682,6204725.972957879
2019-12-10,6143485.200261457,6185232.304843471
2019-12-11,6161656.229390544,6196401.603296857
2019-12-12,6181198.970519373,6212124.447193447
2019-12-13,6214465.825682981,6244515.063778988
2019-12-16,6203661.352593061,6226089.702468921
2019-12-17,6252783.4022766305,6275494.313651982
2019-12-18,6297574.465882383,6325053.959661997
2019-12-19,6288076.609771841,6319342.327862973
2019-12-20,6223044.253673949,6263916.2803134555
2019-12-23,6273534.294077185,6311187.8271514075
2019-12-24,6251733.278311152,6284665.631784137
2019-12-25,6252892.073819269,6285145.684801432
2019-12-26,6262933.416495382,6295742.518858637
2019-12-27,6291005.645737064,6322924.55517402
2019-12-30,6280052.65472083,6312664.449139429
2019-12-31,6249169.488842201,6277579.515910162
2020-01-02,6253386.579858434,6277739.6219447525
2020-01-03,6272911.16815526,6301679.24688125
2020-01-06,6227219.14450621,6258295.953830345
2020-01-07,6241337.393221488,6265786.725030868
2020-01-08,6205225.372291847,6224423.913078057
2020-01-09,6242503.033678593,6261188.89932462
2020-01-10,6265013.049444626,6282411.09469189
2020-01-13,6337980.315882384,6352103.959661997
2020-01-14,6371502.786140299,6379796.102011972
2020-01-15,6345519.179988538,6359189.427006654
2020-01-16,6341704.432820543,6357672.645966746
2020-01-17,6365744.974621097,6389716.159466171
2020-01-20,6405759.804493285,6428673.822178098
2020-01-30,6144561.61981028,6184064.491953466
2020-01-31,6189697.338491545,6222363.574395235
2020-02-03,6140212.616014622,6178106.816948058
2020-02-04,6195697.595911312,6226214.2308451915
2020-02-05,6233290.19997417,6265796.773914958
2020-02-06,6287157.979958952,6322417.174488883
2020-02-07,6247461.870416058,6288619.348782635
2020-02-10,6238211.314338617,6279538.304116296
2020-02-11,6246093.259208615,6286782.620760022
2020-02-12,6257442.849455425,6295760.768512477
2020-02-13,6274279.418053462,6314966.18283984
2020-02-14,6278409.213561579,6317196.235857135
2020-02-17,6286171.993975387,6326724.763109997
2020-02-18,6305704.147479116,6344228.651672925
2020-02-19,6382760.630671061,6417009.770430078
2020-02-20,6376642.062073024,6406554.356102717
2020-02-21,6319801.556462882,6355268.545638334
2020-02-24,6252152.644517008,6286795.6276509315
2020-02-25,6243982.37591897,6277290.21332357
2020-02-26,6204192.210152938,6239218.0179563
2020-02-27,6199555.840341555,6228821.069485167
2020-03-02,6118741.686707722,6144767.375860336
2020-03-03,6175887.007637363,6203180.187813148
2020-03-04,6194889.1413297085,6222287.127904943
