ym,excess,ovl,px,n,lose
2025-06,0.7604734417448259,0.07872034782419968,-0.6817530939206262,16,False
2021-10,0.102288956643524,0.09413737250218479,-0.008151584141339208,20,False
2025-05,0.09948677720693533,0.1648899574229764,0.06540318021604108,20,False
2021-04,0.06915932684463921,0.11206877688890049,0.04290945004426128,19,False
2020-04,0.06886172178851069,0.1868942500486045,0.1180325282600938,20,False
2023-07,0.06239347617459268,0.06105939589986231,-0.0013340802747303648,21,False
2026-08,0.0613843848695127,0.10181753483309075,0.04043314996357805,20,False
2021-03,0.054678843345374095,0.06587421848726749,0.011195375141893393,22,False
