asof,window,n_days,cagr_giveback_pp,mdd_improve_pp,gate,sleeve,book,alpha,scope,base_cagr,chal_cagr,base_mdd,chal_mdd
2023-01-31,ytd,13,,,INSUFFICIENT,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,,,,
2023-01-31,trailing_1y,241,2.1497338546618616,0.18754848607774877,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.01707118708856159,-0.004426151458057026,-0.16713069839858086,-0.16525521353780337
2023-02-24,ytd,31,-9.038247143537426,0.40243140188503945,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.15239156356830907,0.24277403500368333,-0.026353785373413596,-0.022329471354563202
2023-02-24,trailing_1y,246,1.30591399841955,0.18754848607772656,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.027340620603133692,0.014281480618938192,-0.16713069839858063,-0.16525521353780337
2023-03-31,ytd,54,-6.995720894594504,1.3457914340616162,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.05028040470286732,0.12023761364881236,-0.05252819585257029,-0.03907028151195413
2023-03-31,trailing_1y,245,0.8400301439892677,0.18754848607774877,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,-0.05907767659930696,-0.06747797803919964,-0.16713069839858075,-0.16525521353780326
2023-04-28,ytd,71,-11.897324780510822,1.3457914340616162,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.025068880645578773,0.14404212845068698,-0.05252819585257029,-0.03907028151195413
2023-04-28,trailing_1y,244,-0.1604818964210608,0.8360459675138876,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,-0.04346214764159506,-0.04185732867738445,-0.14035729376243833,-0.13199683408729945
2023-05-31,ytd,92,-12.703538490407752,1.3457914340616162,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.0772206241999902,0.20425600910406772,-0.05252819585257029,-0.03907028151195413
2023-05-31,trailing_1y,243,-2.54173509356308,2.5540959716300216,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,-0.014186439410243556,0.011230911525387244,-0.14035729376243844,-0.11481633404613822
2023-06-30,ytd,112,-10.765683857086007,1.3457914340616162,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.08316497053580396,0.19082180910666402,-0.05252819585257029,-0.03907028151195413
2023-06-30,trailing_1y,242,-1.4001512677593864,2.5540959716299994,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.03747439285167342,0.051475905529267285,-0.14035729376243833,-0.11481633404613834
2023-07-31,ytd,133,-13.462434718978544,1.3457914340616162,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.09364783205126503,0.22827217924105048,-0.05252819585257029,-0.03907028151195413
2023-07-31,trailing_1y,241,-5.106810247218396,2.5540959716300327,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.035983662981204034,0.087051765453388,-0.14035729376243844,-0.11481633404613811
2023-08-31,ytd,155,-11.396888172877784,0.8998074072570805,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,-0.007897367017500656,0.10607151471127718,-0.06091572509227661,-0.0519176510197058
2023-08-31,trailing_1y,241,-6.184701243914281,1.8704223758081784,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,-0.0571395606253835,0.004707451813759311,-0.12527546464735528,-0.1065712408892735
2023-09-28,ytd,175,-9.6218380891949,0.8566331214940104,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.0018785865438359917,0.098096967435785,-0.06185169902953902,-0.053285367814598916
2023-09-28,trailing_1y,242,-5.446572318628851,1.3702935946946382,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,-0.008080250017688528,0.04638547316859998,-0.08763137502511487,-0.07392843907816848
2023-10-31,ytd,195,-8.108606745559122,0.3910186106585001,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,-0.013257168791837137,0.06782889866375408,-0.06971432752138362,-0.06580414141479862
2023-10-31,trailing_1y,240,-4.065174619120149,0.391018610658489,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.040192790828493585,0.08084453701969507,-0.06971432752138362,-0.06580414141479873
2023-11-30,ytd,217,-6.111744072408332,0.3910186106585001,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.07855982929736505,0.13967727002144836,-0.06971432752138362,-0.06580414141479862
2023-11-30,trailing_1y,240,-4.508048621282756,0.39101861065847787,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.06216943987357859,0.10724992608640616,-0.06971432752138362,-0.06580414141479884
2023-12-29,ytd,238,-4.641665421126651,0.3910186106585001,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.07478135054646295,0.12119800475772946,-0.06971432752138362,-0.06580414141479862
2023-12-29,trailing_1y,240,-4.2469465586293165,0.39101861065847787,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.08744222429900361,0.12991168988529678,-0.06971432752138362,-0.06580414141479884
2024-01-31,ytd,22,0.43018889555804796,0.45804222796884675,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,-0.2768601928466843,-0.28116208180226476,-0.050445053957393404,-0.04586463167770494
2024-01-31,trailing_1y,248,-3.77366195461053,0.391018610658489,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.035130528000325345,0.07286714754643064,-0.06971432752138362,-0.06580414141479873
2024-02-29,ytd,35,1.4654554859319435,0.45804222796884675,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,-0.008333382809965761,-0.022987937669285197,-0.050445053957393404,-0.04586463167770494
2024-02-29,trailing_1y,242,-3.4377999353960353,0.391018610658489,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.05376370592647417,0.08814170528043452,-0.06971432752138362,-0.06580414141479873
2024-03-29,ytd,56,10.372491065301205,0.45804222796884675,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.2878676978412562,0.18414278718824417,-0.050445053957393404,-0.04586463167770494
2024-03-29,trailing_1y,242,-0.6629154254623071,0.39101861065847787,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.13110697041549102,0.1377361246701141,-0.06971432752138362,-0.06580414141479884
2024-04-30,ytd,76,11.96115788861678,0.45804222796884675,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.2451273020442013,0.1255157231580335,-0.050445053957393404,-0.04586463167770494
2024-04-30,trailing_1y,243,2.940408585169796,0.3910186106585001,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.1417298106826066,0.11232572483090864,-0.06971432752138373,-0.06580414141479873
2024-05-31,ytd,98,18.81113497434579,0.45804222796884675,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.3060736357050291,0.11796228596157121,-0.050445053957393404,-0.04586463167770494
2024-05-31,trailing_1y,244,6.882581818849554,0.39101861065847787,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.16395634779006385,0.09513052960156831,-0.06971432752138373,-0.06580414141479896
2024-06-28,ytd,117,21.461998925412118,0.6577309803982634,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.4165037654813559,0.20188377622723475,-0.05244194148168757,-0.04586463167770494
2024-06-28,trailing_1y,245,9.554661040219514,0.39101861065847787,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.21986364051443763,0.12431703011224249,-0.06971432752138373,-0.06580414141479896
2024-07-31,ytd,138,19.71289654042043,0.6577309803982634,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.4459752911909425,0.24884632578673815,-0.05244194148168757,-0.04586463167770494
2024-07-31,trailing_1y,243,11.92799285817452,0.39101861065847787,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.24478000856257576,0.12550007998083057,-0.06971432752138362,-0.06580414141479884
2024-08-30,ytd,160,14.17077241338367,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.32214361147733883,0.18043588734350213,-0.06880354903338959,-0.05913474962393006
2024-08-30,trailing_1y,244,12.550949672418454,0.9668799409459417,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.2943935667976063,0.16888407007342177,-0.06880354903338959,-0.05913474962393017
2024-09-30,ytd,180,12.955048473805576,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.2976715866368689,0.16812110189881313,-0.06880354903338959,-0.05913474962393006
2024-09-30,trailing_1y,243,12.518753609734713,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.29718606541805404,0.17199852932070692,-0.06880354903338959,-0.05913474962393006
2024-10-30,ytd,199,11.521446816713144,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.24890907939548357,0.13369461122835213,-0.06880354903338959,-0.05913474962393006
2024-10-30,trailing_1y,243,12.525065970889514,0.9668799409459639,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.30101190265011835,0.1757612429412232,-0.06880354903338959,-0.05913474962392995
2024-11-29,ytd,220,12.011992171626051,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.2435855133749376,0.1234655916586771,-0.06880354903338959,-0.05913474962393006
2024-11-29,trailing_1y,242,11.666282739319156,0.9668799409459639,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.22286414179108194,0.10620131439789038,-0.0688035490333897,-0.05913474962393006
2024-12-31,ytd,242,11.775744014453915,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.2231110370135314,0.10535359686899226,-0.06880354903338959,-0.05913474962393006
2024-12-31,trailing_1y,242,11.775744014453915,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.2231110370135314,0.10535359686899226,-0.06880354903338959,-0.05913474962393006
2025-01-22,ytd,15,,,INSUFFICIENT,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,,,,
2025-01-22,trailing_1y,242,16.64267754163027,0.9668799409459417,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.3365735868914099,0.17014681147510724,-0.06880354903338948,-0.05913474962393006
2025-02-27,ytd,33,21.13858715963717,-0.0036188421440042084,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.4221370489136662,0.21075117731729454,-0.013073193963299756,-0.013109382384739798
2025-02-27,trailing_1y,241,15.159627870874415,0.9668799409459639,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.28861909442149636,0.1370228157127522,-0.06880354903338959,-0.05913474962392995
2025-03-31,ytd,54,13.913943474436973,0.742653800019133,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.20516020332425589,0.06602076857988615,-0.024442814971240234,-0.017016276971048905
2025-03-31,trailing_1y,240,13.065188480776824,0.9668799409459639,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.20667116253980322,0.07601927773203498,-0.0688035490333897,-0.05913474962393006
2025-04-30,ytd,74,13.71110987442189,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.05049468249581146,-0.08661641624840744,-0.09194743345117129,-0.08956059840832231
