asof,window,n_days,cagr_giveback_pp,mdd_improve_pp,gate,sleeve,book,alpha,scope,base_cagr,chal_cagr,base_mdd,chal_mdd
2025-04-30,trailing_1y,241,12.831115172262297,-0.36592029753574895,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.1640469806047602,0.03573582888213722,-0.0919474334511714,-0.09560663642652889
2025-05-29,ytd,94,6.2873106597591155,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.0013301476086939878,-0.06154295898889717,-0.09194743345117129,-0.08956059840832231
2025-05-29,trailing_1y,241,7.54843537088179,-0.36592029753578226,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.09809160290907504,0.02260724920025714,-0.09194743345117118,-0.095606636426529
2025-06-30,ytd,110,4.650698666206554,0.23868350428489782,ALERT,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,-0.009782633818830377,-0.05628962048089592,-0.09194743345117129,-0.08956059840832231
2025-06-30,trailing_1y,235,4.627397962468893,-0.36592029753574895,ALERT,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.026710282750858072,-0.01956369687383086,-0.0919474334511714,-0.09560663642652889
2025-07-31,ytd,133,9.115418673270847,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.08955117573383586,-0.0016030109988726116,-0.09194743345117129,-0.08956059840832231
2025-07-31,trailing_1y,238,7.160960735451194,-0.36592029753574895,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.043541961478360536,-0.028067645876151404,-0.0919474334511714,-0.09560663642652889
2025-08-29,ytd,154,10.635106389956972,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.11052515769374471,0.004174093794174993,-0.09194743345117129,-0.08956059840832231
2025-08-29,trailing_1y,238,10.2764526857393,0.029345360377741603,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.10019024291807233,-0.0025742839393206873,-0.09194743345117129,-0.09165397984739387
2025-09-30,ytd,175,12.777506504198577,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.19640838279984707,0.0686333177578613,-0.09194743345117129,-0.08956059840832231
2025-09-30,trailing_1y,238,12.082133965576936,0.029345360377741603,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.15359589701223975,0.03277455735647039,-0.09194743345117129,-0.09165397984739387
2025-10-31,ytd,195,12.539901436688861,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.17177481418625873,0.04637579981937012,-0.09194743345117129,-0.08956059840832231
2025-10-31,trailing_1y,238,13.68346653921484,0.029345360377752705,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.17822283991087895,0.04138817451873056,-0.0919474334511714,-0.09165397984739387
2025-11-28,ytd,215,12.418502476474869,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.15374969701461216,0.029564672249863477,-0.09194743345117129,-0.08956059840832231
2025-11-28,trailing_1y,239,12.598087911776211,0.029345360377752705,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.14097649237311294,0.014995613255350815,-0.0919474334511714,-0.09165397984739387
2025-12-31,ytd,237,13.137019344039636,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.19188698434231743,0.06051679090192108,-0.09194743345117129,-0.08956059840832231
2025-12-31,trailing_1y,238,13.564242516614478,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.19486310725422662,0.059220682088081844,-0.09194743345117129,-0.08956059840832231
2026-01-30,ytd,21,63.354043011434435,0.1168204549925278,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.720391135619443,0.08685070550509866,-0.017322361615846993,-0.016154157065921715
2026-01-30,trailing_1y,243,15.339184167800003,0.23868350428490892,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.19994051367379728,0.046548671995797264,-0.0919474334511714,-0.08956059840832231
2026-02-26,ytd,33,183.21051521876794,0.4196771699808144,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,2.6212067266428924,0.789101574455213,-0.02692181355622081,-0.022725041856412664
2026-02-26,trailing_1y,239,24.792089994800225,0.23868350428488672,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.37021622550048927,0.12229532555248701,-0.09194743345117129,-0.08956059840832242
2026-03-31,ytd,55,21.637002116831262,4.481576247378838,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.23129248848558626,0.014922467317273647,-0.11710727087400874,-0.07229150840022036
2026-03-31,trailing_1y,239,15.889961755223991,3.9121918486218044,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.2161444818874878,0.05724486433524789,-0.11710727087400874,-0.0779853523877907
2026-04-30,ytd,75,7.715724197129026,4.65940710430075,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.133650093254589,0.05649285128329873,-0.11888557944322786,-0.07229150840022036
2026-04-30,trailing_1y,239,12.067085812310573,4.659407104300728,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.2385333605931308,0.11786250247002505,-0.11888557944322775,-0.07229150840022047
2026-05-29,ytd,94,2.2200081184060583,7.228128799143452,PASS,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.06868956859825381,0.04648948741419323,-0.14457279639165488,-0.07229150840022036
2026-05-29,trailing_1y,238,12.576905660059401,7.228128799143452,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.24157807479098503,0.11580901819039102,-0.14457279639165488,-0.07229150840022036
2026-06-30,ytd,115,18.43741655532718,7.228128799143452,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.5327262870144991,0.3483521214612273,-0.14457279639165488,-0.07229150840022036
2026-06-30,trailing_1y,243,21.91255408479016,7.2281287991434295,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.4806667824180022,0.2615412415701006,-0.14457279639165477,-0.07229150840022047
2026-07-31,ytd,137,24.93296371839513,7.228128799143452,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.7358936386107822,0.48656400142683087,-0.14457279639165488,-0.07229150840022036
2026-07-31,trailing_1y,242,23.447236487240986,7.228128799143452,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.5713352537618486,0.3368628888894387,-0.14457279639165488,-0.07229150840022036
2026-08-31,ytd,158,19.785723898122853,7.228128799143452,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.5802658393880105,0.38240860040678193,-0.14457279639165488,-0.07229150840022036
2026-08-31,trailing_1y,241,19.380740894472037,7.228128799143441,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.5015856082417813,0.30777819929706096,-0.14457279639165477,-0.07229150840022036
2026-09-04,ytd,162,23.22807683620185,7.228128799143452,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.6826979970195655,0.45041722865754696,-0.14457279639165488,-0.07229150840022036
2026-09-04,trailing_1y,242,20.493436961884793,7.228128799143441,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3,1.0,ALL,0.5436980484500511,0.3387636788312032,-0.14457279639165477,-0.07229150840022036
2023-01-31,ytd,13,,,INSUFFICIENT,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,,,,
2023-01-31,trailing_1y,241,2.7892515523326056,-1.3807707639684974,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.01707118708856159,-0.010821328434764466,-0.16713069839858086,-0.18093840603826583
2023-02-24,ytd,31,-13.40744907945206,0.3706075787438756,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.15239156356830907,0.2864660543628297,-0.026353785373413596,-0.02264770958597484
2023-02-24,trailing_1y,246,1.8372290892379572,-1.3807707639685196,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.027340620603133692,0.00896832971075412,-0.16713069839858063,-0.18093840603826583
2023-03-31,ytd,54,-9.248931292943329,1.0917759453281883,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.05028040470286732,0.14276971763230062,-0.05252819585257029,-0.04161043639928841
2023-03-31,trailing_1y,245,1.3688284033262832,-1.3807707639685085,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,-0.05907767659930696,-0.07276596063256979,-0.16713069839858075,-0.18093840603826583
2023-04-28,ytd,71,-11.952324546772463,1.0917759453281883,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.025068880645578773,0.1445921261133034,-0.05252819585257029,-0.04161043639928841
2023-04-28,trailing_1y,244,0.7970709486111116,-0.8199382612766426,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,-0.04346214764159506,-0.05143285712770618,-0.14035729376243833,-0.14855667637520475
2023-05-31,ytd,92,-12.313388675334025,1.0917759453281883,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.0772206241999902,0.20035451095333046,-0.05252819585257029,-0.04161043639928841
2023-05-31,trailing_1y,243,-1.2525920761112364,0.5162860522361257,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,-0.014186439410243556,-0.001660518649131193,-0.14035729376243844,-0.13519443324007718
2023-06-30,ytd,112,-11.677976519597832,1.0917759453281883,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.08316497053580396,0.19994473573178229,-0.05252819585257029,-0.04161043639928841
2023-06-30,trailing_1y,242,-1.6550544258965294,0.5162860522361146,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.03747439285167342,0.054024937110638716,-0.14035729376243833,-0.13519443324007718
2023-07-31,ytd,133,-13.486596926229467,1.0917759453281883,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.09364783205126503,0.2285138013135597,-0.05252819585257029,-0.04161043639928841
2023-07-31,trailing_1y,241,-4.566431123251857,0.5162860522361368,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.035983662981204034,0.08164797421372261,-0.14035729376243844,-0.13519443324007707
2023-08-31,ytd,155,-10.494094144754818,0.13416057463515596,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,-0.007897367017500656,0.09704357443004752,-0.06091572509227661,-0.05957411934592505
2023-08-31,trailing_1y,241,-4.595259940712015,0.16795666141347088,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,-0.0571395606253835,-0.011186961218263347,-0.12527546464735528,-0.12359589803322057
2023-09-28,ytd,175,-10.237657348548534,0.1911521279182704,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.0018785865438359917,0.10425516002932134,-0.06185169902953902,-0.059940177750356316
2023-09-28,trailing_1y,242,-5.83359058952454,0.504646873368908,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,-0.008080250017688528,0.05025565587755687,-0.08763137502511487,-0.08258490629142579
2023-10-31,ytd,195,-8.464323047757494,0.36625143244191083,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,-0.013257168791837137,0.0713860616857378,-0.06971432752138362,-0.06605181319696452
2023-10-31,trailing_1y,240,-5.131759598634744,0.36625143244191083,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.040192790828493585,0.09151038681484103,-0.06971432752138362,-0.06605181319696452
2023-11-30,ytd,217,-7.330328840437406,0.36625143244191083,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.07855982929736505,0.1518631177017391,-0.06971432752138362,-0.06605181319696452
2023-11-30,trailing_1y,240,-5.665888281365072,0.36625143244191083,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.06216943987357859,0.11882832268722932,-0.06971432752138362,-0.06605181319696452
2023-12-29,ytd,238,-5.987912150016794,0.36625143244191083,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.07478135054646295,0.1346604720466309,-0.06971432752138362,-0.06605181319696452
2023-12-29,trailing_1y,240,-5.766451783668347,0.36625143244192193,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.08744222429900361,0.14510674213568708,-0.06971432752138362,-0.0660518131969644
2024-01-31,ytd,22,-0.300981372704634,0.36383554494142656,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,-0.2768601928466843,-0.27385037911963794,-0.050445053957393404,-0.04680669850797914
2024-01-31,trailing_1y,248,-4.926214108248894,0.36625143244192193,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.035130528000325345,0.08439266908281429,-0.06971432752138362,-0.0660518131969644
2024-02-29,ytd,35,-0.6181453061474107,0.36383554494142656,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,-0.008333382809965761,-0.0021519297484916544,-0.050445053957393404,-0.04680669850797914
2024-02-29,trailing_1y,242,-4.243704167053264,0.36625143244191083,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.05376370592647417,0.09620074759700681,-0.06971432752138362,-0.06605181319696452
2024-03-29,ytd,56,3.68045190299664,0.36383554494142656,ALERT,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.2878676978412562,0.2510631788112898,-0.050445053957393404,-0.04680669850797914
2024-03-29,trailing_1y,242,-3.0906490997528735,0.3662514324418997,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.13110697041549102,0.16201346141301975,-0.06971432752138362,-0.06605181319696463
2024-04-30,ytd,76,6.807531922178622,0.36383554494142656,PAUSE_REVIEW,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.2451273020442013,0.17705198282241508,-0.050445053957393404,-0.04680669850797914
2024-04-30,trailing_1y,243,-0.19388309048482544,0.36625143244192193,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.1417298106826066,0.14366864158745485,-0.06971432752138373,-0.06605181319696452
2024-05-31,ytd,98,12.26038707603918,0.36383554494142656,PAUSE_REVIEW,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.3060736357050291,0.1834697649446373,-0.050445053957393404,-0.04680669850797914
2024-05-31,trailing_1y,244,2.962220608653121,0.36625143244192193,PASS,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.16395634779006385,0.13433414170353264,-0.06971432752138373,-0.06605181319696452
2024-06-28,ytd,117,13.833810036678296,0.5635242973708432,PAUSE_REVIEW,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.4165037654813559,0.27816566511457297,-0.05244194148168757,-0.04680669850797914
2024-06-28,trailing_1y,245,5.426142433804393,0.36625143244192193,PAUSE_REVIEW,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.21986364051443763,0.1656022161763937,-0.06971432752138373,-0.06605181319696452
2024-07-31,ytd,138,11.93686182702649,0.5635242973708432,PAUSE_REVIEW,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.4459752911909425,0.3266066729206776,-0.05244194148168757,-0.04680669850797914
2024-07-31,trailing_1y,243,6.952656810373248,0.36625143244191083,PAUSE_REVIEW,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.24478000856257576,0.17525344045884328,-0.06971432752138362,-0.06605181319696452
2024-08-30,ytd,160,9.120496750771267,0.6751083298663252,PAUSE_REVIEW,BLEND_E45_A25,BLEND_E45_A25,0.25,ALL,0.32214361147733883,0.23093864396962616,-0.06880354903338959,-0.062052465734726336
