date,nav,cash,gross_equity,equity_weight,regime,e45_equity_scale,dividend_credit,stock_shares_added,cil_cash_credit,pre_financial,pre_telecom,pre_0050,pre_def,tgt_financial,tgt_telecom,tgt_0050,tgt_def
2012-12-04,3000000.0,3000000.0,0.0,0.0,Bull,0.9817087589106268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7462032022893049,0.09214483797196332,0.14336071864935862,0.0
2012-12-05,3004346.074002625,2516896.074002625,487450.0,0.16224828564792504,Bull,0.9817087589106268,0.0,0.0,0.0,0.14435753715356464,0.0,0.017890748494360387,0.0,0.7583039843995605,0.07647144417080219,0.1469333303402642,0.0
2012-12-06,3003888.23254025,2067838.2325402498,936050.0,0.3116127923336301,Bull,0.9817087589106268,0.0,0.0,0.0,0.27592571222234846,0.0,0.035687080111281605,0.0,0.7739977816238302,0.06471639881993135,0.14299457846686534,0.0
2012-12-07,3004130.255535125,1618680.2555351248,1385450.0,0.4611817338636704,Bull,0.9826233209650954,0.0,0.0,0.0,0.4073558387640598,0.0,0.053825895099610596,0.0,0.7883150417873227,0.05595219147756136,0.13835608770021127,0.0
2012-12-10,2985921.5330448747,1168971.533044875,1816950.0,0.6085056087013703,Bull,0.9826233209650954,0.0,0.0,0.0,0.5365680183719421,0.0,0.07193759032942806,0.0,0.7800180368648211,0.07523177034275239,0.12737351375752196,0.0
2012-12-11,2988964.858970625,757714.858970625,2231250.0,0.7464958958294425,Bull,0.9826233209650954,0.0,0.0,0.0,0.6567491063364462,0.0,0.08974678949299629,0.0,0.7800180368648211,0.07523177034275239,0.12737351375752196,0.0
2012-12-12,3017749.691527375,450999.6915273749,2566750.0,0.8505509940756185,Bull,0.9826233209650954,0.0,0.0,0.0,0.7429874009415206,0.0,0.1075635931340979,0.0,0.7800180368648211,0.07523177034275239,0.12737351375752196,0.0
2012-12-13,3028880.7680389998,400080.76803899993,2628800.0,0.8679113511958988,Bull,0.9826233209650954,0.0,0.0,0.0,0.7595544942792471,0.0,0.1083568569166517,0.0,0.7843808204670993,0.06379350266430252,0.13444899783369357,0.0
2012-12-14,3027106.7616975,345406.76169749995,2681700.0,0.8858954147015919,Bull,0.9834921549168407,0.0,0.0,0.0,0.76056121611943,0.0,0.12533419858216208,0.0,0.785074368720412,0.06384990877622042,0.1345678774202083,0.0
2012-12-17,3009856.7616975,345406.76169749995,2664450.0,0.8852414619549213,Bull,0.9834921549168407,0.0,0.0,0.0,0.7608169362546386,0.0,0.12442452570028262,0.0,0.7962849528237155,0.06276450107833657,0.12444270101478876,0.0
2012-12-18,3013287.77043775,294437.77043775,2718850.0,0.9022868730539546,Bull,0.9834921549168407,0.0,0.0,0.0,0.7778878681937104,0.0,0.12439900486024418,0.0,0.7962849528237155,0.06276450107833657,0.12444270101478876,0.0
2012-12-19,3023337.77043775,294437.77043775,2728900.0,0.902611685231876,Bull,0.9834921549168407,0.0,0.0,0.0,0.7782789018837641,0.0,0.12433278334811175,0.0,0.7962849528237155,0.06276450107833657,0.12444270101478876,0.0
2012-12-20,2991987.77043775,294437.77043775,2697550.0,0.9015912520275203,Bull,0.9834921549168407,0.0,0.0,0.0,0.777476439905254,0.0,0.12411481212226637,0.0,0.7962849528237155,0.06276450107833657,0.12444270101478876,0.0
2012-12-21,2957637.77043775,294437.77043775,2663200.0,0.9004483329971231,Bull,0.9843175471709986,0.0,0.0,0.0,0.7754837400729204,0.0,0.12496459292420273,0.0,0.795086862194197,0.05449526357389611,0.13473542140290554,0.0
2012-12-22,2963337.77043775,294437.77043775,2668900.0,0.9006398212937248,Bull,0.9843175471709986,0.0,0.0,0.0,0.7755612684208112,0.0,0.12507855287291358,0.0,0.795086862194197,0.05449526357389611,0.13473542140290554,0.0
2012-12-24,2966587.77043775,294437.77043775,2672150.0,0.9007486738225504,Bull,0.9843175471709986,0.0,0.0,0.0,0.7763970521796266,0.0,0.1243516216429238,0.0,0.795086862194197,0.05449526357389611,0.13473542140290554,0.0
2012-12-25,2997837.77043775,294437.77043775,2703400.0,0.901783287494321,Bull,0.9843175471709986,0.0,0.0,0.0,0.7766264148643479,0.0,0.1251568726299731,0.0,0.795086862194197,0.05449526357389611,0.13473542140290554,0.0
2012-12-26,2984937.77043775,294437.77043775,2690500.0,0.9013588245109144,Bull,0.9843175471709986,0.0,0.0,0.0,0.7758955724093208,0.0,0.12546325210159354,0.0,0.795086862194197,0.05449526357389611,0.13473542140290554,0.0
2012-12-27,2990987.77043775,294437.77043775,2696550.0,0.9015583502721386,Bull,0.9851016698124487,0.0,0.0,0.0,0.776465896301576,0.0,0.12509245397056262,0.0,0.814988063190943,0.04829226903384346,0.12182133758766231,0.0
2012-12-28,3008319.118034875,243719.118034875,2764600.0,0.9189849519042781,Bull,0.9851016698124487,0.0,0.0,0.0,0.793798764793249,0.0,0.12518618711102913,0.0,0.814988063190943,0.04829226903384346,0.12182133758766231,0.0
2013-01-02,3037669.118034875,243719.118034875,2793950.0,0.9197677203919624,Bull,0.9851016698124487,0.0,0.0,0.0,0.794408444841126,0.0,0.12535927555083637,0.0,0.814988063190943,0.04829226903384346,0.12182133758766231,0.0
2013-01-03,3049419.118034875,243719.118034875,2805700.0,0.9200768708396063,Bull,0.9851016698124487,0.0,0.0,0.0,0.794167645135195,0.0,0.12590922570441132,0.0,0.814988063190943,0.04829226903384346,0.12182133758766231,0.0
