window,start,end,n_days,base_cagr,base_mdd,chal_cagr,chal_mdd,mdd_improve_pp,cagr_giveback_pp,rel_nav_end,score
mtd,2026-09-01,2026-09-16,12,1.6231780290116822,-0.0033492383080501176,1.2616171268639795,-0.0071501349401196235,-0.3800896632069506,36.156090214770266,0.9935472140747027,-18.458134770592082
ytd,2026-01-01,2026-09-16,170,0.7003338199659828,-0.10134525109085013,0.8015750919348776,-0.09775271908533656,0.3592532005513571,-10.124127196889487,1.0395493848305661,-4.702810397893387
trailing_1y,2025-09-16,2026-09-16,242,0.5936859219221968,-0.10134525109085013,0.6814192123411302,-0.09775271908533656,0.3592532005513571,-8.77332904189334,1.0525854745504326,-4.027411320395313
heldout_2019_plus,2019-01-01,2026-09-16,1869,0.17612152392723535,-0.2784473406890492,0.2040317836730008,-0.3048516334142465,-2.6404292725197287,-2.791025974576544,1.1898820654860098,-4.035942259808001
sealed_2023_plus,2023-01-01,2026-09-16,892,0.300716064434309,-0.18416883207734813,0.34797832357982084,-0.19920559183862374,-1.5036759761275609,-4.726225914551185,1.134501309710522,-3.8667889334031535
full,2012-12-04,2026-09-16,3364,0.14213286415074666,-0.30593976547504487,0.1516878562223416,-0.3063765972563587,-0.043683178131381784,-0.9554992071594937,1.117596921228548,-0.5214327817111286
