id,track,heldout_score,mdd_improve_pp,cagr_giveback_pp,tip_ytd,tip_1y,tip_clean,tip_mdd_ytd_pp,tip_mdd_1y_pp,tip_mdd_clean,promote_shaped,coexist,full_cagr,full_mdd,heldout_cagr,heldout_mdd,sealed_cagr,sealed_mdd,n_fills,is_observe_ref,is_rule_sell_ref,is_dl,torch_used
SOFT_CHAMP_PLUS_K9_LT30_a10__SELL_a05,rule_sell_ref,0.10099208553496775,0.10121715777380302,0.00045014447767055543,PASS,PASS,True,0.338464851535103,0.33846485153508077,True,True,True,0.13992624308831103,-0.2161905291986993,0.1839286591665965,-0.2161905291986993,0.2552643503496075,-0.12469329735878576,5795,False,True,False,True
SOFT_CHAMP_PLUS_K9_LT30_a10,observe,0.08527868225383095,0.10489086922705892,-0.03922437394645595,PASS,PASS,True,0.2280171503082462,0.2280171503082351,True,True,True,0.14013655040896156,-0.21615379208416674,0.18432540435083777,-0.21615379208416674,0.2555735035747173,-0.1257977743710541,5771,True,False,False,True
LIVE_KD_OPT,base,0.0,0.0,0.0,PASS,PASS,True,0.0,0.0,True,False,False,0.14023801686669346,-0.21720270077643722,0.18393316061137321,-0.21720270077643733,0.2557299834147724,-0.12807794587413646,5751,False,False,False,True
DL_T2_TORCH_LSTM10_a05,t2_torch_lstm10,-0.04298594508834741,-0.00815887109048008,-0.06965414799573466,PASS,PASS,True,-0.2356773807261736,-0.2356773807261736,False,False,False,0.14068069613253087,-0.21728428948734213,0.18462970209133056,-0.21728428948734213,0.256557807003837,-0.1304347196813982,5763,False,False,True,True
DL_T2_TORCH_LSTM10_a05__SELL_a05,t2_torch_lstm10_sell_a05,-0.06041180999597495,-0.03202851824875008,-0.05676658349444974,PASS,PASS,True,-0.21372972124916734,-0.21372972124917844,False,False,False,0.14057941213290626,-0.21752298595892472,0.1845008264463177,-0.21752298595892483,0.25656631513700057,-0.13021524308662824,5774,False,False,True,True
DL_T2_TORCH_TCN10_a025,t2_torch_tcn10,-0.0710179329714622,-0.018522581118551873,-0.10499070370582064,PASS,PASS,True,-0.25572506486575275,-0.25572506486574165,False,False,False,0.14085848977357251,-0.21738792658762274,0.18498306764843142,-0.21738792658762285,0.2570980068451665,-0.1306351965227941,5753,False,False,True,True
DL_T2_TORCH_TCN20_a05,t2_torch_tcn20,-0.09390824184998259,-0.04017081764610131,-0.10747484840776256,PASS,PASS,True,-0.29161061472881,-0.2916106147288322,False,False,False,0.14095719573793875,-0.21760440895289834,0.18500790909545084,-0.21760440895289834,0.2571504685295385,-0.1309940520214249,5794,False,False,True,True
DL_T2_TORCH_TCN10_a05,t2_torch_tcn10,-0.1444771573753001,-0.07420768407152556,-0.14053894660754906,PASS,PASS,True,-0.35997636746852857,-0.35997636746853967,False,False,False,0.14110962469291355,-0.21794477761715247,0.1853385500774487,-0.21794477761715259,0.2572702393647035,-0.13167770954882185,5774,False,False,True,True
