window,start,end,n_days,base_cagr,base_mdd,chal_cagr,chal_mdd,mdd_improve_pp,cagr_giveback_pp,rel_nav_end,score
mtd,2026-09-01,2026-09-16,12,6.283550207762418,-0.009311955303689445,6.505071892238895,-0.0034948698625103525,0.5817085441179093,-22.152168447647735,1.0013086610485555,-10.494375679705959
ytd,2026-01-01,2026-09-16,170,0.6455624519203695,-0.11789581640515545,0.6611342907117608,-0.08726944940390824,3.0626367001247212,-1.5571838791391235,1.006336321387405,2.2840447605551595
trailing_1y,2025-09-16,2026-09-16,242,0.48349030748022725,-0.11789581640515534,0.4742815882740199,-0.08726944940390846,3.062636700124688,0.9208719206207361,0.99406268649857,2.60220073981432
heldout_2019_plus,2019-01-01,2026-09-16,1864,0.16249652257194325,-0.2592133802126809,0.1670278476297271,-0.23733511082470482,2.18782693879761,-0.4531325057783864,1.0291783756790227,1.961260685908417
sealed_2023_plus,2023-01-01,2026-09-16,887,0.23701985197838304,-0.11789581640515556,0.22940322569374283,-0.09437874986234018,2.351706654281538,0.7616626284640216,0.9785190832585777,1.9708753400495271
full,2012-12-04,2026-09-16,3359,0.12764775409030005,-0.25921338021268103,0.12999216464705676,-0.23733511082470482,2.1878269387976212,-0.23444105567567153,1.0280616192771268,2.0706064109597855
