date,ret,core_w,alpha_w,cash_w,e45_exposure,nav
2019-01-02,-0.012939927847882428,0.8,0.18294300205285569,0.01705699794714427,0.9147150102642784,0.9870600721521176
2019-01-03,0.0012584408197996912,0.8,0.18294300205285569,0.01705699794714427,0.9147150102642784,0.9883022288385083
2019-01-04,-0.008564029117806488,0.8,0.18294300205285569,0.01705699794714427,0.9147150102642784,0.9798383797735422
2019-01-07,0.01672617340526521,0.8,0.1837958519502129,0.016204148049787065,0.9189792597510644,0.9962273264227686
2019-01-08,-0.0026503258722715478,0.8,0.1837958519502129,0.016204148049787065,0.9189792597510644,0.9935869993648864
2019-01-09,0.010039777345701705,0.8,0.1837958519502129,0.016204148049787065,0.9189792597510644,1.0035623916120937
2019-01-10,0.001523184960631162,0.8,0.1837958519502129,0.016204148049787065,0.9189792597510644,1.0050910027540523
2019-01-11,0.00028833359322541583,0.8,0.1837958519502129,0.016204148049787065,0.9189792597510644,1.0053808042543948
2019-01-14,0.00020689606933213485,0.8,0.18460605935270225,0.01539394064729771,0.9230302967635112,1.0055888135909772
2019-01-15,0.002967007386757553,0.8,0.18460605935270225,0.01539394064729771,0.9230302967635112,1.0085724030289425
2019-01-16,-0.002039070765775331,0.8,0.18460605935270225,0.01539394064729771,0.9230302967635112,1.0065158525267583
2019-01-17,0.0013664241746119412,0.8,0.18460605935270225,0.01539394064729771,0.9230302967635112,1.007891180119781
2019-01-18,0.004255782086894611,0.8,0.18460605935270225,0.01539394064729771,0.9230302967635112,1.012180545349674
2019-01-21,0.0004015133594629215,0.8,0.18537575638506715,0.014624243614932808,0.9268787819253357,1.0125869493608202
2019-01-22,0.002987647517949392,0.8,0.18537575638506715,0.014624243614932808,0.9268787819253357,1.015612202246786
2019-01-23,-0.0019074683995610672,0.8,0.18537575638506715,0.014624243614932808,0.9268787819253357,1.0136749540647916
2019-01-24,0.0019113381088549236,0.8,0.18537575638506715,0.014624243614932808,0.9268787819253357,1.0156124296344873
2019-01-25,0.003152910669032391,0.8,0.18537575638506715,0.014624243614932808,0.9268787819253357,1.0188145648994837
2019-01-28,-0.0002010984932009379,0.8,0.1861069685658138,0.01389303143418616,0.930534842829069,1.0186096828256312
2019-01-29,0.0005161941874301213,0.8,0.1861069685658138,0.01389303143418616,0.930534842829069,1.0191354832231658
2019-01-30,0.001195561907826786,0.8,0.1861069685658138,0.01389303143418616,0.930534842829069,1.020353922785822
2019-02-11,0.002294689910168298,0.8,0.1861069685658138,0.01389303143418616,0.930534842829069,1.0226953186372394
2019-02-12,0.0020458865369932535,0.8,0.1861069685658138,0.01389303143418616,0.930534842829069,1.0247876372210853
2019-02-13,-0.0007249958420751739,0.8,0.1868016201375231,0.01319837986247685,0.9340081006876155,1.02404467044509
2019-02-14,-0.0019223783470673171,0.8,0.1868016201375231,0.01319837986247685,0.9340081006876155,1.0220760691441968
2019-02-15,-0.00020749721258697825,0.8,0.1868016201375231,0.01319837986247685,0.9340081006876155,1.0218639912087975
2019-02-18,0.005734356150811996,0.8,0.1868016201375231,0.01319837986247685,0.9340081006876155,1.027723723272079
2019-02-19,-0.0002243782629177725,0.8,0.1868016201375231,0.01319837986247685,0.9340081006876155,1.0274931244082919
2019-02-20,0.0029546079759848465,0.8,0.18746153913064698,0.01253846086935298,0.9373076956532348,1.030528963788938
2019-02-21,0.0026570809763763036,0.8,0.18746153913064698,0.01253846086935298,0.9373076956532348,1.0332671626942265
2019-02-22,0.0027435155530842427,0.8,0.18746153913064698,0.01253846086935298,0.9373076956532348,1.0361019472255693
